transfer,name,season,pos,team_name,yr,g,passing_att,passing_comp,passing_pct.,passing_yards,passing_yards/att,passing_td,passing_int,passing_rating,passing_att/g,passing_yards/g,player_id,rushing_att,rushing_yards,rushing_avg.,rushing_td,rushing_att/g,rushing_yards/g,offense_rush_yards,offense_pass_yards,offense_plays,offense_total_yards,offense_yards/play,offense_yards/g,season_wins,season_losses
False,Anthony Thompson,2017,QB,northern_illinois,1,1,,,,,,,,,,,anthony_thompson_northern_illinois,1.0,1.0,1.00,0.0,1.00,1.00,1,0,1,1,1.00,1.0,8,5
False,Anthony Thompson,2018,QB,northern_illinois,2,2,1.0,1.0,100.0,-5.0,-5.0,0.0,0.0,58.0,0.5,-2.5,anthony_thompson_northern_illinois,2.0,6.0,3.00,0.0,1.00,3.00,6,-5,3,1,0.33,0.5,8,6
False,Anthony Thompson,2019,QB,northern_illinois,3,2,,,,,,,,,,,anthony_thompson_northern_illinois,1.0,3.0,3.00,0.0,0.50,1.50,3,0,1,3,3.00,1.5,5,7
True,Anu Solomon,2016,QB,arizona,3,5,64.0,38.0,59.4,465.0,7.3,1.0,2.0,119.32,12.8,93.0,anu_solomon_arizona,25.0,-52.0,-2.08,0.0,5.00,-10.40,-52,465,89,413,4.64,82.6,3,9
False,Anu Solomon,2017,QB,baylor,4,2,55.0,24.0,43.6,399.0,7.3,4.0,2.0,121.31,27.5,199.5,anu_solomon_baylor,16.0,106.0,6.63,0.0,8.00,53.00,106,399,71,505,7.11,252.5,1,11
False,Arch Manning,2023,QB,texas,1,2,5.0,2.0,40.0,30.0,6.0,0.0,0.0,90.4,2.5,15.0,arch_manning_texas,3.0,7.0,2.33,0.0,1.50,3.50,7,30,8,37,4.63,18.5,12,2
False,Arch Manning,2024,QB,texas,1,4,78.0,55.0,70.5,901.0,11.6,9.0,2.0,200.49,19.5,225.3,arch_manning_texas,13.0,82.0,6.31,3.0,3.25,20.50,82,901,91,983,10.80,245.8,5,0
False,Ari Patu,2021,QB,stanford,1,2,16.0,8.0,50.0,48.0,3.0,1.0,1.0,83.33,8.0,24.0,ari_patu_stanford,3.0,31.0,10.33,0.0,1.50,15.50,31,48,19,79,4.16,39.5,3,9
False,Ari Patu,2022,QB,stanford,2,4,9.0,6.0,66.7,65.0,7.2,2.0,0.0,200.66,2.3,16.3,ari_patu_stanford,3.0,8.0,2.67,0.0,0.75,2.00,8,65,12,73,6.08,18.3,3,9
False,Ari Patu,2023,QB,stanford,3,2,6.0,3.0,50.0,37.0,6.2,0.0,0.0,101.8,3.0,18.5,ari_patu_stanford,4.0,37.0,9.25,0.0,2.00,18.50,37,37,10,74,7.40,37.0,3,9
False,Arion Worthman,2016,QB,air_force,2,8,39.0,23.0,59.0,546.0,14.0,4.0,2.0,200.15,4.9,68.3,arion_worthman_air_force,130.0,674.0,5.18,6.0,16.25,84.25,674,546,169,1220,7.22,152.5,10,3
False,Arion Worthman,2017,QB,air_force,3,10,109.0,54.0,49.5,1100.0,10.1,10.0,4.0,157.24,10.9,110.0,arion_worthman_air_force,217.0,821.0,3.78,13.0,21.70,82.10,821,1100,326,1921,5.89,192.1,5,7
False,Arion Worthman,2018,QB,air_force,4,4,16.0,6.0,37.5,77.0,4.8,0.0,0.0,77.93,4.0,19.3,arion_worthman_air_force,29.0,88.0,3.03,1.0,7.25,22.00,88,77,45,165,3.67,41.3,5,7
False,Armani Rogers,2017,QB,unlv,1,10,189.0,99.0,52.4,1471.0,7.8,6.0,5.0,122.95,18.9,147.1,armani_rogers_unlv,146.0,780.0,5.34,8.0,14.60,78.00,780,1471,335,2251,6.72,225.1,5,7
False,Armani Rogers,2018,QB,unlv,2,6,117.0,52.0,44.4,601.0,5.1,10.0,4.0,108.96,19.5,100.2,armani_rogers_unlv,93.0,565.0,6.08,8.0,15.50,94.17,565,601,210,1166,5.55,194.3,4,8
True,Armani Rogers,2019,QB,unlv,3,5,79.0,41.0,51.9,393.0,5.0,2.0,3.0,94.46,15.8,78.6,armani_rogers_unlv,50.0,204.0,4.08,2.0,10.00,40.80,204,393,129,597,4.63,119.4,4,8
False,Armani Rogers,2020,QB,ohio,4,3,9.0,5.0,55.6,48.0,5.3,1.0,0.0,137.03,3.0,16.0,armani_rogers_ohio,19.0,114.0,6.00,2.0,6.33,38.00,114,48,28,162,5.79,54.0,2,1
False,Armani Rogers,2021,QB,ohio,4,12,49.0,29.0,59.2,350.0,7.1,0.0,1.0,115.1,4.1,29.2,armani_rogers_ohio,92.0,552.0,6.00,7.0,7.67,46.00,552,350,141,902,6.40,75.2,3,9
False,Artur Sitkowski,2018,QB,rutgers,1,11,273.0,134.0,49.1,1158.0,4.2,4.0,18.0,76.35,24.8,105.3,artur_sitkowski_rutgers,22.0,-66.0,-3.00,0.0,2.00,-6.00,-66,1158,295,1092,3.70,99.3,1,11
False,Artur Sitkowski,2019,QB,rutgers,2,3,68.0,44.0,64.7,429.0,6.3,1.0,2.0,116.68,22.7,143.0,artur_sitkowski_rutgers,8.0,-7.0,-0.88,0.0,2.67,-2.33,-7,429,76,422,5.55,140.7,2,10
True,Artur Sitkowski,2020,QB,rutgers,3,4,81.0,52.0,64.2,444.0,5.5,3.0,0.0,122.46,20.3,111.0,artur_sitkowski_rutgers,14.0,2.0,0.14,0.0,3.50,0.50,2,444,95,446,4.69,111.5,3,6
False,Artur Sitkowski,2021,QB,illinois,2,5,148.0,74.0,50.0,704.0,4.8,6.0,2.0,100.64,29.6,140.8,artur_sitkowski_illinois,26.0,31.0,1.19,0.0,5.20,6.20,31,704,174,735,4.22,147.0,5,7
False,Artur Sitkowski,2022,QB,illinois,3,3,25.0,18.0,72.0,103.0,4.1,0.0,1.0,98.61,8.3,34.3,artur_sitkowski_illinois,5.0,18.0,3.60,0.0,1.67,6.00,18,103,30,121,4.03,40.3,8,5
False,Asher O'Hara,2018,QB,middle_tennessee,2,2,20.0,9.0,45.0,114.0,5.7,0.0,1.0,82.88,10.0,57.0,asher_o'hara_middle_tennessee,23.0,85.0,3.70,1.0,11.50,42.50,85,114,43,199,4.63,99.5,8,6
False,Asher O'Hara,2019,QB,middle_tennessee,2,12,335.0,210.0,62.7,2616.0,7.8,20.0,8.0,143.21,27.9,218.0,asher_o'hara_middle_tennessee,199.0,1058.0,5.32,9.0,16.58,88.17,1058,2616,534,3674,6.88,306.2,4,8
False,Asher O'Hara,2020,QB,middle_tennessee,3,9,288.0,192.0,66.7,1960.0,6.8,12.0,8.0,132.03,32.0,217.8,asher_o'hara_middle_tennessee,175.0,601.0,3.43,7.0,19.44,66.78,601,1960,463,2561,5.53,284.6,3,6
False,Ashton Cook,2022,QB,iowa_state,1,1,4.0,4.0,100.0,32.0,8.0,0.0,0.0,167.2,4.0,32.0,ashton_cook_iowa_state,,,,,,,0,32,4,32,8.00,32.0,4,8
False,Ashton Daniels,2022,QB,stanford,1,10,6.0,5.0,83.3,39.0,6.5,0.0,0.0,137.93,0.6,3.9,ashton_daniels_stanford,25.0,156.0,6.24,3.0,2.50,15.60,156,39,31,195,6.29,19.5,3,9
False,Ashton Daniels,2023,QB,stanford,2,12,325.0,191.0,58.8,2247.0,6.9,11.0,8.0,123.1,27.1,187.3,ashton_daniels_stanford,109.0,289.0,2.65,3.0,9.08,24.08,289,2247,434,2536,5.84,211.3,3,9
False,Ashton Daniels,2024,QB,stanford,3,4,115.0,68.0,59.1,633.0,5.5,5.0,6.0,109.28,28.8,158.3,ashton_daniels_stanford,50.0,250.0,5.00,0.0,12.50,62.50,250,633,165,883,5.35,220.8,2,3
False,Ashton Frye,2023,QB,jacksonville_state,1,5,11.0,5.0,45.5,51.0,4.6,0.0,0.0,84.4,2.2,10.2,ashton_frye_jacksonville_state,10.0,31.0,3.10,0.0,2.00,6.20,31,51,21,82,3.90,16.4,9,4
False,Athan Kaliakmanis,2022,QB,minnesota,1,11,111.0,60.0,54.1,946.0,8.5,3.0,4.0,127.35,10.1,86.0,athan_kaliakmanis_minnesota,34.0,140.0,4.12,1.0,3.09,12.73,140,946,145,1086,7.49,98.7,9,4
True,Athan Kaliakmanis,2023,QB,minnesota,2,12,294.0,156.0,53.1,1838.0,6.3,14.0,9.0,115.17,24.5,153.2,athan_kaliakmanis_minnesota,74.0,94.0,1.27,2.0,6.17,7.83,94,1838,368,1932,5.25,161.0,6,7
False,Athan Kaliakmanis,2024,QB,rutgers,4,5,133.0,74.0,55.6,947.0,7.1,8.0,3.0,130.79,26.6,189.4,athan_kaliakmanis_rutgers,29.0,55.0,1.90,0.0,5.80,11.00,55,947,162,1002,6.19,200.4,4,1
False,Austin Allen,2016,QB,arkansas,3,13,401.0,245.0,61.1,3430.0,8.6,25.0,15.0,146.04,30.8,263.8,austin_allen_arkansas,65.0,-126.0,-1.94,2.0,5.00,-9.69,-126,3430,466,3304,7.09,254.2,7,6
True,Austin Allen,2017,QB,arkansas,4,8,187.0,105.0,56.1,1427.0,7.6,10.0,5.0,132.55,23.4,178.4,austin_allen_arkansas,37.0,-20.0,-0.54,1.0,4.63,-2.50,-20,1427,224,1407,6.28,175.9,4,8
False,Austin Apodaca,2016,QB,new_mexico,4,10,98.0,53.0,54.1,654.0,6.7,5.0,2.0,122.89,9.8,65.4,austin_apodaca_new_mexico,31.0,181.0,5.84,2.0,3.10,18.10,181,654,129,835,6.47,83.5,9,4
False,Austin Appleby,2016,QB,florida,4,9,209.0,127.0,60.8,1447.0,6.9,10.0,7.0,128.01,23.2,160.8,austin_appleby_florida,41.0,-45.0,-1.10,0.0,4.56,-5.00,-45,1447,250,1402,5.61,155.8,9,4
False,Austin Aune,2019,QB,north_texas,1,2,5.0,4.0,80.0,136.0,27.2,1.0,0.0,374.48,2.5,68.0,austin_aune_north_texas,,,,,,,0,136,5,136,27.20,68.0,4,8
False,Austin Aune,2020,QB,north_texas,2,8,185.0,101.0,54.6,1650.0,8.9,13.0,4.0,148.39,23.1,206.3,austin_aune_north_texas,27.0,29.0,1.07,2.0,3.38,3.63,29,1650,212,1679,7.92,209.9,4,6
False,Austin Aune,2021,QB,north_texas,2,13,295.0,151.0,51.2,1992.0,6.8,9.0,9.0,111.89,22.7,153.2,austin_aune_north_texas,80.0,325.0,4.06,3.0,6.15,25.00,325,1992,375,2317,6.18,178.2,6,7
False,Austin Aune,2022,QB,north_texas,3,14,411.0,232.0,56.4,3547.0,8.6,33.0,15.0,148.14,29.4,253.4,austin_aune_north_texas,44.0,52.0,1.18,1.0,3.14,3.71,52,3547,455,3599,7.91,257.1,7,7
False,Austin Bradley,2017,QB,coastal_carolina,2,1,,,,,,,,,,,austin_bradley_coastal_carolina,4.0,-8.0,-2.00,0.0,4.00,-8.00,-8,0,4,-8,-2.00,-8.0,3,9
True,Austin Burton,2019,QB,ucla,2,7,64.0,44.0,68.8,365.0,5.7,1.0,0.0,121.82,9.1,52.1,austin_burton_ucla,23.0,100.0,4.35,1.0,3.29,14.29,100,365,87,465,5.34,66.4,4,8
False,Austin Burton,2021,QB,purdue,4,7,7.0,5.0,71.4,44.0,6.3,0.0,0.0,124.23,1.0,6.3,austin_burton_purdue,13.0,38.0,2.92,0.0,1.86,5.43,38,44,20,82,4.10,11.7,9,4
False,Austin Burton,2022,QB,purdue,4,6,56.0,36.0,64.3,273.0,4.9,3.0,2.0,115.78,9.3,45.5,austin_burton_purdue,18.0,28.0,1.56,0.0,3.00,4.67,28,273,74,301,4.07,50.2,8,6
False,Austin Hergott,2018,QB,central_michigan,1,3,45.0,19.0,42.2,155.0,3.4,1.0,2.0,69.59,15.0,51.7,austin_hergott_central_michigan,6.0,-34.0,-5.67,0.0,2.00,-11.33,-34,155,51,121,2.37,40.3,1,11
False,Austin Kendall,2016,QB,oklahoma,1,2,22.0,16.0,72.7,143.0,6.5,2.0,0.0,157.33,11.0,71.5,austin_kendall_oklahoma,6.0,8.0,1.33,0.0,3.00,4.00,8,143,28,151,5.39,75.5,11,2
True,Austin Kendall,2018,QB,oklahoma,2,6,17.0,12.0,70.6,122.0,7.2,1.0,0.0,150.28,2.8,20.3,austin_kendall_oklahoma,7.0,21.0,3.00,0.0,1.17,3.50,21,122,24,143,5.96,23.8,12,2
False,Austin Kendall,2019,QB,west_virginia,3,9,304.0,187.0,61.5,1989.0,6.5,12.0,10.0,122.92,33.8,221.0,austin_kendall_west_virginia,45.0,91.0,2.02,1.0,5.00,10.11,91,1989,349,2080,5.96,231.1,5,7
True,Austin Kendall,2020,QB,west_virginia,4,2,23.0,11.0,47.8,164.0,7.1,2.0,0.0,136.42,11.5,82.0,austin_kendall_west_virginia,2.0,-2.0,-1.00,0.0,1.00,-1.00,-2,164,25,162,6.48,81.0,6,4
False,Austin Kendall,2021,QB,louisiana_tech,4,7,243.0,148.0,60.9,1874.0,7.7,13.0,9.0,135.94,34.7,267.7,austin_kendall_louisiana_tech,59.0,157.0,2.66,3.0,8.43,22.43,157,1874,302,2031,6.73,290.1,3,9
False,Austin Novosad,2023,QB,oregon,1,3,11.0,9.0,81.8,52.0,4.7,0.0,0.0,121.53,3.7,17.3,austin_novosad_oregon,,,,,,,0,52,11,52,4.73,17.3,12,2
False,Austin Reed,2022,QB,western_kentucky,4,14,603.0,389.0,64.5,4744.0,7.9,40.0,11.0,148.83,43.1,338.9,austin_reed_western_kentucky,91.0,224.0,2.46,8.0,6.50,16.00,224,4744,694,4968,7.16,354.9,9,5
False,Austin Reed,2023,QB,western_kentucky,4,12,470.0,289.0,61.5,3340.0,7.1,31.0,11.0,138.27,39.2,278.3,austin_reed_western_kentucky,42.0,100.0,2.38,4.0,3.50,8.33,100,3340,512,3440,6.72,286.7,8,5
False,Austin Simmons,2024,QB,mississippi,1,5,21.0,10.0,47.6,137.0,6.5,1.0,0.0,118.13,4.2,27.4,austin_simmons_mississippi,5.0,14.0,2.80,0.0,1.00,2.80,14,137,26,151,5.81,30.2,5,1
True,Austin Smith,2021,QB,eastern_michigan,1,1,1.0,1.0,100.0,16.0,16.0,0.0,0.0,234.4,1.0,16.0,austin_smith_eastern_michigan,,,,,,,0,16,1,16,16.00,16.0,7,6
True,Austin Smith,2022,QB,eastern_michigan,2,9,119.0,68.0,57.1,774.0,6.5,6.0,4.0,121.69,13.2,86.0,austin_smith_eastern_michigan,61.0,255.0,4.18,2.0,6.78,28.33,255,774,180,1029,5.72,114.3,9,4
False,Austin Smith,2023,QB,eastern_michigan,3,12,298.0,171.0,57.4,1775.0,6.0,9.0,7.0,112.68,24.8,147.9,austin_smith_eastern_michigan,101.0,134.0,1.33,2.0,8.42,11.17,134,1775,399,1909,4.78,159.1,6,7
False,Austin Upshaw,2018,QB,smu,1,1,3.0,2.0,66.7,10.0,3.3,0.0,0.0,94.67,3.0,10.0,austin_upshaw_smu,4.0,11.0,2.75,1.0,4.00,11.00,11,10,7,21,3.00,21.0,5,7
True,Austin Wilson,2016,QB,syracuse,3,2,27.0,17.0,63.0,116.0,4.3,0.0,2.0,84.24,13.5,58.0,austin_wilson_syracuse,2.0,-7.0,-3.50,0.0,1.00,-3.50,-7,116,29,109,3.76,54.5,4,8
False,Austin Wilson,2017,QB,coastal_carolina,4,2,4.0,1.0,25.0,7.0,1.8,0.0,0.0,39.7,2.0,3.5,austin_wilson_coastal_carolina,,,,,,,0,7,4,7,1.75,3.5,3,9
False,Aveon Smith,2020,QB,miami_ohio,1,1,1.0,1.0,100.0,3.0,3.0,0.0,0.0,125.2,1.0,3.0,aveon_smith_miami_ohio,3.0,28.0,9.33,0.0,3.00,28.00,28,3,4,31,7.75,31.0,2,1
False,Aveon Smith,2021,QB,miami_ohio,1,3,,,,,,,,,,,aveon_smith_miami_ohio,4.0,25.0,6.25,0.0,1.33,8.33,25,0,4,25,6.25,8.3,7,6
False,Aveon Smith,2022,QB,miami_ohio,1,10,219.0,108.0,49.3,1299.0,5.9,11.0,5.0,111.16,21.9,129.9,aveon_smith_miami_ohio,123.0,553.0,4.50,6.0,12.30,55.30,553,1299,342,1852,5.42,185.2,6,7
False,Aveon Smith,2023,QB,miami_ohio,2,10,96.0,48.0,50.0,638.0,6.6,2.0,2.0,108.53,9.6,63.8,aveon_smith_miami_ohio,75.0,280.0,3.73,1.0,7.50,28.00,280,638,171,918,5.37,91.8,11,3
False,Avery Davis,2018,QB,notre_dame,2,8,,,,,,,,,,,avery_davis_notre_dame,22.0,70.0,3.18,0.0,2.75,8.75,70,0,22,70,3.18,8.8,12,1
False,Avery Johnson,2023,QB,kansas_state,1,8,66.0,37.0,56.1,479.0,7.3,5.0,0.0,142.03,8.3,59.9,avery_johnson_kansas_state,52.0,296.0,5.69,7.0,6.50,37.00,296,479,118,775,6.57,96.9,9,4
False,Avery Johnson,2024,QB,kansas_state,2,5,126.0,77.0,61.1,879.0,7.0,9.0,4.0,136.93,25.2,175.8,avery_johnson_kansas_state,44.0,321.0,7.30,2.0,8.80,64.20,321,879,170,1200,7.06,240.0,4,1
False,Bailey Hart,2018,QB,south_carolina,2,5,,,,,,,,,,,bailey_hart_south_carolina,1.0,5.0,5.00,0.0,0.20,1.00,5,0,1,5,5.00,1.0,7,6
False,Bailey Hockman,2019,QB,north_carolina_state,2,7,97.0,54.0,55.7,546.0,5.6,1.0,4.0,98.1,13.9,78.0,bailey_hockman_north_carolina_state,16.0,-8.0,-0.50,0.0,2.29,-1.14,-8,546,113,538,4.76,76.9,4,8
True,Bailey Hockman,2020,QB,north_carolina_state,3,10,266.0,171.0,64.3,2088.0,7.8,13.0,11.0,138.09,26.6,208.8,bailey_hockman_north_carolina_state,58.0,-22.0,-0.38,3.0,5.80,-2.20,-22,2088,324,2066,6.38,206.6,8,4
False,Bailey Hockman,2021,QB,middle_tennessee,3,4,66.0,41.0,62.1,463.0,7.0,4.0,2.0,134.99,16.5,115.8,bailey_hockman_middle_tennessee,9.0,-62.0,-6.89,0.0,2.25,-15.50,-62,463,75,401,5.35,100.3,7,6
False,Bailey Zappe,2021,QB,western_kentucky,4,14,686.0,475.0,69.2,5967.0,8.7,62.0,11.0,168.92,49.0,426.2,bailey_zappe_western_kentucky,51.0,17.0,0.33,3.0,3.64,1.21,17,5967,737,5984,8.12,427.4,9,5
False,Baker Mayfield,2016,QB,oklahoma,3,13,358.0,254.0,70.9,3965.0,11.1,40.0,8.0,196.38,27.5,305.0,baker_mayfield_oklahoma,78.0,177.0,2.27,6.0,6.00,13.62,177,3965,436,4142,9.50,318.6,11,2
False,Baker Mayfield,2017,QB,oklahoma,4,14,404.0,285.0,70.5,4627.0,11.5,43.0,6.0,198.92,28.9,330.5,baker_mayfield_oklahoma,97.0,311.0,3.21,5.0,6.93,22.21,311,4627,501,4938,9.86,352.7,12,2
False,Bart Houston,2016,QB,wisconsin,4,11,141.0,96.0,68.1,1245.0,8.8,5.0,3.0,149.7,12.8,113.2,bart_houston_wisconsin,28.0,0.0,0.00,0.0,2.55,0.00,0,1245,169,1245,7.37,113.2,11,3
False,Baylor Romney,2019,QB,byu,1,4,85.0,54.0,63.5,747.0,8.8,7.0,2.0,159.82,21.3,186.8,baylor_romney_byu,24.0,59.0,2.46,0.0,6.00,14.75,59,747,109,806,7.39,201.5,7,6
False,Baylor Romney,2020,QB,byu,2,7,35.0,24.0,68.6,261.0,7.5,1.0,1.0,134.93,5.0,37.3,baylor_romney_byu,7.0,21.0,3.00,0.0,1.00,3.00,21,261,42,282,6.71,40.3,11,1
False,Baylor Romney,2021,QB,byu,2,5,80.0,56.0,70.0,779.0,9.7,6.0,0.0,176.55,16.0,155.8,baylor_romney_byu,10.0,-4.0,-0.40,0.0,2.00,-0.80,-4,779,90,775,8.61,155.0,10,3
False,Beau Allen,2020,QB,kentucky,1,2,7.0,3.0,42.9,40.0,5.7,0.0,0.0,90.86,3.5,20.0,beau_allen_kentucky,2.0,-9.0,-4.50,0.0,1.00,-4.50,-9,40,9,31,3.44,15.5,5,6
False,Beau Allen,2021,QB,kentucky,2,3,12.0,8.0,66.7,92.0,7.7,0.0,0.0,131.07,4.0,30.7,beau_allen_kentucky,4.0,9.0,2.25,1.0,1.33,3.00,9,92,16,101,6.31,33.7,10,3
False,Beau Hoge,2017,QB,byu,2,3,39.0,19.0,48.7,257.0,6.6,2.0,3.0,105.62,13.0,85.7,beau_hoge_byu,12.0,26.0,2.17,0.0,4.00,8.67,26,257,51,283,5.55,94.3,4,9
False,Beau Hoge,2018,QB,byu,3,3,,,,,,,,,,,beau_hoge_byu,4.0,6.0,1.50,0.0,1.33,2.00,6,0,4,6,1.50,2.0,7,6
False,Beau Nelson,2023,QB,stanford,4,1,5.0,1.0,20.0,8.0,1.6,0.0,0.0,33.44,5.0,8.0,beau_nelson_stanford,1.0,6.0,6.00,0.0,1.00,6.00,6,8,6,14,2.33,14.0,3,9
False,Beau Pribula,2023,QB,penn_state,1,11,21.0,11.0,52.4,149.0,7.1,4.0,0.0,174.84,1.9,13.5,beau_pribula_penn_state,56.0,329.0,5.88,6.0,5.09,29.91,329,149,77,478,6.21,43.5,10,3
False,Beau Pribula,2024,QB,penn_state,2,5,10.0,7.0,70.0,102.0,10.2,2.0,1.0,201.68,2.0,20.4,beau_pribula_penn_state,15.0,105.0,7.00,1.0,3.00,21.00,105,102,25,207,8.28,41.4,5,0
False,Behren Morton,2021,QB,texas_tech,1,2,3.0,1.0,33.3,0.0,0.0,0.0,0.0,33.33,1.5,0.0,behren_morton_texas_tech,2.0,15.0,7.50,0.0,1.00,7.50,15,0,5,15,3.00,7.5,7,6
False,Behren Morton,2022,QB,texas_tech,1,9,169.0,96.0,56.8,1117.0,6.6,7.0,6.0,118.9,18.8,124.1,behren_morton_texas_tech,42.0,79.0,1.88,2.0,4.67,8.78,79,1117,211,1196,5.67,132.9,8,5
False,Behren Morton,2023,QB,texas_tech,2,10,293.0,182.0,62.1,1757.0,6.0,15.0,8.0,123.92,29.3,175.7,behren_morton_texas_tech,46.0,3.0,0.07,4.0,4.60,0.30,3,1757,339,1760,5.19,176.0,7,6
False,Behren Morton,2024,QB,texas_tech,3,6,221.0,139.0,62.9,1640.0,7.4,14.0,2.0,144.34,36.8,273.3,behren_morton_texas_tech,18.0,9.0,0.50,1.0,3.00,1.50,9,1640,239,1649,6.90,274.8,5,1
False,Ben Ballard,2020,QB,texas,1,1,,,,,,,,,,,ben_ballard_texas,1.0,7.0,7.00,0.0,1.00,7.00,7,0,1,7,7.00,7.0,7,3
False,Ben Batson,2018,QB,clemson,1,2,,,,,,,,,,,ben_batson_clemson,2.0,6.0,3.00,0.0,1.00,3.00,6,0,2,6,3.00,3.0,15,0
False,Ben Batson,2019,QB,clemson,1,10,1.0,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0.1,0.0,ben_batson_clemson,4.0,20.0,5.00,0.0,0.40,2.00,20,0,5,20,4.00,2.0,14,1
False,Ben Brittain,2020,QB,air_force,1,2,1.0,1.0,100.0,31.0,31.0,0.0,0.0,360.4,0.5,15.5,ben_brittain_air_force,4.0,15.0,3.75,0.0,2.00,7.50,15,31,5,46,9.20,23.0,3,3
False,Ben Brittain,2022,QB,air_force,3,5,2.0,1.0,50.0,80.0,40.0,1.0,0.0,551.0,0.4,16.0,ben_brittain_air_force,3.0,25.0,8.33,0.0,0.60,5.00,25,80,5,105,21.00,21.0,10,3
False,Ben Brittain,2023,QB,air_force,4,4,3.0,0.0,0.0,0.0,0.0,0.0,2.0,-133.33,0.8,0.0,ben_brittain_air_force,7.0,31.0,4.43,0.0,1.75,7.75,31,0,10,31,3.10,7.8,9,4
False,Ben Bryant,2018,QB,cincinnati,1,1,8.0,6.0,75.0,75.0,9.4,0.0,1.0,128.75,8.0,75.0,ben_bryant_cincinnati,2.0,-4.0,-2.00,0.0,2.00,-4.00,-4,75,10,71,7.10,71.0,11,2
False,Ben Bryant,2019,QB,cincinnati,1,7,51.0,29.0,56.9,388.0,7.6,1.0,2.0,119.4,7.3,55.4,ben_bryant_cincinnati,22.0,35.0,1.59,1.0,3.14,5.00,35,388,73,423,5.79,60.4,11,3
True,Ben Bryant,2020,QB,cincinnati,2,8,14.0,11.0,78.6,90.0,6.4,1.0,0.0,156.14,1.8,11.3,ben_bryant_cincinnati,6.0,65.0,10.83,1.0,0.75,8.13,65,90,20,155,7.75,19.4,9,1
True,Ben Bryant,2021,QB,eastern_michigan,4,13,408.0,279.0,68.4,3121.0,7.6,14.0,7.0,140.53,31.4,240.1,ben_bryant_eastern_michigan,87.0,-43.0,-0.49,2.0,6.69,-3.31,-43,3121,495,3078,6.22,236.8,7,6
True,Ben Bryant,2022,QB,cincinnati,4,11,348.0,213.0,61.2,2732.0,7.9,21.0,7.0,143.05,31.6,248.4,ben_bryant_cincinnati,47.0,-118.0,-2.51,0.0,4.27,-10.73,-118,2732,395,2614,6.62,237.6,9,4
False,Ben Bryant,2023,QB,northwestern,4,9,277.0,173.0,62.5,1807.0,6.5,13.0,6.0,128.41,30.8,200.8,ben_bryant_northwestern,60.0,-33.0,-0.55,4.0,6.67,-3.67,-33,1807,337,1774,5.26,197.1,8,5
False,Ben DiNucci,2016,QB,pittsburgh,1,2,9.0,3.0,33.3,16.0,1.8,1.0,2.0,40.5,4.5,8.0,ben_dinucci_pittsburgh,2.0,18.0,9.00,0.0,1.00,9.00,18,16,11,34,3.09,17.0,8,5
False,Ben DiNucci,2017,QB,pittsburgh,2,10,158.0,88.0,55.7,1091.0,6.9,5.0,5.0,117.81,15.8,109.1,ben_dinucci_pittsburgh,55.0,126.0,2.29,1.0,5.50,12.60,126,1091,213,1217,5.71,121.7,5,7
False,Ben Easters,2023,QB,kansas,2,1,,,,,,,,,,,ben_easters_kansas,1.0,3.0,3.00,0.0,1.00,3.00,3,0,1,3,3.00,3.0,9,4
False,Ben Finley,2020,QB,north_carolina_state,1,1,20.0,13.0,65.0,143.0,7.2,1.0,2.0,121.56,20.0,143.0,ben_finley_north_carolina_state,2.0,-9.0,-4.50,0.0,2.00,-9.00,-9,143,22,134,6.09,134.0,8,4
False,Ben Finley,2021,QB,north_carolina_state,1,4,9.0,5.0,55.6,28.0,3.1,0.0,0.0,81.69,2.3,7.0,ben_finley_north_carolina_state,2.0,7.0,3.50,0.0,0.50,1.75,7,28,11,35,3.18,8.8,9,3
True,Ben Finley,2022,QB,north_carolina_state,1,3,123.0,65.0,52.8,741.0,6.0,3.0,3.0,106.62,41.0,247.0,ben_finley_north_carolina_state,6.0,-8.0,-1.33,0.0,2.00,-2.67,-8,741,129,733,5.68,244.3,8,5
True,Ben Finley,2023,QB,california,2,7,94.0,54.0,57.4,572.0,6.1,3.0,4.0,110.58,13.4,81.7,ben_finley_california,12.0,8.0,0.67,0.0,1.71,1.14,8,572,106,580,5.47,82.9,6,7
False,Ben Finley,2024,QB,akron,3,6,185.0,110.0,59.5,1061.0,5.7,7.0,6.0,113.63,30.8,176.8,ben_finley_akron,46.0,2.0,0.04,0.0,7.67,0.33,2,1061,231,1063,4.60,177.2,1,5
False,Ben Gulbranson,2020,QB,oregon_state,1,1,9.0,6.0,66.7,64.0,7.1,1.0,0.0,163.07,9.0,64.0,ben_gulbranson_oregon_state,,,,,,,0,64,9,64,7.11,64.0,2,5
False,Ben Gulbranson,2022,QB,oregon_state,1,10,194.0,121.0,62.4,1455.0,7.5,9.0,5.0,135.53,19.4,145.5,ben_gulbranson_oregon_state,40.0,52.0,1.30,5.0,4.00,5.20,52,1455,234,1507,6.44,150.7,10,3
False,Ben Gulbranson,2023,QB,oregon_state,2,2,28.0,17.0,60.7,186.0,6.6,1.0,1.0,121.15,14.0,93.0,ben_gulbranson_oregon_state,5.0,-12.0,-2.40,0.0,2.50,-6.00,-12,186,33,174,5.27,87.0,8,5
