transfer,name,season,pos,team_name,yr,g,passing_att,passing_comp,passing_pct.,passing_yards,passing_yards/att,passing_td,passing_int,passing_rating,passing_att/g,passing_yards/g,player_id,rushing_att,rushing_yards,rushing_avg.,rushing_td,rushing_att/g,rushing_yards/g,offense_rush_yards,offense_pass_yards,offense_plays,offense_total_yards,offense_yards/play,offense_yards/g,season_wins,season_losses
False,Jay Butterfield,2021,QB,oregon,1,1,3.0,2.0,66.7,22.0,7.3,0.0,0.0,128.27,3.0,22.0,jay_butterfield_oregon,,,,,,,0,22,3,22,7.33,22.0,10,4
True,Jay Butterfield,2022,QB,oregon,1,1,1.0,1.0,100.0,1.0,1.0,0.0,0.0,108.4,1.0,1.0,jay_butterfield_oregon,,,,,,,0,1,1,1,1.00,1.0,10,3
False,Jay Butterfield,2023,QB,san_jose_state,2,4,11.0,7.0,63.6,80.0,7.3,1.0,0.0,154.73,2.8,20.0,jay_butterfield_san_jose_state,2.0,-2.0,-1.00,0.0,0.50,-0.50,-2,80,13,78,6.00,19.5,7,6
False,Jay Jones,2017,QB,georgia_tech,1,1,,,,,,,,,,,jay_jones_georgia_tech,2.0,9.0,4.50,0.0,2.00,9.00,9,0,2,9,4.50,9.0,5,6
False,Jay Urich,2018,QB,south_carolina,1,1,1.0,1.0,100.0,9.0,9.0,0.0,0.0,175.6,1.0,9.0,jay_urich_south_carolina,1.0,14.0,14.00,0.0,1.00,14.00,14,9,2,23,11.50,23.0,7,6
False,Jay Woolfolk,2021,QB,virginia,1,5,41.0,22.0,53.7,245.0,6.0,0.0,2.0,94.1,8.2,49.0,jay_woolfolk_virginia,24.0,72.0,3.00,0.0,4.80,14.40,72,245,65,317,4.88,63.4,6,6
False,Jay Woolfolk,2022,QB,virginia,2,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,jay_woolfolk_virginia,2.0,32.0,16.00,0.0,0.50,8.00,32,0,4,32,8.00,8.0,3,7
False,Jayden Clemons,2022,QB,wyoming,2,5,29.0,12.0,41.4,145.0,5.0,1.0,3.0,74.07,5.8,29.0,jayden_clemons_wyoming,15.0,68.0,4.53,1.0,3.00,13.60,68,145,44,213,4.84,42.6,7,6
False,Jayden Clemons,2023,QB,wyoming,3,2,,,,,,,,,,,jayden_clemons_wyoming,1.0,-2.0,-2.00,0.0,0.50,-1.00,-2,0,1,-2,-2.00,-1.0,9,4
False,Jayden Daniels,2019,QB,arizona_state,1,12,338.0,205.0,60.7,2943.0,8.7,17.0,2.0,149.21,28.2,245.3,jayden_daniels_arizona_state,125.0,355.0,2.84,3.0,10.42,29.58,355,2943,463,3298,7.12,274.8,8,5
False,Jayden Daniels,2020,QB,arizona_state,2,4,84.0,49.0,58.3,701.0,8.3,5.0,1.0,145.69,21.0,175.3,jayden_daniels_arizona_state,33.0,223.0,6.76,4.0,8.25,55.75,223,701,117,924,7.90,231.0,2,2
True,Jayden Daniels,2021,QB,arizona_state,3,13,301.0,197.0,65.4,2380.0,7.9,10.0,10.0,136.19,23.2,183.1,jayden_daniels_arizona_state,138.0,710.0,5.14,6.0,10.62,54.62,710,2380,439,3090,7.04,237.7,8,5
False,Jayden Daniels,2022,QB,lsu,3,14,388.0,266.0,68.6,2913.0,7.5,17.0,3.0,144.54,27.7,208.1,jayden_daniels_lsu,186.0,885.0,4.76,11.0,13.29,63.21,885,2913,574,3798,6.62,271.3,10,4
False,Jayden Daniels,2023,QB,lsu,4,12,327.0,236.0,72.2,3812.0,11.7,40.0,4.0,208.01,27.3,317.7,jayden_daniels_lsu,135.0,1134.0,8.40,10.0,11.25,94.50,1134,3812,462,4946,10.71,412.2,10,3
False,Jayden Denegal,2023,QB,michigan,2,6,5.0,4.0,80.0,50.0,10.0,1.0,0.0,230.0,0.8,8.3,jayden_denegal_michigan,4.0,10.0,2.50,0.0,0.67,1.67,10,50,9,60,6.67,10.0,15,0
True,Jayden Maiava,2023,QB,unlv,1,14,353.0,224.0,63.5,3085.0,8.7,17.0,10.0,147.09,25.2,220.4,jayden_maiava_unlv,73.0,277.0,3.79,3.0,5.21,19.79,277,3085,426,3362,7.89,240.1,9,5
False,Jayden Maiava,2024,QB,usc,2,2,11.0,8.0,72.7,66.0,6.0,0.0,0.0,123.13,5.5,33.0,jayden_maiava_usc,2.0,14.0,7.00,1.0,1.00,7.00,14,66,13,80,6.15,40.0,3,2
False,Jayden Mandal,2024,QB,fresno_state,1,4,3.0,1.0,33.3,8.0,2.7,0.0,1.0,-10.94,0.8,2.0,jayden_mandal_fresno_state,1.0,-7.0,-7.00,0.0,0.25,-1.75,-7,8,4,1,0.25,0.3,3,2
False,Jayden de Laura,2020,QB,washington_state,1,4,129.0,78.0,60.5,886.0,6.9,5.0,4.0,124.75,32.3,221.5,jayden_de_laura_washington_state,28.0,34.0,1.21,2.0,7.00,8.50,34,886,157,920,5.86,230.0,1,3
True,Jayden de Laura,2021,QB,washington_state,2,12,359.0,227.0,63.2,2789.0,7.8,23.0,9.0,144.62,29.9,232.4,jayden_de_laura_washington_state,46.0,67.0,1.46,3.0,3.83,5.58,67,2789,405,2856,7.05,238.0,7,6
False,Jayden de Laura,2022,QB,arizona,2,12,435.0,272.0,62.5,3685.0,8.5,25.0,13.0,146.68,36.3,307.1,jayden_de_laura_arizona,74.0,122.0,1.65,4.0,6.17,10.17,122,3685,509,3807,7.48,317.3,5,7
False,Jayden de Laura,2023,QB,arizona,3,7,128.0,89.0,69.5,1120.0,8.8,10.0,5.0,161.0,18.3,160.0,jayden_de_laura_arizona,21.0,121.0,5.76,3.0,3.00,17.29,121,1120,149,1241,8.33,177.3,10,3
False,Jaylen Gipson,2018,QB,texas_state,1,5,6.0,3.0,50.0,12.0,2.0,0.0,0.0,66.8,1.2,2.4,jaylen_gipson_texas_state,7.0,24.0,3.43,0.0,1.40,4.80,24,12,13,36,2.77,7.2,3,9
False,Jaylen Gipson,2020,QB,texas_state,3,3,,,,,,,,,,,jaylen_gipson_texas_state,2.0,-6.0,-3.00,0.0,0.67,-2.00,-6,0,2,-6,-3.00,-2.0,2,10
False,Jaylen Henderson,2021,QB,fresno_state,1,3,8.0,5.0,62.5,49.0,6.1,0.0,0.0,113.95,2.7,16.3,jaylen_henderson_fresno_state,14.0,68.0,4.86,0.0,4.67,22.67,68,49,22,117,5.32,39.0,10,3
True,Jaylen Henderson,2022,QB,fresno_state,1,2,,,,,,,,,,,jaylen_henderson_fresno_state,2.0,-2.0,-1.00,0.0,1.00,-1.00,-2,0,2,-2,-1.00,-1.0,10,4
False,Jaylen Henderson,2023,QB,texas_a&m,2,5,78.0,53.0,67.9,715.0,9.2,6.0,2.0,165.2,15.6,143.0,jaylen_henderson_texas_a&m,41.0,104.0,2.54,2.0,8.20,20.80,104,715,119,819,6.88,163.8,7,6
False,Jaylen Raynor,2023,QB,arkansas_state,1,11,285.0,166.0,58.2,2550.0,8.9,17.0,7.0,148.17,25.9,231.8,jaylen_raynor_arkansas_state,123.0,373.0,3.03,5.0,11.18,33.91,373,2550,408,2923,7.16,265.7,6,7
False,Jaylen Raynor,2024,QB,arkansas_state,2,5,167.0,99.0,59.3,1125.0,6.7,4.0,5.0,117.78,33.4,225.0,jaylen_raynor_arkansas_state,52.0,135.0,2.60,2.0,10.40,27.00,135,1125,219,1260,5.75,252.0,3,2
False,Jaylin Nelson,2017,QB,texas_state,1,7,1.0,1.0,100.0,69.0,69.0,1.0,0.0,1009.6,0.1,9.9,jaylin_nelson_texas_state,25.0,98.0,3.92,0.0,3.57,14.00,98,69,26,167,6.42,23.9,2,10
False,Jaylon Henderson,2018,QB,boise_state,3,3,1.0,1.0,100.0,14.0,14.0,0.0,0.0,217.6,0.3,4.7,jaylon_henderson_boise_state,8.0,54.0,6.75,0.0,2.67,18.00,54,14,9,68,7.56,22.7,10,3
False,Jaylon Henderson,2019,QB,boise_state,4,9,143.0,89.0,62.2,1080.0,7.6,12.0,2.0,150.57,15.9,120.0,jaylon_henderson_boise_state,46.0,156.0,3.39,2.0,5.11,17.33,156,1080,189,1236,6.54,137.3,12,2
False,Jeff George Jr.,2018,QB,pittsburgh,3,3,3.0,1.0,33.3,1.0,0.3,0.0,0.0,36.13,1.0,0.3,jeff_george_jr._pittsburgh,,,,,,,0,1,3,1,0.33,0.3,7,7
False,"Jeff George, Jr.",2016,QB,illinois,1,5,94.0,38.0,40.4,470.0,5.0,4.0,5.0,85.83,18.8,94.0,"jeff_george,_jr._illinois",10.0,-50.0,-5.00,0.0,2.00,-10.00,-50,470,104,420,4.04,84.0,3,9
False,"Jeff George, Jr.",2017,QB,illinois,2,7,181.0,94.0,51.9,1273.0,7.0,7.0,10.0,112.72,25.9,181.9,"jeff_george,_jr._illinois",27.0,-81.0,-3.00,0.0,3.86,-11.57,-81,1273,208,1192,5.73,170.3,2,10
False,Jeff Sims,2020,QB,georgia_tech,1,10,257.0,141.0,54.9,1881.0,7.3,13.0,13.0,122.91,25.7,188.1,jeff_sims_georgia_tech,120.0,492.0,4.10,6.0,12.00,49.20,492,1881,377,2373,6.29,237.3,3,7
False,Jeff Sims,2021,QB,georgia_tech,1,8,188.0,113.0,60.1,1468.0,7.8,12.0,7.0,139.32,23.5,183.5,jeff_sims_georgia_tech,70.0,371.0,5.30,4.0,8.75,46.38,371,1468,258,1839,7.13,229.9,3,9
True,Jeff Sims,2022,QB,georgia_tech,2,7,188.0,110.0,58.5,1115.0,5.9,5.0,3.0,113.92,26.9,159.3,jeff_sims_georgia_tech,87.0,292.0,3.36,1.0,12.43,41.71,292,1115,275,1407,5.12,201.0,5,7
True,Jeff Sims,2023,QB,nebraska,3,5,47.0,28.0,59.6,282.0,6.0,1.0,6.0,91.46,9.4,56.4,jeff_sims_nebraska,42.0,189.0,4.50,1.0,8.40,37.80,189,282,89,471,5.29,94.2,5,7
False,Jeff Sims,2024,QB,arizona_state,4,1,,,,,,,,,,,jeff_sims_arizona_state,3.0,15.0,5.00,0.0,3.00,15.00,15,0,3,15,5.00,15.0,4,1
False,"Jeff Undercuffler, Jr.",2022,QB,akron,3,7,120.0,70.0,58.3,791.0,6.6,5.0,5.0,119.12,17.1,113.0,"jeff_undercuffler,_jr._akron",17.0,-83.0,-4.88,0.0,2.43,-11.86,-83,791,137,708,5.17,101.1,2,10
False,"Jeff Undercuffler, Jr.",2023,QB,akron,4,10,224.0,138.0,61.6,1378.0,6.2,4.0,9.0,111.14,22.4,137.8,"jeff_undercuffler,_jr._akron",26.0,-201.0,-7.73,1.0,2.60,-20.10,-201,1378,250,1177,4.71,117.7,2,10
False,Jefferson Boaz,2020,QB,north_carolina,1,1,1.0,1.0,100.0,3.0,3.0,0.0,0.0,125.2,1.0,3.0,jefferson_boaz_north_carolina,,,,,,,0,3,1,3,3.00,3.0,8,4
False,Jefferson Boaz,2023,QB,north_carolina,3,1,1.0,1.0,100.0,3.0,3.0,0.0,0.0,125.2,1.0,3.0,jefferson_boaz_north_carolina,,,,,,,0,3,1,3,3.00,3.0,8,5
False,Jemel Jones,2019,QB,army,1,2,4.0,3.0,75.0,43.0,10.8,0.0,1.0,115.3,2.0,21.5,jemel_jones_army,12.0,42.0,3.50,1.0,6.00,21.00,42,43,16,85,5.31,42.5,5,8
False,Jemel Jones,2020,QB,army,2,5,19.0,9.0,47.4,156.0,8.2,2.0,2.0,130.03,3.8,31.2,jemel_jones_army,42.0,238.0,5.67,3.0,8.40,47.60,238,156,61,394,6.46,78.8,9,3
False,Jemel Jones,2021,QB,army,3,4,13.0,7.0,53.8,135.0,10.4,1.0,1.0,151.08,3.3,33.8,jemel_jones_army,30.0,124.0,4.13,1.0,7.50,31.00,124,135,43,259,6.02,64.8,9,4
False,Jemel Jones,2022,QB,army,4,8,38.0,13.0,34.2,250.0,6.6,1.0,1.0,92.9,4.8,31.3,jemel_jones_army,72.0,326.0,4.53,7.0,9.00,40.75,326,250,110,576,5.24,72.0,6,6
False,Jensen Jones,2021,QB,air_force,2,1,,,,,,,,,,,jensen_jones_air_force,4.0,27.0,6.75,1.0,4.00,27.00,27,0,4,27,6.75,27.0,10,3
False,Jensen Jones,2022,QB,air_force,3,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,jensen_jones_air_force,14.0,82.0,5.86,2.0,2.00,11.71,82,0,15,82,5.47,11.7,10,3
False,Jensen Jones,2023,QB,air_force,4,10,15.0,5.0,33.3,160.0,10.7,0.0,1.0,109.6,1.5,16.0,jensen_jones_air_force,47.0,233.0,4.96,4.0,4.70,23.30,233,160,62,393,6.34,39.3,9,4
False,Jeremiah Salem,2024,QB,eastern_michigan,3,2,5.0,5.0,100.0,102.0,20.4,1.0,0.0,337.36,2.5,51.0,jeremiah_salem_eastern_michigan,1.0,5.0,5.00,0.0,0.50,2.50,5,102,6,107,17.83,53.5,4,1
False,Jeremy Hunt,2020,QB,louisiana-monroe,3,7,129.0,70.0,54.3,742.0,5.8,6.0,4.0,111.73,18.4,106.0,jeremy_hunt_louisiana-monroe,35.0,18.0,0.51,1.0,5.00,2.57,18,742,164,760,4.63,108.6,0,10
False,Jeremy Johnson,2016,QB,auburn,4,5,47.0,27.0,57.4,312.0,6.6,1.0,2.0,111.72,9.4,62.4,jeremy_johnson_auburn,15.0,33.0,2.20,2.0,3.00,6.60,33,312,62,345,5.56,69.0,8,5
True,Jeremy Moussa,2018,QB,hawai'i,1,2,9.0,4.0,44.4,77.0,8.6,1.0,0.0,152.98,4.5,38.5,jeremy_moussa_hawai'i,1.0,-1.0,-1.00,0.0,0.50,-0.50,-1,77,10,76,7.60,38.0,8,6
False,Jeremy Moussa,2021,QB,vanderbilt,4,2,8.0,5.0,62.5,24.0,3.0,0.0,0.0,87.7,4.0,12.0,jeremy_moussa_vanderbilt,,,,,,,0,24,8,24,3.00,12.0,2,10
False,Jerod Evans,2016,QB,virginia_tech,3,14,422.0,268.0,63.5,3552.0,8.4,29.0,8.0,153.1,30.1,253.7,jerod_evans_virginia_tech,204.0,846.0,4.15,12.0,14.57,60.43,846,3552,626,4398,7.03,314.1,10,4
False,Jesse Ertz,2016,QB,kansas_state,3,13,264.0,152.0,57.6,1755.0,6.6,9.0,4.0,121.64,20.3,135.0,jesse_ertz_kansas_state,183.0,1012.0,5.53,12.0,14.08,77.85,1012,1755,447,2767,6.19,212.8,9,4
False,Jesse Ertz,2017,QB,kansas_state,4,5,100.0,55.0,55.0,930.0,9.3,7.0,3.0,150.22,20.0,186.0,jesse_ertz_kansas_state,65.0,336.0,5.17,3.0,13.00,67.20,336,930,165,1266,7.67,253.2,8,5
False,Jett Duffey,2017,QB,texas_tech,1,1,2.0,2.0,100.0,16.0,8.0,0.0,0.0,167.2,2.0,16.0,jett_duffey_texas_tech,4.0,6.0,1.50,0.0,4.00,6.00,6,16,6,22,3.67,22.0,6,7
False,Jett Duffey,2018,QB,texas_tech,2,8,154.0,104.0,67.5,1221.0,7.9,8.0,6.0,143.48,19.3,152.6,jett_duffey_texas_tech,79.0,369.0,4.67,4.0,9.88,46.13,369,1221,233,1590,6.82,198.8,5,7
False,Jett Duffey,2019,QB,texas_tech,3,10,367.0,239.0,65.1,2840.0,7.7,18.0,5.0,143.59,36.7,284.0,jett_duffey_texas_tech,72.0,212.0,2.94,1.0,7.20,21.20,212,2840,439,3052,6.95,305.2,4,8
False,Jiya Wright,2021,QB,louisiana-monroe,2,4,20.0,10.0,50.0,164.0,8.2,2.0,2.0,131.88,5.0,41.0,jiya_wright_louisiana-monroe,33.0,145.0,4.39,1.0,8.25,36.25,145,164,53,309,5.83,77.3,4,8
False,Jiya Wright,2022,QB,louisiana-monroe,3,2,,,,,,,,,,,jiya_wright_louisiana-monroe,1.0,3.0,3.00,0.0,0.50,1.50,3,0,1,3,3.00,1.5,4,8
False,Jiya Wright,2023,QB,louisiana-monroe,4,12,204.0,107.0,52.5,1246.0,6.1,10.0,8.0,112.1,17.0,103.8,jiya_wright_louisiana-monroe,99.0,264.0,2.67,2.0,8.25,22.00,264,1246,303,1510,4.98,125.8,2,10
False,JoVoni Johnson,2019,QB,rice,1,4,18.0,10.0,55.6,97.0,5.4,1.0,0.0,119.16,4.5,24.3,jovoni_johnson_rice,27.0,159.0,5.89,2.0,6.75,39.75,159,97,45,256,5.69,64.0,3,9
False,JoVoni Johnson,2020,QB,rice,1,4,37.0,27.0,73.0,225.0,6.1,1.0,0.0,132.97,9.3,56.3,jovoni_johnson_rice,26.0,83.0,3.19,0.0,6.50,20.75,83,225,63,308,4.89,77.0,2,3
False,Joe Burrow,2016,QB,ohio_state,1,6,28.0,22.0,78.6,226.0,8.1,2.0,0.0,169.94,4.7,37.7,joe_burrow_ohio_state,12.0,58.0,4.83,1.0,2.00,9.67,58,226,40,284,7.10,47.3,11,2
True,Joe Burrow,2017,QB,ohio_state,2,5,11.0,7.0,63.6,61.0,5.5,0.0,0.0,110.22,2.2,12.2,joe_burrow_ohio_state,3.0,-5.0,-1.67,0.0,0.60,-1.00,-5,61,14,56,4.00,11.2,12,2
False,Joe Burrow,2018,QB,lsu,3,13,379.0,219.0,57.8,2894.0,7.6,16.0,5.0,133.21,29.2,222.6,joe_burrow_lsu,128.0,399.0,3.12,7.0,9.85,30.69,399,2894,507,3293,6.50,253.3,10,3
False,Joe Burrow,2019,QB,lsu,4,15,527.0,402.0,76.3,5671.0,10.8,60.0,6.0,201.96,35.1,378.1,joe_burrow_lsu,115.0,368.0,3.20,5.0,7.67,24.53,368,5671,642,6039,9.41,402.6,15,0
False,Joe Critchlow,2017,QB,byu,1,6,101.0,55.0,54.5,642.0,6.4,3.0,4.0,109.73,16.8,107.0,joe_critchlow_byu,15.0,-49.0,-3.27,0.0,2.50,-8.17,-49,642,116,593,5.11,98.8,4,9
False,Joe Critchlow,2019,QB,byu,2,3,12.0,9.0,75.0,73.0,6.1,0.0,0.0,126.1,4.0,24.3,joe_critchlow_byu,2.0,-3.0,-1.50,0.0,0.67,-1.00,-3,73,14,70,5.00,23.3,7,6
False,Joe Fagnano,2023,QB,connecticut,4,2,35.0,18.0,51.4,173.0,4.9,0.0,1.0,87.24,17.5,86.5,joe_fagnano_connecticut,16.0,32.0,2.00,0.0,8.00,16.00,32,173,51,205,4.02,102.5,3,9
False,Joe Fagnano,2024,QB,connecticut,4,6,98.0,57.0,58.2,999.0,10.2,11.0,3.0,174.71,16.3,166.5,joe_fagnano_connecticut,19.0,51.0,2.68,1.0,3.17,8.50,51,999,117,1050,8.97,175.0,4,2
False,Joe Hubener,2016,QB,kansas_state,4,6,39.0,22.0,56.4,275.0,7.1,1.0,1.0,118.97,6.5,45.8,joe_hubener_kansas_state,21.0,20.0,0.95,2.0,3.50,3.33,20,275,60,295,4.92,49.2,9,4
True,Joe Labas,2022,QB,iowa,1,1,24.0,14.0,58.3,139.0,5.8,1.0,0.0,120.73,24.0,139.0,joe_labas_iowa,4.0,11.0,2.75,0.0,4.00,11.00,11,139,28,150,5.36,150.0,8,5
False,Joe Labas,2024,QB,central_michigan,3,5,151.0,88.0,58.3,1078.0,7.1,7.0,7.0,124.28,30.2,215.6,joe_labas_central_michigan,20.0,19.0,0.95,0.0,4.00,3.80,19,1078,171,1097,6.42,219.4,3,2
False,Joe Milton,2018,QB,michigan,1,4,4.0,3.0,75.0,58.0,14.5,0.0,1.0,146.8,1.0,14.5,joe_milton_michigan,7.0,31.0,4.43,1.0,1.75,7.75,31,58,11,89,8.09,22.3,10,3
False,Joe Milton,2019,QB,michigan,2,4,7.0,3.0,42.9,59.0,8.4,1.0,1.0,132.23,1.8,14.8,joe_milton_michigan,5.0,16.0,3.20,1.0,1.25,4.00,16,59,12,75,6.25,18.8,9,4
False,Joe Milton,2020,QB,michigan,3,6,141.0,80.0,56.7,1077.0,7.6,4.0,4.0,124.59,23.5,179.5,joe_milton_michigan,38.0,109.0,2.87,1.0,6.33,18.17,109,1077,179,1186,6.63,197.7,2,4
False,Joe Milton III,2021,QB,tennessee,3,8,62.0,32.0,51.6,375.0,6.0,2.0,0.0,113.06,7.8,46.9,joe_milton_iii_tennessee,28.0,129.0,4.61,2.0,3.50,16.13,129,375,90,504,5.60,63.0,7,6
False,Joe Milton III,2022,QB,tennessee,4,9,82.0,53.0,64.6,971.0,11.8,10.0,0.0,204.33,9.1,107.9,joe_milton_iii_tennessee,18.0,77.0,4.28,0.0,2.00,8.56,77,971,100,1048,10.48,116.4,11,2
False,Joe Milton III,2023,QB,tennessee,4,12,354.0,229.0,64.7,2813.0,7.9,20.0,5.0,147.27,29.5,234.4,joe_milton_iii_tennessee,78.0,299.0,3.83,7.0,6.50,24.92,299,2813,432,3112,7.20,259.3,9,4
False,Joe Mischler,2019,QB,ohio,1,3,3.0,1.0,33.3,23.0,7.7,0.0,1.0,31.06,1.0,7.7,joe_mischler_ohio,2.0,8.0,4.00,0.0,0.67,2.67,8,23,5,31,6.20,10.3,7,6
False,Joe Thompson,2017,QB,charlotte,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,joe_thompson_charlotte,2.0,-12.0,-6.00,0.0,2.00,-12.00,-12,0,3,-12,-4.00,-12.0,1,11
False,Joel Lanning,2016,QB,iowa_state,3,12,169.0,99.0,58.6,1290.0,7.6,9.0,3.0,136.72,14.1,107.5,joel_lanning_iowa_state,121.0,518.0,4.28,11.0,10.08,43.17,518,1290,290,1808,6.23,150.7,3,9
False,Joey Aguilar,2023,QB,appalachian_state,3,14,460.0,293.0,63.7,3757.0,8.2,33.0,10.0,151.62,32.9,268.4,joey_aguilar_appalachian_state,81.0,245.0,3.02,3.0,5.79,17.50,245,3757,541,4002,7.40,285.9,9,5
False,Joey Aguilar,2024,QB,appalachian_state,4,5,208.0,119.0,57.2,1523.0,7.3,8.0,5.0,126.59,41.6,304.6,joey_aguilar_appalachian_state,27.0,88.0,3.26,2.0,5.40,17.60,88,1523,235,1611,6.86,322.2,2,3
False,Joey Gatewood,2018,QB,auburn,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,joey_gatewood_auburn,3.0,28.0,9.33,0.0,3.00,28.00,28,0,4,28,7.00,28.0,8,5
True,Joey Gatewood,2019,QB,auburn,1,7,7.0,5.0,71.4,54.0,7.7,2.0,0.0,230.51,1.0,7.7,joey_gatewood_auburn,29.0,148.0,5.10,3.0,4.14,21.14,148,54,36,202,5.61,28.9,9,4
True,Joey Gatewood,2020,QB,kentucky,2,7,35.0,17.0,48.6,109.0,3.1,0.0,1.0,69.02,5.0,15.6,joey_gatewood_kentucky,25.0,62.0,2.48,0.0,3.57,8.86,62,109,60,171,2.85,24.4,5,6
True,Joey Gatewood,2021,QB,ucf,3,10,8.0,2.0,25.0,17.0,2.1,1.0,0.0,84.1,0.8,1.7,joey_gatewood_ucf,28.0,142.0,5.07,1.0,2.80,14.20,142,17,36,159,4.42,15.9,9,4
False,Joey Marousek,2021,QB,akron,1,1,5.0,3.0,60.0,11.0,2.2,0.0,0.0,78.48,5.0,11.0,joey_marousek_akron,,,,,,,0,11,5,11,2.20,11.0,2,10
True,Joey Yellen,2019,QB,arizona_state,1,1,44.0,28.0,63.6,292.0,6.6,4.0,2.0,140.29,44.0,292.0,joey_yellen_arizona_state,1.0,-5.0,-5.00,0.0,1.00,-5.00,-5,292,45,287,6.38,287.0,8,5
True,Joey Yellen,2020,QB,pittsburgh,1,6,78.0,35.0,44.9,402.0,5.2,1.0,3.0,84.7,13.0,67.0,joey_yellen_pittsburgh,5.0,-45.0,-9.00,0.0,0.83,-7.50,-45,402,83,357,4.30,59.5,6,5
False,Joey Yellen,2022,QB,hawai'i,3,4,87.0,40.0,46.0,324.0,3.7,0.0,2.0,72.66,21.8,81.0,joey_yellen_hawai'i,7.0,-45.0,-6.43,0.0,1.75,-11.25,-45,324,94,279,2.97,69.8,3,10
False,John Alan Richter,2023,QB,toledo,1,1,4.0,3.0,75.0,49.0,12.3,0.0,0.0,177.9,4.0,49.0,john_alan_richter_toledo,,,,,,,0,49,4,49,12.25,49.0,11,3
False,John Alan Richter,2024,QB,toledo,2,1,6.0,6.0,100.0,77.0,12.8,1.0,0.0,262.8,6.0,77.0,john_alan_richter_toledo,,,,,,,0,77,6,77,12.83,77.0,4,1
False,John Busha,2023,QB,air_force,2,4,19.0,9.0,47.4,152.0,8.0,0.0,1.0,104.04,4.8,38.0,john_busha_air_force,13.0,11.0,0.85,1.0,3.25,2.75,11,152,32,163,5.09,40.8,9,4
False,John Busha,2024,QB,air_force,3,5,54.0,19.0,35.2,240.0,4.4,0.0,3.0,61.41,10.8,48.0,john_busha_air_force,60.0,141.0,2.35,0.0,12.00,28.20,141,240,114,381,3.34,76.2,1,4
True,John Franklin III,2016,QB,auburn,3,13,26.0,14.0,53.8,204.0,7.8,1.0,0.0,132.45,2.0,15.7,john_franklin_iii_auburn,46.0,430.0,9.35,2.0,3.54,33.08,430,204,72,634,8.81,48.8,8,5
False,John Holcombe II,2019,QB,kansas_state,1,3,3.0,1.0,33.3,9.0,3.0,0.0,0.0,58.53,1.0,3.0,john_holcombe_ii_kansas_state,13.0,71.0,5.46,0.0,4.33,23.67,71,9,16,80,5.00,26.7,8,5
False,John Kolar,2016,QB,oklahoma_state,1,1,2.0,1.0,50.0,8.0,4.0,0.0,0.0,83.6,2.0,8.0,john_kolar_oklahoma_state,2.0,18.0,9.00,0.0,2.00,18.00,18,8,4,26,6.50,26.0,10,3
False,John Mateer,2022,QB,washington_state,1,1,2.0,2.0,100.0,32.0,16.0,1.0,0.0,399.4,2.0,32.0,john_mateer_washington_state,4.0,58.0,14.50,0.0,4.00,58.00,58,32,6,90,15.00,90.0,7,6
False,John Mateer,2023,QB,washington_state,1,11,17.0,13.0,76.5,235.0,13.8,2.0,1.0,219.65,1.5,21.4,john_mateer_washington_state,21.0,92.0,4.38,3.0,1.91,8.36,92,235,38,327,8.61,29.7,5,7
False,John Mateer,2024,QB,washington_state,2,5,153.0,89.0,58.2,1429.0,9.3,13.0,5.0,158.13,30.6,285.8,john_mateer_washington_state,77.0,453.0,5.88,5.0,15.40,90.60,453,1429,230,1882,8.18,376.4,4,1
False,John O'Korn,2016,QB,michigan,4,8,34.0,20.0,58.8,173.0,5.1,2.0,0.0,120.97,4.3,21.6,john_o'korn_michigan,12.0,31.0,2.58,0.0,1.50,3.88,31,173,46,204,4.43,25.5,10,3
False,John O'Korn,2017,QB,michigan,4,10,157.0,84.0,53.5,973.0,6.2,2.0,6.0,102.11,15.7,97.3,john_o'korn_michigan,44.0,-54.0,-1.23,0.0,4.40,-5.40,-54,973,201,919,4.57,91.9,8,5
False,John Paddock,2018,QB,ball_state,1,1,6.0,5.0,83.3,43.0,7.2,0.0,0.0,143.53,6.0,43.0,john_paddock_ball_state,2.0,-10.0,-5.00,0.0,2.00,-10.00,-10,43,8,33,4.13,33.0,4,8
False,John Paddock,2019,QB,ball_state,1,2,2.0,1.0,50.0,5.0,2.5,0.0,0.0,71.0,1.0,2.5,john_paddock_ball_state,,,,,,,0,5,2,5,2.50,2.5,5,7
False,John Paddock,2021,QB,ball_state,3,2,26.0,18.0,69.2,132.0,5.1,0.0,1.0,104.19,13.0,66.0,john_paddock_ball_state,2.0,-9.0,-4.50,0.0,1.00,-4.50,-9,132,28,123,4.39,61.5,6,7
True,John Paddock,2022,QB,ball_state,3,12,481.0,287.0,59.7,2713.0,5.6,18.0,14.0,113.58,40.1,226.1,john_paddock_ball_state,27.0,-84.0,-3.11,0.0,2.25,-7.00,-84,2713,508,2629,5.18,219.1,5,7
False,John Paddock,2023,QB,illinois,4,7,143.0,85.0,59.4,1278.0,8.9,9.0,3.0,151.08,20.4,182.6,john_paddock_illinois,12.0,-39.0,-3.25,0.0,1.71,-5.57,-39,1278,155,1239,7.99,177.0,5,7
