name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name
Konata Mumpfield,FR,WR,12,0,0,1,0,0.00,0.0,akron
Tristian Brank,FR,TE,12,0,0,1,0,0.00,0.0,akron
Bryce Young,SO,QB,15,0,4872,628,4872,7.76,324.8,alabama
Brian Robinson Jr.,SR,RB,14,1343,0,271,1343,4.96,95.9,alabama
Trey Sanders,SO,RB,13,314,0,72,314,4.36,24.2,alabama
Roydell Williams,SO,RB,10,284,0,48,284,5.92,28.4,alabama
Jase McClellan,SO,RB,5,191,0,40,191,4.78,38.2,alabama
Paul Tyson,SO,QB,12,0,150,16,150,9.38,12.5,alabama
Jalen Milroe,FR,QB,4,57,41,22,98,4.45,24.5,alabama
Jameson Williams,JR,WR,15,23,0,3,23,7.67,1.5,alabama
Christian Leary,FR,WR,8,22,0,3,22,7.33,2.8,alabama
Demouy Kennedy,SO,LB,14,16,0,7,16,2.29,1.1,alabama
Braxton Barker,JR,QB,1,0,10,1,10,10.00,10.0,alabama
John Metchie III,JR,WR,13,8,0,1,8,8.00,0.6,alabama
Slade Bolden,JR,WR,15,0,0,1,0,0.00,0.0,alabama
Chase Brice,SR,QB,14,161,3337,461,3498,7.59,249.9,appalachian_state
Nate Noel,SO,RB,14,1126,0,199,1126,5.66,80.4,appalachian_state
Camerun Peoples,JR,RB,12,926,0,166,926,5.58,77.2,appalachian_state
Anderson Castle,SO,RB,14,236,0,47,236,5.02,16.9,appalachian_state
Daetrich Harrington,SR,RB,6,196,0,46,196,4.26,32.7,appalachian_state
Jacob Huesman,SR,QB,6,-8,116,24,108,4.50,18.0,appalachian_state
Jahmir Smith,SR,RB,5,69,0,19,69,3.63,13.8,appalachian_state
Malik Williams,SR,WR,14,13,34,4,47,11.75,3.4,appalachian_state
Gabe Montgomery,SR,RB,8,13,0,5,13,2.60,1.6,appalachian_state
Milan Tucker,SO,WR,13,3,0,1,3,3.00,0.2,appalachian_state
Jalen Virgil,SR,WR,12,-1,0,2,-1,-0.50,-0.1,appalachian_state
Will Plummer,FR,QB,10,130,1605,327,1735,5.31,173.5,arizona
Jordan McCloud,SO,QB,3,75,481,91,556,6.11,185.3,arizona
Gunner Cruz,FR,QB,5,-21,536,112,515,4.60,103.0,arizona
Drake Anderson,SO,RB,11,385,0,87,385,4.43,35.0,arizona
Michael Wiley,SO,RB,11,302,0,91,302,3.32,27.5,arizona
Jalen John,FR,RB,9,250,0,62,250,4.03,27.8,arizona
Jamarye Joiner,SO,WR,8,67,89,29,156,5.38,19.5,arizona
Stevie Rocker Jr.,FR,RB,11,153,0,31,153,4.94,13.9,arizona
Stanley Berryhill III,JR,WR,12,121,0,19,121,6.37,10.1,arizona
Tayvian Cunningham,SR,WR,10,38,0,3,38,12.67,3.8,arizona
Anthony Pandy,SR,LB,12,32,0,1,32,32.00,2.7,arizona
Clay Markoff,SR,RB,12,20,0,3,20,6.67,1.7,arizona
BJ Casteel,JR,WR,12,18,0,4,18,4.50,1.5,arizona
Anthony Simpson,FR,WR,7,7,0,1,7,7.00,1.0,arizona
Darrius Smith,SO,RB,7,4,0,2,4,2.00,0.6,arizona
Luke Ashworth,SO,QB,2,0,0,1,0,0.00,0.0,arizona
Jalen Johnson,SO,WR,8,-6,0,1,-6,-6.00,-0.8,arizona
Jayden Daniels,JR,QB,13,710,2380,439,3090,7.04,237.7,arizona_state
Rachaad White,SR,RB,11,1006,0,182,1006,5.53,91.5,arizona_state
DeaMonte Trayanum,SO,RB,9,401,0,78,401,5.14,44.6,arizona_state
Daniyel Ngata,FR,RB,11,309,0,56,309,5.52,28.1,arizona_state
Ricky Pearsall,JR,WR,13,44,59,8,103,12.88,7.9,arizona_state
Trenton Bourguet,SO,QB,4,7,91,11,98,8.91,24.5,arizona_state
Elijhah Badger,FR,WR,11,37,0,3,37,12.33,3.4,arizona_state
George Hart III,FR,RB,12,19,0,10,19,1.90,1.6,arizona_state
Bryan Thompson,SR,WR,11,17,0,2,17,8.50,1.5,arizona_state
Deonce Elliott,FR,RB,1,6,0,3,6,2.00,6.0,arizona_state
KJ Jefferson,SO,QB,13,664,2676,440,3340,7.59,256.9,arkansas
Trelon Smith,SR,RB,13,598,0,119,598,5.03,46.0,arkansas
Raheim Sanders,FR,RB,13,578,0,114,578,5.07,44.5,arkansas
Dominique Johnson,SO,RB,13,575,0,97,575,5.93,44.2,arkansas
AJ Green,FR,RB,12,227,0,47,227,4.83,18.9,arkansas
Malik Hornsby,FR,QB,7,136,46,36,182,5.06,26.0,arkansas
Treylon Burks,JR,WR,12,112,0,16,112,7.00,9.3,arkansas
Reid Bauer,JR,P,13,23,32,2,55,27.50,4.2,arkansas
De’Vion Warren,SR,WR,13,42,0,7,42,6.00,3.2,arkansas
Warren Thompson,JR,WR,13,0,27,2,27,13.50,2.1,arkansas
Javion Hunt,FR,RB,1,19,0,4,19,4.75,19.0,arkansas
Josh Oglesby,JR,RB,2,19,0,4,19,4.75,9.5,arkansas
John Stephen Jones,JR,QB,2,0,0,1,0,0.00,0.0,arkansas
T.J. Hammonds,SR,RB,13,-1,0,1,-1,-1.00,-0.1,arkansas
Layne Hatcher,SO,QB,11,-54,2423,391,2369,6.06,215.4,arkansas_state
James Blackman,JR,QB,6,-39,1344,215,1305,6.07,217.5,arkansas_state
Lincoln Pare,FR,RB,12,455,0,107,455,4.25,37.9,arkansas_state
Johnnie Lang,JR,RB,12,263,0,65,263,4.05,21.9,arkansas_state
Alan Lamar,SR,RB,12,231,0,62,231,3.73,19.3,arkansas_state
Marcel Murray,JR,RB,4,105,0,14,105,7.50,26.3,arkansas_state
Wyatt Begeal,FR,QB,3,42,0,8,42,5.25,14.0,arkansas_state
Corey Rucker,FR,WR,12,20,0,2,20,10.00,1.7,arkansas_state
Reed Tyler,JR,TE,10,8,0,1,8,8.00,0.8,arkansas_state
Josh Edwards,FR,RB,2,1,0,2,1,0.50,0.5,arkansas_state
Omari Walker,FR,WR,3,-5,0,1,-5,-5.00,-1.7,arkansas_state
Christian Anderson,SR,QB,11,625,713,171,1338,7.82,121.6,army
Tyrell Robinson,SO,RB,13,609,0,73,609,8.34,46.8,army
Tyhier Tyler,JR,QB,11,486,79,132,565,4.28,51.4,army
Jakobi Buchanan,JR,RB,13,504,0,136,504,3.71,38.8,army
Anthony Adkins,SO,RB,13,355,0,76,355,4.67,27.3,army
Jabari Laws,SR,QB,6,43,306,47,349,7.43,58.2,army
Jemel Jones,JR,QB,4,124,135,43,259,6.02,64.8,army
Tyson Riley,SO,RB,10,198,0,44,198,4.50,19.8,army
Brandon Walters,SR,RB,13,198,0,16,198,12.38,15.2,army
Cade Barnard,SR,RB,13,129,0,34,129,3.79,9.9,army
A.J. Howard,SR,RB,13,106,0,20,106,5.30,8.2,army
Wilson Catoe,SR,FB,11,71,0,20,71,3.55,6.5,army
Braheam Murphy,JR,RB,13,51,0,12,51,4.25,3.9,army
Shacori Williams,SO,RB,3,41,0,13,41,3.15,13.7,army
Cade Ballard,SO,QB,3,40,0,9,40,4.44,13.3,army
Laquan Veney,FR,RB,3,30,0,3,30,10.00,10.0,army
Markens Pierre,SR,RB,4,28,0,3,28,9.33,7.0,army
Maurice Bellan,JR,QB,1,16,0,2,16,8.00,16.0,army
Justin Lescouflair,JR,RB,4,16,0,4,16,4.00,4.0,army
Ay'Jaun Marshall,SO,RB,5,10,0,1,10,10.00,2.0,army
Reikan Donaldson,JR,WR,10,1,0,2,1,0.50,0.1,army
Zach Harding,SR,P,12,-13,0,1,-13,-13.00,-1.1,army
Bo Nix,JR,QB,10,168,2294,380,2462,6.48,246.2,auburn
Tank Bigsby,SO,RB,13,1099,0,223,1099,4.93,84.5,auburn
T.J. Finley,SO,QB,9,-36,827,148,791,5.34,87.9,auburn
Jarquez Hunter,FR,RB,13,593,0,89,593,6.66,45.6,auburn
Shaun Shivers,SR,RB,10,87,0,14,87,6.21,8.7,auburn
Sean Jackson,FR,RB,4,60,0,12,60,5.00,15.0,auburn
Ja'Varrius Johnson,SO,WR,12,59,0,2,59,29.50,4.9,auburn
Demetris Robertson,SR,WR,12,42,0,5,42,8.40,3.5,auburn
Malcolm Johnson Jr.,SO,WR,11,25,0,3,25,8.33,2.3,auburn
Jay Sharp,FR,RB,1,15,0,5,15,3.00,15.0,auburn
Jordon Ingram,FR,RB,1,8,0,2,8,4.00,8.0,auburn
John Samuel Shenker,SR,TE,13,1,0,1,1,1.00,0.1,auburn
Oscar Chapman,SO,P,13,0,0,1,0,0.00,0.0,auburn
Kobe Hudson,SO,WR,12,-10,0,1,-10,-10.00,-0.8,auburn
Drew Plitt,SR,QB,13,131,2541,492,2672,5.43,205.5,ball_state
Carson Steele,FR,RB,13,891,0,192,891,4.64,68.5,ball_state
Will Jones,SR,RB,13,314,0,88,314,3.57,24.2,ball_state
Justin Hall,SR,WR,11,255,0,37,255,6.89,23.2,ball_state
John Paddock,JR,QB,2,-9,132,28,123,4.39,61.5,ball_state
Jayshon Jackson,JR,WR,13,33,26,12,59,4.92,4.5,ball_state
Donny Marcus,SO,RB,9,40,0,17,40,2.35,4.4,ball_state
Jalen McGaughy,SO,WR,11,26,0,2,26,13.00,2.4,ball_state
Lucas Borrow,FR,P,5,21,0,1,21,21.00,4.2,ball_state
Rico Barfield,FR,RB,1,12,0,3,12,4.00,12.0,ball_state
Trevor Hohlt,SR,WR,13,1,0,1,1,1.00,0.1,ball_state
Gerry Bohanon,JR,QB,12,323,2194,352,2517,7.15,209.8,baylor
Abram Smith,SR,RB,14,1601,0,257,1601,6.23,114.4,baylor
Trestan Ebner,SR,RB,14,799,0,148,799,5.40,57.1,baylor
Blake Shapen,FR,QB,6,59,596,107,655,6.12,109.2,baylor
Taye McWilliams,SO,RB,10,181,0,17,181,10.65,18.1,baylor
Monaray Baldwin,FR,WR,8,87,0,6,87,14.50,10.9,baylor
Jacob Zeno,SO,QB,2,-3,41,6,38,6.33,19.0,baylor
Craig Williams,SO,RB,2,15,0,4,15,3.75,7.5,baylor
Hal Presley,FR,WR,8,13,0,1,13,13.00,1.6,baylor
Josh Fleeks,SR,WR,9,11,0,3,11,3.67,1.2,baylor
Jacoby Clarke,SO,RB,12,9,0,2,9,4.50,0.8,baylor
Dillon Doyle,JR,LB,14,7,0,3,7,2.33,0.5,baylor
Drew Estrada,SR,WR,12,4,0,8,4,0.50,0.3,baylor
Gavin Yates,FR,TE,12,2,0,1,2,2.00,0.2,baylor
Brandon Bass,JR,QB,1,1,0,1,1,1.00,1.0,baylor
Ben Sims,JR,TE,14,1,0,1,1,1.00,0.1,baylor
R.J. Sneed,SR,WR,14,0,0,2,0,0.00,0.0,baylor
Tyquan Thornton,SR,WR,14,-11,6,2,-5,-2.50,-0.4,baylor
Hank Bachmeier,JR,QB,12,-20,3080,461,3060,6.64,255.0,boise_state
George Holani,SO,RB,9,569,0,119,569,4.78,63.2,boise_state
Cyrus Habibi-Likio,SR,RB,11,374,0,107,374,3.50,34.0,boise_state
Andrew Van Buren,SR,RB,12,217,0,72,217,3.01,18.1,boise_state
Khalil Shakir,SR,WR,12,130,0,22,130,5.91,10.8,boise_state
Tyler Crowe,SO,RB,12,108,0,21,108,5.14,9.0,boise_state
Jack Sears,SR,QB,4,20,48,15,68,4.53,17.0,boise_state
Taequan Tyler,SO,RB,3,47,0,11,47,4.27,15.7,boise_state
CT Thomas,SR,WR,6,29,0,4,29,7.25,4.8,boise_state
Octavius Evans,SR,WR,10,22,0,3,22,7.33,2.2,boise_state
Danny Smith,JR,RB,5,17,0,6,17,2.83,3.4,boise_state
Latrell Caples,FR,WR,6,9,0,1,9,9.00,1.5,boise_state
Stefan Cobbs,JR,WR,8,5,0,2,5,2.50,0.6,boise_state
Taylen Green,FR,QB,2,2,0,5,2,0.40,1.0,boise_state
Davis Koetter,SR,WR,11,0,0,1,0,0.00,0.0,boise_state
Dennis Grosel,SR,QB,8,57,1216,236,1273,5.39,159.1,boston_college
Phil Jurkovec,JR,QB,6,322,914,146,1236,8.47,206.0,boston_college
Pat Garwo III,SO,RB,12,1045,0,205,1045,5.10,87.1,boston_college
Alec Sinkfield,SR,RB,12,350,0,85,350,4.12,29.2,boston_college
Travis Levy,SR,RB,12,184,0,56,184,3.29,15.3,boston_college
Zay Flowers,JR,WR,12,69,0,7,69,9.86,5.8,boston_college
Emmett Morehead,FR,QB,2,-29,87,25,58,2.32,29.0,boston_college
Xavier Coleman,FR,RB,3,13,0,6,13,2.17,4.3,boston_college
Peter Stehr,JR,RB,9,12,0,4,12,3.00,1.3,boston_college
Grant Carlson,SR,P,12,-8,0,1,-8,-8.00,-0.7,boston_college
Matt McDonald,SR,QB,12,13,2555,473,2568,5.43,214.0,bowling_green
Terion Stewart,FR,RB,9,412,0,70,412,5.89,45.8,bowling_green
Nick Mosley,FR,RB,12,336,0,77,336,4.36,28.0,bowling_green
Jaison Patterson,FR,RB,10,271,0,65,271,4.17,27.1,bowling_green
Taron Keith,FR,RB,12,91,0,35,91,2.60,7.6,bowling_green
Jamal Johnson,FR,RB,11,69,0,15,69,4.60,6.3,bowling_green
Jhaylin Embry,FR,WR,12,52,0,17,52,3.06,4.3,bowling_green
Tucker Melton,FR,QB,4,0,23,10,23,2.30,5.8,bowling_green
Matt Naranjo,SR,P,12,8,0,2,8,4.00,0.7,bowling_green
Christian Sims,JR,TE,11,4,0,1,4,4.00,0.4,bowling_green
Cade Zimmerly,FR,C,10,3,0,0,3,-,0.3,bowling_green
Jaedyn McKinstry,FR,TE,10,0,0,2,0,0.00,0.0,bowling_green
Kyle Vantrease,SR,QB,10,109,1865,292,1974,6.76,197.4,buffalo
Dylan McDuffie,JR,RB,12,1049,0,206,1049,5.09,87.4,buffalo
Matt Myers,JR,QB,10,185,703,164,888,5.41,88.8,buffalo
"Kevin Marks, Jr.",SR,RB,9,414,0,108,414,3.83,46.0,buffalo
"Ron Cook, Jr.",JR,RB,12,377,0,88,377,4.28,31.4,buffalo
Mike Washington,FR,RB,3,132,0,23,132,5.74,44.0,buffalo
Tajay Ahmed,JR,RB,10,42,0,6,42,7.00,4.2,buffalo
Jamari Gassett,FR,WR,12,16,0,2,16,8.00,1.3,buffalo
Dominic Johnson,SR,WR,12,0,15,1,15,15.00,1.3,buffalo
Ryan Razzano,SO,RB,1,5,0,1,5,5.00,5.0,buffalo
Khamran Laborn,FR,WR,11,5,0,1,5,5.00,0.5,buffalo
Jake Molinich,SR,TE,12,4,0,4,4,1.00,0.3,buffalo
Jaren Hall,SO,QB,10,307,2583,358,2890,8.07,289.0,byu
Tyler Allgeier,SO,RB,13,1606,0,276,1606,5.82,123.5,byu
Baylor Romney,SO,QB,5,-4,779,90,775,8.61,155.0,byu
Lopini Katoa,JR,RB,13,242,0,61,242,3.97,18.6,byu
Puka Nacua,SO,WR,12,148,0,14,148,10.57,12.3,byu
Neil Pau'u,JR,WR,10,46,26,8,72,9.00,7.2,byu
Jackson McChesney,FR,RB,5,64,0,14,64,4.57,12.8,byu
Jacob Conover,FR,QB,2,0,45,10,45,4.50,22.5,byu
Samson Nacua,SR,WR,13,29,0,7,29,4.14,2.2,byu
Hinckley Ropati,SO,RB,5,15,0,4,15,3.75,3.0,byu
Chris Jackson,JR,WR,12,12,0,3,12,4.00,1.0,byu
Masen Wake,SO,FB,11,8,0,3,8,2.67,0.7,byu
Gunner Romney,JR,WR,10,2,0,2,2,1.00,0.2,byu
Dallin Holker,SO,TE,13,-7,0,1,-7,-7.00,-0.5,byu
Miles Davis,FR,RB,2,-7,0,1,-7,-7.00,-3.5,byu
Chase Garbers,SR,QB,11,461,2525,452,2986,6.61,271.5,california
Christopher Brooks,SR,RB,12,607,0,116,607,5.23,50.6,california
Damien Moore,SO,RB,11,518,0,100,518,5.18,47.1,california
Marcel Dancy,SR,RB,12,161,0,27,161,5.96,13.4,california
Chris Street,SO,RB,10,107,0,21,107,5.10,10.7,california
DeCarlos Brooks,SO,RB,7,96,0,10,96,9.60,13.7,california
Ryan Glover,SR,QB,1,-12,94,35,82,2.34,82.0,california
Nikko Remigio,SR,WR,11,57,0,7,57,8.14,5.2,california
Kekoa Crawford,SR,WR,11,0,34,1,34,34.00,3.1,california
Ashton Stredick,SO,RB,4,8,0,2,8,4.00,2.0,california
Robby Rowell,JR,QB,1,-4,0,1,-4,-4.00,-4.0,california
Daniel Richardson,FR,QB,13,-38,2583,339,2545,7.51,195.8,central_michigan
Lew Nichols III,FR,RB,13,1848,41,344,1889,5.49,145.3,central_michigan
Jacob Sirmon,SO,QB,5,-53,734,146,681,4.66,136.2,central_michigan
Darius Bracy,JR,RB,8,212,26,39,238,6.10,29.8,central_michigan
Myles Bailey,FR,RB,11,114,0,30,114,3.80,10.4,central_michigan
De'Javion Stepney,FR,RB,4,109,0,13,109,8.38,27.3,central_michigan
Marion Lukes,FR,RB,13,94,0,22,94,4.27,7.2,central_michigan
Kalil Pimpleton,JR,WR,13,84,4,18,88,4.89,6.8,central_michigan
Tyler Pape,FR,QB,1,0,12,2,12,6.00,12.0,central_michigan
Jake Tafelski,FR,RB,3,5,0,1,5,5.00,1.7,central_michigan
Joel Wilson,SO,TE,13,0,0,1,0,0.00,0.0,central_michigan
Ke'Andre Collins,FR,WR,1,-5,0,1,-5,-5.00,-5.0,central_michigan
Chris Reynolds,SR,QB,11,183,2684,421,2867,6.81,260.6,charlotte
Calvin Camp,SR,RB,12,635,0,113,635,5.62,52.9,charlotte
Shadrick Byrd,SO,RB,12,583,0,132,583,4.42,48.6,charlotte
James Foster,SO,QB,5,16,364,79,380,4.81,76.0,charlotte
ChaVon McEachern,FR,RB,10,272,0,50,272,5.44,27.2,charlotte
Jairus Mack,FR,WR,10,47,0,3,47,15.67,4.7,charlotte
Victor Tucker,SR,WR,11,26,0,4,26,6.50,2.4,charlotte
Grant DuBose,SO,WR,12,18,0,3,18,6.00,1.5,charlotte
Keith Pearson,SR,WR,12,18,0,3,18,6.00,1.5,charlotte
Chavion Smith,FR,RB,2,13,0,6,13,2.17,6.5,charlotte
Henry Rutledge,FR,RB,4,8,0,1,8,8.00,2.0,charlotte
Dylan Ratliff,JR,QB,1,-4,0,1,-4,-4.00,-4.0,charlotte
Desmond Ridder,SR,QB,14,355,3334,497,3689,7.42,263.5,cincinnati
Jerome Ford,JR,RB,13,1320,0,215,1320,6.14,101.5,cincinnati
Ryan Montgomery,JR,RB,14,312,0,46,312,6.78,22.3,cincinnati
Charles McClelland,JR,RB,13,190,0,37,190,5.14,14.6,cincinnati
Ethan Wright,SO,RB,13,153,0,29,153,5.28,11.8,cincinnati
Evan Prater,FR,QB,7,105,38,23,143,6.22,20.4,cincinnati
Tre Tucker,JR,WR,14,12,0,2,12,6.00,0.9,cincinnati
Jordan Jones,SR,WR,5,0,5,1,5,5.00,1.0,cincinnati
DJ Uiagalelei,SO,QB,13,308,2246,479,2554,5.33,196.5,clemson
Will Shipley,FR,RB,10,739,2,150,741,4.94,74.1,clemson
Kobe Pace,SO,RB,11,641,0,104,641,6.16,58.3,clemson
Phil Mafah,FR,RB,9,292,0,68,292,4.29,32.4,clemson
Taisun Phommachanh,SO,QB,6,69,131,30,200,6.67,33.3,clemson
Hunter Helms,FR,QB,2,4,58,14,62,4.43,31.0,clemson
Darien Rencher,SR,RB,13,62,0,19,62,3.26,4.8,clemson
Lyn-J Dixon,SR,RB,3,48,0,10,48,4.80,16.0,clemson
Billy Wiles,FR,QB,1,2,31,5,33,6.60,33.0,clemson
Will Taylor,FR,QB,5,20,0,5,20,4.00,4.0,clemson
Will Spiers,SR,P,13,0,17,1,17,17.00,1.3,clemson
Ty Lucas,JR,RB,2,13,0,4,13,3.25,6.5,clemson
Michel Dukes,JR,RB,1,7,0,2,7,3.50,7.0,clemson
Will Swinney,SR,WR,13,6,0,1,6,6.00,0.5,clemson
Grayson McCall,SO,QB,11,290,2873,334,3163,9.47,287.5,coastal_carolina
Shermari Jones,SR,RB,11,1040,0,159,1040,6.54,94.5,coastal_carolina
Bryce Carpenter,SR,QB,11,217,483,123,700,5.69,63.6,coastal_carolina
Braydon Bennett,FR,RB,13,636,0,74,636,8.59,48.9,coastal_carolina
Reese White,JR,RB,9,515,0,72,515,7.15,57.2,coastal_carolina
Jarrett Guest,SO,QB,6,30,96,14,126,9.00,21.0,coastal_carolina
Christian Malloy,JR,RB,8,72,0,11,72,6.55,9.0,coastal_carolina
Isaiah Connelly,FR,RB,3,71,0,13,71,5.46,23.7,coastal_carolina
CJ Beasley,FR,RB,11,47,0,14,47,3.36,4.3,coastal_carolina
Tyson Mobley,SO,WR,13,32,0,1,32,32.00,2.5,coastal_carolina
Nate Hope II,SO,RB,2,15,0,3,15,5.00,7.5,coastal_carolina
C.J. Brewer,SR,DT,13,12,0,1,12,12.00,0.9,coastal_carolina
Isaiah Likely,SR,TE,13,10,0,3,10,3.33,0.8,coastal_carolina
Zachary Stevens,SO,QB,1,0,5,1,5,5.00,5.0,coastal_carolina
Aaron Bedgood,SO,WR,13,4,0,1,4,4.00,0.3,coastal_carolina
Brendon Lewis,FR,QB,12,190,1540,355,1730,4.87,144.2,colorado
Jarek Broussard,SO,TB,11,661,0,142,661,4.65,60.1,colorado
Alex Fontenot,JR,TB,12,326,0,96,326,3.40,27.2,colorado
Deion Smith,SO,TB,11,192,0,53,192,3.62,17.5,colorado
Ashaad Clayton,FR,TB,4,84,0,20,84,4.20,21.0,colorado
Brenden Rice,FR,WR,11,54,0,6,54,9.00,4.9,colorado
Drew Carter,FR,QB,6,-1,35,15,34,2.27,5.7,colorado
Joe Davis,SO,TB,1,22,0,5,22,4.40,22.0,colorado
Jayle Stacks,FR,TB,2,4,0,1,4,4.00,2.0,colorado
Matt Lynch,SR,TE,9,3,0,1,3,3.00,0.3,colorado
Daniel Arias,JR,WR,12,1,0,2,1,0.50,0.1,colorado
Dimitri Stanley,SO,WR,9,1,0,2,1,0.50,0.1,colorado
Brady Russell,JR,TE,12,0,0,1,0,0.00,0.0,colorado
Todd Centeio,SR,QB,12,439,2958,511,3397,6.65,283.1,colorado_state
David Bailey,SR,RB,11,752,0,197,752,3.82,68.4,colorado_state
A'Jon Vivens,JR,RB,9,324,0,90,324,3.60,36.0,colorado_state
Jaylen Thomas,SO,RB,12,180,0,44,180,4.09,15.0,colorado_state
Evan Olaes,FR,QB,3,84,50,30,134,4.47,44.7,colorado_state
Trey McBride,SR,TE,12,69,0,1,69,69.00,5.8,colorado_state
Alex Berrouet,FR,RB,1,50,0,7,50,7.14,50.0,colorado_state
"Marcus McElroy, Jr.",SR,RB,4,47,0,6,47,7.83,11.8,colorado_state
E.J. Scott,SR,WR,11,33,0,4,33,8.25,3.0,colorado_state
Ty McCullouch,JR,WR,12,14,0,3,14,4.67,1.2,colorado_state
Justice McCoy,SR,WR,11,0,12,2,12,6.00,1.1,colorado_state
Jordan Kress,SR,WR,10,4,0,1,4,4.00,0.4,colorado_state
Dante Wright,JR,WR,8,-5,0,3,-5,-1.67,-0.6,colorado_state
Thomas Pannunzio,SR,WR,12,-6,0,2,-6,-3.00,-0.5,colorado_state
Steven Krajewski,SO,QB,11,173,1221,291,1394,4.79,126.7,connecticut
Nathan Carter,FR,RB,12,578,0,125,578,4.62,48.2,connecticut
Tyler Phommachanh,FR,QB,3,84,321,96,405,4.22,135.0,connecticut
Kevin Mensah,SR,RB,12,314,0,104,314,3.02,26.2,connecticut
Jack Zergiotis,SO,QB,3,-55,325,108,270,2.50,90.0,connecticut
Micah Leon,JR,QB,1,-4,62,19,58,3.05,58.0,connecticut
Robert Burns,SR,RB,10,45,0,12,45,3.75,4.5,connecticut
Aaron Turner,FR,WR,12,22,0,1,22,22.00,1.8,connecticut
Heron Maurisseau,SO,WR,12,20,0,6,20,3.33,1.7,connecticut
Brian Brewton,FR,RB,11,18,0,6,18,3.00,1.6,connecticut
Jay Rose,SR,TE,10,-9,26,3,17,5.67,1.7,connecticut
Devontae Houston,FR,RB,9,10,0,4,10,2.50,1.1,connecticut
Jacob Drena,FR,QB,1,-7,15,4,8,2.00,8.0,connecticut
Gunnar Holmberg,SR,QB,11,167,2358,412,2525,6.13,229.5,duke
Mataeo Durant,SR,RB,12,1244,0,255,1244,4.88,103.7,duke
Riley Leonard,FR,QB,7,173,381,109,554,5.08,79.1,duke
Jordan Moore,FR,QB,10,221,95,63,316,5.02,31.6,duke
Jordan Waters,SO,RB,10,197,0,39,197,5.05,19.7,duke
Luca Diamont,FR,QB,2,48,21,7,69,9.86,34.5,duke
Trent Davis,FR,RB,3,29,0,9,29,3.22,9.7,duke
Nakeie Montgomery,SR,RB,8,28,0,3,28,9.33,3.5,duke
Nate Kyei-Donkor,SR,RB,4,18,0,10,18,1.80,4.5,duke
Jaylen Coleman,SO,RB,9,14,0,11,14,1.27,1.6,duke
Jalon Calhoun,JR,WR,12,13,0,2,13,6.50,1.1,duke
Jaquez Moore,FR,RB,10,12,0,5,12,2.40,1.2,duke
Porter Wilson,SO,P,12,10,0,2,10,5.00,0.8,duke
Jontavis Robertson,SO,WR,11,4,0,1,4,4.00,0.4,duke
DeWayne Carter,SO,DT,12,-1,0,1,-1,-1.00,-0.1,duke
Holton Ahlers,JR,QB,12,204,3130,530,3334,6.29,277.8,east_carolina
Keaton Mitchell,FR,RB,12,1132,0,174,1132,6.51,94.3,east_carolina
Rahjai Harris,FR,RB,12,579,0,164,579,3.53,48.3,east_carolina
Tyler Snead,SO,WR,12,-5,102,10,97,9.70,8.1,east_carolina
