name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name
Jarret Doege,FR,QB,7,188,120,63.8,1381,7.3,12,3,143.41,26.9,197.3,bowling_green
James Morgan,SO,QB,7,212,96,45.3,1260,5.9,9,7,102.61,30.3,180.0,bowling_green
Grant Loy,FR,QB,6,16,9,56.3,161,10.1,0,2,115.78,2.7,26.8,bowling_green
Matthew Wilcox Jr.,FR,WR,12,1,1,100.0,18,18.0,0,0,251.20,0.1,1.5,bowling_green
Tyree Jackson,SO,QB,9,237,143,60.3,2096,8.8,12,3,148.81,26.3,232.9,buffalo
Drew Anderson,JR,QB,5,106,66,62.3,1039,9.8,10,1,173.84,21.2,207.8,buffalo
Kyle Vantrease,FR,QB,2,57,25,43.9,355,6.2,2,2,100.74,28.5,177.5,buffalo
Tanner Mangum,JR,QB,8,257,147,57.2,1540,6.0,8,9,110.80,32.1,192.5,byu
Joe Critchlow,FR,QB,6,101,55,54.5,642,6.4,3,4,109.73,16.8,107.0,byu
Beau Hoge,SO,QB,3,39,19,48.7,257,6.6,2,3,105.62,13.0,85.7,byu
Koy Detmer Jr.,SO,QB,2,20,7,35.0,91,4.6,0,3,43.22,10.0,45.5,byu
Austin Kafentzis,SO,RB,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,byu
Ross Bowers,SO,QB,12,461,272,59.0,3039,6.6,18,12,122.05,38.4,253.3,california
Chase Forrest,JR,QB,3,10,5,50.0,53,5.3,0,0,94.52,3.3,17.7,california
Vic Wharton III,JR,WR,12,2,1,50.0,15,7.5,1,0,278.00,0.2,1.3,california
Shane Morris,SR,QB,13,446,249,55.8,3237,7.3,27,17,129.16,34.3,249.0,central_michigan
Tony Poljan,FR,QB,13,21,13,61.9,78,3.7,0,0,93.11,1.6,6.0,central_michigan
Jonathan Ward,SO,RB,13,2,1,50.0,9,4.5,0,0,87.80,0.2,0.7,central_michigan
Hasaan Klugh,JR,QB,11,279,133,47.7,1524,5.5,10,13,96.06,25.4,138.5,charlotte
Brooks Barden,JR,QB,4,30,13,43.3,119,4.0,0,2,63.32,7.5,29.8,charlotte
Joe Thompson,FR,QB,1,1,0,0.0,0,0.0,0,0,0.00,1.0,0.0,charlotte
Arthur Hart,SR,P,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,charlotte
Chris Montgomery,SR,WR,12,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,charlotte
Hayden Moore,JR,QB,12,424,239,56.4,2562,6.0,20,9,118.44,35.3,213.5,cincinnati
Ross Trail,SO,QB,2,9,5,55.6,31,3.4,0,0,84.49,4.5,15.5,cincinnati
Mike Boone,SR,RB,10,1,1,100.0,4,4.0,0,0,133.60,0.1,0.4,cincinnati
Kelly Bryant,JR,QB,14,398,262,65.8,2802,7.0,13,8,131.73,28.4,200.1,clemson
Zerrick Cooper,FR,QB,10,41,25,61.0,256,6.2,2,0,129.53,4.1,25.6,clemson
Hunter Johnson,FR,QB,7,27,21,77.8,234,8.7,2,1,167.61,3.9,33.4,clemson
Will Spiers,FR,P,14,2,1,50.0,5,2.5,0,0,71.00,0.1,0.4,clemson
Tavien Feaster,SO,RB,14,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,clemson
Tyler Keane,SR,QB,10,170,100,58.8,1440,8.5,11,5,145.45,17.0,144.0,coastal_carolina
Kilton Anderson,JR,QB,6,109,49,45.0,743,6.8,7,3,117.90,18.2,123.8,coastal_carolina
Chance Thrasher,SO,QB,3,10,5,50.0,52,5.2,0,2,53.68,3.3,17.3,coastal_carolina
Dalton Demos,SR,QB,7,11,3,27.3,27,2.5,0,1,29.71,1.6,3.9,coastal_carolina
Austin Wilson,SR,QB,2,4,1,25.0,7,1.8,0,0,39.70,2.0,3.5,coastal_carolina
Steven Montez,SO,QB,12,377,228,60.5,2975,7.9,18,9,137.75,31.4,247.9,colorado
Sam Noyer,FR,QB,4,27,13,48.1,119,4.4,0,0,85.17,6.8,29.8,colorado
Casey Marksberry,FR,QB,1,3,2,66.7,20,6.7,0,0,122.67,3.0,20.0,colorado
Bryce Bobo,SR,WR,12,1,1,100.0,11,11.0,1,0,522.40,0.1,0.9,colorado
T.J. Patterson,SR,QB,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,colorado
Nick Stevens,SR,QB,13,459,284,61.9,3799,8.3,29,10,147.89,35.3,292.2,colorado_state
Bryant Shirreffs,SR,QB,9,260,171,65.8,2287,8.8,14,5,153.58,28.9,254.1,connecticut
David Pindell,JR,QB,9,159,84,52.8,937,5.9,4,6,103.08,17.7,104.1,connecticut
Quayvon Skanes,FR,WR,12,2,1,50.0,6,3.0,0,0,75.20,0.2,0.5,connecticut
Daniel Jones,SO,QB,13,453,257,56.7,2691,5.9,14,11,111.97,34.8,207.0,duke
Quentin Harris,SO,QB,10,10,7,70.0,73,7.3,1,0,164.32,1.0,7.3,duke
Parker Boehme,SR,QB,12,2,1,50.0,6,3.0,0,0,75.20,0.2,0.5,duke
Shaun Wilson,SR,RB,13,2,1,50.0,4,2.0,1,1,131.80,0.2,0.3,duke
T.J. Rahming,JR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,duke
Gardner Minshew,JR,QB,10,304,174,57.2,2140,7.0,16,7,129.13,30.4,214.0,east_carolina
Thomas Sirk,SR,QB,11,238,132,55.5,1655,7.0,9,9,118.79,21.6,150.5,east_carolina
Reid Herring,FR,QB,2,1,1,100.0,20,20.0,1,0,598.00,0.5,10.0,east_carolina
Brogan Roback,SR,QB,12,409,245,59.9,2890,7.1,19,15,127.25,34.1,240.8,eastern_michigan
Isaac Holder,SO,WR,11,3,3,100.0,106,35.3,1,0,506.80,0.3,9.6,eastern_michigan
Isaac Stiebeling,FR,QB,2,17,8,47.1,49,2.9,0,0,71.27,8.5,24.5,eastern_michigan
Jaron Johnson,SR,WR,12,1,1,100.0,43,43.0,1,0,791.20,0.1,3.6,eastern_michigan
Ivan Oraha,SO,P,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,eastern_michigan
Feleipe Franks,FR,QB,11,229,125,54.6,1438,6.3,9,8,113.31,20.8,130.7,florida
Malik Zaire,SR,QB,4,56,32,57.1,349,6.2,0,1,105.92,14.0,87.3,florida
Luke Del Rio,JR,QB,2,25,16,64.0,138,5.5,1,1,115.57,12.5,69.0,florida
Kadarius Toney,FR,ATH,8,2,1,50.0,50,25.0,0,0,260.00,0.3,6.3,florida
Jason Driskel,JR,QB,13,278,185,66.5,2247,8.1,15,4,149.38,21.4,172.8,florida_atlantic
Daniel Parr,SO,QB,9,75,43,57.3,588,7.8,4,2,135.46,8.3,65.3,florida_atlantic
Kamrin Solomon,SR,WR,12,2,2,100.0,82,41.0,2,0,774.40,0.2,6.8,florida_atlantic
John Franklin III,SR,WR,13,2,1,50.0,49,24.5,0,0,255.80,0.2,3.8,florida_atlantic
Devin Singletary,SO,RB,14,1,1,100.0,12,12.0,0,0,200.80,0.1,0.9,florida_atlantic
De'Andre Johnson,SO,QB,4,3,2,66.7,5,1.7,0,1,14.00,0.8,1.3,florida_atlantic
Alex McGough,SR,QB,13,355,232,65.4,2798,7.9,17,8,142.85,27.3,215.2,florida_international
Maurice Alexander,SO,QB,8,39,18,46.2,174,4.5,0,2,73.37,4.9,21.8,florida_international
Thomas Owens,SR,WR,9,1,1,100.0,35,35.0,1,0,724.00,0.1,3.9,florida_international
Stone Wilson,JR,P,13,1,1,100.0,24,24.0,1,0,631.60,0.1,1.8,florida_international
James Blackman,FR,QB,12,297,173,58.2,2230,7.5,19,11,135.02,24.8,185.8,florida_state
Deondre Francois,SO,QB,1,33,19,57.6,210,6.4,1,2,108.92,33.0,210.0,florida_state
J.J. Cosentino,JR,QB,7,11,8,72.7,58,5.3,1,0,147.02,1.6,8.3,florida_state
Cam Akers,FR,RB,13,1,1,100.0,47,47.0,0,0,494.80,0.1,3.6,florida_state
Jake Rizzo,FR,QB,1,2,1,50.0,6,3.0,0,0,75.20,2.0,6.0,florida_state
Marcus McMaryion,JR,QB,14,351,218,62.1,2726,7.8,14,5,137.65,25.1,194.7,fresno_state
Chason Virgil,SO,QB,12,83,48,57.8,524,6.3,3,2,117.97,6.9,43.7,fresno_state
Josh Hokit,SO,RB,14,3,2,66.7,81,27.0,2,0,513.47,0.2,5.8,fresno_state
Jake Fromm,FR,QB,15,291,181,62.2,2615,9.0,24,7,160.09,19.4,174.3,georgia
Jacob Eason,SO,QB,5,7,4,57.1,28,4.0,0,0,90.74,1.4,5.6,georgia
Brice Ramsey,SR,QB,4,4,1,25.0,10,2.5,0,2,-54.00,1.0,2.5,georgia
D'Andre Swift,FR,RB,15,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,georgia
Shai Werts,FR,QB,11,152,85,55.9,929,6.1,7,5,115.88,13.8,84.5,georgia_southern
Kado Brown,JR,QB,6,30,18,60.0,354,11.8,1,2,156.79,5.0,59.0,georgia_southern
Monteo Garrett,JR,RB,12,1,1,100.0,30,30.0,0,0,352.00,0.1,2.5,georgia_southern
LaBaron Anthony,JR,QB,3,10,1,10.0,7,0.7,0,0,15.88,3.3,2.3,georgia_southern
Wesley Kennedy III,FR,WR,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,georgia_southern
Conner Manning,SR,QB,12,403,259,64.3,3146,7.8,14,7,137.83,33.6,262.2,georgia_state
Aaron Winchester,SO,QB,6,9,6,66.7,102,11.3,1,1,176.32,1.5,17.0,georgia_state
Glenn Smith,SR,RB,12,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,georgia_state
TaQuon Marshall,JR,QB,11,116,43,37.1,927,8.0,10,5,124.02,10.5,84.3,georgia_tech
Matthew Jordan,JR,QB,5,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,georgia_tech
Pressley Harvin III,FR,P,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,georgia_tech
Dru Brown,JR,QB,12,412,254,61.7,2785,6.8,18,8,128.97,34.3,232.1,hawai'i
Cole McDonald,FR,QB,6,9,5,55.6,22,2.4,1,0,112.76,1.5,3.7,hawai'i
Cole Brownholtz,SO,QB,1,1,1,100.0,7,7.0,0,0,158.80,1.0,7.0,hawai'i
Keelan Ewaliko,SR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,hawai'i
D'Eriq King,SO,QB,10,139,90,64.7,1260,9.1,7,2,154.64,13.9,126.0,houston
Kyle Postma,SR,QB,7,167,111,66.5,1125,6.7,5,6,125.75,23.9,160.7,houston
Kyle Allen,JR,QB,6,105,80,76.2,751,7.2,4,4,141.22,17.5,125.2,houston
Matt Linehan,SR,QB,9,281,173,61.6,2056,7.3,16,4,138.97,31.2,228.4,idaho
Colton Richardson,FR,QB,2,63,34,54.0,395,6.3,2,1,113.95,31.5,197.5,idaho
Mason Petrino,SO,WR,10,33,23,69.7,248,7.5,3,2,150.71,3.3,24.8,idaho
"Jeff George, Jr.",SO,QB,7,181,94,51.9,1273,7.0,7,10,112.72,25.9,181.9,illinois
Chayce Crouch,JR,TE,7,91,45,49.5,443,4.9,1,4,85.18,13.0,63.3,illinois
Cam Thomas,FR,QB,4,66,28,42.4,375,5.7,0,5,75.00,16.5,93.8,illinois
Trenard Davis,SO,WR,9,1,1,100.0,7,7.0,0,0,158.80,0.1,0.8,illinois
Richard Lagow,SR,QB,10,295,172,58.3,1936,6.6,15,8,124.80,29.5,193.6,indiana
Peyton Ramsey,FR,QB,9,205,134,65.4,1252,6.1,10,5,127.89,22.8,139.1,indiana
Mike Fiacable,SO,QB,3,1,0,0.0,0,0.0,0,0,0.00,0.3,0.0,indiana
Mike Majette,JR,RB,5,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,indiana
Nate Stanley,SO,QB,13,351,196,55.8,2437,6.9,26,6,135.18,27.0,187.5,iowa
Colten Rastetter,SO,P,13,2,2,100.0,33,16.5,0,0,238.60,0.2,2.5,iowa
Tyler Wiegers,JR,QB,5,2,1,50.0,3,1.5,1,0,227.60,0.4,0.6,iowa
Kyle Kempt,SR,QB,9,243,161,66.3,1787,7.4,15,3,145.93,27.0,198.6,iowa_state
Jacob Park,JR,QB,5,162,100,61.7,1181,7.3,9,5,135.13,32.4,236.2,iowa_state
Zeb Noland,FR,QB,4,66,36,54.5,533,8.1,2,1,129.36,16.5,133.3,iowa_state
Joel Lanning,SR,LB,13,4,3,75.0,47,11.8,1,0,256.20,0.3,3.6,iowa_state
David Montgomery,SO,RB,13,2,0,0.0,0,0.0,0,0,0.00,0.2,0.0,iowa_state
Peyton Bender,JR,QB,10,273,148,54.2,1609,5.9,10,10,108.48,27.3,160.9,kansas
Carter Stanley,SO,QB,9,185,101,54.6,1108,6.0,4,7,104.47,20.6,123.1,kansas
Steven Sims Jr.,JR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,kansas
Jesse Ertz,SR,QB,5,100,55,55.0,930,9.3,7,3,150.22,20.0,186.0,kansas_state
Skylar Thompson,FR,QB,8,83,51,61.4,689,8.3,5,3,143.83,10.4,86.1,kansas_state
Alex Delton,SO,QB,8,85,49,57.6,637,7.5,3,2,127.54,10.6,79.6,kansas_state
Alex Barnes,SO,RB,13,1,1,100.0,3,3.0,1,0,455.20,0.1,0.2,kansas_state
Byron Pringle,JR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,kansas_state
George Bollas,JR,QB,11,182,88,48.4,1133,6.2,4,12,94.70,16.5,103.0,kent_state
Dustin Crum,FR,QB,10,30,16,53.3,232,7.7,1,2,115.96,3.0,23.2,kent_state
Nick Holley,SR,QB,3,20,9,45.0,106,5.3,2,0,122.52,6.7,35.3,kent_state
Justin Rankin,SO,RB,12,1,1,100.0,1,1.0,1,0,438.40,0.1,0.1,kent_state
Kavious Price,SO,WR,10,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,kent_state
Stephen Johnson,SR,QB,13,316,189,59.8,2305,7.3,10,6,127.72,24.3,177.3,kentucky
Lynn Bowden,FR,WR,13,4,3,75.0,92,23.0,0,1,218.20,0.3,7.1,kentucky
Drew Barker,JR,QB,5,7,4,57.1,49,7.0,0,0,115.94,1.4,9.8,kentucky
"Benny Snell, Jr.",SO,RB,13,2,0,0.0,0,0.0,0,0,0.00,0.2,0.0,kentucky
Jordan Davis,JR,QB,11,215,122,56.7,1386,6.4,10,8,118.80,19.5,126.0,louisiana-lafayette
Andre Nunez,JR,QB,4,99,61,61.6,783,7.9,4,2,137.35,24.8,195.8,louisiana-lafayette
Levi Lewis,FR,QB,4,54,28,51.9,377,7.0,2,1,119.01,13.5,94.3,louisiana-lafayette
Darius Hoggins,SR,RB,10,1,1,100.0,19,19.0,0,0,259.60,0.1,1.9,louisiana-lafayette
Sam Geraci,SR,P,12,1,1,100.0,7,7.0,0,0,158.80,0.1,0.6,louisiana-lafayette
Jake Arceneaux,FR,QB,2,1,1,100.0,6,6.0,0,0,150.40,0.5,3.0,louisiana-lafayette
Ja'Marcus Bradley,SO,WR,12,3,0,0.0,0,0.0,0,0,0.00,0.3,0.0,louisiana-lafayette
Dion Ray,SO,QB,9,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,louisiana-lafayette
Michael Jacquet,SO,WR,11,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,louisiana-lafayette
Caleb Evans,SO,QB,12,344,211,61.3,2868,8.3,17,6,144.19,28.7,239.0,louisiana-monroe
Garrett Smith,JR,QB,4,60,35,58.3,584,9.7,5,3,157.59,15.0,146.0,louisiana-monroe
J'Mar Smith,SO,QB,13,409,229,56.0,2974,7.3,16,5,127.54,31.5,228.8,louisiana_tech
Westin Elliott,SO,QB,4,9,4,44.4,23,2.6,1,0,102.58,2.3,5.8,louisiana_tech
Teddy Veal,JR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,louisiana_tech
Lamar Jackson,JR,QB,13,430,254,59.1,3660,8.5,27,10,146.64,33.1,281.5,louisville
Jawon Pass,FR,QB,6,33,23,69.7,238,7.2,2,0,150.28,5.5,39.7,louisville
Reggie Bonnafon,SR,RB,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,louisville
Danny Etling,SR,QB,13,275,165,60.0,2463,9.0,16,2,152.98,21.2,189.5,lsu
Myles Brennan,FR,QB,6,24,14,58.3,182,7.6,1,2,119.11,4.0,30.3,lsu
Russell Gage,SR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,lsu
Chase Litton,JR,QB,13,443,266,60.0,3115,7.0,25,14,131.42,34.1,239.6,marshall
Max Bortenschlager,SO,QB,11,233,121,51.9,1313,5.6,10,5,109.13,21.2,119.4,maryland
Kasim Hill,FR,QB,3,21,18,85.7,230,11.0,2,0,209.14,7.0,76.7,maryland
Ryan Brand,SO,QB,5,47,24,51.1,204,4.3,1,2,86.03,9.4,40.8,maryland
Tyrrell Pigrome,SO,QB,1,12,9,75.0,175,14.6,2,1,235.83,12.0,175.0,maryland
DJ Moore,JR,WR,12,2,2,100.0,15,7.5,0,0,163.00,0.2,1.3,maryland
Jake Funk,SO,RB,12,1,1,100.0,3,3.0,0,0,125.20,0.1,0.3,maryland
Caleb Henderson,JR,QB,2,1,0,0.0,0,0.0,0,0,0.00,0.5,0.0,maryland
Lorenzo Harrison III,SO,RB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,maryland
Andrew Ford,JR,QB,11,353,223,63.2,2924,8.3,22,4,151.05,32.1,265.8,massachusetts
Ross Comis,JR,QB,10,87,49,56.3,646,7.4,4,1,131.56,8.7,64.6,massachusetts
Randall West,SO,QB,2,2,0,0.0,0,0.0,0,0,0.00,1.0,0.0,massachusetts
Jyvon Brown,FR,WR,4,1,0,0.0,0,0.0,0,1,-200.00,0.3,0.0,massachusetts
Riley Ferguson,SR,QB,13,474,299,63.1,4257,9.0,38,9,161.18,36.5,327.5,memphis
David Moore,FR,QB,5,10,7,70.0,63,6.3,1,0,155.92,2.0,12.6,memphis
Anthony Miller,SR,WR,13,3,1,33.3,35,11.7,0,0,131.33,0.2,2.7,memphis
Riley Patterson,FR,PK,13,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,memphis
Malik Rosier,JR,QB,13,415,224,54.0,3120,7.5,26,14,131.05,31.9,240.0,miami_florida
Braxton Berrios,SR,WR,13,1,1,100.0,17,17.0,0,0,242.80,0.1,1.3,miami_florida
Evan Shirreffs,SO,QB,4,7,2,28.6,16,2.3,0,0,47.77,1.8,4.0,miami_florida
DeeJay Dallas,FR,ATH,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,miami_florida
Gus Ragland,JR,QB,9,269,150,55.8,2032,7.6,19,7,137.32,29.9,225.8,miami_ohio
Billy Bahl,JR,QB,4,117,61,52.1,820,7.0,5,4,118.28,29.3,205.0,miami_ohio
John O'Korn,SR,QB,10,157,84,53.5,973,6.2,2,6,102.11,15.7,97.3,michigan
Brandon Peters,SO,QB,6,108,57,52.8,672,6.2,4,2,113.56,18.0,112.0,michigan
Wilton Speight,SR,QB,4,81,44,54.3,581,7.2,3,2,121.85,20.3,145.3,michigan
Brian Lewerke,SO,QB,13,417,246,59.0,2793,6.7,20,7,127.72,32.1,214.8,michigan_state
Trishton Jackson,SO,WR,12,1,1,100.0,5,5.0,0,0,142.00,0.1,0.4,michigan_state
Connor Heyward,FR,RB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,michigan_state
Damion Terry,SR,QB,3,4,0,0.0,0,0.0,0,1,-50.00,1.3,0.0,michigan_state
Brent Stockstill,JR,QB,8,239,138,57.7,1672,7.0,16,8,131.91,29.9,209.0,middle_tennessee
John Urzua,SO,QB,6,220,136,61.8,1522,6.9,7,9,122.25,36.7,253.7,middle_tennessee
Kyle Banks,FR,QB,7,11,6,54.5,49,4.5,0,0,91.97,1.6,7.0,middle_tennessee
Patrick Smith,JR,WR,11,1,1,100.0,26,26.0,0,0,318.40,0.1,2.4,middle_tennessee
Richie James,JR,WR,5,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,middle_tennessee
Tavares Thomas,JR,LB,12,1,1,100.0,-5,-5.0,0,0,58.00,0.1,-0.4,middle_tennessee
Conor Rhoda,SR,QB,7,109,59,54.1,839,7.7,5,4,126.58,15.6,119.9,minnesota
Demry Croft,SO,QB,9,123,51,41.5,674,5.5,4,7,86.84,13.7,74.9,minnesota
Shea Patterson,SO,QB,7,260,166,63.8,2259,8.7,17,9,151.49,37.1,322.7,mississippi
Jordan Ta'amu,JR,QB,8,173,115,66.5,1682,9.7,11,4,164.50,21.6,210.3,mississippi
Nick Fitzgerald,JR,QB,12,286,159,55.6,1782,6.2,15,11,117.55,23.8,148.5,mississippi_state
Keytaon Thompson,FR,QB,10,66,32,48.5,388,5.9,2,2,101.81,6.6,38.8,mississippi_state
Reggie Todd,FR,WR,13,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,mississippi_state
Drew Lock,JR,QB,13,419,242,57.8,3964,9.5,44,13,165.67,32.2,304.9,missouri
Micah Wilson,FR,QB,5,10,5,50.0,48,4.8,0,1,70.32,2.0,9.6,missouri
Zach Abey,JR,QB,12,72,31,43.1,805,11.2,7,7,149.62,6.0,67.1,navy
Garret Lewis,JR,QB,7,23,10,43.5,195,8.5,2,2,126.01,3.3,27.9,navy
