name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name
Isaiah Augustave,FR,RB,11,3,7,2.33,0,0.3,0.6,arkansas
Dominique Johnson,JR,RB,10,2,4,2.00,0,0.2,0.4,arkansas
Corey Rucker,SO,WR,13,36,705,19.58,2,2.8,54.2,arkansas_state
Courtney Jackson,JR,WR,13,39,689,17.67,7,3.0,53.0,arkansas_state
Jeff Foreman,SR,WR,13,29,573,19.76,4,2.2,44.1,arkansas_state
Reagan Ealy,JR,WR,13,19,205,10.79,1,1.5,15.8,arkansas_state
Adam Jones,JR,WR,11,11,195,17.73,1,1.0,17.7,arkansas_state
Ja'Quez Cross,SO,RB,13,24,161,6.71,0,1.8,12.4,arkansas_state
Emmanual Stevenson,JR,TE,8,18,129,7.17,2,2.3,16.1,arkansas_state
Miller McCrumby,SO,TE,12,14,129,9.21,0,1.2,10.8,arkansas_state
Tennel Bryant,FR,WR,9,5,39,7.80,0,0.6,4.3,arkansas_state
Cedric Hawkins,FR,RB,8,2,32,16.00,0,0.3,4.0,arkansas_state
Kevin Diaz,JR,TE,13,3,27,9.00,0,0.2,2.1,arkansas_state
J.T. Shrout,SR,QB,2,1,24,24.00,0,0.5,12.0,arkansas_state
Zak Wallace,JR,RB,12,6,23,3.83,0,0.5,1.9,arkansas_state
Brian Snead,SR,RB,4,1,7,7.00,0,0.3,1.8,arkansas_state
Isaiah Alston,JR,WR,4,9,266,29.56,2,2.3,66.5,army
Noah Short,SO,WR,12,18,252,14.00,2,1.5,21.0,army
Casey Reynolds,JR,WR,12,16,237,14.81,0,1.3,19.8,army
Tobi Olawole,FR,WR,10,7,101,14.43,0,0.7,10.1,army
Ay'Jaun Marshall,SR,WR,11,9,83,9.22,0,0.8,7.5,army
Tyrell Robinson,JR,RB,8,6,77,12.83,0,0.8,9.6,army
Liam Fortner,SO,WR,12,2,60,30.00,0,0.2,5.0,army
Markel Johnson,JR,RB,11,2,41,20.50,0,0.2,3.7,army
Tyson Riley,SR,TE,12,5,38,7.60,3,0.4,3.2,army
Hayden Reed,SO,RB,9,4,29,7.25,0,0.4,3.2,army
Tyler Brennan,SR,WR,3,1,25,25.00,0,0.3,8.3,army
Joshua Lingenfelter,SR,TE,9,1,21,21.00,0,0.1,2.3,army
Zach Mundell,SO,WR,6,2,13,6.50,0,0.3,2.2,army
Brady Small,FR,OL,12,0,1,-,0,0.0,0.1,army
Kanye Udoh,FR,RB,10,1,0,0.00,0,0.1,0.0,army
Rivaldo Fairweather,JR,TE,13,38,394,10.37,6,2.9,30.3,auburn
Ja'Varrius Johnson,SR,WR,10,19,347,18.26,3,1.9,34.7,auburn
Jay Fair,SO,WR,13,31,324,10.45,2,2.4,24.9,auburn
Caleb Burton III,FR,WR,9,16,226,14.13,0,1.8,25.1,auburn
Shane Hooks,SR,WR,13,10,144,14.40,2,0.8,11.1,auburn
Jarquez Hunter,JR,RB,12,18,118,6.56,0,1.5,9.8,auburn
Camden Brown,SO,WR,13,10,105,10.50,0,0.8,8.1,auburn
Malcolm Johnson Jr.,JR,WR,11,6,89,14.83,0,0.5,8.1,auburn
Brandon Frazier,SR,TE,13,7,73,10.43,2,0.5,5.6,auburn
Brian Battie,JR,RB,13,7,52,7.43,0,0.5,4.0,auburn
Damari Alston,SO,RB,10,8,48,6.00,0,0.8,4.8,auburn
Jeremiah Cobb,FR,RB,13,7,47,6.71,2,0.5,3.6,auburn
Omari Kelly,SO,WR,7,2,45,22.50,0,0.3,6.4,auburn
Micah Riley,FR,TE,13,2,40,20.00,1,0.2,3.1,auburn
Koy Moore,JR,WR,10,3,24,8.00,0,0.3,2.4,auburn
Tyler Fromm,SR,TE,12,3,21,7.00,0,0.3,1.8,auburn
Jyaire Shorter,SR,WR,6,1,10,10.00,0,0.2,1.7,auburn
Robby Ashford,SO,QB,10,1,2,2.00,0,0.1,0.2,auburn
Qian Magwood,SO,WR,12,41,358,8.73,1,3.4,29.8,ball_state
Ahmad Edwards,SR,WR,12,31,354,11.42,1,2.6,29.5,ball_state
Tanner Koziol,SO,TE,12,34,295,8.68,3,2.8,24.6,ball_state
Marquez Cooper,JR,RB,12,18,163,9.06,0,1.5,13.6,ball_state
Ty Robinson,JR,WR,2,6,111,18.50,1,3.0,55.5,ball_state
Rico Barfield,SO,RB,12,6,88,14.67,1,0.5,7.3,ball_state
Malcolm Gillie,JR,WR,10,9,81,9.00,0,0.9,8.1,ball_state
Nick Presley,SO,WR,12,7,48,6.86,0,0.6,4.0,ball_state
Kiael Kelly,SO,QB,12,6,39,6.50,0,0.5,3.3,ball_state
Vaughn Pemberton,SO,RB,6,7,31,4.43,1,1.2,5.2,ball_state
Nick Munson,FR,WR,12,5,24,4.80,0,0.4,2.0,ball_state
Christian Abney,FR,TE,7,3,16,5.33,0,0.4,2.3,ball_state
Maximus Webster,FR,TE,12,5,16,3.20,1,0.4,1.3,ball_state
Justin Morris,SO,TE,12,1,8,8.00,0,0.1,0.7,ball_state
Charlie Spegal,SO,RB,12,1,7,7.00,0,0.1,0.6,ball_state
Monaray Baldwin,JR,WR,12,38,623,16.39,4,3.2,51.9,baylor
Drake Dabney,SR,TE,12,33,552,16.73,5,2.8,46.0,baylor
Ketron Jackson Jr.,JR,WR,10,28,489,17.46,1,2.8,48.9,baylor
Jake Roberts,JR,TE,12,23,231,10.04,1,1.9,19.3,baylor
Josh Cameron,SO,WR,12,21,224,10.67,0,1.8,18.7,baylor
Hal Presley,JR,WR,6,17,222,13.06,0,2.8,37.0,baylor
Dawson Pendergrass,FR,RB,11,26,199,7.65,2,2.4,18.1,baylor
Dominic Richardson,JR,RB,11,21,152,7.24,1,1.9,13.8,baylor
Jonah Burton,SO,WR,10,9,110,12.22,0,0.9,11.0,baylor
Armani Winfield,FR,WR,12,7,90,12.86,0,0.6,7.5,baylor
Kelsey Johnson,SO,TE,12,11,80,7.27,0,0.9,6.7,baylor
Jordan Nabors,SO,WR,9,8,73,9.13,0,0.9,8.1,baylor
Cameron Bonner,SO,WR,10,4,35,8.75,0,0.4,3.5,baylor
Richard Reese,SO,RB,12,7,24,3.43,0,0.6,2.0,baylor
Jonathan Davidson,JR,WR,5,1,18,18.00,0,0.2,3.6,baylor
Matthew Klopfenstein,FR,TE,11,3,15,5.00,0,0.3,1.4,baylor
Hawkins Polley,FR,TE,2,2,14,7.00,1,1.0,7.0,baylor
Gavin Yates,JR,TE,9,2,10,5.00,0,0.2,1.1,baylor
Bryson Washington,FR,RB,3,1,1,1.00,0,0.3,0.3,baylor
Blake Shapen,JR,QB,8,1,-6,-6.00,0,0.1,-0.8,baylor
Eric McAlister,SO,WR,9,47,873,18.57,5,5.2,97.0,boise_state
Ashton Jeanty,SO,RB,12,43,569,13.23,5,3.6,47.4,boise_state
Billy Bowens,SR,WR,14,28,383,13.68,1,2.0,27.4,boise_state
Prince Strachan,FR,WR,14,12,274,22.83,2,0.9,19.6,boise_state
Stefan Cobbs,SR,WR,9,23,241,10.48,1,2.6,26.8,boise_state
George Holani,SR,RB,8,17,199,11.71,0,2.1,24.9,boise_state
Austin Bolt,JR,WR,8,6,175,29.17,2,0.8,21.9,boise_state
Matt Lauter,SO,TE,13,9,157,17.44,3,0.7,12.1,boise_state
Riley Smith,SR,TE,11,11,113,10.27,1,1.0,10.3,boise_state
Chase Penry,SO,WR,4,5,48,9.60,0,1.3,12.0,boise_state
Tyler Crowe,SR,RB,10,3,21,7.00,0,0.3,2.1,boise_state
Jayden Virgin,FR,EDG,14,1,21,21.00,0,0.1,1.5,boise_state
Kaden Dudley,SO,RB,10,4,12,3.00,0,0.4,1.2,boise_state
Jambres Dubar,FR,RB,12,6,11,1.83,0,0.5,0.9,boise_state
Shea Whiting,SR,WR,9,1,1,1.00,0,0.1,0.1,boise_state
Lewis Bond,SO,WR,13,52,646,12.42,7,4.0,49.7,boston_college
Joseph Griffin Jr.,SO,WR,12,25,345,13.80,1,2.1,28.8,boston_college
Dino Tomlin,SR,WR,13,24,312,13.00,0,1.8,24.0,boston_college
Ryan O'Keefe,SR,WR,5,23,235,10.22,1,4.6,47.0,boston_college
Jaden Williams,JR,WR,10,12,188,15.67,1,1.2,18.8,boston_college
Jeremiah Franklin,SO,TE,13,12,166,13.83,1,0.9,12.8,boston_college
Jaedn Skeete,FR,WR,7,12,157,13.08,1,1.7,22.4,boston_college
Kye Robichaux,JR,RB,11,15,108,7.20,0,1.4,9.8,boston_college
George Takacs,SR,TE,7,6,64,10.67,1,0.9,9.1,boston_college
Alex Broome,SO,RB,11,8,52,6.50,1,0.7,4.7,boston_college
Charlie Gordinier,JR,TE,10,2,44,22.00,0,0.2,4.4,boston_college
Pat Garwo III,SR,RB,5,4,19,4.75,0,0.8,3.8,boston_college
Taji Johnson,SR,WR,12,1,19,19.00,0,0.1,1.6,boston_college
Nate Johnson,FR,WR,8,1,11,11.00,0,0.1,1.4,boston_college
Owen McGowan,SO,LB,13,2,11,5.50,1,0.2,0.8,boston_college
Xavier Coleman,SO,RB,3,1,5,5.00,0,0.3,1.7,boston_college
Reed Harris,FR,WR,4,1,2,2.00,0,0.3,0.5,boston_college
Cam'ron Barfield,SO,RB,3,1,-1,-1.00,0,0.3,-0.3,boston_college
Thomas Castellanos,SO,QB,13,2,-11,-5.50,0,0.2,-0.8,boston_college
Harold Fannin Jr.,SO,TE,11,44,623,14.16,6,4.0,56.6,bowling_green
Odieu Hiliare,SR,WR,13,45,532,11.82,4,3.5,40.9,bowling_green
Ta'ron Keith,JR,RB,12,44,457,10.39,3,3.7,38.1,bowling_green
Austin Osborne,SR,WR,13,29,302,10.41,0,2.2,23.2,bowling_green
Abdul-Fatai Ibrahim,SR,WR,13,20,220,11.00,2,1.5,16.9,bowling_green
Finn Hogan,SO,WR,10,11,163,14.82,1,1.1,16.3,bowling_green
Jaylon Tillman,JR,WR,13,2,37,18.50,1,0.2,2.8,bowling_green
Levi Gazarek,JR,TE,13,6,35,5.83,0,0.5,2.7,bowling_green
Terion Stewart,SO,RB,9,1,27,27.00,0,0.1,3.0,bowling_green
Jaison Patterson,JR,RB,13,4,23,5.75,0,0.3,1.8,bowling_green
Andrew Bench,SR,TE,13,3,20,6.67,0,0.2,1.5,bowling_green
Jamal Johnson,JR,RB,11,3,13,4.33,0,0.3,1.2,bowling_green
Jhaylin Embry,JR,WR,13,1,2,2.00,0,0.1,0.2,bowling_green
Marlyn Johnson,SR,WR,12,40,494,12.35,4,3.3,41.2,buffalo
"Darrell Harding, Jr.",SR,WR,12,23,451,19.61,3,1.9,37.6,buffalo
Boobie Curry,SR,WR,12,29,303,10.45,1,2.4,25.3,buffalo
Cole Harrity,SR,WR,12,35,294,8.40,3,2.9,24.5,buffalo
"Ron Cook, Jr.",SR,RB,12,29,220,7.59,1,2.4,18.3,buffalo
Nik McMillan,FR,WR,7,13,180,13.85,1,1.9,25.7,buffalo
Cameron Ball,FR,TE,10,8,82,10.25,0,0.8,8.2,buffalo
Chance Morrow,FR,WR,11,4,70,17.50,0,0.4,6.4,buffalo
"Mike Washington, Jr.",SO,RB,11,13,35,2.69,0,1.2,3.2,buffalo
Zion Carter,SR,TE,9,4,33,8.25,0,0.4,3.7,buffalo
Jake Orlando,SR,TE,4,4,28,7.00,0,1.0,7.0,buffalo
Victor Snow,FR,WR,10,1,12,12.00,0,0.1,1.2,buffalo
Andrew Schnackenberg,JR,TE,8,2,8,4.00,1,0.3,1.0,buffalo
Jacqez Barksdale,JR,RB,11,6,8,1.33,0,0.5,0.7,buffalo
Micah Woods,JR,WR,2,1,4,4.00,0,0.5,2.0,buffalo
Chase Roberts,SO,WR,12,42,573,13.64,5,3.5,47.8,byu
Isaac Rex,JR,TE,12,34,422,12.41,3,2.8,35.2,byu
Darius Lassiter,SR,WR,10,29,365,12.59,4,2.9,36.5,byu
Kody Epps,SO,WR,8,21,259,12.33,0,2.6,32.4,byu
Keelan Marion,SO,WR,12,20,216,10.80,0,1.7,18.0,byu
Parker Kingston,FR,WR,12,19,207,10.89,1,1.6,17.3,byu
Keanu Hill,JR,WR,8,12,187,15.58,1,1.5,23.4,byu
Deion Smith,SR,RB,10,10,65,6.50,1,1.0,6.5,byu
LJ Martin,FR,RB,10,11,45,4.09,1,1.1,4.5,byu
Tyler Batty,JR,DE,12,1,36,36.00,0,0.1,3.0,byu
Aidan Robbins,JR,RB,8,7,33,4.71,0,0.9,4.1,byu
Mason Fakahua,JR,TE,12,6,27,4.50,0,0.5,2.3,byu
Ethan Erickson,SO,TE,7,2,24,12.00,0,0.3,3.4,byu
Jojo Phillips,FR,WR,3,1,5,5.00,1,0.3,1.7,byu
Mata'ava Ta'ase,JR,TE,12,1,4,4.00,0,0.1,0.3,byu
Talmage Gunther,JR,WR,11,1,3,3.00,0,0.1,0.3,byu
Kedon Slovis,SR,QB,8,1,2,2.00,0,0.1,0.3,byu
Ray Paulo,JR,TE,10,1,-1,-1.00,0,0.1,-0.1,byu
Miles Davis,SO,RB,5,1,-7,-7.00,0,0.2,-1.4,byu
Jeremiah Hunter,JR,WR,13,63,731,11.60,7,4.8,56.2,california
Trond Grizzell,SO,WR,13,39,590,15.13,5,3.0,45.4,california
Jack Endries,FR,TE,13,35,407,11.63,2,2.7,31.3,california
Taj Davis,JR,WR,11,39,399,10.23,3,3.5,36.3,california
Monroe Young,SR,WR,13,19,208,10.95,1,1.5,16.0,california
Jaydn Ott,SO,RB,12,25,169,6.76,2,2.1,14.1,california
Brian Hightower,SR,WR,11,10,101,10.10,0,0.9,9.2,california
Mavin Anderson,SO,WR,9,8,87,10.88,0,0.9,9.7,california
Isaiah Ifanse,SR,RB,8,8,50,6.25,1,1.0,6.3,california
Marquis Montgomery,JR,TE,11,3,31,10.33,0,0.3,2.8,california
Ashton Stredick,SO,RB,10,4,27,6.75,0,0.4,2.7,california
Jaivian Thomas,FR,RB,8,3,24,8.00,1,0.4,3.0,california
Justin Williams-Thomas,FR,RB,6,1,7,7.00,0,0.2,1.2,california
Asher Alberding,JR,TE,13,1,5,5.00,0,0.1,0.4,california
Tyson Davis,SO,WR,10,29,444,15.31,4,2.9,44.4,central_michigan
Jesse Prewitt III,JR,WR,12,31,438,14.13,4,2.6,36.5,central_michigan
Chris Parker,SO,WR,12,23,409,17.78,3,1.9,34.1,central_michigan
Marion Lukes,JR,RB,12,29,300,10.34,0,2.4,25.0,central_michigan
Myles Bailey,JR,RB,10,14,112,8.00,0,1.4,11.2,central_michigan
Thomas Pannunzio,SR,WR,12,12,99,8.25,1,1.0,8.3,central_michigan
Mitchel Collier,SO,TE,12,10,88,8.80,3,0.8,7.3,central_michigan
DeCorion Temple,FR,TE,12,6,75,12.50,0,0.5,6.3,central_michigan
"Stephan Bracey, Jr.",JR,WR,11,10,66,6.60,0,0.9,6.0,central_michigan
Jalen McGaughy,JR,WR,9,4,50,12.50,0,0.4,5.6,central_michigan
Kenny Brewer III,SR,WR,12,3,35,11.67,0,0.3,2.9,central_michigan
Langston Lewis,FR,WR,3,2,27,13.50,0,0.7,9.0,central_michigan
Javorian Wimberly,FR,WR,9,2,19,9.50,0,0.2,2.1,central_michigan
Shatavious Hogan,FR,WR,2,1,17,17.00,0,0.5,8.5,central_michigan
Jacob Kaminski,SO,TE,7,1,16,16.00,0,0.1,2.3,central_michigan
Sam Hicks,JR,RB,12,4,12,3.00,0,0.3,1.0,central_michigan
B.J. Harris,JR,RB,10,1,9,9.00,0,0.1,0.9,central_michigan
Jake Tafelski,SO,RB,11,1,0,0.00,0,0.1,0.0,central_michigan
Jairus Mack,SO,WR,11,25,453,18.12,2,2.3,41.2,charlotte
Colin Weber,SO,TE,12,34,362,10.65,0,2.8,30.2,charlotte
Jack Hestera,SO,WR,9,28,349,12.46,3,3.1,38.8,charlotte
Duane Thomas Jr.,FR,WR,12,24,244,10.17,0,2.0,20.3,charlotte
Bryce Kennon,JR,TE,12,16,208,13.00,1,1.3,17.3,charlotte
Jake Clemons,JR,TE,12,11,78,7.09,1,0.9,6.5,charlotte
Andrew Jacobs,FR,WR,5,6,51,8.50,0,1.2,10.2,charlotte
Joachim Bangda,SR,RB,11,5,46,9.20,0,0.5,4.2,charlotte
Randy Fields Jr.,SR,WR,9,6,42,7.00,0,0.7,4.7,charlotte
Sean Brown,SR,WR,11,3,31,10.33,0,0.3,2.8,charlotte
Shadrick Byrd,JR,RB,8,7,28,4.00,0,0.9,3.5,charlotte
Malik Baker II,FR,WR,8,5,26,5.20,0,0.6,3.3,charlotte
Terron Kellman,FR,RB,8,2,23,11.50,0,0.3,2.9,charlotte
Henry Rutledge,SO,RB,10,4,19,4.75,0,0.4,1.9,charlotte
Jack Reynolds,SO,WR,8,2,16,8.00,0,0.3,2.0,charlotte
Durell Robinson,FR,RB,4,1,14,14.00,0,0.3,3.5,charlotte
Joey Bearns III,SO,TE,12,3,8,2.67,0,0.3,0.7,charlotte
Roger Walters,FR,WR,3,1,7,7.00,0,0.3,2.3,charlotte
Gus McGee,SO,TE,11,1,6,6.00,0,0.1,0.5,charlotte
Hahsaun Wilson,SO,RB,10,2,2,1.00,0,0.2,0.2,charlotte
Xzavier Henderson,SR,WR,12,58,782,13.48,3,4.8,65.2,cincinnati
Braden Smith,SR,WR,12,43,557,12.95,4,3.6,46.4,cincinnati
Chamon Metayer,SO,TE,11,23,258,11.22,5,2.1,23.5,cincinnati
Dee Wiggins,SR,WR,12,20,246,12.30,2,1.7,20.5,cincinnati
Payten Singletary,JR,TE,10,12,115,9.58,2,1.2,11.5,cincinnati
Evan Prater,JR,WR,11,12,114,9.50,0,1.1,10.4,cincinnati
Barry Jackson Jr.,FR,WR,4,4,100,25.00,1,1.0,25.0,cincinnati
Ryan Montgomery,SR,RB,8,11,91,8.27,2,1.4,11.4,cincinnati
Aaron Turner,JR,WR,12,11,89,8.09,2,0.9,7.4,cincinnati
Donovan Ollie,SR,WR,12,2,50,25.00,0,0.2,4.2,cincinnati
Corey Kiner,JR,RB,12,12,49,4.08,0,1.0,4.1,cincinnati
Chris Scott,JR,WR,6,2,32,16.00,0,0.3,5.3,cincinnati
Ethan Wright,SR,RB,4,1,10,10.00,0,0.3,2.5,cincinnati
Michael McCalmont,JR,TE,8,1,6,6.00,0,0.1,0.8,cincinnati
Myles Montgomery,SO,RB,12,5,5,1.00,0,0.4,0.4,cincinnati
Caleb Schmitz,SO,TE,11,1,4,4.00,0,0.1,0.4,cincinnati
Tyler Brown,FR,WR,13,52,531,10.21,4,4.0,40.8,clemson
Beaux Collins,JR,WR,11,38,510,13.42,3,3.5,46.4,clemson
Jake Briningstool,JR,TE,13,50,498,9.96,5,3.8,38.3,clemson
Troy Stellato,SO,WR,12,38,321,8.45,1,3.2,26.8,clemson
Adam Randall,SO,WR,13,22,250,11.36,0,1.7,19.2,clemson
Will Shipley,JR,RB,12,31,244,7.87,2,2.6,20.3,clemson
Antonio Williams,SO,WR,5,22,224,10.18,2,4.4,44.8,clemson
Phil Mafah,JR,RB,13,21,108,5.14,0,1.6,8.3,clemson
Josh Sapp,FR,TE,13,7,60,8.57,2,0.5,4.6,clemson
Sage Ennis,JR,TE,10,3,52,17.33,0,0.3,5.2,clemson
Olsen Patt-Henry,FR,TE,6,3,42,14.00,0,0.5,7.0,clemson
Cole Turner,FR,WR,2,3,28,9.33,0,1.5,14.0,clemson
Brannon Spector,SR,WR,10,4,25,6.25,0,0.4,2.5,clemson
Clay Swinney,FR,WR,13,1,24,24.00,0,0.1,1.8,clemson
Jay Haynes,FR,RB,3,2,20,10.00,1,0.7,6.7,clemson
Hamp Greene,SR,WR,11,2,17,8.50,0,0.2,1.5,clemson
Banks Pope,SO,TE,7,1,9,9.00,0,0.1,1.3,clemson
Domonique Thomas,JR,RB,12,1,4,4.00,0,0.1,0.3,clemson
Hampton Earle,SR,WR,13,1,2,2.00,0,0.1,0.2,clemson
Sam Pinckney,SR,WR,13,72,1027,14.26,8,5.5,79.0,coastal_carolina
Jared Brown,SO,WR,12,58,740,12.76,4,4.8,61.7,coastal_carolina
Jameson Tucker,SO,WR,13,20,423,21.15,3,1.5,32.5,coastal_carolina
Kyre Duplessis,JR,WR,13,16,242,15.13,1,1.2,18.6,coastal_carolina
Kendall Karr,JR,TE,13,23,239,10.39,5,1.8,18.4,coastal_carolina
