name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name
Kanyon Tuttle,SO,WR,2,2,6,3.00,0,1.0,3.0,clemson
Jack Swinney,SR,WR,4,2,6,3.00,0,0.5,1.5,clemson
Jayson Hopper,FR,WR,3,1,4,4.00,0,0.3,1.3,clemson
Malcolm Williams,JR,WR,12,43,793,18.44,7,3.6,66.1,coastal_carolina
Chris Jones,SR,WR,10,26,536,20.62,4,2.6,53.6,coastal_carolina
Ky'Jon Tyler,SO,WR,11,23,313,13.61,2,2.1,28.5,coastal_carolina
Omar Black,JR,WR,10,20,271,13.55,2,2.0,27.1,coastal_carolina
Larry Collins Jr.,FR,WR,12,9,92,10.22,1,0.8,7.7,coastal_carolina
Marcus Outlow,JR,RB,10,9,78,8.67,0,0.9,7.8,coastal_carolina
Osharmar Abercrombie,SR,RB,12,8,73,9.13,0,0.7,6.1,coastal_carolina
Alex James,SO,RB,12,11,61,5.55,0,0.9,5.1,coastal_carolina
Maxwell Kjosa,SO,TE,12,4,41,10.25,2,0.3,3.4,coastal_carolina
Jacqez Hairston,FR,RB,12,2,11,5.50,0,0.2,0.9,coastal_carolina
Laquay Brown,JR,TE,12,1,8,8.00,0,0.1,0.7,coastal_carolina
Josh Anderson,SO,WR,10,1,7,7.00,0,0.1,0.7,coastal_carolina
Gary Bradshaw,SR,WR,6,1,6,6.00,0,0.2,1.0,coastal_carolina
Bryce Bobo,SR,WR,12,62,693,11.18,5,5.2,57.8,colorado
Shay Fields,SR,WR,12,46,623,13.54,4,3.8,51.9,colorado
Devin Ross,SR,WR,12,43,508,11.81,2,3.6,42.3,colorado
Jay MacIntyre,JR,WR,11,28,396,14.14,2,2.5,36.0,colorado
Juwann Winfree,JR,WR,12,21,325,15.48,2,1.8,27.1,colorado
Phillip Lindsay,SR,TB,12,23,257,11.17,1,1.9,21.4,colorado
Laviska Shenault Jr.,FR,WR,12,7,168,24.00,0,0.6,14.0,colorado
Chris Bounds,SO,TE,12,7,102,14.57,2,0.6,8.5,colorado
K.D. Nixon,FR,WR,12,2,17,8.50,0,0.2,1.4,colorado
Steven Montez,SO,QB,12,1,11,11.00,1,0.1,0.9,colorado
George Frazier,SR,TE,11,1,9,9.00,0,0.1,0.8,colorado
Kyle Evans,JR,TB,8,1,6,6.00,0,0.1,0.8,colorado
Beau Bisharat,SO,TB,12,1,6,6.00,0,0.1,0.5,colorado
Michael Adkins II,SR,TB,7,1,4,4.00,0,0.1,0.6,colorado
Michael Gallup,SR,WR,13,100,1413,14.13,7,7.7,108.7,colorado_state
Olabisi Johnson,JR,WR,12,41,595,14.51,2,3.4,49.6,colorado_state
Detrich Clark,SR,WR,12,41,504,12.29,6,3.4,42.0,colorado_state
Dalton Fackrell,SR,TE,13,23,313,13.61,6,1.8,24.1,colorado_state
Dalyn Dawkins,SR,RB,13,26,310,11.92,1,2.0,23.8,colorado_state
Warren Jackson,FR,WR,13,15,265,17.67,2,1.2,20.4,colorado_state
Cameron Butler,FR,TE,13,12,171,14.25,3,0.9,13.2,colorado_state
Izzy Matthews,JR,RB,11,12,140,11.67,1,1.1,12.7,colorado_state
Adam Prentice,SO,FB,13,7,45,6.43,1,0.5,3.5,colorado_state
Trey Smith,JR,WR,8,2,25,12.50,0,0.3,3.1,colorado_state
Rashaad Boddie,FR,RB,12,1,8,8.00,0,0.1,0.7,colorado_state
Marcus Wilson,JR,WR,12,1,6,6.00,0,0.1,0.5,colorado_state
Darius May,FR,RB,8,2,5,2.50,0,0.3,0.6,colorado_state
Nick Stevens,SR,QB,13,1,-1,-1.00,0,0.1,-0.1,colorado_state
Hergy Mayala,JR,WR,10,43,615,14.30,7,4.3,61.5,connecticut
Arkeel Newsome,SR,RB,10,25,541,21.64,2,2.5,54.1,connecticut
Aaron McLean,JR,WR,12,31,472,15.23,2,2.6,39.3,connecticut
Keyion Dixon,FR,WR,12,33,360,10.91,1,2.8,30.0,connecticut
Quayvon Skanes,FR,WR,12,35,335,9.57,1,2.9,27.9,connecticut
Tyraiq Beals,JR,WR,12,30,266,8.87,0,2.5,22.2,connecticut
Mason Donaldson,FR,WR,12,16,225,14.06,3,1.3,18.8,connecticut
Tyler Davis,SO,WR,11,14,156,11.14,0,1.3,14.2,connecticut
Kevin Mensah,FR,RB,11,14,103,7.36,0,1.3,9.4,connecticut
Alec Bloom,SR,TE,12,5,101,20.20,1,0.4,8.4,connecticut
Tommy Myers,SR,TE,12,3,28,9.33,1,0.3,2.3,connecticut
Nate Hopkins,FR,RB,11,3,13,4.33,0,0.3,1.2,connecticut
Bryant Shirreffs,SR,QB,9,1,6,6.00,0,0.1,0.7,connecticut
Jason Thompson,JR,RB,9,2,5,2.50,0,0.2,0.6,connecticut
Kyle Buss,JR,WR,7,1,4,4.00,0,0.1,0.6,connecticut
T.J. Rahming,JR,WR,13,65,795,12.23,2,5.0,61.2,duke
Johnathan Lloyd,JR,WR,13,39,367,9.41,1,3.0,28.2,duke
Chris Taylor,JR,WR,13,25,332,13.28,1,1.9,25.5,duke
Shaun Wilson,SR,RB,13,36,263,7.31,4,2.8,20.2,duke
Daniel Helm,JR,TE,13,22,261,11.86,2,1.7,20.1,duke
Aaron Young,SO,WR,13,16,219,13.69,1,1.2,16.8,duke
Brittain Brown,FR,RB,13,14,161,11.50,0,1.1,12.4,duke
Davis Koppenhaver,JR,TE,13,17,154,9.06,3,1.3,11.8,duke
Quay Chambers,SR,WR,12,9,87,9.67,0,0.8,7.3,duke
Scott Bracey,FR,WR,11,8,73,9.13,0,0.7,6.6,duke
Noah Gray,FR,TE,12,5,37,7.40,2,0.4,3.1,duke
Keyston Fuller,SO,WR,12,5,17,3.40,0,0.4,1.4,duke
Trevon Lee,JR,WR,8,1,4,4.00,0,0.1,0.5,duke
Deon Jackson,FR,RB,12,4,4,1.00,0,0.3,0.3,duke
Trevon Brown,JR,WR,12,60,1069,17.82,7,5.0,89.1,east_carolina
Davon Grayson,SR,WR,11,59,886,15.02,6,5.4,80.5,east_carolina
Quay Johnson,SR,WR,10,47,464,9.87,3,4.7,46.4,east_carolina
Jimmy Williams,SR,WR,10,32,447,13.97,3,3.2,44.7,east_carolina
Hussein Howe,SO,RB,12,30,219,7.30,0,2.5,18.3,east_carolina
Deondre Farrier,SO,WR,9,24,211,8.79,3,2.7,23.4,east_carolina
Tahj Deans,FR,WR,9,16,177,11.06,2,1.8,19.7,east_carolina
Stephen Baggett,SR,TE,12,11,105,9.55,2,0.9,8.8,east_carolina
Tyshon Dye,SR,RB,8,6,56,9.33,0,0.8,7.0,east_carolina
Darius Pinnix,FR,RB,12,9,49,5.44,0,0.8,4.1,east_carolina
Mydreon Vines,FR,WR,9,2,39,19.50,0,0.2,4.3,east_carolina
Derrell Scott,JR,RB,9,3,31,10.33,0,0.3,3.4,east_carolina
Thomas Sirk,SR,QB,11,3,28,9.33,0,0.3,2.5,east_carolina
Malik Gray,JR,WR,7,2,18,9.00,0,0.3,2.6,east_carolina
Cam Marshmon,SO,WR,5,2,13,6.50,0,0.4,2.6,east_carolina
Devin Anderson,JR,RB,4,1,3,3.00,0,0.3,0.8,east_carolina
Sergio Bailey II,SR,WR,12,54,878,16.26,9,4.5,73.2,eastern_michigan
Antoine Porter,SR,WR,12,46,548,11.91,4,3.8,45.7,eastern_michigan
Johnnie Niupalau,SR,WR,11,27,368,13.63,4,2.5,33.5,eastern_michigan
Mathew Sexton,SO,WR,12,26,357,13.73,2,2.2,29.8,eastern_michigan
Jaron Johnson,SR,WR,12,23,212,9.22,1,1.9,17.7,eastern_michigan
Bryce Kemp,SO,TE,10,6,119,19.83,1,0.6,11.9,eastern_michigan
Ian Eriksen,JR,RB,12,16,119,7.44,0,1.3,9.9,eastern_michigan
Eddie Daugherty,JR,WR,12,10,110,11.00,0,0.8,9.2,eastern_michigan
Blake Banham,JR,RB,8,12,94,7.83,0,1.5,11.8,eastern_michigan
Isaac Holder,SO,WR,11,9,83,9.22,0,0.8,7.5,eastern_michigan
Dieuly Aristilde Jr.,SO,WR,8,7,79,11.29,0,0.9,9.9,eastern_michigan
Shaq Vann,JR,RB,9,11,62,5.64,0,1.2,6.9,eastern_michigan
Dan Buschman,SR,TE,5,5,36,7.20,0,1.0,7.2,eastern_michigan
Breck Turner,SO,RB,9,5,23,4.60,0,0.6,2.6,eastern_michigan
Tyrie Cleveland,SO,WR,10,22,410,18.64,2,2.2,41.0,florida
Brandon Powell,SR,WR,11,42,406,9.67,3,3.8,36.9,florida
Josh Hammond,SO,WR,10,18,246,13.67,0,1.8,24.6,florida
Kadarius Toney,FR,ATH,8,15,152,10.13,0,1.9,19.0,florida
Dre Massey,JR,WR,11,11,149,13.55,1,1.0,13.5,florida
Moral Stephens,JR,TE,11,6,141,23.50,0,0.5,12.8,florida
DeAndre Goolsby,SR,TE,11,13,105,8.08,1,1.2,9.5,florida
Freddie Swain,SO,WR,11,8,96,12.00,1,0.7,8.7,florida
Lamical Perine,SO,RB,11,10,81,8.10,1,0.9,7.4,florida
Mark Thompson,SR,RB,11,12,79,6.58,0,1.1,7.2,florida
Malik Davis,FR,RB,7,7,58,8.29,0,1.0,8.3,florida
C'yontai Lewis,JR,TE,11,7,42,6.00,1,0.6,3.8,florida
T.J. McCoy,SO,OL,9,1,7,7.00,0,0.1,0.8,florida
Adarius Lemons,FR,RB,9,1,7,7.00,0,0.1,0.8,florida
Feleipe Franks,FR,QB,11,1,-4,-4.00,0,0.1,-0.4,florida
Willie Wright,FR,WR,13,56,657,11.73,6,4.3,50.5,florida_atlantic
Kalib Woods,SR,WR,8,24,619,25.79,4,3.0,77.4,florida_atlantic
Harrison Bryant,SO,TE,11,32,408,12.75,5,2.9,37.1,florida_atlantic
Kamrin Solomon,SR,WR,12,33,388,11.76,1,2.8,32.3,florida_atlantic
DeAndre McNeal,JR,WR,11,23,317,13.78,2,2.1,28.8,florida_atlantic
Devin Singletary,SO,RB,14,19,198,10.42,1,1.4,14.1,florida_atlantic
John Franklin III,SR,WR,13,7,95,13.57,1,0.5,7.3,florida_atlantic
Tavaris Harrison,SO,WR,13,8,77,9.63,0,0.6,5.9,florida_atlantic
D'Anfernee McGriff,SO,WR,11,8,66,8.25,1,0.7,6.0,florida_atlantic
John Raine,SO,TE,12,6,50,8.33,0,0.5,4.2,florida_atlantic
"Kerrith Whyte, Jr.",SO,RB,14,7,46,6.57,0,0.5,3.3,florida_atlantic
Henry Bussey III,SR,WR,13,8,43,5.38,0,0.6,3.3,florida_atlantic
LaDante Harris,SO,WR,10,2,9,4.50,0,0.2,0.9,florida_atlantic
Jason Driskel,JR,QB,13,0,8,-,0,0.0,0.6,florida_atlantic
Marcus Clark,SR,RB,12,1,2,2.00,0,0.1,0.2,florida_atlantic
Thomas Owens,SR,WR,9,59,887,15.03,6,6.6,98.6,florida_international
Tony Gaiter IV,SO,WR,13,34,314,9.24,1,2.6,24.2,florida_international
Julian Williams,JR,WR,9,22,307,13.95,1,2.4,34.1,florida_international
Austin Maloney,SO,WR,13,21,304,14.48,0,1.6,23.4,florida_international
Pharoah McKever,SR,TE,13,27,301,11.15,3,2.1,23.2,florida_international
Darrius Scott,SO,WR,11,21,298,14.19,2,1.9,27.1,florida_international
Bryce Singleton,FR,WR,12,17,228,13.41,3,1.4,19.0,florida_international
Shermar Thornton,FR,WR,7,10,164,16.40,2,1.4,23.4,florida_international
Alex Gardner,SR,RB,13,17,70,4.12,0,1.3,5.4,florida_international
Shawndarrius Phillips,SO,RB,13,10,69,6.90,1,0.8,5.3,florida_international
D'Vonte Price,FR,RB,10,5,45,9.00,0,0.5,4.5,florida_international
Jacob Kraut,JR,RB,12,4,29,7.25,0,0.3,2.4,florida_international
Napoleon Maxwell,JR,RB,13,4,11,2.75,0,0.3,0.8,florida_international
Stantley Thomas-Oliver III,SO,WR,4,1,4,4.00,0,0.3,1.0,florida_international
Nyqwan Murray,JR,WR,12,40,604,15.10,4,3.3,50.3,florida_state
Auden Tate,JR,WR,12,40,548,13.70,10,3.3,45.7,florida_state
Ryan Izzo,JR,TE,13,19,306,16.11,3,1.5,23.5,florida_state
Keith Gavin,SO,WR,10,28,289,10.32,0,2.8,28.9,florida_state
Jacques Patrick,JR,RB,11,21,171,8.14,0,1.9,15.5,florida_state
Ermon Lane,SR,DB,12,8,169,21.13,0,0.7,14.1,florida_state
George Campbell,SO,WR,4,6,122,20.33,0,1.5,30.5,florida_state
Cam Akers,FR,RB,13,16,116,7.25,1,1.2,8.9,florida_state
D.J. Matthews,FR,WR,11,6,72,12.00,1,0.5,6.5,florida_state
Johnathan Vickers,JR,RB,12,4,50,12.50,0,0.3,4.2,florida_state
Amir Rasul,SO,RB,12,4,28,7.00,0,0.3,2.3,florida_state
Justin Motlow,JR,WR,5,4,27,6.75,1,0.8,5.4,florida_state
Tre’ McKitty,FR,TE,11,1,23,23.00,0,0.1,2.1,florida_state
Jared Jackson,SR,WR,13,2,13,6.50,0,0.2,1.0,florida_state
Bryan LaCivita,SR,WR,4,1,6,6.00,0,0.3,1.5,florida_state
Ryan Green,SR,RB,5,1,5,5.00,0,0.2,1.0,florida_state
Gabe Nabers,SO,FB,13,1,2,2.00,1,0.1,0.2,florida_state
KeeSean Johnson,JR,WR,14,77,1013,13.16,8,5.5,72.4,fresno_state
Da'Mari Scott,SR,WR,14,57,566,9.93,1,4.1,40.4,fresno_state
Jamire Jordan,JR,WR,14,27,562,20.81,3,1.9,40.1,fresno_state
Jared Rice,SO,TE,13,22,388,17.64,2,1.7,29.8,fresno_state
Derrion Grim,SO,WR,11,13,193,14.85,1,1.2,17.5,fresno_state
Jordan Mims,FR,RB,14,14,143,10.21,0,1.0,10.2,fresno_state
Ronnie Rivers,FR,RB,13,20,129,6.45,1,1.5,9.9,fresno_state
Josh Hokit,SO,RB,14,13,107,8.23,0,0.9,7.6,fresno_state
Dejonte O'Neal,JR,RB,13,11,98,8.91,0,0.8,7.5,fresno_state
Kyle Riddering,JR,TE,14,8,54,6.75,1,0.6,3.9,fresno_state
Justin Allen,JR,WR,13,2,51,25.50,1,0.2,3.9,fresno_state
Saevion Johnson,FR,RB,8,2,23,11.50,0,0.3,2.9,fresno_state
David Tangipa,JR,TE,14,1,3,3.00,1,0.1,0.2,fresno_state
Namani Parker,JR,WR,12,1,1,1.00,0,0.1,0.1,fresno_state
Javon Wims,SR,WR,15,45,720,16.00,7,3.0,48.0,georgia
Terry Godwin,JR,WR,15,38,639,16.82,6,2.5,42.6,georgia
Mecole Hardman,SO,WR,15,25,418,16.72,4,1.7,27.9,georgia
Riley Ridley,SO,WR,14,14,218,15.57,2,1.0,15.6,georgia
D'Andre Swift,FR,RB,15,17,153,9.00,1,1.1,10.2,georgia
Isaac Nauta,SO,TE,15,9,114,12.67,2,0.6,7.6,georgia
Charlie Woerner,SO,TE,14,9,100,11.11,0,0.6,7.1,georgia
Ahkil Crumpton,JR,WR,13,5,96,19.20,1,0.4,7.4,georgia
Sony Michel,SR,TB,14,9,96,10.67,1,0.6,6.9,georgia
Nick Chubb,SR,TB,15,4,30,7.50,0,0.3,2.0,georgia
Tyler Simmons,SO,WR,15,3,26,8.67,0,0.2,1.7,georgia
Jeb Blazevich,SR,TE,15,2,19,9.50,0,0.1,1.3,georgia
Jackson Harris,JR,TE,15,2,12,6.00,0,0.1,0.8,georgia
Jeremiah Holloman,FR,WR,6,1,7,7.00,0,0.2,1.2,georgia
Elijah Holyfield,SO,TB,13,1,4,4.00,0,0.1,0.3,georgia
Brian Herrien,SO,TB,14,2,1,0.50,0,0.1,0.1,georgia
Malik Henry,JR,WR,10,20,268,13.40,1,2.0,26.8,georgia_southern
Obe Fortune,SO,WR,7,15,189,12.60,1,2.1,27.0,georgia_southern
Ellis Richardson,JR,HB,12,9,185,20.56,3,0.8,15.4,georgia_southern
Mark Michaud,SO,WR,12,7,173,24.71,0,0.6,14.4,georgia_southern
D'Ondre Glenn,SO,WR,12,9,135,15.00,1,0.8,11.3,georgia_southern
Myles Campbell,SR,WR,12,17,120,7.06,1,1.4,10.0,georgia_southern
Darion Anderson,FR,WR,10,6,106,17.67,0,0.6,10.6,georgia_southern
Wesley Fields,JR,RB,12,11,71,6.45,1,0.9,5.9,georgia_southern
Shai Werts,FR,QB,11,1,30,30.00,0,0.1,2.7,georgia_southern
Demarcus Godfrey,SR,RB,11,2,18,9.00,0,0.2,1.6,georgia_southern
L.A. Ramsby,SR,RB,12,3,14,4.67,0,0.3,1.2,georgia_southern
Monteo Garrett,JR,RB,12,1,6,6.00,0,0.1,0.5,georgia_southern
Wesley Kennedy III,FR,WR,10,4,5,1.25,0,0.4,0.5,georgia_southern
Penny Hart,SO,WR,12,74,1121,15.15,8,6.2,93.4,georgia_state
Tamir Jones,FR,WR,12,33,396,12.00,0,2.8,33.0,georgia_state
Glenn Smith,SR,RB,12,47,377,8.02,1,3.9,31.4,georgia_state
Ari Werts,JR,TE,12,22,275,12.50,0,1.8,22.9,georgia_state
Devin Gentry,SO,WR,12,12,259,21.58,3,1.0,21.6,georgia_state
Todd Boyd,SR,WR,12,16,195,12.19,0,1.3,16.3,georgia_state
Jonathan Ifedi,FR,WR,12,20,190,9.50,0,1.7,15.8,georgia_state
Taz Bateman,JR,RB,4,13,148,11.38,1,3.3,37.0,georgia_state
Roger Carter,FR,TE,9,10,146,14.60,2,1.1,16.2,georgia_state
Kyler Neal,SR,RB,11,11,120,10.91,0,1.0,10.9,georgia_state
Tra Barnett,SO,RB,5,6,16,2.67,0,1.2,3.2,georgia_state
Emiere Scaife,JR,TE,6,1,5,5.00,0,0.2,0.8,georgia_state
Ricky Jeune,SR,WR,11,25,545,21.80,6,2.3,49.5,georgia_tech
Qua Searcy,JR,AB,11,4,130,32.50,1,0.4,11.8,georgia_tech
Brad Stewart,JR,WR,11,4,99,24.75,1,0.4,9.0,georgia_tech
Jalen Camp,SO,WR,11,1,49,49.00,0,0.1,4.5,georgia_tech
Clinton Lynch,JR,AB,10,3,43,14.33,0,0.3,4.3,georgia_tech
J.J. Green,SR,AB,10,3,30,10.00,2,0.3,3.0,georgia_tech
KirVonte Benson,SO,BB,11,2,16,8.00,0,0.2,1.5,georgia_tech
Jerry Howard,FR,BB,9,1,15,15.00,0,0.1,1.7,georgia_tech
John Ursua,SO,WR,6,47,667,14.19,5,7.8,111.2,hawai'i
Dylan Collie,JR,WR,12,56,636,11.36,4,4.7,53.0,hawai'i
Ammon Barker,SR,WR,12,39,398,10.21,1,3.3,33.2,hawai'i
Keelan Ewaliko,SR,WR,12,26,299,11.50,0,2.2,24.9,hawai'i
Marcus Armstrong-Brown,JR,WR,11,24,184,7.67,1,2.2,16.7,hawai'i
Diocemy Saint Juste,SR,RB,12,28,157,5.61,1,2.3,13.1,hawai'i
Kumoku Noa,FR,WR,7,11,140,12.73,2,1.6,20.0,hawai'i
Metuisela `Unga,SR,TE,4,9,86,9.56,1,2.3,21.5,hawai'i
Kade Greeley,FR,TE,7,4,85,21.25,2,0.6,12.1,hawai'i
Dakota Torres,JR,TE,11,7,52,7.43,2,0.6,4.7,hawai'i
Isaiah Bernard,SR,WR,6,1,47,47.00,0,0.2,7.8,hawai'i
Kaiwi Chung,JR,TE,11,1,37,37.00,0,0.1,3.4,hawai'i
Kalakaua Timoteo,SO,WR,9,3,12,4.00,0,0.3,1.3,hawai'i
Devan Stubblefield,JR,WR,4,1,7,7.00,0,0.3,1.8,hawai'i
Ryan Tuiasoa,SR,RB,12,2,7,3.50,0,0.2,0.6,hawai'i
Davine Tullis,SO,WR,4,1,0,0.00,0,0.3,0.0,hawai'i
Steven Dunbar,SR,WR,12,76,1070,14.08,3,6.3,89.2,houston
Linell Bonner,SR,WR,11,80,889,11.11,5,7.3,80.8,houston
D'Eriq King,SO,QB,10,29,264,9.10,2,2.9,26.4,houston
Courtney Lark,SO,WR,7,13,235,18.08,2,1.9,33.6,houston
Keith Corbin,SO,WR,12,10,164,16.40,0,0.8,13.7,houston
John Leday,SR,WR,11,25,141,5.64,1,2.3,12.8,houston
Duke Catalon,JR,RB,12,15,86,5.73,1,1.3,7.2,houston
Dillon Birden,SR,RB,6,8,65,8.13,0,1.3,10.8,houston
Alex Leslie,SR,TE,12,3,47,15.67,0,0.3,3.9,houston
Romello Brooker,JR,TE,10,7,45,6.43,0,0.7,4.5,houston
Derek McLemore,SR,WR,11,3,41,13.67,0,0.3,3.7,houston
Ellis Jefferson,SR,WR,5,3,32,10.67,1,0.6,6.4,houston
Mulbah Car,SO,RB,10,6,31,5.17,0,0.6,3.1,houston
Kyle Postma,SR,QB,7,1,22,22.00,1,0.1,3.1,houston
Patrick Carr,SO,RB,3,1,4,4.00,0,0.3,1.3,houston
Davion Mitchell,FR,RB,4,1,0,0.00,0,0.3,0.0,houston
Alfonso Onunwor,SR,WR,11,64,856,13.38,8,5.8,77.8,idaho
Jacob Sannon,SR,WR,12,59,608,10.31,1,4.9,50.7,idaho
David Ungerer,JR,WR,12,39,432,11.08,6,3.3,36.0,idaho
Reuben Mwehla,SR,WR,12,21,251,11.95,2,1.8,20.9,idaho
Aaron Duckworth,SR,RB,12,15,193,12.87,0,1.3,16.1,idaho
Kaden Elliss,JR,LB,12,7,156,22.29,2,0.6,13.0,idaho
Joseph Wysocki,SO,TE,12,4,69,17.25,2,0.3,5.8,idaho
Isaiah Saunders,JR,RB,12,7,59,8.43,0,0.6,4.9,idaho
J.J. Wills,FR,WR,8,3,23,7.67,0,0.4,2.9,idaho
Jante Boston,SO,WR,10,4,16,4.00,0,0.4,1.6,idaho
Michael Garner,SO,WR,5,2,14,7.00,0,0.4,2.8,idaho
Mason Petrino,SO,WR,10,3,14,4.67,0,0.3,1.4,idaho
Dylan Thigpen,FR,RB,7,2,8,4.00,0,0.3,1.1,idaho
Ricky Smalling,FR,WR,12,31,510,16.45,2,2.6,42.5,illinois
Louis Dorsey,FR,TE,12,22,395,17.95,3,1.8,32.9,illinois
Malik Turner,SR,WR,10,31,326,10.52,0,3.1,32.6,illinois
Mike Dudek,JR,WR,7,24,262,10.92,1,3.4,37.4,illinois
Trenard Davis,SO,WR,9,10,152,15.20,0,1.1,16.9,illinois
Dominic Thieman,SO,WR,10,11,144,13.09,0,1.1,14.4,illinois
Carmoni Green,FR,WR,6,8,75,9.38,0,1.3,12.5,illinois
Kendrick Foster,SR,RB,12,6,67,11.17,0,0.5,5.6,illinois
Mike Epstein,FR,RB,5,4,59,14.75,1,0.8,11.8,illinois
Caleb Reams,SO,WR,11,4,32,8.00,1,0.4,2.9,illinois
Reggie Corbin,SO,RB,8,9,27,3.00,0,1.1,3.4,illinois
Nathan Echard,SR,TE,2,2,19,9.50,0,1.0,9.5,illinois
Dre Brown,SO,RB,6,1,8,8.00,0,0.2,1.3,illinois
Henry McGrew,JR,TE,12,1,8,8.00,0,0.1,0.7,illinois
Chayce Crouch,JR,TE,7,1,7,7.00,0,0.1,1.0,illinois
Bobby Walker,SO,TE,12,1,7,7.00,0,0.1,0.6,illinois
Ra'Von Bonner,FR,RB,6,2,5,2.50,0,0.3,0.8,illinois
Simmie Cobbs Jr.,JR,WR,12,72,841,11.68,8,6.0,70.1,indiana
Luke Timian,JR,WR,12,68,589,8.66,2,5.7,49.1,indiana
Ian Thomas,SR,TE,10,25,376,15.04,5,2.5,37.6,indiana
Whop Philyor,FR,WR,11,33,335,10.15,3,3.0,30.5,indiana
Taysir Mack,FR,WR,12,23,310,13.48,3,1.9,25.8,indiana
Devonte Williams,SO,RB,12,12,168,14.00,2,1.0,14.0,indiana
Ricky Brookins,JR,RB,12,19,124,6.53,0,1.6,10.3,indiana
Donavan Hale,JR,WR,3,7,116,16.57,1,2.3,38.7,indiana
Mike Majette,JR,RB,5,12,90,7.50,0,2.4,18.0,indiana
Cole Gest,FR,RB,10,10,83,8.30,1,1.0,8.3,indiana
Ryan Watercutter,JR,TE,12,12,69,5.75,0,1.0,5.8,indiana
Morgan Ellison,FR,RB,11,9,60,6.67,0,0.8,5.5,indiana
J-Shun Harris II,JR,WR,7,3,14,4.67,0,0.4,2.0,indiana
Ty Fryfogle,FR,WR,8,1,13,13.00,0,0.1,1.6,indiana
Nick Easley,JR,WR,13,51,530,10.39,4,3.9,40.8,iowa
Noah Fant,SO,TE,13,30,494,16.47,11,2.3,38.0,iowa
Matt VandeBerg,SR,WR,13,28,384,13.71,2,2.2,29.5,iowa
Akrum Wadley,SR,RB,13,28,353,12.61,3,2.2,27.2,iowa
T.J. Hockenson,FR,TE,13,24,320,13.33,3,1.8,24.6,iowa
Ihmir Smith-Marsette,FR,WR,12,18,187,10.39,2,1.5,15.6,iowa
James Butler,SR,RB,9,4,47,11.75,0,0.4,5.2,iowa
Drake Kulick,SR,FB,13,3,31,10.33,1,0.2,2.4,iowa
Ivory Kelly-Martin,FR,RB,13,4,25,6.25,1,0.3,1.9,iowa
Toren Young,FR,RB,7,1,23,23.00,0,0.1,3.3,iowa
Tyler Kluver,SR,LS,13,1,18,18.00,0,0.1,1.4,iowa
Nate Wieting,SO,TE,6,1,17,17.00,0,0.2,2.8,iowa
Brandon Smith,FR,WR,10,3,15,5.00,0,0.3,1.5,iowa
A.J. Epenesa,FR,DE,13,1,15,15.00,0,0.1,1.2,iowa
Peter Pekar,SR,TE,12,1,9,9.00,0,0.1,0.8,iowa
Brady Ross,SO,FB,13,1,5,5.00,0,0.1,0.4,iowa
Allen Lazard,SR,WR,13,71,941,13.25,10,5.5,72.4,iowa_state
Hakeem Butler,SO,WR,13,41,697,17.00,7,3.2,53.6,iowa_state
Marchie Murdock,SR,WR,13,41,513,12.51,5,3.2,39.5,iowa_state
Trever Ryen,SR,WR,13,47,469,9.98,1,3.6,36.1,iowa_state
David Montgomery,SO,RB,13,36,296,8.22,0,2.8,22.8,iowa_state
Deshaunte Jones,SO,WR,13,28,273,9.75,0,2.2,21.0,iowa_state
Matthew Eaton,JR,WR,13,21,208,9.90,4,1.6,16.0,iowa_state
Sheldon Croney Jr.,SO,RB,10,6,51,8.50,0,0.6,5.1,iowa_state
Chase Allen,FR,TE,13,4,39,9.75,0,0.3,3.0,iowa_state
Landen Akers,FR,WR,10,1,34,34.00,0,0.1,3.4,iowa_state
Jalen Martin,FR,WR,13,2,22,11.00,0,0.2,1.7,iowa_state
Sam Seonbuchner,JR,TE,13,1,5,5.00,0,0.1,0.4,iowa_state
Mike Warren,JR,RB,9,1,0,0.00,0,0.1,0.0,iowa_state
Steven Sims Jr.,JR,WR,12,59,839,14.22,6,4.9,69.9,kansas
Ben Johnson,SR,TE,12,30,363,12.10,1,2.5,30.3,kansas
Evan Fairs,SO,WR,12,24,335,13.96,1,2.0,27.9,kansas
Jeremiah Booker,JR,WR,10,22,287,13.05,2,2.2,28.7,kansas
Chase Harrell,SO,WR,12,25,221,8.84,3,2.1,18.4,kansas
Ryan Schadler,JR,WR,12,21,181,8.62,0,1.8,15.1,kansas
Quan Hampton,FR,WR,6,21,145,6.90,0,3.5,24.2,kansas
Tyler Patrick,JR,WR,7,9,111,12.33,0,1.3,15.9,kansas
Kerr Johnson Jr.,JR,WR,12,8,92,11.50,0,0.7,7.7,kansas
Dom Williams,FR,RB,9,7,49,7.00,0,0.8,5.4,kansas
Khalil Herbert,SO,RB,11,8,38,4.75,0,0.7,3.5,kansas
Deron Thompson,JR,RB,10,4,27,6.75,0,0.4,2.7,kansas
Taylor Martin,JR,RB,10,9,21,2.33,0,0.9,2.1,kansas
Earl Bostick Jr.,FR,OL,10,1,8,8.00,1,0.1,0.8,kansas
Daylon Charlot,SO,S,11,1,0,0.00,0,0.1,0.0,kansas
Byron Pringle,JR,WR,12,30,724,24.13,6,2.5,60.3,kansas_state
Isaiah Zuber,SO,WR,13,51,510,10.00,4,3.9,39.2,kansas_state
