name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name
Nate Stewart,FR,WR,8,3,45,15.00,0,0.4,5.6,akron
"Van Edwards, Jr.",JR,RB,14,8,33,4.13,0,0.6,2.4,akron
Dustin Burkhart,FR,WR,12,1,25,25.00,0,0.1,2.1,akron
Warren Ball,SR,RB,5,7,18,2.57,1,1.4,3.6,akron
Brandon Junk,SO,TE,12,2,14,7.00,0,0.2,1.2,akron
Deltron Sands,SO,RB,10,3,2,0.67,0,0.3,0.2,akron
Newman Williams,JR,TE,8,2,-1,-0.50,0,0.3,-0.1,akron
Calvin Ridley,JR,WR,14,63,967,15.35,5,4.5,69.1,alabama
Jerry Jeudy,FR,WR,14,14,264,18.86,2,1.0,18.9,alabama
Henry Ruggs III,FR,WR,14,12,229,19.08,6,0.9,16.4,alabama
Cam Sims,SR,WR,14,14,207,14.79,1,1.0,14.8,alabama
Robert Foster,SR,WR,14,14,174,12.43,1,1.0,12.4,alabama
Josh Jacobs,SO,RB,12,14,168,12.00,2,1.2,14.0,alabama
DeVonta Smith,FR,WR,14,7,156,22.29,3,0.5,11.1,alabama
Irv Smith Jr.,SO,TE,14,14,128,9.14,3,1.0,9.1,alabama
Bo Scarbrough,JR,RB,14,17,109,6.41,0,1.2,7.8,alabama
Damien Harris,JR,RB,14,12,91,7.58,0,0.9,6.5,alabama
Hale Hentges,JR,TE,14,7,75,10.71,3,0.5,5.4,alabama
Najee Harris,FR,RB,14,6,45,7.50,0,0.4,3.2,alabama
Derek Kief,JR,WR,14,2,34,17.00,1,0.1,2.4,alabama
Major Tennison,FR,TE,5,2,30,15.00,0,0.4,6.0,alabama
Xavian Marks,JR,WR,8,1,24,24.00,0,0.1,3.0,alabama
Miller Forristall,SO,TE,3,1,12,12.00,0,0.3,4.0,alabama
Hootie Jones,SR,DB,13,1,4,4.00,0,0.1,0.3,alabama
Da'Ron Payne,JR,DL,14,1,1,1.00,1,0.1,0.1,alabama
Jalen Hurts,SO,QB,14,1,-1,-1.00,0,0.1,-0.1,alabama
Andy Pappanastos,SR,PK,13,1,-9,-9.00,0,0.1,-0.7,alabama
Ike Lewis,SR,WR,13,51,733,14.37,8,3.9,56.4,appalachian_state
Thomas Hennigan,FR,WR,13,45,585,13.00,7,3.5,45.0,appalachian_state
Jalen Virgil,FR,WR,13,20,364,18.20,3,1.5,28.0,appalachian_state
T.J. Watkins,SR,WR,11,21,295,14.05,1,1.9,26.8,appalachian_state
Malik Williams,FR,WR,13,19,172,9.05,0,1.5,13.2,appalachian_state
Jalin Moore,JR,RB,11,12,163,13.58,1,1.1,14.8,appalachian_state
Collin Reed,SO,TE,13,9,157,17.44,5,0.7,12.1,appalachian_state
Zy Letman,SR,WR,5,8,106,13.25,1,1.6,21.2,appalachian_state
Levi Duffield,SR,TE,13,6,97,16.17,2,0.5,7.5,appalachian_state
Dante Jones,SR,WR,11,14,87,6.21,0,1.3,7.9,appalachian_state
Marcus Williams Jr.,FR,RB,8,4,27,6.75,0,0.5,3.4,appalachian_state
Daetrich Harrington,FR,RB,9,3,19,6.33,0,0.3,2.1,appalachian_state
Terrence Upshaw,SR,RB,6,2,4,2.00,0,0.3,0.7,appalachian_state
A'Darius Purifoy,FR,WR,2,1,2,2.00,0,0.5,1.0,appalachian_state
Tony Ellison,JR,WR,13,37,598,16.16,5,2.8,46.0,arizona
Shun Brown,JR,WR,13,43,573,13.33,6,3.3,44.1,arizona
Tyrell Johnson,SR,WR,13,22,301,13.68,1,1.7,23.2,arizona
Shawn Poindexter,SR,WR,13,19,294,15.47,1,1.5,22.6,arizona
Bryce Wolma,FR,TE,13,28,241,8.61,2,2.2,18.5,arizona
Jamie Nunley,FR,TE,11,6,159,26.50,1,0.5,14.5,arizona
Cedric Peterson,SO,WR,13,8,57,7.13,0,0.6,4.4,arizona
J.J. Taylor,FR,RB,13,12,49,4.08,2,0.9,3.8,arizona
Brian Casteel,FR,WR,11,1,24,24.00,0,0.1,2.2,arizona
Trevor Wood,JR,TE,10,2,14,7.00,1,0.2,1.4,arizona
Devaughn Cooper,FR,WR,7,2,12,6.00,0,0.3,1.7,arizona
Jack Banda,SR,DE,13,1,10,10.00,0,0.1,0.8,arizona
Nick Wilson,SR,RB,11,1,6,6.00,0,0.1,0.5,arizona
Cam Denson,SR,WR,1,1,5,5.00,0,1.0,5.0,arizona
N'Keal Harry,SO,WR,13,82,1142,13.93,8,6.3,87.8,arizona_state
Kyle Williams,SO,WR,13,66,763,11.56,7,5.1,58.7,arizona_state
Jalen Harvey,JR,WR,13,33,558,16.91,1,2.5,42.9,arizona_state
Frank Darby,FR,WR,10,9,234,26.00,2,0.9,23.4,arizona_state
John Humphrey,SO,WR,10,13,177,13.62,1,1.3,17.7,arizona_state
Ryan Newsome,SO,WR,10,7,96,13.71,0,0.7,9.6,arizona_state
Kalen Ballage,SR,RB,13,20,91,4.55,0,1.5,7.0,arizona_state
Demario Richard,SR,RB,12,8,67,8.38,0,0.7,5.6,arizona_state
Ceejhay French-Love,JR,TE,12,3,49,16.33,1,0.3,4.1,arizona_state
Curtis Hodges,FR,WR,9,5,41,8.20,1,0.6,4.6,arizona_state
Nick Ralston,SO,RB,12,6,32,5.33,0,0.5,2.7,arizona_state
Tommy Hudson,SO,TE,13,2,27,13.50,0,0.2,2.1,arizona_state
Jay Jay Wilson,JR,TE,13,1,16,16.00,0,0.1,1.2,arizona_state
Eno Benjamin,FR,RB,10,5,15,3.00,0,0.5,1.5,arizona_state
Ryan Jenkins,SR,WR,4,2,11,5.50,0,0.5,2.8,arizona_state
Terrell Chatman,SO,WR,6,1,8,8.00,0,0.2,1.3,arizona_state
Manny Wilkins,JR,QB,13,1,-3,-3.00,0,0.1,-0.2,arizona_state
Jonathan Nance,JR,WR,11,37,539,14.57,5,3.4,49.0,arkansas
Deon Stewart,SO,WR,12,33,404,12.24,3,2.8,33.7,arkansas
Jordan Jones,FR,WR,12,21,401,19.10,3,1.8,33.4,arkansas
Jeremy Patton,JR,TE,11,11,189,17.18,0,1.0,17.2,arkansas
David Williams,SR,RB,12,10,171,17.10,2,0.8,14.3,arkansas
Cheyenne O’Grady,SO,TE,11,21,132,6.29,2,1.9,12.0,arkansas
Brandon Martin,SO,WR,9,9,119,13.22,0,1.0,13.2,arkansas
La’Michael Pettway,SO,WR,10,6,92,15.33,0,0.6,9.2,arkansas
Austin Cantrell,SO,TE,12,13,85,6.54,0,1.1,7.1,arkansas
T.J. Hammonds,SO,WR,12,2,64,32.00,1,0.2,5.3,arkansas
Will Gragg,SO,TE,10,5,61,12.20,0,0.5,6.1,arkansas
Devwah Whaley,SO,RB,12,8,56,7.00,1,0.7,4.7,arkansas
Hayden Johnson,SO,FB,12,5,49,9.80,0,0.4,4.1,arkansas
Jared Cornelius,SR,WR,3,5,43,8.60,1,1.7,14.3,arkansas
Jarrod Barnes,FR,WR,1,2,30,15.00,0,2.0,30.0,arkansas
Chase Hayden,FR,RB,7,1,23,23.00,0,0.1,3.3,arkansas
Kendrick Jackson,JR,FB,10,1,11,11.00,0,0.1,1.1,arkansas
De’Vion Warren,FR,WR,12,1,5,5.00,0,0.1,0.4,arkansas
Gary Cross,JR,WR,10,1,-2,-2.00,0,0.1,-0.2,arkansas
Justin McInnis,JR,WR,12,49,800,16.33,4,4.1,66.7,arkansas_state
Chris Murray,SR,WR,12,51,717,14.06,9,4.3,59.8,arkansas_state
Blake Mack,SR,TE,12,48,618,12.88,7,4.0,51.5,arkansas_state
Omar Bayless,SO,WR,12,32,439,13.72,6,2.7,36.6,arkansas_state
Kendrick Edwards,JR,WR,12,38,434,11.42,3,3.2,36.2,arkansas_state
Christian Booker,SR,WR,10,25,363,14.52,6,2.5,36.3,arkansas_state
Dijon Paschal,SR,WR,12,25,299,11.96,1,2.1,24.9,arkansas_state
Warren Wand,JR,RB,10,16,144,9.00,1,1.6,14.4,arkansas_state
Johnston White,SR,RB,12,14,132,9.43,0,1.2,11.0,arkansas_state
"Jonathan Adams, Jr.",FR,WR,11,8,77,9.63,1,0.7,7.0,arkansas_state
Justice Hansen,JR,QB,12,2,48,24.00,0,0.2,4.0,arkansas_state
Chauncey Mason,SO,RB,9,2,15,7.50,0,0.2,1.7,arkansas_state
Javonis Isaac,FR,TE,10,1,10,10.00,0,0.1,1.0,arkansas_state
Jamal Jones,SO,RB,9,5,9,1.80,0,0.6,1.0,arkansas_state
Jefferie Gibson,JR,DB,11,1,1,1.00,0,0.1,0.1,arkansas_state
Kell Walker,SO,RB,12,5,111,22.20,0,0.4,9.3,army
Jordan Asberry,JR,RB,13,3,78,26.00,1,0.2,6.0,army
Jeff Ejekam,SR,WR,11,2,48,24.00,0,0.2,4.4,army
John Trainor,SR,RB,11,2,42,21.00,0,0.2,3.8,army
Jermaine Adams,SR,WR,13,3,39,13.00,1,0.2,3.0,army
Calen Holt,JR,RB,13,2,19,9.50,0,0.2,1.5,army
Zach Saum,JR,TE,12,1,9,9.00,0,0.1,0.8,army
Kjetil Cline,SO,WR,12,1,9,9.00,0,0.1,0.8,army
Camden Harrison,FR,WR,13,1,6,6.00,0,0.1,0.5,army
Ryan Davis,JR,WR,14,84,815,9.70,5,6.0,58.2,auburn
Darius Slayton,SO,WR,13,29,643,22.17,5,2.2,49.5,auburn
Will Hastings,JR,WR,14,26,525,20.19,4,1.9,37.5,auburn
Nate Craig-Myers,SO,WR,14,16,285,17.81,3,1.1,20.4,auburn
Eli Stove,SO,WR,14,29,265,9.14,0,2.1,18.9,auburn
Kyle Davis,SO,WR,5,7,210,30.00,0,1.4,42.0,auburn
Kerryon Johnson,JR,RB,12,24,194,8.08,2,2.0,16.2,auburn
Chandler Cox,JR,FB,14,8,78,9.75,0,0.6,5.6,auburn
Kam Martin,SO,RB,14,3,56,18.67,1,0.2,4.0,auburn
Marquis McClain,FR,WR,14,2,47,23.50,0,0.1,3.4,auburn
Devan Barrett,FR,RB,14,10,33,3.30,1,0.7,2.4,auburn
Kamryn Pettway,JR,RB,5,3,32,10.67,0,0.6,6.4,auburn
Sal Cannella,SO,TE,10,3,31,10.33,0,0.3,3.1,auburn
Malik Miller,FR,RB,11,3,24,8.00,0,0.3,2.2,auburn
Noah Igbinoghene,FR,WR,14,6,24,4.00,0,0.4,1.7,auburn
Jalen Harris,JR,TE,14,1,5,5.00,0,0.1,0.4,auburn
Griffin King,SO,WR,11,1,0,0.00,0,0.1,0.0,auburn
Justin Hall,FR,WR,12,78,801,10.27,3,6.5,66.8,ball_state
Riley Miller,SO,WR,12,30,300,10.00,1,2.5,25.0,ball_state
Khalil Newton,FR,WR,7,12,183,15.25,1,1.7,26.1,ball_state
Antwan Davis,SO,WR,11,17,176,10.35,0,1.5,16.0,ball_state
Nolan Givan,FR,TE,12,25,159,6.36,4,2.1,13.3,ball_state
Malik Dunner,SO,RB,12,18,139,7.72,0,1.5,11.6,ball_state
Corey Lacanaria,SR,WR,4,12,104,8.67,0,3.0,26.0,ball_state
Danny Pinter,SO,TE,7,6,46,7.67,1,0.9,6.6,ball_state
Markice Hurt Jr.,FR,RB,6,4,39,9.75,0,0.7,6.5,ball_state
Caleb Huntley,FR,RB,12,6,26,4.33,0,0.5,2.2,ball_state
James Gilbert,JR,RB,3,2,24,12.00,1,0.7,8.0,ball_state
Keidren Davis,FR,TE,8,4,22,5.50,0,0.5,2.8,ball_state
Hassan Littles,FR,WR,3,2,20,10.00,0,0.7,6.7,ball_state
Devin Reece,JR,WR,10,3,19,6.33,0,0.3,1.9,ball_state
Jordan Hogue,SR,WR,1,2,16,8.00,0,2.0,16.0,ball_state
Brennan Gillis,SO,WR,3,1,16,16.00,0,0.3,5.3,ball_state
Cody Rudy,FR,FB,11,2,16,8.00,0,0.2,1.5,ball_state
Luke Endsley,FR,WR,8,2,12,6.00,0,0.3,1.5,ball_state
Kyle Schrank,SO,TE,12,2,8,4.00,0,0.2,0.7,ball_state
Denzel Mims,SO,WR,12,61,1087,17.82,8,5.1,90.6,baylor
Pooh Stricklin,SO,WR,11,32,414,12.94,1,2.9,37.6,baylor
Chris Platt,JR,WR,5,16,401,25.06,5,3.2,80.2,baylor
Tony Nicholson,SO,WR,11,41,344,8.39,0,3.7,31.3,baylor
Blake Lynch,SO,WR,12,17,269,15.82,1,1.4,22.4,baylor
Trestan Ebner,FR,RB,11,20,267,13.35,3,1.8,24.3,baylor
Gavin Holmes,FR,WR,9,13,166,12.77,2,1.4,18.4,baylor
JaMycal Hasty,SO,RB,8,25,105,4.20,0,3.1,13.1,baylor
Jordan Feuerbacher,SR,TE,9,7,73,10.43,1,0.8,8.1,baylor
Jared Atkinson,SO,WR,12,5,73,14.60,0,0.4,6.1,baylor
R.J. Sneed,FR,WR,7,5,53,10.60,0,0.7,7.6,baylor
Terence Williams,JR,RB,8,6,40,6.67,0,0.8,5.0,baylor
Marques Jones,SO,WR,12,3,35,11.67,0,0.3,2.9,baylor
Ishmail Wainright,SR,TE,9,4,34,8.50,2,0.4,3.8,baylor
Trevor White,JR,WR,12,4,28,7.00,0,0.3,2.3,baylor
Charlie Brewer,FR,QB,8,1,20,20.00,0,0.1,2.5,baylor
John Lovett,FR,RB,11,7,20,2.86,0,0.6,1.8,baylor
Tyler Jaynes,SR,WR,10,1,12,12.00,0,0.1,1.2,baylor
Jayson Clements,JR,TE,8,1,11,11.00,0,0.1,1.4,baylor
Cedrick Wilson,SR,WR,14,83,1511,18.20,7,5.9,107.9,boise_state
A.J. Richardson,JR,WR,14,33,494,14.97,2,2.4,35.3,boise_state
Jake Roh,SR,TE,12,39,410,10.51,9,3.3,34.2,boise_state
Sean Modster,JR,WR,14,32,335,10.47,3,2.3,23.9,boise_state
Alexander Mattison,SO,RB,14,28,284,10.14,1,2.0,20.3,boise_state
Alec Dhaenens,SR,TE,14,13,175,13.46,2,0.9,12.5,boise_state
Octavius Evans,FR,WR,14,15,131,8.73,2,1.1,9.4,boise_state
CT Thomas,FR,WR,14,15,121,8.07,0,1.1,8.6,boise_state
Ryan Wolpin,SR,RB,14,12,107,8.92,0,0.9,7.6,boise_state
Montell Cozart,SR,QB,14,3,45,15.00,0,0.2,3.2,boise_state
John Bates,FR,TE,14,3,34,11.33,0,0.2,2.4,boise_state
Brett Rypien,JR,QB,13,1,15,15.00,0,0.1,1.2,boise_state
Chase Blakley,JR,TE,2,1,13,13.00,0,0.5,6.5,boise_state
Robert Mahone,FR,RB,13,1,3,3.00,0,0.1,0.2,boise_state
Akilian Butler,JR,WR,2,2,-1,-0.50,0,1.0,-0.5,boise_state
Tommy Sweeney,JR,TE,13,36,512,14.22,4,2.8,39.4,boston_college
Kobay White,FR,WR,13,34,423,12.44,2,2.6,32.5,boston_college
Jeff Smith,JR,WR,13,25,296,11.84,0,1.9,22.8,boston_college
Michael Walker,JR,WR,13,19,168,8.84,1,1.5,12.9,boston_college
Jon Hilliman,JR,RB,13,24,155,6.46,2,1.8,11.9,boston_college
Travis Levy,FR,RB,13,15,153,10.20,1,1.2,11.8,boston_college
Chris Garrison,SO,WR,13,15,152,10.13,1,1.2,11.7,boston_college
Charlie Callinan,SR,WR,9,14,134,9.57,2,1.6,14.9,boston_college
Ray Marten,SO,TE,12,5,42,8.40,1,0.4,3.5,boston_college
Thadd Smith,SR,WR,13,1,42,42.00,1,0.1,3.2,boston_college
Korab Idrizi,SO,TE,8,4,32,8.00,0,0.5,4.0,boston_college
Anthony Brown,FR,QB,10,1,25,25.00,1,0.1,2.5,boston_college
Ben Glines,SO,WR,13,2,14,7.00,0,0.2,1.1,boston_college
Davon Jones,SO,RB,12,2,9,4.50,0,0.2,0.8,boston_college
Jake Burt,SO,TE,5,1,5,5.00,0,0.2,1.0,boston_college
Scott Miller,JR,WR,12,63,722,11.46,4,5.3,60.2,bowling_green
Teo Redding,SR,WR,11,45,624,13.87,8,4.1,56.7,bowling_green
Datrin Guyton,JR,WR,12,31,585,18.87,2,2.6,48.8,bowling_green
Andrew Clair,FR,RB,11,13,129,9.92,2,1.2,11.7,bowling_green
Quintin Morris,FR,WR,11,8,116,14.50,2,0.7,10.5,bowling_green
Matthew Wilcox Jr.,FR,WR,12,14,106,7.57,1,1.2,8.8,bowling_green
Janarvis Pough,SO,WR,12,11,106,9.64,0,0.9,8.8,bowling_green
Hunter Folkertsma,SR,TE,12,7,105,15.00,2,0.6,8.8,bowling_green
Josh Cleveland,SR,RB,12,12,101,8.42,0,1.0,8.4,bowling_green
Deric Phouthavong,JR,WR,12,5,80,16.00,0,0.4,6.7,bowling_green
Jared Wyatt,FR,WR,10,4,45,11.25,0,0.4,4.5,bowling_green
Pete Norris,SR,WR,7,3,42,14.00,0,0.4,6.0,bowling_green
Donovan Wilson,SR,RB,12,5,24,4.80,0,0.4,2.0,bowling_green
Jarret Doege,FR,QB,7,1,18,18.00,0,0.1,2.6,bowling_green
Leonard Skattebo,SR,FB,12,1,11,11.00,0,0.1,0.9,bowling_green
Matt Domer,SO,RB,5,2,7,3.50,0,0.4,1.4,bowling_green
Terence Stephens Jr.,SO,RB,11,1,-1,-1.00,0,0.1,-0.1,bowling_green
Anthony Johnson,JR,WR,12,76,1356,17.84,14,6.3,113.0,buffalo
Kamathi Holsey,SR,WR,12,32,548,17.13,1,2.7,45.7,buffalo
K.J. Osborn,SO,WR,12,35,493,14.09,4,2.9,41.1,buffalo
Antonio Nunn,FR,WR,12,15,301,20.07,1,1.3,25.1,buffalo
Tyler Mabry,SO,TE,12,24,242,10.08,1,2.0,20.2,buffalo
Jacob Martinez,SR,WR,11,17,241,14.18,1,1.5,21.9,buffalo
Emmanuel Reed,SO,RB,12,11,116,10.55,1,0.9,9.7,buffalo
Jamarl Eiland,SR,WR,11,12,93,7.75,0,1.1,8.5,buffalo
Zac Lefebvre,FR,TE,8,5,51,10.20,1,0.6,6.4,buffalo
Theo Anderson,FR,RB,10,3,24,8.00,0,0.3,2.4,buffalo
Andrew Gray,JR,TE,10,2,19,9.50,0,0.2,1.9,buffalo
Kameron Pickett,FR,RB,3,1,8,8.00,0,0.3,2.7,buffalo
Johnathan Hawkins,JR,RB,3,1,-2,-2.00,0,0.3,-0.7,buffalo
Matt Bushman,FR,TE,13,49,520,10.61,3,3.8,40.0,byu
Aleva Hifo,SO,WR,13,37,437,11.81,2,2.8,33.6,byu
Micah Simon,SO,WR,13,27,386,14.30,3,2.1,29.7,byu
Jonah Trinnaman,SR,WR,13,24,305,12.71,0,1.8,23.5,byu
Talon Shumway,SO,WR,11,25,257,10.28,0,2.3,23.4,byu
Neil Pau'u,FR,WR,11,14,139,9.93,2,1.3,12.6,byu
Beau Tanner,JR,WR,13,12,135,11.25,1,0.9,10.4,byu
KJ Hall,SO,RB,5,10,111,11.10,0,2.0,22.2,byu
Brayden El-Bakri,JR,RB,13,9,80,8.89,1,0.7,6.2,byu
Trey Dye,JR,RB,7,9,77,8.56,1,1.3,11.0,byu
Tanner Balderree,SR,TE,11,2,26,13.00,0,0.2,2.4,byu
Kavika Fonua,JR,RB,4,2,14,7.00,0,0.5,3.5,byu
JJ Nwigwe,JR,OL,13,1,12,12.00,0,0.1,0.9,byu
Ula Tolutau,FR,RB,7,2,11,5.50,0,0.3,1.6,byu
Squally Canada,JR,RB,11,3,9,3.00,0,0.3,0.8,byu
Austin Kafentzis,SO,RB,10,1,8,8.00,0,0.1,0.8,byu
Riley Burt,SO,RB,8,1,3,3.00,0,0.1,0.4,byu
Vic Wharton III,JR,WR,12,67,871,13.00,5,5.6,72.6,california
Kanawai Noa,SO,WR,11,56,788,14.07,4,5.1,71.6,california
Jordan Veasy,SR,WR,12,38,491,12.92,6,3.2,40.9,california
Patrick Laird,JR,RB,11,45,322,7.16,1,4.1,29.3,california
Brandon Singleton,SO,WR,12,14,141,10.07,0,1.2,11.8,california
Jordan Duncan,SO,WR,12,10,120,12.00,1,0.8,10.0,california
Gavin Reinwald,FR,TE,12,11,104,9.45,0,0.9,8.7,california
Demetris Robertson,SO,WR,2,7,70,10.00,0,3.5,35.0,california
Jeremiah Hawkins,FR,WR,10,8,70,8.75,0,0.8,7.0,california
Malik McMorris,JR,FB,12,5,39,7.80,1,0.4,3.3,california
Vic Enwere,SR,RB,12,5,37,7.40,0,0.4,3.1,california
Tre Watson,SR,RB,2,5,31,6.20,0,2.5,15.5,california
Zion Echols,FR,RB,9,5,17,3.40,0,0.6,1.9,california
Derrick Clark,FR,RB,7,1,4,4.00,0,0.1,0.6,california
Kyle Wells,JR,TE,11,1,2,2.00,1,0.1,0.2,california
Mark Chapman,SR,WR,13,59,875,14.83,5,4.5,67.3,central_michigan
Corey Willis,SR,WR,10,45,669,14.87,9,4.5,66.9,central_michigan
Tyler Conklin,SR,TE,8,35,504,14.40,5,4.4,63.0,central_michigan
Jonathan Ward,SO,RB,13,48,470,9.79,3,3.7,36.2,central_michigan
Eric Cooper,SR,WR,13,29,285,9.83,2,2.2,21.9,central_michigan
Logan Hessbrook,JR,TE,3,10,132,13.20,1,3.3,44.0,central_michigan
Cameron Cole,SO,WR,8,6,104,17.33,1,0.8,13.0,central_michigan
Tony Poljan,FR,QB,13,5,97,19.40,0,0.4,7.5,central_michigan
Brandon Childress,SO,WR,2,5,42,8.40,1,2.5,21.0,central_michigan
Kumehnnu Gwilly,FR,RB,13,6,37,6.17,0,0.5,2.8,central_michigan
Damon Terry,SO,WR,11,3,35,11.67,0,0.3,3.2,central_michigan
Devon Spalding,SR,RB,6,5,26,5.20,0,0.8,4.3,central_michigan
Oakley Lavallii,FR,FB,9,1,18,18.00,0,0.1,2.0,central_michigan
Romello Ross,SO,RB,11,1,9,9.00,0,0.1,0.8,central_michigan
Jamil Sabbagh,SO,WR,10,1,7,7.00,0,0.1,0.7,central_michigan
Berkley Edwards,SR,RB,9,2,5,2.50,0,0.2,0.6,central_michigan
Jay Roberson,SR,TE,11,1,5,5.00,0,0.1,0.5,central_michigan
Zach Crouch,SR,TE,11,1,4,4.00,0,0.1,0.4,central_michigan
Trent Bostick,SR,WR,12,24,357,14.88,3,2.0,29.8,charlotte
Mark Quattlebaum,JR,WR,12,31,343,11.06,1,2.6,28.6,charlotte
Workpeh Kofa,JR,WR,10,25,338,13.52,1,2.5,33.8,charlotte
T.L. Ford II,SR,WR,12,15,211,14.07,2,1.3,17.6,charlotte
R.J. Tyler,JR,HB,12,17,142,8.35,1,1.4,11.8,charlotte
Benny LeMay,SO,RB,11,9,88,9.78,2,0.8,8.0,charlotte
Uriah LeMay,SR,WR,12,5,71,14.20,0,0.4,5.9,charlotte
Nate Mullen,SO,WR,12,10,61,6.10,0,0.8,5.1,charlotte
Chris Phillips,JR,TE,12,3,28,9.33,0,0.3,2.3,charlotte
Aaron McAllister,FR,RB,12,1,6,6.00,0,0.1,0.5,charlotte
Chris Montgomery,SR,WR,12,4,1,0.25,0,0.3,0.1,charlotte
Robert Washington,SO,RB,3,2,-3,-1.50,0,0.7,-1.0,charlotte
Kahlil Lewis,JR,WR,12,61,676,11.08,7,5.1,56.3,cincinnati
Devin Gray,SR,WR,12,28,444,15.86,3,2.3,37.0,cincinnati
Thomas Geddis,SO,WR,12,29,388,13.38,3,2.4,32.3,cincinnati
Mike Boone,SR,RB,10,24,177,7.38,1,2.4,17.7,cincinnati
JJ Pinckney,JR,WR,12,11,171,15.55,0,0.9,14.3,cincinnati
Tyler Cogswell,SR,TE,12,23,149,6.48,2,1.9,12.4,cincinnati
Gerrid Doaks,FR,RB,9,14,135,9.64,1,1.6,15.0,cincinnati
Jerron Rollins,SO,WR,12,13,101,7.77,1,1.1,8.4,cincinnati
Josiah Deguara,SO,TE,7,11,98,8.91,0,1.6,14.0,cincinnati
Rashad Medaris,SO,WR,5,6,61,10.17,0,1.2,12.2,cincinnati
Javan Hawes,FR,WR,7,8,57,7.13,1,1.1,8.1,cincinnati
Michael Warren II,FR,RB,12,5,57,11.40,0,0.4,4.8,cincinnati
JaQuay Savage,SR,WR,8,6,51,8.50,1,0.8,6.4,cincinnati
Bruno Labelle,FR,TE,12,1,15,15.00,0,0.1,1.3,cincinnati
Taylor Boose,SO,RB,6,3,13,4.33,0,0.5,2.2,cincinnati
Hayden Moore,JR,QB,12,1,4,4.00,0,0.1,0.3,cincinnati
Jaelen Greene,FR,RB,9,1,0,0.00,0,0.1,0.0,cincinnati
Deon Cain,JR,WR,14,58,734,12.66,6,4.1,52.4,clemson
Hunter Renfrow,JR,WR,14,60,602,10.03,3,4.3,43.0,clemson
Ray-Ray McCloud,JR,WR,14,49,503,10.27,1,3.5,35.9,clemson
Tee Higgins,FR,WR,13,17,345,20.29,2,1.3,26.5,clemson
Milan Richard,JR,TE,14,18,210,11.67,1,1.3,15.0,clemson
Diondre Overton,SO,WR,14,14,178,12.71,0,1.0,12.7,clemson
Amari Rodgers,FR,WR,14,19,123,6.47,0,1.4,8.8,clemson
Tavien Feaster,SO,RB,14,12,112,9.33,1,0.9,8.0,clemson
Trevion Thompson,JR,WR,14,11,94,8.55,0,0.8,6.7,clemson
D.J. Greenlee,SR,TE,12,4,61,15.25,0,0.3,5.1,clemson
Travis Etienne,FR,RB,13,5,57,11.40,0,0.4,4.4,clemson
Cornell Powell,SO,WR,14,8,57,7.13,1,0.6,4.1,clemson
C.J. Fuller,JR,RB,14,7,49,7.00,0,0.5,3.5,clemson
Adam Choice,JR,RB,13,8,48,6.00,0,0.6,3.7,clemson
T.J. Chase,FR,WR,14,5,35,7.00,1,0.4,2.5,clemson
Cannon Smith,JR,TE,14,3,24,8.00,1,0.2,1.7,clemson
J.C. Chalk,FR,TE,9,2,19,9.50,0,0.2,2.1,clemson
Will Swinney,FR,WR,14,2,15,7.50,0,0.1,1.1,clemson
Shadell Bell,SO,TE,9,1,8,8.00,0,0.1,0.9,clemson
Carter Groomes,FR,WR,3,1,7,7.00,0,0.3,2.3,clemson
