name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name
Tim White,SR,WR,12,-4,0,5,-4,-0.80,-0.3,arizona_state
Austin Allen,JR,QB,13,-126,3430,466,3304,7.09,254.2,arkansas
Rawleigh Williams III,SO,RB,13,1360,1,246,1361,5.53,104.7,arkansas
Devwah Whaley,FR,RB,13,602,0,110,602,5.47,46.3,arkansas
Kody Walker,SR,RB,8,109,0,33,109,3.30,13.6,arkansas
T.J. Hammonds,FR,RB,8,88,0,15,88,5.87,11.0,arkansas
Jared Cornelius,JR,WR,11,53,0,13,53,4.08,4.8,arkansas
Cody Hollister,SR,WR,12,48,0,2,48,24.00,4.0,arkansas
Dominique Reed,SR,WR,13,26,0,5,26,5.20,2.0,arkansas
Damon Mitchell,JR,RB,12,18,0,7,18,2.57,1.5,arkansas
Deon Stewart,FR,WR,12,9,0,2,9,4.50,0.8,arkansas
Drew Morgan,SR,WR,13,8,0,4,8,2.00,0.6,arkansas
Keon Hatcher,SR,WR,12,7,0,4,7,1.75,0.6,arkansas
Connor McPherson,JR,RB,1,4,0,2,4,2.00,4.0,arkansas
Ty Storey,FR,QB,3,-17,3,6,-14,-2.33,-4.7,arkansas
Justice Hansen,SO,QB,13,131,2719,419,2850,6.80,219.2,arkansas_state
Warren Wand,SO,RB,13,879,0,201,879,4.37,67.6,arkansas_state
Chad Voytik,SR,QB,11,164,363,136,527,3.88,47.9,arkansas_state
Johnston White,JR,RB,12,472,0,105,472,4.50,39.3,arkansas_state
Daryl Rollins-Davis,SO,RB,11,104,0,23,104,4.52,9.5,arkansas_state
Cam Echols-Luper,JR,WR,13,8,66,10,74,7.40,5.7,arkansas_state
Armond Weh-Weh,JR,RB,2,29,0,5,29,5.80,14.5,arkansas_state
Logan Moragne,SO,RB,13,22,0,9,22,2.44,1.7,arkansas_state
Darveon Brown,FR,WR,9,7,0,1,7,7.00,0.8,arkansas_state
Jamal Jones,FR,RB,2,-1,0,3,-1,-0.33,-0.5,arkansas_state
Christian Booker,JR,WR,9,-3,0,1,-3,-3.00,-0.3,arkansas_state
Sterling Stowers,JR,WR,13,-20,0,1,-20,-20.00,-1.5,arkansas_state
Ahmad Bradshaw,JR,QB,12,826,703,276,1529,5.54,127.4,army
Andy Davidson,SO,RB,13,961,0,190,961,5.06,73.9,army
Darnell Woolfolk,SO,RB,11,600,0,109,600,5.50,54.5,army
Chris Carter,SO,QB,9,263,176,66,439,6.65,48.8,army
Jordan Asberry,SO,RB,13,421,0,57,421,7.39,32.4,army
Kell Walker,FR,RB,13,378,0,60,378,6.30,29.1,army
Tyler Campbell,SO,RB,12,326,0,34,326,9.59,27.2,army
Cole Macek,SO,RB,8,254,0,35,254,7.26,31.8,army
Malik McGue,FR,QB,11,128,76,26,204,7.85,18.5,army
Joe Walker,SR,RB,12,88,12,7,100,14.29,8.3,army
Elijah St. Hilaire,SR,RB,12,70,0,11,70,6.36,5.8,army
John Trainor,JR,RB,11,53,0,11,53,4.82,4.8,army
Christian Drake,SO,RB,8,34,0,7,34,4.86,4.3,army
Kevin Hicks,FR,RB,1,17,0,3,17,5.67,17.0,army
Connor Slomka,FR,RB,1,10,0,2,10,5.00,10.0,army
Ryan Velez,FR,RB,1,8,0,1,8,8.00,8.0,army
PaulAndrew Rhoden,SR,RB,5,7,0,3,7,2.33,1.4,army
J.D. Mote,SO,P,6,7,0,0,7,-,1.2,army
Glen Coates,FR,WR,11,5,0,1,5,5.00,0.5,army
Nick Schrage,SO,K,8,-10,0,1,-10,-10.00,-1.3,army
Sean White,SO,QB,11,163,1679,263,1842,7.00,167.5,auburn
Kamryn Pettway,SO,RB,10,1224,0,209,1224,5.86,122.4,auburn
Kerryon Johnson,SO,RB,12,895,11,185,906,4.90,75.5,auburn
John Franklin III,JR,QB,13,430,204,72,634,8.81,48.8,auburn
Jeremy Johnson,SR,QB,5,33,312,62,345,5.56,69.0,auburn
Kam Martin,FR,RB,10,320,0,44,320,7.27,32.0,auburn
Stanton Truitt,SO,RB,11,187,0,31,187,6.03,17.0,auburn
Eli Stove,FR,WR,12,131,0,11,131,11.91,10.9,auburn
Malik Miller,FR,RB,3,69,0,16,69,4.31,23.0,auburn
Damian Lewis,SR,RB,2,28,0,8,28,3.50,14.0,auburn
Cedric Chambers,SO,RB,1,20,0,4,20,5.00,20.0,auburn
Daniel Carlson,JR,K,13,20,0,1,20,20.00,1.5,auburn
Chandler Cox,SO,FB,12,15,-3,9,12,1.33,1.0,auburn
Tyler Queen,FR,QB,2,11,0,1,11,11.00,5.5,auburn
Johnathan Ford,SR,DB,12,6,0,2,6,3.00,0.5,auburn
Ryan Davis,SO,WR,13,5,0,3,5,1.67,0.4,auburn
Jason Smith,JR,WR,10,0,0,1,0,0.00,0.0,auburn
Riley Neal,SO,QB,11,540,2541,521,3081,5.91,280.1,ball_state
James Gilbert,SO,RB,12,1332,0,251,1332,5.31,111.0,ball_state
Darian Green,JR,RB,8,311,0,57,311,5.46,38.9,ball_state
Jack Milas,JR,QB,12,69,199,42,268,6.38,22.3,ball_state
Teddy Williamson,SR,RB,11,181,0,40,181,4.53,16.5,ball_state
Malik Dunner,FR,RB,10,152,0,24,152,6.33,15.2,ball_state
KeVonn Mabon,SR,WR,12,64,0,12,64,5.33,5.3,ball_state
Corey Lacanaria,JR,WR,11,0,10,2,10,5.00,0.9,ball_state
Seth Russell,SR,QB,9,506,2126,372,2632,7.08,292.4,baylor
Zach Smith,FR,QB,10,-26,1526,221,1500,6.79,150.0,baylor
Terence Williams,SO,RB,12,1048,0,186,1048,5.63,87.3,baylor
Shock Linwood,SR,RB,11,751,0,138,751,5.44,68.3,baylor
JaMycal Hasty,FR,RB,12,623,0,119,623,5.24,51.9,baylor
Wyatt Schrepfer,JR,RB,6,111,0,32,111,3.47,18.5,baylor
Blake Lynch,FR,WR,11,80,0,13,80,6.15,7.3,baylor
Ishmael Zamora,SO,WR,10,27,0,6,27,4.50,2.7,baylor
Preston Heard,FR,QB,3,23,0,5,23,4.60,7.7,baylor
Chris Platt,SO,WR,13,8,0,1,8,8.00,0.6,baylor
Lynx Hawthorne,SR,WR,11,7,0,5,7,1.40,0.6,baylor
Dwyer Bucey,FR,RB,2,4,0,3,4,1.33,2.0,baylor
Tony Nicholson,FR,WR,13,3,0,1,3,3.00,0.2,baylor
Jared Atkinson,FR,WR,9,1,0,1,1,1.00,0.1,baylor
Zack Bennema,FR,QB,1,0,0,1,0,0.00,0.0,baylor
Brett Rypien,SO,QB,13,-16,3646,442,3630,8.21,279.2,boise_state
Jeremy McNichols,JR,RB,13,1709,0,314,1709,5.44,131.5,boise_state
Alexander Mattison,FR,RB,13,328,0,67,328,4.90,25.2,boise_state
Thomas Sperbeck,SR,WR,13,53,92,14,145,10.36,11.2,boise_state
Cedrick Wilson,JR,WR,13,7,84,5,91,18.20,7.0,boise_state
Devan Demas,SR,RB,8,57,0,15,57,3.80,7.1,boise_state
Thomas Stuart,JR,QB,3,2,50,6,52,8.67,17.3,boise_state
Cory Young,SO,RB,5,48,0,10,48,4.80,9.6,boise_state
Ryan Wolpin,JR,RB,13,39,0,13,39,3.00,3.0,boise_state
Akilian Butler,SO,WR,10,33,0,3,33,11.00,3.3,boise_state
Sean Wale,SR,P,13,29,0,1,29,29.00,2.2,boise_state
Ben Weaver,SR,WLB,13,0,6,1,6,6.00,0.5,boise_state
Chaz Anderson,SR,WR,13,-7,0,2,-7,-3.50,-0.5,boise_state
Patrick Towles,SR,QB,13,294,1730,388,2024,5.22,155.7,boston_college
Jon Hilliman,SO,RB,12,542,0,184,542,2.95,45.2,boston_college
Davon Jones,FR,RB,13,361,14,93,375,4.03,28.8,boston_college
Myles Willis,SR,RB,13,301,0,49,301,6.14,23.2,boston_college
Jeff Smith,SO,WR,13,199,25,37,224,6.05,17.2,boston_college
Richard Wilson,SO,RB,7,136,0,40,136,3.40,19.4,boston_college
Darius Wade,SO,QB,9,6,100,26,106,4.08,11.8,boston_college
Tyler Rouse,SR,RB,13,87,0,24,87,3.63,6.7,boston_college
Michael Walker,SO,WR,13,41,0,8,41,5.13,3.2,boston_college
Thadd Smith,JR,WR,13,4,0,2,4,2.00,0.3,boston_college
James Morgan,FR,QB,12,-72,2082,371,2010,5.42,167.5,bowling_green
Fred Coppet,SR,RB,12,1030,0,204,1030,5.05,85.8,bowling_green
Josh Cleveland,JR,RB,11,649,0,102,649,6.36,59.0,bowling_green
James Knapke,SR,QB,6,-39,636,133,597,4.49,99.5,bowling_green
Donovan Wilson,JR,RB,12,503,0,110,503,4.57,41.9,bowling_green
Terence Stephens Jr.,FR,RB,9,41,0,13,41,3.15,4.6,bowling_green
Joseph Davidson,JR,P,12,24,0,2,24,12.00,2.0,bowling_green
Ronnie Moore,SR,WR,12,21,-5,10,16,1.60,1.3,bowling_green
Marquis Zimmerman,FR,WR,10,8,0,1,8,8.00,0.8,bowling_green
Deric Phouthavong,SO,WR,12,6,0,1,6,6.00,0.5,bowling_green
Leonard Skattebo,JR,FB,12,4,0,2,4,2.00,0.3,bowling_green
Tyree Jackson,FR,QB,10,399,1772,410,2171,5.30,217.1,buffalo
Jordan Johnson,SR,RB,12,1040,6,201,1046,5.20,87.2,buffalo
Grant Rohach,SR,QB,9,44,628,119,672,5.65,74.7,buffalo
Johnathan Hawkins,SO,RB,12,338,0,74,338,4.57,28.2,buffalo
Emmanuel Reed,FR,RB,2,33,0,7,33,4.71,16.5,buffalo
Jamarl Eiland,JR,WR,12,4,0,1,4,4.00,0.3,buffalo
Malcolm Robinson,SR,WR,12,0,0,1,0,0.00,0.0,buffalo
Drew Anderson,SO,QB,1,0,0,1,0,0.00,0.0,buffalo
Taysom Hill,SR,QB,12,599,2323,508,2922,5.75,243.5,byu
Jamaal Williams,SR,RB,10,1375,0,234,1375,5.88,137.5,byu
Squally Canada,SO,RB,12,315,0,74,315,4.26,26.3,byu
Tanner Mangum,SO,QB,7,22,241,42,263,6.26,37.6,byu
KJ Hall,FR,RB,4,184,0,35,184,5.26,46.0,byu
Harvey Langi,SR,LB,13,79,0,20,79,3.95,6.1,byu
Algernon Brown,SR,RB,13,43,0,16,43,2.69,3.3,byu
Tanner Balderree,JR,TE,13,11,0,0,11,-,0.8,byu
Colby Hansen,JR,RB,3,10,0,4,10,2.50,3.3,byu
Mitchell Juergens,SR,WR,13,0,9,1,9,9.00,0.7,byu
Micah Hannemann,JR,DB,13,4,0,1,4,4.00,0.3,byu
Colby Pearson,SR,WR,13,3,0,1,3,3.00,0.2,byu
Brayden El-Bakri,SO,RB,13,2,0,2,2,1.00,0.2,byu
Aleva Hifo,FR,WR,13,0,0,2,0,0.00,0.0,byu
Jonny Linehan,SR,P,13,-3,0,1,-3,-3.00,-0.2,byu
Davis Webb,SR,QB,12,-110,4295,653,4185,6.41,348.8,california
Khalfani Muhammad,SR,RB,11,827,0,152,827,5.44,75.2,california
Tre Watson,JR,RB,12,709,0,143,709,4.96,59.1,california
Vic Enwere,JR,RB,6,336,0,61,336,5.51,56.0,california
Patrick Laird,SO,RB,12,59,0,8,59,7.38,4.9,california
Billy McCrary III,SO,RB,11,39,0,6,39,6.50,3.5,california
Dylan Klumph,SO,P,12,0,11,1,11,11.00,0.9,california
Melquise Stovall,FR,WR,10,10,0,3,10,3.33,1.0,california
Malik McMorris,SO,TE,12,4,0,2,4,2.00,0.3,california
Ross Bowers,FR,QB,1,2,0,1,2,2.00,2.0,california
Bug Rivera,SR,WR,12,-4,0,2,-4,-2.00,-0.3,california
Cooper Rush,SR,QB,13,-21,3540,533,3519,6.60,270.7,central_michigan
Devon Spalding,JR,RB,11,758,0,138,758,5.49,68.9,central_michigan
Jahray Hayes,SR,RB,13,486,0,144,486,3.38,37.4,central_michigan
Jonathan Ward,FR,RB,8,200,31,38,231,6.08,28.9,central_michigan
Mark Chapman,JR,WR,13,71,0,6,71,11.83,5.5,central_michigan
Matt Krause,FR,RB,7,20,0,4,20,5.00,2.9,central_michigan
Jack Sheldon,SO,P,12,0,18,1,18,18.00,1.5,central_michigan
Corey Willis,JR,WR,13,4,0,2,4,2.00,0.3,central_michigan
Jay Roberson,JR,RB,3,1,0,3,1,0.33,0.3,central_michigan
Jesse Kroll,SR,WR,4,0,0,2,0,0.00,0.0,central_michigan
Brandon Childress,FR,WR,11,0,0,1,0,0.00,0.0,central_michigan
Jake Johnson,FR,QB,1,-3,0,1,-3,-3.00,-3.0,central_michigan
Hasaan Klugh,SO,QB,11,426,1356,313,1782,5.69,162.0,charlotte
Kalif Phillips,SR,RB,11,907,0,189,907,4.80,82.5,charlotte
Kevin Olsen,JR,QB,6,-59,842,191,783,4.10,130.5,charlotte
Robert Washington,FR,RB,12,489,0,97,489,5.04,40.8,charlotte
Matt Johnson,SR,RB,11,145,112,45,257,5.71,23.4,charlotte
Ben LeMay,FR,RB,10,175,0,34,175,5.15,17.5,charlotte
Austin Duke,SR,WR,12,40,0,11,40,3.64,3.3,charlotte
Lee McNeill,SR,QB,11,6,3,7,9,1.29,0.8,charlotte
Bradan Smith,SR,RB,3,4,0,3,4,1.33,1.3,charlotte
Chris Montgomery,JR,WR,12,2,0,4,2,0.50,0.2,charlotte
Arthur Hart,JR,P,11,1,0,1,1,1.00,0.1,charlotte
Hayden Moore,SO,QB,7,45,1744,308,1789,5.81,255.6,cincinnati
Gunner Kiel,SR,QB,7,-4,804,134,800,5.97,114.3,cincinnati
Tion Green,SR,RB,12,743,0,159,743,4.67,61.9,cincinnati
Ross Trail,FR,QB,4,14,494,89,508,5.71,127.0,cincinnati
Mike Boone,JR,RB,9,388,0,105,388,3.70,43.1,cincinnati
Kahlil Lewis,SO,WR,12,107,0,9,107,11.89,8.9,cincinnati
Deionte Buckley,SR,RB,11,97,0,19,97,5.11,8.8,cincinnati
Tyler Cogswell,JR,TE,12,0,29,1,29,29.00,2.4,cincinnati
Chad Banschbach,JR,RB,10,27,0,9,27,3.00,2.7,cincinnati
Avery Johnson,SO,WR,10,10,0,2,10,5.00,1.0,cincinnati
Taylor Boose,FR,RB,4,9,0,2,9,4.50,2.3,cincinnati
Jerron Rollins,FR,WR,11,3,0,1,3,3.00,0.3,cincinnati
Devin Gray,JR,WR,12,-2,0,3,-2,-0.67,-0.2,cincinnati
Josiah Deguara,FR,TE,11,-2,0,1,-2,-2.00,-0.2,cincinnati
Deshaun Watson,JR,QB,15,629,4593,744,5222,7.02,348.1,clemson
Wayne Gallman,JR,RB,15,1133,0,232,1133,4.88,75.5,clemson
Nick Schuessler,SR,QB,6,31,334,42,365,8.69,60.8,clemson
Tavien Feaster,FR,RB,12,221,0,37,221,5.97,18.4,clemson
C.J. Fuller,SO,RB,15,211,0,47,211,4.49,14.1,clemson
Adam Choice,SO,RB,11,158,0,45,158,3.51,14.4,clemson
Tyshon Dye,JR,RB,7,109,0,21,109,5.19,15.6,clemson
Kelly Bryant,SO,QB,4,22,48,21,70,3.33,17.5,clemson
Ray-Ray McCloud,SO,WR,14,28,0,5,28,5.60,2.0,clemson
Tucker Israel,FR,QB,2,2,25,5,27,5.40,13.5,clemson
Artavis Scott,JR,WR,15,11,0,6,11,1.83,0.7,clemson
Christian Wilkins,SO,DL,15,10,0,1,10,10.00,0.7,clemson
James Barnes,FR,QB,1,0,9,1,9,9.00,9.0,clemson
Sefo Liufau,SR,QB,12,494,2366,484,2860,5.91,238.3,colorado
Steven Montez,FR,QB,11,231,1078,192,1309,6.82,119.0,colorado
Phillip Lindsay,JR,TB,14,1252,0,244,1252,5.13,89.4,colorado
Kyle Evans,SO,TB,14,346,0,84,346,4.12,24.7,colorado
Donovan Lee,JR,TB,11,97,0,28,97,3.46,8.8,colorado
Bryce Bobo,JR,WR,13,0,67,1,67,67.00,5.2,colorado
Jordan Gehrke,SR,QB,4,23,38,8,61,7.63,15.3,colorado
Beau Bisharat,FR,TB,14,45,0,15,45,3.00,3.2,colorado
Troy Lewis,SO,TB,1,33,0,9,33,3.67,33.0,colorado
Michael Adkins II,JR,TB,3,30,0,10,30,3.00,10.0,colorado
Jay MacIntyre,SO,WR,14,12,14,6,26,4.33,1.9,colorado
Shay Fields,JR,WR,14,12,0,1,12,12.00,0.9,colorado
Anthony Julmisse,FR,WR,14,10,0,1,10,10.00,0.7,colorado
Devin Ross,JR,WR,14,10,0,3,10,3.33,0.7,colorado
Nick Stevens,JR,QB,10,53,1936,216,1989,9.21,198.9,colorado_state
Collin Hill,FR,QB,6,49,1096,155,1145,7.39,190.8,colorado_state
Dalyn Dawkins,JR,RB,12,919,0,161,919,5.71,76.6,colorado_state
Izzy Matthews,SO,RB,13,734,0,153,734,4.80,56.5,colorado_state
"Marvin Kinsey, Jr.",FR,RB,12,546,0,93,546,5.87,45.5,colorado_state
Detrich Clark,JR,WR,13,247,6,37,253,6.84,19.5,colorado_state
Faton Bauta,SR,QB,10,124,114,48,238,4.96,23.8,colorado_state
Anthony Hawkins,FR,WR,13,81,0,11,81,7.36,6.2,colorado_state
Bryce Peters,JR,RB,11,43,0,11,43,3.91,3.9,colorado_state
Hayden Hunt,SR,P,12,6,29,2,35,17.50,2.9,colorado_state
Robert Ruiz,SR,WR,13,15,0,1,15,15.00,1.2,colorado_state
Michael Gallup,JR,WR,13,15,0,4,15,3.75,1.2,colorado_state
Olabisi Johnson,SO,WR,13,13,0,1,13,13.00,1.0,colorado_state
J.C. Robles,FR,QB,2,0,0,1,0,0.00,0.0,colorado_state
Bryant Shirreffs,JR,QB,9,326,2010,427,2336,5.47,259.6,connecticut
Arkeel Newsome,JR,RB,12,715,0,147,715,4.86,59.6,connecticut
Donovan Williams,FR,QB,3,52,300,107,352,3.29,117.3,connecticut
Ron Johnson,JR,RB,12,242,0,73,242,3.32,20.2,connecticut
"Noel Thomas, Jr.",SR,WR,12,60,11,14,71,5.07,5.9,connecticut
Garrett Anderson,SR,QB,9,-4,69,21,65,3.10,7.2,connecticut
Tyler Davis,FR,,12,0,42,3,42,14.00,3.5,connecticut
Jason Thompson,SO,RB,12,20,0,3,20,6.67,1.7,connecticut
Daniel Jones,FR,QB,12,486,2836,571,3322,5.82,276.8,duke
Shaun Wilson,JR,RB,12,623,0,151,623,4.13,51.9,duke
Jela Duncan,SR,RB,7,450,0,88,450,5.11,64.3,duke
Joseph Ajeigbe,JR,RB,12,161,0,42,161,3.83,13.4,duke
Parker Boehme,JR,QB,5,64,41,21,105,5.00,21.0,duke
Zach Boden,SR,RB,11,37,0,12,37,3.08,3.4,duke
Nicodem Pierre,SO,RB,5,22,0,7,22,3.14,4.4,duke
Quay Mann,JR,RB,12,13,0,7,13,1.86,1.1,duke
Quentin Harris,FR,QB,1,9,0,6,9,1.50,9.0,duke
Griffin Carter,SO,RB,1,4,0,1,4,4.00,4.0,duke
Johnathan Lloyd,SO,WR,12,3,0,1,3,3.00,0.3,duke
T.J. Rahming,SO,WR,12,-1,0,1,-1,-1.00,-0.1,duke
Austin Parker,FR,P,7,-12,0,3,-12,-4.00,-1.7,duke
Philip Nelson,SR,QB,10,57,2621,411,2678,6.52,267.8,east_carolina
Gardner Minshew,SO,QB,7,-36,1347,222,1311,5.91,187.3,east_carolina
James Summers,SR,WR,12,869,46,164,915,5.58,76.3,east_carolina
Anthony Scott,JR,RB,8,384,0,79,384,4.86,48.0,east_carolina
Devin Anderson,SO,RB,11,258,0,57,258,4.53,23.5,east_carolina
Zay Jones,SR,WR,12,24,2,5,26,5.20,2.2,east_carolina
Shawn Furlow,SO,RB,12,23,0,5,23,4.60,1.9,east_carolina
Deondre Farrier,FR,WR,11,17,0,1,17,17.00,1.5,east_carolina
Quay Johnson,JR,WR,12,9,0,4,9,2.25,0.8,east_carolina
Hussein Howe,FR,RB,12,7,0,3,7,2.33,0.6,east_carolina
Messiah Rice,SO,OL,10,1,0,0,1,-,0.1,east_carolina
Worth Gregory,SR,P,12,-15,0,1,-15,-15.00,-1.3,east_carolina
Brogan Roback,JR,QB,10,223,2694,435,2917,6.71,291.7,eastern_michigan
Todd Porter,JR,QB,5,173,1064,183,1237,6.76,247.4,eastern_michigan
Ian Eriksen,SO,RB,11,771,0,184,771,4.19,70.1,eastern_michigan
Breck Turner,FR,RB,10,417,0,77,417,5.42,41.7,eastern_michigan
Blake Banham,SO,RB,9,294,0,61,294,4.82,32.7,eastern_michigan
Shaq Vann,SO,RB,2,166,0,21,166,7.90,83.0,eastern_michigan
Isaac Holder,FR,WR,13,-4,64,3,60,20.00,4.6,eastern_michigan
James Pensyl,FR,QB,1,0,27,2,27,13.50,27.0,eastern_michigan
Sergio Bailey II,JR,WR,13,22,0,3,22,7.33,1.7,eastern_michigan
Alec Hullibarger,SO,RB,13,16,0,3,16,5.33,1.2,eastern_michigan
Willie Parker,FR,RB,5,12,0,10,12,1.20,2.4,eastern_michigan
Eddie Daugherty,SO,WR,13,12,0,2,12,6.00,0.9,eastern_michigan
Mathew Sexton,FR,WR,8,9,0,1,9,9.00,1.1,eastern_michigan
Antoine Porter,JR,WR,12,0,0,1,0,0.00,0.0,eastern_michigan
Austin Appleby,SR,QB,9,-45,1447,250,1402,5.61,155.8,florida
Luke Del Rio,SO,QB,6,-43,1358,217,1315,6.06,219.2,florida
Jordan Scarlett,SO,RB,13,889,0,179,889,4.97,68.4,florida
Lamical Perine,FR,RB,13,421,0,91,421,4.63,32.4,florida
Mark Thompson,JR,RB,12,299,0,68,299,4.40,24.9,florida
Jordan Cronkrite,SO,RB,11,145,0,31,145,4.68,13.2,florida
Antonio Callaway,SO,WR,12,32,0,5,32,6.40,2.7,florida
Brandon Powell,JR,WR,13,6,0,7,6,0.86,0.5,florida
Mark Herndon,SR,RB,8,3,0,2,3,1.50,0.4,florida
Josh Hammond,FR,WR,13,1,0,1,1,1.00,0.1,florida
Johnny Townsend,JR,P,13,-11,0,1,-11,-11.00,-0.8,florida
Jason Driskel,SO,QB,12,242,2415,407,2657,6.53,221.4,florida_atlantic
Devin Singletary,FR,RB,12,1016,0,151,1016,6.73,84.7,florida_atlantic
"Gregory Howell, Jr.",JR,RB,12,833,0,168,833,4.96,69.4,florida_atlantic
"Kerrith Whyte, Jr.",FR,RB,11,145,0,43,145,3.37,13.2,florida_atlantic
Daniel Parr,FR,QB,9,13,106,46,119,2.59,13.2,florida_atlantic
Henry Bussey III,JR,WR,12,17,0,3,17,5.67,1.4,florida_atlantic
