name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name
Nate Noel,SO,RB,9,604,0,87,604,6.94,67.1,appalachian_state
Camerun Peoples,JR,RB,9,593,0,101,593,5.87,65.9,appalachian_state
Ahmani Marshall,SO,RB,11,389,0,76,389,5.12,35.4,appalachian_state
Daetrich Harrington,SR,RB,12,389,0,81,389,4.80,32.4,appalachian_state
Anderson Castle,SO,RB,12,167,0,26,167,6.42,13.9,appalachian_state
Kanye Roberts,FR,RB,3,127,0,19,127,6.68,42.3,appalachian_state
Ryan Burger,FR,QB,1,23,40,8,63,7.88,63.0,appalachian_state
Dashaun Davis,SO,WR,12,33,17,5,50,10.00,4.2,appalachian_state
Brady McBride,JR,QB,1,3,33,4,36,9.00,36.0,appalachian_state
Kaedin Robinson,SO,WR,11,15,0,1,15,15.00,1.4,appalachian_state
Christian Wells,SO,WR,8,4,0,1,4,4.00,0.5,appalachian_state
Bradley Davis,FR,RB,1,1,0,2,1,0.50,1.0,appalachian_state
Jayden de Laura,SO,QB,12,122,3685,509,3807,7.48,317.3,arizona
Michael Wiley,JR,RB,11,771,0,113,771,6.82,70.1,arizona
DJ Williams,SR,RB,12,376,0,60,376,6.27,31.3,arizona
Jonah Coleman,FR,RB,12,372,0,75,372,4.96,31.0,arizona
Noah Fifita,FR,QB,3,0,128,19,128,6.74,42.7,arizona
Rayshon Luke,FR,RB,7,105,0,15,105,7.00,15.0,arizona
Tetairoa McMillan,FR,WR,12,0,8,2,8,4.00,0.7,arizona
Anthony Simpson,SO,WR,11,8,0,2,8,4.00,0.7,arizona
Jamarye Joiner,JR,WR,5,3,0,3,3,1.00,0.6,arizona
Jacob Cowing,JR,WR,12,1,0,3,1,0.33,0.1,arizona
Emory Jones,JR,QB,8,31,1533,258,1564,6.06,195.5,arizona_state
Trenton Bourguet,JR,QB,7,10,1490,228,1500,6.58,214.3,arizona_state
Xazavian Valladay,SR,RB,12,1192,0,215,1192,5.54,99.3,arizona_state
Daniyel Ngata,SO,RB,11,272,0,54,272,5.04,24.7,arizona_state
Tevin White,FR,RB,5,67,0,14,67,4.79,13.4,arizona_state
Charles Hall,SR,WR,11,37,0,2,37,18.50,3.4,arizona_state
Elijhah Badger,SO,WR,12,23,0,4,23,5.75,1.9,arizona_state
George Hart,SO,RB,10,6,0,3,6,2.00,0.6,arizona_state
Zeek Freeman,JR,WR,3,4,0,1,4,4.00,1.3,arizona_state
Giovanni Sanders,SR,WR,12,0,0,1,0,0.00,0.0,arizona_state
Case Hatch,SR,H-B,12,0,0,1,0,0.00,0.0,arizona_state
KJ Jefferson,JR,QB,11,640,2648,458,3288,7.18,298.9,arkansas
Raheim Sanders,SO,RB,13,1443,0,222,1443,6.50,111.0,arkansas
Malik Hornsby,SO,QB,8,172,268,58,440,7.59,55.0,arkansas
AJ Green,SO,RB,13,412,0,87,412,4.74,31.7,arkansas
Rashod Dubinion,FR,RB,13,293,0,71,293,4.13,22.5,arkansas
Cade Fortin,SR,QB,3,17,135,36,152,4.22,50.7,arkansas
Dominique Johnson,JR,RB,4,43,0,8,43,5.38,10.8,arkansas
Bryce Stephens,FR,WR,13,21,0,1,21,21.00,1.6,arkansas
Matt Landers,SR,WR,13,21,0,2,21,10.50,1.6,arkansas
Ketron Jackson Jr.,SO,WR,12,19,0,1,19,19.00,1.6,arkansas
James Jointer,FR,RB,1,9,0,3,9,3.00,9.0,arkansas
Jadon Haselwood,JR,WR,12,7,0,8,7,0.88,0.6,arkansas
Trey Knox,SR,TE,12,0,0,1,0,0.00,0.0,arkansas
James Blackman,SR,QB,11,-120,2471,408,2351,5.76,213.7,arkansas_state
Johnnie Lang,SR,RB,12,419,0,119,419,3.52,34.9,arkansas_state
AJ Mayer,JR,QB,9,169,214,71,383,5.39,42.6,arkansas_state
Brian Snead,JR,RB,8,299,0,81,299,3.69,37.4,arkansas_state
Marcel Murray,JR,RB,7,193,0,35,193,5.51,27.6,arkansas_state
Ja'Quez Cross,FR,RB,8,92,0,24,92,3.83,11.5,arkansas_state
Mike Sharpe II,FR,RB,12,54,0,17,54,3.18,4.5,arkansas_state
Jaxon Dailey,FR,QB,3,-4,34,11,30,2.73,10.0,arkansas_state
Champ Flemings,SR,WR,11,20,0,2,20,10.00,1.8,arkansas_state
Tyhier Tyler,SR,QB,11,663,301,161,964,5.99,87.6,army
Jemel Jones,SR,QB,8,326,250,110,576,5.24,72.0,army
Cade Ballard,SR,QB,10,196,363,95,559,5.88,55.9,army
Tyson Riley,JR,RB,10,441,0,95,441,4.64,44.1,army
Jakobi Buchanan,JR,RB,11,335,0,81,335,4.14,30.5,army
Tyrell Robinson,SO,RB,5,321,6,39,327,8.38,65.4,army
Ay'Jaun Marshall,JR,RB,9,256,0,24,256,10.67,28.4,army
Braheam Murphy,SR,RB,12,226,0,26,226,8.69,18.8,army
Markel Johnson,SO,RB,8,211,0,33,211,6.39,26.4,army
Hayden Reed,FR,RB,10,188,0,37,188,5.08,18.8,army
Bryson Daily,SO,QB,5,163,0,13,163,12.54,32.6,army
Maurice Bellan,SR,RB,11,75,0,11,75,6.82,6.8,army
Jarel Dickson,SO,RB,9,40,0,11,40,3.64,4.4,army
AJ Williams,SO,RB,1,33,0,2,33,16.50,33.0,army
Miles Stewart,SO,RB,9,29,0,6,29,4.83,3.2,army
Austin Hill,JR,DL,12,5,0,1,5,5.00,0.4,army
Noah Alexander,FR,RB,1,2,0,1,2,2.00,2.0,army
Robby Ashford,FR,QB,12,709,1613,403,2322,5.76,193.5,auburn
Tank Bigsby,JR,RB,12,970,0,179,970,5.42,80.8,auburn
Jarquez Hunter,SO,RB,12,675,20,105,695,6.62,57.9,auburn
T.J. Finley,JR,QB,4,33,431,70,464,6.63,116.0,auburn
Damari Alston,FR,RB,12,85,0,14,85,6.07,7.1,auburn
Shedrick Jackson,SR,WR,12,12,0,1,12,12.00,1.0,auburn
Ja'Varrius Johnson,JR,WR,12,12,0,4,12,3.00,1.0,auburn
Tar'Varish Dawson Jr.,FR,WR,4,10,0,2,10,5.00,2.5,auburn
Koy Moore,SO,WR,12,8,0,2,8,4.00,0.7,auburn
Malcolm Johnson Jr.,JR,WR,7,3,0,1,3,3.00,0.4,auburn
Dazalin Worsham,SO,WR,11,-1,0,1,-1,-1.00,-0.1,auburn
John Samuel Shenker,SR,TE,12,-3,0,2,-3,-1.50,-0.3,auburn
Holden Geriner,FR,QB,1,-17,8,5,-9,-1.80,-9.0,auburn
John Paddock,JR,QB,12,-84,2713,508,2629,5.18,219.1,ball_state
Carson Steele,SO,RB,12,1556,0,289,1556,5.38,129.7,ball_state
Vaughn Pemberton,FR,RB,12,133,0,35,133,3.80,11.1,ball_state
Kiael Kelly,FR,QB,1,83,23,9,106,11.78,106.0,ball_state
Jayshon Jackson,SR,WR,12,105,0,13,105,8.08,8.8,ball_state
Rico Barfield,FR,RB,3,60,0,15,60,4.00,20.0,ball_state
Will Jones,SR,RB,12,41,0,15,41,2.73,3.4,ball_state
Nick Presley,FR,WR,10,5,0,1,5,5.00,0.5,ball_state
Ryan Lezon,SO,TE,12,3,0,1,3,3.00,0.3,ball_state
Donny Marcus,SO,RB,3,1,0,3,1,0.33,0.3,ball_state
Dean Tate,SO,WR,8,0,0,1,0,0.00,0.0,ball_state
Blake Shapen,SO,QB,13,96,2790,444,2886,6.50,222.0,baylor
Richard Reese,FR,RB,13,972,0,198,972,4.91,74.8,baylor
Craig Williams,JR,RB,11,557,0,101,557,5.51,50.6,baylor
Qualan Jones,JR,RB,13,462,0,92,462,5.02,35.5,baylor
Kyron Drones,FR,QB,5,49,219,31,268,8.65,53.6,baylor
Monaray Baldwin,SO,WR,11,71,0,7,71,10.14,6.5,baylor
Taye McWilliams,JR,RB,2,67,0,18,67,3.72,33.5,baylor
Jordan Nabors,FR,WR,9,63,0,10,63,6.30,7.0,baylor
Josh Fleeks,SR,RB,3,27,0,3,27,9.00,9.0,baylor
Dillon Doyle,SR,LB,13,11,0,6,11,1.83,0.8,baylor
Jordan Jenkins,FR,RB,6,8,0,3,8,2.67,1.3,baylor
Kelsey Johnson,FR,TE,10,2,0,1,2,2.00,0.2,baylor
Hal Presley,SO,WR,13,2,0,1,2,2.00,0.2,baylor
Josh Cameron,FR,WR,13,1,0,1,1,1.00,0.1,baylor
Ben Sims,SR,TE,12,1,0,1,1,1.00,0.1,baylor
Taylen Green,FR,QB,13,586,2042,353,2628,7.44,202.2,boise_state
George Holani,JR,RB,13,1157,0,221,1157,5.24,89.0,boise_state
Ashton Jeanty,FR,RB,14,821,0,156,821,5.26,58.6,boise_state
Hank Bachmeier,SR,QB,4,-26,497,106,471,4.44,117.8,boise_state
Elelyon Noa,JR,RB,12,133,0,33,133,4.03,11.1,boise_state
Tyler Crowe,JR,RB,14,109,0,15,109,7.27,7.8,boise_state
Sam Vidlak,FR,QB,3,-15,86,16,71,4.44,23.7,boise_state
Maddux Madsen,FR,QB,1,1,43,5,44,8.80,44.0,boise_state
Kaden Dudley,FR,RB,8,16,0,8,16,2.00,2.0,boise_state
Billy Bowens,SR,WR,14,12,0,1,12,12.00,0.9,boise_state
Colt Fulton,FR,QB,2,7,0,1,7,7.00,3.5,boise_state
Stefan Cobbs,SR,WR,11,7,0,1,7,7.00,0.6,boise_state
Latrell Caples,SO,WR,14,6,0,2,6,3.00,0.4,boise_state
Ethan Mikita,FR,RB,3,3,0,1,3,3.00,1.0,boise_state
Davis Koetter,SR,WR,12,-6,0,1,-6,-6.00,-0.5,boise_state
Phil Jurkovec,SR,QB,8,-43,1711,315,1668,5.30,208.5,boston_college
Emmett Morehead,FR,QB,10,-17,1254,236,1237,5.24,123.7,boston_college
Pat Garwo III,JR,RB,12,403,0,132,403,3.05,33.6,boston_college
Alex Broome,FR,RB,10,225,0,50,225,4.50,22.5,boston_college
Xavier Coleman,FR,RB,8,91,0,21,91,4.33,11.4,boston_college
Cam Barfield,FR,RB,7,53,0,25,53,2.12,7.6,boston_college
Zay Flowers,SR,WR,12,40,0,12,40,3.33,3.3,boston_college
Danny Longman,SR,K,12,24,0,1,24,24.00,2.0,boston_college
Jaden Williams,SO,WR,6,8,0,2,8,4.00,1.3,boston_college
Alec Sinkfield,SR,RB,9,4,0,3,4,1.33,0.4,boston_college
Matt McDonald,SR,QB,12,12,2639,450,2651,5.89,220.9,bowling_green
Jaison Patterson,SO,RB,13,583,0,135,583,4.32,44.8,bowling_green
Camden Orth,JR,QB,10,51,378,76,429,5.64,42.9,bowling_green
Jamal Johnson,SO,RB,10,250,0,55,250,4.55,25.0,bowling_green
Ta'ron Keith,SO,RB,12,195,0,47,195,4.15,16.3,bowling_green
Nick Mosley,SO,RB,13,92,0,23,92,4.00,7.1,bowling_green
PaSean Wimberly,JR,RB,13,59,0,17,59,3.47,4.5,bowling_green
Harold Fannin Jr.,FR,TE,12,53,0,11,53,4.82,4.4,bowling_green
Jaylen Jennings,FR,RB,4,28,0,6,28,4.67,7.0,bowling_green
Jhaylin Embry,SO,WR,8,26,0,3,26,8.67,3.3,bowling_green
CJ Lewis,SR,WR,12,-1,15,3,14,4.67,1.2,bowling_green
Cavon Croom,SR,WR,10,8,0,3,8,2.67,0.8,bowling_green
Christian Sims,SR,TE,12,7,0,2,7,3.50,0.6,bowling_green
Jordan Jackson,FR,RB,1,5,0,3,5,1.67,5.0,bowling_green
Odieu Hiliare,SR,WR,13,5,0,6,5,0.83,0.4,bowling_green
Levi Gazarek,SO,TE,13,2,0,1,2,2.00,0.2,bowling_green
Mason Lawler,SR,P,13,-9,0,1,-9,-9.00,-0.7,bowling_green
Cole Snyder,JR,QB,13,145,3030,571,3175,5.56,244.2,buffalo
Mike Washington,FR,RB,13,625,0,150,625,4.17,48.1,buffalo
"Ron Cook, Jr.",SR,RB,10,600,14,140,614,4.39,61.4,buffalo
Al-Jay Henderson,FR,RB,10,301,0,59,301,5.10,30.1,buffalo
Matt Myers,SR,QB,1,110,0,22,110,5.00,110.0,buffalo
Tajay Ahmed,SR,RB,8,102,0,28,102,3.64,12.8,buffalo
"Mark Anthony Scott, Jr.",FR,RB,2,22,0,7,22,3.14,11.0,buffalo
Quian Williams,SR,WR,13,2,15,3,17,5.67,1.3,buffalo
Robbie Mangas,SR,TE,13,5,0,1,5,5.00,0.4,buffalo
Jamari Gassett,SO,WR,10,-1,0,1,-1,-1.00,-0.1,buffalo
Brian Plummer,FR,QB,4,-2,0,1,-2,-2.00,-0.5,buffalo
Anthony Venneri,FR,P,10,-11,0,1,-11,-11.00,-1.1,buffalo
Jaren Hall,JR,QB,12,352,3171,462,3523,7.63,293.6,byu
Christopher Brooks,SR,RB,11,817,0,130,817,6.28,74.3,byu
Lopini Katoa,SR,RB,10,332,0,75,332,4.43,33.2,byu
Miles Davis,FR,RB,8,225,0,40,225,5.63,28.1,byu
Puka Nacua,JR,WR,9,209,0,25,209,8.36,23.2,byu
Hinckley Ropati,JR,RB,9,189,0,36,189,5.25,21.0,byu
Sol-Jay Maiava-Peters,FR,QB,1,96,47,26,143,5.50,143.0,byu
Jackson McChesney,SO,RB,2,33,0,3,33,11.00,16.5,byu
Chase Roberts,FR,WR,11,3,22,5,25,5.00,2.3,byu
Terence Fall,FR,WR,12,25,0,1,25,25.00,2.1,byu
Mason Fakahua,SO,RB,12,14,0,7,14,2.00,1.2,byu
Keanu Hill,SO,WR,13,0,6,1,6,6.00,0.5,byu
Jacob Conover,FR,QB,3,5,0,2,5,2.50,1.7,byu
Chris Jackson,SR,DB,8,4,0,2,4,2.00,0.5,byu
Parker Kingston,FR,WR,1,2,0,1,2,2.00,2.0,byu
Gunner Romney,SR,WR,2,2,0,1,2,2.00,1.0,byu
Kody Epps,FR,WR,8,2,0,1,2,2.00,0.3,byu
Jack Plummer,SR,QB,12,-126,3095,503,2969,5.90,247.4,california
Jaydn Ott,FR,RB,12,897,0,170,897,5.28,74.8,california
DeCarlos Brooks,JR,RB,12,250,0,59,250,4.24,20.8,california
Kai Millner,FR,QB,3,13,121,16,134,8.38,44.7,california
Damien Moore,JR,RB,8,101,0,22,101,4.59,12.6,california
Ashton Stredick,SO,RB,3,19,0,3,19,6.33,6.3,california
Ashton Hayes,FR,RB,7,14,0,1,14,14.00,2.0,california
Mason Mangum,SO,WR,2,5,0,1,5,5.00,2.5,california
Jackson Sirmon,SR,ILB,12,2,0,1,2,2.00,0.2,california
Mavin Anderson,FR,WR,12,-2,0,2,-2,-1.00,-0.2,california
J.Michael Sturdivant,FR,WR,12,-8,0,2,-8,-4.00,-0.7,california
Daniel Richardson,SO,QB,12,-55,1988,351,1933,5.51,161.1,central_michigan
Jase Bauer,FR,QB,6,312,435,112,747,6.67,124.5,central_michigan
Lew Nichols III,SO,RB,9,616,0,176,616,3.50,68.4,central_michigan
Bert Emanuel Jr.,FR,QB,4,496,54,75,550,7.33,137.5,central_michigan
Marion Lukes,SO,RB,8,323,0,51,323,6.33,40.4,central_michigan
Myles Bailey,SO,RB,7,176,0,32,176,5.50,25.1,central_michigan
Christian Brown,FR,RB,10,28,0,6,28,4.67,2.8,central_michigan
Luke Elzinga,SO,P,12,0,20,1,20,20.00,1.7,central_michigan
Jalen McGaughy,SO,WR,11,14,0,2,14,7.00,1.3,central_michigan
Josh Rolston,SO,K,12,8,0,1,8,8.00,0.7,central_michigan
De'Javion Stepney,FR,DB,11,5,0,11,5,0.45,0.5,central_michigan
Sam Hicks,SO,WR,11,4,0,1,4,4.00,0.4,central_michigan
Jake Tafelski,FR,RB,10,4,0,3,4,1.33,0.4,central_michigan
Joel Wilson,JR,TE,9,1,0,3,1,0.33,0.1,central_michigan
Chris Reynolds,SR,QB,10,-40,2540,362,2500,6.91,250.0,charlotte
Shadrick Byrd,SO,RB,12,620,0,149,620,4.16,51.7,charlotte
Xavier Williams,FR,QB,6,108,420,93,528,5.68,88.0,charlotte
ChaVon McEachern,SO,RB,7,256,0,56,256,4.57,36.6,charlotte
Calvin Camp,SR,RB,7,193,0,20,193,9.65,27.6,charlotte
James Foster,JR,QB,6,17,170,39,187,4.79,31.2,charlotte
Johnny Martin III,FR,RB,4,144,0,31,144,4.65,36.0,charlotte
Trexler Ivey,SO,QB,1,-1,101,18,100,5.56,100.0,charlotte
Henry Rutledge,FR,RB,8,91,0,18,91,5.06,11.4,charlotte
Bailey Rice,SO,P,12,0,21,1,21,21.00,1.8,charlotte
Micah Bell,FR,RB,1,9,0,2,9,4.50,9.0,charlotte
Victor Tucker,SR,WR,10,8,0,3,8,2.67,0.8,charlotte
Hahsaun Wilson,FR,RB,8,4,0,1,4,4.00,0.5,charlotte
Sean Brown,SR,WR,4,2,0,0,2,-,0.5,charlotte
Grant DuBose,JR,WR,12,0,0,1,0,0.00,0.0,charlotte
Eugene Minter Jr.,SR,TE,12,-4,0,1,-4,-4.00,-0.3,charlotte
Nolan Groulx,JR,WR,9,-5,0,1,-5,-5.00,-0.6,charlotte
Ben Bryant,SR,QB,11,-118,2732,395,2614,6.62,237.6,cincinnati
Charles McClelland,SR,RB,13,849,0,146,849,5.82,65.3,cincinnati
Evan Prater,SO,QB,9,166,423,115,589,5.12,65.4,cincinnati
Corey Kiner,SO,RB,10,365,0,82,365,4.45,36.5,cincinnati
Ryan Montgomery,SR,RB,9,270,0,63,270,4.29,30.0,cincinnati
Myles Montgomery,FR,RB,6,120,0,14,120,8.57,20.0,cincinnati
Ethan Wright,JR,RB,8,43,0,8,43,5.38,5.4,cincinnati
Leonard Taylor,SR,TE,11,10,0,1,10,10.00,0.9,cincinnati
Tre Tucker,SR,WR,12,8,0,1,8,8.00,0.7,cincinnati
Brady Lichtenberg,SO,QB,2,5,0,1,5,5.00,2.5,cincinnati
Nick Mardner,SR,WR,12,3,0,1,3,3.00,0.3,cincinnati
DJ Uiagalelei,JR,QB,13,545,2521,512,3066,5.99,235.8,clemson
Will Shipley,SO,RB,14,1182,0,210,1182,5.63,84.4,clemson
Cade Klubnik,FR,QB,10,139,697,142,836,5.89,83.6,clemson
Phil Mafah,SO,RB,14,515,19,99,534,5.39,38.1,clemson
Kobe Pace,JR,RB,8,77,0,30,77,2.57,9.6,clemson
Domonique Thomas,SO,RB,4,31,0,7,31,4.43,7.8,clemson
Keith Adams Jr.,FR,RB,2,21,0,3,21,7.00,10.5,clemson
Antonio Williams,FR,WR,14,8,6,6,14,2.33,1.0,clemson
Hunter Johnson,SR,QB,2,0,10,6,10,1.67,5.0,clemson
Drew Swinney,SR,WR,14,2,0,1,2,2.00,0.1,clemson
Davis Allen,SR,TE,14,0,0,1,0,0.00,0.0,clemson
Grayson McCall,JR,QB,11,195,2700,388,2895,7.46,263.2,coastal_carolina
CJ Beasley,SO,RB,13,717,0,141,717,5.09,55.2,coastal_carolina
Reese White,SR,RB,10,544,0,99,544,5.49,54.4,coastal_carolina
Jarrett Guest,JR,QB,7,60,438,90,498,5.53,71.1,coastal_carolina
Jared Brown,FR,WR,13,187,0,20,187,9.35,14.4,coastal_carolina
Bryce Carpenter,SR,QB,11,94,53,45,147,3.27,13.4,coastal_carolina
Max Balthazar,FR,RB,8,141,0,27,141,5.22,17.6,coastal_carolina
Braydon Bennett,SO,RB,4,83,0,16,83,5.19,20.8,coastal_carolina
Aaron Bedgood,JR,RB,5,45,0,8,45,5.63,9.0,coastal_carolina
Nate Hope II,JR,RB,3,43,0,10,43,4.30,14.3,coastal_carolina
Bryce Archie,FR,QB,2,18,9,7,27,3.86,13.5,coastal_carolina
Elijah Hopkins,FR,CB,4,19,0,4,19,4.75,4.8,coastal_carolina
De'Andre Coleman,FR,WR,1,5,0,1,5,5.00,5.0,coastal_carolina
Logan Adkins,SO,RB,1,2,0,1,2,2.00,2.0,coastal_carolina
Tyson Mobley,JR,WR,13,1,0,2,1,0.50,0.1,coastal_carolina
Kyre Duplessis,SO,WR,12,-2,0,1,-2,-2.00,-0.2,coastal_carolina
Ty Lyles,FR,RB,2,-4,0,1,-4,-4.00,-2.0,coastal_carolina
J.T. Shrout,SO,QB,9,-15,1220,233,1205,5.17,133.9,colorado
Owen McCown,FR,QB,4,38,600,127,638,5.02,159.5,colorado
Deion Smith,JR,TB,10,393,0,83,393,4.73,39.3,colorado
Alex Fontenot,SR,TB,6,315,0,65,315,4.85,52.5,colorado
Anthony Hankerson,FR,TB,8,274,0,68,274,4.03,34.3,colorado
Charlie Offerdahl,FR,TB,12,150,0,37,150,4.05,12.5,colorado
Brendon Lewis,SO,QB,2,43,92,36,135,3.75,67.5,colorado
Maddox Kopp,FR,QB,2,9,123,32,132,4.13,66.0,colorado
Jayle Stacks,SO,TB,9,114,0,35,114,3.26,12.7,colorado
Jordyn Tyson,FR,WR,9,-4,37,4,33,8.25,3.7,colorado
Drew Carter,SO,QB,3,14,3,11,17,1.55,5.7,colorado
Maurice Bell,SR,WR,12,17,0,3,17,5.67,1.4,colorado
Jack Hestera,FR,WR,11,8,0,2,8,4.00,0.7,colorado
R.J. Sneed II,SR,WR,11,6,0,1,6,6.00,0.5,colorado
Brady Russell,SR,TE,11,0,0,2,0,0.00,0.0,colorado
Casey Roddick,JR,OL,12,0,0,1,0,0.00,0.0,colorado
Dante Capolungo,FR,DB,3,-2,0,1,-2,-2.00,-0.7,colorado
Clay Millen,FR,QB,10,-28,1910,334,1882,5.63,188.2,colorado_state
Avery Morrow,JR,RB,12,834,0,173,834,4.82,69.5,colorado_state
Brayden Fowler-Nicolosi,FR,QB,3,6,194,42,200,4.76,66.7,colorado_state
Giles Pooler,FR,QB,2,-14,144,37,130,3.51,65.0,colorado_state
A'Jon Vivens,SR,RB,5,104,0,39,104,2.67,20.8,colorado_state
Jackson Stratton,FR,QB,4,18,78,18,96,5.33,24.0,colorado_state
David Bailey,SR,RB,3,61,0,20,61,3.05,20.3,colorado_state
Jaylen Thomas,JR,RB,11,46,0,18,46,2.56,4.2,colorado_state
Tory Horton,JR,WR,12,6,35,4,41,10.25,3.4,colorado_state
Keegan Holles,FR,RB,9,38,0,10,38,3.80,4.2,colorado_state
Louis Brown,FR,WR,10,10,0,2,10,5.00,1.0,colorado_state
Peter Montini,JR,TE,10,4,0,4,4,1.00,0.4,colorado_state
Tanner Arkin,FR,TE,12,1,0,1,1,1.00,0.1,colorado_state
David Aggrey,SR,RB,6,-1,0,1,-1,-1.00,-0.2,colorado_state
Ty McCullouch,SR,WR,4,-1,0,1,-1,-1.00,-0.3,colorado_state
Zion Turner,FR,QB,13,262,1407,348,1669,4.80,128.4,connecticut
Victor Rosa,FR,RB,12,636,0,140,636,4.54,53.0,connecticut
Devontae Houston,SO,RB,10,578,7,85,585,6.88,58.5,connecticut
Nathan Carter,SO,RB,5,405,0,65,405,6.23,81.0,connecticut
Robert Burns,SR,FB,13,374,0,74,374,5.05,28.8,connecticut
Cale Millen,SO,QB,12,100,31,32,131,4.09,10.9,connecticut
Brian Brewton,SO,RB,5,85,0,20,85,4.25,17.0,connecticut
Aaron Turner,SO,WR,13,53,0,14,53,3.79,4.1,connecticut
Ta'Quan Roberson,SO,QB,1,8,10,5,18,3.60,18.0,connecticut
Justin Joly,FR,TE,12,12,0,1,12,12.00,1.0,connecticut
Dajon Harrison,FR,WR,12,4,0,4,4,1.00,0.3,connecticut
Camryn Edwards,FR,RB,1,2,0,1,2,2.00,2.0,connecticut
Riley Leonard,SO,QB,13,699,2967,516,3666,7.10,282.0,duke
Jordan Waters,JR,RB,13,566,0,123,566,4.60,43.5,duke
Jaquez Moore,SO,RB,11,508,0,79,508,6.43,46.2,duke
Jaylen Coleman,JR,RB,9,480,0,102,480,4.71,53.3,duke
Terry Moore,FR,RB,8,128,0,29,128,4.41,16.0,duke
Jordan Moore,SO,QB,13,33,0,4,33,8.25,2.5,duke
Henry Belin IV,FR,QB,1,-16,43,9,27,3.00,27.0,duke
Eric Weatherly,FR,RB,1,16,0,2,16,8.00,16.0,duke
RaShawn Allen,SR,RB,8,9,0,3,9,3.00,1.1,duke
Holton Ahlers,SR,QB,13,182,3708,541,3890,7.19,299.2,east_carolina
Keaton Mitchell,SO,RB,12,1452,0,201,1452,7.22,121.0,east_carolina
Marlon Gunn Jr.,FR,RB,11,344,0,68,344,5.06,31.3,east_carolina
Rahjai Harris,SO,RB,5,238,0,67,238,3.55,47.6,east_carolina
Mason Garcia,SO,QB,3,14,54,17,68,4.00,22.7,east_carolina
C.J. Johnson,JR,WR,13,0,14,1,14,14.00,1.1,east_carolina
Ryan Jones,SR,TE,12,1,0,2,1,0.50,0.1,east_carolina
Kamarro Edmonds,SO,RB,3,-2,0,2,-2,-1.00,-0.7,east_carolina
Jsi Hatfield,JR,WR,8,-9,0,1,-9,-9.00,-1.1,east_carolina
