name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name
Thomas Sperbeck,SR,WR,13,3,3,100.0,92,30.7,3,0,687.60,0.2,7.1,boise_state
Cedrick Wilson,JR,WR,13,2,2,100.0,84,42.0,1,0,617.80,0.2,6.5,boise_state
Thomas Stuart,JR,QB,3,5,3,60.0,50,10.0,0,0,144.00,1.7,16.7,boise_state
Ben Weaver,SR,WLB,13,1,1,100.0,6,6.0,0,0,150.40,0.1,0.5,boise_state
Patrick Towles,SR,QB,13,273,138,50.5,1730,6.3,12,7,113.16,21.0,133.1,boston_college
Darius Wade,SO,QB,9,19,9,47.4,100,5.3,0,1,81.05,2.1,11.1,boston_college
Jeff Smith,SO,WR,13,2,2,100.0,25,12.5,1,0,370.00,0.2,1.9,boston_college
Davon Jones,FR,RB,13,2,1,50.0,14,7.0,1,0,273.80,0.2,1.1,boston_college
James Morgan,FR,QB,12,326,183,56.1,2082,6.4,16,15,116.79,27.2,173.5,bowling_green
James Knapke,SR,QB,6,119,59,49.6,636,5.3,3,9,87.67,19.8,106.0,bowling_green
Josh Cleveland,JR,RB,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,bowling_green
Joseph Davidson,JR,P,12,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,bowling_green
Ronnie Moore,SR,WR,12,2,1,50.0,-5,-2.5,0,0,29.00,0.2,-0.4,bowling_green
Tyree Jackson,FR,QB,10,311,165,53.1,1772,5.7,9,9,104.68,31.1,177.2,buffalo
Grant Rohach,SR,QB,9,84,46,54.8,628,7.5,2,2,120.66,9.3,69.8,buffalo
Jordan Johnson,SR,RB,12,1,1,100.0,6,6.0,0,0,150.40,0.1,0.5,buffalo
Drew Anderson,SO,QB,1,1,0,0.0,0,0.0,0,0,0.00,1.0,0.0,buffalo
Taysom Hill,SR,QB,12,372,222,59.7,2323,6.2,12,11,116.88,31.0,193.6,byu
Tanner Mangum,SO,QB,7,33,22,66.7,241,7.3,3,1,151.96,4.7,34.4,byu
Mitchell Juergens,SR,WR,13,1,1,100.0,9,9.0,0,0,175.60,0.1,0.7,byu
Davis Webb,SR,QB,12,620,382,61.6,4295,6.9,37,12,135.62,51.7,357.9,california
Dylan Klumph,SO,P,12,1,1,100.0,11,11.0,0,0,192.40,0.1,0.9,california
Cooper Rush,SR,QB,13,465,278,59.8,3540,7.6,23,16,133.18,35.8,272.3,central_michigan
Jonathan Ward,FR,RB,8,2,1,50.0,31,15.5,0,0,180.20,0.3,3.9,central_michigan
Jack Sheldon,SO,P,12,1,1,100.0,18,18.0,0,0,251.20,0.1,1.5,central_michigan
Jesse Kroll,SR,WR,4,2,0,0.0,0,0.0,0,0,0.00,0.5,0.0,central_michigan
Brandon Childress,FR,WR,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,central_michigan
Hasaan Klugh,SO,QB,11,224,120,53.6,1356,6.1,10,3,116.47,20.4,123.3,charlotte
Kevin Olsen,JR,QB,6,175,87,49.7,842,4.8,6,3,98.01,29.2,140.3,charlotte
Matt Johnson,SR,RB,11,8,5,62.5,112,14.0,1,0,221.35,0.7,10.2,charlotte
Lee McNeill,SR,QB,11,6,2,33.3,3,0.5,0,0,37.53,0.5,0.3,charlotte
Hayden Moore,SO,QB,7,255,146,57.3,1744,6.8,11,7,123.46,36.4,249.1,cincinnati
Gunner Kiel,SR,QB,7,127,66,52.0,804,6.3,6,2,117.59,18.1,114.9,cincinnati
Ross Trail,FR,QB,4,70,46,65.7,494,7.1,1,6,112.57,17.5,123.5,cincinnati
Tyler Cogswell,JR,TE,12,1,1,100.0,29,29.0,1,0,673.60,0.1,2.4,cincinnati
Deshaun Watson,JR,QB,15,579,388,67.0,4593,7.9,41,17,151.15,38.6,306.2,clemson
Nick Schuessler,SR,QB,6,33,23,69.7,334,10.1,3,0,184.72,5.5,55.7,clemson
Kelly Bryant,SO,QB,4,9,6,66.7,48,5.3,1,0,148.14,2.3,12.0,clemson
Tucker Israel,FR,QB,2,4,4,100.0,25,6.3,0,0,152.50,2.0,12.5,clemson
James Barnes,FR,QB,1,1,1,100.0,9,9.0,0,0,175.60,1.0,9.0,clemson
Sefo Liufau,SR,QB,12,319,200,62.7,2366,7.4,11,6,132.62,26.6,197.2,colorado
Steven Montez,FR,QB,11,140,83,59.3,1078,7.7,9,5,138.05,12.7,98.0,colorado
Bryce Bobo,JR,WR,13,1,1,100.0,67,67.0,1,0,992.80,0.1,5.2,colorado
Jordan Gehrke,SR,QB,4,7,4,57.1,38,5.4,0,0,102.74,1.8,9.5,colorado
Jay MacIntyre,SO,WR,14,2,1,50.0,14,7.0,0,0,108.80,0.1,1.0,colorado
Nick Stevens,JR,QB,10,201,129,64.2,1936,9.6,19,5,171.30,20.1,193.6,colorado_state
Collin Hill,FR,QB,6,129,75,58.1,1096,8.5,8,2,146.88,21.5,182.7,colorado_state
Faton Bauta,SR,QB,10,29,12,41.4,114,3.9,1,0,85.78,2.9,11.4,colorado_state
Hayden Hunt,SR,P,12,1,1,100.0,29,29.0,0,0,343.60,0.1,2.4,colorado_state
Detrich Clark,JR,WR,13,1,1,100.0,6,6.0,1,0,480.40,0.1,0.5,colorado_state
Bryant Shirreffs,JR,QB,9,283,166,58.7,2010,7.1,7,6,122.24,31.4,223.3,connecticut
Donovan Williams,FR,QB,3,76,36,47.4,300,3.9,1,5,71.70,25.3,100.0,connecticut
Garrett Anderson,SR,QB,9,16,8,50.0,69,4.3,0,0,86.23,1.8,7.7,connecticut
Tyler Davis,FR,,12,3,2,66.7,42,14.0,0,0,184.27,0.3,3.5,connecticut
"Noel Thomas, Jr.",SR,WR,12,1,1,100.0,11,11.0,0,0,192.40,0.1,0.9,connecticut
Ron Johnson,JR,RB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,connecticut
Daniel Jones,FR,QB,12,430,270,62.8,2836,6.6,16,9,126.28,35.8,236.3,duke
Parker Boehme,JR,QB,5,9,7,77.8,41,4.6,2,0,189.38,1.8,8.2,duke
Quentin Harris,FR,QB,1,3,0,0.0,0,0.0,0,0,0.00,3.0,0.0,duke
Austin Parker,FR,P,7,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,duke
Philip Nelson,SR,QB,10,349,237,67.9,2621,7.5,16,8,141.54,34.9,262.1,east_carolina
Gardner Minshew,SO,QB,7,202,119,58.9,1347,6.7,8,4,124.03,28.9,192.4,east_carolina
James Summers,SR,WR,12,2,2,100.0,46,23.0,1,0,458.20,0.2,3.8,east_carolina
Zay Jones,SR,WR,12,1,1,100.0,2,2.0,1,0,446.80,0.1,0.2,east_carolina
Brogan Roback,JR,QB,10,372,219,58.9,2694,7.2,18,7,131.91,37.2,269.4,eastern_michigan
Todd Porter,JR,QB,5,142,87,61.3,1064,7.5,7,9,127.80,28.4,212.8,eastern_michigan
Isaac Holder,FR,WR,13,2,1,50.0,64,32.0,0,1,218.80,0.2,4.9,eastern_michigan
James Pensyl,FR,QB,1,2,2,100.0,27,13.5,0,0,213.40,2.0,27.0,eastern_michigan
Austin Appleby,SR,QB,9,209,127,60.8,1447,6.9,10,7,128.01,23.2,160.8,florida
Luke Del Rio,SO,QB,6,201,114,56.7,1358,6.8,8,8,118.64,33.5,226.3,florida
Jason Driskel,SO,QB,12,327,200,61.2,2415,7.4,9,11,125.54,27.3,201.3,florida_atlantic
Daniel Parr,FR,QB,9,36,15,41.7,106,2.9,0,2,55.29,4.0,11.8,florida_atlantic
Kamrin Solomon,JR,WR,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,florida_atlantic
Alex McGough,JR,QB,9,286,167,58.4,1891,6.6,13,11,121.24,31.8,210.1,florida_international
Maurice Alexander,FR,QB,8,87,51,58.6,613,7.0,2,6,111.61,10.9,76.6,florida_international
Christian Alexander,FR,QB,4,34,20,58.8,216,6.4,4,0,151.01,8.5,54.0,florida_international
Deondre Francois,FR,QB,13,400,235,58.8,3350,8.4,20,7,142.10,30.8,257.7,florida_state
Sean Maguire,SR,QB,5,12,7,58.3,64,5.3,2,1,141.46,2.4,12.8,florida_state
J.J. Cosentino,SO,QB,2,9,2,22.2,19,2.1,1,0,76.62,4.5,9.5,florida_state
Chason Virgil,FR,QB,10,322,166,51.6,2021,6.3,13,10,111.38,32.2,202.1,fresno_state
Zach Kline,SR,QB,7,79,42,53.2,523,6.6,0,2,103.72,11.3,74.7,fresno_state
Treyvon Green,FR,RB,11,2,2,100.0,13,6.5,0,0,154.60,0.2,1.2,fresno_state
Blake Cusick,FR,P,12,2,0,0.0,0,0.0,0,1,-100.00,0.2,0.0,fresno_state
Jacob Eason,FR,QB,13,370,204,55.1,2430,6.6,16,8,120.26,28.5,186.9,georgia
Greyson Lambert,SR,QB,3,12,7,58.3,56,4.7,0,0,97.53,4.0,18.7,georgia
Marshall Long,FR,P,9,1,1,100.0,29,29.0,0,0,343.60,0.1,3.2,georgia
Terry Godwin,SO,WR,13,2,0,0.0,0,0.0,0,1,-100.00,0.2,0.0,georgia
Kevin Ellison,SR,QB,11,106,66,62.3,871,8.2,8,3,150.53,9.6,79.2,georgia_southern
Favian Upshaw,SR,QB,8,84,46,54.8,614,7.3,4,2,127.11,10.5,76.8,georgia_southern
Seth Shuman,FR,QB,5,72,34,47.2,357,5.0,1,3,85.12,14.4,71.4,georgia_southern
Matt Flynn,JR,P,12,1,1,100.0,26,26.0,0,0,318.40,0.1,2.2,georgia_southern
LaBaron Anthony,SO,QB,2,1,0,0.0,0,0.0,0,1,-200.00,0.5,0.0,georgia_southern
Conner Manning,JR,QB,10,373,207,55.5,2684,7.2,16,13,123.14,37.3,268.4,georgia_state
Aaron Winchester,FR,QB,6,45,24,53.3,271,6.0,1,2,102.35,7.5,45.2,georgia_state
Glenn Smith,JR,RB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,georgia_state
Justin Thomas,SR,QB,12,148,79,53.4,1559,10.5,8,2,157.01,12.3,129.9,georgia_tech
Matthew Jordan,SO,QB,9,9,3,33.3,111,12.3,1,1,151.38,1.0,12.3,georgia_tech
TaQuon Marshall,SO,QB,2,1,1,100.0,9,9.0,0,0,175.60,0.5,4.5,georgia_tech
Dedrick Mills,FR,BB,9,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,georgia_tech
Dru Brown,SO,QB,13,335,209,62.4,2488,7.4,19,7,139.32,25.8,191.4,hawai'i
Ikaika Woolsey,SR,QB,13,90,44,48.9,644,7.2,6,6,117.67,6.9,49.5,hawai'i
Aaron Zwahlen,FR,QB,1,10,3,30.0,32,3.2,0,1,36.88,10.0,32.0,hawai'i
Makoa Camanse-Stevens,SR,WR,14,1,1,100.0,21,21.0,0,0,276.40,0.1,1.5,hawai'i
Keelan Ewaliko,JR,WR,12,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,hawai'i
Greg Ward Jr.,SR,QB,12,469,319,68.0,3557,7.6,22,13,141.67,39.1,296.4,houston
Kyle Postma,JR,QB,10,46,29,63.0,210,4.6,0,2,92.69,4.6,21.0,houston
Linell Bonner,JR,WR,12,2,1,50.0,50,25.0,1,0,425.00,0.2,4.2,houston
D'Eriq King,FR,QB,10,3,2,66.7,20,6.7,1,0,232.67,0.3,2.0,houston
Dane Roy,FR,P,13,1,1,100.0,15,15.0,0,0,226.00,0.1,1.2,houston
Matt Linehan,JR,QB,13,415,257,61.9,3184,7.7,19,10,136.66,31.9,244.9,idaho
Gunnar Amos,FR,QB,8,10,3,30.0,33,3.3,0,1,37.72,1.3,4.1,idaho
Mason Petrino,FR,QB,7,7,5,71.4,23,3.3,0,0,99.03,1.0,3.3,idaho
Wes Lunt,SR,QB,8,232,127,54.7,1376,5.9,8,3,113.35,29.0,172.0,illinois
"Jeff George, Jr.",FR,QB,5,94,38,40.4,470,5.0,4,5,85.83,18.8,94.0,illinois
Chayce Crouch,SO,QB,4,32,18,56.3,249,7.8,1,1,125.67,8.0,62.3,illinois
Richard Lagow,JR,QB,13,438,253,57.8,3362,7.7,19,17,128.80,33.7,258.6,indiana
Zander Diamont,JR,QB,8,15,9,60.0,192,12.8,1,1,176.19,1.9,24.0,indiana
Mitchell Paige,SR,WR,13,2,1,50.0,5,2.5,1,0,236.00,0.2,0.4,indiana
Tyler Natee,FR,RB,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,indiana
C.J. Beathard,SR,QB,13,301,170,56.5,1929,6.4,17,10,122.32,23.2,148.4,iowa
Nathan Stanley,FR,QB,5,9,5,55.6,62,6.9,0,0,113.43,1.8,12.4,iowa
Jacob Park,SO,QB,10,226,133,58.8,1791,7.9,12,5,138.52,22.6,179.1,iowa_state
Joel Lanning,JR,QB,12,169,99,58.6,1290,7.6,9,3,136.72,14.1,107.5,iowa_state
Kyle Kempt,JR,QB,2,2,2,100.0,15,7.5,0,0,163.00,1.0,7.5,iowa_state
Deshaunte Jones,FR,WR,12,1,1,100.0,10,10.0,0,0,184.00,0.1,0.8,iowa_state
Montell Cozart,JR,QB,8,191,112,58.6,1075,5.6,7,9,108.59,23.9,134.4,kansas
Carter Stanley,FR,QB,9,156,93,59.6,959,6.1,6,6,116.25,17.3,106.6,kansas
Ryan Willis,SO,QB,7,117,72,61.5,811,6.9,3,7,116.26,16.7,115.9,kansas
Steven Sims Jr.,SO,WR,12,1,1,100.0,40,40.0,0,0,436.00,0.1,3.3,kansas
Jesse Ertz,JR,QB,13,264,152,57.6,1755,6.6,9,4,121.64,20.3,135.0,kansas_state
Joe Hubener,SR,QB,6,39,22,56.4,275,7.1,1,1,118.97,6.5,45.8,kansas_state
Alex Delton,FR,QB,4,6,3,50.0,11,1.8,0,0,65.40,1.5,2.8,kansas_state
Nick Holley,JR,QB,11,146,72,49.3,868,5.9,4,3,104.19,13.3,78.9,kent_state
George Bollas,SO,QB,8,58,27,46.6,402,6.9,2,2,109.25,7.3,50.3,kent_state
Mylik Mitchell,FR,QB,4,69,39,56.5,363,5.3,5,1,121.72,17.3,90.8,kent_state
Justin Agner,FR,QB,2,15,8,53.3,64,4.3,0,2,62.50,7.5,32.0,kent_state
Colin Reardon,SR,WR,10,3,1,33.3,3,1.0,0,0,41.73,0.3,0.3,kent_state
Kavious Price,FR,WR,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,kent_state
Stephen Johnson,JR,QB,12,265,145,54.7,2037,7.7,13,6,130.95,22.1,169.8,kentucky
Drew Barker,SO,QB,3,36,18,50.0,334,9.3,4,5,136.83,12.0,111.3,kentucky
Luke Wright,SO,QB,2,4,3,75.0,28,7.0,0,1,83.80,2.0,14.0,kentucky
"Benjamin Snell, Jr.",FR,RB,13,4,2,50.0,16,4.0,0,0,83.60,0.3,1.2,kentucky
Jojo Kemp,SR,RB,10,1,1,100.0,14,14.0,0,0,217.60,0.1,1.4,kentucky
Tristan Yeomans,SO,LS,12,1,1,100.0,-10,-10.0,0,0,16.00,0.1,-0.8,kentucky
Anthony Jennings,SR,QB,13,323,193,59.8,2178,6.7,11,13,119.58,24.8,167.5,louisiana-lafayette
Jalen Nixon,SR,QB,7,13,8,61.5,84,6.5,0,0,115.82,1.9,12.0,louisiana-lafayette
Al Riles,SR,WR,13,2,1,50.0,48,24.0,1,0,416.60,0.2,3.7,louisiana-lafayette
Jordan Davis,SO,QB,8,3,2,66.7,7,2.3,0,0,86.27,0.4,0.9,louisiana-lafayette
Dion Ray,FR,QB,6,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,louisiana-lafayette
Garrett Smith,SO,QB,8,179,103,57.5,1237,6.9,9,7,124.36,22.4,154.6,louisiana-monroe
Caleb Evans,FR,QB,7,144,76,52.8,834,5.8,4,6,102.27,20.6,119.1,louisiana-monroe
Will Collins,FR,QB,6,40,19,47.5,233,5.8,2,3,97.93,6.7,38.8,louisiana-monroe
Ryan Higgins,SR,QB,13,496,329,66.3,4617,9.3,41,8,168.57,38.2,355.2,louisiana_tech
J'mar Smith,FR,QB,8,43,30,69.8,412,9.6,2,1,160.95,5.4,51.5,louisiana_tech
Price Wilson,SO,QB,4,4,3,75.0,58,14.5,0,0,196.80,1.0,14.5,louisiana_tech
Lamar Jackson,SO,QB,13,409,230,56.2,3543,8.7,30,9,148.82,31.5,272.5,louisville
Kyle Bolin,JR,QB,6,27,18,66.7,234,8.7,2,1,156.50,4.5,39.0,louisville
Danny Etling,JR,QB,11,269,160,59.5,2123,7.9,11,5,135.54,24.5,193.0,lsu
Brandon Harris,JR,QB,4,25,13,52.0,139,5.6,1,2,95.90,6.3,34.8,lsu
Justin McMillan,FR,QB,1,1,1,100.0,19,19.0,0,0,259.60,1.0,19.0,lsu
Leonard Fournette,JR,RB,7,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,lsu
Malachi Dupre,JR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,lsu
Josh Growden,FR,P,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,lsu
Chase Litton,SO,QB,10,371,231,62.3,2612,7.0,24,9,137.90,37.1,261.2,marshall
Garet Morrell,FR,QB,5,67,33,49.3,290,4.3,4,3,96.35,13.4,58.0,marshall
Perry Hills,SR,QB,11,197,122,61.9,1464,7.4,12,4,140.39,17.9,133.1,maryland
Tyrrell Pigrome,FR,QB,11,71,37,52.1,322,4.5,2,2,93.87,6.5,29.3,maryland
Caleb Rowe,SR,QB,12,37,19,51.4,296,8.0,0,3,102.33,3.1,24.7,maryland
Max Bortenschlager,FR,QB,2,33,16,48.5,209,6.3,1,0,111.69,16.5,104.5,maryland
D.J. Moore,SO,WR,13,2,1,50.0,21,10.5,0,0,138.20,0.2,1.6,maryland
Wade Lees,FR,P,13,1,1,100.0,5,5.0,0,0,142.00,0.1,0.4,maryland
Andrew Ford,SO,QB,11,365,222,60.8,2665,7.3,26,14,137.99,33.2,242.3,massachusetts
Ross Comis,SO,QB,4,63,28,44.4,370,5.9,1,1,95.84,15.8,92.5,massachusetts
Randall West,FR,QB,2,5,3,60.0,45,9.0,0,0,135.60,2.5,22.5,massachusetts
Bernard Davis,SR,WR,12,2,0,0.0,0,0.0,0,0,0.00,0.2,0.0,massachusetts
Andrew Libby,JR,FB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,massachusetts
Riley Ferguson,JR,QB,13,443,280,63.2,3698,8.3,32,10,152.66,34.1,284.5,memphis
Jason Stewart,SR,QB,5,32,21,65.6,229,7.2,2,0,146.37,6.4,45.8,memphis
Phil Mayhue,JR,WR,13,1,1,100.0,18,18.0,0,0,251.20,0.1,1.4,memphis
Spencer Smith,JR,P,13,1,1,100.0,12,12.0,0,0,200.80,0.1,0.9,memphis
Brad Kaaya,JR,QB,13,421,261,62.0,3532,8.4,27,7,150.31,32.4,271.7,miami_florida
Malik Rosier,SO,QB,6,4,2,50.0,32,8.0,0,0,117.20,0.7,5.3,miami_florida
Gus Ragland,SO,QB,7,179,115,64.2,1537,8.6,17,1,166.60,25.6,219.6,miami_ohio
Billy Bahl,SO,QB,7,125,69,55.2,1154,9.2,8,4,147.47,17.9,164.9,miami_ohio
Noah Wezensky,FR,QB,2,53,28,52.8,307,5.8,2,2,106.38,26.5,153.5,miami_ohio
Rokeem Williams,SR,WR,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,miami_ohio
Wilton Speight,JR,QB,12,331,204,61.6,2538,7.7,18,7,139.76,27.6,211.5,michigan
John O'Korn,SR,QB,8,34,20,58.8,173,5.1,2,0,120.97,4.3,21.6,michigan
Shane Morris,SR,QB,6,5,4,80.0,45,9.0,0,0,155.60,0.8,7.5,michigan
Tyler O'Connor,SR,QB,11,262,154,58.8,1970,7.5,16,9,135.22,23.8,179.1,michigan_state
Brian Lewerke,FR,QB,4,57,31,54.4,381,6.7,2,1,118.61,14.3,95.3,michigan_state
Damion Terry,JR,QB,7,46,22,47.8,253,5.5,1,1,96.85,6.6,36.1,michigan_state
R.J. Shelton,SR,WR,12,3,3,100.0,59,19.7,0,0,265.20,0.3,4.9,michigan_state
Colar Kuhns,SO,QB,1,1,1,100.0,5,5.0,0,0,142.00,1.0,5.0,michigan_state
Brent Stockstill,SO,QB,10,414,262,63.3,3233,7.8,31,7,150.22,41.4,323.3,middle_tennessee
John Urzua,FR,QB,5,131,78,59.5,816,6.2,8,8,119.80,26.2,163.2,middle_tennessee
Richie James,SO,WR,13,7,6,85.7,80,11.4,0,0,181.71,0.5,6.2,middle_tennessee
Dennis Andrews,SR,WR,13,3,2,66.7,73,24.3,0,0,271.07,0.2,5.6,middle_tennessee
I'Tavius Mathers,SR,RB,13,1,1,100.0,34,34.0,0,0,385.60,0.1,2.6,middle_tennessee
Mitch Leidner,SR,QB,12,307,173,56.4,2169,7.1,8,12,116.48,25.6,180.8,minnesota
Conor Rhoda,JR,QB,3,16,8,50.0,88,5.5,1,0,116.83,5.3,29.3,minnesota
Chad Kelly,SR,QB,9,328,205,62.5,2758,8.4,19,8,147.38,36.4,306.4,mississippi
Shea Patterson,FR,QB,3,132,72,54.5,880,6.7,6,3,121.00,44.0,293.3,mississippi
Jason Pellerin,FR,QB,9,22,11,50.0,104,4.7,2,3,92.44,2.4,11.6,mississippi
Markell Pack,JR,WR,12,1,1,100.0,37,37.0,0,0,410.80,0.1,3.1,mississippi
Nick Fitzgerald,SO,QB,13,361,196,54.3,2423,6.7,21,10,124.33,27.8,186.4,mississippi_state
Damian Williams,JR,QB,5,47,31,66.0,272,5.8,2,0,128.61,9.4,54.4,mississippi_state
Fred Ross,SR,WR,13,2,2,100.0,26,13.0,1,0,374.20,0.2,2.0,mississippi_state
Nick Tiano,FR,QB,5,1,1,100.0,5,5.0,0,0,142.00,0.2,1.0,mississippi_state
Drew Lock,SO,QB,12,434,237,54.6,3399,7.8,23,10,133.28,36.2,283.3,missouri
Marvin Zanders,SO,QB,8,12,10,83.3,114,9.5,1,0,190.63,1.5,14.3,missouri
Eric Laurent,SR,WR,12,1,1,100.0,21,21.0,1,0,606.40,0.1,1.8,missouri
