name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name
Dominique Johnson,SO,RB,13,7,71,10.14,1,0.5,5.5,arkansas
Jaquayln Crawford,JR,WR,7,3,27,9.00,0,0.4,3.9,arkansas
Hudson Henry,SO,TE,10,4,27,6.75,0,0.4,2.7,arkansas
Trelon Smith,SR,RB,13,4,21,5.25,0,0.3,1.6,arkansas
John David White,SO,WR,4,1,19,19.00,0,0.3,4.8,arkansas
Bryce Stephens,FR,WR,5,3,5,1.67,0,0.6,1.0,arkansas
Corey Rucker,FR,WR,12,59,826,14.00,9,4.9,68.8,arkansas_state
Te'Vailance Hunt,JR,WR,11,51,740,14.51,6,4.6,67.3,arkansas_state
Jeff Foreman,SO,WR,12,31,556,17.94,2,2.6,46.3,arkansas_state
Dahu Green,SR,WR,10,19,296,15.58,3,1.9,29.6,arkansas_state
Lincoln Pare,FR,RB,12,27,283,10.48,2,2.3,23.6,arkansas_state
Adam Jones,FR,WR,10,14,194,13.86,1,1.4,19.4,arkansas_state
Emmanual Stevenson,FR,TE,10,22,193,8.77,2,2.2,19.3,arkansas_state
Reagan Ealy,FR,WR,11,11,136,12.36,0,1.0,12.4,arkansas_state
Alan Lamar,SR,RB,12,22,119,5.41,0,1.8,9.9,arkansas_state
Jack Combs,JR,WR,8,9,104,11.56,0,1.1,13.0,arkansas_state
Seydou Traore,FR,TE,11,12,97,8.08,0,1.1,8.8,arkansas_state
Johnnie Lang,JR,RB,12,17,93,5.47,0,1.4,7.8,arkansas_state
Akeem Hayes,FR,WR,3,5,56,11.20,1,1.7,18.7,arkansas_state
Ross Painter,SR,TE,8,1,20,20.00,1,0.1,2.5,arkansas_state
Reed Tyler,JR,TE,10,4,19,4.75,0,0.4,1.9,arkansas_state
Omari Walker,FR,WR,3,1,17,17.00,0,0.3,5.7,arkansas_state
David Clayton,FR,WR,7,1,12,12.00,0,0.1,1.7,arkansas_state
Khyheem Waleed,FR,WR,6,1,7,7.00,0,0.2,1.2,arkansas_state
Marcel Murray,JR,RB,4,3,-1,-0.33,0,0.8,-0.3,arkansas_state
Isaiah Alston,SO,WR,12,22,449,20.41,3,1.8,37.4,army
Tyrell Robinson,SO,RB,13,12,340,28.33,3,0.9,26.2,army
Braheam Murphy,JR,RB,13,5,114,22.80,3,0.4,8.8,army
Brandon Walters,SR,RB,13,5,89,17.80,1,0.4,6.8,army
Cole Caterbone,JR,WR,13,5,45,9.00,0,0.4,3.5,army
A.J. Howard,SR,RB,13,2,40,20.00,0,0.2,3.1,army
Ryan Jackovic,JR,WR,8,1,37,37.00,0,0.1,4.6,army
Joshua Lingenfelter,SO,TE,11,1,31,31.00,0,0.1,2.8,army
Sean Eckert,SR,WR,3,1,26,26.00,0,0.3,8.7,army
Ay'Jaun Marshall,SO,RB,5,1,22,22.00,1,0.2,4.4,army
Reikan Donaldson,JR,WR,10,2,15,7.50,0,0.2,1.5,army
Michael Roberts,SR,WR,10,2,13,6.50,0,0.2,1.3,army
Cade Barnard,SR,RB,13,1,12,12.00,0,0.1,0.9,army
Kobe Hudson,SO,WR,12,44,580,13.18,4,3.7,48.3,auburn
Shedrick Jackson,SR,WR,13,40,527,13.18,1,3.1,40.5,auburn
Demetris Robertson,SR,WR,12,37,489,13.22,4,3.1,40.8,auburn
John Samuel Shenker,SR,TE,13,33,413,12.52,0,2.5,31.8,auburn
Ja'Varrius Johnson,SO,WR,12,19,274,14.42,2,1.6,22.8,auburn
Tank Bigsby,SO,RB,13,21,184,8.76,0,1.6,14.2,auburn
Shaun Shivers,SR,RB,10,22,163,7.41,1,2.2,16.3,auburn
Tyler Fromm,SO,TE,13,8,93,11.63,1,0.6,7.2,auburn
Malcolm Johnson Jr.,SO,WR,11,6,82,13.67,1,0.5,7.5,auburn
Luke Deal,SO,TE,13,9,65,7.22,1,0.7,5.0,auburn
Jarquez Hunter,FR,RB,13,12,61,5.08,1,0.9,4.7,auburn
Landen King,FR,TE,8,5,59,11.80,1,0.6,7.4,auburn
Ze'Vian Capers,SO,WR,10,6,54,9.00,0,0.6,5.4,auburn
Elijah Canion,SO,WR,4,4,46,11.50,0,1.0,11.5,auburn
Caylin Newton,SR,WR,12,1,31,31.00,0,0.1,2.6,auburn
Jayshon Jackson,JR,WR,13,69,829,12.01,5,5.3,63.8,ball_state
Justin Hall,SR,WR,11,61,613,10.05,5,5.5,55.7,ball_state
Yo'Heinz Tyler,SR,WR,13,49,482,9.84,6,3.8,37.1,ball_state
Carson Steele,FR,RB,13,12,157,13.08,1,0.9,12.1,ball_state
Will Jones,SR,RB,13,16,125,7.81,0,1.2,9.6,ball_state
Jalen McGaughy,SO,WR,11,3,124,41.33,1,0.3,11.3,ball_state
Trevor Hohlt,SR,WR,13,13,120,9.23,0,1.0,9.2,ball_state
Cody Rudy,SR,FB,13,16,93,5.81,0,1.2,7.2,ball_state
Jordan Williams,SR,TE,13,10,62,6.20,0,0.8,4.8,ball_state
Dylan Koch,SR,TE,3,2,31,15.50,0,0.7,10.3,ball_state
Hassan Littles,SR,WR,11,6,31,5.17,0,0.5,2.8,ball_state
Chevalier Brenson,FR,WR,3,2,21,10.50,0,0.7,7.0,ball_state
Donny Marcus,SO,RB,9,3,10,3.33,0,0.3,1.1,ball_state
Ryan Lezon,FR,TE,13,1,6,6.00,0,0.1,0.5,ball_state
Dean Tate,JR,WR,3,1,4,4.00,0,0.3,1.3,ball_state
Porter Haught,SO,OL,11,1,3,3.00,0,0.1,0.3,ball_state
Isaiah Dunnuck,JR,TE,6,1,0,0.00,0,0.2,0.0,ball_state
Jaylen Turner,JR,OL,3,1,-7,-7.00,0,0.3,-2.3,ball_state
Tyquan Thornton,SR,WR,14,62,942,15.19,10,4.4,67.3,baylor
R.J. Sneed,SR,WR,14,46,573,12.46,2,3.3,40.9,baylor
Drew Estrada,SR,WR,12,30,367,12.23,1,2.5,30.6,baylor
Ben Sims,JR,TE,14,31,361,11.65,6,2.2,25.8,baylor
Trestan Ebner,SR,RB,14,28,284,10.14,2,2.0,20.3,baylor
Drake Dabney,SO,TE,14,10,91,9.10,2,0.7,6.5,baylor
Josh Fleeks,SR,WR,9,7,89,12.71,0,0.8,9.9,baylor
Abram Smith,SR,RB,14,13,75,5.77,0,0.9,5.4,baylor
Gavin Yates,FR,TE,12,4,35,8.75,0,0.3,2.9,baylor
Hal Presley,FR,WR,8,1,15,15.00,0,0.1,1.9,baylor
Monaray Baldwin,FR,WR,8,1,7,7.00,0,0.1,0.9,baylor
Jaylen Ellis,SO,WR,1,1,3,3.00,0,1.0,3.0,baylor
Dillon Doyle,JR,LB,14,1,2,2.00,1,0.1,0.1,baylor
Grant Miller,SR,OL,14,1,-2,-2.00,0,0.1,-0.1,baylor
Gerry Bohanon,JR,QB,12,1,-5,-5.00,0,0.1,-0.4,baylor
Khalil Shakir,SR,WR,12,77,1117,14.51,7,6.4,93.1,boise_state
Stefan Cobbs,JR,WR,8,34,421,12.38,5,4.3,52.6,boise_state
Octavius Evans,SR,WR,10,34,409,12.03,2,3.4,40.9,boise_state
Cyrus Habibi-Likio,SR,RB,11,23,213,9.26,0,2.1,19.4,boise_state
George Holani,SO,RB,9,14,169,12.07,0,1.6,18.8,boise_state
Davis Koetter,SR,WR,11,14,160,11.43,1,1.3,14.5,boise_state
Billy Bowens,JR,WR,11,12,140,11.67,0,1.1,12.7,boise_state
Tyneil Hopper,JR,TE,12,7,132,18.86,2,0.6,11.0,boise_state
Kurt Rafdal,SR,TE,12,8,95,11.88,1,0.7,7.9,boise_state
Riley Smith,JR,TE,11,8,87,10.88,1,0.7,7.9,boise_state
CT Thomas,SR,WR,6,10,85,8.50,0,1.7,14.2,boise_state
Latrell Caples,FR,WR,6,4,56,14.00,0,0.7,9.3,boise_state
Andrew Van Buren,SR,RB,12,7,28,4.00,0,0.6,2.3,boise_state
Tyler Eiguren,SO,TE,8,1,13,13.00,0,0.1,1.6,boise_state
Scott Matlock,JR,DT,12,1,3,3.00,1,0.1,0.3,boise_state
Zay Flowers,JR,WR,12,44,746,16.95,5,3.7,62.2,boston_college
Trae Barry,SR,TE,10,21,362,17.24,4,2.1,36.2,boston_college
Jaelen Gill,JR,WR,9,24,269,11.21,1,2.7,29.9,boston_college
Jaden Williams,FR,WR,12,19,212,11.16,3,1.6,17.7,boston_college
CJ Lewis,SR,WR,8,13,201,15.46,0,1.6,25.1,boston_college
Joey Luchetti,JR,TE,12,13,157,12.08,0,1.1,13.1,boston_college
Travis Levy,SR,RB,12,16,148,9.25,0,1.3,12.3,boston_college
Kobay White,SR,WR,4,1,25,25.00,0,0.3,6.3,boston_college
Spencer Witter,SO,TE,6,5,23,4.60,0,0.8,3.8,boston_college
Pat Garwo III,SO,RB,12,3,19,6.33,0,0.3,1.6,boston_college
Jehlani Galloway,JR,WR,10,3,18,6.00,0,0.3,1.8,boston_college
Taji Johnson,SO,WR,10,1,9,9.00,0,0.1,0.9,boston_college
Jacob Kraft,FR,WR,1,1,7,7.00,0,1.0,7.0,boston_college
Lewis Bond,FR,WR,2,1,6,6.00,0,0.5,3.0,boston_college
Alec Sinkfield,SR,RB,12,1,6,6.00,0,0.1,0.5,boston_college
Xavier Coleman,FR,RB,3,2,5,2.50,0,0.7,1.7,boston_college
Brendan Smith,JR,TE,1,1,4,4.00,0,1.0,4.0,boston_college
Tyrone Broden,SO,WR,11,36,596,16.56,5,3.3,54.2,bowling_green
Austin Osborne,JR,WR,12,64,546,8.53,2,5.3,45.5,bowling_green
Christian Sims,JR,TE,11,41,418,10.20,2,3.7,38.0,bowling_green
Taron Keith,FR,RB,12,26,244,9.38,1,2.2,20.3,bowling_green
Cavon Croom,SR,WR,12,18,200,11.11,0,1.5,16.7,bowling_green
Jhaylin Embry,FR,WR,12,7,164,23.43,0,0.6,13.7,bowling_green
Jamal Johnson,FR,RB,11,15,149,9.93,1,1.4,13.5,bowling_green
Levi Gazarek,FR,TE,12,10,88,8.80,0,0.8,7.3,bowling_green
Jaison Patterson,FR,RB,10,12,76,6.33,0,1.2,7.6,bowling_green
Andrew Bench,SO,TE,11,2,48,24.00,1,0.2,4.4,bowling_green
Jaedyn McKinstry,FR,TE,10,3,22,7.33,0,0.3,2.2,bowling_green
Bryce Boyer,FR,TE,3,1,21,21.00,0,0.3,7.0,bowling_green
Nick Mosley,FR,RB,12,1,4,4.00,0,0.1,0.3,bowling_green
Griffin Little,FR,TE,2,1,2,2.00,0,0.5,1.0,bowling_green
Terion Stewart,FR,RB,9,1,0,0.00,0,0.1,0.0,bowling_green
Quian Williams,SR,WR,12,63,831,13.19,2,5.3,69.3,buffalo
Dominic Johnson,SR,WR,12,34,457,13.44,2,2.8,38.1,buffalo
Jamari Gassett,FR,WR,12,20,270,13.50,1,1.7,22.5,buffalo
"Ron Cook, Jr.",JR,RB,12,24,240,10.00,1,2.0,20.0,buffalo
Tyler Stephens,SO,TE,11,15,157,10.47,1,1.4,14.3,buffalo
Bernard Porter,JR,WR,10,10,143,14.30,0,1.0,14.3,buffalo
Dylan McDuffie,JR,RB,12,14,123,8.79,1,1.2,10.3,buffalo
Jovany Ruiz-Navarro,SR,WR,2,7,109,15.57,1,3.5,54.5,buffalo
Jake Molinich,SR,TE,12,5,60,12.00,1,0.4,5.0,buffalo
Trevor Borland,SO,TE,12,7,59,8.43,1,0.6,4.9,buffalo
Khamran Laborn,FR,WR,11,7,56,8.00,0,0.6,5.1,buffalo
Marlyn Johnson,SO,WR,8,3,44,14.67,1,0.4,5.5,buffalo
"Kevin Marks, Jr.",SR,RB,9,8,25,3.13,0,0.9,2.8,buffalo
Javien Cuff,SO,WR,2,1,9,9.00,0,0.5,4.5,buffalo
Puka Nacua,SO,WR,12,43,805,18.72,6,3.6,67.1,byu
Gunner Romney,JR,WR,10,34,594,17.47,3,3.4,59.4,byu
Neil Pau'u,JR,WR,10,46,526,11.43,6,4.6,52.6,byu
Keanu Hill,FR,WR,13,18,343,19.06,2,1.4,26.4,byu
Samson Nacua,SR,WR,13,21,329,15.67,3,1.6,25.3,byu
Dallin Holker,SO,TE,13,14,200,14.29,1,1.1,15.4,byu
Tyler Allgeier,SO,RB,13,28,199,7.11,0,2.2,15.3,byu
Isaac Rex,FR,TE,12,18,191,10.61,3,1.5,15.9,byu
Masen Wake,SO,FB,11,14,148,10.57,1,1.3,13.5,byu
Chris Jackson,JR,WR,12,4,39,9.75,0,0.3,3.3,byu
Lopini Katoa,JR,RB,13,9,28,3.11,1,0.7,2.2,byu
Baylor Romney,SO,QB,5,1,13,13.00,0,0.2,2.6,byu
Jaren Hall,SO,QB,10,2,13,6.50,0,0.2,1.3,byu
Carter Wheat,FR,TE,4,1,5,5.00,0,0.3,1.3,byu
Trevon Clark,SR,WR,12,33,658,19.94,4,2.8,54.8,california
Kekoa Crawford,SR,WR,11,40,513,12.83,0,3.6,46.6,california
Jeremiah Hunter,SO,WR,9,21,388,18.48,1,2.3,43.1,california
Jake Tonges,SR,TE,12,22,278,12.64,2,1.8,23.2,california
Nikko Remigio,SR,WR,11,38,246,6.47,2,3.5,22.4,california
Christopher Brooks,SR,RB,12,19,131,6.89,3,1.6,10.9,california
Damien Moore,SO,RB,11,13,87,6.69,1,1.2,7.9,california
Marcel Dancy,SR,RB,12,15,82,5.47,0,1.3,6.8,california
Monroe Young,JR,WR,12,4,57,14.25,0,0.3,4.8,california
Gavin Reinwald,SR,TE,12,4,55,13.75,2,0.3,4.6,california
Keleki Latu,FR,TE,10,4,48,12.00,1,0.4,4.8,california
Justin Richard Baker,SO,WR,8,7,44,6.29,0,0.9,5.5,california
Collin Moore,SR,TE,12,8,32,4.00,0,0.7,2.7,california
Elijah Mojarro,SO,TE,10,3,12,4.00,0,0.3,1.2,california
Jermaine Terry II,FR,TE,7,1,11,11.00,0,0.1,1.6,california
DeCarlos Brooks,SO,RB,7,1,7,7.00,0,0.1,1.0,california
Chris Street,SO,RB,10,1,4,4.00,0,0.1,0.4,california
Mason Mangum,SO,WR,2,1,0,0.00,0,0.5,0.0,california
Kalil Pimpleton,JR,WR,13,62,860,13.87,4,4.8,66.2,central_michigan
Dallas Dixon,JR,WR,13,45,701,15.58,8,3.5,53.9,central_michigan
JaCorey Sullivan,SR,WR,11,49,687,14.02,10,4.5,62.5,central_michigan
Joel Wilson,SO,TE,13,31,367,11.84,6,2.4,28.2,central_michigan
Lew Nichols III,FR,RB,13,40,338,8.45,2,3.1,26.0,central_michigan
Remi Simmons,SR,WR,12,16,213,13.31,0,1.3,17.8,central_michigan
Marion Lukes,FR,RB,13,9,64,7.11,0,0.7,4.9,central_michigan
Myles Bailey,FR,RB,11,5,46,9.20,0,0.5,4.2,central_michigan
Darius Bracy,JR,RB,8,4,37,9.25,0,0.5,4.6,central_michigan
Hunter Buczkowski,SR,TE,11,4,36,9.00,1,0.4,3.3,central_michigan
Levar Gumms,JR,WR,10,4,32,8.00,0,0.4,3.2,central_michigan
Ke'Andre Collins,FR,WR,1,1,7,7.00,0,1.0,7.0,central_michigan
Kenny Brewer III,FR,WR,12,1,6,6.00,0,0.1,0.5,central_michigan
Jake Tafelski,FR,RB,3,1,5,5.00,0,0.3,1.7,central_michigan
De'Javion Stepney,FR,RB,4,1,1,1.00,0,0.3,0.3,central_michigan
Grant DuBose,SO,WR,12,62,892,14.39,6,5.2,74.3,charlotte
Victor Tucker,SR,WR,11,51,639,12.53,2,4.6,58.1,charlotte
Elijah Spencer,FR,WR,12,28,381,13.61,6,2.3,31.8,charlotte
Shadrick Byrd,SO,RB,12,20,248,12.40,2,1.7,20.7,charlotte
Keith Pearson,SR,WR,12,13,227,17.46,3,1.1,18.9,charlotte
Calvin Camp,SR,RB,12,15,130,8.67,1,1.3,10.8,charlotte
Taylor Thompson,FR,TE,7,18,127,7.06,1,2.6,18.1,charlotte
Cameron Dollar,SR,WR,11,7,97,13.86,2,0.6,8.8,charlotte
Jairus Mack,FR,WR,10,7,88,12.57,1,0.7,8.8,charlotte
Ryan Carriere,SR,TE,12,8,84,10.50,1,0.7,7.0,charlotte
ChaVon McEachern,FR,RB,10,8,57,7.13,1,0.8,5.7,charlotte
Bryce Kennon,FR,TE,11,4,35,8.75,0,0.4,3.2,charlotte
Jake Clemons,FR,TE,11,4,33,8.25,1,0.4,3.0,charlotte
Dom Shoffner,SR,QB,1,1,8,8.00,0,1.0,8.0,charlotte
Colin Weber,FR,TE,4,1,-2,-2.00,0,0.3,-0.5,charlotte
Alec Pierce,SR,WR,14,52,884,17.00,8,3.7,63.1,cincinnati
Tyler Scott,SO,WR,14,30,520,17.33,5,2.1,37.1,cincinnati
Tre Tucker,JR,WR,14,34,426,12.53,2,2.4,30.4,cincinnati
Michael Young Jr.,SR,WR,12,28,353,12.61,2,2.3,29.4,cincinnati
Josh Whyle,JR,TE,14,26,332,12.77,6,1.9,23.7,cincinnati
Leonard Taylor,SR,TE,14,28,268,9.57,4,2.0,19.1,cincinnati
Jerome Ford,JR,RB,13,21,220,10.48,1,1.6,16.9,cincinnati
Jadon Thompson,SO,WR,12,14,208,14.86,0,1.2,17.3,cincinnati
Ryan Montgomery,JR,RB,14,6,42,7.00,1,0.4,3.0,cincinnati
Charles McClelland,JR,RB,13,5,34,6.80,0,0.4,2.6,cincinnati
Jordan Jones,SR,WR,5,4,31,7.75,1,0.8,6.2,cincinnati
Payten Singletary,FR,TE,6,2,22,11.00,1,0.3,3.7,cincinnati
Ethan Wright,SO,RB,13,2,15,7.50,0,0.2,1.2,cincinnati
Desmond Ridder,SR,QB,14,2,8,4.00,1,0.1,0.6,cincinnati
Will Pauling,FR,WR,4,1,6,6.00,0,0.3,1.5,cincinnati
Chris Scott,FR,WR,8,1,6,6.00,0,0.1,0.8,cincinnati
Noah Davis,SR,TE,12,1,2,2.00,1,0.1,0.2,cincinnati
Justyn Ross,JR,WR,10,46,514,11.17,3,4.6,51.4,clemson
Joseph Ngata,JR,WR,9,23,438,19.04,1,2.6,48.7,clemson
Beaux Collins,FR,WR,11,31,407,13.13,3,2.8,37.0,clemson
Dacari Collins,FR,WR,9,16,221,13.81,0,1.8,24.6,clemson
Davis Allen,JR,TE,13,28,208,7.43,3,2.2,16.0,clemson
Kobe Pace,SO,RB,11,12,131,10.92,0,1.1,11.9,clemson
Will Shipley,FR,RB,10,16,116,7.25,0,1.6,11.6,clemson
Ajou Ajou,SO,WR,12,6,73,12.17,0,0.5,6.1,clemson
Jake Briningstool,FR,TE,8,3,67,22.33,1,0.4,8.4,clemson
E.J. Williams,SO,WR,8,9,66,7.33,0,1.1,8.3,clemson
Phil Mafah,FR,RB,9,7,50,7.14,0,0.8,5.6,clemson
Will Brown,SR,WR,11,2,38,19.00,0,0.2,3.5,clemson
Max May,JR,WR,4,1,32,32.00,0,0.3,8.0,clemson
Will Swinney,SR,WR,13,7,27,3.86,0,0.5,2.1,clemson
Frank Ladson Jr.,JR,WR,5,4,19,4.75,0,0.8,3.8,clemson
Troy Stellato,FR,WR,2,2,15,7.50,0,1.0,7.5,clemson
Braden Galloway,SR,TE,6,4,14,3.50,0,0.7,2.3,clemson
Darien Rencher,SR,RB,13,2,8,4.00,0,0.2,0.6,clemson
Sage Ennis,FR,TE,13,1,8,8.00,0,0.1,0.6,clemson
Lyn-J Dixon,SR,RB,3,2,7,3.50,1,0.7,2.3,clemson
Luke Price,SR,TE,7,1,7,7.00,0,0.1,1.0,clemson
Hampton Earle,SO,WR,2,1,6,6.00,0,0.5,3.0,clemson
Will Taylor,FR,QB,5,2,6,3.00,0,0.4,1.2,clemson
Drew Swinney,JR,WR,9,1,4,4.00,0,0.1,0.4,clemson
Michel Dukes,JR,RB,1,1,3,3.00,0,1.0,3.0,clemson
Jaivon Heiligh,SR,WR,13,66,1128,17.09,7,5.1,86.8,coastal_carolina
Isaiah Likely,SR,TE,13,59,912,15.46,12,4.5,70.2,coastal_carolina
Kameron Brown,SR,WR,13,36,605,16.81,5,2.8,46.5,coastal_carolina
Braydon Bennett,FR,RB,13,24,295,12.29,2,1.8,22.7,coastal_carolina
Xavier Gravette,JR,TE,6,5,95,19.00,1,0.8,15.8,coastal_carolina
Tyson Mobley,SO,WR,13,6,82,13.67,2,0.5,6.3,coastal_carolina
Aaron Bedgood,SO,WR,13,5,69,13.80,2,0.4,5.3,coastal_carolina
