name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name
Logan Smothers,SO,QB,5,19,10,52.6,96,5.1,0,0,95.08,3.8,19.2,nebraska
Nate Cox,SR,QB,12,251,133,53.0,1466,5.8,5,5,104.64,20.9,122.2,nevada
Shane Illingworth,SO,QB,6,145,84,57.9,761,5.2,2,3,102.42,24.2,126.8,nevada
Toa Taua,SR,RB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,nevada
Miles Kendrick,SR,QB,8,143,84,58.7,863,6.0,3,7,106.56,17.9,107.9,new_mexico
Justin Holaday,SO,QB,5,59,26,44.1,222,3.8,0,1,72.29,11.8,44.4,new_mexico
CJ Montes,FR,QB,4,51,27,52.9,174,3.4,0,1,77.68,12.8,43.5,new_mexico
Trae Hall,SR,WR,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,new_mexico
Diego Pavia,JR,QB,12,190,101,53.2,1450,7.6,13,6,133.53,15.8,120.8,new_mexico_state
Gavin Frakes,FR,QB,11,110,55,50.0,736,6.7,4,7,105.47,10.0,66.9,new_mexico_state
Weston Eget,SO,QB,4,4,3,75.0,13,3.3,1,0,184.80,1.0,3.3,new_mexico_state
Drake Maye,FR,QB,14,517,342,66.2,4321,8.4,38,7,157.91,36.9,308.6,north_carolina
Jacolby Criswell,SO,QB,4,6,2,33.3,9,1.5,0,0,45.93,1.5,2.3,north_carolina
Kobe Paysour,FR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,north_carolina
Devin Leary,JR,QB,6,193,118,61.1,1265,6.6,11,4,130.85,32.2,210.8,north_carolina_state
Ben Finley,FR,QB,3,123,65,52.8,741,6.0,3,3,106.62,41.0,247.0,north_carolina_state
MJ Morris,FR,QB,5,86,52,60.5,648,7.5,7,1,148.29,17.2,129.6,north_carolina_state
Jack Chambers,SR,QB,9,64,32,50.0,252,3.9,1,0,88.24,7.1,28.0,north_carolina_state
Thayer Thomas,SR,WR,13,2,2,100.0,33,16.5,1,0,403.60,0.2,2.5,north_carolina_state
"Demarcus Jones, II",SO,RB,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,north_carolina_state
Austin Aune,JR,QB,14,411,232,56.4,3547,8.6,33,15,148.14,29.4,253.4,north_texas
Grant Gunnell,SO,QB,2,9,4,44.4,75,8.3,0,1,92.22,4.5,37.5,north_texas
Stone Earle,SO,QB,4,8,5,62.5,45,5.6,1,0,151.00,2.0,11.3,north_texas
Damon Ward,SO,WR,14,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,north_texas
Kaylon Horton,JR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,north_texas
Ethan Hampton,FR,QB,4,122,72,59.0,798,6.5,7,6,123.06,30.5,199.5,northern_illinois
Rocky Lombardi,SR,QB,4,75,50,66.7,645,8.6,5,1,158.24,18.8,161.3,northern_illinois
Nevan Cremascoli,FR,QB,4,102,49,48.0,600,5.9,5,7,99.90,25.5,150.0,northern_illinois
Justin Lynch,SO,QB,9,28,13,46.4,146,5.2,0,0,90.23,3.1,16.2,northern_illinois
Shemar Thornton,SR,WR,10,1,1,100.0,3,3.0,1,0,455.20,0.1,0.3,northern_illinois
Ryan Hilinski,JR,QB,8,258,144,55.8,1644,6.4,6,7,111.58,32.3,205.5,northwestern
Brendan Sullivan,SO,QB,5,96,71,74.0,589,6.1,4,3,132.99,19.2,117.8,northwestern
Cole Freeman,SO,QB,3,45,22,48.9,178,4.0,0,5,59.90,15.0,59.3,northwestern
Jack Lausch,FR,QB,1,8,4,50.0,68,8.5,0,1,96.40,8.0,68.0,northwestern
Carl Richardson,JR,QB,2,9,3,33.3,39,4.3,0,1,47.51,4.5,19.5,northwestern
Malik Washington,SR,WR,12,1,1,100.0,6,6.0,0,0,150.40,0.1,0.5,northwestern
Drew Pyne,SO,QB,11,254,164,64.6,2021,8.0,22,6,155.27,23.1,183.7,notre_dame
Tyler Buchner,SO,QB,3,83,46,55.4,651,7.8,3,5,121.18,27.7,217.0,notre_dame
Davis Sherwood,SO,TE,13,1,1,100.0,20,20.0,0,0,268.00,0.1,1.5,notre_dame
Kurtis Rourke,JR,QB,11,353,244,69.1,3256,9.2,25,4,167.70,32.1,296.0,ohio
CJ Harris,SO,QB,7,97,52,53.6,577,5.9,3,1,111.72,13.9,82.4,ohio
Parker Navarro,JR,QB,2,12,5,41.7,43,3.6,0,0,71.77,6.0,21.5,ohio
Jacoby Jones,JR,WR,14,2,1,50.0,17,8.5,0,0,121.40,0.1,1.2,ohio
C.J. Stroud,JR,QB,13,389,258,66.3,3688,9.5,41,6,177.66,29.9,283.7,ohio_state
Kyle McCord,SO,QB,7,20,16,80.0,190,9.5,1,0,176.30,2.9,27.1,ohio_state
Dillon Gabriel,JR,QB,12,367,230,62.7,3168,8.6,25,6,154.39,30.6,264.0,oklahoma
Davis Beville,JR,QB,5,30,15,50.0,102,3.4,0,1,71.89,6.0,20.4,oklahoma
Brayden Willis,SR,TE,13,1,1,100.0,24,24.0,1,0,631.60,0.1,1.8,oklahoma
Drake Stoops,SR,WR,13,1,1,100.0,13,13.0,0,0,209.20,0.1,1.0,oklahoma
Michael Turk,SR,P,13,3,2,66.7,5,1.7,1,0,190.67,0.2,0.4,oklahoma
Nick Evers,FR,QB,1,1,0,0.0,0,0.0,0,0,0.00,1.0,0.0,oklahoma
Eric Gray,SR,RB,12,2,1,50.0,0,0.0,0,1,-50.00,0.2,0.0,oklahoma
Marcus Major,JR,RB,9,1,1,100.0,-2,-2.0,0,0,83.20,0.1,-0.2,oklahoma
Spencer Sanders,SR,QB,10,368,212,57.6,2642,7.2,17,9,128.27,36.8,264.2,oklahoma_state
Garret Rangel,FR,QB,4,115,59,51.3,711,6.2,4,5,106.02,28.8,177.8,oklahoma_state
Gunnar Gundy,FR,QB,4,39,19,48.7,247,6.3,3,4,106.79,9.8,61.8,oklahoma_state
John Paul Richardson,SO,WR,13,1,1,100.0,32,32.0,0,0,368.80,0.1,2.5,oklahoma_state
Jaden Nixon,FR,RB,13,1,1,100.0,2,2.0,0,0,116.80,0.1,0.2,oklahoma_state
Hayden Wolff,SO,QB,12,413,234,56.7,2908,7.0,18,6,127.27,34.4,242.3,old_dominion
Brendon Clark,SO,QB,2,4,2,50.0,37,9.3,0,1,77.70,2.0,18.5,old_dominion
D.J. Mack Jr.,SR,QB,5,3,1,33.3,21,7.0,1,0,202.13,0.6,4.2,old_dominion
Bo Nix,SR,QB,13,409,294,71.9,3593,8.8,29,7,165.65,31.5,276.4,oregon
Ty Thompson,FR,QB,7,20,11,55.0,72,3.6,0,2,65.24,2.9,10.3,oregon
Bucky Irving,SO,RB,13,2,2,100.0,36,18.0,1,0,416.20,0.2,2.8,oregon
Jay Butterfield,FR,QB,1,1,1,100.0,1,1.0,0,0,108.40,1.0,1.0,oregon
Ben Gulbranson,FR,QB,10,194,121,62.4,1455,7.5,9,5,135.53,19.4,145.5,oregon_state
Chance Nolan,JR,QB,5,111,66,59.5,939,8.5,7,8,136.92,22.2,187.8,oregon_state
Tristan Gebbia,SR,QB,4,11,10,90.9,79,7.2,0,0,151.24,2.8,19.8,oregon_state
Jack Colletto,SR,ILB,12,2,2,100.0,53,26.5,0,0,322.60,0.2,4.4,oregon_state
John Dunmore,SO,WR,13,1,1,100.0,41,41.0,0,0,444.40,0.1,3.2,oregon_state
Tyjon Lindsey,SR,WR,13,2,1,50.0,27,13.5,0,0,163.40,0.2,2.1,oregon_state
Jam Griffin,SO,RB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,oregon_state
Sean Clifford,SR,QB,13,351,226,64.4,2822,8.0,24,7,150.51,27.0,217.1,penn_state
Drew Allar,FR,QB,10,60,35,58.3,344,5.7,4,0,128.49,6.0,34.4,penn_state
KeAndre Lambert-Smith,SO,WR,13,2,2,100.0,73,36.5,1,0,571.60,0.2,5.6,penn_state
Christian Veilleux,FR,QB,3,9,7,77.8,44,4.9,0,0,118.85,3.0,14.7,penn_state
Kedon Slovis,SR,QB,11,315,184,58.4,2391,7.6,10,9,126.94,28.6,217.4,pittsburgh
Nick Patti,SR,QB,3,61,29,47.5,304,5.0,2,1,96.95,20.3,101.3,pittsburgh
Nate Yarnell,FR,QB,2,14,10,71.4,195,13.9,1,0,212.00,7.0,97.5,pittsburgh
Jared Wayne,SR,WR,12,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,pittsburgh
Aidan O'Connell,SR,QB,12,499,320,64.1,3490,7.0,22,13,132.22,41.6,290.8,purdue
Austin Burton,SR,QB,6,56,36,64.3,273,4.9,3,2,115.78,9.3,45.5,purdue
Michael Alaimo,SO,QB,3,18,9,50.0,74,4.1,1,1,91.75,6.0,24.7,purdue
Jack Albers,SR,QB,14,6,2,33.3,32,5.3,0,1,44.80,0.4,2.3,purdue
Abdur-Rahmaan Yaseen,SO,WR,8,1,1,100.0,26,26.0,0,0,318.40,0.1,3.3,purdue
Brady Allen,FR,QB,1,3,1,33.3,8,2.7,0,0,55.73,3.0,8.0,purdue
TJ McMahon,JR,QB,10,266,160,60.2,2102,7.9,18,14,138.33,26.6,210.2,rice
AJ Padgett,FR,QB,3,77,39,50.6,634,8.2,5,1,138.65,25.7,211.3,rice
Shawqi Itraish,FR,QB,5,41,22,53.7,197,4.8,0,4,74.51,8.2,39.4,rice
Wiley Green,JR,QB,2,18,12,66.7,95,5.3,0,1,99.90,9.0,47.5,rice
Evan Simon,SO,QB,9,137,79,57.7,777,5.7,4,6,106.18,15.2,86.3,rutgers
Gavin Wimsatt,SO,QB,8,145,65,44.8,757,5.2,5,7,90.41,18.1,94.6,rutgers
Noah Vedral,SR,QB,4,46,21,45.7,264,5.7,1,1,96.68,11.5,66.0,rutgers
Johnny Langan,SR,TE,12,3,2,66.7,43,14.3,1,0,297.07,0.3,3.6,rutgers
Aron Cruickshank,SR,WR,12,1,1,100.0,6,6.0,0,0,150.40,0.1,0.5,rutgers
Jalen Mayden,SR,QB,13,237,141,59.5,2030,8.6,12,10,139.71,18.2,156.2,san_diego_state
Braxton Burmeister,SR,QB,9,72,36,50.0,263,3.7,2,3,81.53,8.0,29.2,san_diego_state
Kyle Crum,FR,QB,3,17,5,29.4,53,3.1,1,1,63.25,5.7,17.7,san_diego_state
Will Haskell,FR,QB,3,7,3,42.9,12,1.7,0,0,57.26,2.3,4.0,san_diego_state
Liu Aumavae,FR,QB,2,8,1,12.5,2,0.3,0,0,14.60,4.0,1.0,san_diego_state
Jordan Byrd,SR,RB,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,san_diego_state
Chevan Cordeiro,JR,QB,12,427,259,60.7,3251,7.6,23,6,139.58,35.6,270.9,san_jose_state
Elijah Cooks,SR,WR,12,2,1,50.0,19,9.5,0,1,29.80,0.2,1.6,san_jose_state
Walker Eget,SO,QB,3,1,0,0.0,0,0.0,0,0,0.00,0.3,0.0,san_jose_state
Tanner Mordecai,SR,QB,12,443,288,65.0,3524,8.0,33,10,151.90,36.9,293.7,smu
Preston Stone,FR,QB,6,48,28,58.3,388,8.1,2,1,135.81,8.0,64.7,smu
Kevin Jennings,FR,QB,4,22,17,77.3,205,9.3,1,0,170.54,5.5,51.3,smu
Carter Bradley,JR,QB,13,426,276,64.8,3334,7.8,28,12,146.59,32.8,256.5,south_alabama
Desmond Trotter,JR,QB,5,20,15,75.0,144,7.2,0,0,135.48,4.0,28.8,south_alabama
Spencer Rattler,JR,QB,13,396,262,66.2,3012,7.6,18,12,138.99,30.5,231.7,south_carolina
Luke Doty,JR,QB,5,14,10,71.4,146,10.4,2,2,177.60,2.8,29.2,south_carolina
Dakereon Joyner,SR,WR,13,6,5,83.3,115,19.2,1,0,299.33,0.5,8.8,south_carolina
Kai Kroeger,JR,P,13,4,4,100.0,107,26.8,2,0,489.70,0.3,8.2,south_carolina
Gerry Bohanon,JR,QB,7,160,91,56.9,1070,6.7,6,6,117.94,22.9,152.9,south_florida
Katravis Marsh,SO,QB,6,113,58,51.3,827,7.3,7,2,129.71,18.8,137.8,south_florida
Byrum Brown,FR,QB,4,50,36,72.0,404,8.1,5,1,168.87,12.5,101.0,south_florida
Michel Dukes,JR,RB,11,3,3,100.0,14,4.7,0,0,139.20,0.3,1.3,south_florida
Zach Wilcke,FR,QB,8,175,100,57.1,1151,6.6,8,9,117.18,21.9,143.9,southern_mississippi
Trey Lowe,JR,QB,7,119,62,52.1,965,8.1,5,2,130.73,17.0,137.9,southern_mississippi
Ty Keyes,FR,QB,3,17,10,58.8,281,16.5,3,2,232.37,5.7,93.7,southern_mississippi
"Frank Gore, Jr.",SO,RB,13,15,8,53.3,191,12.7,4,0,248.29,1.2,14.7,southern_mississippi
Jake Lange,SO,QB,12,21,11,52.4,110,5.2,0,1,86.86,1.8,9.2,southern_mississippi
Antavious Willis,SO,RB,13,1,1,100.0,2,2.0,0,0,116.80,0.1,0.2,southern_mississippi
Tanner McKee,JR,QB,12,426,264,62.0,2947,6.9,13,8,126.39,35.5,245.6,stanford
Ari Patu,SO,QB,4,9,6,66.7,65,7.2,2,0,200.66,2.3,16.3,stanford
Ashton Daniels,FR,QB,10,6,5,83.3,39,6.5,0,0,137.93,0.6,3.9,stanford
Garrett Shrader,JR,QB,12,317,205,64.7,2640,8.3,17,7,147.91,26.4,220.0,syracuse
Carlos Del Rio-Wilson,FR,QB,7,51,22,43.1,342,6.7,1,2,98.10,7.3,48.9,syracuse
LeQuint Allen,FR,RB,13,2,1,50.0,33,16.5,1,0,353.60,0.2,2.5,syracuse
Max Duggan,SR,QB,15,419,267,63.7,3698,8.8,32,8,159.24,27.9,246.5,tcu
Chandler Morris,FR,QB,4,27,18,66.7,145,5.4,1,0,124.00,6.8,36.3,tcu
Sam Jackson,FR,QB,4,5,5,100.0,63,12.6,0,0,205.84,1.3,15.8,tcu
Taye Barber,SR,WR,15,1,1,100.0,18,18.0,0,0,251.20,0.1,1.2,tcu
Josh Hoover,FR,QB,1,1,1,100.0,2,2.0,0,0,116.80,1.0,2.0,tcu
E.J. Warner,FR,QB,11,443,268,60.5,3028,6.8,18,12,125.90,40.3,275.3,temple
D'Wan Mathis,SO,QB,9,30,14,46.7,125,4.2,0,0,81.67,3.3,13.9,temple
Quincy Patterson,JR,QB,6,11,6,54.5,64,5.8,0,0,103.42,1.8,10.7,temple
Hendon Hooker,SR,QB,11,329,229,69.6,3135,9.5,27,2,175.51,29.9,285.0,tennessee
Joe Milton III,SR,QB,9,82,53,64.6,971,11.8,10,0,204.33,9.1,107.9,tennessee
Princeton Fant,SR,TE,13,1,1,100.0,66,66.0,1,0,984.40,0.1,5.1,tennessee
Tayven Jackson,FR,QB,3,4,3,75.0,37,9.3,0,0,152.70,1.3,12.3,tennessee
Gaston Moore,SO,QB,3,5,4,80.0,30,6.0,0,1,90.40,1.7,10.0,tennessee
Quinn Ewers,FR,QB,10,296,172,58.1,2177,7.4,15,6,132.56,29.6,217.7,texas
Hudson Card,SO,QB,12,108,75,69.4,928,8.6,6,1,158.10,9.0,77.3,texas
Xavier Worthy,SO,WR,13,1,1,100.0,33,33.0,1,0,707.20,0.1,2.5,texas
Haynes King,SO,QB,6,187,104,55.6,1220,6.5,7,6,116.35,31.2,203.3,texas_a&m
Conner Weigman,FR,QB,5,132,73,55.3,896,6.8,8,0,132.32,26.4,179.2,texas_a&m
Max Johnson,JR,QB,4,71,43,60.6,517,7.3,3,0,135.67,17.8,129.3,texas_a&m
Layne Hatcher,JR,QB,12,442,275,62.2,2653,6.0,19,10,122.31,36.8,221.1,texas_state
Rontavius Groves,SR,WR,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,texas_state
Donovan Smith,SO,QB,12,221,146,66.1,1505,6.8,12,8,133.94,18.4,125.4,texas_tech
Tyler Shough,SR,QB,7,177,106,59.9,1304,7.4,7,4,130.30,25.3,186.3,texas_tech
Behren Morton,FR,QB,9,169,96,56.8,1117,6.6,7,6,118.90,18.8,124.1,texas_tech
Myles Price,JR,WR,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,texas_tech
Dequan Finn,SO,QB,12,315,188,59.7,2260,7.2,23,12,136.43,26.3,188.3,toledo
Tucker Gleason,FR,QB,9,122,58,47.5,884,7.2,8,3,125.13,13.6,98.2,toledo
Gunnar Watson,JR,QB,13,335,206,61.5,2818,8.4,14,12,138.78,25.8,216.8,troy
Jarret Doege,SR,QB,7,64,44,68.8,575,9.0,5,3,160.62,9.1,82.1,troy
Tez Johnson,SO,WR,13,2,1,50.0,7,3.5,1,0,244.40,0.2,0.5,troy
Michael Pratt,JR,QB,13,338,215,63.6,3010,8.9,27,5,161.81,26.0,231.5,tulane
Kai Horton,FR,QB,4,23,13,56.5,165,7.2,3,0,159.82,5.8,41.3,tulane
Justin Ibieta,FR,QB,4,16,13,81.3,138,8.6,0,0,153.70,4.0,34.5,tulane
Davis Brin,SR,QB,9,250,148,59.2,2138,8.6,17,8,147.08,27.8,237.6,tulsa
Braylon Braxton,FR,QB,9,163,92,56.4,1133,7.0,10,2,132.63,18.1,125.9,tulsa
Roman Fuller,SO,QB,1,1,1,100.0,7,7.0,0,0,158.80,1.0,7.0,tulsa
Dylan Hopkins,JR,QB,11,215,136,63.3,1913,8.9,10,4,149.63,19.5,173.9,uab
Jacob Zeno,JR,QB,9,102,58,56.9,721,7.1,5,3,126.54,11.3,80.1,uab
Ryan Davis,JR,WR,5,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,uab
John Rhys Plumlee,SR,QB,13,346,218,63.0,2586,7.5,14,8,134.52,26.6,198.9,ucf
Mikey Keene,SO,QB,4,83,60,72.3,647,7.8,6,1,159.22,20.8,161.8,ucf
Thomas Castellanos,FR,QB,6,16,9,56.3,75,4.7,0,0,95.63,2.7,12.5,ucf
RJ Harvey,JR,RB,13,2,2,100.0,65,32.5,1,0,538.00,0.2,5.0,ucf
Isaiah Bowser,SR,RB,14,2,2,100.0,4,2.0,1,0,281.80,0.1,0.3,ucf
Ryan O'Keefe,SR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,ucf
Dorian Thompson-Robinson,SR,QB,13,382,266,69.6,3169,8.3,27,10,157.40,29.4,243.8,ucla
Ethan Garbers,SO,QB,6,37,26,70.3,294,7.9,2,2,144.05,6.2,49.0,ucla
Chase Griffin,SR,QB,2,1,0,0.0,0,0.0,0,0,0.00,0.5,0.0,ucla
Doug Brumfield,SO,QB,10,254,164,64.6,1898,7.5,10,5,136.38,25.4,189.8,unlv
Cameron Friel,SO,QB,4,49,33,67.3,364,7.4,3,1,145.87,12.3,91.0,unlv
Harrison Bailey,SO,QB,6,58,30,51.7,318,5.5,2,1,105.71,9.7,53.0,unlv
Caleb Williams,SO,QB,14,500,333,66.6,4537,9.1,42,5,168.54,35.7,324.1,usc
Miller Moss,FR,QB,5,14,12,85.7,159,11.4,1,0,204.68,2.8,31.8,usc
Cameron Rising,JR,QB,13,385,249,64.7,3034,7.9,26,8,149.00,29.6,233.4,utah
Bryson Barnes,SO,QB,10,57,37,64.9,430,7.5,4,2,144.42,5.7,43.0,utah
Nate Johnson,FR,QB,4,1,1,100.0,16,16.0,1,0,564.40,0.3,4.0,utah
Devaughn Vele,SO,WR,14,1,1,100.0,9,9.0,0,0,175.60,0.1,0.6,utah
Cooper Legas,JR,QB,10,221,135,61.1,1499,6.8,11,10,125.44,22.1,149.9,utah_state
Logan Bonner,SR,QB,4,110,62,56.4,753,6.8,6,8,117.31,27.5,188.3,utah_state
Bishop Davenport,FR,QB,3,44,27,61.4,245,5.6,1,2,106.54,14.7,81.7,utah_state
Levi Williams,SO,QB,6,17,5,29.4,28,1.6,0,1,31.48,2.8,4.7,utah_state
Stephen Kotsanlee,JR,P,13,1,1,100.0,12,12.0,0,0,200.80,0.1,0.9,utah_state
Terrell Vaughn,JR,WR,13,2,0,0.0,0,0.0,0,0,0.00,0.2,0.0,utah_state
Brian Cobbs,SR,WR,13,2,0,0.0,0,0.0,0,0,0.00,0.2,0.0,utah_state
Gavin Hardison,JR,QB,10,316,165,52.2,2063,6.5,11,8,113.49,31.6,206.3,utep
Calvin Brownholtz,JR,QB,10,62,36,58.1,493,8.0,4,4,133.26,6.2,49.3,utep
Tyrin Smith,SO,WR,12,1,1,100.0,56,56.0,0,0,570.40,0.1,4.7,utep
Frank Harris,SR,QB,14,471,328,69.6,4063,8.6,32,9,160.70,33.6,290.2,utsa
Eddie Lee Marburger,FR,QB,7,25,10,40.0,100,4.0,1,0,86.80,3.6,14.3,utsa
Brenden Brady,SR,RB,12,1,1,100.0,35,35.0,1,0,724.00,0.1,2.9,utsa
Joshua Cephus,SR,WR,13,2,2,100.0,12,6.0,0,0,150.40,0.2,0.9,utsa
Cam Peters,SO,QB,2,1,0,0.0,0,0.0,0,0,0.00,0.5,0.0,utsa
Zakhari Franklin,SR,WR,14,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,utsa
AJ Swann,FR,QB,9,198,115,58.1,1274,6.4,10,2,126.78,22.0,141.6,vanderbilt
Mike Wright,JR,QB,10,148,85,57.4,974,6.6,12,4,134.06,14.8,97.4,vanderbilt
Brennan Armstrong,SR,QB,10,339,185,54.6,2210,6.5,7,12,109.06,33.9,221.0,virginia
Jay Woolfolk,SO,QB,4,2,0,0.0,0,0.0,0,0,0.00,0.5,0.0,virginia
Keytaon Thompson,SR,WR,8,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,virginia
Grant Wells,JR,QB,11,332,196,59.0,2171,6.5,9,9,117.50,30.2,197.4,virginia_tech
Jason Brown,SR,QB,3,13,7,53.8,65,5.0,0,0,95.85,4.3,21.7,virginia_tech
Chance Black,FR,RB,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,virginia_tech
Sam Hartman,JR,QB,12,428,270,63.1,3701,8.6,38,12,159.40,35.7,308.4,wake_forest
Mitch Griffis,FR,QB,6,41,29,70.7,348,8.5,5,1,177.39,6.8,58.0,wake_forest
Michael Kern,SO,QB,2,4,3,75.0,6,1.5,0,0,87.60,2.0,3.0,wake_forest
Michael Penix Jr.,JR,QB,13,554,362,65.3,4641,8.4,31,8,151.29,42.6,357.0,washington
Dylan Morris,SO,QB,7,16,9,56.3,142,8.9,1,1,138.93,2.3,20.3,washington
Sam Huard,FR,QB,1,2,2,100.0,24,12.0,0,0,200.80,2.0,24.0,washington
Cameron Ward,SO,QB,13,497,320,64.4,3231,6.5,23,9,130.65,38.2,248.5,washington_state
Nick Haberer,SO,P,13,1,1,100.0,36,36.0,0,0,402.40,0.1,2.8,washington_state
John Mateer,FR,QB,1,2,2,100.0,32,16.0,1,0,399.40,2.0,32.0,washington_state
JT Daniels,JR,QB,10,327,200,61.2,2107,6.4,13,9,122.90,32.7,210.7,west_virginia
Garrett Greene,SO,QB,9,78,43,55.1,493,6.3,5,3,121.69,8.7,54.8,west_virginia
Nicco Marchiol,FR,QB,2,13,4,30.8,61,4.7,1,0,95.56,6.5,30.5,west_virginia
Will Crowder,FR,QB,2,6,6,100.0,57,9.5,1,0,234.80,3.0,28.5,west_virginia
Sam James,JR,WR,12,1,1,100.0,12,12.0,0,0,200.80,0.1,1.0,west_virginia
Austin Reed,SR,QB,14,603,389,64.5,4744,7.9,40,11,148.83,43.1,338.9,western_kentucky
Darius Ocean,FR,QB,5,12,7,58.3,135,11.3,2,1,191.16,2.4,27.0,western_kentucky
Caden Veltkamp,FR,QB,1,4,4,100.0,25,6.3,0,0,152.50,4.0,25.0,western_kentucky
Dalvin Smith,SO,WR,14,2,1,50.0,25,12.5,1,0,320.00,0.1,1.8,western_kentucky
Jack Salopek,FR,QB,7,212,104,49.1,1285,6.1,7,11,100.49,30.3,183.6,western_michigan
Treyson Bourguet,FR,QB,4,109,54,49.5,601,5.5,2,1,100.09,27.3,150.3,western_michigan
Mareyohn Hrabowski,FR,QB,6,8,4,50.0,56,7.0,0,0,108.80,1.3,9.3,western_michigan
Anthony Sambucci,SO,WR,11,1,1,100.0,31,31.0,1,0,690.40,0.1,2.8,western_michigan
Stone Hollenbach,SO,QB,1,5,4,80.0,15,3.0,0,1,65.20,5.0,15.0,western_michigan
Graham Mertz,JR,QB,12,286,164,57.3,2136,7.5,19,10,135.01,23.8,178.0,wisconsin
Chase Wolf,SR,QB,3,32,18,56.3,137,4.3,1,1,96.27,10.7,45.7,wisconsin
Myles Burkett,FR,QB,2,5,4,80.0,84,16.8,0,0,221.12,2.5,42.0,wisconsin
Braelon Allen,SO,RB,12,3,2,66.7,33,11.0,1,0,269.07,0.3,2.8,wisconsin
Andrew Peasley,JR,QB,12,275,144,52.4,1574,5.7,10,9,105.89,22.9,131.2,wyoming
Jayden Clemons,SO,QB,5,29,12,41.4,145,5.0,1,3,74.07,5.8,29.0,wyoming
