name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name
James Blackman,SR,QB,11,347,223,64.3,2471,7.1,14,3,135.68,31.5,224.6,arkansas_state
AJ Mayer,JR,QB,9,39,19,48.7,214,5.5,2,1,106.60,4.3,23.8,arkansas_state
Jaxon Dailey,FR,QB,3,10,5,50.0,34,3.4,0,1,58.56,3.3,11.3,arkansas_state
Cade Ballard,SR,QB,10,46,20,43.5,363,7.9,2,2,115.41,4.6,36.3,army
Tyhier Tyler,SR,QB,11,18,8,44.4,301,16.7,2,1,210.46,1.6,27.4,army
Jemel Jones,SR,QB,8,38,13,34.2,250,6.6,1,1,92.90,4.8,31.3,army
Tyrell Robinson,SO,RB,5,1,1,100.0,6,6.0,0,0,150.40,0.2,1.2,army
Bryson Daily,SO,QB,5,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,army
Robby Ashford,FR,QB,12,250,123,49.2,1613,6.5,7,7,107.04,20.8,134.4,auburn
T.J. Finley,JR,QB,4,53,33,62.3,431,8.1,1,4,121.71,13.3,107.8,auburn
Jarquez Hunter,SO,RB,12,1,1,100.0,20,20.0,1,0,598.00,0.1,1.7,auburn
Holden Geriner,FR,QB,1,3,2,66.7,8,2.7,0,0,89.07,3.0,8.0,auburn
Koy Moore,SO,WR,12,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,auburn
John Paddock,JR,QB,12,481,287,59.7,2713,5.6,18,14,113.58,40.1,226.1,ball_state
Kiael Kelly,FR,QB,1,1,1,100.0,23,23.0,0,0,293.20,1.0,23.0,ball_state
Blake Shapen,SO,QB,13,368,233,63.3,2790,7.6,18,10,137.72,28.3,214.6,baylor
Kyron Drones,FR,QB,5,23,14,60.9,219,9.5,1,1,146.50,4.6,43.8,baylor
Jordan Nabors,FR,WR,9,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,baylor
Taylen Green,FR,QB,13,272,166,61.0,2042,7.5,14,6,136.67,20.9,157.1,boise_state
Hank Bachmeier,SR,QB,4,94,51,54.3,497,5.3,6,3,113.35,23.5,124.3,boise_state
Sam Vidlak,FR,QB,3,14,9,64.3,86,6.1,0,0,115.89,4.7,28.7,boise_state
Maddux Madsen,FR,QB,1,4,3,75.0,43,10.8,0,0,165.30,4.0,43.0,boise_state
Phil Jurkovec,SR,QB,8,247,147,59.5,1711,6.9,11,8,125.91,30.9,213.9,boston_college
Emmett Morehead,FR,QB,10,192,115,59.9,1254,6.5,10,6,125.70,19.2,125.4,boston_college
Matt McDonald,SR,QB,12,379,232,61.2,2639,7.0,22,9,134.11,31.6,219.9,bowling_green
Camden Orth,JR,QB,10,57,34,59.6,378,6.6,3,2,125.71,5.7,37.8,bowling_green
CJ Lewis,SR,WR,12,2,1,50.0,15,7.5,0,0,113.00,0.2,1.3,bowling_green
Harold Fannin Jr.,FR,TE,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,bowling_green
Cole Snyder,JR,QB,13,461,271,58.8,3030,6.6,18,8,123.42,35.5,233.1,buffalo
Quian Williams,SR,WR,13,1,1,100.0,15,15.0,0,0,226.00,0.1,1.2,buffalo
"Ron Cook, Jr.",SR,RB,10,1,1,100.0,14,14.0,0,0,217.60,0.1,1.4,buffalo
Jaren Hall,JR,QB,12,376,248,66.0,3171,8.4,31,6,160.83,31.3,264.3,byu
Sol-Jay Maiava-Peters,FR,QB,1,12,7,58.3,47,3.9,0,1,74.56,12.0,47.0,byu
Chase Roberts,FR,WR,11,1,1,100.0,22,22.0,1,0,614.80,0.1,2.0,byu
Keanu Hill,SO,WR,13,1,1,100.0,6,6.0,0,0,150.40,0.1,0.5,byu
Jacob Conover,FR,QB,3,1,0,0.0,0,0.0,0,0,0.00,0.3,0.0,byu
Jack Plummer,SR,QB,12,451,282,62.5,3095,6.9,21,9,131.55,37.6,257.9,california
Kai Millner,FR,QB,3,15,9,60.0,121,8.1,2,0,171.76,5.0,40.3,california
Daniel Richardson,SO,QB,12,318,179,56.3,1988,6.3,15,5,121.24,26.5,165.7,central_michigan
Jase Bauer,FR,QB,6,59,35,59.3,435,7.4,1,5,109.89,9.8,72.5,central_michigan
Bert Emanuel Jr.,FR,QB,4,8,4,50.0,54,6.8,0,0,106.70,2.0,13.5,central_michigan
Luke Elzinga,SO,P,12,1,1,100.0,20,20.0,0,0,268.00,0.1,1.7,central_michigan
Chris Reynolds,SR,QB,10,316,201,63.6,2540,8.0,22,11,147.14,31.6,254.0,charlotte
Xavier Williams,FR,QB,6,67,34,50.7,420,6.3,2,2,107.29,11.2,70.0,charlotte
James Foster,JR,QB,6,28,12,42.9,170,6.1,2,1,110.29,4.7,28.3,charlotte
Trexler Ivey,SO,QB,1,16,9,56.3,101,6.3,1,0,129.91,16.0,101.0,charlotte
Bailey Rice,SO,P,12,1,1,100.0,21,21.0,0,0,276.40,0.1,1.8,charlotte
Grant DuBose,JR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,charlotte
Ben Bryant,SR,QB,11,348,213,61.2,2732,7.9,21,7,143.05,31.6,248.4,cincinnati
Evan Prater,SO,QB,9,66,35,53.0,423,6.4,1,1,108.84,7.3,47.0,cincinnati
DJ Uiagalelei,JR,QB,13,370,229,61.9,2521,6.8,22,7,134.97,28.5,193.9,clemson
Cade Klubnik,FR,QB,10,100,61,61.0,697,7.0,2,3,120.15,10.0,69.7,clemson
Phil Mafah,SO,RB,14,1,1,100.0,19,19.0,0,0,259.60,0.1,1.4,clemson
Hunter Johnson,SR,QB,2,6,6,100.0,10,1.7,0,0,114.00,3.0,5.0,clemson
Antonio Williams,FR,WR,14,1,1,100.0,6,6.0,0,0,150.40,0.1,0.4,clemson
Davis Allen,SR,TE,14,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,clemson
Grayson McCall,JR,QB,11,297,207,69.7,2700,9.1,24,2,171.38,27.0,245.5,coastal_carolina
Jarrett Guest,JR,QB,7,54,25,46.3,438,8.1,2,4,111.84,7.7,62.6,coastal_carolina
Bryce Carpenter,SR,QB,11,6,4,66.7,53,8.8,1,0,195.87,0.5,4.8,coastal_carolina
Bryce Archie,FR,QB,2,4,1,25.0,9,2.3,0,0,43.90,2.0,4.5,coastal_carolina
J.T. Shrout,SO,QB,9,203,90,44.3,1220,6.0,7,8,98.32,22.6,135.6,colorado
Owen McCown,FR,QB,4,100,57,57.0,600,6.0,2,2,110.00,25.0,150.0,colorado
Maddox Kopp,FR,QB,2,28,15,53.6,123,4.4,1,0,102.25,14.0,61.5,colorado
Brendon Lewis,SO,QB,2,24,15,62.5,92,3.8,0,0,94.70,12.0,46.0,colorado
Jordyn Tyson,FR,WR,9,1,1,100.0,37,37.0,0,0,410.80,0.1,4.1,colorado
Drew Carter,SO,QB,3,4,1,25.0,3,0.8,0,0,31.30,1.3,1.0,colorado
Clay Millen,FR,QB,10,234,169,72.2,1910,8.2,10,6,149.75,23.4,191.0,colorado_state
Brayden Fowler-Nicolosi,FR,QB,3,37,17,45.9,194,5.2,1,2,88.10,12.3,64.7,colorado_state
Giles Pooler,FR,QB,2,32,11,34.4,144,4.5,0,1,65.93,16.0,72.0,colorado_state
Jackson Stratton,FR,QB,4,17,4,23.5,78,4.6,1,2,57.95,4.3,19.5,colorado_state
Tory Horton,JR,WR,12,2,2,100.0,35,17.5,0,0,247.00,0.2,2.9,colorado_state
Zion Turner,FR,QB,13,258,149,57.8,1407,5.5,9,10,107.32,19.8,108.2,connecticut
Cale Millen,SO,QB,12,15,6,40.0,31,2.1,1,0,79.36,1.3,2.6,connecticut
Ta'Quan Roberson,SO,QB,1,2,1,50.0,10,5.0,0,0,92.00,2.0,10.0,connecticut
Devontae Houston,SO,RB,10,1,1,100.0,7,7.0,0,0,158.80,0.1,0.7,connecticut
Riley Leonard,SO,QB,13,392,250,63.8,2967,7.6,20,6,141.14,30.2,228.2,duke
Henry Belin IV,FR,QB,1,6,5,83.3,43,7.2,0,0,143.53,6.0,43.0,duke
Holton Ahlers,SR,QB,13,469,315,67.2,3708,7.9,28,5,151.14,36.1,285.2,east_carolina
Mason Garcia,SO,QB,3,12,7,58.3,54,4.5,0,0,96.13,4.0,18.0,east_carolina
C.J. Johnson,JR,WR,13,1,1,100.0,14,14.0,0,0,217.60,0.1,1.1,east_carolina
Taylor Powell,SR,QB,9,269,174,64.7,2111,7.8,16,8,144.28,29.9,234.6,eastern_michigan
Austin Smith,SO,QB,9,119,68,57.1,774,6.5,6,4,121.69,13.2,86.0,eastern_michigan
Dylan Drummond,SR,WR,10,1,1,100.0,23,23.0,0,0,293.20,0.1,2.3,eastern_michigan
Samson Evans,SR,RB,12,1,1,100.0,3,3.0,1,0,455.20,0.1,0.3,eastern_michigan
Mitchell Tomasek,SO,P,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,eastern_michigan
Anthony Richardson,SO,QB,12,327,176,53.8,2549,7.8,17,9,130.96,27.3,212.4,florida
Jalen Kitna,FR,QB,4,14,10,71.4,181,12.9,1,0,203.60,3.5,45.3,florida
Jack Miller III,FR,QB,1,22,13,59.1,180,8.2,0,0,127.82,22.0,180.0,florida
Montrell Johnson Jr.,SO,RB,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,florida
N'Kosi Perry,SR,QB,12,371,215,58.0,2711,7.3,25,5,138.87,30.9,225.9,florida_atlantic
"Willie Taggart, Jr.",SO,QB,11,7,2,28.6,14,2.0,0,0,45.37,0.6,1.3,florida_atlantic
Grayson James,SO,QB,11,358,210,58.7,1969,5.5,11,11,108.85,32.5,179.0,florida_international
Haden Carlson,FR,QB,8,88,47,53.4,553,6.3,4,5,109.84,11.0,69.1,florida_international
Gunnar Holmberg,SR,QB,3,20,14,70.0,103,5.2,1,0,129.76,6.7,34.3,florida_international
Jordan Travis,JR,QB,13,353,226,64.0,3214,9.1,24,5,160.11,27.2,247.2,florida_state
Tate Rodemaker,SO,QB,7,31,18,58.1,254,8.2,2,2,135.29,4.4,36.3,florida_state
AJ Duffy,FR,QB,3,7,2,28.6,26,3.7,1,0,106.91,2.3,8.7,florida_state
Gino English,SO,QB,1,2,2,100.0,16,8.0,0,0,167.20,2.0,16.0,florida_state
Wyatt Rector,JR,TE,13,1,1,100.0,2,2.0,1,0,446.80,0.1,0.2,florida_state
Jake Haener,SR,QB,10,350,252,72.0,2896,8.3,20,3,158.65,35.0,289.6,fresno_state
Logan Fife,SO,QB,10,120,84,70.0,892,7.4,2,6,127.94,12.0,89.2,fresno_state
Stetson Bennett,SR,QB,15,454,310,68.3,4127,9.1,27,7,161.19,30.3,275.1,georgia
Carson Beck,SO,QB,7,35,26,74.3,310,8.9,4,0,186.41,5.0,44.3,georgia
Brock Vandagriff,FR,QB,3,2,0,0.0,0,0.0,0,0,0.00,0.7,0.0,georgia
Kyle Vantrease,SR,QB,13,604,371,61.4,4253,7.0,27,16,130.01,46.5,327.2,georgia_southern
OJ Arnold,FR,RB,13,2,1,50.0,32,16.0,1,0,349.40,0.2,2.5,georgia_southern
Dalen Cobb,FR,WR,6,2,1,50.0,3,1.5,0,0,62.60,0.3,0.5,georgia_southern
Connor Cigelske,SO,QB,2,3,1,33.3,1,0.3,0,0,36.13,1.5,0.5,georgia_southern
Darren Grainger,SR,QB,12,297,174,58.6,2443,8.2,18,7,142.98,24.8,203.6,georgia_state
Jeff Sims,SO,QB,7,188,110,58.5,1115,5.9,5,3,113.92,26.9,159.3,georgia_tech
Zach Gibson,SO,QB,6,104,57,54.8,589,5.7,1,2,101.70,17.3,98.2,georgia_tech
Zach Pyron,FR,QB,3,82,49,59.8,565,6.9,3,3,122.39,27.3,188.3,georgia_tech
Dontae Smith,JR,RB,12,1,1,100.0,24,24.0,1,0,631.60,0.1,2.0,georgia_tech
Taisun Phommachanh,SO,QB,2,5,2,40.0,13,2.6,0,1,21.84,2.5,6.5,georgia_tech
Nate McCollum,SO,WR,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,georgia_tech
Brayden Schager,SO,QB,12,400,221,55.3,2348,5.9,13,10,110.29,33.3,195.7,hawai'i
Joey Yellen,JR,QB,4,87,40,46.0,324,3.7,0,2,72.66,21.8,81.0,hawai'i
Nasjzaé Bryant-Lelei,JR,RB,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,hawai'i
Dior Scott,SR,WR,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,hawai'i
Clayton Tune,SR,QB,13,496,334,67.3,4074,8.2,40,10,158.92,38.2,313.4,houston
Lucas Coley,FR,QB,3,3,3,100.0,8,2.7,0,0,122.40,1.0,2.7,houston
Tommy DeVito,SR,QB,13,369,257,69.6,2650,7.2,15,4,141.22,28.4,203.8,illinois
Artur Sitkowski,JR,QB,3,25,18,72.0,103,4.1,0,1,98.61,8.3,34.3,illinois
Chase Brown,JR,RB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,illinois
Connor Bazelak,JR,QB,10,426,235,55.2,2312,5.4,13,10,106.13,42.6,231.2,indiana
Dexter Williams II,SO,QB,4,38,13,34.2,184,4.8,2,2,81.72,9.5,46.0,indiana
Jack Tuttle,SR,QB,1,12,9,75.0,82,6.8,1,0,159.90,12.0,82.0,indiana
Donaven McCulley,SO,WR,12,1,1,100.0,23,23.0,0,0,293.20,0.1,1.9,indiana
Brendan Sorsby,FR,QB,1,6,3,50.0,8,1.3,0,1,27.87,6.0,8.0,indiana
Spencer Petras,SR,QB,12,281,157,55.9,1725,6.1,5,5,109.75,23.4,143.8,iowa
Alex Padilla,JR,QB,2,43,21,48.8,173,4.0,1,2,81.01,21.5,86.5,iowa
Joe Labas,FR,QB,1,24,14,58.3,139,5.8,1,0,120.73,24.0,139.0,iowa
Hunter Dekkers,SO,QB,12,457,302,66.1,3044,6.7,19,14,129.62,38.1,253.7,iowa_state
Rocco Becht,FR,QB,3,15,7,46.7,65,4.3,0,1,69.74,5.0,21.7,iowa_state
Ashton Cook,FR,QB,1,4,4,100.0,32,8.0,0,0,167.20,4.0,32.0,iowa_state
Xavier Hutchinson,SR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,iowa_state
Jaylin Noel,SO,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,iowa_state
Todd Centeio,SR,QB,10,284,181,63.7,2697,9.5,25,5,169.03,28.4,269.7,james_madison
Billy Atkins,FR,QB,5,43,19,44.2,212,4.9,2,5,77.69,8.6,42.4,james_madison
Alonza Barnett III,FR,QB,2,1,1,100.0,14,14.0,0,0,217.60,0.5,7.0,james_madison
Jalon Daniels,JR,QB,9,230,152,66.1,2014,8.8,18,4,162.00,25.6,223.8,kansas
Jason Bean,SR,QB,12,136,87,64.0,1280,9.4,14,4,171.12,11.3,106.7,kansas
Ethan Vasko,FR,QB,1,5,3,60.0,13,2.6,0,0,81.84,5.0,13.0,kansas
Will Howard,JR,QB,7,199,119,59.8,1633,8.2,15,4,149.59,28.4,233.3,kansas_state
Adrian Martinez,SR,QB,10,184,118,64.1,1261,6.9,6,1,131.37,18.4,126.1,kansas_state
Jake Rubley,FR,QB,4,5,4,80.0,42,8.4,0,1,110.56,1.3,10.5,kansas_state
Malik Knowles,SR,WR,14,1,1,100.0,11,11.0,0,0,192.40,0.1,0.8,kansas_state
Collin Schlee,JR,QB,11,266,157,59.0,2109,7.9,13,5,137.99,24.2,191.7,kent_state
Devin Kargman,FR,QB,6,70,29,41.4,348,5.0,3,3,88.76,11.7,58.0,kent_state
Tommy Ulatowski,FR,QB,2,11,6,54.5,102,9.3,1,0,162.44,5.5,51.0,kent_state
Josh Smith,SO,P,12,1,1,100.0,14,14.0,0,0,217.60,0.1,1.2,kent_state
Marquez Cooper,JR,RB,12,1,1,100.0,9,9.0,0,0,175.60,0.1,0.8,kent_state
Will Levis,SR,QB,11,283,185,65.4,2406,8.5,19,10,151.88,25.7,218.7,kentucky
Kaiya Sheron,FR,QB,4,29,17,58.6,187,6.4,2,1,128.64,7.3,46.8,kentucky
Destin Wade,FR,QB,1,30,16,53.3,98,3.3,0,2,67.44,30.0,98.0,kentucky
Deuce Hogan,SO,QB,3,7,6,85.7,19,2.7,0,0,108.51,2.3,6.3,kentucky
Johnathan Bennett,JR,QB,11,224,131,58.5,1534,6.8,12,9,125.64,20.4,139.5,liberty
Kaidon Salter,FR,QB,8,149,87,58.4,1086,7.3,8,5,130.63,18.6,135.8,liberty
Nate Hampton,FR,QB,5,8,3,37.5,76,9.5,0,0,117.30,1.6,15.2,liberty
CJ Daniels,SO,WR,3,1,1,100.0,67,67.0,1,0,992.80,0.3,22.3,liberty
Charlie Brewer,SR,QB,3,13,8,61.5,52,4.0,0,1,79.76,4.3,17.3,liberty
Ben Wooldridge,JR,QB,10,244,138,56.6,1661,6.8,15,5,129.93,24.4,166.1,louisiana-lafayette
Chandler Fields,SO,QB,8,182,106,58.2,1123,6.2,11,4,125.62,22.8,140.4,louisiana-lafayette
Zeon Chriss,FR,QB,4,15,9,60.0,109,7.3,1,1,129.71,3.8,27.3,louisiana-lafayette
Lance Legendre,SO,WR,9,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,louisiana-lafayette
Chandler Rogers,SO,QB,12,320,216,67.5,2403,7.5,15,7,141.67,26.7,200.3,louisiana-monroe
Garrett Hable,JR,QB,3,8,4,50.0,58,7.3,0,0,110.90,2.7,19.3,louisiana-monroe
Will Derrick,JR,WR,9,1,1,100.0,3,3.0,1,0,455.20,0.1,0.3,louisiana-monroe
Parker McNeil,SR,QB,8,214,123,57.5,1908,8.9,18,8,152.65,26.8,238.5,louisiana_tech
Landry Lyddy,FR,QB,7,126,82,65.1,767,6.1,3,4,117.72,18.0,109.6,louisiana_tech
Matthew Downing,JR,QB,4,62,33,53.2,356,5.7,3,4,104.53,15.5,89.0,louisiana_tech
Jack Turner,SO,QB,3,29,16,55.2,176,6.1,1,2,103.74,9.7,58.7,louisiana_tech
Austin McCready,FR,K,10,2,0,0.0,0,0.0,0,0,0.00,0.2,0.0,louisiana_tech
Tre Harris,SO,WR,12,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,louisiana_tech
Malik Cunningham,SR,QB,10,218,136,62.4,1568,7.2,8,5,130.33,21.8,156.8,louisville
Brock Domann,JR,QB,10,141,76,53.9,958,6.8,4,6,111.82,14.1,95.8,louisville
Braden Smith,SR,WR,13,9,6,66.7,146,16.2,1,1,217.38,0.7,11.2,louisville
Jayden Daniels,JR,QB,14,388,266,68.6,2913,7.5,17,3,144.54,27.7,208.1,lsu
Garrett Nussmeier,FR,QB,7,84,52,61.9,800,9.5,5,4,152.03,12.0,114.3,lsu
Malik Nabers,SO,WR,14,2,2,100.0,50,25.0,1,0,475.00,0.1,3.6,lsu
Walker Howard,FR,QB,2,4,2,50.0,7,1.8,0,0,64.70,2.0,3.5,lsu
Cam Fancher,FR,QB,13,236,131,55.5,1558,6.6,10,6,119.87,18.2,119.8,marshall
Henry Colombi,SR,QB,7,128,94,73.4,938,7.3,6,4,144.22,18.3,134.0,marshall
Peter Zamora,FR,QB,1,1,0,0.0,0,0.0,0,0,0.00,1.0,0.0,marshall
Taulia Tagovailoa,JR,QB,12,391,262,67.0,3008,7.7,18,8,142.73,32.6,250.7,maryland
Billy Edwards Jr.,FR,QB,7,46,28,60.9,308,6.7,3,0,138.64,6.6,44.0,maryland
Eric Najarian,JR,QB,3,9,4,44.4,62,6.9,0,0,102.31,3.0,20.7,maryland
Brady Olson,SO,QB,9,153,77,50.3,791,5.2,2,8,87.61,17.0,87.9,massachusetts
Garrett Dzuro,SO,QB,5,36,22,61.1,311,8.6,1,0,142.85,7.2,62.2,massachusetts
Gino Campiotti,JR,QB,10,74,33,44.6,257,3.5,1,6,62.01,7.4,25.7,massachusetts
Zamar Wise,SO,QB,3,12,4,33.3,44,3.7,0,0,64.13,4.0,14.7,massachusetts
George Johnson III,SO,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,massachusetts
Isaac Ross,JR,WR,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,massachusetts
Seth Henigan,SO,QB,13,446,286,64.1,3571,8.0,22,8,144.08,34.3,274.7,memphis
Gabriel Rogers,SR,WR,13,3,1,33.3,41,13.7,1,0,258.13,0.2,3.2,memphis
Ryan Glover,SR,QB,4,5,4,80.0,29,5.8,0,0,128.72,1.3,7.3,memphis
Tyler Van Dyke,SO,QB,9,253,160,63.2,1836,7.3,10,5,133.29,28.1,204.0,miami_florida
Jake Garcia,FR,QB,8,115,68,59.1,803,7.0,5,4,125.18,14.4,100.4,miami_florida
Jacurri Brown,FR,QB,8,45,27,60.0,230,5.1,3,3,111.60,5.6,28.8,miami_florida
Aveon Smith,FR,QB,10,219,108,49.3,1299,5.9,11,5,111.16,21.9,129.9,miami_ohio
Brett Gabbert,JR,QB,4,115,74,64.3,816,7.1,4,0,135.44,28.8,204.0,miami_ohio
Henry Hesson,FR,QB,2,5,2,40.0,37,7.4,0,0,102.16,2.5,18.5,miami_ohio
J.J. McCarthy,SO,QB,14,322,208,64.6,2719,8.4,22,5,154.97,23.0,194.2,michigan
Cade McNamara,SR,QB,3,25,14,56.0,180,7.2,1,1,121.68,8.3,60.0,michigan
Davis Warren,SO,QB,6,9,5,55.6,89,9.9,0,0,138.63,1.5,14.8,michigan
Alan Bowman,SR,QB,4,7,6,85.7,60,8.6,1,0,204.85,1.8,15.0,michigan
Kalel Mullings,JR,LB,12,1,1,100.0,15,15.0,0,0,226.00,0.1,1.3,michigan
Brandon Mann,FR,QB,1,1,1,100.0,7,7.0,0,0,158.80,1.0,7.0,michigan
Alex Orji,FR,QB,3,1,1,100.0,5,5.0,0,0,142.00,0.3,1.7,michigan
Andy Maddox,SR,QB,1,1,1,100.0,4,4.0,0,0,133.60,1.0,4.0,michigan
Ronnie Bell,SR,WR,14,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,michigan
Donovan Edwards,SO,RB,11,1,1,100.0,-1,-1.0,0,0,91.60,0.1,-0.1,michigan
Payton Thorne,JR,QB,12,387,242,62.5,2679,6.9,19,11,131.19,32.3,223.3,michigan_state
Noah Kim,SO,QB,4,19,14,73.7,174,9.2,3,0,202.71,4.8,43.5,michigan_state
Jayden Reed,SR,WR,11,1,1,100.0,25,25.0,1,0,640.00,0.1,2.3,michigan_state
Katin Houser,FR,QB,1,2,1,50.0,2,1.0,0,0,58.40,2.0,2.0,michigan_state
Bryce Baringer,SR,P,12,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,michigan_state
Chase Cunningham,SR,QB,12,463,309,66.7,3156,6.8,21,10,134.64,38.6,263.0,middle_tennessee
Nicholas Vattiato,SO,QB,2,46,30,65.2,293,6.4,0,1,114.38,23.0,146.5,middle_tennessee
Preston Rice,SR,QB,3,1,1,100.0,-3,-3.0,0,0,74.80,0.3,-1.0,middle_tennessee
Stone Frost,SO,QB,1,1,1,100.0,-4,-4.0,0,0,66.40,1.0,-4.0,middle_tennessee
Tanner Morgan,SR,QB,9,160,107,66.9,1382,8.6,9,5,151.75,17.8,153.6,minnesota
Athan Kaliakmanis,FR,QB,11,111,60,54.1,946,8.5,3,4,127.35,10.1,86.0,minnesota
Cole Kramer,JR,QB,8,8,5,62.5,41,5.1,0,0,105.55,1.0,5.1,minnesota
Jaxson Dart,SO,QB,13,362,226,62.4,2974,8.2,20,11,143.59,27.8,228.8,mississippi
Luke Altmyer,SO,QB,4,17,8,47.1,125,7.4,2,1,135.89,4.3,31.3,mississippi
Quinshon Judkins,FR,RB,13,1,1,100.0,7,7.0,0,0,158.80,0.1,0.5,mississippi
Kinkead Dent,JR,QB,13,5,3,60.0,7,1.4,0,0,71.76,0.4,0.5,mississippi
Jordan Watkins,JR,WR,13,1,1,100.0,4,4.0,0,0,133.60,0.1,0.3,mississippi
Dayton Wade,JR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,mississippi
Will Rogers,JR,QB,13,610,415,68.0,3974,6.5,35,8,139.08,46.9,305.7,mississippi_state
Chance Lovertich,SR,QB,1,6,6,100.0,36,6.0,1,0,205.40,6.0,36.0,mississippi_state
Sawyer Robertson,FR,QB,5,11,6,54.5,23,2.1,0,1,53.93,2.2,4.6,mississippi_state
Jaden Walley,JR,WR,13,1,1,100.0,13,13.0,0,0,209.20,0.1,1.0,mississippi_state
Brady Cook,SO,QB,13,382,247,64.7,2724,7.1,14,7,132.99,29.4,209.5,missouri
Jack Abraham,SR,QB,5,8,3,37.5,44,5.5,0,2,33.70,1.6,8.8,missouri
Sam Horn,FR,QB,1,2,0,0.0,0,0.0,0,0,0.00,2.0,0.0,missouri
Tai Lavatai,JR,QB,8,91,42,46.2,787,8.6,5,3,130.33,11.4,98.4,navy
Maasai Maynor,SR,QB,3,14,7,50.0,132,9.4,1,0,152.77,4.7,44.0,navy
Xavier Arline,JR,QB,9,11,4,36.4,85,7.7,2,1,143.09,1.2,9.4,navy
Kai Puailoa-Rojas,JR,SB,11,2,1,50.0,26,13.0,1,1,224.20,0.2,2.4,navy
Maquel Haywood,SO,SB,12,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,navy
Casey Thompson,JR,QB,10,274,173,63.1,2407,8.8,17,10,150.10,27.4,240.7,nebraska
Chubba Purdy,FR,QB,6,48,22,45.8,147,3.1,0,3,59.06,8.0,24.5,nebraska
