name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name
Dorian Thompson-Robinson,JR,QB,5,138,90,65.2,1120,8.1,12,4,156.29,27.6,224.0,ucla
Chase Griffin,FR,QB,4,62,40,64.5,451,7.3,6,2,151.10,15.5,112.8,ucla
Max Gilliam,SR,QB,6,148,89,60.1,786,5.3,5,4,110.49,24.7,131.0,unlv
Justin Rogers,SO,QB,3,22,14,63.6,161,7.3,1,0,140.11,7.3,53.7,unlv
Doug Brumfield,FR,QB,2,21,9,42.9,151,7.2,0,0,103.26,10.5,75.5,unlv
Kyle Williams,FR,WR,6,1,1,100.0,15,15.0,0,0,226.00,0.2,2.5,unlv
Kenyon Oblad,SO,QB,1,4,2,50.0,2,0.5,0,0,54.20,4.0,2.0,unlv
Kedon Slovis,SO,QB,6,264,177,67.0,1921,7.3,17,7,144.13,44.0,320.2,usc
Matt Fink,SR,QB,1,1,1,100.0,-5,-5.0,0,0,58.00,1.0,-5.0,usc
Jake Bentley,SR,QB,5,124,77,62.1,882,7.1,6,6,128.14,24.8,176.4,utah
Drew Lisk,SR,QB,1,26,15,57.7,152,5.8,0,0,106.80,26.0,152.0,utah
Cameron Rising,SO,QB,1,6,3,50.0,45,7.5,0,1,79.67,6.0,45.0,utah
Jason Shelley,JR,QB,4,99,51,51.5,420,4.2,2,2,89.78,24.8,105.0,utah_state
Andrew Peasley,SO,QB,5,69,37,53.6,391,5.7,4,3,111.65,13.8,78.2,utah_state
John Gentry,FR,RB,5,1,1,100.0,4,4.0,0,0,133.60,0.2,0.8,utah_state
Gavin Hardison,SO,QB,7,199,108,54.3,1419,7.1,5,5,117.43,28.4,202.7,utep
Calvin Brownholtz,SO,QB,8,37,18,48.6,255,6.9,2,4,102.76,4.6,31.9,utep
Isaiah Bravo,SR,QB,1,2,0,0.0,0,0.0,0,0,0.00,2.0,0.0,utep
Frank Harris,JR,QB,12,250,159,63.6,1630,6.5,12,6,129.41,20.8,135.8,utsa
Lowell Narcisse,JR,QB,4,56,35,62.5,417,7.4,3,0,142.73,14.0,104.3,utsa
Josh Adkins,JR,QB,5,33,18,54.5,270,8.2,1,0,133.28,6.6,54.0,utsa
Jordan Weeks,SO,QB,2,27,9,33.3,74,2.7,0,1,48.94,13.5,37.0,utsa
Julon Williams,SO,WR,9,1,1,100.0,8,8.0,0,0,167.20,0.1,0.9,utsa
Sheldon Jones,JR,WR,12,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,utsa
Ken Seals,FR,QB,9,288,186,64.6,1928,6.7,12,10,127.62,32.0,214.2,vanderbilt
Mike Wright,FR,QB,7,10,6,60.0,51,5.1,1,1,115.84,1.4,7.3,vanderbilt
Brennan Armstrong,SO,QB,9,268,157,58.6,2117,7.9,18,11,138.88,29.8,235.2,virginia
Lindell Stone,SR,QB,6,102,60,58.8,449,4.4,4,3,102.86,17.0,74.8,virginia
Nash Griffin,SR,P,10,2,2,100.0,34,17.0,0,0,242.80,0.2,3.4,virginia
Iraken Armstead,FR,QB,4,3,1,33.3,9,3.0,0,0,58.53,0.8,2.3,virginia
Keytaon Thompson,JR,QB,9,3,1,33.3,-3,-1.0,0,0,24.93,0.3,-0.3,virginia
Hendon Hooker,JR,QB,8,150,98,65.3,1339,8.9,9,5,153.45,18.8,167.4,virginia_tech
Braxton Burmeister,JR,QB,6,84,48,57.1,687,8.2,2,1,131.32,14.0,114.5,virginia_tech
Quincy Patterson II,SO,QB,3,10,7,70.0,93,9.3,2,0,214.12,3.3,31.0,virginia_tech
Knox Kadum,FR,QB,1,6,4,66.7,68,11.3,0,0,161.87,6.0,68.0,virginia_tech
Tayvion Robinson,SO,WR,11,1,1,100.0,20,20.0,0,0,268.00,0.1,1.8,virginia_tech
Sam Hartman,SO,QB,9,273,159,58.2,2224,8.1,13,5,138.72,30.3,247.1,wake_forest
Michael Kern,FR,QB,5,24,12,50.0,253,10.5,0,0,138.55,4.8,50.6,wake_forest
Mitch Griffis,FR,QB,4,13,4,30.8,56,4.3,1,0,92.34,3.3,14.0,wake_forest
Dylan Morris,FR,QB,4,110,67,60.9,897,8.2,4,3,135.96,27.5,224.3,washington
Jacob Sirmon,SO,QB,1,1,1,100.0,9,9.0,0,0,175.60,1.0,9.0,washington
Jayden de Laura,FR,QB,4,129,78,60.5,886,6.9,5,4,124.75,32.3,221.5,washington_state
Cammon Cooper,SO,QB,2,16,11,68.8,99,6.2,0,0,120.73,8.0,49.5,washington_state
Gunner Cruz,FR,QB,1,7,5,71.4,34,4.9,1,0,159.37,7.0,34.0,washington_state
Jarret Doege,JR,QB,10,374,239,63.9,2587,6.9,14,4,132.21,37.4,258.7,west_virginia
Austin Kendall,SR,QB,2,23,11,47.8,164,7.1,2,0,136.42,11.5,82.0,west_virginia
Garrett Greene,FR,QB,2,4,3,75.0,24,6.0,0,0,125.40,2.0,12.0,west_virginia
Tyrrell Pigrome,SR,QB,11,297,171,57.6,1603,5.4,9,2,111.56,27.0,145.7,western_kentucky
Kevaris Thomas,SO,QB,3,70,37,52.9,369,5.3,3,2,105.57,23.3,123.0,western_kentucky
Darius Ocean,FR,QB,1,1,0,0.0,0,0.0,0,0,0.00,1.0,0.0,western_kentucky
Mitchell Tinsley,JR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,western_kentucky
Kaleb Eleby,SO,QB,6,153,99,64.7,1715,11.2,18,2,195.08,25.5,285.8,western_michigan
Nick Kargman,FR,QB,1,3,1,33.3,4,1.3,0,0,44.53,3.0,4.0,western_michigan
Graham Mertz,FR,QB,7,193,118,61.1,1238,6.4,9,5,125.24,27.6,176.9,wisconsin
Chase Wolf,SO,QB,3,8,6,75.0,29,3.6,1,2,96.70,2.7,9.7,wisconsin
Levi Williams,FR,QB,6,119,59,49.6,877,7.4,1,3,109.22,19.8,146.2,wyoming
Gavin Beerup,FR,QB,2,13,2,15.4,37,2.8,0,2,8.53,6.5,18.5,wyoming
Sean Chambers,SO,QB,1,1,1,100.0,6,6.0,0,0,150.40,1.0,6.0,wyoming
