name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name
Austin Allen,SR,QB,8,-20,1427,224,1407,6.28,175.9,arkansas
Cole Kelley,FR,QB,9,74,1038,204,1112,5.45,123.6,arkansas
David Williams,SR,RB,12,656,0,117,656,5.61,54.7,arkansas
Devwah Whaley,SO,RB,12,559,0,127,559,4.40,46.6,arkansas
Chase Hayden,FR,RB,7,326,0,61,326,5.34,46.6,arkansas
T.J. Hammonds,SO,WR,12,262,0,32,262,8.19,21.8,arkansas
Jordan Jones,FR,WR,12,88,0,9,88,9.78,7.3,arkansas
Jonathan Nance,JR,WR,11,62,0,5,62,12.40,5.6,arkansas
Austin Cantrell,SO,TE,12,15,0,4,15,3.75,1.3,arkansas
De’Vion Warren,FR,WR,12,10,0,2,10,5.00,0.8,arkansas
Deon Stewart,SO,WR,12,10,0,8,10,1.25,0.8,arkansas
Blake Johnson,SO,P,12,0,0,1,0,0.00,0.0,arkansas
Kendrick Jackson,JR,FB,10,0,0,1,0,0.00,0.0,arkansas
Ty Storey,SO,QB,2,-5,0,1,-5,-5.00,-2.5,arkansas
Justice Hansen,JR,QB,12,423,3967,620,4390,7.08,365.8,arkansas_state
Warren Wand,JR,RB,10,715,0,138,715,5.18,71.5,arkansas_state
Johnston White,SR,RB,12,430,0,94,430,4.57,35.8,arkansas_state
Jamal Jones,SO,RB,9,197,0,43,197,4.58,21.9,arkansas_state
Chauncey Mason,SO,RB,9,137,34,28,171,6.11,19.0,arkansas_state
Logan Bonner,FR,QB,4,11,70,28,81,2.89,20.3,arkansas_state
Cody Grace,SO,P,11,0,21,1,21,21.00,1.9,arkansas_state
Darveon Brown,SO,WR,11,0,14,1,14,14.00,1.3,arkansas_state
Armond Weh-Weh,SR,RB,2,12,0,2,12,6.00,6.0,arkansas_state
Justin McInnis,JR,WR,12,3,0,1,3,3.00,0.3,arkansas_state
Chris Murray,SR,WR,12,3,0,3,3,1.00,0.3,arkansas_state
Kyle Wilson,SR,LB,12,-1,0,2,-1,-0.50,-0.1,arkansas_state
Omar Bayless,SO,WR,12,-3,0,2,-3,-1.50,-0.3,arkansas_state
Christian Booker,SR,WR,10,-3,0,1,-3,-3.00,-0.3,arkansas_state
Carson Coats,SO,QB,1,-6,0,1,-6,-6.00,-6.0,arkansas_state
Damon Foncham,SO,P,12,-18,0,1,-18,-18.00,-1.5,arkansas_state
Ahmad Bradshaw,SR,QB,13,1746,285,285,2031,7.13,156.2,army
Darnell Woolfolk,JR,RB,10,812,0,157,812,5.17,81.2,army
Kell Walker,SO,RB,12,629,0,86,629,7.31,52.4,army
Andy Davidson,JR,RB,13,627,0,116,627,5.41,48.2,army
Connor Slomka,SO,RB,13,216,0,49,216,4.41,16.6,army
Calen Holt,JR,RB,13,214,0,42,214,5.10,16.5,army
Kelvin Hopkins Jr.,SO,QB,7,40,76,25,116,4.64,16.6,army
Jordan Asberry,JR,RB,13,115,0,18,115,6.39,8.8,army
Fred Cooper Jr.,FR,RB,10,72,0,13,72,5.54,7.2,army
John Trainor,SR,RB,11,66,0,18,66,3.67,6.0,army
Sandon McCoy,FR,RB,3,58,0,12,58,4.83,19.3,army
Luke Langdon,JR,QB,7,24,0,10,24,2.40,3.4,army
Zack Boobas,FR,RB,1,23,0,2,23,11.50,23.0,army
Kjetil Cline,SO,WR,12,23,0,2,23,11.50,1.9,army
Artice Hobbs IV,FR,RB,5,15,0,2,15,7.50,3.0,army
Nick Schrage,JR,K,13,15,0,1,15,15.00,1.2,army
TJ Wisham Jr.,FR,RB,3,14,0,2,14,7.00,4.7,army
Dominic Distefano,FR,RB,3,10,0,1,10,10.00,3.3,army
Donovan Franklin,SO,RB,7,7,0,1,7,7.00,1.0,army
Zach Potter,SO,P,4,0,0,1,0,0.00,0.0,army
Blake Wilson,SR,K,13,-9,0,1,-9,-9.00,-0.7,army
Jarrett Stidham,SO,QB,14,153,3158,473,3311,7.00,236.5,auburn
Kerryon Johnson,JR,RB,12,1391,3,286,1394,4.87,116.2,auburn
Kam Martin,SO,RB,14,453,0,74,453,6.12,32.4,auburn
Eli Stove,SO,WR,14,315,0,30,315,10.50,22.5,auburn
Kamryn Pettway,JR,RB,5,305,0,76,305,4.01,61.0,auburn
Malik Willis,FR,QB,7,221,45,23,266,11.57,38.0,auburn
Malik Miller,FR,RB,11,135,0,34,135,3.97,12.3,auburn
Devan Barrett,FR,RB,14,79,0,14,79,5.64,5.6,auburn
Ryan Davis,JR,WR,14,0,62,2,62,31.00,4.4,auburn
Noah Igbinoghene,FR,WR,14,11,0,1,11,11.00,0.8,auburn
Devin Adams,JR,QB,1,6,-1,4,5,1.25,5.0,auburn
Chandler Cox,JR,FB,14,0,0,1,0,0.00,0.0,auburn
Jack Milas,SR,QB,12,34,970,249,1004,4.03,83.7,ball_state
Caleb Huntley,FR,RB,12,1003,0,210,1003,4.78,83.6,ball_state
Riley Neal,JR,QB,3,67,659,123,726,5.90,242.0,ball_state
Drew Plitt,FR,QB,5,29,430,118,459,3.89,91.8,ball_state
Malik Dunner,SO,RB,12,440,0,74,440,5.95,36.7,ball_state
James Gilbert,JR,RB,3,207,0,48,207,4.31,69.0,ball_state
Markice Hurt Jr.,FR,RB,6,111,0,30,111,3.70,18.5,ball_state
Zack Blair,SO,QB,4,16,67,29,83,2.86,20.8,ball_state
Justin Hall,FR,WR,12,59,0,11,59,5.36,4.9,ball_state
Nathan Snyder,FR,P,12,-9,0,1,-9,-9.00,-0.8,ball_state
Morgan Hagee,JR,PK,12,-33,0,1,-33,-33.00,-2.8,ball_state
Charlie Brewer,FR,QB,8,166,1562,269,1728,6.42,216.0,baylor
Zach Smith,SO,QB,9,-79,1471,231,1392,6.03,154.7,baylor
Anu Solomon,SR,QB,2,106,399,71,505,7.11,252.5,baylor
John Lovett,FR,RB,11,445,0,98,445,4.54,40.5,baylor
JaMycal Hasty,SO,RB,8,314,0,76,314,4.13,39.3,baylor
Terence Williams,JR,RB,8,255,0,73,255,3.49,31.9,baylor
Trestan Ebner,FR,RB,11,121,0,23,121,5.26,11.0,baylor
Tony Nicholson,SO,WR,11,41,0,5,41,8.20,3.7,baylor
Chris Platt,JR,WR,5,36,0,4,36,9.00,7.2,baylor
Jared Atkinson,SO,WR,12,15,20,3,35,11.67,2.9,baylor
Dru Dixon,FR,RB,3,29,0,10,29,2.90,9.7,baylor
Wyatt Schrepfer,JR,RB,12,9,0,1,9,9.00,0.8,baylor
Connor Martin,SO,K,12,5,0,2,5,2.50,0.4,baylor
Gavin Holmes,FR,WR,9,4,0,1,4,4.00,0.4,baylor
Obim Okeke,SO,RB,4,3,0,2,3,1.50,0.8,baylor
Blake Lynch,SO,WR,12,-1,0,1,-1,-1.00,-0.1,baylor
Denzel Mims,SO,WR,12,-6,0,1,-6,-6.00,-0.5,baylor
Brett Rypien,JR,QB,13,-21,2877,385,2856,7.42,219.7,boise_state
Montell Cozart,SR,QB,14,361,754,183,1115,6.09,79.6,boise_state
Alexander Mattison,SO,RB,14,1086,0,212,1086,5.12,77.6,boise_state
Ryan Wolpin,SR,RB,14,448,0,122,448,3.67,32.0,boise_state
Robert Mahone,FR,RB,13,115,0,35,115,3.29,8.8,boise_state
Cedrick Wilson,SR,WR,14,13,46,12,59,4.92,4.2,boise_state
Jake Roh,SR,TE,12,28,0,7,28,4.00,2.3,boise_state
CT Thomas,FR,WR,14,8,0,2,8,4.00,0.6,boise_state
Sean Modster,JR,WR,14,0,0,1,0,0.00,0.0,boise_state
Akilian Butler,JR,WR,2,0,0,1,0,0.00,0.0,boise_state
Alec Dhaenens,SR,TE,14,-5,0,1,-5,-5.00,-0.4,boise_state
AJ Dillon,FR,RB,13,1589,0,300,1589,5.30,122.2,boston_college
Anthony Brown,FR,QB,10,210,1367,300,1577,5.26,157.7,boston_college
Darius Wade,SR,QB,10,-17,736,126,719,5.71,71.9,boston_college
Jon Hilliman,JR,RB,13,638,0,168,638,3.80,49.1,boston_college
Thadd Smith,SR,WR,13,295,0,37,295,7.97,22.7,boston_college
Jeff Smith,JR,WR,13,107,59,14,166,11.86,12.8,boston_college
Travis Levy,FR,RB,13,54,0,22,54,2.45,4.2,boston_college
Davon Jones,SO,RB,12,25,0,4,25,6.25,2.1,boston_college
Ben Glines,SO,WR,13,8,0,2,8,4.00,0.6,boston_college
Richard Wilson,JR,RB,2,5,0,3,5,1.67,2.5,boston_college
Mike Knoll,SR,K,13,4,0,1,4,4.00,0.3,boston_college
Jarret Doege,FR,QB,7,-74,1381,218,1307,6.00,186.7,bowling_green
James Morgan,SO,QB,7,-37,1260,238,1223,5.14,174.7,bowling_green
Josh Cleveland,SR,RB,12,793,0,147,793,5.39,66.1,bowling_green
Andrew Clair,FR,RB,11,725,0,107,725,6.78,65.9,bowling_green
Grant Loy,FR,QB,6,55,161,38,216,5.68,36.0,bowling_green
Donovan Wilson,SR,RB,12,176,0,48,176,3.67,14.7,bowling_green
Matt Domer,SO,RB,5,102,0,17,102,6.00,20.4,bowling_green
Terence Stephens Jr.,SO,RB,11,80,0,13,80,6.15,7.3,bowling_green
Scott Miller,JR,WR,12,22,0,2,22,11.00,1.8,bowling_green
Bryson Denley,FR,RB,5,21,0,5,21,4.20,4.2,bowling_green
Matthew Wilcox Jr.,FR,WR,12,0,18,1,18,18.00,1.5,bowling_green
Joseph Davidson,SR,P,12,14,0,0,14,-,1.2,bowling_green
Leonard Skattebo,SR,FB,12,10,0,3,10,3.33,0.8,bowling_green
Janarvis Pough,SO,WR,12,-1,0,1,-1,-1.00,-0.1,bowling_green
Tyree Jackson,SO,QB,9,197,2096,284,2293,8.07,254.8,buffalo
Drew Anderson,JR,QB,5,92,1039,117,1131,9.67,226.2,buffalo
Emmanuel Reed,SO,RB,12,840,0,199,840,4.22,70.0,buffalo
Theo Anderson,FR,RB,10,419,0,97,419,4.32,41.9,buffalo
Kyle Vantrease,FR,QB,2,-26,355,65,329,5.06,164.5,buffalo
Johnathan Hawkins,JR,RB,3,127,0,35,127,3.63,42.3,buffalo
Jamarl Eiland,SR,WR,11,25,0,3,25,8.33,2.3,buffalo
K.J. Osborn,SO,WR,12,22,0,4,22,5.50,1.8,buffalo
Kameron Pickett,FR,RB,3,13,0,7,13,1.86,4.3,buffalo
Antonio Nunn,FR,WR,12,7,0,1,7,7.00,0.6,buffalo
Jacob Martinez,SR,WR,11,1,0,1,1,1.00,0.1,buffalo
Anthony Johnson,JR,WR,12,-5,0,4,-5,-1.25,-0.4,buffalo
Tanner Mangum,JR,QB,8,-2,1540,291,1538,5.29,192.3,byu
Squally Canada,JR,RB,11,710,0,120,710,5.92,64.5,byu
Joe Critchlow,FR,QB,6,-49,642,116,593,5.11,98.8,byu
Ula Tolutau,FR,RB,7,303,0,72,303,4.21,43.3,byu
Beau Hoge,SO,QB,3,26,257,51,283,5.55,94.3,byu
Austin Kafentzis,SO,RB,10,227,0,42,227,5.40,22.7,byu
KJ Hall,SO,RB,5,206,0,30,206,6.87,41.2,byu
Riley Burt,SO,RB,8,104,0,23,104,4.52,13.0,byu
Koy Detmer Jr.,SO,QB,2,1,91,21,92,4.38,46.0,byu
Kavika Fonua,JR,RB,4,87,0,18,87,4.83,21.8,byu
Brayden El-Bakri,JR,RB,13,67,0,17,67,3.94,5.2,byu
Trey Dye,JR,RB,7,31,0,9,31,3.44,4.4,byu
Jonah Trinnaman,SR,WR,13,9,0,2,9,4.50,0.7,byu
Beau Tanner,JR,WR,13,6,0,1,6,6.00,0.5,byu
Jonny Linehan,SR,P,13,0,0,1,0,0.00,0.0,byu
Ross Bowers,SO,QB,12,-142,3039,521,2897,5.56,241.4,california
Patrick Laird,JR,RB,11,1127,0,191,1127,5.90,102.5,california
Vic Enwere,SR,RB,12,377,0,101,377,3.73,31.4,california
Tre Watson,SR,RB,2,83,0,17,83,4.88,41.5,california
Chase Forrest,JR,QB,3,-4,53,12,49,4.08,16.3,california
Derrick Clark,FR,RB,7,46,0,14,46,3.29,6.6,california
Demetris Robertson,SO,WR,2,40,0,2,40,20.00,20.0,california
Zion Echols,FR,RB,9,17,0,13,17,1.31,1.9,california
Malik McMorris,JR,FB,12,13,0,6,13,2.17,1.1,california
Vic Wharton III,JR,WR,12,-5,15,3,10,3.33,0.8,california
Dylan Klumph,JR,P,12,3,0,1,3,3.00,0.3,california
Jeremiah Hawkins,FR,WR,10,0,0,2,0,0.00,0.0,california
Shane Morris,SR,QB,13,93,3237,534,3330,6.24,256.2,central_michigan
Jonathan Ward,SO,RB,13,1017,9,181,1026,5.67,78.9,central_michigan
Kumehnnu Gwilly,FR,RB,13,204,0,53,204,3.85,15.7,central_michigan
Romello Ross,SO,RB,11,203,0,54,203,3.76,18.5,central_michigan
Tony Poljan,FR,QB,13,125,78,48,203,4.23,15.6,central_michigan
Devon Spalding,SR,RB,6,101,0,35,101,2.89,16.8,central_michigan
Mark Chapman,SR,WR,13,17,0,2,17,8.50,1.3,central_michigan
Berkley Edwards,SR,RB,9,15,0,6,15,2.50,1.7,central_michigan
Hasaan Klugh,JR,QB,11,532,1524,416,2056,4.94,186.9,charlotte
Benny LeMay,SO,RB,11,732,0,137,732,5.34,66.5,charlotte
Aaron McAllister,FR,RB,12,458,0,90,458,5.09,38.2,charlotte
Brooks Barden,JR,QB,4,92,119,36,211,5.86,52.8,charlotte
Robert Washington,SO,RB,3,129,0,33,129,3.91,43.0,charlotte
Chris Montgomery,SR,WR,12,32,0,11,32,2.91,2.7,charlotte
Kameron Duncan,FR,RB,2,18,0,8,18,2.25,9.0,charlotte
Nate Mullen,SO,WR,12,8,0,2,8,4.00,0.7,charlotte
Trent Bostick,SR,WR,12,3,0,1,3,3.00,0.3,charlotte
Workpeh Kofa,JR,WR,10,3,0,2,3,1.50,0.3,charlotte
Arthur Hart,SR,P,12,0,0,1,0,0.00,0.0,charlotte
Joe Thompson,FR,QB,1,-12,0,3,-12,-4.00,-12.0,charlotte
Hayden Moore,JR,QB,12,312,2562,516,2874,5.57,239.5,cincinnati
Gerrid Doaks,FR,RB,9,513,0,87,513,5.90,57.0,cincinnati
Mike Boone,SR,RB,10,463,4,111,467,4.21,46.7,cincinnati
Michael Warren II,FR,RB,12,324,0,54,324,6.00,27.0,cincinnati
Ross Trail,SO,QB,2,17,31,15,48,3.20,24.0,cincinnati
Kahlil Lewis,JR,WR,12,33,0,2,33,16.50,2.8,cincinnati
Jaelen Greene,FR,RB,9,15,0,4,15,3.75,1.7,cincinnati
Taylor Boose,SO,RB,6,10,0,4,10,2.50,1.7,cincinnati
James Smith,FR,P,12,5,0,0,5,-,0.4,cincinnati
Kelly Bryant,JR,QB,14,665,2802,590,3467,5.88,247.6,clemson
Travis Etienne,FR,RB,13,766,0,107,766,7.16,58.9,clemson
Tavien Feaster,SO,RB,14,669,0,108,669,6.19,47.8,clemson
Adam Choice,JR,RB,13,326,0,67,326,4.87,25.1,clemson
Zerrick Cooper,FR,QB,10,18,256,51,274,5.37,27.4,clemson
Hunter Johnson,FR,QB,7,-4,234,29,230,7.93,32.9,clemson
C.J. Fuller,JR,RB,14,217,0,58,217,3.74,15.5,clemson
Darien Rencher,FR,RB,4,38,0,9,38,4.22,9.5,clemson
Ty Thomason,SO,RB,2,37,0,5,37,7.40,18.5,clemson
Ray-Ray McCloud,JR,WR,14,30,0,6,30,5.00,2.1,clemson
Taylor Hearn,JR,OG,14,12,0,0,12,-,0.9,clemson
Ryan Mac Lain,SO,RB,2,9,0,2,9,4.50,4.5,clemson
Will Spiers,FR,P,14,0,5,2,5,2.50,0.4,clemson
Amari Rodgers,FR,WR,14,-9,0,3,-9,-3.00,-0.6,clemson
Tyler Keane,SR,QB,10,83,1440,209,1523,7.29,152.3,coastal_carolina
Kilton Anderson,JR,QB,6,58,743,160,801,5.01,133.5,coastal_carolina
Osharmar Abercrombie,SR,RB,12,724,0,140,724,5.17,60.3,coastal_carolina
Marcus Outlow,JR,RB,10,279,0,61,279,4.57,27.9,coastal_carolina
Alex James,SO,RB,12,274,0,55,274,4.98,22.8,coastal_carolina
Jacqez Hairston,FR,RB,12,140,0,24,140,5.83,11.7,coastal_carolina
Dalton Demos,SR,QB,7,103,27,41,130,3.17,18.6,coastal_carolina
Chance Thrasher,SO,QB,3,32,52,14,84,6.00,28.0,coastal_carolina
Ky'Jon Tyler,SO,WR,11,73,0,11,73,6.64,6.6,coastal_carolina
Malcolm Williams,JR,WR,12,73,0,14,73,5.21,6.1,coastal_carolina
Chris Jones,SR,WR,10,45,0,4,45,11.25,4.5,coastal_carolina
Ra'Quan Bennett,SO,RB,6,11,0,1,11,11.00,1.8,coastal_carolina
T'Qele Holmes,FR,WR,10,11,0,1,11,11.00,1.1,coastal_carolina
Austin Wilson,SR,QB,2,0,7,4,7,1.75,3.5,coastal_carolina
Austin Bradley,SO,QB,1,-8,0,4,-8,-2.00,-8.0,coastal_carolina
Steven Montez,SO,QB,12,338,2975,509,3313,6.51,276.1,colorado
Phillip Lindsay,SR,TB,12,1474,0,301,1474,4.90,122.8,colorado
Sam Noyer,FR,QB,4,-11,119,34,108,3.18,27.0,colorado
Beau Bisharat,SO,TB,12,61,0,21,61,2.90,5.1,colorado
Michael Adkins II,SR,TB,7,25,0,11,25,2.27,3.6,colorado
Devin Ross,SR,WR,12,21,0,3,21,7.00,1.8,colorado
Bryce Bobo,SR,WR,12,9,11,2,20,10.00,1.7,colorado
K.D. Nixon,FR,WR,12,20,0,3,20,6.67,1.7,colorado
Casey Marksberry,FR,QB,1,-5,20,4,15,3.75,15.0,colorado
Laviska Shenault Jr.,FR,WR,12,4,0,2,4,2.00,0.3,colorado
Kyle Evans,JR,TB,8,2,0,2,2,1.00,0.3,colorado
Jay MacIntyre,JR,WR,11,1,0,1,1,1.00,0.1,colorado
T.J. Patterson,SR,QB,10,0,0,1,0,0.00,0.0,colorado
Nick Stevens,SR,QB,13,123,3799,513,3922,7.65,301.7,colorado_state
Dalyn Dawkins,SR,RB,13,1399,0,226,1399,6.19,107.6,colorado_state
Izzy Matthews,JR,RB,11,613,0,132,613,4.64,55.7,colorado_state
Rashaad Boddie,FR,RB,12,254,0,44,254,5.77,21.2,colorado_state
Marvin Kinsey Jr.,SO,RB,13,124,0,26,124,4.77,9.5,colorado_state
Darius May,FR,RB,8,66,0,12,66,5.50,8.3,colorado_state
Detrich Clark,SR,WR,12,40,0,15,40,2.67,3.3,colorado_state
Marcus McElroy,FR,RB,6,9,0,2,9,4.50,1.5,colorado_state
Adam Prentice,SO,FB,13,2,0,1,2,2.00,0.2,colorado_state
Bryant Shirreffs,SR,QB,9,200,2287,350,2487,7.11,276.3,connecticut
David Pindell,JR,QB,9,289,937,231,1226,5.31,136.2,connecticut
Kevin Mensah,FR,RB,11,561,0,126,561,4.45,51.0,connecticut
Nate Hopkins,FR,RB,11,343,0,92,343,3.73,31.2,connecticut
Arkeel Newsome,SR,RB,10,261,0,67,261,3.90,26.1,connecticut
Donovan Williams,SO,WR,11,53,0,7,53,7.57,4.8,connecticut
Keyion Dixon,FR,WR,12,41,0,9,41,4.56,3.4,connecticut
Jason Thompson,JR,RB,9,27,0,10,27,2.70,3.0,connecticut
Quayvon Skanes,FR,WR,12,-1,6,4,5,1.25,0.4,connecticut
Tyraiq Beals,JR,WR,12,4,0,2,4,2.00,0.3,connecticut
Donevin O'Reilly,SO,RB,3,3,0,1,3,3.00,1.0,connecticut
Daniel Jones,SO,QB,13,518,2691,614,3209,5.23,246.8,duke
Shaun Wilson,SR,RB,13,818,4,164,822,5.01,63.2,duke
Brittain Brown,FR,RB,13,701,0,130,701,5.39,53.9,duke
Quentin Harris,SO,QB,10,71,73,39,144,3.69,14.4,duke
Deon Jackson,FR,RB,12,97,0,32,97,3.03,8.1,duke
Nicodem Pierre,JR,RB,10,26,0,11,26,2.36,2.6,duke
Parker Boehme,SR,QB,12,15,6,4,21,5.25,1.8,duke
Elijah Deveaux,FR,RB,1,4,0,2,4,2.00,4.0,duke
Johnathan Lloyd,JR,WR,13,3,0,1,3,3.00,0.2,duke
T.J. Rahming,JR,WR,13,3,0,5,3,0.60,0.2,duke
Gardner Minshew,JR,QB,10,-40,2140,322,2100,6.52,210.0,east_carolina
Thomas Sirk,SR,QB,11,165,1655,302,1820,6.03,165.5,east_carolina
Hussein Howe,SO,RB,12,419,0,96,419,4.36,34.9,east_carolina
Darius Pinnix,FR,RB,12,229,0,74,229,3.09,19.1,east_carolina
Tyshon Dye,SR,RB,8,217,0,50,217,4.34,27.1,east_carolina
Derrell Scott,JR,RB,9,139,0,41,139,3.39,15.4,east_carolina
Devin Anderson,JR,RB,4,83,0,29,83,2.86,20.8,east_carolina
Davon Grayson,SR,WR,11,40,0,6,40,6.67,3.6,east_carolina
Reid Herring,FR,QB,2,4,20,5,24,4.80,12.0,east_carolina
Deondre Farrier,SO,WR,9,20,0,2,20,10.00,2.2,east_carolina
Terrell Green,JR,WR,9,16,0,1,16,16.00,1.8,east_carolina
Trevon Brown,JR,WR,12,16,0,2,16,8.00,1.3,east_carolina
Quay Johnson,SR,WR,10,3,0,3,3,1.00,0.3,east_carolina
Jimmy Williams,SR,WR,10,2,0,1,2,2.00,0.2,east_carolina
