name,yr,pos,g,att,yards,avg.,td,att/g,yards/g,team_name
Trevon Wesco,SR,TE,12,1,3,3.00,0,0.08,0.25,west_virginia
Lorenzo Dorr,SO,RB,4,2,2,1.00,0,0.50,0.50,west_virginia
Brady Watson,SR,RB,1,1,0,0.00,0,1.00,0.00,west_virginia
Jack Allison,SO,QB,7,6,-32,-5.33,0,0.86,-4.57,west_virginia
Will Grier,SR,QB,11,48,-90,-1.88,3,4.36,-8.18,west_virginia
Joshua Samuel,FR,RB,12,120,641,5.34,1,10.00,53.42,western_kentucky
D'Andre Ferby,SR,RB,8,62,273,4.40,6,7.75,34.13,western_kentucky
"Gino Appleberry, Jr.",FR,RB,12,56,196,3.50,3,4.67,16.33,western_kentucky
Steven Duncan,SO,QB,9,74,192,2.59,2,8.22,21.33,western_kentucky
Garland LaFrance,FR,RB,12,33,158,4.79,0,2.75,13.17,western_kentucky
Davis Shanley,FR,QB,9,38,91,2.39,1,4.22,10.11,western_kentucky
Lucky Jackson,JR,WR,12,3,30,10.00,1,0.25,2.50,western_kentucky
Drew Eckels,SR,QB,3,24,21,0.88,0,8.00,7.00,western_kentucky
Kevaris Thomas,FR,QB,4,6,18,3.00,1,1.50,4.50,western_kentucky
Marquez Trigg,JR,RB,3,9,12,1.33,0,3.00,4.00,western_kentucky
Rex Henderson,FR,LB,12,1,11,11.00,0,0.08,0.92,western_kentucky
Jacquez Sloan,SO,WR,9,2,4,2.00,0,0.22,0.44,western_kentucky
Mik'Quan Deane,SR,TE,12,3,2,0.67,0,0.25,0.17,western_kentucky
Jahcour Pearson,SO,WR,11,4,0,0.00,0,0.36,0.00,western_kentucky
LeVante Bellamy,JR,RB,13,205,1228,5.99,6,15.77,94.46,western_michigan
Jamauri Bogan,SR,RB,13,169,764,4.52,16,13.00,58.77,western_michigan
Chase Brown,FR,RB,13,71,352,4.96,0,5.46,27.08,western_michigan
Jon Wassink,JR,QB,9,46,162,3.52,6,5.11,18.00,western_michigan
Davon Tucker,JR,RB,12,25,86,3.44,0,2.08,7.17,western_michigan
Prince Walker,FR,RB,1,9,59,6.56,1,9.00,59.00,western_michigan
Wyatt Rector,FR,QB,2,1,2,2.00,0,0.50,1.00,western_michigan
Alex Mussat,JR,QB,2,1,0,0.00,0,0.50,0.00,western_michigan
Jayden Reed,FR,WR,13,1,-9,-9.00,0,0.08,-0.69,western_michigan
Kaleb Eleby,FR,QB,6,29,-27,-0.93,3,4.83,-4.50,western_michigan
Jonathan Taylor,SO,RB,13,307,2194,7.15,16,23.62,168.77,wisconsin
Taiwan Deal,SR,RB,12,82,545,6.65,6,6.83,45.42,wisconsin
Garrett Groshek,SO,RB,13,65,425,6.54,1,5.00,32.69,wisconsin
Alec Ingold,SR,FB,13,26,143,5.50,6,2.00,11.00,wisconsin
Kendric Pryor,SO,WR,13,12,116,9.67,1,0.92,8.92,wisconsin
Chris James,SR,RB,9,23,108,4.70,0,2.56,12.00,wisconsin
Danny Davis III,SO,WR,11,4,56,14.00,0,0.36,5.09,wisconsin
Aron Cruickshank,FR,WR,13,6,51,8.50,1,0.46,3.92,wisconsin
Mason Stokke,SO,ILB,9,4,13,3.25,0,0.44,1.44,wisconsin
Jack Coan,SO,QB,5,20,-33,-1.65,1,4.00,-6.60,wisconsin
Alex Hornibrook,JR,QB,9,20,-61,-3.05,0,2.22,-6.78,wisconsin
Nico Evans,SR,RB,10,203,1325,6.53,8,20.30,132.50,wyoming
Xazavian Valladay,FR,RB,12,71,396,5.58,3,5.92,33.00,wyoming
Sean Chambers,FR,QB,4,59,329,5.58,2,14.75,82.25,wyoming
Jevon Bigelow,FR,RB,10,69,292,4.23,2,6.90,29.20,wyoming
Austin Conway,JR,WR,12,12,80,6.67,1,1.00,6.67,wyoming
Avante' Cox,SO,WR,3,3,37,12.33,1,1.00,12.33,wyoming
Dontae Crow,SO,WR,9,2,11,5.50,0,0.22,1.22,wyoming
James Price,SR,WR,12,2,10,5.00,0,0.17,0.83,wyoming
Ayden Eberhardt,SO,WR,12,1,1,1.00,0,0.08,0.08,wyoming
Brett Brenton,,,1,1,0,0.00,0,1.00,0.00,wyoming
Raghib Ismail Jr.,JR,WR,11,4,-2,-0.50,0,0.36,-0.18,wyoming
Tyler Vander Waal,FR,QB,10,61,-63,-1.03,2,6.10,-6.30,wyoming
