name,yr,pos,g,att,yards,avg.,td,att/g,yards/g,team_name
Jam Miller,SO,RB,14,41,201,4.90,1,2.93,14.36,alabama
Justice Haynes,FR,RB,13,25,168,6.72,2,1.92,12.92,alabama
Ty Simpson,FR,QB,6,14,86,6.14,2,2.33,14.33,alabama
Richard Young,FR,RB,3,9,24,2.67,1,3.00,8.00,alabama
Tyler Buchner,SO,QB,2,3,20,6.67,1,1.50,10.00,alabama
Dylan Lonergan,FR,QB,1,1,5,5.00,0,1.00,5.00,alabama
Isaiah Bond,SO,WR,14,1,3,3.00,0,0.07,0.21,alabama
Nate Noel,JR,RB,11,173,834,4.82,5,15.73,75.82,appalachian_state
Kanye Roberts,FR,RB,14,123,696,5.66,7,8.79,49.71,appalachian_state
Maquel Haywood,JR,RB,13,60,318,5.30,2,4.62,24.46,appalachian_state
Anderson Castle,JR,RB,6,53,283,5.34,2,8.83,47.17,appalachian_state
Joey Aguilar,JR,QB,14,81,245,3.02,3,5.79,17.50,appalachian_state
Ahmani Marshall,JR,RB,14,20,65,3.25,2,1.43,4.64,appalachian_state
Dashaun Davis,JR,WR,13,1,10,10.00,0,0.08,0.77,appalachian_state
Dalton Stroman,SO,WR,14,1,6,6.00,0,0.07,0.43,appalachian_state
Kaedin Robinson,JR,WR,14,1,1,1.00,0,0.07,0.07,appalachian_state
Isaiah Helms,SR,OL,14,2,-2,-1.00,0,0.14,-0.14,appalachian_state
Ryan Burger,FR,QB,1,4,-10,-2.50,0,4.00,-10.00,appalachian_state
Milan Tucker,JR,WR,14,4,-14,-3.50,1,0.29,-1.00,appalachian_state
Jonah Coleman,SO,RB,13,128,871,6.80,5,9.85,67.00,arizona
DJ Williams,SR,RB,12,85,372,4.38,5,7.08,31.00,arizona
Michael Wiley,SR,RB,10,70,311,4.44,3,7.00,31.10,arizona
Rayshon Luke,SO,RB,13,37,153,4.14,1,2.85,11.77,arizona
Jayden de Laura,JR,QB,7,21,121,5.76,3,3.00,17.29,arizona
Jacob Cowing,SR,WR,13,5,26,5.20,0,0.38,2.00,arizona
Nazar Bombata,SR,RB,13,1,11,11.00,0,0.08,0.85,arizona
Tetairoa McMillan,SO,WR,13,1,3,3.00,0,0.08,0.23,arizona
Noah Fifita,FR,QB,12,38,-33,-0.87,0,3.17,-2.75,arizona
Cam Skattebo,JR,RB,12,164,783,4.77,9,13.67,65.25,arizona_state
DeCarlos Brooks,JR,RB,5,48,259,5.40,3,9.60,51.80,arizona_state
Kyson Brown,FR,RB,12,23,106,4.61,0,1.92,8.83,arizona_state
Jalin Conyers,JR,TE,11,22,92,4.18,1,2.00,8.36,arizona_state
Trenton Bourguet,JR,QB,8,26,68,2.62,2,3.25,8.50,arizona_state
Elijhah Badger,JR,WR,11,11,51,4.64,1,1.00,4.64,arizona_state
Jaden Rashada,FR,QB,3,14,23,1.64,0,4.67,7.67,arizona_state
Tevin White,SO,RB,11,11,23,2.09,0,1.00,2.09,arizona_state
Melquan Stovall,SR,WR,12,3,21,7.00,1,0.25,1.75,arizona_state
George Hart III,JR,RB,3,7,11,1.57,0,2.33,3.67,arizona_state
Javen Jacobs,SO,RB,5,3,8,2.67,0,0.60,1.60,arizona_state
Kaleb Black,FR,WR,3,4,4,1.00,0,1.33,1.33,arizona_state
Xavier Guillory,JR,WR,9,1,0,0.00,0,0.11,0.00,arizona_state
Giovanni Sanders,SR,WR,12,2,-1,-0.50,0,0.17,-0.08,arizona_state
Jacob Conover,SO,QB,3,10,-5,-0.50,0,3.33,-1.67,arizona_state
Shawn Charles,SR,WR,7,1,-10,-10.00,0,0.14,-1.43,arizona_state
Drew Pyne,SO,QB,2,14,-49,-3.50,0,7.00,-24.50,arizona_state
KJ Jefferson,SR,QB,12,161,447,2.78,2,13.42,37.25,arkansas
AJ Green,JR,RB,12,67,312,4.66,2,5.58,26.00,arkansas
Rashod Dubinion,SO,RB,10,82,260,3.17,1,8.20,26.00,arkansas
Raheim Sanders,JR,RB,6,62,209,3.37,2,10.33,34.83,arkansas
Isaiah Augustave,FR,RB,11,35,202,5.77,1,3.18,18.36,arkansas
Dominique Johnson,JR,RB,10,31,167,5.39,1,3.10,16.70,arkansas
Jacolby Criswell,JR,QB,4,23,44,1.91,0,5.75,11.00,arkansas
Isaiah Sategna,FR,WR,12,1,28,28.00,0,0.08,2.33,arkansas
Tyrone Broden,SR,WR,12,1,9,9.00,0,0.08,0.75,arkansas
Max Fletcher,SO,P,12,1,8,8.00,0,0.08,0.67,arkansas
Jaedon Wilson,SO,WR,12,1,4,4.00,0,0.08,0.33,arkansas
Andrew Armstrong,SR,WR,12,1,3,3.00,0,0.08,0.25,arkansas
Isaac TeSlaa,SR,WR,12,1,0,0.00,0,0.08,0.00,arkansas
Ja'Quez Cross,SO,RB,13,128,716,5.59,7,9.85,55.08,arkansas_state
Zak Wallace,JR,RB,12,126,575,4.56,6,10.50,47.92,arkansas_state
Jaylen Raynor,FR,QB,11,123,373,3.03,5,11.18,33.91,arkansas_state
Cedric Hawkins,FR,RB,8,31,156,5.03,2,3.88,19.50,arkansas_state
Brian Snead,SR,RB,4,16,39,2.44,0,4.00,9.75,arkansas_state
Mike Sharpe II,SO,RB,8,9,34,3.78,0,1.13,4.25,arkansas_state
Jaxon Dailey,FR,QB,5,11,29,2.64,0,2.20,5.80,arkansas_state
Chauncy Cobb,FR,WR,1,1,8,8.00,0,1.00,8.00,arkansas_state
Corey Rucker,SO,WR,13,1,6,6.00,0,0.08,0.46,arkansas_state
Courtney Jackson,JR,WR,13,1,5,5.00,0,0.08,0.38,arkansas_state
DeAndra Burns Jr.,FR,WR,12,1,1,1.00,0,0.08,0.08,arkansas_state
J.T. Shrout,SR,QB,2,4,-12,-3.00,0,2.00,-6.00,arkansas_state
Bryson Daily,JR,QB,11,215,901,4.19,7,19.55,81.91,army
Kanye Udoh,FR,RB,10,99,524,5.29,1,9.90,52.40,army
Hayden Reed,SO,RB,9,50,205,4.10,2,5.56,22.78,army
Tyrell Robinson,JR,RB,8,39,187,4.79,2,4.88,23.38,army
Ay'Jaun Marshall,SR,WR,11,17,181,10.65,1,1.55,16.45,army
Jakobi Buchanan,SR,RB,12,51,169,3.31,3,4.25,14.08,army
Tyson Riley,SR,TE,12,15,119,7.93,1,1.25,9.92,army
Larry Robinson,FR,QB,2,6,80,13.33,1,3.00,40.00,army
Markel Johnson,JR,RB,11,22,77,3.50,0,2.00,7.00,army
Miles Stewart,JR,RB,7,15,58,3.87,0,2.14,8.29,army
Champ Harris,FR,QB,6,21,9,0.43,1,3.50,1.50,army
Dewayne Coleman,SO,QB,3,4,8,2.00,0,1.33,2.67,army
Noah Short,SO,WR,12,3,8,2.67,0,0.25,0.67,army
Jake Rendina,FR,RB,3,1,3,3.00,0,0.33,1.00,army
Tobi Olawole,FR,WR,10,3,2,0.67,0,0.30,0.20,army
Zach Mundell,SO,WR,6,4,-5,-1.25,0,0.67,-0.83,army
Cooper Allan,SO,P,12,1,-13,-13.00,0,0.08,-1.08,army
Jarquez Hunter,JR,RB,12,159,909,5.72,7,13.25,75.75,auburn
Payton Thorne,JR,QB,13,134,515,3.84,3,10.31,39.62,auburn
Damari Alston,SO,RB,10,64,320,5.00,2,6.40,32.00,auburn
Brian Battie,JR,RB,13,51,227,4.45,1,3.92,17.46,auburn
Robby Ashford,SO,QB,10,46,217,4.72,5,4.60,21.70,auburn
Jeremiah Cobb,FR,RB,13,33,172,5.21,2,2.54,13.23,auburn
Sean Jackson,SO,RB,11,6,95,15.83,1,0.55,8.64,auburn
Justin Jones,JR,RB,13,4,33,8.25,0,0.31,2.54,auburn
Ja'Varrius Johnson,SR,WR,10,1,12,12.00,1,0.10,1.20,auburn
Oscar Chapman,SR,P,13,1,10,10.00,0,0.08,0.77,auburn
Holden Geriner,FR,QB,5,2,-12,-6.00,0,0.40,-2.40,auburn
Marquez Cooper,JR,RB,12,227,1043,4.59,4,18.92,86.92,ball_state
Kiael Kelly,SO,QB,12,135,724,5.36,7,11.25,60.33,ball_state
Vaughn Pemberton,SO,RB,6,23,139,6.04,1,3.83,23.17,ball_state
Rico Barfield,SO,RB,12,25,96,3.84,1,2.08,8.00,ball_state
Charlie Spegal,SO,RB,12,15,71,4.73,1,1.25,5.92,ball_state
Malcolm Gillie,JR,WR,10,4,25,6.25,0,0.40,2.50,ball_state
Ahmad Edwards,SR,WR,12,2,12,6.00,0,0.17,1.00,ball_state
Kadin Semonza,FR,QB,4,17,10,0.59,0,4.25,2.50,ball_state
Corey Stewart,JR,OL,12,1,-4,-4.00,0,0.08,-0.33,ball_state
Layne Hatcher,SR,QB,7,20,-53,-2.65,1,2.86,-7.57,ball_state
Dominic Richardson,JR,RB,11,125,519,4.15,1,11.36,47.18,baylor
Dawson Pendergrass,FR,RB,11,79,338,4.28,5,7.18,30.73,baylor
Richard Reese,SO,RB,12,66,306,4.64,2,5.50,25.50,baylor
Sawyer Robertson,SO,QB,6,35,69,1.97,1,5.83,11.50,baylor
Bryson Washington,FR,RB,3,10,45,4.50,0,3.33,15.00,baylor
Jordan Nabors,SO,WR,9,9,33,3.67,0,1.00,3.67,baylor
Blake Shapen,JR,QB,8,67,29,0.43,4,8.38,3.63,baylor
RJ Martinez,JR,QB,3,3,22,7.33,0,1.00,7.33,baylor
Jordan Jenkins,SO,RB,6,2,19,9.50,0,0.33,3.17,baylor
Monaray Baldwin,JR,WR,12,3,17,5.67,0,0.25,1.42,baylor
Ketron Jackson Jr.,JR,WR,10,1,3,3.00,0,0.10,0.30,baylor
Hal Presley,JR,WR,6,2,2,1.00,0,0.33,0.33,baylor
Jonah Burton,SO,WR,10,2,2,1.00,0,0.20,0.20,baylor
Josh Cameron,SO,WR,12,2,1,0.50,0,0.17,0.08,baylor
Gavin Yates,JR,TE,9,1,0,0.00,0,0.11,0.00,baylor
Ashton Jeanty,SO,RB,12,220,1347,6.12,14,18.33,112.25,boise_state
George Holani,SR,RB,8,134,748,5.58,7,16.75,93.50,boise_state
Taylen Green,SO,QB,13,78,436,5.59,9,6.00,33.54,boise_state
Jambres Dubar,FR,RB,12,62,335,5.40,2,5.17,27.92,boise_state
Maddux Madsen,FR,QB,9,33,120,3.64,2,3.67,13.33,boise_state
Kaden Dudley,SO,RB,10,8,40,5.00,0,0.80,4.00,boise_state
Tyler Crowe,SR,RB,10,10,37,3.70,0,1.00,3.70,boise_state
Chase Penry,SO,WR,4,1,0,0.00,0,0.25,0.00,boise_state
CJ Tiller,FR,QB,2,3,-8,-2.67,0,1.50,-4.00,boise_state
Stefan Cobbs,SR,WR,9,2,-10,-5.00,0,0.22,-1.11,boise_state
Thomas Castellanos,SO,QB,13,215,1113,5.18,13,16.54,85.62,boston_college
Kye Robichaux,JR,RB,11,163,780,4.79,8,14.82,70.91,boston_college
Alex Broome,SO,RB,11,60,288,4.80,1,5.45,26.18,boston_college
Pat Garwo III,SR,RB,5,52,270,5.19,1,10.40,54.00,boston_college
Ryan O'Keefe,SR,WR,5,5,40,8.00,1,1.00,8.00,boston_college
Andre Hines,JR,RB,2,6,37,6.17,0,3.00,18.50,boston_college
Nate Johnson,FR,WR,8,5,29,5.80,0,0.63,3.63,boston_college
Xavier Coleman,SO,RB,3,6,15,2.50,1,2.00,5.00,boston_college
Cam'ron Barfield,SO,RB,3,11,14,1.27,0,3.67,4.67,boston_college
Dino Tomlin,SR,WR,13,3,12,4.00,0,0.23,0.92,boston_college
Emmett Morehead,SO,QB,4,2,8,4.00,0,0.50,2.00,boston_college
Sam Candotti,SO,P,13,1,6,6.00,0,0.08,0.46,boston_college
Owen McGowan,SO,LB,13,1,4,4.00,0,0.08,0.31,boston_college
Lewis Bond,SO,WR,13,1,2,2.00,0,0.08,0.15,boston_college
Ozzy Trapilo,JR,OL,12,0,1,-,0,-,-,boston_college
Terion Stewart,SO,RB,9,125,762,6.10,8,13.89,84.67,bowling_green
Ta'ron Keith,JR,RB,12,66,390,5.91,4,5.50,32.50,bowling_green
Camden Orth,SR,QB,12,67,208,3.10,5,5.58,17.33,bowling_green
Jaison Patterson,JR,RB,13,35,128,3.66,1,2.69,9.85,bowling_green
PaSean Wimberly,SR,RB,13,22,124,5.64,1,1.69,9.54,bowling_green
Jamal Johnson,JR,RB,11,15,96,6.40,0,1.36,8.73,bowling_green
Nick Mosley,JR,RB,4,8,56,7.00,0,2.00,14.00,bowling_green
Harold Fannin Jr.,SO,TE,11,14,41,2.93,0,1.27,3.73,bowling_green
Lucian Anderson III,FR,QB,3,8,28,3.50,1,2.67,9.33,bowling_green
Jackson Kleather,FR,K,10,1,17,17.00,0,0.10,1.70,bowling_green
Odieu Hiliare,SR,WR,13,1,12,12.00,0,0.08,0.92,bowling_green
Trimaine Brown Jr.,FR,WR,4,2,6,3.00,0,0.50,1.50,bowling_green
Abdul-Fatai Ibrahim,SR,WR,13,3,6,2.00,0,0.23,0.46,bowling_green
Chris Edmonds,FR,RB,2,1,5,5.00,0,0.50,2.50,bowling_green
Jhaylin Embry,JR,WR,13,2,5,2.50,0,0.15,0.38,bowling_green
Hayden Timosciek,FR,QB,2,4,2,0.50,0,2.00,1.00,bowling_green
Connor Bazelak,SR,QB,11,44,-82,-1.86,2,4.00,-7.45,bowling_green
"Ron Cook, Jr.",SR,RB,12,148,609,4.11,6,12.33,50.75,buffalo
"Mike Washington, Jr.",SO,RB,11,90,362,4.02,2,8.18,32.91,buffalo
Jacqez Barksdale,JR,RB,11,52,248,4.77,2,4.73,22.55,buffalo
CJ Ogbonna,JR,QB,8,51,214,4.20,3,6.38,26.75,buffalo
Cole Snyder,SR,QB,12,67,88,1.31,1,5.58,7.33,buffalo
Victor Snow,FR,WR,10,5,30,6.00,0,0.50,3.00,buffalo
Nik McMillan,FR,WR,7,2,20,10.00,0,0.29,2.86,buffalo
Cole Harrity,SR,WR,12,4,18,4.50,0,0.33,1.50,buffalo
Lamar Sperling,FR,RB,2,4,17,4.25,0,2.00,8.50,buffalo
Anthony Venneri,SO,P,12,1,9,9.00,0,0.08,0.75,buffalo
Tadd Barr,SR,WR,12,1,1,1.00,0,0.08,0.08,buffalo
Al-Jay Henderson,SO,RB,10,5,0,0.00,1,0.50,0.00,buffalo
LJ Martin,FR,RB,10,109,518,4.75,4,10.90,51.80,byu
Aidan Robbins,JR,RB,8,101,485,4.80,1,12.63,60.63,byu
Jake Retzlaff,JR,QB,4,51,116,2.27,3,12.75,29.00,byu
Miles Davis,SO,RB,5,16,78,4.88,0,3.20,15.60,byu
Deion Smith,SR,RB,10,23,64,2.78,1,2.30,6.40,byu
Keelan Marion,SO,WR,12,9,40,4.44,3,0.75,3.33,byu
Chase Roberts,SO,WR,12,2,12,6.00,0,0.17,1.00,byu
Kody Epps,SO,WR,8,3,6,2.00,0,0.38,0.75,byu
Darius Lassiter,SR,WR,10,1,5,5.00,0,0.10,0.50,byu
Parker Kingston,FR,WR,12,6,4,0.67,0,0.50,0.33,byu
Enoch Nawahine,SO,RB,11,1,1,1.00,0,0.09,0.09,byu
Ray Paulo,JR,TE,10,1,-2,-2.00,0,0.10,-0.20,byu
Ryan Rehkow,JR,P,12,1,-5,-5.00,0,0.08,-0.42,byu
Cade Fennegan,SO,QB,1,2,-5,-2.50,0,2.00,-5.00,byu
Kedon Slovis,SR,QB,8,29,-41,-1.41,3,3.63,-5.13,byu
Jaydn Ott,SO,RB,12,246,1315,5.35,12,20.50,109.58,california
Isaiah Ifanse,SR,RB,8,70,365,5.21,7,8.75,45.63,california
Ashton Stredick,SO,RB,10,42,200,4.76,2,4.20,20.00,california
Jaivian Thomas,FR,RB,8,18,110,6.11,1,2.25,13.75,california
Fernando Mendoza,FR,QB,9,48,92,1.92,2,5.33,10.22,california
Justin Williams-Thomas,FR,RB,6,21,91,4.33,0,3.50,15.17,california
Sam Jackson V,SO,QB,5,26,59,2.27,1,5.20,11.80,california
Ben Finley,SO,QB,7,12,8,0.67,0,1.71,1.14,california
Monroe Young,SR,WR,13,3,8,2.67,0,0.23,0.62,california
Mavin Anderson,SO,WR,9,1,6,6.00,0,0.11,0.67,california
Andy Alfieri,SO,FB,1,2,4,2.00,0,2.00,4.00,california
Taj Davis,JR,WR,11,1,1,1.00,0,0.09,0.09,california
Marion Lukes,JR,RB,12,144,737,5.12,5,12.00,61.42,central_michigan
Myles Bailey,JR,RB,10,101,476,4.71,3,10.10,47.60,central_michigan
Jase Bauer,SO,QB,12,121,365,3.02,10,10.08,30.42,central_michigan
"Bert Emanuel, Jr.",FR,QB,6,50,220,4.40,2,8.33,36.67,central_michigan
Sam Hicks,JR,RB,12,11,47,4.27,1,0.92,3.92,central_michigan
B.J. Harris,JR,RB,10,19,39,2.05,0,1.90,3.90,central_michigan
Thomas Pannunzio,SR,WR,12,3,30,10.00,0,0.25,2.50,central_michigan
Jake Tafelski,SO,RB,11,3,12,4.00,0,0.27,1.09,central_michigan
Tyler Jefferson,FR,QB,2,1,1,1.00,0,0.50,0.50,central_michigan
"Stephan Bracey, Jr.",JR,WR,11,1,-9,-9.00,0,0.09,-0.82,central_michigan
Jalon Jones,SR,QB,10,110,476,4.33,4,11.00,47.60,charlotte
Terron Kellman,FR,RB,8,82,328,4.00,1,10.25,41.00,charlotte
Hahsaun Wilson,SO,RB,10,54,322,5.96,3,5.40,32.20,charlotte
Shadrick Byrd,JR,RB,8,60,211,3.52,0,7.50,26.38,charlotte
Henry Rutledge,SO,RB,10,15,174,11.60,0,1.50,17.40,charlotte
Durell Robinson,FR,RB,4,40,166,4.15,1,10.00,41.50,charlotte
Joachim Bangda,SR,RB,11,42,143,3.40,4,3.82,13.00,charlotte
Dom Shoffner,SR,QB,3,7,30,4.29,0,2.33,10.00,charlotte
Duane Thomas Jr.,FR,WR,12,5,11,2.20,0,0.42,0.92,charlotte
Steven Johnson,FR,QB,1,3,9,3.00,0,3.00,9.00,charlotte
Joey Bearns III,SO,TE,12,3,9,3.00,0,0.25,0.75,charlotte
Jairus Mack,SO,WR,11,2,-8,-4.00,0,0.18,-0.73,charlotte
Micah Bowens,SO,QB,1,1,-13,-13.00,0,1.00,-13.00,charlotte
Trexler Ivey,SO,QB,11,33,-89,-2.70,3,3.00,-8.09,charlotte
Corey Kiner,JR,RB,12,192,1047,5.45,5,16.00,87.25,cincinnati
Emory Jones,SR,QB,12,155,560,3.61,4,12.92,46.67,cincinnati
Myles Montgomery,SO,RB,12,66,428,6.48,3,5.50,35.67,cincinnati
Ryan Montgomery,SR,RB,8,54,329,6.09,1,6.75,41.13,cincinnati
Aaron Turner,JR,WR,12,11,97,8.82,0,0.92,8.08,cincinnati
Brady Lichtenberg,SO,QB,7,12,80,6.67,1,1.71,11.43,cincinnati
Chamon Metayer,SO,TE,11,1,27,27.00,0,0.09,2.45,cincinnati
Ethan Wright,SR,RB,4,7,19,2.71,0,1.75,4.75,cincinnati
Dee Wiggins,SR,WR,12,1,13,13.00,0,0.08,1.08,cincinnati
Shaun Thomas,SO,RB,7,7,12,1.71,0,1.00,1.71,cincinnati
Brady Drogosh,FR,QB,1,3,3,1.00,0,3.00,3.00,cincinnati
Evan Prater,JR,WR,11,2,3,1.50,0,0.18,0.27,cincinnati
Braden Smith,SR,WR,12,2,0,0.00,0,0.17,0.00,cincinnati
Phil Mafah,JR,RB,13,179,965,5.39,13,13.77,74.23,clemson
Will Shipley,JR,RB,12,167,827,4.95,5,13.92,68.92,clemson
Cade Klubnik,SO,QB,13,125,180,1.44,4,9.62,13.85,clemson
Domonique Thomas,JR,RB,12,18,116,6.44,1,1.50,9.67,clemson
"Keith Adams, Jr.",FR,RB,7,11,60,5.45,0,1.57,8.57,clemson
Tristen Rigby,SO,RB,2,2,41,20.50,0,1.00,20.50,clemson
Tyler Brown,FR,WR,13,2,41,20.50,0,0.15,3.15,clemson
Jay Haynes,FR,RB,3,6,35,5.83,1,2.00,11.67,clemson
Hunter Helms,JR,QB,4,1,16,16.00,0,0.25,4.00,clemson
Jarvis Green,FR,RB,2,3,4,1.33,0,1.50,2.00,clemson
Aidan Swanson,SR,P,13,1,4,4.00,0,0.08,0.31,clemson
"Wise Segars, Jr.",SO,RB,1,1,3,3.00,0,1.00,3.00,clemson
Walker Parks,SR,OL,2,0,2,-,0,-,-,clemson
Hamp Greene,SR,WR,11,1,1,1.00,0,0.09,0.09,clemson
Kevin McNeal,SO,RB,2,1,0,0.00,0,0.50,0.00,clemson
Tyler Davis,SR,DT,13,1,-6,-6.00,0,0.08,-0.46,clemson
Braydon Bennett,JR,RB,12,91,407,4.47,5,7.58,33.92,coastal_carolina
Ethan Vasko,FR,QB,8,63,368,5.84,2,7.88,46.00,coastal_carolina
CJ Beasley,JR,RB,11,68,262,3.85,2,6.18,23.82,coastal_carolina
Reese White,SR,RB,11,77,252,3.27,2,7.00,22.91,coastal_carolina
Jared Brown,SO,WR,12,15,252,16.80,1,1.25,21.00,coastal_carolina
Max Balthazar,SO,RB,13,43,211,4.91,2,3.31,16.23,coastal_carolina
Ja'Vin Simpkins,FR,RB,11,21,129,6.14,1,1.91,11.73,coastal_carolina
Jarrett Guest,SR,QB,6,11,56,5.09,1,1.83,9.33,coastal_carolina
Grayson McCall,SR,QB,7,53,48,0.91,1,7.57,6.86,coastal_carolina
Jahbari Kuykendall,FR,RB,1,3,33,11.00,0,3.00,33.00,coastal_carolina
Bryson Graves,FR,WR,13,4,16,4.00,0,0.31,1.23,coastal_carolina
Sam Pinckney,SR,WR,13,1,7,7.00,0,0.08,0.54,coastal_carolina
Darren Lloyd,FR,RB,1,2,6,3.00,0,2.00,6.00,coastal_carolina
Kyre Duplessis,JR,WR,13,1,-1,-1.00,0,0.08,-0.08,coastal_carolina
Dylan Edwards,FR,RB,12,76,321,4.22,1,6.33,26.75,colorado
Anthony Hankerson,SO,RB,12,78,319,4.09,1,6.50,26.58,colorado
Sy’veon Wilkerson,SO,RB,11,53,190,3.58,3,4.82,17.27,colorado
Alton McCaskill,SO,RB,4,14,59,4.21,0,3.50,14.75,colorado
Jimmy Horn Jr.,JR,WR,12,2,18,9.00,0,0.17,1.50,colorado
Xavier Weaver,SR,WR,11,2,15,7.50,2,0.18,1.36,colorado
Charlie Offerdahl,SO,RB,8,2,11,5.50,0,0.25,1.38,colorado
Tar’Varish Dawson,SO,WR,7,1,8,8.00,1,0.14,1.14,colorado
Kavosiey Smoke,SR,RB,10,2,-2,-1.00,0,0.20,-0.20,colorado
Gavin Kuld,JR,QB,2,3,-3,-1.00,0,1.50,-1.50,colorado
Ryan Staub,FR,QB,3,11,-26,-2.36,0,3.67,-8.67,colorado
Shedeur Sanders,JR,QB,11,111,-77,-0.69,4,10.09,-7.00,colorado
Vann Schield,SO,RB,9,90,389,4.32,3,10.00,43.22,colorado_state
Justin Marshall,FR,RB,3,57,311,5.46,2,19.00,103.67,colorado_state
Avery Morrow,SR,RB,9,81,262,3.23,2,9.00,29.11,colorado_state
Kobe Johnson,SR,RB,4,44,128,2.91,1,11.00,32.00,colorado_state
Damian Henderson II,FR,RB,2,12,50,4.17,0,6.00,25.00,colorado_state
KJ Edwards,JR,RB,1,2,18,9.00,0,2.00,18.00,colorado_state
Louis Brown IV,SO,WR,12,3,5,1.67,0,0.25,0.42,colorado_state
Peter Montini,SR,TE,11,2,2,1.00,0,0.18,0.18,colorado_state
Dallin Holker,JR,TE,12,1,1,1.00,1,0.08,0.08,colorado_state
Clay Millen,SO,QB,1,2,-8,-4.00,0,2.00,-8.00,colorado_state
Brayden Fowler-Nicolosi,FR,QB,12,33,-27,-0.82,1,2.75,-2.25,colorado_state
Cam Edwards,SO,RB,9,123,618,5.02,4,13.67,68.67,connecticut
Victor Rosa,SO,RB,11,112,550,4.91,3,10.18,50.00,connecticut
Devontae Houston,JR,RB,4,34,161,4.74,0,8.50,40.25,connecticut
Ta'Quan Roberson,JR,QB,11,46,120,2.61,2,4.18,10.91,connecticut
Jalen Mitchell,SR,RB,11,22,72,3.27,0,2.00,6.55,connecticut
Geordon Porter,SR,WR,12,5,40,8.00,0,0.42,3.33,connecticut
Hunter Clark,SO,RB,10,3,34,11.33,0,0.30,3.40,connecticut
Joe Fagnano,SR,QB,2,16,32,2.00,0,8.00,16.00,connecticut
Jelani Stafford,JR,DL,12,15,22,1.47,6,1.25,1.83,connecticut
Brian Brewton,JR,RB,2,3,19,6.33,0,1.50,9.50,connecticut
Cameron Ross,JR,WR,12,4,9,2.25,0,0.33,0.75,connecticut
Brett Buckman,SR,WR,12,2,-6,-3.00,0,0.17,-0.50,connecticut
James Burns,SR,WR,6,1,-7,-7.00,0,0.17,-1.17,connecticut
Bryan Domino,FR,WR,8,2,-13,-6.50,0,0.25,-1.63,connecticut
Jordan Waters,SR,RB,13,153,819,5.35,12,11.77,63.00,duke
Jaquez Moore,JR,RB,13,116,674,5.81,6,8.92,51.85,duke
Riley Leonard,JR,QB,7,58,352,6.07,4,8.29,50.29,duke
Jaylen Coleman,SR,RB,10,46,170,3.70,1,4.60,17.00,duke
Peyton Jones,FR,RB,13,20,71,3.55,1,1.54,5.46,duke
Travis Bates,FR,RB,13,5,42,8.40,0,0.38,3.23,duke
Henry Belin IV,FR,QB,4,8,28,3.50,1,2.00,7.00,duke
Grayson Loftis,FR,QB,8,20,17,0.85,1,2.50,2.13,duke
Quran Boyd,FR,WR,1,6,16,2.67,0,6.00,16.00,duke
Jalon Calhoun,SR,WR,13,1,3,3.00,0,0.08,0.23,duke
Jordan Moore,JR,WR,13,4,2,0.50,0,0.31,0.15,duke
