name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name
Brayden Schager,FR,QB,6,108,65,60.2,615,5.7,2,5,104.87,18.0,102.5,hawai'i
Clayton Tune,JR,QB,14,420,287,68.3,3546,8.4,30,10,158.06,30.0,253.3,houston
Ike Ogbogu,JR,QB,6,35,20,57.1,256,7.3,2,1,131.73,5.8,42.7,houston
Seth Green,SR,TE,13,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,houston
Brandon Peters,SR,QB,10,169,91,53.8,1170,6.9,7,4,120.94,16.9,117.0,illinois
Artur Sitkowski,SO,QB,5,148,74,50.0,704,4.8,6,2,100.64,29.6,140.8,illinois
Caleb Griffin,SO,K,2,1,0,0.0,0,0.0,0,0,0.00,0.5,0.0,illinois
Casey Washington,SO,WR,12,2,0,0.0,0,0.0,0,0,0.00,0.2,0.0,illinois
Isaiah Williams,FR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,illinois
Michael Penix Jr.,JR,QB,5,162,87,53.7,939,5.8,4,7,101.90,32.4,187.8,indiana
Donaven McCulley,FR,QB,7,82,35,42.7,475,5.8,2,2,94.51,11.7,67.9,indiana
Jack Tuttle,JR,QB,7,87,45,51.7,423,4.9,2,5,88.66,12.4,60.4,indiana
Grant Gremel,SO,QB,5,58,32,55.2,269,4.6,1,1,96.37,11.6,53.8,indiana
Malachi Holt-Bennett,FR,WR,8,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,indiana
Spencer Petras,JR,QB,12,288,165,57.3,1880,6.5,10,9,117.34,24.0,156.7,iowa
Alex Padilla,SO,QB,9,112,55,49.1,636,5.7,2,2,99.13,12.4,70.7,iowa
Tory Taylor,SO,P,14,1,1,100.0,3,3.0,0,0,125.20,0.1,0.2,iowa
Deuce Hogan,FR,QB,1,1,1,100.0,2,2.0,0,0,116.80,1.0,2.0,iowa
Nico Ragaini,JR,WR,14,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,iowa
Gavin Williams,FR,RB,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,iowa
Brock Purdy,SR,QB,13,407,292,71.7,3188,7.8,19,8,149.01,31.3,245.2,iowa_state
Hunter Dekkers,FR,QB,4,36,20,55.6,193,5.4,2,1,113.36,9.0,48.3,iowa_state
Xavier Hutchinson,SR,WR,13,1,1,100.0,49,49.0,1,0,841.60,0.1,3.8,iowa_state
Jason Bean,JR,QB,11,182,102,56.0,1252,6.9,6,6,118.11,16.5,113.8,kansas
Jalon Daniels,SO,QB,6,117,81,69.2,860,7.4,7,3,145.58,19.5,143.3,kansas
Miles Kendrick,SR,QB,5,18,12,66.7,106,5.9,2,1,141.70,3.6,21.2,kansas
Trevor Wilson,SO,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,kansas
Skylar Thompson,SR,QB,10,233,162,69.5,2113,9.1,12,4,159.28,23.3,211.3,kansas_state
Will Howard,SO,QB,6,55,30,54.5,327,5.9,1,1,106.85,9.2,54.5,kansas_state
Jaren Lewis,SO,QB,4,23,12,52.2,154,6.7,1,2,105.38,5.8,38.5,kansas_state
Dustin Crum,SR,QB,14,381,244,64.0,3187,8.4,20,6,148.48,27.2,227.6,kent_state
Collin Schlee,SO,QB,10,24,17,70.8,238,9.9,1,0,167.88,2.4,23.8,kent_state
Will Levis,JR,QB,13,353,233,66.0,2812,8.0,24,13,147.99,27.2,216.3,kentucky
Beau Allen,SO,QB,3,12,8,66.7,92,7.7,0,0,131.07,4.0,30.7,kentucky
Chauncey Magwood,FR,WR,13,1,1,100.0,15,15.0,0,0,226.00,0.1,1.2,kentucky
Malik Willis,JR,QB,13,339,207,61.1,2857,8.4,27,12,151.06,26.1,219.8,liberty
Johnathan Bennett,SO,QB,9,33,15,45.5,299,9.1,4,2,149.45,3.7,33.2,liberty
Nate Hampton,FR,QB,1,4,1,25.0,63,15.8,1,0,239.80,4.0,63.0,liberty
DJ Stubbs,SR,WR,11,1,1,100.0,44,44.0,0,0,469.60,0.1,4.0,liberty
Kaidon Salter,FR,QB,2,2,1,50.0,39,19.5,1,0,378.80,1.0,19.5,liberty
CJ Daniels,FR,WR,13,1,1,100.0,13,13.0,0,0,209.20,0.1,1.0,liberty
Max Morgan,FR,K,10,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,liberty
Levi Lewis,SR,QB,14,390,236,60.5,2916,7.5,20,4,138.19,27.9,208.3,louisiana-lafayette
Chandler Fields,FR,QB,8,13,9,69.2,106,8.2,1,0,163.10,1.6,13.3,louisiana-lafayette
Chris Smith,SO,RB,13,1,1,100.0,37,37.0,1,0,740.80,0.1,2.8,louisiana-lafayette
Chandler Rogers,FR,QB,12,179,112,62.6,1311,7.3,9,3,137.33,14.9,109.3,louisiana-monroe
Rhett Rodriguez,JR,QB,6,137,70,51.1,799,5.8,4,3,105.35,22.8,133.2,louisiana-monroe
Jiya Wright,SO,QB,4,20,10,50.0,164,8.2,2,2,131.88,5.0,41.0,louisiana-monroe
Colby Suits,SO,QB,3,13,8,61.5,54,4.2,0,1,81.05,4.3,18.0,louisiana-monroe
Jared Sparks,SR,WR,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,louisiana-monroe
Devyn McCormick,JR,P,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,louisiana-monroe
Austin Kendall,SR,QB,7,243,148,60.9,1874,7.7,13,9,135.94,34.7,267.7,louisiana_tech
Aaron Allen,SO,QB,7,77,50,64.9,620,8.1,2,4,130.76,11.0,88.6,louisiana_tech
JD Head,FR,QB,4,88,47,53.4,559,6.4,6,3,122.45,22.0,139.8,louisiana_tech
Kyle Maxwell,FR,WR,10,1,1,100.0,33,33.0,1,0,707.20,0.1,3.3,louisiana_tech
Tahj Magee,SO,WR,12,1,1,100.0,33,33.0,0,0,377.20,0.1,2.8,louisiana_tech
Bub Means,FR,WR,11,1,1,100.0,22,22.0,0,0,284.80,0.1,2.0,louisiana_tech
Malik Cunningham,JR,QB,13,337,209,62.0,2941,8.7,19,6,150.38,25.9,226.2,louisville
Evan Conley,SO,QB,5,19,10,52.6,79,4.2,1,0,104.93,3.8,15.8,louisville
Braden Smith,SO,WR,5,4,3,75.0,41,10.3,1,0,243.60,0.8,8.2,louisville
Max Johnson,SO,QB,12,373,225,60.3,2814,7.5,27,6,144.36,31.1,234.5,lsu
Garrett Nussmeier,FR,QB,4,57,29,50.9,329,5.8,2,2,103.92,14.3,82.3,lsu
Jontre Kirklin,SR,WR,9,11,7,63.6,138,12.5,3,2,222.66,1.2,15.3,lsu
Avery Atkins,SR,PK,13,2,1,50.0,26,13.0,0,1,59.20,0.2,2.0,lsu
Grant Wells,FR,QB,13,444,295,66.4,3535,8.0,16,13,139.35,34.2,271.9,marshall
Luke Zban,SO,QB,7,39,26,66.7,249,6.4,2,2,126.96,5.6,35.6,marshall
Cam Fancher,FR,QB,2,6,3,50.0,46,7.7,0,0,114.40,3.0,23.0,marshall
Xavier Gaines,SR,TE,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,marshall
Taulia Tagovailoa,SO,QB,13,474,328,69.2,3860,8.1,26,11,151.06,36.5,296.9,maryland
Reece Udinski,SR,QB,4,15,11,73.3,100,6.7,1,1,138.00,3.8,25.0,maryland
Brady Olson,FR,QB,9,216,104,48.1,1145,5.3,8,7,98.42,24.0,127.2,massachusetts
Tyler Lytle,SR,QB,2,59,29,49.2,394,6.7,1,1,107.45,29.5,197.0,massachusetts
Garrett Dzuro,FR,QB,7,47,23,48.9,246,5.2,2,3,94.18,6.7,35.1,massachusetts
Isaac Ross,SO,WR,10,1,1,100.0,25,25.0,0,0,310.00,0.1,2.5,massachusetts
Zamar Wise,FR,QB,7,9,6,66.7,22,2.4,0,0,87.20,1.3,3.1,massachusetts
Seth Henigan,FR,QB,11,393,235,59.8,3322,8.5,25,8,147.73,35.7,302.0,memphis
Peter Parrish,SO,QB,3,48,31,64.6,215,4.5,0,3,89.70,16.0,71.7,memphis
Rodrigues Clark,JR,RB,10,1,1,100.0,40,40.0,1,0,766.00,0.1,4.0,memphis
Gabriel Rogers,SR,WR,9,1,1,100.0,8,8.0,0,0,167.20,0.1,0.9,memphis
Tyler Van Dyke,FR,QB,10,324,202,62.3,2931,9.0,25,6,160.10,32.4,293.1,miami_florida
D'Eriq King,SR,QB,3,122,81,66.4,767,6.3,3,4,120.75,40.7,255.7,miami_florida
Jake Garcia,FR,QB,1,14,11,78.6,147,10.5,2,0,213.91,14.0,147.0,miami_florida
Ryan Rizk,SO,QB,2,2,1,50.0,9,4.5,0,0,87.80,1.0,4.5,miami_florida
Brett Gabbert,SO,QB,10,299,178,59.5,2648,8.9,26,6,158.61,29.9,264.8,miami_ohio
AJ Mayer,SO,QB,7,125,68,54.4,946,7.6,6,2,130.61,17.9,135.1,miami_ohio
Jalen Walker,JR,WR,13,1,1,100.0,27,27.0,0,0,326.80,0.1,2.1,miami_ohio
Cade McNamara,JR,QB,14,327,210,64.2,2576,7.9,15,6,141.87,23.4,184.0,michigan
J.J. McCarthy,FR,QB,11,59,34,57.6,516,8.7,5,2,152.29,5.4,46.9,michigan
Donovan Edwards,FR,RB,12,1,1,100.0,75,75.0,1,0,1060.00,0.1,6.3,michigan
Dan Villari,SO,QB,4,3,1,33.3,26,8.7,0,0,106.13,0.8,6.5,michigan
Alan Bowman,SR,QB,3,4,2,50.0,9,2.3,0,1,18.90,1.3,3.0,michigan
Payton Thorne,SO,QB,13,389,235,60.4,3232,8.3,27,10,147.97,29.9,248.6,michigan_state
Anthony Russo,SR,QB,2,9,7,77.8,43,4.8,0,0,117.92,4.5,21.5,michigan_state
Tyler Hunt,SR,TE,11,1,1,100.0,15,15.0,0,0,226.00,0.1,1.4,michigan_state
Chase Cunningham,JR,QB,8,176,110,62.5,1318,7.5,16,3,152.00,22.0,164.8,middle_tennessee
Nicholas Vattiato,FR,QB,6,171,115,67.3,1047,6.1,7,6,125.17,28.5,174.5,middle_tennessee
Bailey Hockman,JR,QB,4,66,41,62.1,463,7.0,4,2,134.99,16.5,115.8,middle_tennessee
Mike DiLiello,SO,QB,12,49,29,59.2,207,4.2,1,2,93.24,4.1,17.3,middle_tennessee
JaMichael Thompson,FR,WR,11,1,1,100.0,5,5.0,0,0,142.00,0.1,0.5,middle_tennessee
Tanner Morgan,SR,QB,13,250,149,59.6,2044,8.2,10,9,134.28,19.2,157.2,minnesota
Cole Kramer,SO,QB,8,3,3,100.0,62,20.7,2,0,493.60,0.4,7.8,minnesota
Matt Corral,JR,QB,13,386,262,67.9,3349,8.7,20,5,155.27,29.7,257.6,mississippi
Luke Altmyer,FR,QB,5,37,20,54.1,192,5.2,1,2,95.75,7.4,38.4,mississippi
Dontario Drummond,SR,WR,12,1,1,100.0,19,19.0,0,0,259.60,0.1,1.6,mississippi
Kinkead Dent,SO,QB,3,4,2,50.0,7,1.8,0,0,64.70,1.3,2.3,mississippi
John Rhys Plumlee,JR,WR,13,1,1,100.0,6,6.0,0,0,150.40,0.1,0.5,mississippi
Will Rogers,SO,QB,13,683,505,73.9,4739,6.9,36,9,146.98,52.5,364.5,mississippi_state
Chance Lovertich,SR,QB,2,18,13,72.2,179,9.9,1,0,174.08,9.0,89.5,mississippi_state
Jaden Walley,SO,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,mississippi_state
Connor Bazelak,SO,QB,11,377,246,65.3,2548,6.8,16,11,130.20,34.3,231.6,missouri
Brady Cook,FR,QB,5,58,46,79.3,345,5.9,2,0,140.65,11.6,69.0,missouri
Tyler Macon,FR,QB,3,17,9,52.9,143,8.4,1,0,143.01,5.7,47.7,missouri
Chance Luper,FR,WR,8,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,missouri
Tai Lavatai,SO,QB,10,61,34,55.7,449,7.4,5,2,138.06,6.1,44.9,navy
