name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name
Tye Herbstreit,JR,WR,4,1,4,4.00,0,0.3,1.0,clemson
Luke Price,SR,TE,13,1,3,3.00,1,0.1,0.2,clemson
Sam Pinckney,SR,WR,13,71,996,14.03,3,5.5,76.6,coastal_carolina
Jared Brown,FR,WR,13,49,789,16.10,6,3.8,60.7,coastal_carolina
Tyson Mobley,JR,WR,13,40,490,12.25,5,3.1,37.7,coastal_carolina
CJ Beasley,SO,RB,13,19,193,10.16,1,1.5,14.8,coastal_carolina
Xavier Gravette,SR,TE,9,20,190,9.50,2,2.2,21.1,coastal_carolina
Tyler Roberts,SR,WR,13,7,150,21.43,3,0.5,11.5,coastal_carolina
Jacob Jenkins,JR,TE,11,11,149,13.55,5,1.0,13.5,coastal_carolina
Braydon Bennett,SO,RB,4,4,86,21.50,0,1.0,21.5,coastal_carolina
Reese White,SR,RB,10,8,42,5.25,2,0.8,4.2,coastal_carolina
Deon Fountain,JR,WR,8,1,32,32.00,0,0.1,4.0,coastal_carolina
TJ Ivy Jr.,SR,TE,11,2,29,14.50,0,0.2,2.6,coastal_carolina
Kyre Duplessis,SO,WR,12,2,28,14.00,0,0.2,2.3,coastal_carolina
Dami'on Thompson,FR,WR,2,1,9,9.00,0,0.5,4.5,coastal_carolina
Logan Mauldin,SO,TE,3,1,9,9.00,0,0.3,3.0,coastal_carolina
Patrick McSweeney,SR,TE,12,1,8,8.00,0,0.1,0.7,coastal_carolina
Jordyn Tyson,FR,WR,9,22,470,21.36,4,2.4,52.2,colorado
Montana Lemonious-Craig,SO,WR,11,23,359,15.61,3,2.1,32.6,colorado
Daniel Arias,SR,WR,12,19,309,16.26,1,1.6,25.8,colorado
R.J. Sneed II,SR,WR,11,20,168,8.40,0,1.8,15.3,colorado
Jack Hestera,FR,WR,11,14,157,11.21,0,1.3,14.3,colorado
Brady Russell,SR,TE,11,20,153,7.65,0,1.8,13.9,colorado
Deion Smith,JR,TB,10,11,84,7.64,0,1.1,8.4,colorado
Alex Fontenot,SR,TB,6,6,56,9.33,0,1.0,9.3,colorado
Charlie Offerdahl,FR,TB,12,2,47,23.50,0,0.2,3.9,colorado
Jaylon Jackson,SR,WR,12,3,46,15.33,0,0.3,3.8,colorado
Maurice Bell,SR,WR,12,13,42,3.23,0,1.1,3.5,colorado
Ty Robinson,SO,WR,11,3,31,10.33,0,0.3,2.8,colorado
Chase Penry,SO,WR,4,2,25,12.50,0,0.5,6.3,colorado
Anthony Hankerson,FR,TB,8,5,24,4.80,0,0.6,3.0,colorado
Chase Sowell,FR,WR,3,2,23,11.50,0,0.7,7.7,colorado
Caleb Fauria,FR,TE,7,3,23,7.67,0,0.4,3.3,colorado
Erik Olsen,FR,TE,12,5,21,4.20,0,0.4,1.8,colorado
Dante Capolungo,FR,DB,3,1,18,18.00,0,0.3,6.0,colorado
Michael Harrison,SO,WR,12,2,12,6.00,0,0.2,1.0,colorado
Austin Smith,FR,TE,7,1,4,4.00,1,0.1,0.6,colorado
Jayle Stacks,SO,TB,9,1,2,2.00,0,0.1,0.2,colorado
Frank Fillip,JR,OL,10,1,1,1.00,1,0.1,0.1,colorado
Tory Horton,JR,WR,12,71,1131,15.93,8,5.9,94.3,colorado_state
Justus Ross-Simmons,FR,WR,12,26,424,16.31,3,2.2,35.3,colorado_state
Ty McCullouch,SR,WR,4,13,119,9.15,0,3.3,29.8,colorado_state
Jaylen Thomas,JR,RB,11,15,116,7.73,0,1.4,10.5,colorado_state
Tanner Arkin,FR,TE,12,14,116,8.29,0,1.2,9.7,colorado_state
Melquan Stovall,SR,WR,3,13,106,8.15,0,4.3,35.3,colorado_state
Louis Brown,FR,WR,10,12,98,8.17,0,1.2,9.8,colorado_state
Avery Morrow,JR,RB,12,18,63,3.50,0,1.5,5.3,colorado_state
Peter Montini,JR,TE,10,2,45,22.50,0,0.2,4.5,colorado_state
Jordan Williams,FR,TE,11,3,36,12.00,1,0.3,3.3,colorado_state
A'Jon Vivens,SR,RB,5,4,26,6.50,0,0.8,5.2,colorado_state
Gary Williams,SR,TE,12,2,24,12.00,0,0.2,2.0,colorado_state
Dane Olson,JR,WR,9,2,18,9.00,0,0.2,2.0,colorado_state
Clay Millen,FR,QB,10,1,16,16.00,0,0.1,1.6,colorado_state
Mekhi Fox,FR,WR,6,1,15,15.00,0,0.2,2.5,colorado_state
Matt Greenwald,SO,WR,5,1,6,6.00,0,0.2,1.2,colorado_state
Keegan Holles,FR,RB,9,2,3,1.50,0,0.2,0.3,colorado_state
David Bailey,SR,RB,3,3,-1,-0.33,0,1.0,-0.3,colorado_state
Aaron Turner,SO,WR,13,57,527,9.25,3,4.4,40.5,connecticut
Kevens Clercius,SO,WR,13,24,288,12.00,1,1.8,22.2,connecticut
Justin Joly,FR,TE,12,18,250,13.89,2,1.5,20.8,connecticut
Keelan Marion,SO,WR,6,4,89,22.25,1,0.7,14.8,connecticut
Devontae Houston,SO,RB,10,10,48,4.80,0,1.0,4.8,connecticut
Nathan Carter,SO,RB,5,5,39,7.80,0,1.0,7.8,connecticut
Jacob Flynn,SO,WR,13,5,32,6.40,1,0.4,2.5,connecticut
Russell Dixon,SO,TE,7,3,28,9.33,0,0.4,4.0,connecticut
Robert Burns,SR,FB,13,5,28,5.60,0,0.4,2.2,connecticut
Brian Brewton,SO,RB,5,5,25,5.00,0,1.0,5.0,connecticut
Cameron Ross,SO,WR,3,2,21,10.50,0,0.7,7.0,connecticut
Dajon Harrison,FR,WR,12,6,18,3.00,0,0.5,1.5,connecticut
Brandon Niemenski,SO,TE,13,3,17,5.67,1,0.2,1.3,connecticut
Victor Rosa,FR,RB,12,5,15,3.00,0,0.4,1.3,connecticut
Nigel Fitzgerald,SR,WR,3,2,12,6.00,0,0.7,4.0,connecticut
Zion Turner,FR,QB,13,2,12,6.00,1,0.2,0.9,connecticut
Bo Estes,SO,TE,11,1,6,6.00,0,0.1,0.5,connecticut
Jalon Calhoun,SR,WR,13,62,873,14.08,4,4.8,67.2,duke
Jordan Moore,SO,QB,13,60,656,10.93,5,4.6,50.5,duke
Sahmir Hagans,FR,WR,13,31,400,12.90,5,2.4,30.8,duke
Eli Pancol,SR,WR,9,23,347,15.09,0,2.6,38.6,duke
Jontavis Robertson,JR,WR,12,14,191,13.64,1,1.2,15.9,duke
Nicky Dalmolin,JR,TE,10,21,170,8.10,4,2.1,17.0,duke
Jordan Waters,JR,RB,13,16,106,6.63,0,1.2,8.2,duke
Jaquez Moore,SO,RB,11,7,81,11.57,0,0.6,7.4,duke
Jaylen Coleman,JR,RB,9,6,49,8.17,1,0.7,5.4,duke
Cole Finney,SO,TE,13,4,47,11.75,0,0.3,3.6,duke
Terry Moore,FR,RB,8,4,26,6.50,0,0.5,3.3,duke
Darrell Harding Jr.,SR,WR,9,3,21,7.00,0,0.3,2.3,duke
Luca Diamont,SO,WR,2,1,18,18.00,0,0.5,9.0,duke
Malik Bowen-Sims,JR,WR,11,2,18,9.00,0,0.2,1.6,duke
Nick Lampert,SO,WR,2,1,7,7.00,0,0.5,3.5,duke
Isaiah Winstead,SR,WR,13,88,1085,12.33,6,6.8,83.5,east_carolina
C.J. Johnson,JR,WR,13,67,1016,15.16,10,5.2,78.2,east_carolina
Ryan Jones,SR,TE,12,41,413,10.07,4,3.4,34.4,east_carolina
Jaylen Johnson,JR,WR,10,26,340,13.08,4,2.6,34.0,east_carolina
Keaton Mitchell,SO,RB,12,27,252,9.33,1,2.3,21.0,east_carolina
Shane Calhoun,SO,TE,11,25,202,8.08,2,2.3,18.4,east_carolina
Jsi Hatfield,JR,WR,8,11,178,16.18,0,1.4,22.3,east_carolina
Marlon Gunn Jr.,FR,RB,11,14,77,5.50,0,1.3,7.0,east_carolina
Rahjai Harris,SO,RB,5,9,71,7.89,1,1.8,14.2,east_carolina
Kerry King,FR,WR,10,6,52,8.67,0,0.6,5.2,east_carolina
Tyler Savage,SO,TE,12,2,27,13.50,0,0.2,2.3,east_carolina
Jarett Garner,SR,WR,12,2,19,9.50,0,0.2,1.6,east_carolina
Taji Hudson,SO,WR,3,1,15,15.00,0,0.3,5.0,east_carolina
Holton Ahlers,SR,QB,13,1,14,14.00,0,0.1,1.1,east_carolina
Aaron Jarman,SR,TE,11,1,6,6.00,0,0.1,0.5,east_carolina
Brock Spalding,FR,WR,1,1,5,5.00,0,1.0,5.0,east_carolina
Kamarro Edmonds,SO,RB,3,1,4,4.00,0,0.3,1.3,east_carolina
Tanner Knue,SR,WR,12,45,632,14.04,9,3.8,52.7,eastern_michigan
Dylan Drummond,SR,WR,10,33,525,15.91,3,3.3,52.5,eastern_michigan
Hassan Beydoun,SR,WR,13,49,473,9.65,4,3.8,36.4,eastern_michigan
Darius Lassiter,JR,WR,13,40,471,11.78,4,3.1,36.2,eastern_michigan
Gunnar Oakes,SR,TE,12,27,279,10.33,0,2.3,23.3,eastern_michigan
Andreas Paaske,SO,TE,13,10,206,20.60,2,0.8,15.8,eastern_michigan
Jaylon Jackson,JR,RB,13,13,127,9.77,0,1.0,9.8,eastern_michigan
Samson Evans,SR,RB,12,15,93,6.20,0,1.3,7.8,eastern_michigan
Jere Getzinger,JR,TE,13,4,52,13.00,0,0.3,4.0,eastern_michigan
Zach Westmoreland,SO,WR,4,2,27,13.50,0,0.5,6.8,eastern_michigan
Aaron Jackson,SR,TE,11,4,13,3.25,1,0.4,1.2,eastern_michigan
Darius Boone Jr.,JR,RB,10,1,7,7.00,0,0.1,0.7,eastern_michigan
Dennis Smith,SR,WR,3,1,6,6.00,0,0.3,2.0,eastern_michigan
Ricky Pearsall,JR,WR,13,33,661,20.03,5,2.5,50.8,florida
Justin Shorter,JR,WR,9,29,577,19.90,2,3.2,64.1,florida
Xzavier Henderson,SO,WR,11,38,410,10.79,2,3.5,37.3,florida
Daejon Reynolds,FR,WR,8,11,244,22.18,2,1.4,30.5,florida
Keon Zipperer,JR,TE,8,13,177,13.62,1,1.6,22.1,florida
Caleb Douglas,FR,WR,8,10,175,17.50,2,1.3,21.9,florida
Thai Chiaokhiao-Bowman,SO,WR,12,7,138,19.71,0,0.6,11.5,florida
Trent Whittemore,SO,WR,7,4,87,21.75,0,0.6,12.4,florida
Dante Zanders,JR,TE,13,10,75,7.50,0,0.8,5.8,florida
Jonathan Odom,SO,TE,9,7,69,9.86,2,0.8,7.7,florida
Trevor Etienne,FR,RB,13,9,66,7.33,0,0.7,5.1,florida
Ja'Quavion Fraziars,SO,WR,10,5,60,12.00,1,0.5,6.0,florida
Montrell Johnson Jr.,SO,RB,13,12,58,4.83,1,0.9,4.5,florida
Kahleil Jackson,FR,WR,6,2,43,21.50,0,0.3,7.2,florida
Marcus Burke,FR,WR,8,4,30,7.50,0,0.5,3.8,florida
Lorenzo Lingard,JR,RB,10,2,22,11.00,0,0.2,2.2,florida
Nay'Quan Wright,SO,RB,7,1,14,14.00,0,0.1,2.0,florida
Jordan Pouncey,SR,WR,11,2,4,2.00,0,0.2,0.4,florida
LaJohntay Wester,SO,WR,12,62,719,11.60,8,5.2,59.9,florida_atlantic
Jahmal Edrine,FR,WR,11,39,570,14.62,6,3.5,51.8,florida_atlantic
Je'Quan Burton,JR,WR,11,33,517,15.67,4,3.0,47.0,florida_atlantic
Tony Johnson,FR,WR,12,22,251,11.41,3,1.8,20.9,florida_atlantic
Larry McCammon III,JR,RB,12,15,165,11.00,1,1.3,13.8,florida_atlantic
Johnny Ford,JR,RB,8,10,135,13.50,1,1.3,16.9,florida_atlantic
Austin Evans,SR,TE,10,7,90,12.86,1,0.7,9.0,florida_atlantic
Javion Posey,SO,WR,12,5,64,12.80,0,0.4,5.3,florida_atlantic
Zuberi Mobley,FR,RB,12,7,60,8.57,1,0.6,5.0,florida_atlantic
Jordan Young,SR,WR,5,5,43,8.60,0,1.0,8.6,florida_atlantic
Marvin Landy,JR,TE,11,2,35,17.50,0,0.2,3.2,florida_atlantic
Carter Boatwright,SO,TE,9,4,33,8.25,0,0.4,3.7,florida_atlantic
Jayshon Platt,FR,WR,11,3,26,8.67,0,0.3,2.4,florida_atlantic
"Kelvin Dean, Jr.",SO,RB,5,2,22,11.00,0,0.4,4.4,florida_atlantic
Robert Armes,JR,RB,1,1,-5,-5.00,0,1.0,-5.0,florida_atlantic
Tyrese Chambers,SR,WR,10,51,544,10.67,4,5.1,54.4,florida_international
Rivaldo Fairweather,SO,TE,12,28,426,15.21,3,2.3,35.5,florida_international
Kris Mitchell,SO,WR,12,23,348,15.13,4,1.9,29.0,florida_international
Jalen Bracey,JR,WR,12,39,294,7.54,2,3.3,24.5,florida_international
Dean Patterson,FR,WR,12,17,264,15.53,0,1.4,22.0,florida_international
Josiah Miamen,SO,TE,12,27,242,8.96,1,2.3,20.2,florida_international
Lexington Joseph,JR,RB,12,29,169,5.83,2,2.4,14.1,florida_international
EJ Wilson Jr.,SO,RB,12,19,75,3.95,0,1.6,6.3,florida_international
Artez Hooker,SO,WR,7,9,68,7.56,0,1.3,9.7,florida_international
Ross Fournet,FR,WR,12,9,55,6.11,0,0.8,4.6,florida_international
Jacolby Hewitt,JR,WR,7,4,52,13.00,0,0.6,7.4,florida_international
Nate Jefferson,SO,WR,7,4,27,6.75,0,0.6,3.9,florida_international
Randall St. Felix,SR,WR,3,3,19,6.33,0,1.0,6.3,florida_international
Jackson McDonald,SO,TE,10,2,19,9.50,0,0.2,1.9,florida_international
Kejon Owens,FR,RB,7,4,13,3.25,0,0.6,1.9,florida_international
Percy Courtney Jr.,FR,LB,4,1,7,7.00,0,0.3,1.8,florida_international
Jay Barry Jr.,FR,WR,11,1,4,4.00,0,0.1,0.4,florida_international
Antonio Patterson,FR,RB,2,1,-1,-1.00,0,0.5,-0.5,florida_international
Johnny Wilson,SO,WR,13,43,897,20.86,5,3.3,69.0,florida_state
Ontaria Wilson,SR,WR,12,30,495,16.50,4,2.5,41.3,florida_state
Mycah Pittman,JR,WR,13,32,330,10.31,3,2.5,25.4,florida_state
Camren McDonald,SR,TE,13,21,312,14.86,1,1.6,24.0,florida_state
Kentron Poitier,SO,WR,13,14,283,20.21,4,1.1,21.8,florida_state
Lawrance Toafili,SO,RB,13,24,268,11.17,1,1.8,20.6,florida_state
Malik McClain,SO,WR,13,17,206,12.12,3,1.3,15.8,florida_state
Markeston Douglas,SO,TE,13,14,190,13.57,2,1.1,14.6,florida_state
Trey Benson,SO,RB,13,13,144,11.08,0,1.0,11.1,florida_state
Darion Williamson,SO,WR,5,8,131,16.38,0,1.6,26.2,florida_state
Ja’Khi Douglas,SO,WR,7,10,123,12.30,2,1.4,17.6,florida_state
Deuce Spann,SO,WR,12,8,64,8.00,0,0.7,5.3,florida_state
Treshaun Ward,SO,RB,10,6,19,3.17,0,0.6,1.9,florida_state
Mike Roussos,SR,WR,2,2,16,8.00,0,1.0,8.0,florida_state
Preston Daniel,SO,TE,13,3,15,5.00,1,0.2,1.2,florida_state
Brian Courtney,FR,TE,12,1,12,12.00,0,0.1,1.0,florida_state
CJ Campbell,FR,RB,6,1,3,3.00,0,0.2,0.5,florida_state
Jordan Travis,JR,QB,13,1,2,2.00,1,0.1,0.2,florida_state
DJ Lundy,SO,LB,13,1,2,2.00,1,0.1,0.2,florida_state
Jalen Moreno-Cropper,SR,WR,14,83,1086,13.08,5,5.9,77.6,fresno_state
Nikko Remigio,SR,WR,14,74,852,11.51,6,5.3,60.9,fresno_state
Zane Pope,SR,WR,14,50,623,12.46,4,3.6,44.5,fresno_state
Erik Brooks,SR,WR,14,37,391,10.57,3,2.6,27.9,fresno_state
Josh Kelly,JR,WR,6,12,207,17.25,0,2.0,34.5,fresno_state
Raymond Pauwels Jr.,SR,TE,14,21,185,8.81,2,1.5,13.2,fresno_state
Jordan Mims,SR,RB,14,21,126,6.00,1,1.5,9.0,fresno_state
Mac Dalena,JR,WR,14,11,99,9.00,1,0.8,7.1,fresno_state
Tre Watson,SO,TE,8,8,80,10.00,0,1.0,10.0,fresno_state
Ty Jones,SR,WR,13,6,61,10.17,0,0.5,4.7,fresno_state
Malik Sherrod,SO,RB,14,7,51,7.29,0,0.5,3.6,fresno_state
Jake Boust,JR,TE,14,5,23,4.60,0,0.4,1.6,fresno_state
Bula Schmidt,SR,OL,14,1,4,4.00,0,0.1,0.3,fresno_state
Brock Bowers,SO,TE,15,63,942,14.95,7,4.2,62.8,georgia
Ladd McConkey,SO,WR,15,58,762,13.14,7,3.9,50.8,georgia
Kenny McIntosh,SR,RB,15,43,504,11.72,2,2.9,33.6,georgia
Darnell Washington,JR,TE,15,28,454,16.21,2,1.9,30.3,georgia
Marcus Rosemy-Jacksaint,JR,WR,15,29,337,11.62,2,1.9,22.5,georgia
Kearis Jackson,SR,WR,15,21,320,15.24,0,1.4,21.3,georgia
Dominick Blaylock,JR,WR,15,15,227,15.13,1,1.0,15.1,georgia
Arian Smith,SO,WR,11,7,198,28.29,1,0.6,18.0,georgia
Dillon Bell,FR,WR,15,20,180,9.00,3,1.3,12.0,georgia
Adonai Mitchell,SO,WR,6,9,134,14.89,3,1.5,22.3,georgia
Daijun Edwards,JR,RB,15,14,101,7.21,0,0.9,6.7,georgia
Jackson Meeks,SO,WR,15,6,65,10.83,0,0.4,4.3,georgia
Kendall Milton,JR,RB,13,5,64,12.80,1,0.4,4.9,georgia
Oscar Delp,FR,TE,13,5,61,12.20,1,0.4,4.7,georgia
De’Nylon Morrissette,FR,WR,10,4,34,8.50,0,0.4,3.4,georgia
Arik Gilbert,SO,TE,3,2,16,8.00,1,0.7,5.3,georgia
Cole Speer,FR,WR,6,1,12,12.00,0,0.2,2.0,georgia
Cash Jones,FR,RB,11,2,11,5.50,0,0.2,1.0,georgia
Mekhi Mews,FR,WR,4,2,9,4.50,0,0.5,2.3,georgia
Sevaughn Clark,JR,RB,3,1,4,4.00,0,0.3,1.3,georgia
Branson Robinson,FR,RB,12,1,2,2.00,0,0.1,0.2,georgia
Khaleb Hood,SR,WR,13,87,925,10.63,3,6.7,71.2,georgia_southern
Derwin Burgess Jr.,SO,WR,10,58,717,12.36,7,5.8,71.7,georgia_southern
Jeremy Singleton,SR,WR,12,66,714,10.82,2,5.5,59.5,georgia_southern
Amare Jones,SR,WR,8,35,483,13.80,6,4.4,60.4,georgia_southern
Jalen White,JR,RB,11,22,217,9.86,1,2.0,19.7,georgia_southern
Beau Johnson,JR,TE,12,9,195,21.67,0,0.8,16.3,georgia_southern
Jjay Mcafee,SR,TE,11,20,193,9.65,4,1.8,17.5,georgia_southern
Joshua Thompson,FR,WR,12,3,179,59.67,1,0.3,14.9,georgia_southern
Marcus Sanders Jr.,FR,WR,12,20,171,8.55,1,1.7,14.3,georgia_southern
Sam Kenerson,SO,WR,2,8,130,16.25,0,4.0,65.0,georgia_southern
Ezrah Archie,SR,WR,7,9,117,13.00,1,1.3,16.7,georgia_southern
Dalen Cobb,FR,WR,6,8,73,9.13,0,1.3,12.2,georgia_southern
OJ Arnold,FR,RB,13,10,58,5.80,1,0.8,4.5,georgia_southern
Darius Lewis,JR,WR,9,6,49,8.17,0,0.7,5.4,georgia_southern
Evan Lester Jr.,FR,TE,8,6,45,7.50,1,0.8,5.6,georgia_southern
Gerald Green,JR,RB,11,3,13,4.33,0,0.3,1.2,georgia_southern
AJ Brown,JR,RB,8,3,7,2.33,0,0.4,0.9,georgia_southern
Kyle Vantrease,SR,QB,13,1,3,3.00,0,0.1,0.2,georgia_southern
Jamari Thrash,JR,WR,12,61,1122,18.39,7,5.1,93.5,georgia_state
Robert Lewis,SO,WR,8,22,379,17.23,6,2.8,47.4,georgia_state
Ja'Cyais Credle,JR,WR,11,28,359,12.82,2,2.5,32.6,georgia_state
Tailique Williams,SO,WR,10,15,163,10.87,0,1.5,16.3,georgia_state
Kris Byrd,SO,TE,11,10,110,11.00,3,0.9,10.0,georgia_state
Ahmon Green,SO,TE,12,13,107,8.23,0,1.1,8.9,georgia_state
Tucker Gregg,SR,RB,12,6,67,11.17,0,0.5,5.6,georgia_state
Cadarrius Thompson,JR,WR,7,5,52,10.40,0,0.7,7.4,georgia_state
Marcus Carroll,JR,RB,12,5,29,5.80,0,0.4,2.4,georgia_state
Jamyest Williams,SR,RB,8,4,27,6.75,0,0.5,3.4,georgia_state
LaMarcus Brand,SO,WR,7,4,25,6.25,0,0.6,3.6,georgia_state
Aubry Payne,SR,TE,3,1,3,3.00,0,0.3,1.0,georgia_state
Nate McCollum,SO,WR,11,60,655,10.92,3,5.5,59.5,georgia_tech
Malachi Carter,SR,WR,11,23,342,14.87,2,2.1,31.1,georgia_tech
E.J. Jenkins,SR,WR,12,17,316,18.59,3,1.4,26.3,georgia_tech
Malik Rutherford,FR,WR,12,23,225,9.78,0,1.9,18.8,georgia_tech
Hassan Hall,SR,RB,12,28,165,5.89,0,2.3,13.8,georgia_tech
Dontae Smith,JR,RB,12,19,125,6.58,0,1.6,10.4,georgia_tech
Dylan Leonard,JR,TE,9,11,90,8.18,0,1.2,10.0,georgia_tech
Luke Benson,JR,TE,11,9,85,9.44,0,0.8,7.7,georgia_tech
Leo Blackburn,FR,WR,7,5,81,16.20,1,0.7,11.6,georgia_tech
Peje' Harris,JR,TE,9,6,62,10.33,0,0.7,6.9,georgia_tech
Kalani Norris,JR,WR,4,2,47,23.50,0,0.5,11.8,georgia_tech
Jamie Felix,FR,RB,5,6,41,6.83,1,1.2,8.2,georgia_tech
Ryan King,SO,WR,10,4,38,9.50,0,0.4,3.8,georgia_tech
Dylan McDuffie,JR,RB,8,5,33,6.60,0,0.6,4.1,georgia_tech
Jeff Sims,SO,QB,7,1,1,1.00,0,0.1,0.1,georgia_tech
Zion Bowens,SR,WR,9,35,494,14.11,4,3.9,54.9,hawai'i
Jalen Walthall,FR,WR,11,27,333,12.33,1,2.5,30.3,hawai'i
Caleb Phillips,SR,TE,13,31,317,10.23,3,2.4,24.4,hawai'i
Jonah Panoke,JR,WR,7,27,312,11.56,1,3.9,44.6,hawai'i
Dior Scott,SR,WR,10,25,204,8.16,0,2.5,20.4,hawai'i
Dedrick Parson,SR,RB,13,30,171,5.70,1,2.3,13.2,hawai'i
James Phillips,SR,WR,5,17,148,8.71,0,3.4,29.6,hawai'i
Tamatoa Mokiao-Atimalala,JR,WR,12,15,146,9.73,2,1.3,12.2,hawai'i
Nick Cenacle,FR,WR,11,8,99,12.38,0,0.7,9.0,hawai'i
Tylan Hines,FR,RB,13,9,82,9.11,0,0.7,6.3,hawai'i
Koali Nishigaya,SO,WR,4,6,72,12.00,0,1.5,18.0,hawai'i
Jordan Murray,SR,TE,13,10,70,7.00,0,0.8,5.4,hawai'i
Steven Fiso,SR,WR,4,3,66,22.00,1,0.8,16.5,hawai'i
Chuuky Hines,FR,WR,11,7,54,7.71,0,0.6,4.9,hawai'i
Jordan Johnson,FR,RB,5,3,38,12.67,0,0.6,7.6,hawai'i
Greyson Morgan,SO,TE,8,2,26,13.00,0,0.3,3.3,hawai'i
Alex Perry,FR,WR,1,2,19,9.50,0,2.0,19.0,hawai'i
Nasjzaé Bryant-Lelei,JR,RB,10,3,15,5.00,0,0.3,1.5,hawai'i
Grey Ihu,SR,WR,4,1,6,6.00,0,0.3,1.5,hawai'i
Nathaniel Dell,JR,WR,13,109,1398,12.83,17,8.4,107.5,houston
KeSean Carter,SR,WR,13,38,601,15.82,5,2.9,46.2,houston
Matthew Golden,FR,WR,11,38,584,15.37,7,3.5,53.1,houston
Samuel Brown,FR,WR,11,41,471,11.49,4,3.7,42.8,houston
Ta'Zhawn Henry,SR,RB,9,21,246,11.71,1,2.3,27.3,houston
Christian Trahan,SR,TE,13,23,237,10.30,3,1.8,18.2,houston
Joseph Manjack IV,SO,WR,5,15,158,10.53,1,3.0,31.6,houston
Stacy Sneed,FR,RB,12,22,133,6.05,0,1.8,11.1,houston
Peyton Sawyer,JR,WR,13,6,104,17.33,1,0.5,8.0,houston
Brandon Campbell,FR,RB,10,15,90,6.00,0,1.5,9.0,houston
Matt Byrnes,FR,TE,13,4,50,12.50,1,0.3,3.8,houston
CJ Nelson,FR,WR,13,2,7,3.50,0,0.2,0.5,houston
Khiyon Wafer,FR,WR,5,1,6,6.00,0,0.2,1.2,houston
Kelan Walker,JR,RB,13,2,-3,-1.50,0,0.2,-0.2,houston
Isaiah Williams,SO,WR,13,82,715,8.72,5,6.3,55.0,illinois
Pat Bryant,SO,WR,12,34,453,13.32,2,2.8,37.8,illinois
Brian Hightower,JR,WR,12,37,452,12.22,2,3.1,37.7,illinois
Casey Washington,JR,WR,13,31,306,9.87,0,2.4,23.5,illinois
Chase Brown,JR,RB,12,27,240,8.89,3,2.3,20.0,illinois
Tip Reiman,SO,TE,13,19,174,9.16,1,1.5,13.4,illinois
Michael Marchese,SR,TE,13,9,142,15.78,2,0.7,10.9,illinois
Luke Ford,SR,TE,12,10,88,8.80,0,0.8,7.3,illinois
Jonah Morris,SR,WR,6,4,55,13.75,0,0.7,9.2,illinois
Miles Scott,FR,WR,13,4,29,7.25,0,0.3,2.2,illinois
Hank Beatty,FR,WR,12,7,25,3.57,0,0.6,2.1,illinois
Josh McCray,SO,RB,4,4,19,4.75,0,1.0,4.8,illinois
Griffin Moore,SO,TE,5,1,17,17.00,0,0.2,3.4,illinois
Reggie Love III,SO,RB,13,4,16,4.00,0,0.3,1.2,illinois
Tommy DeVito,SR,QB,13,0,13,-,0,0.0,1.0,illinois
Chase Hayden,SR,RB,6,2,12,6.00,0,0.3,2.0,illinois
Cam Camper,JR,WR,7,46,569,12.37,2,6.6,81.3,indiana
Emery Simmons,SR,WR,12,37,408,11.03,1,3.1,34.0,indiana
Josh Henderson,SR,RB,12,24,274,11.42,4,2.0,22.8,indiana
Andison Coby,JR,WR,12,18,237,13.17,1,1.5,19.8,indiana
D.J. Matthews Jr.,SR,WR,9,23,224,9.74,2,2.6,24.9,indiana
AJ Barner,JR,TE,10,28,199,7.11,3,2.8,19.9,indiana
Donaven McCulley,SO,WR,12,16,169,10.56,1,1.3,14.1,indiana
Shaun Shivers,SR,RB,12,22,128,5.82,1,1.8,10.7,indiana
Javon Swinton,JR,WR,10,12,122,10.17,0,1.2,12.2,indiana
Malachi Holt-Bennett,SO,WR,11,6,90,15.00,0,0.5,8.2,indiana
Jaylin Lucas,FR,RB,11,16,82,5.13,0,1.5,7.5,indiana
Aaron Steinfeldt,FR,TE,12,6,52,8.67,1,0.5,4.3,indiana
Connor Bazelak,JR,QB,10,1,23,23.00,0,0.1,2.3,indiana
James Bomba,FR,TE,9,5,22,4.40,0,0.6,2.4,indiana
McCall Ray,JR,WR,6,1,10,10.00,0,0.2,1.7,indiana
Sam LaPorta,SR,TE,12,58,657,11.33,1,4.8,54.8,iowa
Luke Lachey,SO,TE,13,28,398,14.21,4,2.2,30.6,iowa
Nico Ragaini,SR,WR,11,34,386,11.35,1,3.1,35.1,iowa
Arland Bruce IV,SO,WR,11,19,187,9.84,1,1.7,17.0,iowa
Diante Vines,SO,WR,7,10,94,9.40,0,1.4,13.4,iowa
Brody Brecht,FR,WR,11,9,87,9.67,0,0.8,7.9,iowa
Leshon Williams,SO,RB,12,11,78,7.09,0,0.9,6.5,iowa
Gavin Williams,SO,RB,11,9,44,4.89,0,0.8,4.0,iowa
Monte Pottebaum,SR,FB,12,3,37,12.33,0,0.3,3.1,iowa
Alec Wick,FR,WR,10,2,31,15.50,0,0.2,3.1,iowa
Kaleb Johnson,FR,RB,13,4,27,6.75,0,0.3,2.1,iowa
Keagan Johnson,SO,WR,2,2,11,5.50,0,1.0,5.5,iowa
Addison Ostrenga,FR,TE,13,1,6,6.00,0,0.1,0.5,iowa
Jaziun Patterson,FR,RB,3,1,1,1.00,0,0.3,0.3,iowa
Nick DeJong,JR,OL,12,1,-4,-4.00,0,0.1,-0.3,iowa
