name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name
Nate Noel,SO,RB,9,24,145,6.04,0,2.7,16.1,appalachian_state
Tyler Page,SR,WR,12,11,130,11.82,2,0.9,10.8,appalachian_state
Eli Wilson,SO,TE,12,10,82,8.20,1,0.8,6.8,appalachian_state
Michael Hetzel,FR,WR,12,5,71,14.20,0,0.4,5.9,appalachian_state
Miller Gibbs,JR,TE,12,7,63,9.00,3,0.6,5.3,appalachian_state
Camerun Peoples,JR,RB,9,6,43,7.17,0,0.7,4.8,appalachian_state
Daetrich Harrington,SR,RB,12,4,43,10.75,0,0.3,3.6,appalachian_state
Ahmani Marshall,SO,RB,11,4,38,9.50,0,0.4,3.5,appalachian_state
David Larkins,FR,TE,12,3,30,10.00,0,0.3,2.5,appalachian_state
August Drews,FR,TE,3,1,18,18.00,0,0.3,6.0,appalachian_state
Anderson Castle,SO,RB,12,1,18,18.00,1,0.1,1.5,appalachian_state
Dorian Singer,SO,WR,12,66,1105,16.74,6,5.5,92.1,arizona
Jacob Cowing,JR,WR,12,85,1034,12.16,7,7.1,86.2,arizona
Tetairoa McMillan,FR,WR,12,39,702,18.00,8,3.3,58.5,arizona
Tanner McLachlan,JR,TE,12,34,456,13.41,2,2.8,38.0,arizona
Michael Wiley,JR,RB,11,36,349,9.69,3,3.3,31.7,arizona
DJ Williams,SR,RB,12,5,65,13.00,0,0.4,5.4,arizona
Anthony Simpson,SO,WR,11,4,56,14.00,0,0.4,5.1,arizona
Jonah Coleman,FR,RB,12,8,24,3.00,0,0.7,2.0,arizona
Jayden de Laura,SO,QB,12,1,11,11.00,0,0.1,0.9,arizona
Keyan Burnett,FR,TE,9,3,10,3.33,0,0.3,1.1,arizona
Alex Lines,SO,TE,4,1,8,8.00,0,0.3,2.0,arizona
Rayshon Luke,FR,RB,7,1,1,1.00,0,0.1,0.1,arizona
Elijhah Badger,SO,WR,12,70,866,12.37,7,5.8,72.2,arizona_state
Giovanni Sanders,SR,WR,12,40,500,12.50,1,3.3,41.7,arizona_state
Jalin Conyers,SO,TE,12,38,422,11.11,5,3.2,35.2,arizona_state
Bryan Thompson,SR,WR,11,25,377,15.08,0,2.3,34.3,arizona_state
Xazavian Valladay,SR,RB,12,37,289,7.81,2,3.1,24.1,arizona_state
Messiah Swinson,JR,TE,12,15,185,12.33,2,1.3,15.4,arizona_state
Andre Johnson,JR,WR,12,15,130,8.67,1,1.3,10.8,arizona_state
Charles Hall,SR,WR,11,9,104,11.56,0,0.8,9.5,arizona_state
Cam Johnson,JR,WR,12,10,84,8.40,0,0.8,7.0,arizona_state
Daniyel Ngata,SO,RB,11,9,53,5.89,0,0.8,4.8,arizona_state
Tevin White,FR,RB,5,1,8,8.00,0,0.2,1.6,arizona_state
Chad Johnson Jr.,SO,WR,4,1,5,5.00,0,0.3,1.3,arizona_state
Matt Landers,SR,WR,13,47,901,19.17,8,3.6,69.3,arkansas
Jadon Haselwood,JR,WR,12,59,702,11.90,3,4.9,58.5,arkansas
Trey Knox,SR,TE,12,26,296,11.38,5,2.2,24.7,arkansas
Ketron Jackson Jr.,SO,WR,12,16,277,17.31,3,1.3,23.1,arkansas
Raheim Sanders,SO,RB,13,28,271,9.68,2,2.2,20.8,arkansas
Warren Thompson,SR,WR,9,12,178,14.83,2,1.3,19.8,arkansas
Bryce Stephens,FR,WR,13,9,109,12.11,1,0.7,8.4,arkansas
Rashod Dubinion,FR,RB,13,12,108,9.00,1,0.9,8.3,arkansas
AJ Green,SO,RB,13,6,75,12.50,0,0.5,5.8,arkansas
Jaedon Wilson,FR,WR,8,3,49,16.33,0,0.4,6.1,arkansas
Hudson Henry,JR,TE,10,4,27,6.75,0,0.4,2.7,arkansas
Ty Washington,FR,TE,5,1,17,17.00,1,0.2,3.4,arkansas
Nathan Bax,SR,TE,11,3,16,5.33,0,0.3,1.5,arkansas
Isaiah Sategna,FR,WR,4,2,12,6.00,0,0.5,3.0,arkansas
Harper Cole,SO,WR,13,1,10,10.00,0,0.1,0.8,arkansas
Malik Hornsby,SO,QB,8,2,8,4.00,0,0.3,1.0,arkansas
Seydou Traore,SO,TE,12,50,655,13.10,4,4.2,54.6,arkansas_state
Champ Flemings,SR,WR,11,41,492,12.00,1,3.7,44.7,arkansas_state
Jeff Foreman,JR,WR,12,30,491,16.37,4,2.5,40.9,arkansas_state
Johnnie Lang,SR,RB,12,24,238,9.92,3,2.0,19.8,arkansas_state
Te'Vailance Hunt,SR,WR,8,16,170,10.63,3,2.0,21.3,arkansas_state
Adam Jones,SO,WR,10,16,167,10.44,0,1.6,16.7,arkansas_state
Daverrick Jenkins,FR,WR,9,9,159,17.67,0,1.0,17.7,arkansas_state
Emmanual Stevenson,SO,TE,12,13,74,5.69,0,1.1,6.2,arkansas_state
Ja'Quez Cross,FR,RB,8,10,56,5.60,0,1.3,7.0,arkansas_state
Brian Snead,JR,RB,8,9,46,5.11,0,1.1,5.8,arkansas_state
Reagan Ealy,SO,WR,12,7,46,6.57,0,0.6,3.8,arkansas_state
Marcel Murray,JR,RB,7,7,37,5.29,0,1.0,5.3,arkansas_state
Khyheem Waleed,SO,WR,10,5,34,6.80,0,0.5,3.4,arkansas_state
Jaden Milliner,FR,WR,3,2,26,13.00,0,0.7,8.7,arkansas_state
Reed Tyler,SR,TE,11,4,15,3.75,1,0.4,1.4,arkansas_state
Omari Walker,FR,WR,5,2,11,5.50,0,0.4,2.2,arkansas_state
Miller McCrumby,FR,TE,5,1,9,9.00,0,0.2,1.8,arkansas_state
Mike Sharpe II,FR,RB,12,1,-5,-5.00,0,0.1,-0.4,arkansas_state
Isaiah Alston,SO,WR,11,16,269,16.81,1,1.5,24.5,army
Ay'Jaun Marshall,JR,RB,9,6,208,34.67,2,0.7,23.1,army
Braheam Murphy,SR,RB,12,6,177,29.50,1,0.5,14.8,army
Tyrell Robinson,SO,RB,5,7,135,19.29,1,1.4,27.0,army
Joshua Lingenfelter,JR,TE,12,3,105,35.00,0,0.3,8.8,army
Tyhier Tyler,SR,QB,11,2,17,8.50,0,0.2,1.5,army
Cole Caterbone,SR,WR,12,1,7,7.00,0,0.1,0.6,army
Tyson Riley,JR,RB,10,1,2,2.00,0,0.1,0.2,army
Ja'Varrius Johnson,JR,WR,12,26,493,18.96,3,2.2,41.1,auburn
Koy Moore,SO,WR,12,20,314,15.70,1,1.7,26.2,auburn
Jarquez Hunter,SO,RB,12,17,224,13.18,2,1.4,18.7,auburn
Shedrick Jackson,SR,WR,12,16,217,13.56,0,1.3,18.1,auburn
John Samuel Shenker,SR,TE,12,20,208,10.40,1,1.7,17.3,auburn
Tank Bigsby,JR,RB,12,30,180,6.00,0,2.5,15.0,auburn
Camden Brown,FR,WR,12,9,123,13.67,2,0.8,10.3,auburn
Omari Kelly,FR,WR,12,3,56,18.67,0,0.3,4.7,auburn
Tyler Fromm,JR,TE,12,3,51,17.00,0,0.3,4.3,auburn
Jay Fair,FR,WR,9,2,34,17.00,0,0.2,3.8,auburn
Luke Deal,JR,TE,12,3,34,11.33,0,0.3,2.8,auburn
Tar'Varish Dawson Jr.,FR,WR,4,2,30,15.00,0,0.5,7.5,auburn
Malcolm Johnson Jr.,JR,WR,7,2,28,14.00,0,0.3,4.0,auburn
Landen King,SO,WR,3,1,24,24.00,0,0.3,8.0,auburn
Brandon Frazier,JR,TE,12,2,19,9.50,0,0.2,1.6,auburn
Ze'Vian Capers,JR,WR,3,1,16,16.00,0,0.3,5.3,auburn
Damari Alston,FR,RB,12,1,13,13.00,0,0.1,1.1,auburn
Dazalin Worsham,SO,WR,11,1,8,8.00,0,0.1,0.7,auburn
Jayshon Jackson,SR,WR,12,74,817,11.04,3,6.2,68.1,ball_state
Brady Hunt,FR,TE,12,46,498,10.83,5,3.8,41.5,ball_state
Yo'Heinz Tyler,SR,WR,11,49,441,9.00,1,4.5,40.1,ball_state
Tanner Koziol,FR,TE,12,35,373,10.66,7,2.9,31.1,ball_state
Amir Abdur-Rahman,JR,WR,12,23,229,9.96,1,1.9,19.1,ball_state
Carson Steele,SO,RB,12,29,166,5.72,1,2.4,13.8,ball_state
Will Jones,SR,RB,12,9,69,7.67,0,0.8,5.8,ball_state
Nick Presley,FR,WR,10,6,35,5.83,0,0.6,3.5,ball_state
Ryan Lezon,SO,TE,12,5,33,6.60,0,0.4,2.8,ball_state
Vaughn Pemberton,FR,RB,12,7,29,4.14,0,0.6,2.4,ball_state
Casey Coll,SR,TE,11,2,27,13.50,0,0.2,2.5,ball_state
Dean Tate,SO,WR,8,3,19,6.33,0,0.4,2.4,ball_state
Monaray Baldwin,SO,WR,11,33,565,17.12,4,3.0,51.4,baylor
Gavin Holmes,SR,WR,12,26,517,19.88,4,2.2,43.1,baylor
Josh Cameron,FR,WR,13,28,386,13.79,0,2.2,29.7,baylor
Hal Presley,SO,WR,13,32,382,11.94,4,2.5,29.4,baylor
Ben Sims,SR,TE,12,31,255,8.23,3,2.6,21.3,baylor
Drake Dabney,JR,TE,8,16,173,10.81,0,2.0,21.6,baylor
Jaylen Ellis,JR,WR,5,3,154,51.33,1,0.6,30.8,baylor
Qualan Jones,JR,RB,13,23,135,5.87,0,1.8,10.4,baylor
Richard Reese,FR,RB,13,13,89,6.85,0,1.0,6.8,baylor
Craig Williams,JR,RB,11,11,80,7.27,1,1.0,7.3,baylor
Seth Jones,SO,WR,6,7,73,10.43,0,1.2,12.2,baylor
Kelsey Johnson,FR,TE,10,9,61,6.78,1,0.9,6.1,baylor
Josh Fleeks,SR,RB,3,2,49,24.50,0,0.7,16.3,baylor
Taye McWilliams,JR,RB,2,5,27,5.40,0,2.5,13.5,baylor
Javon Gipson,FR,WR,9,2,22,11.00,0,0.2,2.4,baylor
Cameron Bonner,FR,WR,4,1,13,13.00,0,0.3,3.3,baylor
Armani Winfield,FR,WR,3,1,10,10.00,0,0.3,3.3,baylor
Gavin Yates,SO,TE,13,1,10,10.00,0,0.1,0.8,baylor
Jordan Nabors,FR,WR,9,1,4,4.00,0,0.1,0.4,baylor
Dillon Doyle,SR,LB,13,2,4,2.00,1,0.2,0.3,baylor
Latrell Caples,SO,WR,14,51,549,10.76,4,3.6,39.2,boise_state
Billy Bowens,SR,WR,14,32,462,14.44,4,2.3,33.0,boise_state
Stefan Cobbs,SR,WR,11,29,396,13.66,2,2.6,36.0,boise_state
Eric McAlister,FR,WR,12,11,259,23.55,4,0.9,21.6,boise_state
Davis Koetter,SR,WR,12,14,221,15.79,1,1.2,18.4,boise_state
Riley Smith,SR,TE,11,25,214,8.56,1,2.3,19.5,boise_state
Ashton Jeanty,FR,RB,14,14,155,11.07,0,1.0,11.1,boise_state
George Holani,JR,RB,13,24,151,6.29,3,1.8,11.6,boise_state
Tyneil Hopper,SR,TE,13,13,108,8.31,0,1.0,8.3,boise_state
Cole Wright,SO,WR,10,2,59,29.50,0,0.2,5.9,boise_state
Matt Lauter,FR,TE,14,4,40,10.00,0,0.3,2.9,boise_state
Tyler Crowe,JR,RB,14,2,30,15.00,0,0.1,2.1,boise_state
Elelyon Noa,JR,RB,12,2,16,8.00,0,0.2,1.3,boise_state
Kaden Dudley,FR,RB,8,1,4,4.00,0,0.1,0.5,boise_state
Kurt Rafdal,SR,TE,13,1,2,2.00,0,0.1,0.2,boise_state
Shea Whiting,JR,WR,12,3,1,0.33,0,0.3,0.1,boise_state
Scott Matlock,SR,DT,13,1,1,1.00,1,0.1,0.1,boise_state
Zay Flowers,SR,WR,12,78,1077,13.81,12,6.5,89.8,boston_college
Jaelen Gill,SR,WR,12,27,388,14.37,0,2.3,32.3,boston_college
George Takacs,SR,TE,9,26,256,9.85,1,2.9,28.4,boston_college
Pat Garwo III,JR,RB,12,29,241,8.31,0,2.4,20.1,boston_college
Joseph Griffin Jr.,FR,WR,10,18,234,13.00,5,1.8,23.4,boston_college
Dino Tomlin,JR,WR,12,10,181,18.10,0,0.8,15.1,boston_college
Jaden Williams,SO,WR,6,11,170,15.45,2,1.8,28.3,boston_college
Alex Broome,FR,RB,10,26,166,6.38,1,2.6,16.6,boston_college
Taji Johnson,JR,WR,12,9,91,10.11,0,0.8,7.6,boston_college
Lewis Bond,FR,WR,6,5,51,10.20,0,0.8,8.5,boston_college
Spencer Witter,JR,TE,10,4,40,10.00,0,0.4,4.0,boston_college
Jeremiah Franklin,FR,TE,9,5,27,5.40,0,0.6,3.0,boston_college
Alec Sinkfield,SR,RB,9,4,23,5.75,0,0.4,2.6,boston_college
Hans Lillis,SO,TE,11,1,10,10.00,0,0.1,0.9,boston_college
Dante Reynolds,FR,WR,5,2,6,3.00,0,0.4,1.2,boston_college
Xavier Coleman,FR,RB,8,3,6,2.00,0,0.4,0.8,boston_college
Cam Barfield,FR,RB,7,3,-1,-0.33,0,0.4,-0.1,boston_college
Jack Conley,JR,OL,12,1,-1,-1.00,0,0.1,-0.1,boston_college
Odieu Hiliare,SR,WR,13,58,747,12.88,6,4.5,57.5,bowling_green
Tyrone Broden,JR,WR,13,32,506,15.81,7,2.5,38.9,bowling_green
Christian Sims,SR,TE,12,45,458,10.18,2,3.8,38.2,bowling_green
CJ Lewis,SR,WR,12,26,352,13.54,2,2.2,29.3,bowling_green
Ta'ron Keith,SO,RB,12,35,318,9.09,4,2.9,26.5,bowling_green
Harold Fannin Jr.,FR,TE,12,19,218,11.47,1,1.6,18.2,bowling_green
Cavon Croom,SR,WR,10,18,159,8.83,1,1.8,15.9,bowling_green
Andrew Bench,JR,TE,13,10,125,12.50,2,0.8,9.6,bowling_green
Jhaylin Embry,SO,WR,8,2,42,21.00,0,0.3,5.3,bowling_green
Jaison Patterson,SO,RB,13,7,31,4.43,0,0.5,2.4,bowling_green
Austin Osborne,SR,WR,4,2,19,9.50,0,0.5,4.8,bowling_green
Griffin Little,SO,TE,6,2,17,8.50,0,0.3,2.8,bowling_green
Jamal Johnson,SO,RB,10,5,16,3.20,0,0.5,1.6,bowling_green
Nick Mosley,SO,RB,13,2,14,7.00,0,0.2,1.1,bowling_green
Levi Gazarek,SO,TE,13,3,12,4.00,0,0.2,0.9,bowling_green
Matt McDonald,SR,QB,12,1,-2,-2.00,0,0.1,-0.2,bowling_green
Justin Marshall,SR,WR,13,64,837,13.08,9,4.9,64.4,buffalo
Quian Williams,SR,WR,13,61,743,12.18,5,4.7,57.2,buffalo
Jamari Gassett,SO,WR,10,28,347,12.39,2,2.8,34.7,buffalo
"Ron Cook, Jr.",SR,RB,10,16,207,12.94,0,1.6,20.7,buffalo
Cole Harrity,JR,WR,13,13,170,13.08,1,1.0,13.1,buffalo
Robbie Mangas,SR,TE,13,16,141,8.81,0,1.2,10.8,buffalo
Mike Washington,FR,RB,13,23,135,5.87,1,1.8,10.4,buffalo
Marlyn Johnson,JR,WR,13,17,133,7.82,0,1.3,10.2,buffalo
Trevor Borland,JR,TE,11,11,87,7.91,0,1.0,7.9,buffalo
Boobie Curry,SR,WR,8,6,73,12.17,0,0.8,9.1,buffalo
Rayvante Embry,SR,TE,11,5,72,14.40,0,0.5,6.5,buffalo
Al-Jay Henderson,FR,RB,10,6,45,7.50,0,0.6,4.5,buffalo
Clevester Hines,JR,WR,5,2,24,12.00,0,0.4,4.8,buffalo
Tajay Ahmed,SR,RB,8,2,17,8.50,0,0.3,2.1,buffalo
Cole Snyder,JR,QB,13,1,15,15.00,0,0.1,1.2,buffalo
Jovany Ruiz-Navarro,SR,WR,4,2,13,6.50,0,0.5,3.3,buffalo
Puka Nacua,JR,WR,9,48,625,13.02,5,5.3,69.4,byu
Keanu Hill,SO,WR,13,36,572,15.89,7,2.8,44.0,byu
Kody Epps,FR,WR,8,39,459,11.77,6,4.9,57.4,byu
Brayden Cosper,JR,WR,13,30,363,12.10,1,2.3,27.9,byu
Chase Roberts,FR,WR,11,22,357,16.23,3,2.0,32.5,byu
Isaac Rex,SO,TE,13,22,320,14.55,6,1.7,24.6,byu
Christopher Brooks,SR,RB,11,10,98,9.80,0,0.9,8.9,byu
Hinckley Ropati,JR,RB,9,6,97,16.17,1,0.7,10.8,byu
Dallin Holker,JR,TE,3,9,86,9.56,1,3.0,28.7,byu
Lopini Katoa,SR,RB,10,10,80,8.00,0,1.0,8.0,byu
Gunner Romney,SR,WR,2,5,59,11.80,0,2.5,29.5,byu
Masen Wake,JR,FB,11,10,42,4.20,0,0.9,3.8,byu
Jaren Hall,JR,QB,12,2,28,14.00,1,0.2,2.3,byu
Miles Davis,FR,RB,8,6,27,4.50,0,0.8,3.4,byu
Terence Fall,FR,WR,12,1,19,19.00,0,0.1,1.6,byu
Ethan Erickson,FR,TE,11,1,14,14.00,1,0.1,1.3,byu
Jeremiah Hunter,JR,WR,11,60,965,16.08,5,5.5,87.7,california
J.Michael Sturdivant,FR,WR,12,65,755,11.62,7,5.4,62.9,california
Mavin Anderson,FR,WR,12,37,372,10.05,3,3.1,31.0,california
Jaydn Ott,FR,RB,12,46,321,6.98,3,3.8,26.8,california
Monroe Young,SR,WR,12,23,231,10.04,3,1.9,19.3,california
Keleki Latu,SO,TE,12,18,207,11.50,1,1.5,17.3,california
Elijah Mojarro,JR,TE,11,8,78,9.75,0,0.7,7.1,california
Mason Starling,JR,WR,2,7,70,10.00,0,3.5,35.0,california
Justin Richard Baker,JR,WR,6,1,55,55.00,1,0.2,9.2,california
Tommy Christakos,JR,WR,9,4,43,10.75,0,0.4,4.8,california
Jermaine Terry II,SO,TE,12,7,41,5.86,0,0.6,3.4,california
Mason Mangum,SO,WR,2,1,31,31.00,0,0.5,15.5,california
Damien Moore,JR,RB,8,5,24,4.80,0,0.6,3.0,california
DeCarlos Brooks,JR,RB,12,8,18,2.25,0,0.7,1.5,california
Andy Alfieri,SO,TE,4,1,5,5.00,0,0.3,1.3,california
Carlos Carriere,SR,WR,11,45,520,11.56,2,4.1,47.3,central_michigan
Joel Wilson,JR,TE,9,44,445,10.11,6,4.9,49.4,central_michigan
Jalen McGaughy,SO,WR,11,20,313,15.65,2,1.8,28.5,central_michigan
Cade Conley,FR,TE,10,11,168,15.27,0,1.1,16.8,central_michigan
Noah Koenigsknecht,SR,WR,7,10,167,16.70,1,1.4,23.9,central_michigan
Finn Hogan,FR,WR,12,19,155,8.16,1,1.6,12.9,central_michigan
Lew Nichols III,SO,RB,9,21,128,6.10,0,2.3,14.2,central_michigan
Dallas Dixon,SR,WR,2,6,96,16.00,0,3.0,48.0,central_michigan
Myles Bailey,SO,RB,7,9,83,9.22,1,1.3,11.9,central_michigan
Marion Lukes,SO,RB,8,5,81,16.20,1,0.6,10.1,central_michigan
Tyson Davis,FR,WR,5,3,54,18.00,1,0.6,10.8,central_michigan
Langston Lewis,FR,WR,6,2,52,26.00,1,0.3,8.7,central_michigan
Decorion Temple,FR,TE,3,1,44,44.00,0,0.3,14.7,central_michigan
Jake Tafelski,FR,RB,10,4,37,9.25,0,0.4,3.7,central_michigan
Chris Parker,FR,WR,6,4,33,8.25,0,0.7,5.5,central_michigan
Bryant Kieft,SR,TE,9,2,30,15.00,0,0.2,3.3,central_michigan
Kenny Brewer III,SO,WR,10,3,25,8.33,0,0.3,2.5,central_michigan
Christian Brown,FR,RB,10,2,21,10.50,0,0.2,2.1,central_michigan
Irone Jackson,FR,WR,11,3,19,6.33,0,0.3,1.7,central_michigan
Marcus Young,FR,TE,12,3,16,5.33,0,0.3,1.3,central_michigan
Sam Hicks,SO,WR,11,1,8,8.00,0,0.1,0.7,central_michigan
De'Javion Stepney,FR,DB,11,1,2,2.00,0,0.1,0.2,central_michigan
Elijah Spencer,SO,WR,12,57,943,16.54,9,4.8,78.6,charlotte
Grant DuBose,JR,WR,12,64,792,12.38,9,5.3,66.0,charlotte
Victor Tucker,SR,WR,10,41,406,9.90,6,4.1,40.6,charlotte
Taylor Thompson,SO,TE,12,14,263,18.79,0,1.2,21.9,charlotte
Shadrick Byrd,SO,RB,12,21,222,10.57,1,1.8,18.5,charlotte
Henry Rutledge,FR,RB,8,12,187,15.58,1,1.5,23.4,charlotte
Eugene Minter Jr.,SR,TE,12,10,114,11.40,0,0.8,9.5,charlotte
Nolan Groulx,JR,WR,9,7,89,12.71,0,0.8,9.9,charlotte
Quinton Patten,JR,WR,10,9,88,9.78,0,0.9,8.8,charlotte
ChaVon McEachern,SO,RB,7,6,40,6.67,0,0.9,5.7,charlotte
Johnny Martin III,FR,RB,4,3,27,9.00,0,0.8,6.8,charlotte
Jake Clemons,SO,TE,12,5,25,5.00,1,0.4,2.1,charlotte
Jack Reynolds,FR,WR,5,3,17,5.67,0,0.6,3.4,charlotte
Kendric Blake Jr.,JR,WR,11,1,16,16.00,0,0.1,1.5,charlotte
Trey Blount,SR,WR,7,3,14,4.67,0,0.4,2.0,charlotte
Sean Brown,SR,WR,4,1,9,9.00,0,0.3,2.3,charlotte
Tyler Scott,JR,WR,12,54,899,16.65,9,4.5,74.9,cincinnati
Tre Tucker,SR,WR,12,52,672,12.92,3,4.3,56.0,cincinnati
Jadon Thompson,JR,WR,12,26,383,14.73,1,2.2,31.9,cincinnati
Josh Whyle,SR,TE,12,32,326,10.19,3,2.7,27.2,cincinnati
Nick Mardner,SR,WR,12,19,218,11.47,3,1.6,18.2,cincinnati
Leonard Taylor,SR,TE,11,18,170,9.44,2,1.6,15.5,cincinnati
Charles McClelland,SR,RB,13,15,126,8.40,0,1.2,9.7,cincinnati
Will Pauling,FR,WR,9,12,122,10.17,0,1.3,13.6,cincinnati
Ryan Montgomery,SR,RB,9,4,65,16.25,0,0.4,7.2,cincinnati
Blue Smith,SR,WR,9,5,62,12.40,0,0.6,6.9,cincinnati
Chamon Metayer,FR,TE,6,1,32,32.00,0,0.2,5.3,cincinnati
Chris Scott,SO,WR,13,4,32,8.00,0,0.3,2.5,cincinnati
Wyatt Fischer,SR,WR,12,2,31,15.50,1,0.2,2.6,cincinnati
Payten Singletary,SO,TE,12,1,11,11.00,0,0.1,0.9,cincinnati
Myles Montgomery,FR,RB,6,1,4,4.00,0,0.2,0.7,cincinnati
Corey Kiner,SO,RB,10,2,2,1.00,0,0.2,0.2,cincinnati
Antonio Williams,FR,WR,14,56,604,10.79,4,4.0,43.1,clemson
Joseph Ngata,SR,WR,14,41,526,12.83,2,2.9,37.6,clemson
Davis Allen,SR,TE,14,39,443,11.36,5,2.8,31.6,clemson
Beaux Collins,SO,WR,10,22,373,16.95,5,2.2,37.3,clemson
Jake Briningstool,SO,TE,14,25,285,11.40,4,1.8,20.4,clemson
Will Shipley,SO,RB,14,38,242,6.37,0,2.7,17.3,clemson
Brannon Spector,JR,WR,14,15,195,13.00,2,1.1,13.9,clemson
Cole Turner,FR,WR,3,8,161,20.13,0,2.7,53.7,clemson
Adam Randall,FR,WR,12,10,128,12.80,0,0.8,10.7,clemson
E.J. Williams,JR,WR,13,7,70,10.00,0,0.5,5.4,clemson
Drew Swinney,SR,WR,14,8,63,7.88,0,0.6,4.5,clemson
Phil Mafah,SO,RB,14,9,48,5.33,0,0.6,3.4,clemson
Kobe Pace,JR,RB,8,6,35,5.83,0,0.8,4.4,clemson
Cade Klubnik,FR,QB,10,1,19,19.00,0,0.1,1.9,clemson
Sage Ennis,SO,TE,14,2,17,8.50,0,0.1,1.2,clemson
Will Taylor,SO,WR,10,5,16,3.20,1,0.5,1.6,clemson
Dacari Collins,SO,WR,3,1,8,8.00,0,0.3,2.7,clemson
Hamp Greene,JR,WR,2,2,7,3.50,0,1.0,3.5,clemson
DJ Uiagalelei,JR,QB,13,1,6,6.00,0,0.1,0.5,clemson
