name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name
Jaivon Heiligh,FR,WR,12,14,202,14.43,2,1.2,16.8,coastal_carolina
CJ Marable,SO,RB,12,15,180,12.00,2,1.3,15.0,coastal_carolina
Isaiah Likely,FR,TE,12,12,106,8.83,5,1.0,8.8,coastal_carolina
Shadell Bell,JR,TE,11,8,103,12.88,1,0.7,9.4,coastal_carolina
Marcus Outlow,SR,RB,10,11,70,6.36,0,1.1,7.0,coastal_carolina
Larry Collins Jr.,SO,WR,9,3,63,21.00,0,0.3,7.0,coastal_carolina
Alex James,SO,RB,12,5,26,5.20,1,0.4,2.2,coastal_carolina
T'Qele Holmes,SO,WR,12,1,17,17.00,0,0.1,1.4,coastal_carolina
Josh Anderson,JR,WR,7,1,8,8.00,0,0.1,1.1,coastal_carolina
Laviska Shenault Jr.,SO,WR,9,86,1011,11.76,6,9.6,112.3,colorado
K.D. Nixon,SO,WR,11,52,636,12.23,4,4.7,57.8,colorado
Tony Brown,JR,WR,12,32,333,10.41,1,2.7,27.8,colorado
Juwann Winfree,SR,WR,8,28,324,11.57,2,3.5,40.5,colorado
Jay MacIntyre,SR,WR,10,20,165,8.25,2,2.0,16.5,colorado
Kabion Ento,SR,WR,12,12,161,13.42,0,1.0,13.4,colorado
Travon McMillian,SR,TB,12,14,118,8.43,1,1.2,9.8,colorado
Kyle Evans,SR,TB,12,5,63,12.60,1,0.4,5.3,colorado
Jaylon Jackson,FR,WR,4,8,44,5.50,0,2.0,11.0,colorado
Dimitri Stanley,FR,ATH,3,6,43,7.17,0,2.0,14.3,colorado
Brady Russell,FR,TE,12,5,41,8.20,0,0.4,3.4,colorado
Daniel Arias,FR,WR,12,1,37,37.00,1,0.1,3.1,colorado
Chris Bounds,JR,TE,7,1,15,15.00,0,0.1,2.1,colorado
Beau Bisharat,JR,TB,10,1,4,4.00,1,0.1,0.4,colorado
Preston Williams,JR,WR,12,96,1345,14.01,14,8.0,112.1,colorado_state
Olabisi Johnson,SR,WR,11,54,796,14.74,4,4.9,72.4,colorado_state
Warren Jackson,SO,WR,10,32,405,12.66,4,3.2,40.5,colorado_state
Cameron Butler,SO,TE,12,29,312,10.76,0,2.4,26.0,colorado_state
Marvin Kinsey Jr.,JR,RB,9,22,204,9.27,1,2.4,22.7,colorado_state
Izzy Matthews,SR,RB,12,27,169,6.26,1,2.3,14.1,colorado_state
Nikko Hall,FR,WR,9,8,95,11.88,1,0.9,10.6,colorado_state
Trey McBride,FR,TE,12,7,89,12.71,1,0.6,7.4,colorado_state
Marcus McElroy,SO,RB,12,4,56,14.00,0,0.3,4.7,colorado_state
Griffin Hammer,FR,TE,6,5,50,10.00,0,0.8,8.3,colorado_state
EJ Scott,FR,WR,10,7,50,7.14,0,0.7,5.0,colorado_state
Brenden Fulton,JR,WR,12,3,47,15.67,0,0.3,3.9,colorado_state
Adam Prentice,SO,FB,12,4,26,6.50,0,0.3,2.2,colorado_state
V.J. Banks,SR,CB,11,1,11,11.00,0,0.1,1.0,colorado_state
Darius Wise,SO,WR,6,3,3,1.00,0,0.5,0.5,colorado_state
Anthony Hawkins,JR,CB,12,1,1,1.00,0,0.1,0.1,colorado_state
Kyle Buss,SR,WR,12,32,482,15.06,3,2.7,40.2,connecticut
Aaron McLean,SR,TE,12,32,396,12.38,2,2.7,33.0,connecticut
Hergy Mayala,SR,WR,12,40,361,9.03,5,3.3,30.1,connecticut
Tyler Davis,JR,TE,12,22,237,10.77,6,1.8,19.8,connecticut
Zavier Scott,FR,RB,10,33,228,6.91,1,3.3,22.8,connecticut
Keyion Dixon,SO,WR,11,11,147,13.36,2,1.0,13.4,connecticut
Tyraiq Beals,SR,WR,12,7,90,12.86,0,0.6,7.5,connecticut
Heron Maurisseau,FR,WR,4,4,88,22.00,1,1.0,22.0,connecticut
Kevin Mensah,SO,RB,12,10,39,3.90,0,0.8,3.3,connecticut
Jay Rose,SO,TE,12,1,17,17.00,0,0.1,1.4,connecticut
Dante Black,FR,RB,4,2,16,8.00,0,0.5,4.0,connecticut
David Pindell,SR,QB,12,1,16,16.00,0,0.1,1.3,connecticut
Cameron Hairston,FR,WR,7,2,14,7.00,0,0.3,2.0,connecticut
Donovan Williams,JR,WR,12,1,9,9.00,0,0.1,0.8,connecticut
Garrison Burnett,FR,WR,7,1,7,7.00,0,0.1,1.0,connecticut
T.J. Rahming,SR,WR,13,75,811,10.81,8,5.8,62.4,duke
Johnathan Lloyd,SR,WR,13,51,604,11.84,5,3.9,46.5,duke
Chris Taylor,SR,WR,13,31,419,13.52,3,2.4,32.2,duke
Daniel Helm,SR,TE,13,26,271,10.42,2,2.0,20.8,duke
Deon Jackson,SO,RB,13,26,253,9.73,2,2.0,19.5,duke
Noah Gray,SO,TE,13,20,234,11.70,1,1.5,18.0,duke
Jake Bobo,FR,WR,12,10,167,16.70,1,0.8,13.9,duke
Aaron Young,JR,WR,2,7,139,19.86,1,3.5,69.5,duke
Davis Koppenhaver,SR,TE,13,14,115,8.21,7,1.1,8.8,duke
Damond Philyaw-Johnson,FR,WR,11,6,57,9.50,0,0.5,5.2,duke
Brittain Brown,SO,RB,9,1,44,44.00,1,0.1,4.9,duke
Scott Bracey,SO,WR,10,3,27,9.00,0,0.3,2.7,duke
Quentin Harris,JR,QB,12,1,24,24.00,0,0.1,2.0,duke
Keyston Fuller,JR,WR,12,2,15,7.50,0,0.2,1.3,duke
Trevon Lee,SR,WR,5,2,13,6.50,0,0.4,2.6,duke
Daniel Jones,JR,QB,11,1,6,6.00,0,0.1,0.5,duke
Marvin Hubbard III,FR,RB,4,2,0,0.00,0,0.5,0.0,duke
Trevon Brown,SR,WR,12,74,1123,15.18,9,6.2,93.6,east_carolina
Deondre Farrier,JR,WR,7,30,372,12.40,2,4.3,53.1,east_carolina
Blake Proehl,FR,WR,10,29,329,11.34,1,2.9,32.9,east_carolina
Terrell Green,SR,WR,12,26,285,10.96,0,2.2,23.8,east_carolina
Tyler Snead,FR,WR,4,15,236,15.73,4,3.8,59.0,east_carolina
Leroy Henley,FR,WR,12,20,232,11.60,0,1.7,19.3,east_carolina
Tahj Deans,SO,WR,11,18,187,10.39,1,1.6,17.0,east_carolina
Darius Pinnix,SO,RB,10,12,168,14.00,0,1.2,16.8,east_carolina
Mydreon Vines,SO,WR,12,12,155,12.92,1,1.0,12.9,east_carolina
Anthony Scott,SR,RB,12,16,95,5.94,0,1.3,7.9,east_carolina
Xavier Smith,FR,LB,11,7,81,11.57,0,0.6,7.4,east_carolina
Anthony Watley,JR,TE,5,10,77,7.70,0,2.0,15.4,east_carolina
Hussein Howe,JR,RB,12,12,53,4.42,0,1.0,4.4,east_carolina
Trace Christian,FR,RB,10,2,18,9.00,0,0.2,1.8,east_carolina
Jonathan Johnson,SO,WR,4,1,4,4.00,0,0.3,1.0,east_carolina
Johnny Bogle,FR,TE,8,1,2,2.00,0,0.1,0.3,east_carolina
Blake Banham,SR,WR,13,60,758,12.63,5,4.6,58.3,eastern_michigan
Arthur Jackson III,JR,WR,13,46,592,12.87,5,3.5,45.5,eastern_michigan
Mathew Sexton,JR,WR,12,37,419,11.32,3,3.1,34.9,eastern_michigan
Line Latu,JR,WR,13,22,372,16.91,3,1.7,28.6,eastern_michigan
Dylan Drummond,FR,WR,13,25,245,9.80,1,1.9,18.8,eastern_michigan
Gunnar Oakes,FR,TE,11,11,143,13.00,1,1.0,13.0,eastern_michigan
Isaac Holder,JR,WR,13,11,140,12.73,1,0.8,10.8,eastern_michigan
Bryce Kemp,JR,TE,12,6,96,16.00,1,0.5,8.0,eastern_michigan
Breck Turner,JR,RB,12,9,72,8.00,0,0.8,6.0,eastern_michigan
Shaq Vann,SR,RB,11,8,48,6.00,0,0.7,4.4,eastern_michigan
Ian Eriksen,SR,RB,9,5,21,4.20,0,0.6,2.3,eastern_michigan
Brian Dooley,FR,OL,4,1,20,20.00,0,0.3,5.0,eastern_michigan
Willie Parker,SO,RB,11,2,16,8.00,0,0.2,1.5,eastern_michigan
Karmi Mackey,FR,RB,3,1,5,5.00,0,0.3,1.7,eastern_michigan
Tyler Lyle,SO,FB,13,1,1,1.00,1,0.1,0.1,eastern_michigan
Jairus Grissom,FR,QB,6,1,-1,-1.00,0,0.2,-0.2,eastern_michigan
Van Jefferson,JR,WR,13,35,503,14.37,6,2.7,38.7,florida
Josh Hammond,JR,WR,13,28,369,13.18,4,2.2,28.4,florida
Trevon Grimes,SO,WR,13,26,364,14.00,2,2.0,28.0,florida
Freddie Swain,JR,WR,11,14,265,18.93,5,1.3,24.1,florida
Kadarius Toney,SO,ATH,12,25,260,10.40,1,2.1,21.7,florida
Tyrie Cleveland,JR,WR,12,18,212,11.78,3,1.5,17.7,florida
Lamical Perine,JR,RB,13,13,170,13.08,1,1.0,13.1,florida
C'yontai Lewis,SR,TE,13,9,128,14.22,0,0.7,9.8,florida
Moral Stephens,SR,TE,12,8,106,13.25,3,0.7,8.8,florida
Jordan Scarlett,JR,RB,13,10,84,8.40,0,0.8,6.5,florida
Lucas Krull,SO,TE,13,6,75,12.50,0,0.5,5.8,florida
Kyle Pitts,FR,TE,11,3,73,24.33,1,0.3,6.6,florida
Kemore Gamble,FR,TE,13,7,58,8.29,0,0.5,4.5,florida
Malik Davis,SO,RB,3,3,33,11.00,0,1.0,11.0,florida
Dameon Pierce,FR,RB,13,5,20,4.00,1,0.4,1.5,florida
Dre Massey,SR,WR,7,1,18,18.00,0,0.1,2.6,florida
Jacob Copeland,FR,WR,1,1,16,16.00,0,1.0,16.0,florida
Feleipe Franks,SO,QB,13,2,12,6.00,0,0.2,0.9,florida
Rick Wells,SO,WR,11,1,6,6.00,0,0.1,0.5,florida
Daquon Green,SO,WR,3,1,3,3.00,0,0.3,1.0,florida
R.J. Raymond,SR,ATH,13,1,1,1.00,1,0.1,0.1,florida
Jovon Durante,JR,WR,12,65,873,13.43,5,5.4,72.8,florida_atlantic
Harrison Bryant,JR,TE,12,45,662,14.71,4,3.8,55.2,florida_atlantic
Willie Wright,SO,WR,12,46,452,9.83,2,3.8,37.7,florida_atlantic
Tavaris Harrison,JR,WR,11,21,368,17.52,0,1.9,33.5,florida_atlantic
"Kerrith Whyte, Jr.",JR,RB,12,10,160,16.00,2,0.8,13.3,florida_atlantic
John Raine,JR,TE,12,10,99,9.90,1,0.8,8.3,florida_atlantic
John Mitchell,JR,WR,7,6,66,11.00,0,0.9,9.4,florida_atlantic
Desean Holmes,JR,WR,9,6,48,8.00,0,0.7,5.3,florida_atlantic
Ronald Patterson,FR,WR,5,3,37,12.33,0,0.6,7.4,florida_atlantic
Devin Singletary,JR,RB,12,6,36,6.00,0,0.5,3.0,florida_atlantic
LaDante Harris,JR,WR,12,4,31,7.75,0,0.3,2.6,florida_atlantic
Dante Cousart,JR,WR,7,2,11,5.50,0,0.3,1.6,florida_atlantic
DeAndre McNeal,SR,WR,4,1,1,1.00,0,0.3,0.3,florida_atlantic
James Brunson,JR,WR,4,1,0,0.00,0,0.3,0.0,florida_atlantic
CJ Worton,JR,WR,13,37,627,16.95,6,2.8,48.2,florida_international
Austin Maloney,JR,WR,13,30,610,20.33,5,2.3,46.9,florida_international
Maurice Alexander,JR,WR,13,40,474,11.85,5,3.1,36.5,florida_international
Bryce Singleton,SO,WR,10,29,368,12.69,2,2.9,36.8,florida_international
Sterling Palmer,FR,TE,13,25,272,10.88,2,1.9,20.9,florida_international
Tony Gaiter IV,JR,WR,13,24,227,9.46,2,1.8,17.5,florida_international
Shemar Thornton,SO,WR,11,7,134,19.14,2,0.6,12.2,florida_international
D'Vonte Price,SO,RB,13,15,116,7.73,0,1.2,8.9,florida_international
Darrius Scott,JR,WR,10,9,86,9.56,0,0.9,8.6,florida_international
Cadarius Gaskin,FR,WR,5,3,82,27.33,1,0.6,16.4,florida_international
Shawndarrius Phillips,JR,RB,11,4,60,15.00,0,0.4,5.5,florida_international
Ivan Thomas,FR,TE,11,7,44,6.29,0,0.6,4.0,florida_international
Napoleon Maxwell,SR,RB,13,9,38,4.22,0,0.7,2.9,florida_international
Anthony Jones,JR,RB,6,10,37,3.70,2,1.7,6.2,florida_international
Collin Olsen,JR,RB,13,1,12,12.00,0,0.1,0.9,florida_international
Carson Genal,FR,TE,2,1,7,7.00,0,0.5,3.5,florida_international
Nyqwan Murray,SR,WR,12,54,744,13.78,3,4.5,62.0,florida_state
Tamorrion Terry,FR,WR,12,35,744,21.26,8,2.9,62.0,florida_state
Keith Gavin,JR,WR,12,26,415,15.96,1,2.2,34.6,florida_state
D.J. Matthews,SO,WR,12,42,382,9.10,1,3.5,31.8,florida_state
Tre’ Mckitty,SO,TE,12,26,256,9.85,2,2.2,21.3,florida_state
Keyshawn Helton,FR,WR,11,11,176,16.00,1,1.0,16.0,florida_state
Cam Akers,SO,RB,12,23,145,6.30,2,1.9,12.1,florida_state
Jacques Patrick,SR,RB,12,16,102,6.38,1,1.3,8.5,florida_state
Tre’Shaun Harrison,FR,WR,12,10,66,6.60,1,0.8,5.5,florida_state
Naseir Upshur,JR,TE,8,4,53,13.25,0,0.5,6.6,florida_state
Gabe Nabers,JR,TE,12,3,46,15.33,0,0.3,3.8,florida_state
George Campbell,JR,WR,7,4,42,10.50,0,0.6,6.0,florida_state
Khalan Laborn,FR,RB,2,1,37,37.00,0,0.5,18.5,florida_state
Ontaria Wilson,FR,WR,11,4,35,8.75,0,0.4,3.2,florida_state
Amir Rasul,JR,RB,11,1,-2,-2.00,0,0.1,-0.2,florida_state
KeeSean Johnson,SR,WR,14,95,1340,14.11,8,6.8,95.7,fresno_state
Jared Rice,JR,TE,14,55,664,12.07,3,3.9,47.4,fresno_state
Jamire Jordan,SR,WR,14,27,434,16.07,3,1.9,31.0,fresno_state
Ronnie Rivers,SO,RB,11,26,311,11.96,3,2.4,28.3,fresno_state
Jordan Mims,SO,RB,12,21,286,13.62,2,1.8,23.8,fresno_state
Derrion Grim,JR,WR,14,20,212,10.60,2,1.4,15.1,fresno_state
Michiah Quick,SR,WR,9,16,144,9.00,1,1.8,16.0,fresno_state
Dejonte O'Neal,SR,RB,13,11,108,9.82,0,0.8,8.3,fresno_state
Josh Hokit,JR,RB,13,8,56,7.00,0,0.6,4.3,fresno_state
Cam Sutton,JR,TE,13,3,42,14.00,0,0.2,3.2,fresno_state
Kyle Riddering,SR,TE,14,6,41,6.83,3,0.4,2.9,fresno_state
Chris Coleman,FR,WR,9,4,40,10.00,0,0.4,4.4,fresno_state
Justin Allen,SR,WR,12,5,38,7.60,0,0.4,3.2,fresno_state
David Tangipa,SR,TE,14,3,16,5.33,1,0.2,1.1,fresno_state
Delvon Hardaway,SR,WR,13,1,8,8.00,0,0.1,0.6,fresno_state
Riley Ridley,JR,WR,14,44,570,12.95,9,3.1,40.7,georgia
Mecole Hardman,JR,WR,14,34,532,15.65,7,2.4,38.0,georgia
Isaac Nauta,JR,TE,14,30,430,14.33,3,2.1,30.7,georgia
Jeremiah Holloman,SO,WR,14,24,418,17.42,5,1.7,29.9,georgia
Terry Godwin,SR,WR,13,22,373,16.95,3,1.7,28.7,georgia
D'Andre Swift,SO,RB,14,32,297,9.28,3,2.3,21.2,georgia
Charlie Woerner,JR,TE,14,11,148,13.45,0,0.8,10.6,georgia
Tyler Simmons,JR,WR,13,9,138,15.33,2,0.7,10.6,georgia
James Cook,FR,RB,13,8,89,11.13,0,0.6,6.8,georgia
Brian Herrien,JR,TB,14,8,42,5.25,1,0.6,3.0,georgia
Elijah Holyfield,JR,TB,14,5,40,8.00,0,0.4,2.9,georgia
Trey Blount,SO,WR,14,3,39,13.00,0,0.2,2.8,georgia
Ahkil Crumpton,SR,WR,11,5,21,4.20,0,0.5,1.9,georgia
Prather Hudson,SO,TB,14,1,15,15.00,0,0.1,1.1,georgia
Jackson Harris,SR,TE,9,1,12,12.00,0,0.1,1.3,georgia
Jayson Stanley,SR,WR,13,1,9,9.00,1,0.1,0.7,georgia
Luke Ford,FR,TE,9,1,4,4.00,0,0.1,0.4,georgia
Willie Erdman,SO,WR,3,1,-2,-2.00,0,0.3,-0.7,georgia
Justin Fields,FR,QB,12,1,-10,-10.00,0,0.1,-0.8,georgia
Wesley Fields,SR,RB,12,10,237,23.70,1,0.8,19.8,georgia_southern
Wesley Kennedy III,SO,RB,13,15,182,12.13,0,1.2,14.0,georgia_southern
Darion Anderson,SO,WR,13,4,160,40.00,3,0.3,12.3,georgia_southern
Colby Ransom,JR,WR,13,6,102,17.00,2,0.5,7.8,georgia_southern
Ellis Richardson,SR,TE,10,10,81,8.10,2,1.0,8.1,georgia_southern
Davarius Bargnare,FR,WR,10,8,77,9.63,0,0.8,7.7,georgia_southern
Malik Murray,SO,WR,12,2,53,26.50,0,0.2,4.4,georgia_southern
Obe Fortune,JR,WR,13,5,49,9.80,0,0.4,3.8,georgia_southern
Mark Michaud,JR,WR,12,2,31,15.50,1,0.2,2.6,georgia_southern
NaJee Thompson,FR,WR,12,1,22,22.00,0,0.1,1.8,georgia_southern
Monteo Garrett,SR,RB,12,5,20,4.00,0,0.4,1.7,georgia_southern
Marcus Rogers,FR,WR,13,1,8,8.00,0,0.1,0.6,georgia_southern
Cam Brown,SO,TE,13,1,5,5.00,1,0.1,0.4,georgia_southern
Penny Hart,JR,WR,12,49,669,13.65,2,4.1,55.8,georgia_state
Cornelius McCoy,FR,WR,12,35,495,14.14,1,2.9,41.3,georgia_state
Devin Gentry,JR,WR,12,22,286,13.00,3,1.8,23.8,georgia_state
Tamir Jones,SO,WR,11,12,162,13.50,3,1.1,14.7,georgia_state
Roger Carter,SO,TE,12,15,136,9.07,1,1.3,11.3,georgia_state
Christian Owens,JR,WR,10,12,128,10.67,2,1.2,12.8,georgia_state
Destin Coates,FR,RB,6,9,85,9.44,0,1.5,14.2,georgia_state
Sam Pinckney,FR,WR,3,3,82,27.33,0,1.0,27.3,georgia_state
Jonathan Ifedi,SO,WR,12,6,71,11.83,0,0.5,5.9,georgia_state
Tra Barnett,JR,RB,11,14,70,5.00,0,1.3,6.4,georgia_state
Diondre Champaigne,JR,WR,11,7,66,9.43,3,0.6,6.0,georgia_state
Seth Paige,FR,RB,10,6,61,10.17,0,0.6,6.1,georgia_state
Taz Bateman,SR,RB,2,5,37,7.40,0,2.5,18.5,georgia_state
Terrance Dixon,SO,WR,10,3,36,12.00,0,0.3,3.6,georgia_state
Darius Stubbs,SO,RB,4,2,34,17.00,0,0.5,8.5,georgia_state
Camrin Knight,JR,TE,8,3,34,11.33,0,0.4,4.3,georgia_state
Tucker Gregg,FR,RB,9,3,24,8.00,0,0.3,2.7,georgia_state
Demarcus Kirk,SR,RB,12,1,5,5.00,0,0.1,0.4,georgia_state
Brad Stewart,SR,WR,13,15,268,17.87,3,1.2,20.6,georgia_tech
Qua Searcy,SR,AB,13,9,247,27.44,1,0.7,19.0,georgia_tech
Clinton Lynch,SR,AB,13,7,209,29.86,2,0.5,16.1,georgia_tech
Jalen Camp,JR,WR,12,11,186,16.91,0,0.9,15.5,georgia_tech
Malachi Carter,FR,WR,13,3,56,18.67,1,0.2,4.3,georgia_tech
Jerry Howard,SO,BB,13,4,50,12.50,0,0.3,3.8,georgia_tech
Stephen Dolphus,SO,WR,8,1,39,39.00,0,0.1,4.9,georgia_tech
TaQuon Marshall,SR,QB,12,1,22,22.00,0,0.1,1.8,georgia_tech
Nathan Cottrell,JR,AB,13,3,12,4.00,0,0.2,0.9,georgia_tech
Jordan Mason,FR,BB,13,1,2,2.00,0,0.1,0.2,georgia_tech
KirVonte Benson,JR,BB,2,1,-2,-2.00,0,0.5,-1.0,georgia_tech
John Ursua,JR,WR,13,89,1343,15.09,16,6.8,103.3,hawai'i
Cedric Byrd,JR,WR,14,79,970,12.28,9,5.6,69.3,hawai'i
JoJo Ward,JR,WR,14,51,865,16.96,9,3.6,61.8,hawai'i
Marcus Armstrong-Brown,SR,WR,14,50,573,11.46,2,3.6,40.9,hawai'i
Devan Stubblefield,SR,WR,14,13,200,15.38,2,0.9,14.3,hawai'i
Jason-Matthew Sharsh,JR,WR,11,9,152,16.89,1,0.8,13.8,hawai'i
Dayton Furuta,JR,RB,13,10,89,8.90,1,0.8,6.8,hawai'i
Fred Holly III,SO,RB,14,8,77,9.63,0,0.6,5.5,hawai'i
Elijah Dale,SR,RB,14,3,32,10.67,2,0.2,2.3,hawai'i
Dakota Torres,SR,WR,13,2,13,6.50,1,0.2,1.0,hawai'i
Eric Rooks,FR,WR,2,1,8,8.00,0,0.5,4.0,hawai'i
Miles Reed,FR,RB,10,2,8,4.00,0,0.2,0.8,hawai'i
Tristin Kamaka,SR,WR,11,2,8,4.00,0,0.2,0.7,hawai'i
Genta Ito,SR,RB,1,1,6,6.00,0,1.0,6.0,hawai'i
Marquez Stevenson,SO,WR,13,75,1019,13.59,9,5.8,78.4,houston
Keith Corbin,JR,WR,12,40,691,17.28,10,3.3,57.6,houston
Courtney Lark,JR,WR,9,35,539,15.40,5,3.9,59.9,houston
Romello Brooker,SR,TE,13,33,409,12.39,7,2.5,31.5,houston
Bryson Smith,FR,QB,12,30,285,9.50,4,2.5,23.8,houston
Jeremy Singleton,FR,WR,13,19,285,15.00,2,1.5,21.9,houston
Raelon Singleton,SR,WR,10,14,221,15.79,3,1.4,22.1,houston
Terry Mark,JR,WR,13,11,99,9.00,2,0.8,7.6,houston
Julon Williams,FR,WR,2,3,61,20.33,0,1.5,30.5,houston
Tre'von Bradley,FR,WR,13,3,59,19.67,0,0.2,4.5,houston
Henry Thomas,FR,WR,1,2,50,25.00,1,2.0,50.0,houston
Peyton Sawyer,FR,WR,2,3,25,8.33,0,1.5,12.5,houston
Terence Williams,SR,RB,8,3,25,8.33,0,0.4,3.1,houston
Kinte Hatton,SR,WR,3,2,17,8.50,0,0.7,5.7,houston
Christian Trahan,FR,TE,9,1,13,13.00,0,0.1,1.4,houston
D'Eriq King,JR,QB,11,1,12,12.00,0,0.1,1.1,houston
Mulbah Car,JR,RB,11,1,12,12.00,0,0.1,1.1,houston
James Homan,SR,WR,3,1,8,8.00,0,0.3,2.7,houston
Chandler Smith,SO,RB,7,1,6,6.00,0,0.1,0.9,houston
Parker Eichenberger,FR,TE,13,2,4,2.00,2,0.2,0.3,houston
Kevrin Justice,JR,RB,13,1,1,1.00,0,0.1,0.1,houston
Colton Cerday,JR,WR,1,1,0,0.00,0,1.0,0.0,houston
Patrick Carr,JR,RB,13,2,0,0.00,0,0.2,0.0,houston
Ricky Smalling,SO,WR,11,33,406,12.30,5,3.0,36.9,illinois
Sam Mays,SR,WR,12,29,331,11.41,0,2.4,27.6,illinois
Dominic Stampley,SO,WR,12,19,311,16.37,2,1.6,25.9,illinois
Trenard Davis,JR,WR,12,30,278,9.27,0,2.5,23.2,illinois
Reggie Corbin,JR,RB,12,16,176,11.00,0,1.3,14.7,illinois
Carmoni Green,SO,WR,5,10,93,9.30,0,2.0,18.6,illinois
Mike Epstein,SO,RB,7,10,86,8.60,0,1.4,12.3,illinois
Daniel Barker,FR,TE,12,9,84,9.33,1,0.8,7.0,illinois
Mike Dudek,SR,WR,1,4,65,16.25,0,4.0,65.0,illinois
Caleb Reams,JR,WR,12,5,58,11.60,0,0.4,4.8,illinois
Edwin Carter,FR,WR,1,2,34,17.00,2,2.0,34.0,illinois
Jordan Holmes,FR,WR,10,2,23,11.50,0,0.2,2.3,illinois
Austin Roberts,SR,TE,12,2,14,7.00,0,0.2,1.2,illinois
Jakari Norwood,FR,RB,3,1,11,11.00,0,0.3,3.7,illinois
Ra'Von Bonner,SO,RB,11,3,11,3.67,0,0.3,1.0,illinois
Justice Williams,JR,WR,12,1,4,4.00,0,0.1,0.3,illinois
Carlos Sandy,FR,WR,10,1,3,3.00,0,0.1,0.3,illinois
Nick Westbrook,JR,WR,12,42,590,14.05,4,3.5,49.2,indiana
Donavan Hale,JR,WR,12,42,508,12.10,6,3.5,42.3,indiana
Luke Timian,SR,WR,9,46,422,9.17,0,5.1,46.9,indiana
Ty Fryfogle,SO,WR,12,29,381,13.14,3,2.4,31.8,indiana
J-Shun Harris II,SR,WR,12,37,325,8.78,2,3.1,27.1,indiana
Whop Philyor,SO,WR,7,23,235,10.22,1,3.3,33.6,indiana
Reese Taylor,FR,ATH,12,28,174,6.21,0,2.3,14.5,indiana
Peyton Hendershot,FR,TE,11,15,163,10.87,2,1.4,14.8,indiana
Mike Majette,SR,RB,12,21,97,4.62,1,1.8,8.1,indiana
Stevie Scott,FR,RB,12,16,86,5.38,1,1.3,7.2,indiana
Matt Bjorson,FR,TE,12,5,53,10.60,0,0.4,4.4,indiana
Ricky Brookins,SR,RB,12,7,34,4.86,0,0.6,2.8,indiana
Austin Dorris,JR,TE,11,4,16,4.00,0,0.4,1.5,indiana
Cole Gest,SO,RB,1,1,10,10.00,0,1.0,10.0,indiana
T.J. Hockenson,SO,TE,13,49,760,15.51,6,3.8,58.5,iowa
Noah Fant,JR,TE,12,39,519,13.31,7,3.3,43.3,iowa
Nick Easley,SR,WR,13,52,494,9.50,5,4.0,38.0,iowa
Brandon Smith,SO,WR,12,28,361,12.89,2,2.3,30.1,iowa
Ihmir Smith-Marsette,SO,WR,12,23,361,15.70,3,1.9,30.1,iowa
Mekhi Sargent,SO,RB,13,17,156,9.18,1,1.3,12.0,iowa
Ivory Kelly-Martin,SO,RB,9,9,78,8.67,0,1.0,8.7,iowa
Nate Wieting,JR,TE,12,2,51,25.50,0,0.2,4.3,iowa
Kyle Groeneweg,SR,WR,13,4,47,11.75,0,0.3,3.6,iowa
Brady Ross,JR,FB,6,4,28,7.00,0,0.7,4.7,iowa
Toren Young,SO,RB,13,7,27,3.86,1,0.5,2.1,iowa
"Tyrone Tracy, Jr.",FR,WR,4,1,22,22.00,0,0.3,5.5,iowa
Dominique Dafney,JR,WR,10,1,19,19.00,0,0.1,1.9,iowa
Max Cooper,SO,WR,7,3,15,5.00,0,0.4,2.1,iowa
Sam Brincks,SR,DE,13,1,10,10.00,1,0.1,0.8,iowa
Nico Ragaini,FR,WR,3,1,7,7.00,0,0.3,2.3,iowa
Austin Kelly,SR,FB,13,1,4,4.00,1,0.1,0.3,iowa
Hakeem Butler,JR,WR,13,60,1318,21.97,9,4.6,101.4,iowa_state
Tarique Milton,FR,WR,13,34,417,12.26,1,2.6,32.1,iowa_state
Deshaunte Jones,JR,WR,13,43,366,8.51,4,3.3,28.2,iowa_state
Matthew Eaton,SR,WR,13,27,304,11.26,2,2.1,23.4,iowa_state
Landen Akers,SO,WR,13,10,181,18.10,0,0.8,13.9,iowa_state
David Montgomery,JR,RB,12,22,157,7.14,0,1.8,13.1,iowa_state
Charlie Kolar,FR,TE,13,11,137,12.45,3,0.8,10.5,iowa_state
Chase Allen,SO,TE,8,8,84,10.50,0,1.0,10.5,iowa_state
Sheldon Croney Jr.,JR,RB,12,9,71,7.89,0,0.8,5.9,iowa_state
Sam Seonbuchner,SR,TE,13,5,45,9.00,1,0.4,3.5,iowa_state
Johnnie Lang,FR,RB,12,4,30,7.50,0,0.3,2.5,iowa_state
Josh Johnson,FR,WR,12,1,11,11.00,0,0.1,0.9,iowa_state
Kene Nwangwu,SO,RB,13,2,11,5.50,0,0.2,0.8,iowa_state
Dylan Soehner,SO,TE,13,1,0,0.00,0,0.1,0.0,iowa_state
Steven Sims Jr.,SR,WR,12,53,535,10.09,4,4.4,44.6,kansas
Jeremiah Booker,SR,WR,11,31,344,11.10,5,2.8,31.3,kansas
Stephon Robinson Jr.,SO,WR,12,28,330,11.79,1,2.3,27.5,kansas
Kerr Johnson Jr.,SR,WR,10,30,309,10.30,2,3.0,30.9,kansas
Pooka Williams Jr.,FR,RB,11,33,289,8.76,2,3.0,26.3,kansas
