name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name
Cedric Chambers,JR,RB,2,1,22,22.00,0,0.5,11.0,auburn
Eli Stove,JR,WR,4,3,17,5.67,0,0.8,4.3,auburn
Griffin King,SR,WR,4,2,15,7.50,0,0.5,3.8,auburn
Shedrick Jackson,FR,WR,11,2,15,7.50,0,0.2,1.4,auburn
Jalen Harris,SR,TE,3,1,12,12.00,0,0.3,4.0,auburn
Tucker Brown,SR,OL,13,1,9,9.00,0,0.1,0.7,auburn
Anders Carlson,FR,K,13,1,3,3.00,0,0.1,0.2,auburn
Shaun Shivers,FR,RB,13,2,-8,-4.00,0,0.2,-0.6,auburn
Riley Miller,JR,WR,12,61,878,14.39,7,5.1,73.2,ball_state
Justin Hall,SO,WR,12,69,622,9.01,0,5.8,51.8,ball_state
Corey Lacanaria,SR,WR,12,49,524,10.69,3,4.1,43.7,ball_state
Yo'Heinz Tyler,FR,WR,12,14,226,16.14,2,1.2,18.8,ball_state
Malik Dunner,JR,RB,12,21,195,9.29,1,1.8,16.3,ball_state
Kyle Schrank,JR,TE,12,13,124,9.54,2,1.1,10.3,ball_state
Nolan Givan,SO,TE,12,14,101,7.21,2,1.2,8.4,ball_state
James Gilbert,JR,RB,11,15,88,5.87,0,1.4,8.0,ball_state
Devin Reece,SR,WR,12,6,77,12.83,0,0.5,6.4,ball_state
Trevor Hohlt,FR,WR,12,5,66,13.20,0,0.4,5.5,ball_state
Hassan Littles,SO,WR,12,5,35,7.00,0,0.4,2.9,ball_state
Drew Plitt,SO,QB,8,2,24,12.00,0,0.3,3.0,ball_state
Keyan Williams,SR,WR,6,6,23,3.83,0,1.0,3.8,ball_state
Luke Endsley,SO,WR,4,1,19,19.00,0,0.3,4.8,ball_state
Caleb Huntley,SO,RB,6,5,17,3.40,0,0.8,2.8,ball_state
Antwan Davis,JR,WR,1,1,8,8.00,0,1.0,8.0,ball_state
Will Jones,FR,RB,10,1,8,8.00,0,0.1,0.8,ball_state
Jalen Hurd,SR,WR,12,69,946,13.71,4,5.8,78.8,baylor
Denzel Mims,JR,WR,12,55,794,14.44,8,4.6,66.2,baylor
Chris Platt,SR,WR,13,36,511,14.19,1,2.8,39.3,baylor
Tyquan Thornton,FR,WR,13,20,354,17.70,3,1.5,27.2,baylor
Trestan Ebner,SO,RB,13,29,348,12.00,1,2.2,26.8,baylor
Marques Jones,JR,WR,13,21,242,11.52,2,1.6,18.6,baylor
JaMycal Hasty,JR,RB,11,26,170,6.54,1,2.4,15.5,baylor
Josh Fleeks,FR,WR,12,14,126,9.00,1,1.2,10.5,baylor
Pooh Stricklin,JR,WR,12,9,123,13.67,1,0.8,10.3,baylor
Christoph Henle,FR,TE,13,7,58,8.29,0,0.5,4.5,baylor
John Lovett,SO,RB,12,5,48,9.60,0,0.4,4.0,baylor
Charlie Brewer,SO,QB,13,1,36,36.00,0,0.1,2.8,baylor
Tyler Henderson,FR,TE,13,2,7,3.50,0,0.2,0.5,baylor
R.J. Sneed,SO,WR,4,1,4,4.00,0,0.3,1.0,baylor
Abram Smith,FR,RB,6,1,3,3.00,0,0.2,0.5,baylor
Sean Modster,SR,WR,13,68,978,14.38,8,5.2,75.2,boise_state
A.J. Richardson,SR,WR,13,54,825,15.28,8,4.2,63.5,boise_state
CT Thomas,SO,WR,13,41,535,13.05,3,3.2,41.2,boise_state
John Hightower,JR,WR,10,31,504,16.26,6,3.1,50.4,boise_state
Akilian Butler,JR,WR,13,25,204,8.16,2,1.9,15.7,boise_state
Alexander Mattison,JR,RB,13,27,173,6.41,0,2.1,13.3,boise_state
Khalil Shakir,FR,WR,10,16,170,10.63,1,1.6,17.0,boise_state
John Bates,SO,TE,13,10,155,15.50,1,0.8,11.9,boise_state
Chase Blakley,SR,TE,13,17,89,5.24,1,1.3,6.8,boise_state
Robert Mahone,SO,RB,13,12,86,7.17,0,0.9,6.6,boise_state
Garrett Collingham,JR,TE,10,5,58,11.60,1,0.5,5.8,boise_state
Octavius Evans,SO,WR,5,2,12,6.00,0,0.4,2.4,boise_state
Matt Pistone,JR,TE,11,1,4,4.00,0,0.1,0.4,boise_state
Skyler Seibold,SR,RB,13,1,3,3.00,0,0.1,0.2,boise_state
Kobay White,SO,WR,12,33,526,15.94,3,2.8,43.8,boston_college
Jeff Smith,SR,WR,12,20,387,19.35,6,1.7,32.3,boston_college
Tommy Sweeney,SR,TE,12,32,348,10.88,3,2.7,29.0,boston_college
Michael Walker,SR,WR,12,17,218,12.82,0,1.4,18.2,boston_college
Ben Glines,JR,WR,12,12,170,14.17,4,1.0,14.2,boston_college
Travis Levy,SO,RB,12,19,160,8.42,0,1.6,13.3,boston_college
Korab Idrizi,JR,TE,12,13,158,12.15,1,1.1,13.2,boston_college
CJ Lewis,SO,WR,12,12,143,11.92,1,1.0,11.9,boston_college
Hunter Long,FR,TE,12,4,103,25.75,2,0.3,8.6,boston_college
Jake Burt,JR,TE,10,6,83,13.83,1,0.6,8.3,boston_college
Noah Jordan-Williams,FR,WR,3,3,74,24.67,1,1.0,24.7,boston_college
Ray Marten,JR,TE,12,5,74,14.80,1,0.4,6.2,boston_college
Chris Garrison,JR,TE,11,5,55,11.00,0,0.5,5.0,boston_college
AJ Dillon,SO,RB,10,8,41,5.13,1,0.8,4.1,boston_college
Anthony Brown,SO,QB,12,2,36,18.00,1,0.2,3.0,boston_college
Joey Luchetti,FR,TE,1,2,4,2.00,0,2.0,4.0,boston_college
John Fadule,SR,RB,3,1,3,3.00,0,0.3,1.0,boston_college
Colton Cardinal,SR,FB,12,1,0,0.00,0,0.1,0.0,boston_college
Scott Miller,SR,WR,11,71,1148,16.17,9,6.5,104.4,bowling_green
Quintin Morris,SO,WR,12,42,516,12.29,7,3.5,43.0,bowling_green
RB Marlow III,JR,WR,10,28,331,11.82,2,2.8,33.1,bowling_green
Deric Phouthavong,SR,WR,5,20,214,10.70,3,4.0,42.8,bowling_green
Jordan Wayne-Prather,JR,WR,12,18,176,9.78,0,1.5,14.7,bowling_green
Ra'veion Hargrove,FR,RB,8,10,113,11.30,1,1.3,14.1,bowling_green
Andrew Clair,SO,RB,11,19,102,5.37,2,1.7,9.3,bowling_green
Justin Sawmiller,SR,WR,11,8,88,11.00,1,0.7,8.0,bowling_green
Bryson Denley,SO,RB,12,15,72,4.80,0,1.3,6.0,bowling_green
Dorian Hendrix,SR,TE,11,10,68,6.80,3,0.9,6.2,bowling_green
Noah Massey,FR,WR,9,3,27,9.00,1,0.3,3.0,bowling_green
Rico Frye,FR,RB,10,6,9,1.50,0,0.6,0.9,bowling_green
Anthony Johnson,SR,WR,13,57,1011,17.74,11,4.4,77.8,buffalo
K.J. Osborn,JR,WR,14,53,892,16.83,7,3.8,63.7,buffalo
Charlie Jones,FR,WR,14,18,395,21.94,3,1.3,28.2,buffalo
Tyler Mabry,JR,TE,14,27,230,8.52,2,1.9,16.4,buffalo
George Rushing,SR,WR,14,22,187,8.50,4,1.6,13.4,buffalo
Antonio Nunn,SO,WR,14,12,146,12.17,1,0.9,10.4,buffalo
Zac Lefebvre,SO,TE,14,10,84,8.40,0,0.7,6.0,buffalo
Jaret Patterson,FR,RB,14,7,62,8.86,0,0.5,4.4,buffalo
Kevin Marks,FR,RB,14,13,60,4.62,0,0.9,4.3,buffalo
Johnathan Hawkins,JR,RB,13,5,47,9.40,0,0.4,3.6,buffalo
Rodney Scott III,FR,WR,12,3,23,7.67,0,0.3,1.9,buffalo
Julien Bourassa,FR,TE,3,1,9,9.00,0,0.3,3.0,buffalo
Tito Overton,SO,WR,12,1,7,7.00,0,0.1,0.6,buffalo
Isaiah King,FR,WR,14,1,2,2.00,0,0.1,0.1,buffalo
Matt Bushman,SO,TE,13,29,511,17.62,2,2.2,39.3,byu
Aleva Hifo,JR,WR,13,28,358,12.79,2,2.2,27.5,byu
Talon Shumway,JR,WR,13,22,337,15.32,3,1.7,25.9,byu
Dylan Collie,SR,WR,13,24,277,11.54,3,1.8,21.3,byu
Dallin Holker,FR,TE,13,19,235,12.37,1,1.5,18.1,byu
Neil Pau'u,SO,WR,13,18,216,12.00,1,1.4,16.6,byu
Gunner Romney,FR,WR,9,13,162,12.46,2,1.4,18.0,byu
Moroni Laulu-Pututau,JR,TE,5,14,120,8.57,1,2.8,24.0,byu
Lopini Katoa,FR,RB,11,20,114,5.70,1,1.8,10.4,byu
Micah Simon,JR,WR,12,12,107,8.92,0,1.0,8.9,byu
Matt Hadley,SR,RB,11,8,102,12.75,0,0.7,9.3,byu
Dax Milne,FR,WR,10,10,69,6.90,1,1.0,6.9,byu
Brayden El-Bakri,SR,RB,11,8,55,6.88,1,0.7,5.0,byu
Akile Davis,JR,WR,13,4,47,11.75,0,0.3,3.6,byu
Squally Canada,SR,RB,9,4,40,10.00,0,0.4,4.4,byu
Riley Burt,JR,RB,10,1,4,4.00,0,0.1,0.4,byu
Tanner Mangum,SR,QB,8,1,2,2.00,0,0.1,0.3,byu
Tyler Allgeier,FR,RB,4,1,-3,-3.00,0,0.3,-0.8,byu
Vic Wharton III,SR,WR,12,50,502,10.04,1,4.2,41.8,california
Moe Ways,SR,WR,13,34,383,11.26,1,2.6,29.5,california
Kanawai Noa,JR,WR,9,30,369,12.30,2,3.3,41.0,california
Patrick Laird,SR,RB,13,51,288,5.65,4,3.9,22.2,california
Jordan Duncan,JR,WR,8,20,267,13.35,4,2.5,33.4,california
Ian Bunting,SR,TE,13,18,195,10.83,0,1.4,15.0,california
Jeremiah Hawkins,SO,WR,13,16,177,11.06,1,1.2,13.6,california
Nikko Remigio,FR,WR,9,11,62,5.64,0,1.2,6.9,california
Ray Hudson,SR,TE,10,4,53,13.25,0,0.4,5.3,california
Malik McMorris,SR,FB,13,7,34,4.86,2,0.5,2.6,california
Christopher Brown Jr.,FR,RB,13,5,31,6.20,0,0.4,2.4,california
Jake Ashton,SR,TE,13,2,23,11.50,1,0.2,1.8,california
McCallan Castles,FR,TE,3,1,15,15.00,0,0.3,5.0,california
Marcel Dancy,JR,RB,4,2,15,7.50,0,0.5,3.8,california
Ricky Walker III,FR,WR,10,1,8,8.00,0,0.1,0.8,california
Derrick Clark,SO,RB,2,1,3,3.00,0,0.5,1.5,california
Brandon McIlwain,SO,QB,10,1,-4,-4.00,0,0.1,-0.4,california
Julian Hicks,FR,WR,10,28,313,11.18,4,2.8,31.3,central_michigan
Devon Spalding,SR,WR,10,27,231,8.56,0,2.7,23.1,central_michigan
Cameron Cole,JR,WR,12,19,185,9.74,0,1.6,15.4,central_michigan
Brandon Childress,JR,WR,12,15,155,10.33,0,1.3,12.9,central_michigan
JaCorey Sullivan,SO,WR,12,18,153,8.50,2,1.5,12.8,central_michigan
Tony Poljan,SO,QB,12,7,125,17.86,2,0.6,10.4,central_michigan
Bernhard Raimann,FR,TE,12,10,88,8.80,0,0.8,7.3,central_michigan
Drayton Law,FR,WR,11,8,82,10.25,0,0.7,7.5,central_michigan
Jamil Sabbagh,JR,WR,9,6,69,11.50,1,0.7,7.7,central_michigan
Jonathan Ward,JR,RB,9,8,41,5.13,0,0.9,4.6,central_michigan
Kumehnnu Gwilly,SO,RB,12,8,39,4.88,0,0.7,3.3,central_michigan
Logan Hessbrook,SR,TE,5,4,32,8.00,0,0.8,6.4,central_michigan
Damon Terry,JR,WR,11,3,28,9.33,0,0.3,2.5,central_michigan
Jack Combs,FR,WR,5,3,27,9.00,1,0.6,5.4,central_michigan
Romello Ross,JR,RB,8,5,17,3.40,0,0.6,2.1,central_michigan
Keegan Cossou,FR,TE,12,3,10,3.33,0,0.3,0.8,central_michigan
Hunter Buczkowski,SO,FB,12,2,9,4.50,0,0.2,0.8,central_michigan
Tyrone Scott,FR,WR,1,1,5,5.00,0,1.0,5.0,central_michigan
Joel Wilson,FR,TE,4,1,5,5.00,0,0.3,1.3,central_michigan
Victor Tucker,FR,WR,11,54,712,13.19,2,4.9,64.7,charlotte
Workpeh Kofa,SR,WR,12,34,368,10.82,0,2.8,30.7,charlotte
Rico Arnold,FR,WR,11,22,302,13.73,1,2.0,27.5,charlotte
Benny LeMay,JR,RB,12,21,282,13.43,0,1.8,23.5,charlotte
Mark Quattlebaum,SR,WR,12,17,198,11.65,3,1.4,16.5,charlotte
Chris Phillips,SR,TE,12,11,104,9.45,2,0.9,8.7,charlotte
R.J. Tyler,SR,HB,11,6,58,9.67,1,0.5,5.3,charlotte
Aaron McAllister,SO,RB,12,7,49,7.00,0,0.6,4.1,charlotte
Calvin Camp,FR,RB,12,4,46,11.50,0,0.3,3.8,charlotte
Ryan Carriere,SO,TE,12,1,23,23.00,0,0.1,1.9,charlotte
Tyler Ringwood,SO,WR,11,2,17,8.50,0,0.2,1.5,charlotte
Cameron Dollar,FR,WR,11,2,9,4.50,1,0.2,0.8,charlotte
Ishod Finger,FR,RB,4,1,-2,-2.00,0,0.3,-0.5,charlotte
Kahlil Lewis,SR,WR,13,56,782,13.96,9,4.3,60.2,cincinnati
Rashad Medaris,JR,WR,12,26,472,18.15,3,2.2,39.3,cincinnati
Josiah Deguara,JR,TE,13,38,468,12.32,5,2.9,36.0,cincinnati
Jayshon Jackson,FR,WR,13,23,278,12.09,2,1.8,21.4,cincinnati
Michael Warren II,SO,RB,12,25,232,9.28,1,2.1,19.3,cincinnati
Thomas Geddis,JR,WR,12,20,228,11.40,1,1.7,19.0,cincinnati
Charles McClelland,FR,RB,12,9,108,12.00,1,0.8,9.0,cincinnati
Malick Mbodj,SO,WR,13,3,74,24.67,0,0.2,5.7,cincinnati
Trent Cloud,FR,WR,13,5,49,9.80,0,0.4,3.8,cincinnati
Javan Hawes,SO,WR,12,4,45,11.25,0,0.3,3.8,cincinnati
Bruno Labelle,SO,TE,13,7,45,6.43,0,0.5,3.5,cincinnati
Leonard Taylor,FR,TE,10,3,31,10.33,0,0.3,3.1,cincinnati
Jerron Rollins,JR,WR,12,3,22,7.33,0,0.3,1.8,cincinnati
Wilson Huber,FR,TE,13,2,17,8.50,0,0.2,1.3,cincinnati
Yanez Rogers,FR,WR,3,1,4,4.00,0,0.3,1.3,cincinnati
Tavion Thomas,FR,RB,10,1,-2,-2.00,0,0.1,-0.2,cincinnati
Hayden Moore,SR,QB,8,1,-6,-6.00,0,0.1,-0.8,cincinnati
Justyn Ross,FR,WR,15,46,1000,21.74,9,3.1,66.7,clemson
Tee Higgins,SO,WR,15,59,936,15.86,12,3.9,62.4,clemson
Amari Rodgers,SO,WR,15,55,575,10.45,4,3.7,38.3,clemson
Hunter Renfrow,SR,WR,15,49,544,11.10,1,3.3,36.3,clemson
Derion Kendrick,FR,WR,15,15,210,14.00,0,1.0,14.0,clemson
Diondre Overton,JR,WR,14,14,199,14.21,3,1.0,14.2,clemson
Trevion Thompson,SR,WR,15,21,189,9.00,1,1.4,12.6,clemson
T.J. Chase,SO,WR,15,13,101,7.77,2,0.9,6.7,clemson
Travis Etienne,SO,RB,15,12,78,6.50,2,0.8,5.2,clemson
Tavien Feaster,JR,RB,15,11,71,6.45,0,0.7,4.7,clemson
Cornell Powell,JR,WR,4,5,63,12.60,0,1.3,15.8,clemson
Braden Galloway,FR,TE,12,5,52,10.40,1,0.4,4.3,clemson
Milan Richard,SR,TE,14,6,50,8.33,1,0.4,3.6,clemson
Lyn-J Dixon,FR,RB,13,1,41,41.00,0,0.1,3.2,clemson
Cannon Smith,SR,TE,15,3,34,11.33,0,0.2,2.3,clemson
Will Swinney,SO,WR,15,7,30,4.29,1,0.5,2.0,clemson
J.C. Chalk,SO,TE,14,2,21,10.50,0,0.1,1.5,clemson
Garrett Williams,JR,TE,14,1,4,4.00,0,0.1,0.3,clemson
Adam Choice,SR,RB,15,1,3,3.00,0,0.1,0.2,clemson
Darien Rencher,SO,RB,7,1,-4,-4.00,0,0.1,-0.6,clemson
Trevor Lawrence,FR,QB,15,1,-12,-12.00,0,0.1,-0.8,clemson
Malcolm Williams,SR,WR,12,47,724,15.40,5,3.9,60.3,coastal_carolina
Ky'Jon Tyler,JR,WR,11,26,397,15.27,2,2.4,36.1,coastal_carolina
Jeremiah Miller,FR,WR,12,21,272,12.95,1,1.8,22.7,coastal_carolina
