name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name
Chris Hill,SR,TE,8,1,4,4.00,1,0.1,0.5,colorado
Michael Adkins II,JR,TB,3,1,1,1.00,0,0.3,0.3,colorado
Michael Gallup,JR,WR,13,76,1272,16.74,14,5.8,97.8,colorado_state
Olabisi Johnson,SO,WR,13,28,613,21.89,4,2.2,47.2,colorado_state
Robert Ruiz,SR,WR,13,23,350,15.22,3,1.8,26.9,colorado_state
Dalyn Dawkins,JR,RB,12,20,162,8.10,1,1.7,13.5,colorado_state
Danny Nwosu,SR,TE,13,14,155,11.07,1,1.1,11.9,colorado_state
"Elroy Masters, Jr.",JR,WR,12,7,108,15.43,1,0.6,9.0,colorado_state
Xavier Williams,JR,WR,2,4,91,22.75,0,2.0,45.5,colorado_state
Nolan Peralta,SR,TE,13,11,91,8.27,2,0.8,7.0,colorado_state
Detrich Clark,JR,WR,13,9,90,10.00,1,0.7,6.9,colorado_state
Dalton Fackrell,JR,TE,13,7,66,9.43,0,0.5,5.1,colorado_state
Izzy Matthews,SO,RB,13,8,56,7.00,0,0.6,4.3,colorado_state
"Marvin Kinsey, Jr.",FR,RB,12,2,47,23.50,0,0.2,3.9,colorado_state
Braylin Scott,SO,DB,11,1,29,29.00,0,0.1,2.6,colorado_state
Anthony Hawkins,FR,WR,13,2,27,13.50,1,0.2,2.1,colorado_state
Marcus Wilson,SO,WR,7,4,15,3.75,1,0.6,2.1,colorado_state
Demontrie Taylor,SO,DB,6,0,5,-,0,0.0,0.8,colorado_state
Sammie Long IV,JR,WR,8,2,4,2.00,0,0.3,0.5,colorado_state
"Noel Thomas, Jr.",SR,WR,12,100,1179,11.79,3,8.3,98.3,connecticut
Hergy Mayala,SO,WR,10,23,296,12.87,0,2.3,29.6,connecticut
Arkeel Newsome,JR,RB,12,25,273,10.92,2,2.1,22.8,connecticut
Brian Lemelle,SR,WR,12,12,158,13.17,0,1.0,13.2,connecticut
Alec Bloom,JR,TE,12,15,142,9.47,1,1.3,11.8,connecticut
Tyler Davis,FR,,12,11,107,9.73,1,0.9,8.9,connecticut
Tyraiq Beals,SO,WR,12,7,96,13.71,1,0.6,8.0,connecticut
Tommy Myers,JR,,12,9,83,9.22,0,0.8,6.9,connecticut
Ron Johnson,JR,RB,12,8,47,5.88,0,0.7,3.9,connecticut
Aaron McLean,SO,WR,12,2,40,20.00,0,0.2,3.3,connecticut
Donovan Williams,FR,QB,3,1,11,11.00,0,0.3,3.7,connecticut
T.J. Rahming,SO,WR,12,70,742,10.60,1,5.8,61.8,duke
Anthony Nash,SR,WR,7,29,398,13.72,2,4.1,56.9,duke
Chris Taylor,SO,WR,12,29,315,10.86,1,2.4,26.3,duke
Johnathan Lloyd,SO,WR,12,34,301,8.85,3,2.8,25.1,duke
Erich Schneider,SR,TE,12,30,269,8.97,3,2.5,22.4,duke
Daniel Helm,SO,TE,12,21,235,11.19,2,1.8,19.6,duke
Quay Chambers,JR,WR,11,15,187,12.47,2,1.4,17.0,duke
Davis Koppenhaver,SO,TE,12,17,157,9.24,2,1.4,13.1,duke
Aaron Young,FR,WR,10,11,124,11.27,2,1.1,12.4,duke
Shaun Wilson,JR,RB,12,8,76,9.50,0,0.7,6.3,duke
Joseph Ajeigbe,JR,RB,12,6,42,7.00,0,0.5,3.5,duke
Jela Duncan,SR,RB,7,5,33,6.60,0,0.7,4.7,duke
Daniel Jones,FR,QB,12,1,0,0.00,0,0.1,0.0,duke
Quay Mann,JR,RB,12,1,-2,-2.00,0,0.1,-0.2,duke
Zay Jones,SR,WR,12,158,1746,11.05,8,13.2,145.5,east_carolina
Jimmy Williams,SR,WR,12,45,818,18.18,8,3.8,68.2,east_carolina
Quay Johnson,JR,WR,12,58,563,9.71,3,4.8,46.9,east_carolina
Deondre Farrier,FR,WR,11,21,305,14.52,1,1.9,27.7,east_carolina
Anthony Scott,JR,RB,8,23,164,7.13,3,2.9,20.5,east_carolina
James Summers,SR,WR,12,19,109,5.74,1,1.6,9.1,east_carolina
Brandon Bishop,SR,WR,11,10,92,9.20,0,0.9,8.4,east_carolina
Terrell Green,SO,WR,12,7,78,11.14,0,0.6,6.5,east_carolina
Devin Anderson,SO,RB,11,9,62,6.89,1,0.8,5.6,east_carolina
Stephen Baggett,JR,TE,12,5,62,12.40,0,0.4,5.2,east_carolina
Jeffrey Coprich,JR,WR,4,2,14,7.00,0,0.5,3.5,east_carolina
Philip Nelson,SR,QB,10,1,2,2.00,1,0.1,0.2,east_carolina
Shawn Furlow,SO,RB,12,1,1,1.00,0,0.1,0.1,east_carolina
Sergio Bailey II,JR,WR,13,60,868,14.47,7,4.6,66.8,eastern_michigan
Dieuly Aristilde,FR,WR,6,25,492,19.68,2,4.2,82.0,eastern_michigan
Antoine Porter,JR,WR,12,44,491,11.16,4,3.7,40.9,eastern_michigan
Nigel Kilby,FR,TE,12,34,437,12.85,4,2.8,36.4,eastern_michigan
Johnnie Niupalau,JR,WR,13,28,359,12.82,4,2.2,27.6,eastern_michigan
Eddie Daugherty,SO,WR,13,31,289,9.32,0,2.4,22.2,eastern_michigan
Ian Eriksen,SO,RB,11,21,243,11.57,0,1.9,22.1,eastern_michigan
Dan Buschman,JR,TE,13,10,166,16.60,2,0.8,12.8,eastern_michigan
Sam Browning,SR,TE,9,12,123,10.25,0,1.3,13.7,eastern_michigan
Isaac Holder,FR,WR,13,16,123,7.69,1,1.2,9.5,eastern_michigan
Blake Banham,SO,RB,9,7,71,10.14,0,0.8,7.9,eastern_michigan
Breck Turner,FR,RB,10,8,67,8.38,0,0.8,6.7,eastern_michigan
Mathew Sexton,FR,WR,8,3,51,17.00,0,0.4,6.4,eastern_michigan
Willie Parker,FR,RB,5,5,32,6.40,0,1.0,6.4,eastern_michigan
Izaiah Fuller,SO,WR,11,1,18,18.00,0,0.1,1.6,eastern_michigan
Lavonte Robinson,JR,FB,13,2,13,6.50,1,0.2,1.0,eastern_michigan
Kevin Davis,SR,WR,3,1,5,5.00,0,0.3,1.7,eastern_michigan
Bryce Kemp,FR,TE,13,1,1,1.00,0,0.1,0.1,eastern_michigan
Antonio Callaway,SO,WR,12,54,721,13.35,3,4.5,60.1,florida
Brandon Powell,JR,WR,13,45,387,8.60,2,3.5,29.8,florida
DeAndre Goolsby,JR,TE,13,38,342,9.00,3,2.9,26.3,florida
Tyrie Cleveland,FR,WR,11,14,298,21.29,2,1.3,27.1,florida
C'yontai Lewis,SO,TE,12,18,184,10.22,2,1.5,15.3,florida
Josh Hammond,FR,WR,13,14,177,12.64,0,1.1,13.6,florida
Lamical Perine,FR,RB,13,9,161,17.89,1,0.7,12.4,florida
Jordan Cronkrite,SO,RB,11,20,120,6.00,1,1.8,10.9,florida
Freddie Swain,FR,WR,13,8,118,14.75,2,0.6,9.1,florida
Ahmad Fulwood,SR,WR,13,7,112,16.00,1,0.5,8.6,florida
Mark Thompson,JR,RB,12,4,105,26.25,1,0.3,8.8,florida
C.J. Worton,JR,WR,5,4,45,11.25,0,0.8,9.0,florida
Jordan Scarlett,SO,RB,13,4,23,5.75,0,0.3,1.8,florida
Moral Stephens,SO,TE,10,1,14,14.00,0,0.1,1.4,florida
Mark Herndon,SR,RB,8,1,-2,-2.00,0,0.1,-0.3,florida
Kalib Woods,JR,WR,12,68,934,13.74,1,5.7,77.8,florida_atlantic
Tavaris Harrison,FR,WR,12,18,304,16.89,1,1.5,25.3,florida_atlantic
Henry Bussey III,JR,WR,12,24,269,11.21,2,2.0,22.4,florida_atlantic
Tyler Cameron,SR,TE,12,20,252,12.60,1,1.7,21.0,florida_atlantic
Nate Terry,JR,WR,11,17,242,14.24,2,1.5,22.0,florida_atlantic
Devin Singletary,FR,RB,12,26,163,6.27,0,2.2,13.6,florida_atlantic
Kamrin Solomon,JR,WR,11,12,69,5.75,0,1.1,6.3,florida_atlantic
Harrison Bryant,FR,TE,12,6,63,10.50,0,0.5,5.3,florida_atlantic
John Mitchell,FR,WR,12,6,62,10.33,1,0.5,5.2,florida_atlantic
"Gregory Howell, Jr.",JR,RB,12,5,42,8.40,0,0.4,3.5,florida_atlantic
John Raine,FR,TE,4,2,38,19.00,0,0.5,9.5,florida_atlantic
Dustin Bowens,SO,TE,11,1,27,27.00,0,0.1,2.5,florida_atlantic
"Kerrith Whyte, Jr.",FR,RB,11,5,21,4.20,0,0.5,1.9,florida_atlantic
Tony Thomas,SR,WR,8,1,13,13.00,0,0.1,1.6,florida_atlantic
James Brunson,FR,WR,5,2,11,5.50,0,0.4,2.2,florida_atlantic
Marcus Clark,JR,RB,6,2,11,5.50,1,0.3,1.8,florida_atlantic
Thomas Owens,JR,WR,12,47,652,13.87,7,3.9,54.3,florida_international
Jonnu Smith,SR,TE,11,42,506,12.05,4,3.8,46.0,florida_international
Stantley Thomas,FR,WR,12,35,485,13.86,1,2.9,40.4,florida_international
Darrius Scott,FR,WR,7,22,291,13.23,0,3.1,41.6,florida_international
Alex Gardner,JR,RB,12,30,191,6.37,0,2.5,15.9,florida_international
Austin Maloney,FR,WR,12,20,185,9.25,2,1.7,15.4,florida_international
A.J. Branisel,JR,TE,11,12,163,13.58,4,1.1,14.8,florida_international
Tony Gaiter IV,FR,WR,9,12,101,8.42,0,1.3,11.2,florida_international
Anthony Jones,SO,RB,12,13,89,6.85,0,1.1,7.4,florida_international
Shug Oyegunle,JR,WR,7,4,46,11.50,1,0.6,6.6,florida_international
Shawn Abrams,SR,WR,7,1,11,11.00,0,0.1,1.6,florida_international
Travis Rudolph,JR,WR,13,56,840,15.00,7,4.3,64.6,florida_state
Dalvin Cook,JR,RB,13,33,488,14.79,1,2.5,37.5,florida_state
Nyqwan Murray,SO,WR,13,27,441,16.33,5,2.1,33.9,florida_state
Auden Tate,SO,WR,13,25,409,16.36,6,1.9,31.5,florida_state
Kermit Whitfield,SR,WR,13,34,395,11.62,1,2.6,30.4,florida_state
Jesus Wilson,SR,WR,8,30,390,13.00,1,3.8,48.8,florida_state
Ryan Izzo,SO,TE,13,19,227,11.95,1,1.5,17.5,florida_state
Mavin Saunders,SO,TE,12,10,182,18.20,0,0.8,15.2,florida_state
Da'Vante Phillips,SO,WR,9,4,33,8.25,0,0.4,3.7,florida_state
Jacques Patrick,SO,RB,13,4,21,5.25,0,0.3,1.6,florida_state
Freddie Stevenson,SR,FB,12,1,6,6.00,1,0.1,0.5,florida_state
Ja'Vonn Harrison,JR,WR,2,1,1,1.00,0,0.5,0.5,florida_state
KeeSean Johnson,SO,WR,12,66,773,11.71,6,5.5,64.4,fresno_state
Jamire Jordan,SO,WR,12,45,713,15.84,2,3.8,59.4,fresno_state
Aaron Peck,SR,WR,11,46,630,13.70,3,4.2,57.3,fresno_state
Delvon Hardaway,JR,WR,10,10,122,12.20,0,1.0,12.2,fresno_state
Chad Olsen,JR,TE,5,6,85,14.17,0,1.2,17.0,fresno_state
Michael Martens,SR,WR,10,6,81,13.50,0,0.6,8.1,fresno_state
Justin Allen,SO,WR,11,4,36,9.00,0,0.4,3.3,fresno_state
Kyle Riddering,SO,TE,12,7,33,4.71,0,0.6,2.8,fresno_state
Treyvon Green,FR,RB,11,2,23,11.50,0,0.2,2.1,fresno_state
Dejonte O'Neal,SO,RB,4,7,18,2.57,0,1.8,4.5,fresno_state
Justin Rice,FR,RB,6,1,11,11.00,0,0.2,1.8,fresno_state
Chason Virgil,FR,QB,10,1,9,9.00,0,0.1,0.9,fresno_state
Dontel James,JR,RB,11,3,9,3.00,0,0.3,0.8,fresno_state
Jared Rice,FR,TE,11,4,6,1.50,2,0.4,0.5,fresno_state
Zach Kline,SR,QB,7,1,4,4.00,0,0.1,0.6,fresno_state
Trent Soechting,SO,LB,12,1,4,4.00,0,0.1,0.3,fresno_state
Isaiah McKenzie,JR,WR,13,44,633,14.39,7,3.4,48.7,georgia
Terry Godwin,SO,WR,13,38,397,10.45,0,2.9,30.5,georgia
Isaac Nauta,FR,TE,13,29,361,12.45,3,2.2,27.8,georgia
Riley Ridley,FR,WR,11,12,238,19.83,2,1.1,21.6,georgia
Javon Wims,JR,WR,12,16,192,12.00,1,1.3,16.0,georgia
Sony Michel,JR,TB,12,22,149,6.77,1,1.8,12.4,georgia
Reggie Davis,SR,FL,12,9,111,12.33,0,0.8,9.3,georgia
Michael Chigbu,SO,WR,10,9,88,9.78,0,0.9,8.8,georgia
Nick Chubb,JR,TB,13,5,86,17.20,1,0.4,6.6,georgia
Jeb Blazevich,JR,TE,13,6,69,11.50,0,0.5,5.3,georgia
Christian Payne,JR,FB,13,8,62,7.75,1,0.6,4.8,georgia
Charlie Woerner,FR,TE,12,5,50,10.00,0,0.4,4.2,georgia
Brendan Douglas,SR,TB,13,2,24,12.00,0,0.2,1.8,georgia
Elijah Holyfield,FR,RB,5,1,19,19.00,0,0.2,3.8,georgia
Tyler Simmons,FR,WR,6,2,19,9.50,0,0.3,3.2,georgia
Brian Herrien,FR,RB,12,2,14,7.00,0,0.2,1.2,georgia
Jackson Harris,SO,TE,13,1,5,5.00,0,0.1,0.4,georgia
Natrez Patrick,SO,ILB,10,1,-2,-2.00,0,0.1,-0.2,georgia
BJ Johnson III,SR,WR,12,42,600,14.29,3,3.5,50.0,georgia_southern
Myles Campbell,JR,WR,12,31,384,12.39,4,2.6,32.0,georgia_southern
Montay Crockett,SR,WR,12,24,339,14.13,1,2.0,28.3,georgia_southern
Wesley Fields,SO,RB,10,11,177,16.09,3,1.1,17.7,georgia_southern
Keigan Williams,SR,WR,12,5,78,15.60,0,0.4,6.5,georgia_southern
Matt Breida,SR,RB,12,11,53,4.82,2,0.9,4.4,georgia_southern
Malik Henry,SO,WR,10,2,41,20.50,0,0.2,4.1,georgia_southern
Ross Alexander,JR,TE,10,2,33,16.50,0,0.2,3.3,georgia_southern
D'Ondre Glenn,FR,WR,3,1,28,28.00,0,0.3,9.3,georgia_southern
Obe Fortune,FR,WR,12,3,28,9.33,0,0.3,2.3,georgia_southern
Mike Jackson,FR,WR,11,3,27,9.00,0,0.3,2.5,georgia_southern
L.A. Ramsby,JR,RB,11,7,22,3.14,0,0.6,2.0,georgia_southern
Quan Howard,FR,WR,8,1,19,19.00,0,0.1,2.4,georgia_southern
Hampton McConnell,FR,WR,5,2,18,9.00,0,0.4,3.6,georgia_southern
Kevin Ackerman,FR,TE,9,1,12,12.00,0,0.1,1.3,georgia_southern
Kevin Ellison,SR,QB,11,1,9,9.00,0,0.1,0.8,georgia_southern
Robert Davis,SR,WR,12,67,968,14.45,5,5.6,80.7,georgia_state
Glenn Smith,JR,RB,12,40,547,13.68,3,3.3,45.6,georgia_state
Keith Rucker,SR,TE,10,32,362,11.31,2,3.2,36.2,georgia_state
Todd Boyd,JR,WR,9,33,352,10.67,1,3.7,39.1,georgia_state
Ari Werts,SO,TE,11,21,329,15.67,3,1.9,29.9,georgia_state
Jawan Nobles,FR,WR,9,9,179,19.89,2,1.0,19.9,georgia_state
Kendrick Dorn,JR,RB,9,11,66,6.00,0,1.2,7.3,georgia_state
Penny Hart,SO,WR,2,8,61,7.63,1,4.0,30.5,georgia_state
Tra Barnett,FR,RB,9,3,29,9.67,0,0.3,3.2,georgia_state
Kyler Neal,JR,RB,9,3,28,9.33,0,0.3,3.1,georgia_state
Darius Stubbs,FR,RB,11,2,15,7.50,0,0.2,1.4,georgia_state
Devin Gentry,FR,WR,11,1,15,15.00,0,0.1,1.4,georgia_state
Demarcus Kirk,FR,RB,10,1,4,4.00,0,0.1,0.4,georgia_state
Clinton Lynch,SO,AB,13,16,490,30.63,6,1.2,37.7,georgia_tech
Ricky Jeune,JR,WR,13,25,427,17.08,1,1.9,32.8,georgia_tech
Brad Stewart,SO,WR,13,19,382,20.11,0,1.5,29.4,georgia_tech
Qua Searcy,SO,AB,13,10,183,18.30,0,0.8,14.1,georgia_tech
Marcus Marshall,SO,BB,11,3,92,30.67,1,0.3,8.4,georgia_tech
J.J. Green,JR,AB,11,3,40,13.33,0,0.3,3.6,georgia_tech
Isiah Willis,SR,AB,13,1,19,19.00,0,0.1,1.5,georgia_tech
Mikell Lands-Davis,SO,WR,11,2,14,7.00,0,0.2,1.3,georgia_tech
Dedrick Mills,FR,BB,9,2,13,6.50,1,0.2,1.4,georgia_tech
Lynn Griffin,SR,AB,8,1,10,10.00,0,0.1,1.3,georgia_tech
Christian Philpott,FR,WR,3,1,9,9.00,0,0.3,3.0,georgia_tech
Marcus Kemp,SR,WR,14,73,1100,15.07,8,5.2,78.6,hawai'i
John Ursua,FR,WR,14,53,652,12.30,3,3.8,46.6,hawai'i
Dylan Collie,SO,WR,14,33,322,9.76,4,2.4,23.0,hawai'i
Makoa Camanse-Stevens,SR,WR,14,17,221,13.00,0,1.2,15.8,hawai'i
Ammon Barker,JR,WR,14,15,211,14.07,1,1.1,15.1,hawai'i
Keelan Ewaliko,JR,WR,12,15,197,13.13,1,1.3,16.4,hawai'i
Metuisela `Unga,JR,TE,11,12,189,15.75,5,1.1,17.2,hawai'i
Kalakaua Timoteo,FR,WR,12,11,111,10.09,0,0.9,9.3,hawai'i
Dakota Torres,SO,TE,14,10,74,7.40,2,0.7,5.3,hawai'i
Diocemy Saint Juste,JR,RB,12,8,56,7.00,1,0.7,4.7,hawai'i
Davasyia Hagger,JR,TE,7,2,22,11.00,0,0.3,3.1,hawai'i
Paul Harris,SR,RB,14,4,17,4.25,0,0.3,1.2,hawai'i
Steven Lakalaka,SR,RB,14,3,14,4.67,0,0.2,1.0,hawai'i
Dejon Allen,JR,OL,14,1,-1,-1.00,0,0.1,-0.1,hawai'i
Linell Bonner,JR,WR,12,98,1118,11.41,3,8.2,93.2,houston
Chance Allen,SR,WR,12,56,815,14.55,6,4.7,67.9,houston
Steven Dunbar,JR,WR,13,53,692,13.06,5,4.1,53.2,houston
Duke Catalon,SO,RB,9,44,281,6.39,3,4.9,31.2,houston
Tyler McCloskey,SR,TE,13,23,233,10.13,4,1.8,17.9,houston
D'Eriq King,FR,QB,10,29,228,7.86,1,2.9,22.8,houston
Isaiah Johnson,SO,WR,11,15,165,11.00,0,1.4,15.0,houston
Keith Corbin,FR,WR,7,6,68,11.33,0,0.9,9.7,houston
Dillon Birden,JR,RB,12,7,54,7.71,1,0.6,4.5,houston
Brandon Wilson,SR,CB,10,5,52,10.40,0,0.5,5.2,houston
Mulbah Car,FR,RB,9,4,37,9.25,0,0.4,4.1,houston
Marquez Stevenson,FR,WR,2,0,36,-,0,0.0,18.0,houston
Courtney Lark,FR,WR,4,3,26,8.67,0,0.8,6.5,houston
Byron Simpson,JR,TE,13,1,15,15.00,0,0.1,1.2,houston
Romello Brooker,SO,TE,12,2,10,5.00,1,0.2,0.8,houston
Chris Johnson,JR,TE,6,1,9,9.00,0,0.2,1.5,houston
Terry Mark,FR,WR,9,3,8,2.67,0,0.3,0.9,houston
Alex Leslie,JR,TE,7,1,6,6.00,0,0.1,0.9,houston
Derek McLemore,JR,WR,1,1,5,5.00,0,1.0,5.0,houston
Deon Watson,SR,TE,13,41,695,16.95,3,3.2,53.5,idaho
Trent Cowan,SR,TE,13,48,547,11.40,6,3.7,42.1,idaho
Jordan Frysinger,SR,WR,10,26,465,17.88,3,2.6,46.5,idaho
Alfonso Onunwor,JR,WR,13,39,403,10.33,1,3.0,31.0,idaho
Callen Hightower,SR,WR,10,33,383,11.61,3,3.3,38.3,idaho
Jacob Sannon,JR,WR,13,28,303,10.82,2,2.2,23.3,idaho
Reuben Mwehla,JR,WR,13,16,166,10.38,0,1.2,12.8,idaho
Isaiah Saunders,SO,RB,13,15,148,9.87,0,1.2,11.4,idaho
Aaron Duckworth,JR,RB,13,7,60,8.57,1,0.5,4.6,idaho
Denzal Brantley,FR,RB,12,4,37,9.25,0,0.3,3.1,idaho
David Ungerer,SO,WR,11,6,27,4.50,0,0.5,2.5,idaho
Michael Garner,FR,WR,6,1,4,4.00,0,0.2,0.7,idaho
Josh Herman,JR,FB,12,1,2,2.00,0,0.1,0.2,idaho
Malik Turner,JR,WR,11,48,712,14.83,6,4.4,64.7,illinois
Justin Hardee,SR,WR,12,25,314,12.56,0,2.1,26.2,illinois
Zach Grant,SR,WR,12,26,265,10.19,1,2.2,22.1,illinois
Sam Mays,SO,WR,8,13,158,12.15,1,1.6,19.8,illinois
Reggie Corbin,FR,RB,12,10,112,11.20,0,0.8,9.3,illinois
Ke'Shawn Vaughn,SO,RB,11,9,89,9.89,0,0.8,8.1,illinois
Ainslie Johnson,SR,TE,12,6,86,14.33,2,0.5,7.2,illinois
D.J. Taylor,SR,WR,10,7,65,9.29,0,0.7,6.5,illinois
Desmond Cain,SO,WR,4,5,61,12.20,1,1.3,15.3,illinois
Kendrick Foster,JR,RB,12,9,54,6.00,2,0.8,4.5,illinois
Nathan Echard,JR,RB,12,4,51,12.75,0,0.3,4.3,illinois
Tyler White,SR,TE,12,6,43,7.17,0,0.5,3.6,illinois
Andrew Davis,SR,TE,12,5,39,7.80,0,0.4,3.3,illinois
Dominic Thieman,FR,WR,8,6,32,5.33,0,0.8,4.0,illinois
Caleb Reams,FR,TE,5,2,9,4.50,0,0.4,1.8,illinois
Austin Roberts,SO,RB,3,2,5,2.50,0,0.7,1.7,illinois
Nick Westbrook,SO,WR,13,54,995,18.43,6,4.2,76.5,indiana
Ricky Jones,SR,WR,13,53,848,16.00,3,4.1,65.2,indiana
Mitchell Paige,SR,WR,13,58,646,11.14,4,4.5,49.7,indiana
Luke Timian,SO,WR,13,19,277,14.58,1,1.5,21.3,indiana
Donavan Hale,SO,WR,12,13,210,16.15,1,1.1,17.5,indiana
Camion Patrick,JR,WR,9,6,154,25.67,1,0.7,17.1,indiana
Devine Redding,JR,RB,13,27,146,5.41,2,2.1,11.2,indiana
Mike Majette,SO,RB,8,7,87,12.43,0,0.9,10.9,indiana
Danny Friend,JR,TE,13,7,65,9.29,2,0.5,5.0,indiana
Devonte Williams,FR,RB,11,7,50,7.14,0,0.6,4.5,indiana
Ian Thomas,JR,TE,13,3,28,9.33,0,0.2,2.2,indiana
Ricky Brookins,SO,WR,13,4,16,4.00,0,0.3,1.2,indiana
Alex Rodriguez,SO,RB,12,1,15,15.00,0,0.1,1.3,indiana
Leon Thornton III,SO,WR,9,1,11,11.00,0,0.1,1.2,indiana
Richard Lagow,JR,QB,13,1,5,5.00,1,0.1,0.4,indiana
Tyler Natee,FR,RB,10,1,4,4.00,0,0.1,0.4,indiana
Cole Gest,FR,RB,3,1,2,2.00,0,0.3,0.7,indiana
Riley McCarron,SR,WR,13,42,517,12.31,4,3.2,39.8,iowa
Akrum Wadley,JR,RB,13,36,315,8.75,3,2.8,24.2,iowa
George Kittle,SR,TE,11,22,314,14.27,4,2.0,28.5,iowa
Jerminic Smith,SO,WR,13,23,314,13.65,2,1.8,24.2,iowa
Matt VandeBerg,SR,WR,4,19,284,14.95,3,4.8,71.0,iowa
Noah Fant,FR,TE,10,9,70,7.78,1,0.9,7.0,iowa
"LeShun Daniels, Jr.",SR,RB,13,8,67,8.38,0,0.6,5.2,iowa
Jay Scheel,SO,WR,12,5,56,11.20,0,0.4,4.7,iowa
"Derrick Mitchell, Jr.",JR,RB,5,6,24,4.00,0,1.2,4.8,iowa
Ronald Nash,SO,WR,6,2,14,7.00,0,0.3,2.3,iowa
Brady Ross,FR,FB,13,1,6,6.00,0,0.1,0.5,iowa
Austin Kelly,SO,FB,13,1,5,5.00,0,0.1,0.4,iowa
Peter Pekar,JR,TE,13,1,5,5.00,0,0.1,0.4,iowa
Allen Lazard,JR,WR,12,69,1018,14.75,7,5.8,84.8,iowa_state
Deshaunte Jones,FR,WR,12,37,536,14.49,6,3.1,44.7,iowa_state
Dondre Daley,SR,WR,11,24,406,16.92,3,2.2,36.9,iowa_state
Trever Ryen,JR,WR,12,37,388,10.49,2,3.1,32.3,iowa_state
Carson Epps,SO,WR,12,17,213,12.53,1,1.4,17.8,iowa_state
Hakeem Butler,FR,WR,11,9,134,14.89,2,0.8,12.2,iowa_state
David Montgomery,FR,RB,12,13,129,9.92,0,1.1,10.8,iowa_state
Mike Warren,SO,RB,11,12,98,8.17,0,1.1,8.9,iowa_state
Justin Chandler,SR,TE,12,4,49,12.25,0,0.3,4.1,iowa_state
Darius Lee-Campbell,SO,WR,10,2,43,21.50,0,0.2,4.3,iowa_state
Marchie Murdock,JR,WR,10,2,29,14.50,0,0.2,2.9,iowa_state
Mitchell Harger,SR,RB,11,3,19,6.33,0,0.3,1.7,iowa_state
Kene Nwangwu,FR,RB,12,1,16,16.00,0,0.1,1.3,iowa_state
Clifford Fernandez,JR,TE,9,1,12,12.00,0,0.1,1.3,iowa_state
Jacob Park,SO,QB,10,1,10,10.00,0,0.1,1.0,iowa_state
Sam Harms,JR,TE,12,2,7,3.50,0,0.2,0.6,iowa_state
Orion Salters,SO,WR,1,1,3,3.00,0,1.0,3.0,iowa_state
Steven Sims Jr.,SO,WR,12,72,859,11.93,7,6.0,71.6,kansas
LaQuvionte Gonzalez,JR,WR,12,62,729,11.76,3,5.2,60.8,kansas
Shakiem Barbel,SR,WR,11,34,323,9.50,0,3.1,29.4,kansas
Ke'aun Kinner,SR,RB,12,19,179,9.42,0,1.6,14.9,kansas
"Bobby Hartzog, Jr.",JR,WR,8,17,132,7.76,0,2.1,16.5,kansas
Tyler Patrick,SO,WR,12,14,127,9.07,1,1.2,10.6,kansas
Ben Johnson,JR,TE,9,10,112,11.20,1,1.1,12.4,kansas
Keegan Brewer,FR,WR,11,15,86,5.73,0,1.4,7.8,kansas
Michael Zunica,SR,FB,12,5,85,17.00,1,0.4,7.1,kansas
Chase Harrell,FR,WR,12,5,81,16.20,2,0.4,6.8,kansas
Jeremiah Booker,SO,WR,10,9,63,7.00,0,0.9,6.3,kansas
Taylor Martin,SO,RB,10,6,45,7.50,1,0.6,4.5,kansas
Khalil Herbert,FR,RB,8,5,38,7.60,0,0.6,4.8,kansas
Evan Fairs,FR,WR,7,1,8,8.00,0,0.1,1.1,kansas
Bazie Bates IV,SR,S,11,1,6,6.00,0,0.1,0.5,kansas
Jace Sternberger,FR,TE,10,1,5,5.00,0,0.1,0.5,kansas
Marnez Ogletree,SR,CB,12,1,4,4.00,0,0.1,0.3,kansas
Austin Moses,SR,WR,12,1,3,3.00,0,0.1,0.3,kansas
Byron Pringle,SO,WR,13,39,631,16.18,4,3.0,48.5,kansas_state
Dominique Heath,SO,WR,13,45,438,9.73,3,3.5,33.7,kansas_state
Deante Burton,SR,WR,13,29,404,13.93,1,2.2,31.1,kansas_state
Isaiah Zuber,FR,WR,13,24,192,8.00,2,1.8,14.8,kansas_state
Charles Jones,SR,RB,13,13,130,10.00,0,1.0,10.0,kansas_state
Isaiah Harris,FR,WR,5,10,78,7.80,0,2.0,15.6,kansas_state
Winston Dimel,SO,FB,13,6,66,11.00,0,0.5,5.1,kansas_state
Corey Sutton,FR,WR,10,4,54,13.50,0,0.4,5.4,kansas_state
Zach Reuter,SO,WR,13,2,22,11.00,0,0.2,1.7,kansas_state
Dalvin Warmack,SO,RB,11,2,16,8.00,0,0.2,1.5,kansas_state
Dayton Valentine,SO,TE,13,2,8,4.00,0,0.2,0.6,kansas_state
Justin Silmon,SO,RB,12,1,2,2.00,0,0.1,0.2,kansas_state
Justin Rankin,FR,RB,11,28,335,11.96,1,2.5,30.5,kent_state
Ernest Calhoun,SR,WR,12,20,311,15.55,4,1.7,25.9,kent_state
Raekwon James,SO,RB,12,25,225,9.00,0,2.1,18.8,kent_state
Brice Fackler,SR,TE,12,13,185,14.23,3,1.1,15.4,kent_state
Nick Holley,JR,QB,11,13,135,10.38,2,1.2,12.3,kent_state
Will Matthews,FR,RB,9,3,91,30.33,0,0.3,10.1,kent_state
Kavious Price,FR,WR,10,12,86,7.17,0,1.2,8.6,kent_state
