name,yr,pos,g,att,yards,avg.,td,att/g,yards/g,team_name
Dustin Burkhart,JR,WR,4,1,1,1.00,0,0.25,0.25,akron
Julian Hicks,SO,WR,10,1,1,1.00,0,0.10,0.10,akron
Robbie Kelley,SR,QB,8,7,-5,-0.71,0,0.88,-0.63,akron
Zach Gibson,FR,QB,4,14,-72,-5.14,0,3.50,-18.00,akron
Najee Harris,JR,RB,13,209,1224,5.86,13,16.08,94.15,alabama
Brian Robinson Jr.,JR,RB,13,96,441,4.59,5,7.38,33.92,alabama
Keilan Robinson,FR,RB,8,39,254,6.51,2,4.88,31.75,alabama
Jerome Ford,FR,RB,4,24,114,4.75,3,6.00,28.50,alabama
Henry Ruggs III,JR,WR,12,2,75,37.50,1,0.17,6.25,alabama
Mac Jones,SO,QB,12,16,36,2.25,1,1.33,3.00,alabama
Chadarius Townsend,SO,RB,6,8,22,2.75,0,1.33,3.67,alabama
Tua Tagovailoa,JR,QB,9,23,17,0.74,2,2.56,1.89,alabama
Tyrell Shavers,SO,WR,13,1,14,14.00,0,0.08,1.08,alabama
De'Marquise Lockridge,SR,RB,1,2,12,6.00,0,2.00,12.00,alabama
Slade Bolden,FR,WR,13,4,10,2.50,0,0.31,0.77,alabama
Jaylen Waddle,SO,WR,13,1,5,5.00,0,0.08,0.38,alabama
Jerry Jeudy,JR,WR,13,1,1,1.00,0,0.08,0.08,alabama
Taulia Tagovailoa,FR,QB,5,1,-2,-2.00,0,0.20,-0.40,alabama
Ty Perine,FR,PK,6,1,-19,-19.00,0,0.17,-3.17,alabama
Darrynton Evans,JR,RB,14,255,1484,5.82,18,18.21,106.00,appalachian_state
Marcus Williams Jr.,JR,RB,14,113,652,5.77,5,8.07,46.57,appalachian_state
Zac Thomas,JR,QB,14,104,436,4.19,7,7.43,31.14,appalachian_state
Daetrich Harrington,SO,RB,8,50,319,6.38,2,6.25,39.88,appalachian_state
Raykwon Anderson,FR,RB,9,33,223,6.76,2,3.67,24.78,appalachian_state
Nakendrick Clark,JR,RB,9,11,43,3.91,0,1.22,4.78,appalachian_state
Jalen Virgil,JR,WR,14,10,42,4.20,1,0.71,3.00,appalachian_state
Camerun Peoples,FR,RB,1,3,23,7.67,0,3.00,23.00,appalachian_state
Gabe Montgomery,SO,RB,2,4,16,4.00,0,2.00,8.00,appalachian_state
Malik Williams,JR,WR,14,5,16,3.20,0,0.36,1.14,appalachian_state
Thomas Hennigan,JR,WR,14,1,4,4.00,0,0.07,0.29,appalachian_state
Jacob Huesman,JR,QB,5,1,1,1.00,0,0.20,0.20,appalachian_state
Jackson Gibbs,SO,QB,4,2,-2,-1.00,0,0.50,-0.50,appalachian_state
J.J. Taylor,JR,RB,11,148,721,4.87,5,13.45,65.55,arizona
Khalil Tate,SR,QB,11,90,413,4.59,3,8.18,37.55,arizona
Gary Brightwell,JR,RB,11,66,390,5.91,5,6.00,35.45,arizona
Nathan Tilford,SO,RB,9,37,228,6.16,4,4.11,25.33,arizona
Darrius Smith,FR,RB,9,34,203,5.97,1,3.78,22.56,arizona
Michael Wiley,FR,RB,12,31,106,3.42,0,2.58,8.83,arizona
Brian Casteel,JR,WR,12,4,22,5.50,0,0.33,1.83,arizona
Grant Gunnell,FR,QB,8,32,14,0.44,1,4.00,1.75,arizona
Nazar Bombata,FR,RB,9,2,12,6.00,0,0.22,1.33,arizona
Tayvian Cunningham,JR,WR,12,1,-1,-1.00,0,0.08,-0.08,arizona
Rhett Rodriguez,JR,QB,1,1,-3,-3.00,0,1.00,-3.00,arizona
Eno Benjamin,JR,RB,12,253,1083,4.28,10,21.08,90.25,arizona_state
Jayden Daniels,FR,QB,12,125,355,2.84,3,10.42,29.58,arizona_state
A.J. Carter,FR,RB,13,19,50,2.63,0,1.46,3.85,arizona_state
Isaiah Floyd,JR,RB,3,11,47,4.27,0,3.67,15.67,arizona_state
Kyle Williams,SR,WR,13,13,46,3.54,0,1.00,3.54,arizona_state
Ethan Long,FR,QB,10,6,32,5.33,0,0.60,3.20,arizona_state
Demetrious Flowers,FR,RB,2,11,31,2.82,0,5.50,15.50,arizona_state
Brandon Aiyuk,SR,WR,12,1,6,6.00,0,0.08,0.50,arizona_state
Ricky Pearsall,FR,WR,13,1,1,1.00,0,0.08,0.08,arizona_state
Joey Yellen,FR,QB,1,1,-5,-5.00,0,1.00,-5.00,arizona_state
Rakeem Boyd,JR,RB,12,184,1133,6.16,8,15.33,94.42,arkansas
Devwah Whaley,SR,RB,12,69,278,4.03,4,5.75,23.17,arkansas
Jack Lindsey,JR,QB,11,7,80,11.43,0,0.64,7.27,arkansas
T.J. Hammonds,JR,RB,5,8,65,8.13,0,1.60,13.00,arkansas
K.J. Jefferson,FR,QB,3,30,58,1.93,2,10.00,19.33,arkansas
De’Vion Warren,JR,WR,9,5,51,10.20,0,0.56,5.67,arkansas
Chase Hayden,JR,RB,4,12,39,3.25,0,3.00,9.75,arkansas
Treylon Burks,FR,WR,11,9,35,3.89,0,0.82,3.18,arkansas
A’Montae Spivey,FR,RB,2,7,24,3.43,0,3.50,12.00,arkansas
John Stephen Jones,FR,QB,3,11,22,2.00,0,3.67,7.33,arkansas
Ben Hicks,SR,QB,7,21,10,0.48,0,3.00,1.43,arkansas
Cheyenne O’Grady,SR,TE,7,1,3,3.00,0,0.14,0.43,arkansas
Nick Starkel,JR,QB,8,6,-16,-2.67,0,0.75,-2.00,arkansas
Marcel Murray,SO,RB,11,170,820,4.82,6,15.45,74.55,arkansas_state
Jamal Jones,SR,RB,10,84,375,4.46,3,8.40,37.50,arkansas_state
Isaiah Azubuike,FR,RB,5,41,181,4.41,0,8.20,36.20,arkansas_state
Ryan Graham,JR,RB,4,23,134,5.83,2,5.75,33.50,arkansas_state
DJ Chatman,JR,RB,8,26,99,3.81,0,3.25,12.38,arkansas_state
Layne Hatcher,FR,QB,10,79,46,0.58,1,7.90,4.60,arkansas_state
Cody Grace,SR,P,13,1,18,18.00,0,0.08,1.38,arkansas_state
Kirk Merritt,SR,WR,13,2,11,5.50,0,0.15,0.85,arkansas_state
Coltin Clack,FR,QB,2,1,0,0.00,0,0.50,0.00,arkansas_state
Logan Bonner,JR,QB,5,20,-7,-0.35,1,4.00,-1.40,arkansas_state
Kelvin Hopkins Jr.,SR,QB,11,138,710,5.14,7,12.55,64.55,army
Connor Slomka,SR,RB,12,149,658,4.42,8,12.42,54.83,army
Sandon McCoy,JR,RB,13,134,576,4.30,10,10.31,44.31,army
Jabari Laws,SO,QB,9,76,484,6.37,4,8.44,53.78,army
Christian Anderson,JR,QB,7,67,429,6.40,4,9.57,61.29,army
Kell Walker,SR,RB,13,58,398,6.86,3,4.46,30.62,army
Artice Hobbs IV,JR,RB,13,28,158,5.64,2,2.15,12.15,army
Cade Barnard,SO,RB,8,18,95,5.28,2,2.25,11.88,army
Jakobi Buchanan,FR,RB,3,19,88,4.63,0,6.33,29.33,army
Malik Hancock,SR,RB,12,10,75,7.50,1,0.83,6.25,army
Jemel Jones,FR,QB,2,12,42,3.50,1,6.00,21.00,army
Anthony Adkins,FR,RB,2,9,36,4.00,1,4.50,18.00,army
Christian Hayes,SR,WR,8,1,35,35.00,0,0.13,4.38,army
Rashaad Bolton,SR,RB,5,10,32,3.20,1,2.00,6.40,army
A.J. Howard,SO,RB,6,2,28,14.00,0,0.33,4.67,army
Jalen Moy,SO,WR,7,1,16,16.00,1,0.14,2.29,army
Kaelin Byrd,SO,RB,1,3,14,4.67,0,3.00,14.00,army
Peyton Reeder,JR,OL,9,0,3,-,0,-,-,army
Brandon Walters,SO,RB,13,4,1,0.25,0,0.31,0.08,army
JaTarvious Whitlow,SO,RB,11,156,763,4.89,10,14.18,69.36,auburn
D.J. Williams,FR,RB,9,84,400,4.76,2,9.33,44.44,auburn
Kam Martin,SR,RB,12,61,333,5.46,2,5.08,27.75,auburn
Bo Nix,FR,QB,13,97,313,3.23,7,7.46,24.08,auburn
Shaun Shivers,SO,RB,12,55,286,5.20,3,4.58,23.83,auburn
Joey Gatewood,FR,QB,7,29,148,5.10,3,4.14,21.14,auburn
Anthony Schwartz,SO,WR,13,11,118,10.73,2,0.85,9.08,auburn
Harold Joiner,FR,RB,13,12,94,7.83,1,0.92,7.23,auburn
Eli Stove,JR,WR,13,7,57,8.14,1,0.54,4.38,auburn
Malik Miller,JR,RB,10,12,42,3.50,0,1.20,4.20,auburn
Cord Sandberg,FR,QB,2,7,35,5.00,0,3.50,17.50,auburn
Jashawn Sheffield,FR,WR,1,2,30,15.00,0,2.00,30.00,auburn
Matthew Hill,FR,WR,13,2,9,4.50,0,0.15,0.69,auburn
Spencer Nigh,SR,FB,13,1,2,2.00,0,0.08,0.15,auburn
Caleb Huntley,JR,RB,12,248,1275,5.14,12,20.67,106.25,ball_state
Walter Fletcher,SR,RB,12,132,726,5.50,5,11.00,60.50,ball_state
Justin Hall,JR,WR,12,24,187,7.79,2,2.00,15.58,ball_state
Malik Dunner,SR,WR,12,11,184,16.73,2,0.92,15.33,ball_state
Drew Plitt,JR,QB,12,91,171,1.88,5,7.58,14.25,ball_state
Tye Evans,FR,RB,8,3,49,16.33,0,0.38,6.13,ball_state
Will Jones,SO,RB,12,9,47,5.22,0,0.75,3.92,ball_state
Markice Hurt Jr.,SO,RB,2,8,17,2.13,0,4.00,8.50,ball_state
Danny Pinter,SR,OL,12,1,5,5.00,1,0.08,0.42,ball_state
Trevor Hohlt,SO,WR,10,1,-1,-1.00,0,0.10,-0.10,ball_state
John Lovett,JR,RB,14,103,655,6.36,5,7.36,46.79,baylor
JaMycal Hasty,SR,RB,14,109,627,5.75,7,7.79,44.79,baylor
Charlie Brewer,JR,QB,14,147,344,2.34,11,10.50,24.57,baylor
Gerry Bohanon,FR,QB,10,42,272,6.48,3,4.20,27.20,baylor
Trestan Ebner,JR,RB,14,53,250,4.72,3,3.79,17.86,baylor
Qualan Jones,FR,RB,4,13,103,7.92,2,3.25,25.75,baylor
Abram Smith,SO,RB,14,8,35,4.38,1,0.57,2.50,baylor
Josh Fleeks,SO,WR,14,9,27,3.00,1,0.64,1.93,baylor
Chris Platt,SR,WR,14,4,19,4.75,1,0.29,1.36,baylor
Jacoby Clarke,FR,RB,1,2,7,3.50,0,2.00,7.00,baylor
Garret McGuire,SO,QB,3,1,6,6.00,0,0.33,2.00,baylor
Jonah White,FR,RB,1,1,2,2.00,0,1.00,2.00,baylor
Koby Bullard,JR,FB,14,1,1,1.00,0,0.07,0.07,baylor
R.J. Sneed,SO,WR,14,1,-5,-5.00,0,0.07,-0.36,baylor
Jacob Zeno,FR,QB,3,8,-9,-1.13,1,2.67,-3.00,baylor
George Holani,FR,RB,14,192,1014,5.28,7,13.71,72.43,boise_state
Robert Mahone,JR,RB,13,89,425,4.78,6,6.85,32.69,boise_state
Andrew Van Buren,SO,RB,14,62,265,4.27,2,4.43,18.93,boise_state
Jaylon Henderson,SR,QB,9,46,156,3.39,2,5.11,17.33,boise_state
John Hightower,SR,WR,14,16,154,9.63,0,1.14,11.00,boise_state
Chase Cord,SO,QB,8,25,100,4.00,2,3.13,12.50,boise_state
Hank Bachmeier,FR,QB,8,41,69,1.68,1,5.13,8.63,boise_state
Khalil Shakir,SO,WR,14,19,66,3.47,3,1.36,4.71,boise_state
Akilian Butler,SR,WR,14,8,54,6.75,1,0.57,3.86,boise_state
Danny Smith,FR,RB,3,8,31,3.88,0,2.67,10.33,boise_state
CT Thomas,JR,WR,13,2,22,11.00,1,0.15,1.69,boise_state
Octavius Evans,JR,WR,14,1,17,17.00,1,0.07,1.21,boise_state
Garrett Collingham,SR,TE,14,2,4,2.00,1,0.14,0.29,boise_state
Ezra Cleveland,JR,OL,13,1,3,3.00,0,0.08,0.23,boise_state
AJ Dillon,JR,RB,13,318,1685,5.30,14,24.46,129.62,boston_college
David Bailey,SO,RB,13,148,844,5.70,7,11.38,64.92,boston_college
Dennis Grosel,SO,QB,13,57,209,3.67,2,4.38,16.08,boston_college
Zay Flowers,FR,WR,13,27,195,7.22,1,2.08,15.00,boston_college
Anthony Brown,JR,QB,6,33,128,3.88,2,5.50,21.33,boston_college
Travis Levy,JR,RB,13,28,103,3.68,1,2.15,7.92,boston_college
Pat Garwo III,FR,RB,3,18,73,4.06,0,6.00,24.33,boston_college
Ben Glines,SR,WR,12,6,27,4.50,0,0.50,2.25,boston_college
Andrew Strader,JR,RB,13,4,25,6.25,0,0.31,1.92,boston_college
Kobay White,JR,WR,13,4,19,4.75,0,0.31,1.46,boston_college
Peter Stehr,FR,RB,2,3,9,3.00,0,1.50,4.50,boston_college
Matt Valecce,FR,QB,6,2,-5,-2.50,0,0.33,-0.83,boston_college
Bryson Denley,JR,RB,12,111,544,4.90,4,9.25,45.33,bowling_green
Davon Jones,SR,RB,9,118,518,4.39,3,13.11,57.56,bowling_green
Grant Loy,JR,QB,12,100,427,4.27,4,8.33,35.58,bowling_green
Andrew Clair,JR,RB,4,68,244,3.59,4,17.00,61.00,bowling_green
Darius Wade,SR,QB,7,31,89,2.87,0,4.43,12.71,bowling_green
RB Marlow III,SR,WR,12,15,80,5.33,0,1.25,6.67,bowling_green
Trevon Raymore,FR,RB,3,23,68,2.96,0,7.67,22.67,bowling_green
Nigel Sealey,JR,RB,8,16,32,2.00,0,2.00,4.00,bowling_green
Jake Rogers,FR,WR,10,2,5,2.50,0,0.20,0.50,bowling_green
Charles Lamar,SR,RB,2,4,2,0.50,0,2.00,1.00,bowling_green
Jordan Wayne-Prather,SR,WR,12,3,-1,-0.33,0,0.25,-0.08,bowling_green
Julian Ortega-Jones,FR,WR,11,1,-6,-6.00,0,0.09,-0.55,bowling_green
Matt Naranjo,JR,P,12,1,-8,-8.00,0,0.08,-0.67,bowling_green
Jaret Patterson,SO,RB,13,312,1799,5.77,19,24.00,138.38,buffalo
Kevin Marks,SO,RB,13,227,1035,4.56,8,17.46,79.62,buffalo
Dylan McDuffie,FR,RB,10,23,150,6.52,0,2.30,15.00,buffalo
"Ron Cook, Jr.",FR,RB,12,18,96,5.33,1,1.50,8.00,buffalo
Matt Myers,FR,QB,5,30,94,3.13,2,6.00,18.80,buffalo
Kyle Vantrease,SO,QB,13,25,64,2.56,6,1.92,4.92,buffalo
Theo Anderson,JR,RB,10,9,41,4.56,0,0.90,4.10,buffalo
Sione Finau,FR,RB,8,59,359,6.08,2,7.38,44.88,byu
Lopini Katoa,SO,RB,12,85,358,4.21,4,7.08,29.83,byu
Jackson McChesney,FR,RB,3,25,274,10.96,2,8.33,91.33,byu
Ty'Son Williams,SR,RB,4,49,264,5.39,3,12.25,66.00,byu
Emmanuel Esukpa,SR,RB,8,46,190,4.13,2,5.75,23.75,byu
Zach Wilson,SO,QB,9,67,167,2.49,3,7.44,18.56,byu
Jaren Hall,FR,QB,6,29,139,4.79,3,4.83,23.17,byu
Tyler Allgeier,FR,LB,13,17,119,7.00,0,1.31,9.15,byu
Aleva Hifo,SR,WR,12,23,104,4.52,2,1.92,8.67,byu
Baylor Romney,FR,QB,4,24,59,2.46,0,6.00,14.75,byu
Micah Simon,SR,WR,13,5,47,9.40,2,0.38,3.62,byu
Dax Milne,SO,WR,13,4,16,4.00,0,0.31,1.23,byu
Alec Wyble-Meza,SO,RB,1,3,6,2.00,0,3.00,6.00,byu
Masen Wake,FR,TE,12,3,6,2.00,0,0.25,0.50,byu
Gunner Romney,SO,WR,13,1,6,6.00,0,0.08,0.46,byu
Austin Kafentzis,SR,DB,12,2,4,2.00,0,0.17,0.33,byu
Dayan Ghanwoloku,SR,DB,12,3,3,1.00,1,0.25,0.25,byu
Khyiris Tonga,JR,DL,13,1,3,3.00,1,0.08,0.23,byu
Tevita Ika,FR,WR,3,3,1,0.33,0,1.00,0.33,byu
Joe Critchlow,SO,QB,3,2,-3,-1.50,0,0.67,-1.00,byu
Jake Oldroyd,SO,K,13,1,-4,-4.00,0,0.08,-0.31,byu
Christopher Brown Jr.,SO,RB,13,208,914,4.39,8,16.00,70.31,california
Marcel Dancy,JR,RB,12,57,248,4.35,2,4.75,20.67,california
Chase Garbers,SO,QB,9,90,223,2.48,3,10.00,24.78,california
DeShawn Collins,JR,RB,9,38,199,5.24,2,4.22,22.11,california
Devon Modster,JR,QB,6,48,168,3.50,1,8.00,28.00,california
Trevon Clark,JR,WR,13,2,26,13.00,0,0.15,2.00,california
Alex Netherda,SR,RB,13,4,15,3.75,0,0.31,1.15,california
Nikko Remigio,SO,WR,12,3,8,2.67,0,0.25,0.67,california
Jeremiah Hawkins,JR,WR,7,1,-2,-2.00,0,0.14,-0.29,california
Robby Rowell,FR,QB,2,2,-2,-1.00,0,1.00,-1.00,california
Ricky Walker III,SO,WR,11,1,-5,-5.00,0,0.09,-0.45,california
Spencer Brasch,FR,QB,2,7,-42,-6.00,0,3.50,-21.00,california
Jonathan Ward,SR,RB,13,183,1108,6.05,15,14.08,85.23,central_michigan
Kobe Lewis,SO,RB,14,182,1074,5.90,12,13.00,76.71,central_michigan
Tommy Lazzaro,SR,QB,13,36,161,4.47,8,2.77,12.38,central_michigan
Lew Nichols,FR,RB,4,19,89,4.68,0,4.75,22.25,central_michigan
Kumehnnu Gwilly,JR,RB,9,24,83,3.46,0,2.67,9.22,central_michigan
Kalil Pimpleton,SO,WR,14,7,81,11.57,0,0.50,5.79,central_michigan
Tyrone Scott,FR,WR,14,1,15,15.00,0,0.07,1.07,central_michigan
Romello Ross,SR,RB,2,2,4,2.00,0,1.00,2.00,central_michigan
Daniel Richardson,FR,QB,3,1,3,3.00,0,0.33,1.00,central_michigan
Thaddeus Cornick,SR,RB,5,3,0,0.00,0,0.60,0.00,central_michigan
Oakley Lavallii,JR,FB,13,1,0,0.00,0,0.08,0.00,central_michigan
David Moore,JR,QB,6,22,-3,-0.14,1,3.67,-0.50,central_michigan
Quinten Dormady,SR,QB,10,35,-39,-1.11,0,3.50,-3.90,central_michigan
Benny LeMay,SR,RB,11,193,1072,5.55,9,17.55,97.45,charlotte
Chris Reynolds,SO,QB,13,153,767,5.01,6,11.77,59.00,charlotte
Aaron McAllister,JR,RB,11,81,380,4.69,5,7.36,34.55,charlotte
Ishod Finger,FR,RB,12,60,299,4.98,5,5.00,24.92,charlotte
Evan Shirreffs,SR,QB,2,3,33,11.00,0,1.50,16.50,charlotte
Terrick Smalls Jr.,FR,RB,5,7,32,4.57,0,1.40,6.40,charlotte
Micaleous Elder,FR,WR,11,4,21,5.25,0,0.36,1.91,charlotte
Victor Tucker,SO,WR,13,3,18,6.00,1,0.23,1.38,charlotte
Brett Kean,SR,QB,9,14,12,0.86,0,1.56,1.33,charlotte
Cameron Dollar,SO,WR,13,1,-5,-5.00,0,0.08,-0.38,charlotte
Michael Warren II,JR,RB,14,261,1265,4.85,14,18.64,90.36,cincinnati
Desmond Ridder,SO,QB,13,144,650,4.51,5,11.08,50.00,cincinnati
Gerrid Doaks,JR,RB,12,100,526,5.26,5,8.33,43.83,cincinnati
Tavion Thomas,SO,RB,4,40,190,4.75,1,10.00,47.50,cincinnati
Ryan Montgomery,FR,RB,14,20,106,5.30,2,1.43,7.57,cincinnati
Tre Tucker,FR,WR,14,8,93,11.63,0,0.57,6.64,cincinnati
Ben Bryant,FR,QB,7,22,35,1.59,1,3.14,5.00,cincinnati
Michael Kopaygorodsky,SO,RB,12,7,26,3.71,1,0.58,2.17,cincinnati
Rashad Medaris,SR,WR,14,2,25,12.50,0,0.14,1.79,cincinnati
Wilson Huber,SO,TE,14,1,13,13.00,0,0.07,0.93,cincinnati
Josiah Deguara,SR,TE,14,0,2,-,1,-,-,cincinnati
Jake Sopko,JR,QB,1,1,2,2.00,0,1.00,2.00,cincinnati
Travis Etienne,JR,RB,15,207,1614,7.80,19,13.80,107.60,clemson
Lyn-J Dixon,SO,RB,15,104,635,6.11,6,6.93,42.33,clemson
Trevor Lawrence,SO,QB,15,103,563,5.47,9,6.87,37.53,clemson
Chez Mellusi,FR,RB,12,44,276,6.27,3,3.67,23.00,clemson
Michel Dukes,FR,RB,10,32,150,4.69,2,3.20,15.00,clemson
Darien Rencher,JR,RB,15,26,135,5.19,2,1.73,9.00,clemson
Chase Brice,SO,QB,13,14,94,6.71,1,1.08,7.23,clemson
Taisun Phommachanh,FR,QB,3,12,56,4.67,0,4.00,18.67,clemson
Amari Rodgers,JR,WR,14,2,50,25.00,1,0.14,3.57,clemson
Tee Higgins,JR,WR,15,1,36,36.00,1,0.07,2.40,clemson
Ben Batson,FR,QB,10,4,20,5.00,0,0.40,2.00,clemson
Patrick McClure,SO,QB,3,2,12,6.00,0,0.67,4.00,clemson
Will Swinney,JR,WR,15,2,5,2.50,0,0.13,0.33,clemson
Ty Lucas,FR,RB,6,1,3,3.00,0,0.17,0.50,clemson
Xavier Thomas,SO,DE,12,1,1,1.00,0,0.08,0.08,clemson
John Simpson,SR,OL,14,1,1,1.00,1,0.07,0.07,clemson
Sylvester Mayers,SO,RB,1,1,0,0.00,0,1.00,0.00,clemson
Will Spiers,JR,P,15,1,-21,-21.00,0,0.07,-1.40,clemson
CJ Marable,JR,RB,12,204,1085,5.32,11,17.00,90.42,coastal_carolina
Bryce Carpenter,SO,QB,11,109,390,3.58,1,9.91,35.45,coastal_carolina
Jacqez Hairston,JR,RB,12,79,360,4.56,6,6.58,30.00,coastal_carolina
Fred Payton,SO,QB,10,54,181,3.35,2,5.40,18.10,coastal_carolina
Reese White,FR,RB,10,36,167,4.64,3,3.60,16.70,coastal_carolina
Aaron Bedgood,FR,WR,5,4,60,15.00,0,0.80,12.00,coastal_carolina
Kered Class,FR,RB,6,5,43,8.60,0,0.83,7.17,coastal_carolina
Anthony McAfee,SO,RB,11,3,31,10.33,1,0.27,2.82,coastal_carolina
Baden Pinson,SO,RB,8,10,23,2.30,0,1.25,2.88,coastal_carolina
Grayson McCall,FR,QB,2,2,11,5.50,0,1.00,5.50,coastal_carolina
T'Qele Holmes,JR,WR,12,2,9,4.50,0,0.17,0.75,coastal_carolina
Jarrett Guest,FR,QB,1,1,7,7.00,0,1.00,7.00,coastal_carolina
Jai Williams,FR,WR,10,1,6,6.00,0,0.10,0.60,coastal_carolina
C.J. Brewer,JR,DT,12,1,4,4.00,0,0.08,0.33,coastal_carolina
Greg Latushko,JR,WR,9,1,-5,-5.00,0,0.11,-0.56,coastal_carolina
Ky'Jon Tyler,SR,WR,9,4,-16,-4.00,0,0.44,-1.78,coastal_carolina
Alex Fontenot,SO,TB,11,185,874,4.72,5,16.82,79.45,colorado
Jaren Mangham,FR,TB,12,107,441,4.12,3,8.92,36.75,colorado
Laviska Shenault Jr.,JR,WR,11,23,161,7.00,2,2.09,14.64,colorado
Steven Montez,SR,QB,12,65,153,2.35,3,5.42,12.75,colorado
Deion Smith,FR,TB,12,23,68,2.96,0,1.92,5.67,colorado
Tony Brown,SR,WR,12,6,33,5.50,1,0.50,2.75,colorado
Blake Stenstrom,FR,QB,4,1,27,27.00,0,0.25,6.75,colorado
K.D. Nixon,JR,WR,12,5,19,3.80,0,0.42,1.58,colorado
Jaylon Jackson,SO,WR,12,1,14,14.00,0,0.08,1.17,colorado
Dimitri Stanley,FR,WR,12,4,14,3.50,0,0.33,1.17,colorado
Joe Davis,FR,TB,11,6,13,2.17,0,0.55,1.18,colorado
Tyler Lytle,SO,QB,3,1,-1,-1.00,0,0.33,-0.33,colorado
Marvin Kinsey Jr.,SR,RB,7,121,703,5.81,6,17.29,100.43,colorado_state
Marcus McElroy,JR,RB,11,80,370,4.63,3,7.27,33.64,colorado_state
Jaylen Thomas,FR,RB,10,68,222,3.26,3,6.80,22.20,colorado_state
Dante Wright,FR,WR,12,17,214,12.59,2,1.42,17.83,colorado_state
Christian Hunter,FR,RB,10,24,99,4.13,1,2.40,9.90,colorado_state
E.J. Scott,SO,WR,10,2,13,6.50,0,0.20,1.30,colorado_state
Justice McCoy,SO,QB,3,2,3,1.50,0,0.67,1.00,colorado_state
Brenden Fulton,SR,WR,11,1,3,3.00,0,0.09,0.27,colorado_state
Anthony Hawkins,SR,CB,12,1,1,1.00,0,0.08,0.08,colorado_state
Adam Prentice,JR,FB,12,1,1,1.00,0,0.08,0.08,colorado_state
Collin Hill,JR,QB,3,10,0,0.00,1,3.33,0.00,colorado_state
Patrick O'Brien,JR,QB,11,63,-21,-0.33,2,5.73,-1.91,colorado_state
Kevin Mensah,JR,RB,12,226,1013,4.48,9,18.83,84.42,connecticut
Art Thompkins,SR,RB,12,98,468,4.78,2,8.17,39.00,connecticut
Dante Black,FR,RB,7,13,58,4.46,0,1.86,8.29,connecticut
Cameron Ross,FR,WR,11,3,27,9.00,0,0.27,2.45,connecticut
Steven Krajewski,FR,QB,4,13,25,1.92,1,3.25,6.25,connecticut
Dominico Moncion,SO,RB,1,3,18,6.00,0,3.00,18.00,connecticut
Donevin O'Reilly,SR,RB,2,5,17,3.40,0,2.50,8.50,connecticut
Quayvon Skanes,JR,WR,12,1,1,1.00,0,0.08,0.08,connecticut
Mike Beaudry,SR,QB,6,21,-32,-1.52,1,3.50,-5.33,connecticut
Jack Zergiotis,FR,QB,10,41,-46,-1.12,0,4.10,-4.60,connecticut
Deon Jackson,JR,RB,12,172,641,3.73,6,14.33,53.42,duke
Quentin Harris,SR,QB,12,160,510,3.19,7,13.33,42.50,duke
Mataeo Durant,SO,RB,12,97,461,4.75,1,8.08,38.42,duke
