name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name
Brady Russell,SO,TE,12,23,221,9.61,2,1.9,18.4,colorado
Alex Fontenot,SO,TB,11,27,122,4.52,0,2.5,11.1,colorado
Jaylon Jackson,SO,WR,12,4,77,19.25,0,0.3,6.4,colorado
Daniel Arias,SO,WR,12,3,62,20.67,1,0.3,5.2,colorado
Jalen Harris,SR,TE,11,7,51,7.29,1,0.6,4.6,colorado
Jaren Mangham,FR,TB,12,10,41,4.10,0,0.8,3.4,colorado
Deion Smith,FR,TB,12,4,28,7.00,0,0.3,2.3,colorado
Maurice Bell,SO,WR,12,2,6,3.00,0,0.2,0.5,colorado
Beau Bisharat,SR,TE,12,1,2,2.00,0,0.1,0.2,colorado
Warren Jackson,JR,WR,10,77,1119,14.53,8,7.7,111.9,colorado_state
Dante Wright,FR,WR,12,57,805,14.12,4,4.8,67.1,colorado_state
Trey McBride,SO,TE,12,45,560,12.44,4,3.8,46.7,colorado_state
Nate Craig-Myers,JR,WR,9,23,329,14.30,1,2.6,36.6,colorado_state
E.J. Scott,SO,WR,10,15,255,17.00,1,1.5,25.5,colorado_state
Marvin Kinsey Jr.,SR,RB,7,16,209,13.06,2,2.3,29.9,colorado_state
Jaylen Thomas,FR,RB,10,14,113,8.07,0,1.4,11.3,colorado_state
Cameron Butler,JR,TE,7,8,72,9.00,1,1.1,10.3,colorado_state
Ty McCullouch,FR,WR,7,3,54,18.00,0,0.4,7.7,colorado_state
Adam Prentice,JR,FB,12,7,44,6.29,0,0.6,3.7,colorado_state
Nikko Hall,SO,WR,3,4,42,10.50,0,1.3,14.0,colorado_state
Marcus McElroy,JR,RB,11,5,21,4.20,0,0.5,1.9,colorado_state
Jadon Walker,SO,WR,3,1,16,16.00,0,0.3,5.3,colorado_state
Brenden Fulton,SR,WR,11,2,16,8.00,0,0.2,1.5,colorado_state
Christian Hunter,FR,RB,10,3,8,2.67,0,0.3,0.8,colorado_state
Cameron Ross,FR,WR,11,60,723,12.05,4,5.5,65.7,connecticut
Ardell Brown,SR,WR,11,27,368,13.63,2,2.5,33.5,connecticut
Matt Drayton,FR,WR,12,21,278,13.24,2,1.8,23.2,connecticut
Jay Rose,JR,TE,11,27,261,9.67,2,2.5,23.7,connecticut
Art Thompkins,SR,RB,12,39,257,6.59,2,3.3,21.4,connecticut
Cameron Hairston,SO,WR,11,8,168,21.00,1,0.7,15.3,connecticut
Elijah Jeffreys,FR,WR,10,11,143,13.00,1,1.1,14.3,connecticut
Heron Maurisseau,FR,WR,12,10,113,11.30,0,0.8,9.4,connecticut
Jayce Medlock,FR,TE,9,8,93,11.63,0,0.9,10.3,connecticut
Kevin Mensah,JR,RB,12,8,91,11.38,0,0.7,7.6,connecticut
Donovan Williams,SR,TE,4,5,62,12.40,0,1.3,15.5,connecticut
Mason Donaldson,JR,WR,10,2,30,15.00,0,0.2,3.0,connecticut
Dante Black,FR,RB,7,1,6,6.00,0,0.1,0.9,connecticut
Jack Zergiotis,FR,QB,10,1,-1,-1.00,0,0.1,-0.1,connecticut
Jalon Calhoun,FR,WR,12,46,420,9.13,4,3.8,35.0,duke
Noah Gray,JR,TE,12,51,392,7.69,3,4.3,32.7,duke
Aaron Young,SR,WR,12,29,367,12.66,3,2.4,30.6,duke
Scott Bracey,JR,WR,11,21,270,12.86,2,1.9,24.5,duke
Deon Jackson,JR,RB,12,21,192,9.14,2,1.8,16.0,duke
Darrell Harding Jr.,FR,WR,10,8,130,16.25,0,0.8,13.0,duke
Jake Bobo,SO,WR,8,10,122,12.20,0,1.3,15.3,duke
Mataeo Durant,SO,RB,12,16,117,7.31,1,1.3,9.8,duke
Eli Pancol,FR,WR,12,6,91,15.17,3,0.5,7.6,duke
Damond Philyaw-Johnson,SO,WR,11,2,31,15.50,0,0.2,2.8,duke
Brittain Brown,JR,RB,3,2,13,6.50,0,0.7,4.3,duke
Jake Marwede,SO,TE,9,1,7,7.00,0,0.1,0.8,duke
C.J. Johnson,FR,WR,12,54,908,16.81,4,4.5,75.7,east_carolina
Tyler Snead,FR,WR,12,66,759,11.50,5,5.5,63.3,east_carolina
Blake Proehl,SO,WR,12,54,670,12.41,4,4.5,55.8,east_carolina
Deondre Farrier,SR,WR,12,22,309,14.05,0,1.8,25.8,east_carolina
Jsi Hatfield,FR,WR,12,16,260,16.25,2,1.3,21.7,east_carolina
Zech Byrd,SO,TE,12,11,130,11.82,3,0.9,10.8,east_carolina
Audie Omotosho,SR,WR,11,5,114,22.80,1,0.5,10.4,east_carolina
Demetrius Mauney,FR,RB,12,6,47,7.83,0,0.5,3.9,east_carolina
Anthony Watley,SR,TE,12,4,45,11.25,2,0.3,3.8,east_carolina
Mydreon Vines,JR,WR,8,5,42,8.40,0,0.6,5.3,east_carolina
Jeremy Lewis,FR,TE,11,5,39,7.80,1,0.5,3.5,east_carolina
"Darius Pinnix, Jr.",JR,RB,4,6,38,6.33,0,1.5,9.5,east_carolina
Leroy Henley,SO,WR,10,4,32,8.00,0,0.4,3.2,east_carolina
Hussein Howe,SR,RB,5,2,30,15.00,0,0.4,6.0,east_carolina
Trace Christian,SO,RB,7,4,25,6.25,0,0.6,3.6,east_carolina
Tay Williams,FR,RB,9,5,12,2.40,0,0.6,1.3,east_carolina
Jonathan Johnson,JR,WR,10,1,6,6.00,0,0.1,0.6,east_carolina
Arthur Jackson III,SR,WR,13,46,732,15.91,7,3.5,56.3,eastern_michigan
Quian Williams,SO,WR,13,52,661,12.71,6,4.0,50.8,eastern_michigan
Mathew Sexton,SR,WR,11,34,508,14.94,4,3.1,46.2,eastern_michigan
Dylan Drummond,SO,WR,13,55,493,8.96,3,4.2,37.9,eastern_michigan
Line Latu,SR,WR,13,30,373,12.43,3,2.3,28.7,eastern_michigan
Hassan Beydoun,SO,WR,13,30,349,11.63,1,2.3,26.8,eastern_michigan
Bryson Cannon,JR,TE,13,20,212,10.60,2,1.5,16.3,eastern_michigan
Breck Turner,SR,RB,12,14,100,7.14,0,1.2,8.3,eastern_michigan
Shaq Vann,SR,RB,11,11,66,6.00,0,1.0,6.0,eastern_michigan
Gunnar Oakes,SO,TE,11,6,62,10.33,0,0.5,5.6,eastern_michigan
Bryce Kemp,SR,TE,8,3,46,15.33,0,0.4,5.8,eastern_michigan
Eddie Daugherty IV,SR,WR,10,3,32,10.67,0,0.3,3.2,eastern_michigan
Jairus Grissom,SO,WR,13,4,32,8.00,1,0.3,2.5,eastern_michigan
Thomas Odukoya,SR,TE,13,3,16,5.33,0,0.2,1.2,eastern_michigan
Willie Parker,JR,RB,11,2,-1,-0.50,0,0.2,-0.1,eastern_michigan
Van Jefferson,SR,WR,13,49,657,13.41,6,3.8,50.5,florida
Kyle Pitts,SO,TE,13,54,649,12.02,5,4.2,49.9,florida
Freddie Swain,SR,WR,12,38,517,13.61,7,3.2,43.1,florida
Trevon Grimes,JR,WR,13,33,491,14.88,3,2.5,37.8,florida
Tyrie Cleveland,SR,WR,13,25,351,14.04,1,1.9,27.0,florida
Josh Hammond,SR,WR,13,27,346,12.81,2,2.1,26.6,florida
Jacob Copeland,FR,WR,12,21,273,13.00,2,1.8,22.8,florida
Lamical Perine,SR,RB,13,40,262,6.55,5,3.1,20.2,florida
Kadarius Toney,JR,ATH,7,10,194,19.40,1,1.4,27.7,florida
Malik Davis,SO,RB,12,6,41,6.83,0,0.5,3.4,florida
Lucas Krull,JR,TE,12,3,33,11.00,0,0.3,2.8,florida
Keon Zipperer,FR,TE,8,3,31,10.33,1,0.4,3.9,florida
Dameon Pierce,SO,RB,12,4,30,7.50,0,0.3,2.5,florida
Rick Wells,JR,WR,9,2,27,13.50,0,0.2,3.0,florida
Nay'Quan Wright,FR,RB,3,1,4,4.00,0,0.3,1.3,florida
Kyle Trask,JR,QB,12,1,4,4.00,0,0.1,0.3,florida
Harrison Bryant,SR,TE,13,65,1004,15.45,7,5.0,77.2,florida_atlantic
Deangelo Antoine,SR,WR,13,61,771,12.64,5,4.7,59.3,florida_atlantic
Tavaris Harrison,SR,WR,13,33,523,15.85,2,2.5,40.2,florida_atlantic
John Mitchell,JR,WR,14,38,488,12.84,5,2.7,34.9,florida_atlantic
John Raine,SR,TE,14,38,343,9.03,6,2.7,24.5,florida_atlantic
Willie Wright,JR,WR,11,20,186,9.30,2,1.8,16.9,florida_atlantic
Brandon Robinson,SO,WR,8,7,122,17.43,1,0.9,15.3,florida_atlantic
James Brunson,SR,WR,13,6,119,19.83,0,0.5,9.2,florida_atlantic
Larry McCammon III,FR,RB,9,13,88,6.77,0,1.4,9.8,florida_atlantic
Chauncey Mason,JR,RB,12,6,78,13.00,1,0.5,6.5,florida_atlantic
Dante Cousart,SR,WR,14,12,67,5.58,0,0.9,4.8,florida_atlantic
Malcolm Davidson,SO,RB,10,4,46,11.50,0,0.4,4.6,florida_atlantic
James Charles,JR,RB,13,6,46,7.67,0,0.5,3.5,florida_atlantic
Nick Tronti,SO,QB,11,1,41,41.00,0,0.1,3.7,florida_atlantic
Javion Posey,FR,QB,3,1,23,23.00,1,0.3,7.7,florida_atlantic
BJ Emmons,JR,RB,5,3,11,3.67,0,0.6,2.2,florida_atlantic
Shemar Thornton,JR,WR,13,51,668,13.10,5,3.9,51.4,florida_international
Austin Maloney,SR,WR,13,33,639,19.36,2,2.5,49.2,florida_international
Tony Gaiter IV,SR,WR,13,50,622,12.44,4,3.8,47.8,florida_international
Maurice Alexander,SR,WR,10,25,298,11.92,1,2.5,29.8,florida_international
Sterling Palmer,SO,TE,13,22,205,9.32,0,1.7,15.8,florida_international
Anthony Jones,SR,RB,12,10,123,12.30,2,0.8,10.3,florida_international
Napoleon Maxwell,SR,RB,13,13,94,7.23,0,1.0,7.2,florida_international
D'Vonte Price,JR,RB,12,10,49,4.90,0,0.8,4.1,florida_international
Kamareon Williams,FR,TE,12,3,27,9.00,0,0.3,2.3,florida_international
Cadarius Gaskin,SO,WR,4,2,17,8.50,0,0.5,4.3,florida_international
David O'Meara,SO,TE,13,1,12,12.00,0,0.1,0.9,florida_international
Darrius Scott,SR,WR,9,3,0,0.00,0,0.3,0.0,florida_international
Tamorrion Terry,SO,WR,13,60,1188,19.80,9,4.6,91.4,florida_state
D.J. Matthews,JR,WR,12,36,355,9.86,3,3.0,29.6,florida_state
TrE’shaun Harrison,SO,WR,12,27,289,10.70,2,2.3,24.1,florida_state
Tré McKitty,JR,TE,12,23,241,10.48,0,1.9,20.1,florida_state
Keyshawn Helton,SO,WR,6,17,239,14.06,3,2.8,39.8,florida_state
Ontaria Wilson,SO,WR,8,21,227,10.81,1,2.6,28.4,florida_state
Cam Akers,JR,RB,11,30,225,7.50,4,2.7,20.5,florida_state
Gabe Nabers,SR,TE,13,15,221,14.73,2,1.2,17.0,florida_state
Keith Gavin,SR,WR,13,18,208,11.56,0,1.4,16.0,florida_state
Warren Thompson,FR,WR,6,6,91,15.17,0,1.0,15.2,florida_state
Khalan Laborn,SO,RB,10,10,66,6.60,0,1.0,6.6,florida_state
Jordan Young,FR,WR,13,4,61,15.25,0,0.3,4.7,florida_state
Camren McDonald,SO,TE,13,6,43,7.17,0,0.5,3.3,florida_state
Jordan Travis,FR,QB,4,1,18,18.00,0,0.3,4.5,florida_state
Alex Hornibrook,SR,QB,5,1,6,6.00,0,0.2,1.2,florida_state
James Blackman,SO,QB,12,1,2,2.00,0,0.1,0.2,florida_state
Deonté Sheffield,SO,RB,4,1,1,1.00,0,0.3,0.3,florida_state
Adarius Dent,SO,WR,7,2,-2,-1.00,0,0.3,-0.3,florida_state
Zane Pope,SO,WR,12,47,529,11.26,1,3.9,44.1,fresno_state
Ronnie Rivers,JR,RB,12,43,348,8.09,3,3.6,29.0,fresno_state
Keric Wheatfall,JR,WR,10,17,307,18.06,1,1.7,30.7,fresno_state
Jared Rice,SR,TE,12,32,307,9.59,4,2.7,25.6,fresno_state
Derrion Grim,SR,WR,11,20,303,15.15,4,1.8,27.5,fresno_state
Emoryie Edwards,FR,WR,8,22,240,10.91,2,2.8,30.0,fresno_state
Jalen Cropper,FR,WR,10,15,196,13.07,0,1.5,19.6,fresno_state
Chris Coleman,SO,WR,11,9,158,17.56,1,0.8,14.4,fresno_state
Cam Sutton,SR,TE,12,6,112,18.67,0,0.5,9.3,fresno_state
Josh Hokit,SR,RB,12,17,97,5.71,1,1.4,8.1,fresno_state
Jamal Glaspie,FR,WR,11,6,79,13.17,0,0.5,7.2,fresno_state
Juan Rodriguez,JR,TE,11,5,42,8.40,0,0.5,3.8,fresno_state
Erik Brooks,FR,WR,6,1,7,7.00,0,0.2,1.2,fresno_state
Jorge Reyna,SR,QB,12,0,6,-,0,0.0,0.5,fresno_state
Josh Kelly,FR,WR,1,1,-10,-10.00,0,1.0,-10.0,fresno_state
George Pickens,FR,WR,14,49,727,14.84,8,3.5,51.9,georgia
Lawrence Cager,SR,WR,9,33,476,14.42,4,3.7,52.9,georgia
Demetris Robertson,JR,WR,13,30,333,11.10,3,2.3,25.6,georgia
Dominick Blaylock,FR,WR,12,18,310,17.22,5,1.5,25.8,georgia
Tyler Simmons,SR,WR,14,21,255,12.14,1,1.5,18.2,georgia
D'Andre Swift,JR,RB,14,24,216,9.00,1,1.7,15.4,georgia
Eli Wolf,SR,TE,14,13,194,14.92,1,0.9,13.9,georgia
James Cook,SO,RB,14,16,132,8.25,0,1.1,9.4,georgia
Brian Herrien,SR,RB,12,16,110,6.88,1,1.3,9.2,georgia
Matt Landers,SO,WR,12,10,105,10.50,1,0.8,8.8,georgia
Kearis Jackson,FR,WR,11,5,79,15.80,0,0.5,7.2,georgia
Charlie Woerner,SR,TE,14,9,78,8.67,1,0.6,5.6,georgia
John FitzPatrick,FR,TE,11,1,22,22.00,0,0.1,2.0,georgia
Jaylen Johnson,FR,WR,3,2,20,10.00,0,0.7,6.7,georgia
Zamir White,FR,RB,13,2,20,10.00,0,0.2,1.5,georgia
Willie Erdman,JR,WR,2,2,14,7.00,0,1.0,7.0,georgia
Prather Hudson,JR,RB,14,1,14,14.00,0,0.1,1.0,georgia
Trey Blount,JR,WR,4,1,13,13.00,0,0.3,3.3,georgia
Kenny McIntosh,FR,RB,11,1,3,3.00,0,0.1,0.3,georgia
Tommy Bush,FR,WR,1,1,1,1.00,0,1.0,1.0,georgia
Mark Michaud,SR,WR,13,16,271,16.94,4,1.2,20.8,georgia_southern
Malik Murray,JR,WR,13,20,195,9.75,3,1.5,15.0,georgia_southern
Darion Anderson,JR,WR,12,4,116,29.00,2,0.3,9.7,georgia_southern
Khaleb Hood,FR,WR,13,8,98,12.25,0,0.6,7.5,georgia_southern
Wesley Kennedy III,JR,RB,9,10,92,9.20,0,1.1,10.2,georgia_southern
Colby Ransom,SR,WR,13,6,83,13.83,0,0.5,6.4,georgia_southern
NaJee Thompson,SO,WR,13,6,67,11.17,0,0.5,5.2,georgia_southern
J.D. King,JR,RB,12,2,14,7.00,0,0.2,1.2,georgia_southern
Dexter Carter Jr.,JR,WR,12,1,13,13.00,0,0.1,1.1,georgia_southern
Cam Brown,JR,TE,13,2,11,5.50,0,0.2,0.8,georgia_southern
Logan Wright,SO,RB,5,2,7,3.50,0,0.4,1.4,georgia_southern
Anthony Beck II,FR,P,13,1,7,7.00,0,0.1,0.5,georgia_southern
Matt LaRoche,SO,RB,12,2,-6,-3.00,0,0.2,-0.5,georgia_southern
Cornelius McCoy,SO,WR,13,70,757,10.81,5,5.4,58.2,georgia_state
Sam Pinckney,FR,WR,9,36,460,12.78,5,4.0,51.1,georgia_state
Roger Carter,JR,TE,13,28,334,11.93,3,2.2,25.7,georgia_state
Devin Gentry,SR,WR,13,25,286,11.44,2,1.9,22.0,georgia_state
Aubry Payne,JR,TE,12,13,204,15.69,6,1.1,17.0,georgia_state
Jonathan Ifedi,JR,WR,11,19,193,10.16,0,1.7,17.5,georgia_state
Terrance Dixon,SO,WR,4,9,82,9.11,1,2.3,20.5,georgia_state
Matlin Marshall,JR,WR,13,10,75,7.50,0,0.8,5.8,georgia_state
Tra Barnett,SR,RB,13,16,69,4.31,0,1.2,5.3,georgia_state
Destin Coates,SO,RB,10,7,60,8.57,0,0.7,6.0,georgia_state
Cadarrius Thompson,FR,WR,8,2,36,18.00,0,0.3,4.5,georgia_state
Jamari Thrash,FR,WR,3,2,17,8.50,0,0.7,5.7,georgia_state
Donavon Grier,SO,WR,2,1,4,4.00,0,0.5,2.0,georgia_state
Ahmarean Brown,FR,WR,12,21,396,18.86,7,1.8,33.0,georgia_tech
Adonicas Sanders,SO,WR,12,19,249,13.11,0,1.6,20.8,georgia_tech
Malachi Carter,SO,WR,12,16,240,15.00,2,1.3,20.0,georgia_tech
Tyler Davis,SR,TE,12,17,148,8.71,1,1.4,12.3,georgia_tech
Jalen Camp,SR,WR,5,7,134,19.14,1,1.4,26.8,georgia_tech
Tobias Oliver,SO,QB,12,11,106,9.64,1,0.9,8.8,georgia_tech
Jerry Howard Jr.,JR,RB,12,6,92,15.33,1,0.5,7.7,georgia_tech
Nathan Cottrell,SR,RB,12,3,60,20.00,1,0.3,5.0,georgia_tech
Josh Blancato,SO,WR,10,2,53,26.50,0,0.2,5.3,georgia_tech
Dylan Deveney,FR,TE,12,6,48,8.00,0,0.5,4.0,georgia_tech
Jordan Mason,SO,RB,12,7,43,6.14,0,0.6,3.6,georgia_tech
Dontae Smith,FR,RB,8,2,13,6.50,0,0.3,1.6,georgia_tech
Jamious Griffin,FR,RB,10,2,11,5.50,0,0.2,1.1,georgia_tech
Dylan Leonard,FR,TE,10,2,6,3.00,0,0.2,0.6,georgia_tech
Peje' Harris,FR,WR,10,1,4,4.00,0,0.1,0.4,georgia_tech
Jair Hawkins-Anderson,JR,DB,2,1,2,2.00,0,0.5,1.0,georgia_tech
Pressley Harvin III,JR,P,12,1,2,2.00,0,0.1,0.2,georgia_tech
JoJo Ward,SR,WR,15,65,1134,17.45,11,4.3,75.6,hawai'i
Jared Smart,JR,WR,15,87,1129,12.98,5,5.8,75.3,hawai'i
Cedric Byrd II,SR,WR,15,98,1097,11.19,10,6.5,73.1,hawai'i
Jason-Matthew Sharsh,SR,WR,15,87,913,10.49,5,5.8,60.9,hawai'i
Melquise Stovall,JR,WR,5,18,248,13.78,4,3.6,49.6,hawai'i
Nick Mardner,FR,WR,12,5,169,33.80,2,0.4,14.1,hawai'i
Kumoku Noa,JR,WR,2,4,120,30.00,1,2.0,60.0,hawai'i
Lincoln Victor,FR,WR,12,10,86,8.60,3,0.8,7.2,hawai'i
James Phillips,SO,WR,4,5,52,10.40,0,1.3,13.0,hawai'i
Robert Funkhouser,FR,WR,5,4,36,9.00,1,0.8,7.2,hawai'i
Dayton Furuta,SR,RB,6,6,24,4.00,0,1.0,4.0,hawai'i
Mekel Ealy,FR,WR,2,1,19,19.00,0,0.5,9.5,hawai'i
Miles Reed,SO,RB,15,3,16,5.33,0,0.2,1.1,hawai'i
Fred Holly III,JR,RB,12,2,7,3.50,0,0.2,0.6,hawai'i
John Johnson,JR,WR,6,1,6,6.00,0,0.2,1.0,hawai'i
Marquez Stevenson,JR,WR,12,52,907,17.44,9,4.3,75.6,houston
Jeremy Singleton,SO,WR,12,26,381,14.65,3,2.2,31.8,houston
Tre'von Bradley,SO,WR,12,16,326,20.38,1,1.3,27.2,houston
Christian Trahan,SO,TE,12,22,244,11.09,1,1.8,20.3,houston
Keith Corbin,SR,WR,5,11,192,17.45,2,2.2,38.4,houston
Courtney Lark,SR,WR,11,7,140,20.00,2,0.6,12.7,houston
Kyle Porter,JR,RB,11,13,128,9.85,1,1.2,11.6,houston
Bryson Smith,SO,WR,10,9,62,6.89,0,0.9,6.2,houston
Patrick Carr,SR,RB,6,7,38,5.43,0,1.2,6.3,houston
Chandler Smith,JR,RB,9,5,8,1.60,0,0.6,0.9,houston
Terrell Brown,FR,RB,3,1,6,6.00,0,0.3,2.0,houston
Cole McGowan,JR,WR,12,2,5,2.50,0,0.2,0.4,houston
Kelan Walker,FR,RB,11,1,4,4.00,0,0.1,0.4,houston
Shane Creamer,SO,TE,12,2,4,2.00,0,0.2,0.3,houston
Terry Mark,SR,WR,11,1,0,0.00,0,0.1,0.0,houston
Mulbah Car,SR,RB,4,1,-5,-5.00,0,0.3,-1.3,houston
Josh Imatorbhebhe,JR,WR,11,33,634,19.21,9,3.0,57.6,illinois
Donny Navarro,SO,WR,13,27,345,12.78,2,2.1,26.5,illinois
Daniel Barker,SO,TE,13,18,273,15.17,4,1.4,21.0,illinois
Ricky Smalling,JR,WR,7,24,225,9.38,1,3.4,32.1,illinois
Justice Williams,SR,TE,13,14,136,9.71,1,1.1,10.5,illinois
Casey Washington,FR,WR,10,11,132,12.00,0,1.1,13.2,illinois
Trevon Sidney,JR,WR,5,16,123,7.69,1,3.2,24.6,illinois
Caleb Reams,SR,WR,5,10,108,10.80,0,2.0,21.6,illinois
Dominic Stampley,JR,WR,9,9,101,11.22,0,1.0,11.2,illinois
Dre Brown,SR,RB,13,10,82,8.20,0,0.8,6.3,illinois
Ra'Von Bonner,JR,RB,12,4,67,16.75,1,0.3,5.6,illinois
Trenard Davis,SR,WR,4,2,43,21.50,0,0.5,10.8,illinois
Kyron Cumby,FR,WR,4,2,31,15.50,0,0.5,7.8,illinois
Reggie Corbin,SR,RB,12,3,28,9.33,0,0.3,2.3,illinois
Carlos Sandy,SO,WR,1,4,22,5.50,0,4.0,22.0,illinois
Richie Petitbon,SR,OL,12,0,14,-,0,0.0,1.2,illinois
Griffin Palmer,JR,TE,13,2,14,7.00,0,0.2,1.1,illinois
Jordan Holmes,SO,WR,9,1,10,10.00,0,0.1,1.1,illinois
Isaiah Williams,FR,QB,4,3,9,3.00,0,0.8,2.3,illinois
Kenyon Sims,FR,RB,5,2,7,3.50,0,0.4,1.4,illinois
Luke Ford,SO,TE,1,1,6,6.00,0,1.0,6.0,illinois
Jakari Norwood,FR,RB,6,2,-1,-0.50,0,0.3,-0.2,illinois
Whop Philyor,JR,WR,12,70,1002,14.31,5,5.8,83.5,indiana
Peyton Hendershot,SO,TE,13,52,622,11.96,4,4.0,47.8,indiana
Ty Fryfogle,JR,WR,13,45,604,13.42,3,3.5,46.5,indiana
Nick Westbrook,SR,WR,13,42,572,13.62,5,3.2,44.0,indiana
Donavan Hale,SR,WR,12,22,373,16.95,3,1.8,31.1,indiana
Stevie Scott III,SO,RB,13,26,211,8.12,1,2.0,16.2,indiana
Miles Marshall,FR,WR,13,16,196,12.25,1,1.2,15.1,indiana
David Ellis,FR,WR,13,16,173,10.81,0,1.2,13.3,indiana
Ronnie Walker Jr.,SO,RB,13,12,112,9.33,1,0.9,8.6,indiana
Matt Bjorson,SO,TE,13,7,36,5.14,1,0.5,2.8,indiana
Turon Ivy Jr.,FR,TE,10,3,24,8.00,0,0.3,2.4,indiana
Sampson James,FR,RB,13,2,21,10.50,0,0.2,1.6,indiana
Gary Cooper,FR,TE,4,2,15,7.50,0,0.5,3.8,indiana
Cole Gest,JR,RB,4,5,-1,-0.20,0,1.3,-0.3,indiana
Luke Shayotovich,FR,WR,3,1,-3,-3.00,0,0.3,-1.0,indiana
Ihmir Smith-Marsette,JR,WR,13,44,722,16.41,5,3.4,55.5,iowa
"Tyrone Tracy, Jr.",FR,WR,13,36,589,16.36,3,2.8,45.3,iowa
Brandon Smith,JR,WR,9,37,439,11.86,5,4.1,48.8,iowa
Nico Ragaini,FR,WR,13,46,439,9.54,2,3.5,33.8,iowa
Sam LaPorta,FR,TE,12,15,188,12.53,0,1.3,15.7,iowa
Tyler Goodson,FR,RB,13,24,166,6.92,0,1.8,12.8,iowa
Mekhi Sargent,JR,RB,13,14,138,9.86,0,1.1,10.6,iowa
Nate Wieting,SR,TE,11,10,117,11.70,0,0.9,10.6,iowa
Shaun Beyer,JR,TE,13,7,117,16.71,0,0.5,9.0,iowa
Oliver Martin,SO,WR,8,5,28,5.60,1,0.6,3.5,iowa
Ivory Kelly-Martin,JR,RB,4,2,25,12.50,0,0.5,6.3,iowa
Toren Young,JR,RB,12,1,7,7.00,0,0.1,0.6,iowa
Brady Ross,SR,FB,13,1,4,4.00,0,0.1,0.3,iowa
Max Cooper,JR,WR,8,1,-3,-3.00,0,0.1,-0.4,iowa
Deshaunte Jones,SR,WR,13,76,877,11.54,2,5.8,67.5,iowa_state
Tarique Milton,SO,WR,13,35,722,20.63,3,2.7,55.5,iowa_state
Charlie Kolar,SO,TE,13,51,697,13.67,7,3.9,53.6,iowa_state
La'Michael Pettway,SR,WR,13,55,676,12.29,6,4.2,52.0,iowa_state
Breece Hall,FR,RB,12,23,252,10.96,1,1.9,21.0,iowa_state
Sean Shaw Jr.,FR,WR,11,15,231,15.40,5,1.4,21.0,iowa_state
Chase Allen,JR,TE,13,17,167,9.82,2,1.3,12.8,iowa_state
Landen Akers,JR,WR,13,9,109,12.11,0,0.7,8.4,iowa_state
Dylan Soehner,JR,TE,12,7,107,15.29,1,0.6,8.9,iowa_state
Sheldon Croney Jr.,SR,RB,12,10,60,6.00,0,0.8,5.0,iowa_state
Darren Wilson,SO,WR,13,5,59,11.80,0,0.4,4.5,iowa_state
Johnnie Lang,SO,RB,12,8,54,6.75,1,0.7,4.5,iowa_state
Joe Scates,FR,WR,10,2,25,12.50,1,0.2,2.5,iowa_state
Kene Nwangwu,JR,RB,13,1,8,8.00,0,0.1,0.6,iowa_state
Re-al Mitchell,FR,QB,5,1,3,3.00,0,0.2,0.6,iowa_state
Andrew Parchment,JR,WR,12,65,831,12.78,7,5.4,69.3,kansas
Stephon Robinson Jr.,JR,WR,12,45,727,16.16,8,3.8,60.6,kansas
Daylon Charlot,SR,WR,12,33,413,12.52,2,2.8,34.4,kansas
Kwamie Lassiter II,JR,WR,12,34,352,10.35,1,2.8,29.3,kansas
Pooka Williams Jr.,SO,RB,12,27,214,7.93,2,2.3,17.8,kansas
James Sosinski,SR,TE,7,7,72,10.29,1,1.0,10.3,kansas
Jack Luavasa,JR,TE,12,6,46,7.67,1,0.5,3.8,kansas
Mason Fairchild,FR,TE,11,2,32,16.00,0,0.2,2.9,kansas
Velton Gardner,FR,RB,10,6,24,4.00,0,0.6,2.4,kansas
Takulve Williams,SO,WR,11,4,24,6.00,1,0.4,2.2,kansas
Evan Fairs,JR,WR,2,1,21,21.00,0,0.5,10.5,kansas
Quan Hampton,SO,WR,7,2,19,9.50,1,0.3,2.7,kansas
Spencer Roe,FR,FB,8,1,2,2.00,1,0.1,0.3,kansas
Ben Miles,SO,FB,12,1,2,2.00,0,0.1,0.2,kansas
Khalil Herbert,SR,RB,4,1,-1,-1.00,0,0.3,-0.3,kansas
Dalton Schoen,SR,WR,13,37,579,15.65,4,2.8,44.5,kansas_state
Malik Knowles,FR,WR,11,27,397,14.70,3,2.5,36.1,kansas_state
Wykeen Gill,JR,WR,11,16,273,17.06,2,1.5,24.8,kansas_state
Phillip Brooks,FR,WR,12,26,253,9.73,1,2.2,21.1,kansas_state
Nick Lenners,SO,TE,13,13,163,12.54,1,1.0,12.5,kansas_state
Chabastin Taylor,SO,WR,13,10,161,16.10,1,0.8,12.4,kansas_state
Jordon Brown,SR,RB,11,14,138,9.86,0,1.3,12.5,kansas_state
Landry Weber,SO,WR,13,7,117,16.71,0,0.5,9.0,kansas_state
Samuel Wheeler,FR,TE,7,4,78,19.50,0,0.6,11.1,kansas_state
Joshua Youngblood,FR,WR,13,9,73,8.11,0,0.7,5.6,kansas_state
James Gilbert,SR,RB,11,6,49,8.17,0,0.5,4.5,kansas_state
Jax Dineen,FR,FB,12,3,24,8.00,0,0.3,2.0,kansas_state
Harry Trotter,JR,RB,13,3,16,5.33,0,0.2,1.2,kansas_state
Seth Porter,FR,WR,13,1,12,12.00,0,0.1,0.9,kansas_state
