name,yr,pos,g,att,yards,avg.,td,att/g,yards/g,team_name
Drew Morgan,SR,WR,13,4,8,2.00,0,0.31,0.62,arkansas
Keon Hatcher,SR,WR,12,4,7,1.75,0,0.33,0.58,arkansas
Connor McPherson,JR,RB,1,2,4,2.00,0,2.00,4.00,arkansas
Ty Storey,FR,QB,3,2,-17,-8.50,0,0.67,-5.67,arkansas
Austin Allen,JR,QB,13,65,-126,-1.94,2,5.00,-9.69,arkansas
Warren Wand,SO,RB,13,200,879,4.40,7,15.38,67.62,arkansas_state
Johnston White,JR,RB,12,105,472,4.50,5,8.75,39.33,arkansas_state
Chad Voytik,SR,QB,11,79,164,2.08,4,7.18,14.91,arkansas_state
Justice Hansen,SO,QB,13,79,131,1.66,1,6.08,10.08,arkansas_state
Daryl Rollins-Davis,SO,RB,11,23,104,4.52,1,2.09,9.45,arkansas_state
Armond Weh-Weh,JR,RB,2,5,29,5.80,1,2.50,14.50,arkansas_state
Logan Moragne,SO,RB,13,9,22,2.44,0,0.69,1.69,arkansas_state
Cam Echols-Luper,JR,WR,13,7,8,1.14,0,0.54,0.62,arkansas_state
Darveon Brown,FR,WR,9,1,7,7.00,0,0.11,0.78,arkansas_state
Jamal Jones,FR,RB,2,3,-1,-0.33,0,1.50,-0.50,arkansas_state
Christian Booker,JR,WR,9,1,-3,-3.00,0,0.11,-0.33,arkansas_state
Sterling Stowers,JR,WR,13,1,-20,-20.00,0,0.08,-1.54,arkansas_state
Andy Davidson,SO,RB,13,190,961,5.06,12,14.62,73.92,army
Ahmad Bradshaw,JR,QB,12,185,826,4.46,8,15.42,68.83,army
Darnell Woolfolk,SO,RB,11,109,600,5.50,9,9.91,54.55,army
Jordan Asberry,SO,RB,13,57,421,7.39,5,4.38,32.38,army
Kell Walker,FR,RB,13,58,378,6.52,2,4.46,29.08,army
Tyler Campbell,SO,RB,12,34,326,9.59,2,2.83,27.17,army
Chris Carter,SO,QB,9,43,263,6.12,2,4.78,29.22,army
Cole Macek,SO,RB,8,35,254,7.26,3,4.38,31.75,army
Malik McGue,FR,QB,11,20,128,6.40,1,1.82,11.64,army
Joe Walker,SR,RB,12,6,88,14.67,0,0.50,7.33,army
Elijah St. Hilaire,SR,RB,12,11,70,6.36,1,0.92,5.83,army
John Trainor,JR,RB,11,11,53,4.82,0,1.00,4.82,army
Christian Drake,SO,RB,8,7,34,4.86,0,0.88,4.25,army
Kevin Hicks,FR,RB,1,3,17,5.67,1,3.00,17.00,army
Connor Slomka,FR,RB,1,2,10,5.00,0,2.00,10.00,army
Ryan Velez,FR,RB,1,1,8,8.00,0,1.00,8.00,army
J.D. Mote,SO,P,6,0,7,-,0,-,-,army
PaulAndrew Rhoden,SR,RB,5,3,7,2.33,0,0.60,1.40,army
Glen Coates,FR,WR,11,1,5,5.00,0,0.09,0.45,army
Nick Schrage,SO,K,8,1,-10,-10.00,0,0.13,-1.25,army
Kamryn Pettway,SO,RB,10,209,1224,5.86,7,20.90,122.40,auburn
Kerryon Johnson,SO,RB,12,182,895,4.92,11,15.17,74.58,auburn
John Franklin III,JR,QB,13,46,430,9.35,2,3.54,33.08,auburn
Kam Martin,FR,RB,10,44,320,7.27,3,4.40,32.00,auburn
Stanton Truitt,SO,RB,11,31,187,6.03,2,2.82,17.00,auburn
Sean White,SO,QB,11,55,163,2.96,2,5.00,14.82,auburn
Eli Stove,FR,WR,12,11,131,11.91,1,0.92,10.92,auburn
Malik Miller,FR,RB,3,16,69,4.31,1,5.33,23.00,auburn
Jeremy Johnson,SR,QB,5,15,33,2.20,2,3.00,6.60,auburn
Damian Lewis,SR,RB,2,8,28,3.50,0,4.00,14.00,auburn
Cedric Chambers,SO,RB,1,4,20,5.00,0,4.00,20.00,auburn
Daniel Carlson,JR,K,13,1,20,20.00,1,0.08,1.54,auburn
Chandler Cox,SO,FB,12,7,15,2.14,1,0.58,1.25,auburn
Tyler Queen,FR,QB,2,1,11,11.00,0,0.50,5.50,auburn
Johnathan Ford,SR,DB,12,2,6,3.00,0,0.17,0.50,auburn
Ryan Davis,SO,WR,13,3,5,1.67,0,0.23,0.38,auburn
Jason Smith,JR,WR,10,1,0,0.00,0,0.10,0.00,auburn
James Gilbert,SO,RB,12,251,1332,5.31,12,20.92,111.00,ball_state
Riley Neal,SO,QB,11,127,540,4.25,8,11.55,49.09,ball_state
Darian Green,JR,RB,8,57,311,5.46,1,7.13,38.88,ball_state
Teddy Williamson,SR,RB,11,40,181,4.53,2,3.64,16.45,ball_state
Malik Dunner,FR,RB,10,24,152,6.33,1,2.40,15.20,ball_state
Jack Milas,JR,QB,12,4,69,17.25,0,0.33,5.75,ball_state
KeVonn Mabon,SR,WR,12,12,64,5.33,1,1.00,5.33,ball_state
Terence Williams,SO,RB,12,185,1048,5.66,11,15.42,87.33,baylor
Shock Linwood,SR,RB,11,138,751,5.44,2,12.55,68.27,baylor
JaMycal Hasty,FR,RB,12,119,623,5.24,3,9.92,51.92,baylor
Seth Russell,SR,QB,9,94,506,5.38,8,10.44,56.22,baylor
Wyatt Schrepfer,JR,RB,6,32,111,3.47,0,5.33,18.50,baylor
Blake Lynch,FR,WR,11,12,80,6.67,0,1.09,7.27,baylor
Ishmael Zamora,SO,WR,10,5,27,5.40,0,0.50,2.70,baylor
Preston Heard,FR,QB,3,4,23,5.75,0,1.33,7.67,baylor
Chris Platt,SO,WR,13,1,8,8.00,0,0.08,0.62,baylor
Lynx Hawthorne,SR,WR,11,5,7,1.40,0,0.45,0.64,baylor
Dwyer Bucey,FR,RB,2,3,4,1.33,0,1.50,2.00,baylor
Tony Nicholson,FR,WR,13,1,3,3.00,0,0.08,0.23,baylor
Jared Atkinson,FR,WR,9,1,1,1.00,0,0.11,0.11,baylor
Zach Smith,FR,QB,10,25,-26,-1.04,1,2.50,-2.60,baylor
Jeremy McNichols,JR,RB,13,314,1709,5.44,23,24.15,131.46,boise_state
Alexander Mattison,FR,RB,13,67,328,4.90,4,5.15,25.23,boise_state
Devan Demas,SR,RB,8,15,57,3.80,0,1.88,7.13,boise_state
Thomas Sperbeck,SR,WR,13,11,53,4.82,0,0.85,4.08,boise_state
Cory Young,SO,RB,5,10,48,4.80,0,2.00,9.60,boise_state
Ryan Wolpin,JR,RB,13,13,39,3.00,0,1.00,3.00,boise_state
Akilian Butler,SO,WR,10,3,33,11.00,0,0.30,3.30,boise_state
Sean Wale,SR,P,13,1,29,29.00,0,0.08,2.23,boise_state
Cedrick Wilson,JR,WR,13,3,7,2.33,0,0.23,0.54,boise_state
Thomas Stuart,JR,QB,3,1,2,2.00,0,0.33,0.67,boise_state
Chaz Anderson,SR,WR,13,2,-7,-3.50,0,0.15,-0.54,boise_state
Brett Rypien,SO,QB,13,48,-16,-0.33,2,3.69,-1.23,boise_state
Jon Hilliman,SO,RB,12,184,542,2.95,6,15.33,45.17,boston_college
Davon Jones,FR,RB,13,91,361,3.97,2,7.00,27.77,boston_college
Myles Willis,SR,RB,13,49,301,6.14,1,3.77,23.15,boston_college
Patrick Towles,SR,QB,13,115,294,2.56,4,8.85,22.62,boston_college
Jeff Smith,SO,WR,13,35,199,5.69,1,2.69,15.31,boston_college
Richard Wilson,SO,RB,7,40,136,3.40,2,5.71,19.43,boston_college
Tyler Rouse,SR,RB,13,24,87,3.63,0,1.85,6.69,boston_college
Michael Walker,SO,WR,13,8,41,5.13,0,0.62,3.15,boston_college
Darius Wade,SO,QB,9,7,6,0.86,0,0.78,0.67,boston_college
Thadd Smith,JR,WR,13,2,4,2.00,0,0.15,0.31,boston_college
Fred Coppet,SR,RB,12,204,1030,5.05,8,17.00,85.83,bowling_green
Josh Cleveland,JR,RB,11,101,649,6.43,2,9.18,59.00,bowling_green
Donovan Wilson,JR,RB,12,110,503,4.57,5,9.17,41.92,bowling_green
Terence Stephens Jr.,FR,RB,9,13,41,3.15,0,1.44,4.56,bowling_green
Joseph Davidson,JR,P,12,1,24,24.00,0,0.08,2.00,bowling_green
Ronnie Moore,SR,WR,12,8,21,2.63,2,0.67,1.75,bowling_green
Marquis Zimmerman,FR,WR,10,1,8,8.00,0,0.10,0.80,bowling_green
Deric Phouthavong,SO,WR,12,1,6,6.00,0,0.08,0.50,bowling_green
Leonard Skattebo,JR,FB,12,2,4,2.00,1,0.17,0.33,bowling_green
James Knapke,SR,QB,6,14,-39,-2.79,0,2.33,-6.50,bowling_green
James Morgan,FR,QB,12,45,-72,-1.60,0,3.75,-6.00,bowling_green
Jordan Johnson,SR,RB,12,200,1040,5.20,6,16.67,86.67,buffalo
Tyree Jackson,FR,QB,10,99,399,4.03,5,9.90,39.90,buffalo
Johnathan Hawkins,SO,RB,12,74,338,4.57,1,6.17,28.17,buffalo
Grant Rohach,SR,QB,9,35,44,1.26,0,3.89,4.89,buffalo
Emmanuel Reed,FR,RB,2,7,33,4.71,0,3.50,16.50,buffalo
Jamarl Eiland,JR,WR,12,1,4,4.00,0,0.08,0.33,buffalo
Malcolm Robinson,SR,WR,12,1,0,0.00,0,0.08,0.00,buffalo
Jamaal Williams,SR,RB,10,234,1375,5.88,12,23.40,137.50,byu
Taysom Hill,SR,QB,12,136,599,4.40,8,11.33,49.92,byu
Squally Canada,SO,RB,12,74,315,4.26,2,6.17,26.25,byu
KJ Hall,FR,RB,4,35,184,5.26,2,8.75,46.00,byu
Harvey Langi,SR,LB,13,20,79,3.95,2,1.54,6.08,byu
Algernon Brown,SR,RB,13,16,43,2.69,0,1.23,3.31,byu
Tanner Mangum,SO,QB,7,9,22,2.44,1,1.29,3.14,byu
Tanner Balderree,JR,TE,13,0,11,-,0,-,-,byu
Colby Hansen,JR,RB,3,4,10,2.50,0,1.33,3.33,byu
Micah Hannemann,JR,DB,13,1,4,4.00,0,0.08,0.31,byu
Colby Pearson,SR,WR,13,1,3,3.00,0,0.08,0.23,byu
Brayden El-Bakri,SO,RB,13,2,2,1.00,1,0.15,0.15,byu
Aleva Hifo,FR,WR,13,2,0,0.00,0,0.15,0.00,byu
Jonny Linehan,SR,P,13,1,-3,-3.00,0,0.08,-0.23,byu
Khalfani Muhammad,SR,RB,11,152,827,5.44,2,13.82,75.18,california
Tre Watson,JR,RB,12,143,709,4.96,4,11.92,59.08,california
Vic Enwere,JR,RB,6,61,336,5.51,2,10.17,56.00,california
Patrick Laird,SO,RB,12,8,59,7.38,1,0.67,4.92,california
Billy McCrary III,SO,RB,11,6,39,6.50,0,0.55,3.55,california
Melquise Stovall,FR,WR,10,3,10,3.33,0,0.30,1.00,california
Malik McMorris,SO,TE,12,2,4,2.00,1,0.17,0.33,california
Ross Bowers,FR,QB,1,1,2,2.00,0,1.00,2.00,california
Bug Rivera,SR,WR,12,2,-4,-2.00,0,0.17,-0.33,california
Davis Webb,SR,QB,12,33,-110,-3.33,6,2.75,-9.17,california
Devon Spalding,JR,RB,11,138,758,5.49,6,12.55,68.91,central_michigan
Jahray Hayes,SR,RB,13,144,486,3.38,9,11.08,37.38,central_michigan
Jonathan Ward,FR,RB,8,36,200,5.56,2,4.50,25.00,central_michigan
Mark Chapman,JR,WR,13,6,71,11.83,0,0.46,5.46,central_michigan
Matt Krause,FR,RB,7,4,20,5.00,0,0.57,2.86,central_michigan
Corey Willis,JR,WR,13,2,4,2.00,0,0.15,0.31,central_michigan
Jay Roberson,JR,RB,3,3,1,0.33,0,1.00,0.33,central_michigan
Jake Johnson,FR,QB,1,1,-3,-3.00,0,1.00,-3.00,central_michigan
Cooper Rush,SR,QB,13,68,-21,-0.31,1,5.23,-1.62,central_michigan
Kalif Phillips,SR,RB,11,189,907,4.80,4,17.18,82.45,charlotte
Robert Washington,FR,RB,12,97,489,5.04,5,8.08,40.75,charlotte
Hasaan Klugh,SO,QB,11,89,426,4.79,8,8.09,38.73,charlotte
Ben LeMay,FR,RB,10,34,175,5.15,0,3.40,17.50,charlotte
Matt Johnson,SR,RB,11,37,145,3.92,0,3.36,13.18,charlotte
Austin Duke,SR,WR,12,11,40,3.64,0,0.92,3.33,charlotte
Lee McNeill,SR,QB,11,1,6,6.00,0,0.09,0.55,charlotte
Bradan Smith,SR,RB,3,3,4,1.33,0,1.00,1.33,charlotte
Chris Montgomery,JR,WR,12,4,2,0.50,1,0.33,0.17,charlotte
Arthur Hart,JR,P,11,1,1,1.00,0,0.09,0.09,charlotte
Kevin Olsen,JR,QB,6,16,-59,-3.69,0,2.67,-9.83,charlotte
Tion Green,SR,RB,12,159,743,4.67,2,13.25,61.92,cincinnati
Mike Boone,JR,RB,9,105,388,3.70,2,11.67,43.11,cincinnati
Kahlil Lewis,SO,WR,12,9,107,11.89,0,0.75,8.92,cincinnati
Deionte Buckley,SR,RB,11,19,97,5.11,0,1.73,8.82,cincinnati
Hayden Moore,SO,QB,7,53,45,0.85,2,7.57,6.43,cincinnati
Chad Banschbach,JR,RB,10,9,27,3.00,0,0.90,2.70,cincinnati
Ross Trail,FR,QB,4,19,14,0.74,2,4.75,3.50,cincinnati
Avery Johnson,SO,WR,10,2,10,5.00,0,0.20,1.00,cincinnati
Taylor Boose,FR,RB,4,2,9,4.50,0,0.50,2.25,cincinnati
Jerron Rollins,FR,WR,11,1,3,3.00,0,0.09,0.27,cincinnati
Devin Gray,JR,WR,12,3,-2,-0.67,0,0.25,-0.17,cincinnati
Josiah Deguara,FR,TE,11,1,-2,-2.00,0,0.09,-0.18,cincinnati
Gunner Kiel,SR,QB,7,7,-4,-0.57,0,1.00,-0.57,cincinnati
Wayne Gallman,JR,RB,15,232,1133,4.88,17,15.47,75.53,clemson
Deshaun Watson,JR,QB,15,165,629,3.81,9,11.00,41.93,clemson
Tavien Feaster,FR,RB,12,37,221,5.97,2,3.08,18.42,clemson
C.J. Fuller,SO,RB,15,47,211,4.49,0,3.13,14.07,clemson
Adam Choice,SO,RB,11,45,158,3.51,0,4.09,14.36,clemson
Tyshon Dye,JR,RB,7,21,109,5.19,1,3.00,15.57,clemson
Nick Schuessler,SR,QB,6,9,31,3.44,0,1.50,5.17,clemson
Ray-Ray McCloud,SO,WR,14,5,28,5.60,0,0.36,2.00,clemson
Kelly Bryant,SO,QB,4,12,22,1.83,1,3.00,5.50,clemson
Artavis Scott,JR,WR,15,6,11,1.83,0,0.40,0.73,clemson
Christian Wilkins,SO,DL,15,1,10,10.00,0,0.07,0.67,clemson
Tucker Israel,FR,QB,2,1,2,2.00,0,0.50,1.00,clemson
Phillip Lindsay,JR,TB,14,244,1252,5.13,16,17.43,89.43,colorado
Sefo Liufau,SR,QB,12,165,494,2.99,8,13.75,41.17,colorado
Kyle Evans,SO,TB,14,84,346,4.12,3,6.00,24.71,colorado
Steven Montez,FR,QB,11,52,231,4.44,1,4.73,21.00,colorado
Donovan Lee,JR,TB,11,28,97,3.46,0,2.55,8.82,colorado
Beau Bisharat,FR,TB,14,15,45,3.00,0,1.07,3.21,colorado
Troy Lewis,SO,TB,1,9,33,3.67,0,9.00,33.00,colorado
Michael Adkins II,JR,TB,3,10,30,3.00,1,3.33,10.00,colorado
Jordan Gehrke,SR,QB,4,1,23,23.00,0,0.25,5.75,colorado
Shay Fields,JR,WR,14,1,12,12.00,0,0.07,0.86,colorado
Jay MacIntyre,SO,WR,14,4,12,3.00,0,0.29,0.86,colorado
Anthony Julmisse,FR,WR,14,1,10,10.00,0,0.07,0.71,colorado
Devin Ross,JR,WR,14,3,10,3.33,0,0.21,0.71,colorado
Dalyn Dawkins,JR,RB,12,161,919,5.71,4,13.42,76.58,colorado_state
Izzy Matthews,SO,RB,13,153,734,4.80,13,11.77,56.46,colorado_state
"Marvin Kinsey, Jr.",FR,RB,12,93,546,5.87,7,7.75,45.50,colorado_state
Detrich Clark,JR,WR,13,36,247,6.86,3,2.77,19.00,colorado_state
Faton Bauta,SR,QB,10,19,124,6.53,0,1.90,12.40,colorado_state
Anthony Hawkins,FR,WR,13,11,81,7.36,0,0.85,6.23,colorado_state
Nick Stevens,JR,QB,10,15,53,3.53,2,1.50,5.30,colorado_state
Collin Hill,FR,QB,6,26,49,1.88,1,4.33,8.17,colorado_state
Bryce Peters,JR,RB,11,11,43,3.91,0,1.00,3.91,colorado_state
Robert Ruiz,SR,WR,13,1,15,15.00,0,0.08,1.15,colorado_state
Michael Gallup,JR,WR,13,4,15,3.75,0,0.31,1.15,colorado_state
Olabisi Johnson,SO,WR,13,1,13,13.00,0,0.08,1.00,colorado_state
Hayden Hunt,SR,P,12,1,6,6.00,0,0.08,0.50,colorado_state
J.C. Robles,FR,QB,2,1,0,0.00,0,0.50,0.00,colorado_state
Arkeel Newsome,JR,RB,12,147,715,4.86,5,12.25,59.58,connecticut
Bryant Shirreffs,JR,QB,9,144,326,2.26,2,16.00,36.22,connecticut
Ron Johnson,JR,RB,12,72,242,3.36,4,6.00,20.17,connecticut
"Noel Thomas, Jr.",SR,WR,12,13,60,4.62,0,1.08,5.00,connecticut
Donovan Williams,FR,QB,3,31,52,1.68,0,10.33,17.33,connecticut
Jason Thompson,SO,RB,12,3,20,6.67,0,0.25,1.67,connecticut
Garrett Anderson,SR,QB,9,5,-4,-0.80,0,0.56,-0.44,connecticut
Shaun Wilson,JR,RB,12,151,623,4.13,4,12.58,51.92,duke
Daniel Jones,FR,QB,12,141,486,3.45,7,11.75,40.50,duke
Jela Duncan,SR,RB,7,88,450,5.11,6,12.57,64.29,duke
Joseph Ajeigbe,JR,RB,12,42,161,3.83,1,3.50,13.42,duke
Parker Boehme,JR,QB,5,12,64,5.33,1,2.40,12.80,duke
Zach Boden,SR,RB,11,12,37,3.08,0,1.09,3.36,duke
Nicodem Pierre,SO,RB,5,7,22,3.14,0,1.40,4.40,duke
Quay Mann,JR,RB,12,7,13,1.86,0,0.58,1.08,duke
Quentin Harris,FR,QB,1,3,9,3.00,0,3.00,9.00,duke
Griffin Carter,SO,RB,1,1,4,4.00,0,1.00,4.00,duke
Johnathan Lloyd,SO,WR,12,1,3,3.00,0,0.08,0.25,duke
T.J. Rahming,SO,WR,12,1,-1,-1.00,0,0.08,-0.08,duke
Austin Parker,FR,P,7,2,-12,-6.00,0,0.29,-1.71,duke
James Summers,SR,WR,12,162,869,5.36,7,13.50,72.42,east_carolina
Anthony Scott,JR,RB,8,79,384,4.86,2,9.88,48.00,east_carolina
Devin Anderson,SO,RB,11,57,258,4.53,2,5.18,23.45,east_carolina
Philip Nelson,SR,QB,10,62,57,0.92,2,6.20,5.70,east_carolina
Zay Jones,SR,WR,12,4,24,6.00,0,0.33,2.00,east_carolina
Shawn Furlow,SO,RB,12,5,23,4.60,0,0.42,1.92,east_carolina
Deondre Farrier,FR,WR,11,1,17,17.00,0,0.09,1.55,east_carolina
Quay Johnson,JR,WR,12,4,9,2.25,0,0.33,0.75,east_carolina
Hussein Howe,FR,RB,12,3,7,2.33,0,0.25,0.58,east_carolina
Messiah Rice,SO,OL,10,0,1,-,0,-,-,east_carolina
Worth Gregory,SR,P,12,1,-15,-15.00,0,0.08,-1.25,east_carolina
Gardner Minshew,SO,QB,7,20,-36,-1.80,0,2.86,-5.14,east_carolina
Ian Eriksen,SO,RB,11,184,771,4.19,9,16.73,70.09,eastern_michigan
Breck Turner,FR,RB,10,77,417,5.42,4,7.70,41.70,eastern_michigan
Blake Banham,SO,RB,9,61,294,4.82,2,6.78,32.67,eastern_michigan
Brogan Roback,JR,QB,10,63,223,3.54,2,6.30,22.30,eastern_michigan
Todd Porter,JR,QB,5,41,173,4.22,1,8.20,34.60,eastern_michigan
Shaq Vann,SO,RB,2,21,166,7.90,2,10.50,83.00,eastern_michigan
Sergio Bailey II,JR,WR,13,3,22,7.33,0,0.23,1.69,eastern_michigan
Alec Hullibarger,SO,RB,13,3,16,5.33,0,0.23,1.23,eastern_michigan
Willie Parker,FR,RB,5,10,12,1.20,1,2.00,2.40,eastern_michigan
Eddie Daugherty,SO,WR,13,2,12,6.00,0,0.15,0.92,eastern_michigan
Mathew Sexton,FR,WR,8,1,9,9.00,0,0.13,1.13,eastern_michigan
Antoine Porter,JR,WR,12,1,0,0.00,0,0.08,0.00,eastern_michigan
Isaac Holder,FR,WR,13,1,-4,-4.00,0,0.08,-0.31,eastern_michigan
Jordan Scarlett,SO,RB,13,179,889,4.97,6,13.77,68.38,florida
Lamical Perine,FR,RB,13,91,421,4.63,1,7.00,32.38,florida
Mark Thompson,JR,RB,12,68,299,4.40,2,5.67,24.92,florida
Jordan Cronkrite,SO,RB,11,31,145,4.68,1,2.82,13.18,florida
Antonio Callaway,SO,WR,12,5,32,6.40,1,0.42,2.67,florida
Brandon Powell,JR,WR,13,7,6,0.86,0,0.54,0.46,florida
Mark Herndon,SR,RB,8,2,3,1.50,0,0.25,0.38,florida
Josh Hammond,FR,WR,13,1,1,1.00,0,0.08,0.08,florida
Johnny Townsend,JR,P,13,1,-11,-11.00,0,0.08,-0.85,florida
Luke Del Rio,SO,QB,6,16,-43,-2.69,0,2.67,-7.17,florida
Austin Appleby,SR,QB,9,41,-45,-1.10,0,4.56,-5.00,florida
Devin Singletary,FR,RB,12,151,1016,6.73,12,12.58,84.67,florida_atlantic
"Gregory Howell, Jr.",JR,RB,12,168,833,4.96,13,14.00,69.42,florida_atlantic
Jason Driskel,SO,QB,12,80,242,3.03,4,6.67,20.17,florida_atlantic
"Kerrith Whyte, Jr.",FR,RB,11,43,145,3.37,1,3.91,13.18,florida_atlantic
Henry Bussey III,JR,WR,12,3,17,5.67,0,0.25,1.42,florida_atlantic
Jay Warren,SR,RB,10,7,16,2.29,1,0.70,1.60,florida_atlantic
