name,yr,pos,g,att,yards,avg.,td,att/g,yards/g,team_name
T.J. Hammonds,SR,WR,8,14,101,7.21,0,1.75,12.63,arkansas
Treylon Burks,SO,WR,9,15,75,5.00,0,1.67,8.33,arkansas
KJ Jefferson,FR,QB,5,28,67,2.39,2,5.60,13.40,arkansas
De’Vion Warren,SR,WR,7,4,35,8.75,0,0.57,5.00,arkansas
Jack Lindsey,SR,QB,5,1,20,20.00,0,0.20,4.00,arkansas
A’Montae Spivey,FR,RB,4,4,11,2.75,0,1.00,2.75,arkansas
Mike Woods,JR,WR,10,1,2,2.00,0,0.10,0.20,arkansas
Malik Hornsby,FR,QB,1,2,-1,-0.50,0,2.00,-1.00,arkansas
Jamal Jones,SR,RB,11,132,578,4.38,3,12.00,52.55,arkansas_state
Lincoln Pare,FR,RB,9,72,450,6.25,1,8.00,50.00,arkansas_state
Marcel Murray,JR,RB,5,47,158,3.36,1,9.40,31.60,arkansas_state
Ryan Graham,JR,RB,8,28,110,3.93,1,3.50,13.75,arkansas_state
Isaiah Azubuike,SO,RB,6,18,57,3.17,1,3.00,9.50,arkansas_state
Josh Edwards,FR,RB,3,6,28,4.67,0,2.00,9.33,arkansas_state
Logan Bonner,JR,QB,11,34,25,0.74,0,3.09,2.27,arkansas_state
Layne Hatcher,SO,QB,11,43,15,0.35,0,3.91,1.36,arkansas_state
Javonis Isaac,SR,TE,11,1,-14,-14.00,0,0.09,-1.27,arkansas_state
Leroy Deshazor,JR,WR,7,1,-17,-17.00,0,0.14,-2.43,arkansas_state
Tyhier Tyler,SO,QB,7,139,578,4.16,5,19.86,82.57,army
Jakobi Buchanan,SO,RB,11,111,474,4.27,6,10.09,43.09,army
Tyrell Robinson,FR,RB,12,60,424,7.07,0,5.00,35.33,army
Christian Anderson,JR,QB,7,94,419,4.46,4,13.43,59.86,army
Anthony Adkins,SO,RB,10,51,302,5.92,4,5.10,30.20,army
Sandon McCoy,SR,RB,11,86,268,3.12,10,7.82,24.36,army
Jemel Jones,SO,QB,5,42,238,5.67,3,8.40,47.60,army
Cade Barnard,JR,RB,11,25,119,4.76,1,2.27,10.82,army
Artice Hobbs IV,SR,RB,9,17,106,6.24,0,1.89,11.78,army
A.J. Howard,JR,RB,12,15,75,5.00,0,1.25,6.25,army
Tyson Riley,FR,RB,7,13,59,4.54,0,1.86,8.43,army
Wilson Catoe,JR,LB,12,1,47,47.00,0,0.08,3.92,army
Maurice Bellan,SO,RB,7,13,46,3.54,0,1.86,6.57,army
Braheam Murphy,SO,RB,10,7,38,5.43,1,0.70,3.80,army
Reikan Donaldson,SO,WR,10,1,29,29.00,0,0.10,2.90,army
Brandon Walters,JR,RB,12,5,22,4.40,0,0.42,1.83,army
Cade Ballard,FR,QB,3,9,20,2.22,1,3.00,6.67,army
Jordan Blackman,SR,WR,3,2,19,9.50,1,0.67,6.33,army
Christian Parrish,FR,QB,3,5,16,3.20,0,1.67,5.33,army
Ay'Juan Marshall,FR,RB,9,6,8,1.33,0,0.67,0.89,army
Justin Lescouflair,SO,RB,3,1,4,4.00,0,0.33,1.33,army
Arik Smith,JR,LB,12,1,-2,-2.00,0,0.08,-0.17,army
Tank Bigsby,FR,RB,10,138,834,6.04,5,13.80,83.40,auburn
Bo Nix,SO,QB,11,108,388,3.59,7,9.82,35.27,auburn
Shaun Shivers,JR,RB,8,62,276,4.45,1,7.75,34.50,auburn
D.J. Williams,SO,RB,9,38,199,5.24,3,4.22,22.11,auburn
Mark-Antony Richards,FR,RB,4,20,76,3.80,0,5.00,19.00,auburn
Eli Stove,SR,WR,10,7,51,7.29,0,0.70,5.10,auburn
J.J. Pegues,FR,TE,11,5,14,2.80,0,0.45,1.27,auburn
Grant Loy,SR,QB,3,2,2,1.00,0,0.67,0.67,auburn
Anthony Schwartz,JR,WR,10,4,-6,-1.50,0,0.40,-0.60,auburn
Caleb Huntley,SR,RB,3,80,437,5.46,6,26.67,145.67,ball_state
Tye Evans,SO,RB,8,80,360,4.50,2,10.00,45.00,ball_state
Will Jones,JR,RB,6,69,276,4.00,2,11.50,46.00,ball_state
Justin Hall,SR,WR,7,30,231,7.70,1,4.29,33.00,ball_state
Donny Marcus,FR,RB,5,15,82,5.47,0,3.00,16.40,ball_state
Drew Plitt,SR,QB,8,80,49,0.61,4,10.00,6.13,ball_state
Jalen McGaughy,FR,WR,7,2,3,1.50,0,0.29,0.43,ball_state
Antwan Davis,SR,WR,8,1,1,1.00,0,0.13,0.13,ball_state
Craig Williams,FR,RB,4,26,197,7.58,2,6.50,49.25,baylor
Charlie Brewer,SR,QB,9,107,154,1.44,4,11.89,17.11,baylor
John Lovett,SR,RB,5,45,130,2.89,1,9.00,26.00,baylor
Qualan Jones,FR,RB,7,34,124,3.65,0,4.86,17.71,baylor
Trestan Ebner,SR,RB,9,50,107,2.14,1,5.56,11.89,baylor
Taye McWilliams,FR,RB,5,13,68,5.23,0,2.60,13.60,baylor
Gerry Bohanon,SO,QB,2,4,19,4.75,0,2.00,9.50,baylor
Jonah White,FR,RB,2,5,17,3.40,0,2.50,8.50,baylor
Jacob Zeno,FR,QB,1,4,13,3.25,0,4.00,13.00,baylor
Josh Fleeks,JR,WR,8,5,7,1.40,0,0.63,0.88,baylor
Gavin Holmes,SO,WR,9,1,-3,-3.00,0,0.11,-0.33,baylor
Andrew Van Buren,JR,RB,7,111,382,3.44,8,15.86,54.57,boise_state
Khalil Shakir,JR,WR,7,17,148,8.71,0,2.43,21.14,boise_state
George Holani,SO,RB,4,19,108,5.68,1,4.75,27.00,boise_state
Danny Smith,SO,RB,2,12,38,3.17,0,6.00,19.00,boise_state
Jack Sears,JR,QB,3,9,38,4.22,1,3.00,12.67,boise_state
Riley Smith,SO,TE,7,4,36,9.00,0,0.57,5.14,boise_state
Cade Fennegan,FR,QB,3,9,20,2.22,0,3.00,6.67,boise_state
Tyler Crowe,FR,RB,6,5,20,4.00,0,0.83,3.33,boise_state
Stefan Cobbs,SO,WR,7,2,11,5.50,0,0.29,1.57,boise_state
CT Thomas,SR,WR,7,4,4,1.00,0,0.57,0.57,boise_state
Andy Peters,FR,QB,1,1,1,1.00,0,1.00,1.00,boise_state
Garrett Curran,SO,OL,7,1,-4,-4.00,0,0.14,-0.57,boise_state
Hank Bachmeier,SO,QB,5,27,-6,-0.22,2,5.40,-1.20,boise_state
Connor Riddle,SO,WR,6,1,-9,-9.00,0,0.17,-1.50,boise_state
David Bailey,JR,RB,10,127,503,3.96,7,12.70,50.30,boston_college
Travis Levy,SR,RB,10,99,321,3.24,0,9.90,32.10,boston_college
Phil Jurkovec,SO,QB,10,77,150,1.95,3,7.70,15.00,boston_college
Pat Garwo III,FR,RB,7,33,122,3.70,0,4.71,17.43,boston_college
Zay Flowers,SO,WR,11,11,41,3.73,1,1.00,3.73,boston_college
Dennis Grosel,JR,QB,3,7,22,3.14,0,2.33,7.33,boston_college
Terion Stewart,FR,RB,4,37,295,7.97,4,9.25,73.75,bowling_green
Andrew Clair,JR,RB,4,52,266,5.12,0,13.00,66.50,bowling_green
Bryson Denley,SR,RB,5,39,146,3.74,0,7.80,29.20,bowling_green
Trevon Raymore,FR,RB,3,23,108,4.70,0,7.67,36.00,bowling_green
Jhaylin Embry,FR,WR,3,6,50,8.33,0,2.00,16.67,bowling_green
Matt McDonald,JR,QB,5,27,39,1.44,1,5.40,7.80,bowling_green
Taron Keith,FR,RB,1,4,17,4.25,0,4.00,17.00,bowling_green
Jaret Patterson,JR,RB,6,141,1072,7.60,19,23.50,178.67,buffalo
"Kevin Marks, Jr.",JR,RB,7,112,741,6.62,7,16.00,105.86,buffalo
"Ron Cook, Jr.",SO,RB,7,20,81,4.05,0,2.86,11.57,buffalo
Tajay Ahmed,SO,RB,3,1,44,44.00,1,0.33,14.67,buffalo
Kyle Vantrease,JR,QB,7,11,38,3.45,4,1.57,5.43,buffalo
Caron Robinson,FR,RB,1,5,36,7.20,0,5.00,36.00,buffalo
Dylan McDuffie,SO,RB,3,1,4,4.00,0,0.33,1.33,buffalo
Matt Myers,SO,QB,3,3,3,1.00,1,1.00,1.00,buffalo
Tyler Allgeier,SO,RB,11,150,1130,7.53,13,13.64,102.73,byu
Lopini Katoa,JR,RB,11,84,444,5.29,5,7.64,40.36,byu
Zach Wilson,JR,QB,12,70,254,3.63,10,5.83,21.17,byu
Miles Davis,FR,RB,4,15,96,6.40,2,3.75,24.00,byu
Kavika Fonua,SR,LB,11,16,69,4.31,0,1.45,6.27,byu
Dax Milne,JR,WR,12,11,67,6.09,0,0.92,5.58,byu
Jackson McChesney,FR,RB,1,11,56,5.09,1,11.00,56.00,byu
Ryan Rehkow,FR,P,12,1,49,49.00,0,0.08,4.08,byu
Sione Finau,SO,RB,6,12,48,4.00,0,2.00,8.00,byu
Chris Jackson,JR,WR,8,9,43,4.78,0,1.13,5.38,byu
Baylor Romney,SO,QB,7,7,21,3.00,0,1.00,3.00,byu
Kody Epps,FR,WR,6,2,18,9.00,0,0.33,3.00,byu
Gunner Romney,JR,WR,10,6,15,2.50,1,0.60,1.50,byu
Masen Wake,SO,TE,12,5,15,3.00,2,0.42,1.25,byu
Talmage Gunther,FR,WR,12,2,8,4.00,0,0.17,0.67,byu
Chase Wester,JR,RB,1,1,4,4.00,0,1.00,4.00,byu
Terence Fall,FR,WR,3,1,2,2.00,0,0.33,0.67,byu
Neil Pau'u,JR,WR,12,5,-1,-0.20,0,0.42,-0.08,byu
Damien Moore,FR,RB,4,38,194,5.11,0,9.50,48.50,california
Marcel Dancy,SR,RB,4,31,156,5.03,0,7.75,39.00,california
Chase Garbers,JR,QB,4,39,75,1.92,2,9.75,18.75,california
Christopher Brown Jr.,JR,RB,3,21,65,3.10,1,7.00,21.67,california
Bradrick Shaw,SR,RB,3,11,18,1.64,1,3.67,6.00,california
Nikko Remigio,JR,WR,4,3,11,3.67,0,0.75,2.75,california
Chris Street,FR,RB,2,1,2,2.00,0,0.50,1.00,california
Lew Nichols III,FR,RB,6,78,508,6.51,4,13.00,84.67,central_michigan
Kobe Lewis,JR,RB,6,105,468,4.46,6,17.50,78.00,central_michigan
Kalil Pimpleton,JR,WR,6,16,134,8.38,3,2.67,22.33,central_michigan
Ty Brock,JR,QB,5,25,118,4.72,2,5.00,23.60,central_michigan
Darius Bracy,JR,RB,5,15,95,6.33,0,3.00,19.00,central_michigan
Zahir Swann,FR,RB,4,1,12,12.00,0,0.25,3.00,central_michigan
Daedae Hill,FR,DB,6,1,2,2.00,0,0.17,0.33,central_michigan
Daniel Richardson,FR,QB,4,14,-14,-1.00,1,3.50,-3.50,central_michigan
Tre Harbison III,SR,RB,6,80,337,4.21,4,13.33,56.17,charlotte
Aaron McAllister,SR,RB,5,37,254,6.86,3,7.40,50.80,charlotte
Dom Shoffner,JR,QB,4,21,101,4.81,0,5.25,25.25,charlotte
Victor Tucker,JR,WR,6,8,86,10.75,0,1.33,14.33,charlotte
Calvin Camp,JR,RB,6,19,86,4.53,1,3.17,14.33,charlotte
Chavon McEachern,FR,RB,3,11,43,3.91,1,3.67,14.33,charlotte
Chris Reynolds,JR,QB,6,50,36,0.72,0,8.33,6.00,charlotte
Micaleous Elder,SO,WR,6,8,23,2.88,2,1.33,3.83,charlotte
Connor Bowler,JR,P,6,1,-33,-33.00,0,0.17,-5.50,charlotte
Gerrid Doaks,SR,RB,9,144,673,4.67,7,16.00,74.78,cincinnati
Desmond Ridder,JR,QB,10,98,592,6.04,12,9.80,59.20,cincinnati
Jerome Ford,FR,RB,10,73,483,6.62,8,7.30,48.30,cincinnati
Charles McClelland,JR,RB,4,22,115,5.23,0,5.50,28.75,cincinnati
Cameron Young,SR,RB,2,2,87,43.50,1,1.00,43.50,cincinnati
Ben Bryant,SO,QB,8,6,65,10.83,1,0.75,8.13,cincinnati
Ryan Montgomery,SO,RB,10,15,41,2.73,0,1.50,4.10,cincinnati
Joel Dublanko,SR,LB,10,1,29,29.00,0,0.10,2.90,cincinnati
Tre Tucker,SO,WR,10,4,25,6.25,0,0.40,2.50,cincinnati
Tyler Scott,FR,ATH,10,1,20,20.00,0,0.10,2.00,cincinnati
Michael Lindauer,FR,QB,2,2,15,7.50,0,1.00,7.50,cincinnati
James Smith,SR,P,10,1,9,9.00,0,0.10,0.90,cincinnati
Evan Prater,FR,QB,1,2,4,2.00,0,2.00,4.00,cincinnati
Michael Young Jr.,JR,WR,10,1,-6,-6.00,0,0.10,-0.60,cincinnati
Travis Etienne,SR,RB,12,168,914,5.44,14,14.00,76.17,clemson
Trevor Lawrence,JR,QB,10,68,203,2.99,8,6.80,20.30,clemson
Lyn-J Dixon,JR,RB,10,42,190,4.52,2,4.20,19.00,clemson
Chez Mellusi,SO,RB,10,27,151,5.59,3,2.70,15.10,clemson
Darien Rencher,SR,RB,12,24,137,5.71,1,2.00,11.42,clemson
Kobe Pace,FR,RB,9,18,75,4.17,0,2.00,8.33,clemson
D.J. Uiagalelei,FR,QB,10,28,60,2.14,4,2.80,6.00,clemson
Michel Dukes,SO,RB,8,8,55,6.88,0,1.00,6.88,clemson
Demarkcus Bowman,FR,RB,2,9,32,3.56,0,4.50,16.00,clemson
Taisun Phommachanh,FR,QB,4,7,25,3.57,0,1.75,6.25,clemson
Brannon Spector,FR,WR,11,2,21,10.50,0,0.18,1.91,clemson
Will Spiers,SR,P,12,1,6,6.00,0,0.08,0.50,clemson
Sylvester Mayers,JR,RB,3,1,2,2.00,0,0.33,0.67,clemson
Nyles Pinckney,SR,DT,12,1,1,1.00,1,0.08,0.08,clemson
Hunter Helms,FR,QB,3,2,-7,-3.50,0,0.67,-2.33,clemson
CJ Marable,SR,RB,12,169,887,5.25,12,14.08,73.92,coastal_carolina
Grayson McCall,FR,QB,11,111,569,5.13,7,10.09,51.73,coastal_carolina
Reese White,SO,RB,12,88,478,5.43,6,7.33,39.83,coastal_carolina
Shermari Jones,JR,RB,12,84,398,4.74,3,7.00,33.17,coastal_carolina
Fred Payton,JR,QB,9,15,82,5.47,0,1.67,9.11,coastal_carolina
Baden Pinson,JR,RB,12,13,82,6.31,1,1.08,6.83,coastal_carolina
Braydon Bennett,FR,RB,4,6,47,7.83,1,1.50,11.75,coastal_carolina
CJ Beasley,FR,RB,1,8,44,5.50,0,8.00,44.00,coastal_carolina
Tyson Mobley,FR,WR,5,2,25,12.50,0,0.40,5.00,coastal_carolina
Isaiah Connelly,FR,RB,1,6,23,3.83,0,6.00,23.00,coastal_carolina
Bryce Carpenter,JR,QB,8,4,11,2.75,0,0.50,1.38,coastal_carolina
Jarrett Guest,FR,QB,1,1,6,6.00,0,1.00,6.00,coastal_carolina
Jarek Broussard,SO,TB,6,156,895,5.74,5,26.00,149.17,colorado
Sam Noyer,SR,QB,6,52,208,4.00,5,8.67,34.67,colorado
Brendon Lewis,FR,QB,2,9,73,8.11,1,4.50,36.50,colorado
Jaren Mangham,SO,TB,4,23,35,1.52,2,5.75,8.75,colorado
Joe Davis,SO,TB,6,18,34,1.89,0,3.00,5.67,colorado
Ashaad Clayton,FR,TB,3,7,31,4.43,2,2.33,10.33,colorado
Tyler Lytle,JR,QB,2,1,15,15.00,0,0.50,7.50,colorado
K.D. Nixon,SR,WR,5,1,5,5.00,0,0.20,1.00,colorado
Dimitri Stanley,SO,WR,6,1,-1,-1.00,0,0.17,-0.17,colorado
A'Jon Vivens,SO,WR,4,49,210,4.29,1,12.25,52.50,colorado_state
"Marcus McElroy, Jr.",SR,RB,4,41,110,2.68,3,10.25,27.50,colorado_state
Todd Centeio,JR,QB,3,25,92,3.68,0,8.33,30.67,colorado_state
Christian Hunter,SO,RB,2,8,37,4.63,0,4.00,18.50,colorado_state
Dante Wright,SO,WR,3,9,36,4.00,0,3.00,12.00,colorado_state
Patrick O'Brien,SR,QB,4,23,10,0.43,2,5.75,2.50,colorado_state
Thomas Pannunzio,JR,WR,4,1,1,1.00,0,0.25,0.25,colorado_state
Mataeo Durant,JR,RB,11,120,817,6.81,8,10.91,74.27,duke
Deon Jackson,SR,RB,11,161,682,4.24,5,14.64,62.00,duke
Jordan Waters,FR,RB,11,16,100,6.25,2,1.45,9.09,duke
Chase Brice,JR,QB,11,91,89,0.98,1,8.27,8.09,duke
Luca Diamont,FR,QB,1,12,60,5.00,0,12.00,60.00,duke
Eli Pancol,SO,WR,11,4,20,5.00,1,0.36,1.82,duke
Gunnar Holmberg,SO,QB,6,23,9,0.39,1,3.83,1.50,duke
Noah Gray,SR,TE,10,2,3,1.50,0,0.20,0.30,duke
Daniel Karlin,SR,QB,1,1,1,1.00,1,1.00,1.00,duke
Jalon Calhoun,SO,WR,11,1,-4,-4.00,0,0.09,-0.36,duke
Chris Katrenick,JR,QB,1,3,-6,-2.00,0,3.00,-6.00,duke
Rahjai Harris,FR,RB,8,128,624,4.88,4,16.00,78.00,east_carolina
Keaton Mitchell,FR,RB,9,88,443,5.03,2,9.78,49.22,east_carolina
"Darius Pinnix, Jr.",JR,RB,6,44,120,2.73,2,7.33,20.00,east_carolina
Holton Ahlers,JR,QB,8,54,109,2.02,1,6.75,13.63,east_carolina
Mason Garcia,FR,QB,3,19,87,4.58,1,6.33,29.00,east_carolina
Tyler Snead,SO,WR,9,3,68,22.67,1,0.33,7.56,east_carolina
Chase Hayden,JR,RB,3,16,62,3.88,0,5.33,20.67,east_carolina
Jsi Hatfield,SO,WR,6,4,36,9.00,0,0.67,6.00,east_carolina
Luke Larsen,FR,P,5,1,25,25.00,0,0.20,5.00,east_carolina
Darius Boone Jr.,FR,RB,3,44,254,5.77,2,14.67,84.67,eastern_michigan
Preston Hutchinson,JR,QB,6,87,192,2.21,8,14.50,32.00,eastern_michigan
Samson Evans,SO,RB,4,41,185,4.51,1,10.25,46.25,eastern_michigan
Trey Bess III,FR,RB,4,16,102,6.38,0,4.00,25.50,eastern_michigan
DJ Smith,FR,RB,4,18,18,1.00,0,4.50,4.50,eastern_michigan
Jairus Grissom,JR,QB,2,5,16,3.20,0,2.50,8.00,eastern_michigan
Karmi Mackey,SO,RB,1,3,11,3.67,0,3.00,11.00,eastern_michigan
Brian Dooley,SO,OL,6,1,-6,-6.00,0,0.17,-1.00,eastern_michigan
Dameon Pierce,JR,RB,12,106,503,4.75,4,8.83,41.92,florida
Malik Davis,JR,RB,12,66,310,4.70,0,5.50,25.83,florida
Emory Jones,SO,QB,9,32,217,6.78,2,3.56,24.11,florida
Nay'Quan Wright,FR,RB,11,54,213,3.94,2,4.91,19.36,florida
Kadarius Toney,SR,ATH,11,19,161,8.47,1,1.73,14.64,florida
Anthony Richardson,FR,QB,5,7,61,8.71,0,1.40,12.20,florida
Kyle Trask,SR,QB,12,64,50,0.78,3,5.33,4.17,florida
Lorenzo Lingard,SO,RB,9,5,32,6.40,0,0.56,3.56,florida
Iverson Clement,SO,RB,5,5,29,5.80,0,1.00,5.80,florida
Jacob Copeland,SO,WR,11,1,17,17.00,0,0.09,1.55,florida
Trevon Grimes,SR,WR,11,1,4,4.00,0,0.09,0.36,florida
Trent Whittemore,FR,WR,9,1,-2,-2.00,0,0.11,-0.22,florida
James Charles,SR,RB,9,92,429,4.66,4,10.22,47.67,florida_atlantic
Javion Posey,FR,QB,6,58,403,6.95,3,9.67,67.17,florida_atlantic
Malcolm Davidson,JR,RB,6,42,298,7.10,2,7.00,49.67,florida_atlantic
Nick Tronti,JR,QB,9,70,139,1.99,2,7.78,15.44,florida_atlantic
BJ Emmons,SR,RB,4,37,116,3.14,1,9.25,29.00,florida_atlantic
Larry McCammon III,SO,RB,2,17,79,4.65,0,8.50,39.50,florida_atlantic
"Kelvin Dean, Jr.",FR,RB,9,19,44,2.32,0,2.11,4.89,florida_atlantic
Willie Wright,SR,WR,8,6,41,6.83,0,0.75,5.13,florida_atlantic
Jordan Merrell,JR,WR,9,4,41,10.25,0,0.44,4.56,florida_atlantic
LaJohntay Wester,FR,WR,9,8,34,4.25,0,0.89,3.78,florida_atlantic
"Willie Taggart, Jr.",FR,QB,7,6,7,1.17,0,0.86,1.00,florida_atlantic
Daniel Leconte,JR,RB,4,2,-2,-1.00,0,0.50,-0.50,florida_atlantic
D'vonte Price,SR,RB,5,85,581,6.84,4,17.00,116.20,florida_international
Shaun Peterson Jr.,SO,RB,3,28,168,6.00,2,9.33,56.00,florida_international
Kaylan Wiggins,JR,QB,3,16,79,4.94,1,5.33,26.33,florida_international
Lexington Joseph,SO,RB,3,8,30,3.75,0,2.67,10.00,florida_international
Maleek Williams,JR,RB,3,5,20,4.00,0,1.67,6.67,florida_international
Nate Jefferson,FR,WR,5,1,7,7.00,1,0.20,1.40,florida_international
EJ Wilson Jr.,FR,RB,4,5,-1,-0.20,0,1.25,-0.25,florida_international
Max Bortenschlager,SR,QB,5,10,-25,-2.50,0,2.00,-5.00,florida_international
Stone Norton,FR,QB,5,17,-71,-4.18,0,3.40,-14.20,florida_international
Jordan Travis,SO,QB,8,97,559,5.76,7,12.13,69.88,florida_state
Jashaun Corbin,SO,RB,9,81,401,4.95,5,9.00,44.56,florida_state
La’Damian Webb,SO,RB,7,69,369,5.35,3,9.86,52.71,florida_state
Lawrance Toafili,FR,RB,8,37,356,9.62,2,4.63,44.50,florida_state
Chubba Purdy,FR,QB,3,19,57,3.00,0,6.33,19.00,florida_state
Treshaun Ward,FR,RB,2,2,54,27.00,1,1.00,27.00,florida_state
Ontaria Wilson,JR,WR,9,4,32,8.00,0,0.44,3.56,florida_state
Ja’Khi Douglas,FR,RB,8,6,11,1.83,0,0.75,1.38,florida_state
Deonté Sheffield,JR,RB,9,1,2,2.00,0,0.11,0.22,florida_state
Wyatt Rector,SO,TE,9,1,1,1.00,1,0.11,0.11,florida_state
Tamorrion Terry,JR,WR,5,2,0,0.00,0,0.40,0.00,florida_state
Keyshawn Helton,JR,WR,9,1,0,0.00,0,0.11,0.00,florida_state
James Blackman,JR,QB,4,18,-11,-0.61,0,4.50,-2.75,florida_state
Tate Rodemaker,FR,QB,4,8,-13,-1.63,0,2.00,-3.25,florida_state
Ronnie Rivers,SR,RB,6,100,507,5.07,7,16.67,84.50,fresno_state
Jordan Mims,JR,RB,6,28,145,5.18,1,4.67,24.17,fresno_state
