name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name
Payton Thorne,JR,QB,13,265,162,61.1,1755,6.6,16,10,129.14,20.4,135.0,auburn
Robby Ashford,SO,QB,10,27,14,51.9,145,5.4,2,2,106.59,2.7,14.5,auburn
Hank Brown,FR,QB,1,9,7,77.8,132,14.7,0,0,200.98,9.0,132.0,auburn
Holden Geriner,FR,QB,5,15,5,33.3,75,5.0,0,1,62.00,3.0,15.0,auburn
Jarquez Hunter,JR,RB,12,1,1,100.0,2,2.0,0,0,116.80,0.1,0.2,auburn
Layne Hatcher,SR,QB,7,98,64,65.3,582,5.9,4,1,126.63,14.0,83.1,ball_state
Kiael Kelly,SO,QB,12,124,66,53.2,577,4.7,2,3,92.80,10.3,48.1,ball_state
Kadin Semonza,FR,QB,4,82,50,61.0,480,5.9,3,5,110.02,20.5,120.0,ball_state
Blake Shapen,JR,QB,8,298,184,61.7,2188,7.3,13,3,135.80,37.3,273.5,baylor
Sawyer Robertson,SO,QB,6,117,66,56.4,864,7.4,2,4,117.24,19.5,144.0,baylor
RJ Martinez,JR,QB,3,24,12,50.0,110,4.6,0,0,88.50,8.0,36.7,baylor
Drake Dabney,SR,TE,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,baylor
Isaiah Hankins,SO,K,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,baylor
Jordan Nabors,SO,WR,9,1,1,100.0,-6,-6.0,0,0,49.60,0.1,-0.7,baylor
Taylen Green,SO,QB,13,212,121,57.1,1752,8.3,11,9,135.13,16.3,134.8,boise_state
Maddux Madsen,FR,QB,9,132,81,61.4,1191,9.0,9,3,155.10,14.7,132.3,boise_state
CJ Tiller,FR,QB,2,21,12,57.1,117,5.6,0,1,94.42,10.5,58.5,boise_state
James Ferguson-Reynolds,SO,P,14,1,1,100.0,21,21.0,0,0,276.40,0.1,1.5,boise_state
Chase Penry,SO,WR,4,1,1,100.0,17,17.0,0,0,242.80,0.3,4.3,boise_state
Thomas Castellanos,SO,QB,13,330,189,57.3,2248,6.8,15,14,121.01,25.4,172.9,boston_college
Emmett Morehead,SO,QB,4,30,15,50.0,124,4.1,0,0,84.72,7.5,31.0,boston_college
Ryan O'Keefe,SR,WR,5,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,boston_college
Connor Bazelak,SR,QB,11,278,168,60.4,1935,7.0,12,7,128.10,25.3,175.9,bowling_green
Camden Orth,SR,QB,12,68,39,57.4,486,7.1,5,5,126.93,5.7,40.5,bowling_green
Hayden Timosciek,FR,QB,2,10,6,60.0,33,3.3,0,2,47.72,5.0,16.5,bowling_green
Harold Fannin Jr.,SO,TE,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,bowling_green
Cole Snyder,SR,QB,12,372,203,54.6,2108,5.7,13,9,108.86,31.0,175.7,buffalo
CJ Ogbonna,JR,QB,8,21,8,38.1,87,4.1,1,2,69.56,2.6,10.9,buffalo
Tadd Barr,SR,WR,12,1,1,100.0,27,27.0,0,0,326.80,0.1,2.3,buffalo
Kedon Slovis,SR,QB,8,266,153,57.5,1716,6.5,12,6,122.09,33.3,214.5,byu
Jake Retzlaff,JR,QB,4,125,63,50.4,648,5.2,3,3,97.07,31.3,162.0,byu
Parker Kingston,FR,WR,12,2,2,100.0,63,31.5,2,0,694.60,0.2,5.3,byu
Ryan Rehkow,JR,P,12,1,1,100.0,36,36.0,0,0,402.40,0.1,3.0,byu
LJ Martin,FR,RB,10,1,1,100.0,2,2.0,0,0,116.80,0.1,0.2,byu
Fernando Mendoza,FR,QB,9,243,153,63.0,1708,7.0,14,10,132.78,27.0,189.8,california
Ben Finley,SO,QB,7,94,54,57.4,572,6.1,3,4,110.58,13.4,81.7,california
Sam Jackson V,SO,QB,5,97,51,52.6,556,5.7,5,2,113.62,19.4,111.2,california
Jase Bauer,SO,QB,12,287,163,56.8,1881,6.6,12,8,120.07,23.9,156.8,central_michigan
"Bert Emanuel, Jr.",FR,QB,6,37,19,51.4,286,7.7,3,3,126.82,6.2,47.7,central_michigan
Jake Walrath,SR,P,12,1,1,100.0,49,49.0,0,0,511.60,0.1,4.1,central_michigan
Trexler Ivey,SO,QB,11,203,112,55.2,1263,6.2,4,10,104.08,18.5,114.8,charlotte
Jalon Jones,SR,QB,10,109,67,61.5,646,5.9,2,4,109.98,10.9,64.6,charlotte
Steven Johnson,FR,QB,1,6,3,50.0,67,11.2,1,1,165.47,6.0,67.0,charlotte
Dom Shoffner,SR,QB,3,9,4,44.4,37,4.1,0,1,56.75,3.0,12.3,charlotte
Emory Jones,SR,QB,12,322,197,61.2,2219,6.9,18,10,131.30,26.8,184.9,cincinnati
Brady Lichtenberg,SO,QB,7,34,19,55.9,252,7.4,2,1,131.67,4.9,36.0,cincinnati
Braden Smith,SR,WR,12,3,1,33.3,30,10.0,0,0,117.33,0.3,2.5,cincinnati
Ryan Montgomery,SR,RB,8,1,1,100.0,7,7.0,1,0,488.80,0.1,0.9,cincinnati
Cade Klubnik,SO,QB,13,454,290,63.9,2844,6.3,19,9,126.35,34.9,218.8,clemson
Hunter Helms,JR,QB,4,12,9,75.0,83,6.9,0,0,133.10,3.0,20.8,clemson
Paul Tyson,SR,QB,2,4,3,75.0,42,10.5,1,0,245.70,2.0,21.0,clemson
Phil Mafah,JR,RB,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,clemson
Grayson McCall,SR,QB,7,224,151,67.4,1919,8.6,10,6,148.74,32.0,274.1,coastal_carolina
Ethan Vasko,FR,QB,8,122,76,62.3,779,6.4,7,1,133.23,15.3,97.4,coastal_carolina
Jarrett Guest,SR,QB,6,61,44,72.1,696,11.4,7,2,199.28,10.2,116.0,coastal_carolina
Blake Boda,FR,QB,3,1,1,100.0,14,14.0,0,0,217.60,0.3,4.7,coastal_carolina
Kyre Duplessis,JR,WR,13,2,1,50.0,-7,-3.5,0,0,20.60,0.2,-0.5,coastal_carolina
Shedeur Sanders,JR,QB,11,430,298,69.3,3230,7.5,27,3,151.72,39.1,293.6,colorado
Ryan Staub,FR,QB,3,40,23,57.5,254,6.4,1,0,119.09,13.3,84.7,colorado
Jimmy Horn Jr.,JR,WR,12,1,1,100.0,30,30.0,1,0,682.00,0.1,2.5,colorado
Gavin Kuld,JR,QB,2,3,1,33.3,22,7.3,0,1,28.26,1.5,11.0,colorado
Brayden Fowler-Nicolosi,FR,QB,12,470,292,62.1,3460,7.4,22,16,132.61,39.2,288.3,colorado_state
Clay Millen,SO,QB,1,24,15,62.5,110,4.6,0,1,92.67,24.0,110.0,colorado_state
Tory Horton,SR,WR,12,3,2,66.7,72,24.0,1,1,311.60,0.3,6.0,colorado_state
Giles Pooler,SO,QB,1,1,1,100.0,24,24.0,1,0,631.60,1.0,24.0,colorado_state
Jackson Brousseau,FR,QB,1,2,1,50.0,12,6.0,0,0,100.40,2.0,12.0,colorado_state
Dane Olson,SR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,colorado_state
Ta'Quan Roberson,JR,QB,11,338,197,58.3,2075,6.1,12,6,118.02,30.7,188.6,connecticut
Joe Fagnano,SR,QB,2,35,18,51.4,173,4.9,0,1,87.24,17.5,86.5,connecticut
Cam Edwards,SO,RB,9,1,1,100.0,24,24.0,0,0,301.60,0.1,2.7,connecticut
Zion Turner,SO,QB,2,5,2,40.0,8,1.6,0,0,53.44,2.5,4.0,connecticut
Pryce Yates,SO,DL,12,1,1,100.0,4,4.0,0,0,133.60,0.1,0.3,connecticut
Alex Honig,SO,TE,2,1,0,0.0,0,0.0,0,0,0.00,0.5,0.0,connecticut
Riley Leonard,JR,QB,7,165,95,57.6,1102,6.7,3,3,116.04,23.6,157.4,duke
Grayson Loftis,FR,QB,8,163,91,55.8,1006,6.2,8,4,118.96,20.4,125.8,duke
Henry Belin IV,FR,QB,4,26,13,50.0,232,8.9,3,1,155.34,6.5,58.0,duke
Porter Wilson,SR,P,13,1,1,100.0,11,11.0,0,0,192.40,0.1,0.8,duke
Alex Flinn,JR,QB,12,290,159,54.8,1558,5.4,6,12,98.50,24.2,129.8,east_carolina
Mason Garcia,SO,QB,8,95,48,50.5,408,4.3,1,2,85.87,11.9,51.0,east_carolina
Raheim Jeter,FR,QB,1,2,1,50.0,1,0.5,0,0,54.20,2.0,1.0,east_carolina
Austin Smith,JR,QB,12,298,171,57.4,1775,6.0,9,7,112.68,24.8,147.9,eastern_michigan
Ike Udengwu III,JR,QB,4,31,13,41.9,100,3.2,0,2,56.14,7.8,25.0,eastern_michigan
Cam’Ron McCoy,SO,QB,3,28,12,42.9,73,2.6,0,3,43.33,9.3,24.3,eastern_michigan
Samson Evans,SR,RB,12,1,1,100.0,28,28.0,1,0,665.20,0.1,2.3,eastern_michigan
Graham Mertz,JR,QB,11,358,261,72.9,2903,8.1,20,3,157.79,32.5,263.9,florida
Max Brown,FR,QB,6,28,19,67.9,192,6.9,0,1,118.32,4.7,32.0,florida
Micah Leon,SR,QB,1,3,2,66.7,16,5.3,0,0,111.47,3.0,16.0,florida
Kahleil Jackson,SO,WR,11,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,florida
Daniel Richardson,JR,QB,11,322,208,64.6,2001,6.2,13,10,123.91,29.3,181.9,florida_atlantic
Casey Thompson,SR,QB,3,79,50,63.3,509,6.4,5,5,125.64,26.3,169.7,florida_atlantic
Tyriq Starks,SO,QB,1,6,5,83.3,35,5.8,0,0,132.33,6.0,35.0,florida_atlantic
Javion Posey,JR,WR,7,1,1,100.0,33,33.0,1,0,707.20,0.1,4.7,florida_atlantic
Logan Lupo,SO,P,12,1,1,100.0,8,8.0,0,0,167.20,0.1,0.7,florida_atlantic
"Michael Johnson, Jr.",JR,QB,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,florida_atlantic
Keyone Jenkins,FR,QB,11,332,194,58.4,2414,7.3,11,11,123.81,30.2,219.5,florida_international
Grayson James,JR,QB,3,37,19,51.4,218,5.9,1,1,104.35,12.3,72.7,florida_international
Haden Carlson,SO,QB,3,12,7,58.3,120,10.0,0,0,142.33,4.0,40.0,florida_international
Jordan Travis,SR,QB,11,324,207,63.9,2756,8.5,20,2,154.48,29.5,250.5,florida_state
Tate Rodemaker,JR,QB,9,56,32,57.1,510,9.1,5,0,163.11,6.2,56.7,florida_state
Brock Glenn,FR,QB,5,51,19,37.3,229,4.5,0,2,67.14,10.2,45.8,florida_state
Deuce Spann,JR,WR,11,2,2,100.0,24,12.0,0,0,200.80,0.2,2.2,florida_state
Mikey Keene,SO,QB,12,422,283,67.1,2976,7.1,24,10,140.33,35.2,248.0,fresno_state
Logan Fife,JR,QB,12,91,52,57.1,642,7.1,3,2,122.88,7.6,53.5,fresno_state
Jaelen Gill,SR,WR,13,3,2,66.7,51,17.0,2,0,429.47,0.2,3.9,fresno_state
Carson Beck,JR,QB,14,417,302,72.4,3941,9.5,24,6,167.92,29.8,281.5,georgia
Brock Vandagriff,SO,QB,8,18,12,66.7,165,9.2,2,0,180.34,2.3,20.6,georgia
Gunner Stockton,FR,QB,4,19,12,63.2,148,7.8,2,1,152.80,4.8,37.0,georgia
Dillon Bell,SO,WR,14,1,1,100.0,18,18.0,1,0,581.20,0.1,1.3,georgia
Collin Drake,SO,QB,1,1,1,100.0,2,2.0,0,0,116.80,1.0,2.0,georgia
Davis Brin,SR,QB,13,552,362,65.6,3781,6.8,24,19,130.59,42.5,290.8,georgia_southern
JC French,FR,QB,10,16,13,81.3,122,7.6,1,1,153.43,1.6,12.2,georgia_southern
OJ Arnold,SO,RB,10,2,1,50.0,26,13.0,1,0,324.20,0.2,2.6,georgia_southern
Khaleb Hood,SR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,georgia_southern
Dalen Cobb,SO,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,georgia_southern
Darren Grainger,SR,QB,13,358,244,68.2,2621,7.3,20,7,144.19,27.5,201.6,georgia_state
Mikele Colasurdo,JR,QB,6,8,5,62.5,47,5.9,0,0,111.85,1.3,7.8,georgia_state
Haynes King,SO,QB,13,367,226,61.6,2842,7.7,27,16,142.19,28.2,218.6,georgia_tech
Zach Pyron,FR,QB,6,8,4,50.0,21,2.6,0,1,47.05,1.3,3.5,georgia_tech
"Eric Singleton, Jr.",FR,WR,12,1,1,100.0,8,8.0,0,0,167.20,0.1,0.7,georgia_tech
Avery Boyd,JR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,georgia_tech
Brayden Schager,JR,QB,13,525,332,63.2,3542,6.7,26,14,130.92,40.4,272.5,hawai'i
Chuuky Hines,SO,WR,12,1,1,100.0,26,26.0,1,0,648.40,0.1,2.2,hawai'i
Jake Farrell,JR,QB,1,8,3,37.5,14,1.8,0,1,27.20,8.0,14.0,hawai'i
Dalen Morris,SR,QB,9,1,1,100.0,11,11.0,0,0,192.40,0.1,1.2,hawai'i
Donovan Smith,JR,QB,12,397,256,64.5,2801,7.1,22,13,135.48,33.1,233.4,houston
Ui Ale,SO,QB,3,8,4,50.0,69,8.6,1,0,163.70,2.7,23.0,houston
Joseph Manjack IV,SO,WR,10,2,1,50.0,28,14.0,1,0,332.60,0.2,2.8,houston
Luke Altmyer,SO,QB,9,270,175,64.8,1883,7.0,13,10,131.88,30.0,209.2,illinois
John Paddock,SR,QB,7,143,85,59.4,1278,8.9,9,3,151.08,20.4,182.6,illinois
Isaiah Williams,JR,WR,12,1,1,100.0,14,14.0,1,0,547.60,0.1,1.2,illinois
Brendan Sorsby,FR,QB,10,237,135,57.0,1587,6.7,15,5,129.88,23.7,158.7,indiana
Tayven Jackson,FR,QB,6,128,78,60.9,914,7.1,2,5,118.27,21.3,152.3,indiana
Donaven McCulley,JR,WR,12,1,1,100.0,44,44.0,1,0,799.60,0.1,3.7,indiana
Broc Lowry,FR,QB,4,1,1,100.0,8,8.0,0,0,167.20,0.3,2.0,indiana
Deacon Hill,SO,QB,13,251,122,48.6,1152,4.6,5,8,87.37,19.3,88.6,iowa
Cade McNamara,SR,QB,5,90,46,51.1,505,5.6,4,3,106.24,18.0,101.0,iowa
Marco Lainez,FR,QB,1,7,2,28.6,4,0.6,0,0,33.37,7.0,4.0,iowa
Rocco Becht,FR,QB,13,367,231,62.9,3120,8.5,23,8,150.67,28.2,240.0,iowa_state
Jaylin Noel,JR,WR,12,2,1,50.0,42,21.0,0,0,226.40,0.2,3.5,iowa_state
JJ Kohl,FR,QB,3,11,9,81.8,23,2.1,0,0,99.38,3.7,7.7,iowa_state
Zion Webb,SR,QB,12,220,111,50.5,1437,6.5,6,8,107.06,18.3,119.8,jacksonville_state
Logan Smothers,JR,QB,12,117,66,56.4,735,6.3,6,4,119.26,9.8,61.3,jacksonville_state
Ashton Frye,FR,QB,5,11,5,45.5,51,4.6,0,0,84.40,2.2,10.2,jacksonville_state
Jordan McCloud,SR,QB,13,412,281,68.2,3657,8.9,35,10,165.94,31.7,281.3,james_madison
Brett Griffis,FR,QB,1,2,2,100.0,16,8.0,0,0,167.20,2.0,16.0,james_madison
Alonza Barnett III,FR,QB,2,11,3,27.3,15,1.4,0,1,20.55,5.5,7.5,james_madison
Billy Atkins,SO,QB,4,2,1,50.0,10,5.0,0,0,92.00,0.5,2.5,james_madison
Taji Hudson,SO,WR,13,1,1,100.0,4,4.0,1,0,463.60,0.1,0.3,james_madison
Jason Bean,SR,QB,12,199,124,62.3,2130,10.7,18,7,175.03,16.6,177.5,kansas
Jalon Daniels,JR,QB,3,75,56,74.7,705,9.4,5,1,172.96,25.0,235.0,kansas
Cole Ballard,FR,QB,4,36,20,55.6,286,7.9,1,3,114.79,9.0,71.5,kansas
Devin Neal,JR,RB,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,kansas
Will Howard,SR,QB,12,357,219,61.3,2643,7.4,24,10,140.13,29.8,220.3,kansas_state
Avery Johnson,FR,QB,8,66,37,56.1,479,7.3,5,0,142.03,8.3,59.9,kansas_state
Treshaun Ward,SR,RB,11,1,1,100.0,8,8.0,1,0,497.20,0.1,0.7,kansas_state
Jake Rubley,SO,QB,2,1,1,100.0,5,5.0,0,0,142.00,0.5,2.5,kansas_state
Michael Alaimo,JR,QB,8,144,79,54.9,932,6.5,2,4,108.24,18.0,116.5,kent_state
Tommy Ulatowski,SO,QB,10,121,60,49.6,737,6.1,7,2,116.53,12.1,73.7,kent_state
Devin Kargman,SO,QB,3,40,21,52.5,305,7.6,2,0,133.05,13.3,101.7,kent_state
Devin Leary,SR,QB,13,371,209,56.3,2746,7.4,25,12,134.28,28.5,211.2,kentucky
Kaiya Sheron,SO,QB,5,4,2,50.0,5,1.3,0,0,60.50,0.8,1.0,kentucky
Kaidon Salter,SO,QB,14,290,177,61.0,2876,9.9,32,6,176.60,20.7,205.4,liberty
Johnathan Bennett,SR,QB,5,6,1,16.7,6,1.0,0,0,25.07,1.2,1.2,liberty
Trey Lowe,SR,QB,2,3,0,0.0,0,0.0,0,0,0.00,1.5,0.0,liberty
Zak Burnett,JR,QB,2,3,0,0.0,0,0.0,0,0,0.00,1.5,0.0,liberty
Nate Hampton,SO,QB,2,1,0,0.0,0,0.0,0,0,0.00,0.5,0.0,liberty
Zeon Chriss,FR,QB,8,153,102,66.7,1222,8.0,11,5,150.95,19.1,152.8,louisiana-lafayette
Chandler Fields,JR,QB,7,143,96,67.1,1069,7.5,7,3,141.88,20.4,152.7,louisiana-lafayette
Ben Wooldridge,SR,QB,3,69,39,56.5,508,7.4,5,1,139.37,23.0,169.3,louisiana-lafayette
Thomas Leo,SR,K,13,1,1,100.0,18,18.0,0,0,251.20,0.1,1.4,louisiana-lafayette
Peter LeBlanc,SR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,louisiana-lafayette
Jiya Wright,SR,QB,12,204,107,52.5,1246,6.1,10,8,112.10,17.0,103.8,louisiana-monroe
Blake Murphy,FR,QB,4,104,53,51.0,721,6.9,4,5,112.27,26.0,180.3,louisiana-monroe
Hunter Herring,SO,QB,2,30,16,53.3,121,4.0,1,0,98.21,15.0,60.5,louisiana-monroe
Brian Garcia,JR,QB,12,5,1,20.0,10,2.0,0,0,36.80,0.4,0.8,louisiana-monroe
Tyrone Howell,SR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,louisiana-monroe
Hank Bachmeier,SR,QB,9,269,182,67.7,2058,7.7,10,5,140.48,29.9,228.7,louisiana_tech
Jack Turner,SO,QB,8,148,84,56.8,1017,6.9,5,5,118.87,18.5,127.1,louisiana_tech
Kyle Maxwell,JR,WR,9,1,1,100.0,35,35.0,1,0,724.00,0.1,3.9,louisiana_tech
Evan Bullock,FR,QB,1,5,2,40.0,21,4.2,0,1,35.28,5.0,21.0,louisiana_tech
Jack Plummer,SR,QB,14,395,256,64.8,3204,8.1,21,12,144.40,28.2,228.9,louisville
Harrison Bailey,JR,QB,1,5,3,60.0,51,10.2,1,0,211.68,5.0,51.0,louisville
Brock Domann,SR,QB,4,5,5,100.0,44,8.8,0,0,173.92,1.3,11.0,louisville
Brady Allen,FR,QB,1,1,1,100.0,7,7.0,0,0,158.80,1.0,7.0,louisville
Pierce Clarkson,FR,QB,1,2,1,50.0,7,3.5,0,0,79.40,2.0,7.0,louisville
Jayden Daniels,SR,QB,12,327,236,72.2,3812,11.7,40,4,208.01,27.3,317.7,lsu
Garrett Nussmeier,SO,QB,7,78,48,61.5,591,7.6,4,1,139.55,11.1,84.4,lsu
Rickie Collins,FR,QB,1,2,2,100.0,3,1.5,0,0,112.60,2.0,3.0,lsu
Cam Fancher,SO,QB,10,309,202,65.4,2162,7.0,11,11,128.77,30.9,216.2,marshall
Cole Pennington,FR,QB,4,112,64,57.1,695,6.2,0,6,98.55,28.0,173.8,marshall
Chuck Montgomery,SO,WR,13,2,1,50.0,75,37.5,1,0,530.00,0.2,5.8,marshall
T.J. McMahon,SR,QB,2,1,1,100.0,8,8.0,0,0,167.20,0.5,4.0,marshall
Talik Keaton,SR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,marshall
Colin Parachek,FR,QB,1,1,0,0.0,0,0.0,0,1,-200.00,1.0,0.0,marshall
Taulia Tagovailoa,SR,QB,12,437,290,66.4,3377,7.7,25,11,145.13,36.4,281.4,maryland
Billy Edwards Jr.,SO,QB,8,30,10,33.3,128,4.3,1,1,73.50,3.8,16.0,maryland
Cameron Edge,FR,QB,2,9,6,66.7,100,11.1,1,1,174.45,4.5,50.0,maryland
Jeshaun Jones,SR,WR,13,1,1,100.0,21,21.0,0,0,276.40,0.1,1.6,maryland
Taisun Phommachanh,JR,QB,9,227,139,61.2,1507,6.6,6,6,120.43,25.2,167.4,massachusetts
Carlos Davis,SR,QB,4,101,62,61.4,886,8.8,6,3,148.74,25.3,221.5,massachusetts
Ahmad Haston,FR,QB,3,17,11,64.7,176,10.4,2,1,178.74,5.7,58.7,massachusetts
Brady Olson,JR,QB,1,3,0,0.0,0,0.0,0,1,-66.67,3.0,0.0,massachusetts
Seth Henigan,JR,QB,13,476,318,66.8,3883,8.2,32,9,153.75,36.6,298.7,memphis
Tevin Carter,FR,QB,6,5,3,60.0,101,20.2,1,1,255.68,0.8,16.8,memphis
Tyler Van Dyke,JR,QB,11,333,219,65.8,2703,8.1,19,12,145.57,30.3,245.7,miami_florida
Emory Williams,FR,QB,5,71,44,62.0,470,6.6,3,1,128.70,14.2,94.0,miami_florida
Jacurri Brown,SO,QB,1,31,20,64.5,181,5.8,1,1,117.77,31.0,181.0,miami_florida
Brett Gabbert,JR,QB,8,187,111,59.4,1634,8.7,14,5,152.12,23.4,204.3,miami_ohio
Aveon Smith,SO,QB,10,96,48,50.0,638,6.6,2,2,108.53,9.6,63.8,miami_ohio
Maddox Kopp,SO,QB,2,2,1,50.0,28,14.0,0,0,167.60,1.0,14.0,miami_ohio
Henry Hesson,SO,QB,2,8,5,62.5,16,2.0,0,0,79.30,4.0,8.0,miami_ohio
J.J. McCarthy,JR,QB,15,332,240,72.3,2991,9.0,22,4,167.43,22.1,199.4,michigan
Jack Tuttle,SR,QB,6,17,15,88.2,130,7.6,1,0,171.88,2.8,21.7,michigan
Jayden Denegal,SO,QB,6,5,4,80.0,50,10.0,1,0,230.00,0.8,8.3,michigan
Donovan Edwards,JR,RB,15,1,1,100.0,34,34.0,0,0,385.60,0.1,2.3,michigan
Davis Warren,JR,QB,3,5,0,0.0,0,0.0,0,1,-40.00,1.7,0.0,michigan
Katin Houser,FR,QB,11,191,112,58.6,1130,5.9,6,5,113.46,17.4,102.7,michigan_state
Noah Kim,JR,QB,5,160,91,56.9,1090,6.8,6,6,118.99,32.0,218.0,michigan_state
Sam Leavitt,FR,QB,4,23,15,65.2,139,6.0,2,2,127.29,5.8,34.8,michigan_state
Alante Brown,SR,WR,11,1,1,100.0,42,42.0,0,0,452.80,0.1,3.8,michigan_state
Montorie Foster Jr.,SR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,michigan_state
Andrew Schorfhaar,JR,QB,2,2,2,100.0,-3,-1.5,0,0,87.40,1.0,-1.5,michigan_state
Nicholas Vattiato,SO,QB,12,428,286,66.8,3092,7.2,23,13,139.16,35.7,257.7,middle_tennessee
DJ Riles,FR,QB,12,8,7,87.5,78,9.8,0,0,169.40,0.7,6.5,middle_tennessee
Holden Willis,JR,WR,11,1,1,100.0,23,23.0,0,0,293.20,0.1,2.1,middle_tennessee
Kyle Lowe,FR,QB,2,1,1,100.0,-1,-1.0,0,0,91.60,0.5,-0.5,middle_tennessee
Athan Kaliakmanis,SO,QB,12,294,156,53.1,1838,6.3,14,9,115.17,24.5,153.2,minnesota
Cole Kramer,SR,QB,3,17,8,47.1,26,1.5,2,2,75.19,5.7,8.7,minnesota
Jaxson Dart,JR,QB,13,358,233,65.1,3364,9.4,23,5,162.42,27.5,258.8,mississippi
