name,yr,pos,g,att,yards,avg.,td,att/g,yards/g,team_name
Deon Stewart,SO,WR,12,8,10,1.25,0,0.67,0.83,arkansas
Kendrick Jackson,JR,FB,10,1,0,0.00,0,0.10,0.00,arkansas
Ty Storey,SO,QB,2,1,-5,-5.00,0,0.50,-2.50,arkansas
Austin Allen,SR,QB,8,37,-20,-0.54,1,4.63,-2.50,arkansas
Warren Wand,JR,RB,10,138,715,5.18,6,13.80,71.50,arkansas_state
Johnston White,SR,RB,12,94,430,4.57,3,7.83,35.83,arkansas_state
Justice Hansen,JR,QB,12,133,423,3.18,7,11.08,35.25,arkansas_state
Jamal Jones,SO,RB,9,43,197,4.58,0,4.78,21.89,arkansas_state
Chauncey Mason,SO,RB,9,27,137,5.07,1,3.00,15.22,arkansas_state
Armond Weh-Weh,SR,RB,2,2,12,6.00,0,1.00,6.00,arkansas_state
Logan Bonner,FR,QB,4,7,11,1.57,0,1.75,2.75,arkansas_state
Justin McInnis,JR,WR,12,1,3,3.00,0,0.08,0.25,arkansas_state
Chris Murray,SR,WR,12,3,3,1.00,0,0.25,0.25,arkansas_state
Kyle Wilson,SR,LB,12,2,-1,-0.50,0,0.17,-0.08,arkansas_state
Omar Bayless,SO,WR,12,2,-3,-1.50,0,0.17,-0.25,arkansas_state
Christian Booker,SR,WR,10,1,-3,-3.00,0,0.10,-0.30,arkansas_state
Carson Coats,SO,QB,1,1,-6,-6.00,0,1.00,-6.00,arkansas_state
Damon Foncham,SO,P,12,1,-18,-18.00,0,0.08,-1.50,arkansas_state
Ahmad Bradshaw,SR,QB,13,242,1746,7.21,14,18.62,134.31,army
Darnell Woolfolk,JR,RB,10,157,812,5.17,14,15.70,81.20,army
Kell Walker,SO,RB,12,86,629,7.31,6,7.17,52.42,army
Andy Davidson,JR,RB,13,116,627,5.41,5,8.92,48.23,army
Connor Slomka,SO,RB,13,49,216,4.41,4,3.77,16.62,army
Calen Holt,JR,RB,13,42,214,5.10,1,3.23,16.46,army
Jordan Asberry,JR,RB,13,18,115,6.39,0,1.38,8.85,army
Fred Cooper Jr.,FR,RB,10,13,72,5.54,2,1.30,7.20,army
John Trainor,SR,RB,11,18,66,3.67,1,1.64,6.00,army
Sandon McCoy,FR,RB,3,12,58,4.83,0,4.00,19.33,army
Kelvin Hopkins Jr.,SO,QB,7,7,40,5.71,0,1.00,5.71,army
Luke Langdon,JR,QB,7,8,24,3.00,1,1.14,3.43,army
Zack Boobas,FR,RB,1,2,23,11.50,1,2.00,23.00,army
Kjetil Cline,SO,WR,12,1,23,23.00,0,0.08,1.92,army
Artice Hobbs IV,FR,RB,5,2,15,7.50,1,0.40,3.00,army
Nick Schrage,JR,K,13,1,15,15.00,0,0.08,1.15,army
TJ Wisham Jr.,FR,RB,3,2,14,7.00,0,0.67,4.67,army
Dominic Distefano,FR,RB,3,1,10,10.00,0,0.33,3.33,army
Donovan Franklin,SO,RB,7,1,7,7.00,0,0.14,1.00,army
Blake Wilson,SR,K,13,1,-9,-9.00,0,0.08,-0.69,army
Kerryon Johnson,JR,RB,12,285,1391,4.88,18,23.75,115.92,auburn
Kam Martin,SO,RB,14,74,453,6.12,2,5.29,32.36,auburn
Eli Stove,SO,WR,14,30,315,10.50,2,2.14,22.50,auburn
Kamryn Pettway,JR,RB,5,76,305,4.01,6,15.20,61.00,auburn
Malik Willis,FR,QB,7,16,221,13.81,1,2.29,31.57,auburn
Jarrett Stidham,SO,QB,14,103,153,1.49,4,7.36,10.93,auburn
Malik Miller,FR,RB,11,34,135,3.97,1,3.09,12.27,auburn
Devan Barrett,FR,RB,14,14,79,5.64,0,1.00,5.64,auburn
Noah Igbinoghene,FR,WR,14,1,11,11.00,0,0.07,0.79,auburn
Devin Adams,JR,QB,1,2,6,3.00,0,2.00,6.00,auburn
Chandler Cox,JR,FB,14,1,0,0.00,0,0.07,0.00,auburn
Caleb Huntley,FR,RB,12,210,1003,4.78,3,17.50,83.58,ball_state
Malik Dunner,SO,RB,12,74,440,5.95,8,6.17,36.67,ball_state
James Gilbert,JR,RB,3,48,207,4.31,3,16.00,69.00,ball_state
Markice Hurt Jr.,FR,RB,6,30,111,3.70,0,5.00,18.50,ball_state
Riley Neal,JR,QB,3,24,67,2.79,0,8.00,22.33,ball_state
Justin Hall,FR,WR,12,11,59,5.36,0,0.92,4.92,ball_state
Jack Milas,SR,QB,12,42,34,0.81,0,3.50,2.83,ball_state
Drew Plitt,FR,QB,5,34,29,0.85,1,6.80,5.80,ball_state
Zack Blair,SO,QB,4,14,16,1.14,0,3.50,4.00,ball_state
Nathan Snyder,FR,P,12,1,-9,-9.00,0,0.08,-0.75,ball_state
Morgan Hagee,JR,PK,12,1,-33,-33.00,0,0.08,-2.75,ball_state
John Lovett,FR,RB,11,98,445,4.54,5,8.91,40.45,baylor
JaMycal Hasty,SO,RB,8,76,314,4.13,1,9.50,39.25,baylor
Terence Williams,JR,RB,8,73,255,3.49,1,9.13,31.88,baylor
Charlie Brewer,FR,QB,8,65,166,2.55,0,8.13,20.75,baylor
Trestan Ebner,FR,RB,11,23,121,5.26,2,2.09,11.00,baylor
Anu Solomon,SR,QB,2,16,106,6.63,0,8.00,53.00,baylor
Tony Nicholson,SO,WR,11,4,41,10.25,0,0.36,3.73,baylor
Chris Platt,JR,WR,5,4,36,9.00,0,0.80,7.20,baylor
Dru Dixon,FR,RB,3,10,29,2.90,0,3.33,9.67,baylor
Jared Atkinson,SO,WR,12,2,15,7.50,0,0.17,1.25,baylor
Wyatt Schrepfer,JR,RB,12,1,9,9.00,0,0.08,0.75,baylor
Connor Martin,SO,K,12,2,5,2.50,0,0.17,0.42,baylor
Gavin Holmes,FR,WR,9,1,4,4.00,1,0.11,0.44,baylor
Obim Okeke,SO,RB,4,2,3,1.50,0,0.50,0.75,baylor
Blake Lynch,SO,WR,12,1,-1,-1.00,0,0.08,-0.08,baylor
Denzel Mims,SO,WR,12,1,-6,-6.00,0,0.08,-0.50,baylor
Zach Smith,SO,QB,9,30,-79,-2.63,0,3.33,-8.78,baylor
Alexander Mattison,SO,RB,14,212,1086,5.12,12,15.14,77.57,boise_state
Ryan Wolpin,SR,RB,14,122,448,3.67,6,8.71,32.00,boise_state
Montell Cozart,SR,QB,14,86,361,4.20,4,6.14,25.79,boise_state
Robert Mahone,FR,RB,13,35,115,3.29,1,2.69,8.85,boise_state
Jake Roh,SR,TE,12,7,28,4.00,2,0.58,2.33,boise_state
Cedrick Wilson,SR,WR,14,9,13,1.44,0,0.64,0.93,boise_state
CT Thomas,FR,WR,14,2,8,4.00,0,0.14,0.57,boise_state
Akilian Butler,JR,WR,2,1,0,0.00,0,0.50,0.00,boise_state
Alec Dhaenens,SR,TE,14,1,-5,-5.00,0,0.07,-0.36,boise_state
Brett Rypien,JR,QB,13,37,-21,-0.57,0,2.85,-1.62,boise_state
AJ Dillon,FR,RB,13,300,1589,5.30,14,23.08,122.23,boston_college
Jon Hilliman,JR,RB,13,167,638,3.82,5,12.85,49.08,boston_college
Thadd Smith,SR,WR,13,37,295,7.97,2,2.85,22.69,boston_college
Anthony Brown,FR,QB,10,42,210,5.00,1,4.20,21.00,boston_college
Jeff Smith,JR,WR,13,10,107,10.70,1,0.77,8.23,boston_college
Travis Levy,FR,RB,13,21,54,2.57,0,1.62,4.15,boston_college
Davon Jones,SO,RB,12,4,25,6.25,0,0.33,2.08,boston_college
Ben Glines,SO,WR,13,2,8,4.00,0,0.15,0.62,boston_college
Richard Wilson,JR,RB,2,3,5,1.67,0,1.50,2.50,boston_college
Mike Knoll,SR,K,13,1,4,4.00,0,0.08,0.31,boston_college
Darius Wade,SR,QB,10,24,-17,-0.71,1,2.40,-1.70,boston_college
Josh Cleveland,SR,RB,12,147,793,5.39,4,12.25,66.08,bowling_green
Andrew Clair,FR,RB,11,107,725,6.78,4,9.73,65.91,bowling_green
Donovan Wilson,SR,RB,12,48,176,3.67,0,4.00,14.67,bowling_green
Matt Domer,SO,RB,5,17,102,6.00,1,3.40,20.40,bowling_green
Terence Stephens Jr.,SO,RB,11,13,80,6.15,0,1.18,7.27,bowling_green
Grant Loy,FR,QB,6,22,55,2.50,2,3.67,9.17,bowling_green
Scott Miller,JR,WR,12,2,22,11.00,0,0.17,1.83,bowling_green
Bryson Denley,FR,RB,5,5,21,4.20,0,1.00,4.20,bowling_green
Joseph Davidson,SR,P,12,0,14,-,0,-,-,bowling_green
Leonard Skattebo,SR,FB,12,3,10,3.33,0,0.25,0.83,bowling_green
Janarvis Pough,SO,WR,12,1,-1,-1.00,0,0.08,-0.08,bowling_green
James Morgan,SO,QB,7,26,-37,-1.42,0,3.71,-5.29,bowling_green
Jarret Doege,FR,QB,7,30,-74,-2.47,2,4.29,-10.57,bowling_green
Emmanuel Reed,SO,RB,12,199,840,4.22,9,16.58,70.00,buffalo
Theo Anderson,FR,RB,10,97,419,4.32,2,9.70,41.90,buffalo
Tyree Jackson,SO,QB,9,47,197,4.19,4,5.22,21.89,buffalo
Johnathan Hawkins,JR,RB,3,35,127,3.63,1,11.67,42.33,buffalo
Drew Anderson,JR,QB,5,11,92,8.36,1,2.20,18.40,buffalo
Jamarl Eiland,SR,WR,11,3,25,8.33,0,0.27,2.27,buffalo
K.J. Osborn,SO,WR,12,4,22,5.50,1,0.33,1.83,buffalo
Kameron Pickett,FR,RB,3,7,13,1.86,0,2.33,4.33,buffalo
Antonio Nunn,FR,WR,12,1,7,7.00,0,0.08,0.58,buffalo
Jacob Martinez,SR,WR,11,1,1,1.00,0,0.09,0.09,buffalo
Anthony Johnson,JR,WR,12,4,-5,-1.25,0,0.33,-0.42,buffalo
Kyle Vantrease,FR,QB,2,8,-26,-3.25,0,4.00,-13.00,buffalo
Squally Canada,JR,RB,11,120,710,5.92,6,10.91,64.55,byu
Ula Tolutau,FR,RB,7,72,303,4.21,2,10.29,43.29,byu
Austin Kafentzis,SO,RB,10,41,227,5.54,1,4.10,22.70,byu
KJ Hall,SO,RB,5,30,206,6.87,1,6.00,41.20,byu
Riley Burt,SO,RB,8,23,104,4.52,1,2.88,13.00,byu
Kavika Fonua,JR,RB,4,18,87,4.83,0,4.50,21.75,byu
Brayden El-Bakri,JR,RB,13,17,67,3.94,1,1.31,5.15,byu
Trey Dye,JR,RB,7,9,31,3.44,0,1.29,4.43,byu
Beau Hoge,SO,QB,3,12,26,2.17,0,4.00,8.67,byu
Jonah Trinnaman,SR,WR,13,2,9,4.50,0,0.15,0.69,byu
Beau Tanner,JR,WR,13,1,6,6.00,0,0.08,0.46,byu
Koy Detmer Jr.,SO,QB,2,1,1,1.00,0,0.50,0.50,byu
Jonny Linehan,SR,P,13,1,0,0.00,0,0.08,0.00,byu
Tanner Mangum,JR,QB,8,34,-2,-0.06,0,4.25,-0.25,byu
Joe Critchlow,FR,QB,6,15,-49,-3.27,0,2.50,-8.17,byu
Patrick Laird,JR,RB,11,191,1127,5.90,8,17.36,102.45,california
Vic Enwere,SR,RB,12,101,377,3.73,5,8.42,31.42,california
Tre Watson,SR,RB,2,17,83,4.88,0,8.50,41.50,california
Derrick Clark,FR,RB,7,14,46,3.29,0,2.00,6.57,california
Demetris Robertson,SO,WR,2,2,40,20.00,1,1.00,20.00,california
Zion Echols,FR,RB,9,13,17,1.31,0,1.44,1.89,california
Malik McMorris,JR,FB,12,6,13,2.17,0,0.50,1.08,california
Dylan Klumph,JR,P,12,1,3,3.00,0,0.08,0.25,california
Jeremiah Hawkins,FR,WR,10,2,0,0.00,0,0.20,0.00,california
Chase Forrest,JR,QB,3,2,-4,-2.00,0,0.67,-1.33,california
Vic Wharton III,JR,WR,12,1,-5,-5.00,0,0.08,-0.42,california
Ross Bowers,SO,QB,12,60,-142,-2.37,3,5.00,-11.83,california
Jonathan Ward,SO,RB,13,179,1017,5.68,10,13.77,78.23,central_michigan
Kumehnnu Gwilly,FR,RB,13,53,204,3.85,2,4.08,15.69,central_michigan
Romello Ross,SO,RB,11,54,203,3.76,1,4.91,18.45,central_michigan
Tony Poljan,FR,QB,13,27,125,4.63,1,2.08,9.62,central_michigan
Devon Spalding,SR,RB,6,35,101,2.89,2,5.83,16.83,central_michigan
Shane Morris,SR,QB,13,88,93,1.06,3,6.77,7.15,central_michigan
Mark Chapman,SR,WR,13,2,17,8.50,0,0.15,1.31,central_michigan
Berkley Edwards,SR,RB,9,6,15,2.50,0,0.67,1.67,central_michigan
Benny LeMay,SO,RB,11,137,732,5.34,2,12.45,66.55,charlotte
Hasaan Klugh,JR,QB,11,137,532,3.88,9,12.45,48.36,charlotte
Aaron McAllister,FR,RB,12,90,458,5.09,2,7.50,38.17,charlotte
Robert Washington,SO,RB,3,33,129,3.91,0,11.00,43.00,charlotte
Brooks Barden,JR,QB,4,6,92,15.33,0,1.50,23.00,charlotte
Chris Montgomery,SR,WR,12,10,32,3.20,0,0.83,2.67,charlotte
Kameron Duncan,FR,RB,2,8,18,2.25,0,4.00,9.00,charlotte
Nate Mullen,SO,WR,12,2,8,4.00,0,0.17,0.67,charlotte
Workpeh Kofa,JR,WR,10,2,3,1.50,0,0.20,0.30,charlotte
Trent Bostick,SR,WR,12,1,3,3.00,0,0.08,0.25,charlotte
Joe Thompson,FR,QB,1,2,-12,-6.00,0,2.00,-12.00,charlotte
Gerrid Doaks,FR,RB,9,87,513,5.90,2,9.67,57.00,cincinnati
Mike Boone,SR,RB,10,110,463,4.21,4,11.00,46.30,cincinnati
Michael Warren II,FR,RB,12,54,324,6.00,1,4.50,27.00,cincinnati
Hayden Moore,JR,QB,12,92,312,3.39,4,7.67,26.00,cincinnati
Kahlil Lewis,JR,WR,12,2,33,16.50,0,0.17,2.75,cincinnati
Ross Trail,SO,QB,2,6,17,2.83,0,3.00,8.50,cincinnati
Jaelen Greene,FR,RB,9,4,15,3.75,0,0.44,1.67,cincinnati
Taylor Boose,SO,RB,6,4,10,2.50,0,0.67,1.67,cincinnati
James Smith,FR,P,12,0,5,-,0,-,-,cincinnati
Travis Etienne,FR,RB,13,107,766,7.16,13,8.23,58.92,clemson
Tavien Feaster,SO,RB,14,107,669,6.25,7,7.64,47.79,clemson
Kelly Bryant,JR,QB,14,192,665,3.46,11,13.71,47.50,clemson
Adam Choice,JR,RB,13,67,326,4.87,6,5.15,25.08,clemson
C.J. Fuller,JR,RB,14,58,217,3.74,3,4.14,15.50,clemson
Darien Rencher,FR,RB,4,9,38,4.22,0,2.25,9.50,clemson
Ty Thomason,SO,RB,2,5,37,7.40,0,2.50,18.50,clemson
Ray-Ray McCloud,JR,WR,14,6,30,5.00,0,0.43,2.14,clemson
Zerrick Cooper,FR,QB,10,10,18,1.80,0,1.00,1.80,clemson
Taylor Hearn,JR,OG,14,0,12,-,0,-,-,clemson
Ryan Mac Lain,SO,RB,2,2,9,4.50,0,1.00,4.50,clemson
Hunter Johnson,FR,QB,7,2,-4,-2.00,0,0.29,-0.57,clemson
Amari Rodgers,FR,WR,14,3,-9,-3.00,0,0.21,-0.64,clemson
Osharmar Abercrombie,SR,RB,12,140,724,5.17,7,11.67,60.33,coastal_carolina
Marcus Outlow,JR,RB,10,61,279,4.57,1,6.10,27.90,coastal_carolina
Alex James,SO,RB,12,55,274,4.98,4,4.58,22.83,coastal_carolina
Jacqez Hairston,FR,RB,12,24,140,5.83,0,2.00,11.67,coastal_carolina
Dalton Demos,SR,QB,7,30,103,3.43,3,4.29,14.71,coastal_carolina
Tyler Keane,SR,QB,10,39,83,2.13,0,3.90,8.30,coastal_carolina
Ky'Jon Tyler,SO,WR,11,11,73,6.64,0,1.00,6.64,coastal_carolina
Malcolm Williams,JR,WR,12,14,73,5.21,0,1.17,6.08,coastal_carolina
Kilton Anderson,JR,QB,6,51,58,1.14,0,8.50,9.67,coastal_carolina
Chris Jones,SR,WR,10,4,45,11.25,0,0.40,4.50,coastal_carolina
Chance Thrasher,SO,QB,3,4,32,8.00,0,1.33,10.67,coastal_carolina
Ra'Quan Bennett,SO,RB,6,1,11,11.00,0,0.17,1.83,coastal_carolina
T'Qele Holmes,FR,WR,10,1,11,11.00,0,0.10,1.10,coastal_carolina
Austin Bradley,SO,QB,1,4,-8,-2.00,0,4.00,-8.00,coastal_carolina
Phillip Lindsay,SR,TB,12,301,1474,4.90,14,25.08,122.83,colorado
Steven Montez,SO,QB,12,132,338,2.56,3,11.00,28.17,colorado
Beau Bisharat,SO,TB,12,21,61,2.90,0,1.75,5.08,colorado
Michael Adkins II,SR,TB,7,11,25,2.27,0,1.57,3.57,colorado
Devin Ross,SR,WR,12,3,21,7.00,0,0.25,1.75,colorado
K.D. Nixon,FR,WR,12,3,20,6.67,0,0.25,1.67,colorado
Bryce Bobo,SR,WR,12,1,9,9.00,0,0.08,0.75,colorado
Laviska Shenault Jr.,FR,WR,12,2,4,2.00,0,0.17,0.33,colorado
Kyle Evans,JR,TB,8,2,2,1.00,0,0.25,0.25,colorado
Jay MacIntyre,JR,WR,11,1,1,1.00,0,0.09,0.09,colorado
Casey Marksberry,FR,QB,1,1,-5,-5.00,0,1.00,-5.00,colorado
Sam Noyer,FR,QB,4,7,-11,-1.57,0,1.75,-2.75,colorado
Dalyn Dawkins,SR,RB,13,226,1399,6.19,8,17.38,107.62,colorado_state
Izzy Matthews,JR,RB,11,132,613,4.64,8,12.00,55.73,colorado_state
Rashaad Boddie,FR,RB,12,44,254,5.77,4,3.67,21.17,colorado_state
Marvin Kinsey Jr.,SO,RB,13,26,124,4.77,2,2.00,9.54,colorado_state
Nick Stevens,SR,QB,13,54,123,2.28,4,4.15,9.46,colorado_state
Darius May,FR,RB,8,12,66,5.50,0,1.50,8.25,colorado_state
Detrich Clark,SR,WR,12,15,40,2.67,0,1.25,3.33,colorado_state
Marcus McElroy,FR,RB,6,2,9,4.50,0,0.33,1.50,colorado_state
Adam Prentice,SO,FB,13,1,2,2.00,0,0.08,0.15,colorado_state
Kevin Mensah,FR,RB,11,126,561,4.45,4,11.45,51.00,connecticut
Nate Hopkins,FR,RB,11,92,343,3.73,7,8.36,31.18,connecticut
David Pindell,JR,QB,9,72,289,4.01,3,8.00,32.11,connecticut
Arkeel Newsome,SR,RB,10,67,261,3.90,3,6.70,26.10,connecticut
Bryant Shirreffs,SR,QB,9,90,200,2.22,0,10.00,22.22,connecticut
Donovan Williams,SO,WR,11,7,53,7.57,0,0.64,4.82,connecticut
Keyion Dixon,FR,WR,12,9,41,4.56,0,0.75,3.42,connecticut
Jason Thompson,JR,RB,9,10,27,2.70,0,1.11,3.00,connecticut
Tyraiq Beals,JR,WR,12,2,4,2.00,0,0.17,0.33,connecticut
Donevin O'Reilly,SO,RB,3,1,3,3.00,0,0.33,1.00,connecticut
Quayvon Skanes,FR,WR,12,2,-1,-0.50,0,0.17,-0.08,connecticut
Shaun Wilson,SR,RB,13,162,818,5.05,6,12.46,62.92,duke
Brittain Brown,FR,RB,13,130,701,5.39,7,10.00,53.92,duke
Daniel Jones,SO,QB,13,161,518,3.22,7,12.38,39.85,duke
Deon Jackson,FR,RB,12,32,97,3.03,0,2.67,8.08,duke
Quentin Harris,SO,QB,10,29,71,2.45,2,2.90,7.10,duke
Nicodem Pierre,JR,RB,10,11,26,2.36,0,1.10,2.60,duke
Parker Boehme,SR,QB,12,2,15,7.50,0,0.17,1.25,duke
Elijah Deveaux,FR,RB,1,2,4,2.00,0,2.00,4.00,duke
Johnathan Lloyd,JR,WR,13,1,3,3.00,0,0.08,0.23,duke
T.J. Rahming,JR,WR,13,4,3,0.75,0,0.31,0.23,duke
Hussein Howe,SO,RB,12,96,419,4.36,3,8.00,34.92,east_carolina
Darius Pinnix,FR,RB,12,74,229,3.09,2,6.17,19.08,east_carolina
Tyshon Dye,SR,RB,8,50,217,4.34,0,6.25,27.13,east_carolina
Thomas Sirk,SR,QB,11,64,165,2.58,3,5.82,15.00,east_carolina
Derrell Scott,JR,RB,9,41,139,3.39,2,4.56,15.44,east_carolina
Devin Anderson,JR,RB,4,29,83,2.86,0,7.25,20.75,east_carolina
Davon Grayson,SR,WR,11,6,40,6.67,0,0.55,3.64,east_carolina
Deondre Farrier,SO,WR,9,2,20,10.00,0,0.22,2.22,east_carolina
Terrell Green,JR,WR,9,1,16,16.00,0,0.11,1.78,east_carolina
Trevon Brown,JR,WR,12,2,16,8.00,0,0.17,1.33,east_carolina
Reid Herring,FR,QB,2,4,4,1.00,0,2.00,2.00,east_carolina
Quay Johnson,SR,WR,10,3,3,1.00,0,0.30,0.30,east_carolina
