name,yr,pos,g,att,yards,avg.,td,att/g,yards/g,team_name
Damon Sisa,FR,RB,1,1,1,1.00,0,1.00,1.00,arkansas_state
Cedric Hawkins,SO,RB,3,2,-6,-3.00,0,0.67,-2.00,arkansas_state
Bryson Daily,SR,QB,5,95,602,6.34,10,19.00,120.40,army
Kanye Udoh,SO,RB,5,57,434,7.61,6,11.40,86.80,army
Noah Short,JR,SB,5,28,355,12.68,2,5.60,71.00,army
Jake Rendina,SO,RB,5,21,86,4.10,1,4.20,17.20,army
Hayden Reed,JR,RB,5,14,73,5.21,0,2.80,14.60,army
Dewayne Coleman,JR,QB,4,18,68,3.78,1,4.50,17.00,army
Samari Howard,SO,SB,5,13,66,5.08,0,2.60,13.20,army
David Clerk,SO,SB,4,4,37,9.25,0,1.00,9.25,army
Andon Thomas,JR,ILB,5,1,35,35.00,0,0.20,7.00,army
Matthew Rhodes,SR,P,5,1,23,23.00,1,0.20,4.60,army
Miles Stewart,SR,RB,5,2,18,9.00,0,0.40,3.60,army
AJ Williams,SR,RB,3,2,9,4.50,0,0.67,3.00,army
Carson Smith,SO,RB,3,3,5,1.67,0,1.00,1.67,army
Lloyd Benson III,SO,SB,5,1,3,3.00,0,0.20,0.60,army
Cale Hellums,SO,QB,2,3,2,0.67,0,1.50,1.00,army
Jarquez Hunter,SR,RB,6,78,528,6.77,3,13.00,88.00,auburn
Damari Alston,JR,RB,6,29,186,6.41,2,4.83,31.00,auburn
Payton Thorne,SR,QB,5,54,147,2.72,2,10.80,29.40,auburn
Jeremiah Cobb,SO,RB,6,13,67,5.15,0,2.17,11.17,auburn
Justin Jones,JR,RB,6,1,24,24.00,0,0.17,4.00,auburn
Sean Jackson,JR,RB,6,3,13,4.33,0,0.50,2.17,auburn
Hank Brown,FR,QB,3,3,10,3.33,0,1.00,3.33,auburn
Malcolm Simmons,FR,WR,6,2,8,4.00,0,0.33,1.33,auburn
Holden Geriner,SO,QB,2,1,6,6.00,0,0.50,3.00,auburn
Oscar Chapman,SR,P,6,1,6,6.00,0,0.17,1.00,auburn
Sam Jackson V,JR,WR,6,2,0,0.00,0,0.33,0.00,auburn
Braedon Sloan,SR,RB,5,77,347,4.51,2,15.40,69.40,ball_state
Vaughn Pemberton,JR,RB,3,12,44,3.67,0,4.00,14.67,ball_state
Kiael Kelly,JR,DB,5,15,33,2.20,0,3.00,6.60,ball_state
TJ Horton,FR,RB,2,5,26,5.20,0,2.50,13.00,ball_state
Cam Pickett,SO,WR,5,4,20,5.00,1,0.80,4.00,ball_state
Charlie Spegal,JR,RB,5,6,15,2.50,0,1.20,3.00,ball_state
Malcolm Gillie,SR,WR,5,2,12,6.00,0,0.40,2.40,ball_state
Christian Davis,FR,RB,4,9,8,0.89,0,2.25,2.00,ball_state
Isaiah Thacker,FR,WR,5,1,6,6.00,0,0.20,1.20,ball_state
Kadin Semonza,FR,QB,5,28,-37,-1.32,1,5.60,-7.40,ball_state
Bryson Washington,FR,RB,4,43,186,4.33,1,10.75,46.50,baylor
Dawson Pendergrass,SO,RB,6,43,184,4.28,1,7.17,30.67,baylor
Richard Reese,JR,RB,4,37,143,3.86,1,9.25,35.75,baylor
Sawyer Robertson,JR,QB,5,27,140,5.19,3,5.40,28.00,baylor
Dominic Richardson,SR,RB,4,31,109,3.52,0,7.75,27.25,baylor
Dequan Finn,SR,QB,2,19,26,1.37,1,9.50,13.00,baylor
Joseph Hagman,SO,RB,2,4,16,4.00,0,2.00,8.00,baylor
Ashtyn Hawkins,SR,WR,6,3,4,1.33,0,0.50,0.67,baylor
Jamaal Bell,SR,WR,6,1,1,1.00,0,0.17,0.17,baylor
Monaray Baldwin,SR,WR,6,2,1,0.50,0,0.33,0.17,baylor
Ashton Jeanty,JR,RB,5,95,1031,10.85,16,19.00,206.20,boise_state
Sire Gaines,FR,RB,3,20,156,7.80,1,6.67,52.00,boise_state
Dylan Riley,FR,RB,2,14,112,8.00,2,7.00,56.00,boise_state
Tyler Crowe,SR,FB,5,18,83,4.61,1,3.60,16.60,boise_state
Jambres Dubar,SO,RB,2,13,62,4.77,1,6.50,31.00,boise_state
Cameron Bates,FR,WR,5,3,34,11.33,1,0.60,6.80,boise_state
Maddux Madsen,SO,QB,5,9,34,3.78,1,1.80,6.80,boise_state
Troy Wilkey,SO,WR,5,4,15,3.75,0,0.80,3.00,boise_state
Malachi Nelson,FR,QB,2,2,-11,-5.50,0,1.00,-5.50,boise_state
Treshaun Ward,SR,RB,6,50,283,5.66,2,8.33,47.17,boston_college
Turbo Richard,FR,RB,6,42,207,4.93,1,7.00,34.50,boston_college
Kye Robichaux,SR,RB,6,53,204,3.85,2,8.83,34.00,boston_college
Thomas Castellanos,JR,QB,5,53,103,1.94,1,10.60,20.60,boston_college
Datrell Jones,FR,RB,2,5,65,13.00,1,2.50,32.50,boston_college
Jordan McDonald,JR,RB,3,5,54,10.80,0,1.67,18.00,boston_college
Jacobe Robinson,FR,QB,1,6,19,3.17,1,6.00,19.00,boston_college
Jayden McGowan,JR,WR,6,2,13,6.50,0,0.33,2.17,boston_college
Reed Harris,FR,WR,6,0,11,-,0,-,-,boston_college
Grayson James,JR,QB,1,6,11,1.83,1,6.00,11.00,boston_college
Terion Stewart,JR,RB,3,47,270,5.74,4,15.67,90.00,bowling_green
Jaison Patterson,SR,RB,5,53,203,3.83,3,10.60,40.60,bowling_green
Rahkeem Smith,JR,WR,5,6,60,10.00,1,1.20,12.00,bowling_green
Jamal Johnson,SR,RB,5,11,58,5.27,1,2.20,11.60,bowling_green
Lucian Anderson III,FR,QB,3,5,49,9.80,1,1.67,16.33,bowling_green
Justin Pegues,JR,RB,5,5,38,7.60,0,1.00,7.60,bowling_green
Harold Fannin Jr.,JR,TE,5,2,37,18.50,1,0.40,7.40,bowling_green
John Henderson,JR,P,5,1,29,29.00,0,0.20,5.80,bowling_green
Mar'Kel Porter,FR,RB,1,1,8,8.00,0,1.00,8.00,bowling_green
Chris Edmonds,FR,RB,2,2,8,4.00,0,1.00,4.00,bowling_green
Connor Bazelak,SR,QB,5,13,-25,-1.92,1,2.60,-5.00,bowling_green
Jacqez Barksdale,SR,RB,5,46,203,4.41,1,9.20,40.60,buffalo
Al-Jay Henderson,JR,RB,5,39,135,3.46,2,7.80,27.00,buffalo
Lamar Sperling,FR,RB,4,24,108,4.50,1,6.00,27.00,buffalo
C.J. Ogbonna,SR,QB,5,42,62,1.48,1,8.40,12.40,buffalo
"Terrance Shelton, Jr.",FR,RB,5,14,48,3.43,0,2.80,9.60,buffalo
Messiah Burch,FR,RB,5,8,26,3.25,0,1.60,5.20,buffalo
Victor Snow,SO,WR,5,4,21,5.25,0,0.80,4.20,buffalo
"Mark-Anthony Scott, Jr.",SO,RB,4,1,4,4.00,0,0.25,1.00,buffalo
Jake Retzlaff,JR,QB,5,34,156,4.59,1,6.80,31.20,byu
Enoch Nawahine,JR,RB,4,29,98,3.38,1,7.25,24.50,byu
Sione I Moa,FR,RB,4,21,93,4.43,1,5.25,23.25,byu
Hinckley Ropati,SR,RB,2,21,89,4.24,1,10.50,44.50,byu
LJ Martin,SO,RB,2,18,87,4.83,1,9.00,43.50,byu
Miles Davis,JR,RB,5,16,76,4.75,0,3.20,15.20,byu
Pokaiaua Haunga,FR,RB,3,12,56,4.67,0,4.00,18.67,byu
Sam Vander Haar,SO,P,5,1,22,22.00,0,0.20,4.40,byu
Gerry Bohanon,SR,QB,3,4,12,3.00,0,1.33,4.00,byu
Chase Roberts,JR,WR,5,2,10,5.00,0,0.40,2.00,byu
Parker Kingston,SO,WR,5,2,8,4.00,0,0.40,1.60,byu
Darius Lassiter,SR,WR,4,1,0,0.00,0,0.25,0.00,byu
Keelan Marion,JR,WR,5,3,-1,-0.33,0,0.60,-0.20,byu
Jaivian Thomas,SO,RB,5,45,287,6.38,1,9.00,57.40,california
Jaydn Ott,JR,RB,4,47,135,2.87,3,11.75,33.75,california
Kadarius Calloway,SR,RB,4,19,103,5.42,1,4.75,25.75,california
Chandler Rogers,SR,QB,3,9,42,4.67,1,3.00,14.00,california
Fernando Mendoza,SO,QB,5,38,36,0.95,1,7.60,7.20,california
Jonathan Brady,JR,WR,5,2,24,12.00,0,0.40,4.80,california
Byron Cardwell Jr.,SO,RB,3,8,16,2.00,0,2.67,5.33,california
Jamaal Wiley,FR,RB,1,2,11,5.50,0,2.00,11.00,california
Josiah Martin,FR,WR,2,1,10,10.00,0,0.50,5.00,california
Mikey Matthews,SO,WR,5,1,-3,-3.00,0,0.20,-0.60,california
B.J. Harris,SR,RB,5,37,273,7.38,2,7.40,54.60,central_michigan
Marion Lukes,SR,RB,4,46,212,4.61,1,11.50,53.00,central_michigan
Myles Bailey,SR,RB,4,24,171,7.13,2,6.00,42.75,central_michigan
Nahree Biggins,JR,RB,4,19,136,7.16,0,4.75,34.00,central_michigan
"Bert Emanuel, Jr.",SO,QB,2,13,65,5.00,2,6.50,32.50,central_michigan
Tyler Jefferson,FR,QB,3,7,24,3.43,0,2.33,8.00,central_michigan
Joe Labas,JR,QB,5,20,19,0.95,0,4.00,3.80,central_michigan
Brock Townsend,FR,RB,3,5,14,2.80,0,1.67,4.67,central_michigan
Solomon Davis,SR,WR,5,1,9,9.00,0,0.20,1.80,central_michigan
Hahsaun Wilson,JR,RB,6,47,307,6.53,5,7.83,51.17,charlotte
Cartevious Norton,JR,RB,6,52,246,4.73,2,8.67,41.00,charlotte
Terron Kellman,SO,RB,4,32,156,4.88,0,8.00,39.00,charlotte
Henry Rutledge,JR,RB,6,7,56,8.00,0,1.17,9.33,charlotte
"Rod Gainey, Jr.",FR,RB,3,10,34,3.40,0,3.33,11.33,charlotte
CJ Stokes,SO,RB,3,7,33,4.71,1,2.33,11.00,charlotte
Trexler Ivey,JR,QB,5,4,3,0.75,0,0.80,0.60,charlotte
Max Brown,SO,QB,2,10,2,0.20,0,5.00,1.00,charlotte
Xander Lamb,SO,WR,4,1,2,2.00,0,0.25,0.50,charlotte
Jairus Mack,JR,WR,6,1,-4,-4.00,0,0.17,-0.67,charlotte
Deshawn Purdie,FR,QB,4,19,-110,-5.79,1,4.75,-27.50,charlotte
Corey Kiner,SR,RB,5,67,413,6.16,2,13.40,82.60,cincinnati
Evan Pryor,JR,RB,5,23,239,10.39,3,4.60,47.80,cincinnati
Chance Williams,JR,RB,4,15,67,4.47,0,3.75,16.75,cincinnati
Brendan Sorsby,SO,QB,5,35,66,1.89,3,7.00,13.20,cincinnati
Victor Dawson,JR,RB,5,7,63,9.00,0,1.40,12.60,cincinnati
Manny Covey,FR,RB,5,16,58,3.63,0,3.20,11.60,cincinnati
Tony Johnson,JR,WR,5,1,13,13.00,0,0.20,2.60,cincinnati
Barry Jackson Jr.,FR,WR,3,2,11,5.50,0,0.67,3.67,cincinnati
Brady Lichtenberg,JR,QB,2,4,-2,-0.50,0,2.00,-1.00,cincinnati
Phil Mafah,SR,RB,5,68,496,7.29,2,13.60,99.20,clemson
Cade Klubnik,JR,QB,5,28,168,6.00,4,5.60,33.60,clemson
Jay Haynes,FR,RB,5,21,110,5.24,1,4.20,22.00,clemson
Antonio Williams,SO,WR,5,3,48,16.00,0,0.60,9.60,clemson
Christopher Vizzina,FR,QB,4,9,38,4.22,1,2.25,9.50,clemson
David Eziomume,FR,RB,2,7,35,5.00,0,3.50,17.50,clemson
Cole Turner,SO,WR,5,2,30,15.00,1,0.40,6.00,clemson
"Keith Adams, Jr.",SO,RB,5,11,26,2.36,0,2.20,5.20,clemson
Trent Pearman,SO,QB,2,3,16,5.33,0,1.50,8.00,clemson
Troy Stellato,JR,WR,4,1,11,11.00,0,0.25,2.75,clemson
Jarvis Green,FR,RB,1,2,5,2.50,0,2.00,5.00,clemson
"Wise Segars, Jr.",JR,RB,1,1,2,2.00,0,1.00,2.00,clemson
Tristen Rigby,JR,RB,3,1,1,1.00,0,0.33,0.33,clemson
Tyler Brown,SO,WR,4,1,-2,-2.00,0,0.25,-0.50,clemson
Christian Washington,SO,RB,5,60,313,5.22,4,12.00,62.60,coastal_carolina
Ethan Vasko,SO,QB,5,49,220,4.49,2,9.80,44.00,coastal_carolina
Braydon Bennett,SR,RB,3,25,145,5.80,5,8.33,48.33,coastal_carolina
Darren Lloyd,FR,RB,5,17,121,7.12,0,3.40,24.20,coastal_carolina
Ja'Vin Simpkins,SO,RB,2,14,93,6.64,0,7.00,46.50,coastal_carolina
Simeon Price,JR,RB,3,23,62,2.70,0,7.67,20.67,coastal_carolina
Tray Taylor,JR,WR,5,3,28,9.33,0,0.60,5.60,coastal_carolina
Matt Pack Jr.,JR,RB,1,6,16,2.67,0,6.00,16.00,coastal_carolina
Bryson Graves,SO,WR,5,3,8,2.67,0,0.60,1.60,coastal_carolina
Noah Kim,SR,QB,3,3,7,2.33,0,1.00,2.33,coastal_carolina
Mack West,JR,P,5,1,-5,-5.00,0,0.20,-1.00,coastal_carolina
Isaiah Augustave,SO,RB,4,24,117,4.88,0,6.00,29.25,colorado
Micah Welch,FR,RB,4,23,113,4.91,3,5.75,28.25,colorado
Dallan Hayden,SO,RB,3,25,85,3.40,1,8.33,28.33,colorado
Charlie Offerdahl,JR,RB,5,14,46,3.29,0,2.80,9.20,colorado
Shedeur Sanders,SR,QB,5,40,25,0.63,1,8.00,5.00,colorado
Drelon Miller,FR,WR,5,3,11,3.67,0,0.60,2.20,colorado
Ryan Staub,FR,QB,2,3,4,1.33,0,1.50,2.00,colorado
Jimmy Horn Jr.,SR,WR,5,1,3,3.00,0,0.20,0.60,colorado
Travis Hunter,JR,ATH,5,1,0,0.00,0,0.20,0.00,colorado
Avery Morrow,SR,RB,5,54,390,7.22,4,10.80,78.00,colorado_state
Justin Marshall,FR,RB,5,73,323,4.42,2,14.60,64.60,colorado_state
Keegan Holles,SO,RB,3,15,97,6.47,1,5.00,32.33,colorado_state
Damian Henderson II,FR,RB,1,8,38,4.75,0,8.00,38.00,colorado_state
Caleb Goodie,SO,WR,5,2,31,15.50,0,0.40,6.20,colorado_state
Jackson Brousseau,FR,QB,2,1,8,8.00,0,0.50,4.00,colorado_state
Kobe Johnson,SR,RB,5,8,-2,-0.25,0,1.60,-0.40,colorado_state
Paddy Turner,SR,P,5,1,-2,-2.00,0,0.20,-0.40,colorado_state
Brayden Fowler-Nicolosi,SO,QB,5,20,-6,-0.30,1,4.00,-1.20,colorado_state
Durell Robinson,FR,RB,6,55,421,7.65,4,9.17,70.17,connecticut
Cam Edwards,SO,RB,6,64,320,5.00,3,10.67,53.33,connecticut
Mel Brown,JR,RB,6,62,315,5.08,1,10.33,52.50,connecticut
Nick Evers,SO,QB,4,42,172,4.10,2,10.50,43.00,connecticut
Joe Fagnano,SR,QB,6,19,51,2.68,1,3.17,8.50,connecticut
Victor Rosa,JR,RB,2,7,48,6.86,1,3.50,24.00,connecticut
Tucker McDonald,FR,QB,3,3,9,3.00,0,1.00,3.00,connecticut
Daniel Shaban,FR,RB,1,2,6,3.00,0,2.00,6.00,connecticut
Skyler Bell,JR,WR,6,0,4,-,0,-,-,connecticut
Star Thomas,SR,RB,6,113,528,4.67,3,18.83,88.00,duke
Peyton Jones,SO,RB,6,38,164,4.32,2,6.33,27.33,duke
Jaquez Moore,SR,RB,3,14,35,2.50,1,4.67,11.67,duke
Henry Belin IV,SO,QB,2,5,23,4.60,0,2.50,11.50,duke
Al Wooten II,SR,RB,3,2,1,0.50,0,0.67,0.33,duke
Quran Boyd,FR,RB,5,2,0,0.00,0,0.40,0.00,duke
Maalik Murphy,SO,QB,6,9,-54,-6.00,0,1.50,-9.00,duke
Rahjai Harris,SR,RB,6,100,397,3.97,3,16.67,66.17,east_carolina
London Montgomery,FR,RB,4,19,119,6.26,1,4.75,29.75,east_carolina
Javious Bond,SO,RB,4,14,92,6.57,1,3.50,23.00,east_carolina
Marlon Gunn Jr.,JR,RB,6,23,60,2.61,1,3.83,10.00,east_carolina
Jake Garcia,JR,QB,6,40,46,1.15,2,6.67,7.67,east_carolina
Winston Wright Jr.,SR,WR,6,6,44,7.33,0,1.00,7.33,east_carolina
Jhari Patterson,SR,WR,6,1,12,12.00,0,0.17,2.00,east_carolina
Brock Spalding,SO,WR,6,1,0,0.00,0,0.17,0.00,east_carolina
Katin Houser,SO,QB,2,5,-19,-3.80,0,2.50,-9.50,east_carolina
Delbert Mimms III,SR,RB,5,69,314,4.55,5,13.80,62.80,eastern_michigan
Elijah Jackson-Anderson,JR,RB,5,45,146,3.24,2,9.00,29.20,eastern_michigan
Cole Snyder,SR,QB,5,52,109,2.10,2,10.40,21.80,eastern_michigan
Dontae McMillan,SR,RB,2,23,87,3.78,0,11.50,43.50,eastern_michigan
Deion Brown,SO,RB,4,11,75,6.82,1,2.75,18.75,eastern_michigan
Joey Mattord,SO,RB,3,7,15,2.14,0,2.33,5.00,eastern_michigan
Oran Singleton,JR,WR,5,2,10,5.00,0,0.40,2.00,eastern_michigan
Jayvin Norman,FR,RB,1,4,8,2.00,0,4.00,8.00,eastern_michigan
Jeremiah Salem,JR,QB,2,1,5,5.00,0,0.50,2.50,eastern_michigan
Montrell Johnson Jr.,SR,RB,5,58,288,4.97,4,11.60,57.60,florida
Jadan Baugh,FR,RB,5,19,128,6.74,0,3.80,25.60,florida
Treyaun Webb,SO,RB,4,21,93,4.43,1,5.25,23.25,florida
Ja'Kobi Jackson,JR,RB,5,14,93,6.64,3,2.80,18.60,florida
DJ Lagway,FR,QB,5,19,49,2.58,0,3.80,9.80,florida
Graham Mertz,SR,QB,4,13,45,3.46,1,3.25,11.25,florida
Tank Hawkins,FR,WR,3,3,11,3.67,0,1.00,3.67,florida
KD Daniels,FR,RB,2,3,10,3.33,0,1.50,5.00,florida
Aidan Warner,FR,QB,1,1,9,9.00,1,1.00,9.00,florida
Zuberi Mobley,JR,RB,5,55,307,5.58,4,11.00,61.40,florida_atlantic
CJ Campbell Jr.,JR,RB,5,59,292,4.95,5,11.80,58.40,florida_atlantic
Cam Fancher,JR,QB,5,52,219,4.21,1,10.40,43.80,florida_atlantic
Xavier Terrell,FR,RB,1,4,34,8.50,0,4.00,34.00,florida_atlantic
Gemari Sands,FR,RB,5,6,25,4.17,1,1.20,5.00,florida_atlantic
Kaden Shields-Dutton,FR,RB,2,4,19,4.75,0,2.00,9.50,florida_atlantic
Kasen Weisman,FR,QB,3,6,15,2.50,1,2.00,5.00,florida_atlantic
Omari Hayes,SO,WR,5,2,0,0.00,0,0.40,0.00,florida_atlantic
Kejon Owens,JR,RB,6,60,265,4.42,4,10.00,44.17,florida_international
Lexington Joseph,SR,RB,6,43,195,4.53,2,7.17,32.50,florida_international
Shomari Lawrence,JR,RB,4,24,68,2.83,0,6.00,17.00,florida_international
Keyone Jenkins,SO,QB,6,40,61,1.53,2,6.67,10.17,florida_international
Shaborne Demps,FR,RB,2,2,20,10.00,0,1.00,10.00,florida_international
Luby Maurice Jr.,FR,WR,5,1,15,15.00,1,0.20,3.00,florida_international
Dean Patterson,JR,WR,6,3,15,5.00,2,0.50,2.50,florida_international
Amari Jones,SO,QB,3,2,6,3.00,0,0.67,2.00,florida_international
Nazeviah Burris,SR,WR,6,1,-2,-2.00,0,0.17,-0.33,florida_international
C'Quan Jnopierre,SR,WR,5,1,-2,-2.00,0,0.20,-0.40,florida_international
Lawrance Toafili,SR,RB,6,55,230,4.18,2,9.17,38.33,florida_state
Kam Davis,FR,RB,6,24,68,2.83,0,4.00,11.33,florida_state
Roydell Williams,SR,RB,3,20,54,2.70,2,6.67,18.00,florida_state
Brock Glenn,FR,QB,2,5,15,3.00,0,2.50,7.50,florida_state
Jaylin Lucas,JR,RB,2,2,13,6.50,0,1.00,6.50,florida_state
Caziah Holmes,SR,RB,6,4,12,3.00,0,0.67,2.00,florida_state
Samuel Singleton Jr.,FR,RB,3,5,11,2.20,0,1.67,3.67,florida_state
Ja’Khi Douglas,SR,WR,6,2,10,5.00,0,0.33,1.67,florida_state
Malik Benson,SR,WR,6,1,-5,-5.00,0,0.17,-0.83,florida_state
DJ Uiagalelei,SR,QB,5,37,-8,-0.22,0,7.40,-1.60,florida_state
Malik Sherrod,SR,RB,4,60,196,3.27,4,15.00,49.00,fresno_state
Elijah Gilliam,SR,RB,5,48,175,3.65,2,9.60,35.00,fresno_state
Bryson Donelson,FR,RB,4,21,91,4.33,1,5.25,22.75,fresno_state
Raylen Sharpe,JR,WR,5,2,74,37.00,0,0.40,14.80,fresno_state
Johnathan Arceneaux,JR,RB,3,7,40,5.71,0,2.33,13.33,fresno_state
Joshua Wood,SO,QB,5,11,40,3.64,3,2.20,8.00,fresno_state
Mac Dalena,SR,WR,5,3,15,5.00,0,0.60,3.00,fresno_state
Nathan Acevedo,SO,WR,5,1,10,10.00,0,0.20,2.00,fresno_state
Jalen Moss,SO,WR,5,1,6,6.00,0,0.20,1.20,fresno_state
Jayden Mandal,FR,QB,4,1,-7,-7.00,0,0.25,-1.75,fresno_state
Mikey Keene,JR,QB,5,16,-71,-4.44,0,3.20,-14.20,fresno_state
Trevor Etienne,JR,RB,4,52,300,5.77,3,13.00,75.00,georgia
Nate Frazier,FR,RB,4,27,151,5.59,1,6.75,37.75,georgia
Branson Robinson,SO,RB,5,22,61,2.77,2,4.40,12.20,georgia
Dillon Bell,JR,WR,5,4,54,13.50,1,0.80,10.80,georgia
Carson Beck,SR,QB,5,22,49,2.23,0,4.40,9.80,georgia
Chauncey Bowens,FR,RB,2,6,20,3.33,0,3.00,10.00,georgia
Cash Jones,JR,RB,5,4,18,4.50,1,0.80,3.60,georgia
