name,yr,pos,g,att,yards,avg.,td,att/g,yards/g,team_name
Chad Stephens,FR,OLB,10,1,4,4.00,0,0.10,0.40,east_carolina
Tyler Snead,SO,WR,12,5,-5,-1.00,0,0.42,-0.42,east_carolina
Jawon Hamilton,SR,RB,11,101,631,6.25,4,9.18,57.36,eastern_michigan
Darius Boone Jr.,FR,RB,13,120,451,3.76,6,9.23,34.69,eastern_michigan
Samson Evans,SO,RB,12,83,316,3.81,13,6.92,26.33,eastern_michigan
Bryson Moss,FR,RB,6,22,69,3.14,0,3.67,11.50,eastern_michigan
Preston Hutchinson,JR,QB,8,22,56,2.55,1,2.75,7.00,eastern_michigan
DJ Smith,FR,RB,7,5,38,7.60,0,0.71,5.43,eastern_michigan
Aaron Jackson,SO,TE,6,6,27,4.50,0,1.00,4.50,eastern_michigan
Zach Westmoreland,FR,WR,12,1,2,2.00,0,0.08,0.17,eastern_michigan
Hassan Beydoun,JR,WR,13,2,2,1.00,0,0.15,0.15,eastern_michigan
Ben Bryant,SR,QB,13,87,-43,-0.49,2,6.69,-3.31,eastern_michigan
Emory Jones,JR,QB,13,143,758,5.30,4,11.00,58.31,florida
Dameon Pierce,SR,RB,13,100,574,5.74,13,7.69,44.15,florida
Malik Davis,SR,RB,12,92,487,5.29,5,7.67,40.58,florida
Anthony Richardson,FR,QB,8,51,401,7.86,3,6.38,50.13,florida
Nay'Quan Wright,SO,RB,12,76,326,4.29,1,6.33,27.17,florida
Demarkcus Bowman,FR,RB,5,14,81,5.79,0,2.80,16.20,florida
Lorenzo Lingard,JR,RB,11,11,43,3.91,0,1.00,3.91,florida
Jeremy Crawshaw,FR,P,13,1,28,28.00,0,0.08,2.15,florida
Jacob Copeland,JR,WR,13,3,20,6.67,0,0.23,1.54,florida
Rick Wells,SR,WR,11,1,10,10.00,0,0.09,0.91,florida
Johnny Ford,SO,RB,11,131,831,6.34,5,11.91,75.55,florida_atlantic
Malcolm Davidson,JR,RB,10,62,274,4.42,1,6.20,27.40,florida_atlantic
James Charles,SR,RB,12,47,168,3.57,2,3.92,14.00,florida_atlantic
N'Kosi Perry,SR,QB,12,107,149,1.39,4,8.92,12.42,florida_atlantic
Larry McCammon III,SO,RB,11,32,140,4.38,1,2.91,12.73,florida_atlantic
"Kelvin Dean, Jr.",FR,RB,11,21,131,6.24,2,1.91,11.91,florida_atlantic
Javion Posey,FR,WR,10,12,40,3.33,0,1.20,4.00,florida_atlantic
Nick Tronti,JR,QB,6,17,37,2.18,2,2.83,6.17,florida_atlantic
Zuberi Mobley,FR,RB,2,8,33,4.13,0,4.00,16.50,florida_atlantic
LaJohntay Wester,FR,WR,12,5,29,5.80,0,0.42,2.42,florida_atlantic
Willie Wright,SR,WR,12,1,1,1.00,0,0.08,0.08,florida_atlantic
Je'Quan Burton,SO,WR,12,2,-11,-5.50,0,0.17,-0.92,florida_atlantic
D'vonte Price,SR,RB,9,129,682,5.29,6,14.33,75.78,florida_international
Lexington Joseph,SO,RB,12,57,273,4.79,1,4.75,22.75,florida_international
EJ Wilson Jr.,FR,RB,12,42,239,5.69,0,3.50,19.92,florida_international
Shaun Peterson Jr.,SO,RB,11,58,217,3.74,2,5.27,19.73,florida_international
Maleek Williams,JR,RB,6,13,64,4.92,1,2.17,10.67,florida_international
Kaylan Wiggins,JR,QB,2,6,24,4.00,0,3.00,12.00,florida_international
Nate Jefferson,FR,WR,6,3,19,6.33,0,0.50,3.17,florida_international
Grayson James,FR,QB,6,5,12,2.40,0,0.83,2.00,florida_international
Max Bortenschlager,SR,QB,12,50,-250,-5.00,1,4.17,-20.83,florida_international
Jashaun Corbin,SO,RB,12,143,887,6.20,7,11.92,73.92,florida_state
Jordan Travis,SO,QB,10,134,535,3.99,7,13.40,53.50,florida_state
Treshaun Ward,FR,RB,12,81,515,6.36,4,6.75,42.92,florida_state
Lawrance Toafili,FR,RB,9,32,163,5.09,1,3.56,18.11,florida_state
D.J. Williams,SO,RB,6,10,47,4.70,1,1.67,7.83,florida_state
Ontaria Wilson,JR,WR,11,1,10,10.00,0,0.09,0.91,florida_state
Ja’Khi Douglas,FR,RB,12,7,6,0.86,0,0.58,0.50,florida_state
Chubba Purdy,FR,QB,1,1,5,5.00,0,1.00,5.00,florida_state
McKenzie Milton,SR,QB,6,31,-12,-0.39,0,5.17,-2.00,florida_state
Ronnie Rivers,SR,RB,11,161,788,4.89,5,14.64,71.64,fresno_state
Jordan Mims,SR,RB,13,127,710,5.59,6,9.77,54.62,fresno_state
Jordan Wilmore,SO,RB,6,14,77,5.50,1,2.33,12.83,fresno_state
Jalen Cropper,JR,WR,13,19,76,4.00,2,1.46,5.85,fresno_state
Jaylen Henderson,FR,QB,3,14,68,4.86,0,4.67,22.67,fresno_state
Malik Sherrod,FR,RB,7,11,41,3.73,0,1.57,5.86,fresno_state
Josh Kelly,SO,WR,13,3,20,6.67,0,0.23,1.54,fresno_state
Logan Fife,FR,QB,1,4,13,3.25,0,4.00,13.00,fresno_state
Jake Haener,SR,QB,13,71,5,0.07,3,5.46,0.38,fresno_state
Zane Pope,SR,WR,13,1,3,3.00,0,0.08,0.23,fresno_state
Keric Wheatfall,SR,WR,13,2,2,1.00,0,0.15,0.15,fresno_state
Zamir White,JR,RB,15,160,856,5.35,11,10.67,57.07,georgia
James Cook,SR,RB,15,113,728,6.44,7,7.53,48.53,georgia
Kenny McIntosh,JR,RB,14,58,330,5.69,3,4.14,23.57,georgia
Kendall Milton,SO,RB,9,56,264,4.71,1,6.22,29.33,georgia
Stetson Bennett,SR,QB,14,56,259,4.63,1,4.00,18.50,georgia
Daijun Edwards,SO,RB,15,49,215,4.39,3,3.27,14.33,georgia
Brock Bowers,FR,TE,15,4,56,14.00,1,0.27,3.73,georgia
Sevaughn Clark,SO,RB,6,14,46,3.29,0,2.33,7.67,georgia
Ladd McConkey,FR,WR,15,4,44,11.00,1,0.27,2.93,georgia
Kearis Jackson,JR,WR,15,1,37,37.00,0,0.07,2.47,georgia
Anthony Summey,SO,RB,2,5,16,3.20,0,2.50,8.00,georgia
Arian Smith,FR,WR,4,1,15,15.00,0,0.25,3.75,georgia
Carson Beck,FR,QB,4,5,15,3.00,0,1.25,3.75,georgia
Cash Jones,FR,RB,2,1,6,6.00,0,0.50,3.00,georgia
Jaylen Johnson,JR,WR,13,1,6,6.00,0,0.08,0.46,georgia
Jordan Davis,SR,DL,15,2,2,1.00,1,0.13,0.13,georgia
JT Daniels,JR,QB,6,4,-18,-4.50,0,0.67,-3.00,georgia
Logan Wright,SR,RB,12,150,793,5.29,8,12.50,66.08,georgia_southern
Gerald Green,SO,RB,11,75,423,5.64,5,6.82,38.45,georgia_southern
Jalen White,SO,RB,12,68,383,5.63,4,5.67,31.92,georgia_southern
Amare Jones,SR,RB,10,41,196,4.78,0,4.10,19.60,georgia_southern
Justin Tomlin,JR,QB,8,80,195,2.44,2,10.00,24.38,georgia_southern
J.D. King,SR,RB,4,27,112,4.15,2,6.75,28.00,georgia_southern
Cam Ransom,FR,QB,9,38,112,2.95,0,4.22,12.44,georgia_southern
Khaleb Hood,JR,SLT,12,13,77,5.92,1,1.08,6.42,georgia_southern
Sam Kenerson,FR,WR,7,9,35,3.89,0,1.29,5.00,georgia_southern
Connor Cigelske,FR,QB,2,24,17,0.71,0,12.00,8.50,georgia_southern
Dexter Carter Jr.,SR,SLT,4,1,3,3.00,0,0.25,0.75,georgia_southern
AJ Brown,SO,RB,1,1,2,2.00,0,1.00,2.00,georgia_southern
Derwin Burgess Jr.,FR,WR,11,1,2,2.00,0,0.09,0.18,georgia_southern
Terron Dixon II,SO,RB,1,1,0,0.00,0,1.00,0.00,georgia_southern
Tucker Gregg,SR,RB,13,192,953,4.96,9,14.77,73.31,georgia_state
Jamyest Williams,SR,RB,13,128,859,6.71,9,9.85,66.08,georgia_state
Darren Grainger,JR,QB,13,134,646,4.82,3,10.31,49.69,georgia_state
Destin Coates,SR,RB,6,46,186,4.04,1,7.67,31.00,georgia_state
Marcus Carroll,SO,RB,8,33,116,3.52,1,4.13,14.50,georgia_state
Cornelious Brown IV,SO,QB,5,30,49,1.63,2,6.00,9.80,georgia_state
Antoine Lane,JR,RB,3,5,31,6.20,0,1.67,10.33,georgia_state
Cornelius McCoy,SR,WR,8,3,28,9.33,0,0.38,3.50,georgia_state
Robert Lewis,FR,WR,13,3,25,8.33,0,0.23,1.92,georgia_state
Terrance Dixon,SR,WR,13,3,15,5.00,0,0.23,1.15,georgia_state
Sam Pinckney,JR,WR,11,1,12,12.00,0,0.09,1.09,georgia_state
Tailique Williams,FR,WR,8,1,7,7.00,0,0.13,0.88,georgia_state
Jamari Thrash,SO,WR,13,1,5,5.00,0,0.08,0.38,georgia_state
Shamarious Gilmore,SR,G,13,0,2,-,0,-,-,georgia_state
Aubry Payne,SR,TE,12,1,0,0.00,0,0.08,0.00,georgia_state
Jahmyr Gibbs,FR,RB,12,143,746,5.22,4,11.92,62.17,georgia_tech
Jordan Mason,JR,RB,12,87,439,5.05,1,7.25,36.58,georgia_tech
Dontae Smith,SO,RB,12,68,378,5.56,4,5.67,31.50,georgia_tech
Jeff Sims,FR,QB,8,70,371,5.30,4,8.75,46.38,georgia_tech
Jordan Yates,FR,QB,8,64,82,1.28,2,8.00,10.25,georgia_tech
Jamious Griffin,SO,RB,3,7,23,3.29,0,2.33,7.67,georgia_tech
Trad Beatty,SO,QB,1,1,1,1.00,0,1.00,1.00,georgia_tech
Dae Dae Hunter,SO,RB,10,101,651,6.45,3,10.10,65.10,hawai'i
Dedrick Parson,SR,RB,13,117,618,5.28,8,9.00,47.54,hawai'i
Chevan Cordeiro,JR,QB,11,116,342,2.95,3,10.55,31.09,hawai'i
Calvin Turner Jr.,SR,RB,13,73,316,4.33,8,5.62,24.31,hawai'i
Nasjzaé Bryant,JR,RB,1,1,2,2.00,0,1.00,2.00,hawai'i
James Phillips,JR,RB,4,3,0,0.00,0,0.75,0.00,hawai'i
Brayden Schager,FR,QB,6,14,-50,-3.57,0,2.33,-8.33,hawai'i
Alton McCaskill,FR,RB,14,189,961,5.08,16,13.50,68.64,houston
Ta'Zhawn Henry,JR,RB,13,111,513,4.62,7,8.54,39.46,houston
Mulbah Car,SR,RB,11,50,188,3.76,0,4.55,17.09,houston
Clayton Tune,JR,QB,14,105,154,1.47,2,7.50,11.00,houston
Chandler Smith,SR,RB,8,31,129,4.16,2,3.88,16.13,houston
Donavan Mutin,JR,LB,13,1,38,38.00,0,0.08,2.92,houston
Malik Robinson,JR,LB,13,1,8,8.00,0,0.08,0.62,houston
Jamel Starks,FR,RB,3,1,6,6.00,0,0.33,2.00,houston
KeSean Carter,JR,WR,9,1,6,6.00,0,0.11,0.67,houston
Nathaniel Dell,SO,WR,14,1,5,5.00,0,0.07,0.36,houston
Ike Ogbogu,JR,QB,6,11,4,0.36,0,1.83,0.67,houston
Marcus Jones,SR,CB,13,2,4,2.00,0,0.15,0.31,houston
Holman Edwards,SO,QB,1,1,-2,-2.00,0,1.00,-2.00,houston
Chase Brown,SO,RB,10,170,1005,5.91,5,17.00,100.50,illinois
Josh McCray,FR,RB,11,112,549,4.90,2,10.18,49.91,illinois
Reggie Love III,FR,RB,10,44,158,3.59,0,4.40,15.80,illinois
Jakari Norwood,SO,RB,9,27,120,4.44,0,3.00,13.33,illinois
Mike Epstein,SR,RB,3,25,107,4.28,1,8.33,35.67,illinois
Isaiah Williams,FR,WR,12,12,61,5.08,2,1.00,5.08,illinois
Artur Sitkowski,SO,QB,5,26,31,1.19,0,5.20,6.20,illinois
Casey Washington,SO,WR,12,0,30,-,1,-,-,illinois
Chase Hayden,JR,RB,6,5,18,3.60,0,0.83,3.00,illinois
Daniel Barker,JR,TE,12,3,18,6.00,1,0.25,1.50,illinois
Brandon Peters,SR,QB,10,38,0,0.00,0,3.80,0.00,illinois
Stephen Carr,SR,RB,9,155,600,3.87,6,17.22,66.67,indiana
Davion Ervin-Poindexter,JR,RB,12,44,226,5.14,1,3.67,18.83,indiana
Chris Childers,JR,RB,11,37,137,3.70,1,3.36,12.45,indiana
Donaven McCulley,FR,QB,7,64,135,2.11,2,9.14,19.29,indiana
Tim Baldwin Jr.,SO,RB,5,28,103,3.68,0,5.60,20.60,indiana
Charlie Spegal,FR,RB,5,19,62,3.26,0,3.80,12.40,indiana
David Holloman,FR,RB,4,11,34,3.09,0,2.75,8.50,indiana
Ty Fryfogle,SR,WR,12,4,34,8.50,0,0.33,2.83,indiana
D.J. Matthews Jr.,SR,WR,5,2,28,14.00,1,0.40,5.60,indiana
Bryant Fitzgerald,SR,DB,12,1,25,25.00,0,0.08,2.08,indiana
Trent Howland,FR,RB,3,6,20,3.33,0,2.00,6.67,indiana
Jack Tuttle,JR,QB,7,16,14,0.88,0,2.29,2.00,indiana
David Ellis,JR,RB,4,3,12,4.00,0,0.75,3.00,indiana
Peyton Hendershot,SR,TE,12,2,8,4.00,0,0.17,0.67,indiana
Jacolby Hewitt,JR,WR,10,1,6,6.00,0,0.10,0.60,indiana
Michael Penix Jr.,JR,QB,5,17,-24,-1.41,2,3.40,-4.80,indiana
Grant Gremel,SO,QB,5,11,-27,-2.45,0,2.20,-5.40,indiana
Tyler Goodson,JR,RB,13,256,1151,4.50,6,19.69,88.54,iowa
Gavin Williams,FR,RB,13,65,305,4.69,0,5.00,23.46,iowa
Ivory Kelly-Martin,SR,RB,11,45,202,4.49,1,4.09,18.36,iowa
Monte Pottebaum,JR,FB,14,15,76,5.07,1,1.07,5.43,iowa
Leshon Williams,FR,RB,3,21,69,3.29,0,7.00,23.00,iowa
Arland Bruce IV,FR,WR,14,9,69,7.67,3,0.64,4.93,iowa
"Tyrone Tracy, Jr.",JR,WR,13,7,33,4.71,1,0.54,2.54,iowa
Keagan Johnson,FR,WR,13,3,8,2.67,0,0.23,0.62,iowa
Charlie Jones,SR,WR,14,7,8,1.14,0,0.50,0.57,iowa
Caleb Shudak,SR,K,14,1,-4,-4.00,0,0.07,-0.29,iowa
Alex Padilla,SO,QB,9,17,-25,-1.47,1,1.89,-2.78,iowa
Spencer Petras,JR,QB,12,48,-109,-2.27,5,4.00,-9.08,iowa
Breece Hall,JR,RB,12,253,1472,5.82,20,21.08,122.67,iowa_state
Brock Purdy,SR,QB,13,85,238,2.80,1,6.54,18.31,iowa_state
Jirehl Brock,SO,RB,13,37,174,4.70,1,2.85,13.38,iowa_state
Deon Silas,FR,RB,5,13,75,5.77,2,2.60,15.00,iowa_state
Hunter Dekkers,FR,QB,4,4,61,15.25,1,1.00,15.25,iowa_state
Eli Sanders,FR,RB,4,9,29,3.22,0,2.25,7.25,iowa_state
Andrew Mevis,SR,PK,13,1,29,29.00,0,0.08,2.23,iowa_state
Xavier Hutchinson,SR,WR,13,2,18,9.00,0,0.15,1.38,iowa_state
Devin Neal,FR,RB,11,158,707,4.47,8,14.36,64.27,kansas
Jason Bean,JR,QB,11,92,400,4.35,2,8.36,36.36,kansas
Amauri Pesek-Hickson,FR,RB,10,60,218,3.63,0,6.00,21.80,kansas
Torry Locklin,SO,WR,9,36,117,3.25,2,4.00,13.00,kansas
Jalon Daniels,SO,QB,6,33,83,2.52,3,5.50,13.83,kansas
Miles Kendrick,SR,QB,5,13,73,5.62,0,2.60,14.60,kansas
Velton Gardner,JR,RB,3,29,56,1.93,0,9.67,18.67,kansas
Trevor Wilson,SO,WR,12,7,42,6.00,0,0.58,3.50,kansas
Steven McBride,SO,WR,12,1,3,3.00,0,0.08,0.25,kansas
Malik Johnson,FR,RB,1,1,1,1.00,0,1.00,1.00,kansas
Deuce Vaughn,SO,RB,13,235,1404,5.97,18,18.08,108.00,kansas_state
Joe Ervin,SO,RB,10,64,322,5.03,2,6.40,32.20,kansas_state
Will Howard,SO,QB,6,32,184,5.75,4,5.33,30.67,kansas_state
Malik Knowles,JR,WR,13,15,106,7.07,0,1.15,8.15,kansas_state
Jacardia Wright,SO,RB,10,13,56,4.31,0,1.30,5.60,kansas_state
Jax Dineen,JR,FB,12,5,20,4.00,0,0.42,1.67,kansas_state
Jordan Schippers,SO,RB,2,5,12,2.40,0,2.50,6.00,kansas_state
Ben Sinnott,FR,FB,12,3,12,4.00,1,0.25,1.00,kansas_state
Skylar Thompson,SR,QB,10,47,4,0.09,4,4.70,0.40,kansas_state
Keenan Garber,SO,WR,11,1,4,4.00,0,0.09,0.36,kansas_state
Jaren Lewis,SO,QB,4,5,3,0.60,0,1.25,0.75,kansas_state
RJ Garcia II,FR,WR,3,2,0,0.00,0,0.67,0.00,kansas_state
Phillip Brooks,JR,WR,13,3,-7,-2.33,0,0.23,-0.54,kansas_state
Marquez Cooper,SO,RB,14,241,1205,5.00,11,17.21,86.07,kent_state
Xavier Williams,SR,RB,13,125,812,6.50,3,9.62,62.46,kent_state
Dustin Crum,SR,QB,14,161,703,4.37,12,11.50,50.21,kent_state
Bryan Bradford,SO,RB,11,49,299,6.10,3,4.45,27.18,kent_state
Joachim Bangda,JR,RB,8,19,135,7.11,1,2.38,16.88,kent_state
Collin Schlee,SO,QB,10,20,127,6.35,3,2.00,12.70,kent_state
Nykeim Johnson,SR,WR,14,10,83,8.30,2,0.71,5.93,kent_state
Daniel Bangura,JR,RB,3,8,80,10.00,1,2.67,26.67,kent_state
Ja'Shaun Poke,JR,WR,13,7,40,5.71,0,0.54,3.08,kent_state
Andrew Glass,FR,K,14,1,8,8.00,0,0.07,0.57,kent_state
Luke Floriea,SO,WR,9,1,-3,-3.00,0,0.11,-0.33,kent_state
Chris Rodriguez Jr.,JR,RB,13,225,1379,6.13,9,17.31,106.08,kentucky
Kavosiey Smoke,JR,RB,12,81,416,5.14,4,6.75,34.67,kentucky
Will Levis,JR,QB,13,107,376,3.51,9,8.23,28.92,kentucky
JuTahn McClain,SO,RB,9,34,165,4.85,0,3.78,18.33,kentucky
La'Vell Wright,FR,RB,4,9,118,13.11,1,2.25,29.50,kentucky
Wan'Dale Robinson,JR,WR,13,7,111,15.86,0,0.54,8.54,kentucky
Michael Drennen II,SO,WR,6,7,17,2.43,1,1.17,2.83,kentucky
Josh Ali,SR,WR,10,3,13,4.33,1,0.30,1.30,kentucky
Tyler Markray,JR,RB,1,2,10,5.00,0,2.00,10.00,kentucky
Beau Allen,SO,QB,3,4,9,2.25,1,1.33,3.00,kentucky
Travis Tisdale,SO,RB,1,1,4,4.00,0,1.00,4.00,kentucky
Malik Willis,JR,QB,13,197,878,4.46,13,15.15,67.54,liberty
T.J. Green,JR,RB,13,75,477,6.36,4,5.77,36.69,liberty
Joshua Mack,SR,RB,11,109,454,4.17,3,9.91,41.27,liberty
Shedro Louis,SO,RB,13,79,446,5.65,4,6.08,34.31,liberty
Kaidon Salter,FR,QB,2,5,53,10.60,0,2.50,26.50,liberty
Troy Henderson,SO,RB,5,20,35,1.75,0,4.00,7.00,liberty
Nate Hampton,FR,QB,1,4,30,7.50,0,4.00,30.00,liberty
Malik Caper,FR,RB,5,2,5,2.50,0,0.40,1.00,liberty
Russian Williams,FR,RB,1,1,3,3.00,0,1.00,3.00,liberty
Johnathan Bennett,SO,QB,9,4,2,0.50,1,0.44,0.22,liberty
Demario Douglas,FR,WR,12,1,2,2.00,0,0.08,0.17,liberty
Michael Bollinger,JR,TE,13,1,2,2.00,0,0.08,0.15,liberty
Frank Boyd,JR,RB,2,1,1,1.00,0,0.50,0.50,liberty
Tyron Staples,SR,RB,1,1,0,0.00,0,1.00,0.00,liberty
Max Morgan,FR,K,10,1,-21,-21.00,0,0.10,-2.10,liberty
Chris Smith,SO,RB,13,153,856,5.59,8,11.77,65.85,louisiana-lafayette
Montrell Johnson,FR,RB,14,162,838,5.17,12,11.57,59.86,louisiana-lafayette
Emani Bailey,FR,RB,11,102,642,6.29,8,9.27,58.36,louisiana-lafayette
Levi Lewis,SR,QB,14,100,343,3.43,5,7.14,24.50,louisiana-lafayette
T.J. Wisham,JR,RB,10,12,33,2.75,1,1.20,3.30,louisiana-lafayette
Terrence Williams,FR,RB,7,8,32,4.00,0,1.14,4.57,louisiana-lafayette
Chandler Fields,FR,QB,8,3,14,4.67,0,0.38,1.75,louisiana-lafayette
Peter LeBlanc,SO,WR,13,1,-1,-1.00,0,0.08,-0.08,louisiana-lafayette
Andrew Henry,SO,RB,11,131,482,3.68,4,11.91,43.82,louisiana-monroe
Malik Jackson,SO,WR,11,80,451,5.64,3,7.27,41.00,louisiana-monroe
Chandler Rogers,FR,QB,12,139,363,2.61,1,11.58,30.25,louisiana-monroe
Jiya Wright,SO,QB,4,33,145,4.39,1,8.25,36.25,louisiana-monroe
Kadyn Roach,FR,RB,6,21,58,2.76,1,3.50,9.67,louisiana-monroe
Rhett Rodriguez,JR,QB,6,35,45,1.29,0,5.83,7.50,louisiana-monroe
Jakyle Holmes,JR,RB,4,13,37,2.85,1,3.25,9.25,louisiana-monroe
Isaiah Phillips,SO,RB,6,16,28,1.75,0,2.67,4.67,louisiana-monroe
Abraham Alce,SO,FB,12,15,17,1.13,2,1.25,1.42,louisiana-monroe
Charlie Norman,FR,RB,5,3,6,2.00,0,0.60,1.20,louisiana-monroe
Boogie Knight,JR,WR,12,1,-3,-3.00,0,0.08,-0.25,louisiana-monroe
Jevin Frett,JR,WR,11,1,-3,-3.00,0,0.09,-0.27,louisiana-monroe
Colby Suits,SO,QB,3,4,-15,-3.75,0,1.33,-5.00,louisiana-monroe
Marcus Williams Jr.,SR,RB,12,193,792,4.10,8,16.08,66.00,louisiana_tech
Greg Garner,JR,RB,9,54,217,4.02,3,6.00,24.11,louisiana_tech
Austin Kendall,SR,QB,7,59,157,2.66,3,8.43,22.43,louisiana_tech
Harlan Dixon,FR,RB,9,25,112,4.48,0,2.78,12.44,louisiana_tech
Keyon Henry-Brooks,SO,RB,9,32,109,3.41,0,3.56,12.11,louisiana_tech
Kevin Dominique,JR,RB,8,10,49,4.90,0,1.25,6.13,louisiana_tech
Joseph Mason,FR,DL,12,1,27,27.00,0,0.08,2.25,louisiana_tech
JD Head,FR,QB,4,18,17,0.94,2,4.50,4.25,louisiana_tech
Cesar Barajas,SR,K,12,1,5,5.00,0,0.08,0.42,louisiana_tech
Smoke Harris,SO,WR,12,2,4,2.00,0,0.17,0.33,louisiana_tech
Tahj Magee,SO,WR,12,1,1,1.00,0,0.08,0.08,louisiana_tech
Solomon Lewis,FR,WR,4,1,-4,-4.00,0,0.25,-1.00,louisiana_tech
Aaron Allen,SO,QB,7,12,-6,-0.50,0,1.71,-0.86,louisiana_tech
Bub Means,FR,WR,11,1,-8,-8.00,0,0.09,-0.73,louisiana_tech
Malik Cunningham,JR,QB,13,173,1034,5.98,20,13.31,79.54,louisville
Jalen Mitchell,FR,RB,12,155,722,4.66,5,12.92,60.17,louisville
Trevion Cooley,FR,RB,12,86,431,5.01,1,7.17,35.92,louisville
Hassan Hall,JR,RB,9,38,272,7.16,1,4.22,30.22,louisville
Maurice Burkley,SR,RB,13,22,102,4.64,1,1.69,7.85,louisville
Jawhar Jordan,FR,RB,4,14,94,6.71,0,3.50,23.50,louisville
K.J. Cloyd,SO,LB,13,1,55,55.00,0,0.08,4.23,louisville
Aidan Robbins,FR,RB,4,2,41,20.50,1,0.50,10.25,louisville
Evan Conley,SO,QB,5,3,26,8.67,0,0.60,5.20,louisville
Ahmari Huggins-Bruce,FR,WR,12,2,15,7.50,0,0.17,1.25,louisville
Brock Domann,SO,QB,1,2,5,2.50,0,2.00,5.00,louisville
Braden Smith,SO,WR,5,1,3,3.00,0,0.20,0.60,louisville
Victoine Brown,FR,DL,4,2,-4,-2.00,0,0.50,-1.00,louisville
Shai Werts,SR,WR,8,2,-9,-4.50,0,0.25,-1.13,louisville
Kei'Trel Clark,SO,DB,9,1,-14,-14.00,0,0.11,-1.56,louisville
Tyrion Davis-Price,JR,RB,12,211,1003,4.75,6,17.58,83.58,lsu
Corey Kiner,FR,RB,11,79,323,4.09,2,7.18,29.36,lsu
Josh Williams,SO,RB,13,23,108,4.70,0,1.77,8.31,lsu
Armoni Goodwin,FR,RB,6,16,65,4.06,0,2.67,10.83,lsu
Jontre Kirklin,SR,WR,9,11,61,5.55,0,1.22,6.78,lsu
Malik Nabers,FR,WR,11,4,23,5.75,0,0.36,2.09,lsu
Tre Bradford,SO,RB,1,2,11,5.50,0,2.00,11.00,lsu
Corren Norman,SO,RB,6,1,7,7.00,0,0.17,1.17,lsu
Brian Thomas Jr.,FR,WR,12,2,6,3.00,0,0.17,0.50,lsu
Trey Palmer,JR,WR,11,2,0,0.00,0,0.18,0.00,lsu
Max Johnson,SO,QB,12,78,-40,-0.51,1,6.50,-3.33,lsu
Garrett Nussmeier,FR,QB,4,5,-46,-9.20,0,1.25,-11.50,lsu
Rasheen Ali,FR,RB,13,250,1401,5.60,23,19.23,107.77,marshall
Sheldon Evans,JR,RB,13,69,303,4.39,5,5.31,23.31,marshall
Knowledge McDaniel,SO,RB,4,13,107,8.23,1,3.25,26.75,marshall
Luke Zban,SO,QB,7,23,103,4.48,0,3.29,14.71,marshall
Ethan Payne,FR,RB,11,20,89,4.45,2,1.82,8.09,marshall
Grant Wells,FR,QB,13,60,56,0.93,7,4.62,4.31,marshall
Willie Johnson,SR,WR,13,3,26,8.67,0,0.23,2.00,marshall
Cam Fancher,FR,QB,2,5,18,3.60,0,2.50,9.00,marshall
Xavier Gaines,SR,TE,13,1,9,9.00,0,0.08,0.69,marshall
Tayon Fleet-Davis,SR,RB,13,128,721,5.63,8,9.85,55.46,maryland
Colby McDonald,FR,RB,8,60,325,5.42,2,7.50,40.63,maryland
Challen Faamatau,SR,RB,9,56,235,4.20,3,6.22,26.11,maryland
Peny Boone,SO,RB,10,39,172,4.41,2,3.90,17.20,maryland
Isaiah Jacobs,SO,RB,5,28,116,4.14,0,5.60,23.20,maryland
Taulia Tagovailoa,SO,QB,13,80,81,1.01,2,6.15,6.23,maryland
Antwain Littleton II,FR,RB,2,15,74,4.93,1,7.50,37.00,maryland
Roman Hemby,FR,RB,3,17,71,4.18,2,5.67,23.67,maryland
Rakim Jarrett,SO,WR,13,4,2,0.50,0,0.31,0.15,maryland
Darryl Jones,SR,WR,13,1,-3,-3.00,0,0.08,-0.23,maryland
Brian Cobbs,SR,WR,13,1,-4,-4.00,0,0.08,-0.31,maryland
Ellis Merriweather,JR,RB,12,218,1138,5.22,5,18.17,94.83,massachusetts
Garrett Dzuro,FR,QB,7,29,139,4.79,0,4.14,19.86,massachusetts
Zamar Wise,FR,QB,7,35,136,3.89,1,5.00,19.43,massachusetts
Jared Chisari,SO,RB,10,19,117,6.16,2,1.90,11.70,massachusetts
Kay'Ron Adams,SO,RB,7,39,114,2.92,1,5.57,16.29,massachusetts
Josiah Johnson,SO,TE,11,6,50,8.33,2,0.55,4.55,massachusetts
Carter Scudo,FR,WR,3,6,35,5.83,1,2.00,11.67,massachusetts
Brady Olson,FR,QB,9,35,28,0.80,0,3.89,3.11,massachusetts
Melvin Hill,JR,WR,12,1,16,16.00,0,0.08,1.33,massachusetts
Eric Collins,SR,WR,12,4,13,3.25,0,0.33,1.08,massachusetts
Onuma Dieke,FR,WR,12,1,7,7.00,0,0.08,0.58,massachusetts
Cyrus Bonsu,FR,RB,2,1,5,5.00,0,0.50,2.50,massachusetts
"Jermaine Johnson, Jr.",SO,WR,10,3,0,0.00,0,0.30,0.00,massachusetts
Tray Pettway,SO,WR,12,1,0,0.00,0,0.08,0.00,massachusetts
Tyler Lytle,SR,QB,2,15,-23,-1.53,2,7.50,-11.50,massachusetts
Brandon Thomas,FR,RB,9,116,669,5.77,8,12.89,74.33,memphis
Rodrigues Clark,JR,RB,10,79,387,4.90,4,7.90,38.70,memphis
Marquavius Weaver,SR,RB,12,48,165,3.44,3,4.00,13.75,memphis
