name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name
Arian Smith,SR,WR,5,7,0,1,7,7.00,1.4,georgia
JC French,SO,QB,5,82,1122,223,1204,5.40,240.8,georgia_southern
Jalen White,SR,RB,5,235,0,60,235,3.92,47.0,georgia_southern
OJ Arnold,JR,RB,5,201,12,30,213,7.10,42.6,georgia_southern
David Mbadinga,SO,RB,5,62,0,18,62,3.44,12.4,georgia_southern
Dexter Williams II,SR,QB,2,19,36,7,55,7.86,27.5,georgia_southern
Dalen Cobb,JR,WR,5,17,0,5,17,3.40,3.4,georgia_southern
Marcus Sanders Jr.,JR,WR,4,13,0,1,13,13.00,3.3,georgia_southern
Derwin Burgess Jr.,SR,WR,5,2,0,1,2,2.00,0.4,georgia_southern
DeAndre Buchannon,SO,WR,5,1,0,4,1,0.25,0.2,georgia_southern
Christian Veilleux,JR,QB,4,1,1073,166,1074,6.47,268.5,georgia_state
Freddie Brock,JR,RB,4,266,0,49,266,5.43,66.5,georgia_state
Sy'veon Wilkerson,SR,RB,4,97,0,23,97,4.22,24.3,georgia_state
Michel Dukes,SR,RB,4,77,0,16,77,4.81,19.3,georgia_state
Jordan Ford,SR,RB,4,44,0,12,44,3.67,11.0,georgia_state
DJ Riles,SO,WR,4,10,0,1,10,10.00,2.5,georgia_state
Tailique Williams,SR,WR,4,-1,0,1,-1,-1.00,-0.3,georgia_state
Haynes King,JR,QB,6,246,1441,220,1687,7.67,281.2,georgia_tech
Jamal Haynes,JR,RB,6,366,0,77,366,4.75,61.0,georgia_tech
Chad Alexander,SO,RB,4,141,0,26,141,5.42,35.3,georgia_tech
Zach Pyron,SO,QB,6,54,57,18,111,6.17,18.5,georgia_tech
Anthony Carrie,FR,RB,4,83,0,13,83,6.38,20.8,georgia_tech
"Eric Singleton, Jr.",SO,WR,6,79,0,7,79,11.29,13.2,georgia_tech
Trelain Maddox,FR,RB,2,67,0,17,67,3.94,33.5,georgia_tech
Aaron Philo,FR,QB,1,0,49,5,49,9.80,49.0,georgia_tech
Brody Rhodes,JR,QB,1,17,0,2,17,8.50,17.0,georgia_tech
Malik Rutherford,JR,WR,6,15,0,4,15,3.75,2.5,georgia_tech
Daylon Gordon,JR,RB,6,5,0,2,5,2.50,0.8,georgia_tech
Avery Boyd,SR,TE,6,-2,0,1,-2,-2.00,-0.3,georgia_tech
Brayden Schager,SR,QB,5,96,1328,255,1424,5.58,284.8,hawai'i
Landon Sims,JR,RB,5,148,0,36,148,4.11,29.6,hawai'i
Cam Barfield,SO,RB,4,52,0,14,52,3.71,13.0,hawai'i
David Cordero,JR,RB,5,46,0,7,46,6.57,9.2,hawai'i
Christian Vaughn,JR,RB,2,42,0,8,42,5.25,21.0,hawai'i
Tylan Hines,SO,WR,5,41,0,4,41,10.25,8.2,hawai'i
Lucas Borrow,SR,P,5,19,0,1,19,19.00,3.8,hawai'i
Kamalu DeBlake,JR,RB,4,18,0,4,18,4.50,4.5,hawai'i
Micah Alejado,FR,QB,1,8,5,2,13,6.50,13.0,hawai'i
John-Keawe Sagapolutele,FR,QB,2,1,0,1,1,1.00,0.5,hawai'i
Donovan Smith,SR,QB,6,102,694,157,796,5.07,132.7,houston
Zeon Chriss,SO,QB,5,176,161,57,337,5.91,67.4,houston
Stacy Sneed,JR,RB,6,235,0,40,235,5.88,39.2,houston
Re’Shaun Sanford II,FR,RB,6,208,0,40,208,5.20,34.7,houston
Ui Ale,SO,QB,1,3,74,9,77,8.56,77.0,houston
J'Marion Burnette,FR,RB,3,67,0,23,67,2.91,22.3,houston
Parker Jenkins,SO,RB,5,34,0,17,34,2.00,6.8,houston
Mekhi Mews,JR,WR,6,20,0,2,20,10.00,3.3,houston
DJ Butler,FR,RB,2,9,0,3,9,3.00,4.5,houston
Marquis Shoulders,JR,WR,3,5,0,1,5,5.00,1.7,houston
Stephon Johnson,JR,WR,6,5,0,1,5,5.00,0.8,houston
Sherman Smith,JR,RB,1,0,0,1,0,0.00,0.0,houston
Joseph Manjack IV,JR,WR,5,-2,0,1,-2,-2.00,-0.4,houston
Luke Altmyer,JR,QB,5,30,1047,169,1077,6.37,215.4,illinois
Kaden Feagin,SO,RB,5,306,0,67,306,4.57,61.2,illinois
Aidan Laughery,SO,RB,4,119,0,19,119,6.26,29.8,illinois
Ca'Lil Valentine,FR,RB,5,106,0,20,106,5.30,21.2,illinois
Josh McCray,JR,RB,5,103,0,25,103,4.12,20.6,illinois
Donovan Leary,SO,QB,1,0,29,5,29,5.80,29.0,illinois
Jordan Anderson,SO,RB,5,1,0,3,1,0.33,0.2,illinois
Pat Bryant,SR,WR,5,-1,0,1,-1,-1.00,-0.2,illinois
Kurtis Rourke,SR,QB,6,44,1752,181,1796,9.92,299.3,indiana
Justice Ellison,SR,RB,6,409,0,64,409,6.39,68.2,indiana
Ty Son Lawton,SR,RB,6,329,0,69,329,4.77,54.8,indiana
Kaelon Black,JR,RB,6,163,0,26,163,6.27,27.2,indiana
Elijah Green,JR,RB,4,157,0,17,157,9.24,39.3,indiana
Tayven Jackson,SO,QB,3,15,134,14,149,10.64,49.7,indiana
Khobie Martin,FR,RB,2,73,0,14,73,5.21,36.5,indiana
Daniel Weems,SO,RB,1,19,0,4,19,4.75,19.0,indiana
Myles Price,SR,WR,6,14,0,4,14,3.50,2.3,indiana
Omar Cooper Jr.,SO,WR,6,7,0,1,7,7.00,1.2,indiana
Alberto Mendoza,FR,QB,1,-3,6,3,3,1.00,3.0,indiana
Charlie Becker,FR,WR,5,3,0,1,3,3.00,0.6,indiana
Kaleb Johnson,JR,RB,5,771,0,97,771,7.95,154.2,iowa
Cade McNamara,SR,QB,5,-25,686,133,661,4.97,132.2,iowa
Jaziun Patterson,SO,RB,3,144,0,30,144,4.80,48.0,iowa
Kamari Moulton,FR,RB,4,130,0,32,130,4.06,32.5,iowa
Brendan Sullivan,JR,QB,4,25,14,7,39,5.57,9.8,iowa
Leshon Williams,SR,RB,3,21,0,11,21,1.91,7.0,iowa
Max White,JR,RB,5,21,0,2,21,10.50,4.2,iowa
Jacob Gill,JR,WR,5,15,0,2,15,7.50,3.0,iowa
"Terrell Washington, Jr.",FR,RB,5,9,0,1,9,9.00,1.8,iowa
Kaden Wetjen,SR,WR,5,6,0,1,6,6.00,1.2,iowa
Hayden Large,SR,FB,5,2,0,2,2,1.00,0.4,iowa
Rocco Becht,SO,QB,5,55,1173,151,1228,8.13,245.6,iowa_state
Jaylon Jackson,SR,RB,5,295,0,48,295,6.15,59.0,iowa_state
Abu Sama III,SO,RB,5,242,0,48,242,5.04,48.4,iowa_state
Carson Hansen,SO,RB,5,211,0,41,211,5.15,42.2,iowa_state
Connor Moberly,FR,QB,2,36,49,11,85,7.73,42.5,iowa_state
Dylan Lee,FR,RB,2,35,0,11,35,3.18,17.5,iowa_state
Aiden Flora,FR,RB,1,27,0,6,27,4.50,27.0,iowa_state
Jaylin Noel,SR,WR,5,9,0,2,9,4.50,1.8,iowa_state
Easton Miller,FR,RB,4,7,0,2,7,3.50,1.8,iowa_state
Tyler Huff,SR,QB,6,503,1269,210,1772,8.44,295.3,jacksonville_state
Tre Stewart,SR,RB,6,472,0,86,472,5.49,78.7,jacksonville_state
Logan Smothers,SR,QB,4,119,61,26,180,6.92,45.0,jacksonville_state
Anwar Lewis,SR,RB,6,127,0,35,127,3.63,21.2,jacksonville_state
Andrew Paul,SO,RB,6,77,0,17,77,4.53,12.8,jacksonville_state
Mike Franklin,JR,RB,4,55,0,8,55,6.88,13.8,jacksonville_state
Michael Pettway,JR,WR,6,12,0,2,12,6.00,2.0,jacksonville_state
Samario Rudolph,SR,WR,6,10,0,1,10,10.00,1.7,jacksonville_state
Jarod Bowie,JR,WR,6,5,0,1,5,5.00,0.8,jacksonville_state
Zion Turner,SO,QB,1,3,0,2,3,1.50,3.0,jacksonville_state
Cole Fuller,JR,TE,6,1,0,1,1,1.00,0.2,jacksonville_state
Demarcus Lacey,JR,WR,6,1,0,1,1,1.00,0.2,jacksonville_state
Alonza Barnett III,SO,QB,6,309,1472,238,1781,7.48,296.8,james_madison
George Pettaway,SO,RB,6,387,0,64,387,6.05,64.5,james_madison
Tyler Purdy,SR,RB,6,155,0,33,155,4.70,25.8,james_madison
Wayne Knight,SO,RB,6,129,0,18,129,7.17,21.5,james_madison
Jobi Malary,SR,RB,6,63,0,9,63,7.00,10.5,james_madison
Cam Ross,SR,WR,6,51,0,2,51,25.50,8.5,james_madison
Ayo Adeyi,SR,RB,2,40,0,20,40,2.00,20.0,james_madison
Jayden Mines,SO,WR,6,24,0,1,24,24.00,4.0,james_madison
JC Evans,FR,QB,2,16,0,5,16,3.20,8.0,james_madison
Ke'Marion Baldwin,FR,RB,1,13,0,4,13,3.25,13.0,james_madison
Dylan Morris,SR,QB,3,0,6,1,6,6.00,2.0,james_madison
Logan Kyle,JR,TE,6,-2,0,1,-2,-2.00,-0.3,james_madison
Jalon Daniels,JR,QB,6,123,1065,199,1188,5.97,198.0,kansas
Devin Neal,SR,RB,6,584,0,100,584,5.84,97.3,kansas
Daniel Hishaw Jr.,JR,RB,5,310,0,48,310,6.46,62.0,kansas
Cole Ballard,FR,QB,1,20,51,9,71,7.89,71.0,kansas
Luke Grimm,SR,WR,6,68,0,4,68,17.00,11.3,kansas
Sevion Morrison,JR,RB,5,45,0,8,45,5.63,9.0,kansas
Johnny Thompson Jr.,FR,RB,2,32,0,5,32,6.40,16.0,kansas
Harry Stewart III,FR,RB,1,24,0,7,24,3.43,24.0,kansas
Quentin Skinner,SR,WR,6,22,0,3,22,7.33,3.7,kansas
Mikey Pauley,SO,QB,1,17,0,2,17,8.50,17.0,kansas
Lawrence Arnold,SR,WR,6,14,0,1,14,14.00,2.3,kansas
Trevor Wilson,SR,WR,6,6,0,1,6,6.00,1.0,kansas
Doug Emilien,JR,WR,5,5,0,1,5,5.00,1.0,kansas
Torry Locklin,SR,RB,6,5,0,1,5,5.00,0.8,kansas
Jared Casey,SR,TE,6,1,0,1,1,1.00,0.2,kansas
Avery Johnson,SO,QB,5,321,879,170,1200,7.06,240.0,kansas_state
DJ Giddens,JR,RB,5,604,0,83,604,7.28,120.8,kansas_state
Dylan Edwards,SO,RB,5,201,0,29,201,6.93,40.2,kansas_state
Joe Jackson,FR,RB,5,91,0,18,91,5.06,18.2,kansas_state
Jacob Knuth,SO,QB,2,18,18,5,36,7.20,18.0,kansas_state
La'James White,JR,RB,4,12,0,1,12,12.00,3.0,kansas_state
Jadon Jackson,SR,WR,5,9,0,1,9,9.00,1.8,kansas_state
Keagan Johnson,JR,WR,5,8,0,1,8,8.00,1.6,kansas_state
Ta'Quan Roberson,SR,QB,2,0,4,3,4,1.33,2.0,kansas_state
Davis Bryson,SO,QB,5,95,616,157,711,4.53,142.2,kennesaw_state
Michael Benefield,SR,RB,5,194,0,47,194,4.13,38.8,kennesaw_state
Qua Ashley,SO,RB,5,121,0,53,121,2.28,24.2,kennesaw_state
Preston Daniels,SR,TE,5,66,0,25,66,2.64,13.2,kennesaw_state
Jacob Ulrich,FR,P,5,0,32,1,32,32.00,6.4,kennesaw_state
Destun Thomas,SO,WR,5,14,0,1,14,14.00,2.8,kennesaw_state
DJ Scott,FR,RB,5,9,0,2,9,4.50,1.8,kennesaw_state
Tykeem Wallace,JR,WR,5,7,0,4,7,1.75,1.4,kennesaw_state
Navelle Dean,FR,WR,5,6,0,1,6,6.00,1.2,kennesaw_state
Gabriel Benyard,JR,WR,2,5,0,1,5,5.00,2.5,kennesaw_state
Alexander Diggs,SO,RB,2,3,0,2,3,1.50,1.5,kennesaw_state
Khalib Johnson,SO,QB,3,-10,5,8,-5,-0.63,-1.7,kennesaw_state
Devin Kargman,JR,QB,4,-31,432,93,401,4.31,100.3,kent_state
Tommy Ulatowski,JR,QB,4,-1,354,47,353,7.51,88.3,kent_state
Ky Thomas,SR,RB,5,139,0,46,139,3.02,27.8,kent_state
JD Sherrod,FR,QB,2,67,18,20,85,4.25,42.5,kent_state
Ayden Harris,FR,RB,2,83,0,24,83,3.46,41.5,kent_state
Curtis Douglas,SO,RB,3,73,0,22,73,3.32,24.3,kent_state
Jordan Lowe,SR,RB,3,43,0,15,43,2.87,14.3,kent_state
Cade Wolford,FR,RB,2,10,0,4,10,2.50,5.0,kent_state
Jahzae Kimbrough,SO,WR,1,4,0,2,4,2.00,4.0,kent_state
Marques Hicks,SO,RB,2,-5,0,3,-5,-1.67,-2.5,kent_state
Brock Vandagriff,JR,QB,5,56,793,158,849,5.37,169.8,kentucky
Demie Sumo-Karngbaye,SR,RB,5,321,0,70,321,4.59,64.2,kentucky
Jamarion Wilcox,FR,RB,5,156,0,26,156,6.00,31.2,kentucky
Gavin Wimsatt,JR,QB,3,95,59,34,154,4.53,51.3,kentucky
Jason Patterson,FR,RB,3,73,0,14,73,5.21,24.3,kentucky
Barion Brown,JR,WR,5,26,0,6,26,4.33,5.2,kentucky
Anthony Brown-Stephens,SO,WR,5,19,0,6,19,3.17,3.8,kentucky
Ja'Mori Maclin,JR,WR,5,13,0,2,13,6.50,2.6,kentucky
Fred Farrier II,JR,WR,5,3,0,1,3,3.00,0.6,kentucky
Josh Kattus,JR,TE,4,2,0,0,2,-,0.5,kentucky
Kaidon Salter,JR,QB,5,183,1074,171,1257,7.35,251.4,liberty
Quinton Cooley,SR,RB,5,545,0,82,545,6.65,109.0,liberty
Billy Lucas,SR,RB,5,303,0,64,303,4.73,60.6,liberty
Vaughn Blue,FR,RB,5,70,0,12,70,5.83,14.0,liberty
"James Jointer, Jr.",SO,RB,3,24,0,3,24,8.00,8.0,liberty
Ryan Burger,SO,QB,1,6,12,4,18,4.50,18.0,liberty
Caden Williams,FR,RB,1,9,0,2,9,4.50,9.0,liberty
Darius Copeland,FR,WR,3,7,0,1,7,7.00,2.3,liberty
Kyle Hanks,SO,RB,1,5,0,1,5,5.00,5.0,liberty
Ben Wooldridge,SR,QB,5,97,1214,180,1311,7.28,262.2,louisiana-lafayette
Bill Davis,FR,RB,5,360,0,53,360,6.79,72.0,louisiana-lafayette
Zylan Perry,SO,RB,5,303,0,40,303,7.58,60.6,louisiana-lafayette
Dre’lyn Washington,JR,RB,4,131,0,23,131,5.70,32.8,louisiana-lafayette
Chandler Fields,SR,QB,2,11,63,9,74,8.22,37.0,louisiana-lafayette
Tylon Citizen,FR,RB,2,29,0,5,29,5.80,14.5,louisiana-lafayette
Kendrell Williams,JR,RB,3,13,0,5,13,2.60,4.3,louisiana-lafayette
Lance LeGendre,SR,WR,5,10,0,1,10,10.00,2.0,louisiana-lafayette
Ahmad Hardy,FR,RB,5,379,0,84,379,4.51,75.8,louisiana-monroe
Aidan Armenta,FR,QB,5,20,295,49,315,6.43,63.0,louisiana-monroe
General Booty,JR,QB,5,16,241,64,257,4.02,51.4,louisiana-monroe
James Jones,JR,RB,4,133,0,33,133,4.03,33.3,louisiana-monroe
Taven Curry,JR,RB,5,122,0,24,122,5.08,24.4,louisiana-monroe
Hunter Herring,JR,QB,4,14,19,7,33,4.71,8.3,louisiana-monroe
Ozarrio Smith,JR,RB,2,16,0,7,16,2.29,8.0,louisiana-monroe
Charlie Norman,SR,RB,5,4,0,3,4,1.33,0.8,louisiana-monroe
Bennett Galloway,SO,RB,4,3,0,4,3,0.75,0.8,louisiana-monroe
Davon Wells,SR,WR,5,-4,0,1,-4,-4.00,-0.8,louisiana-monroe
Evan Bullock,FR,QB,4,-17,557,81,540,6.67,135.0,louisiana_tech
Jack Turner,JR,QB,4,6,412,73,418,5.73,104.5,louisiana_tech
Blake Baker,FR,QB,2,11,314,51,325,6.37,162.5,louisiana_tech
Marquis Crosby,JR,RB,4,106,19,23,125,5.43,31.3,louisiana_tech
Omiri Wiggins,SO,RB,5,108,0,27,108,4.00,21.6,louisiana_tech
Donerio Davenport,SR,RB,4,107,0,31,107,3.45,26.8,louisiana_tech
Fred Robertson,FR,RB,4,82,0,19,82,4.32,20.5,louisiana_tech
Jimmy Holiday,SR,WR,5,70,0,11,70,6.36,14.0,louisiana_tech
Amani Givens,JR,RB,1,28,0,6,28,4.67,28.0,louisiana_tech
Dakota Williams,SO,WR,2,21,0,3,21,7.00,10.5,louisiana_tech
Jay Wilkerson,SO,WR,5,15,0,1,15,15.00,3.0,louisiana_tech
Abdul-Fatai Ibrahim,SR,WR,5,7,0,1,7,7.00,1.4,louisiana_tech
Solo Lewis,JR,WR,5,5,0,1,5,5.00,1.0,louisiana_tech
Marlion Jackson,SO,WR,5,3,0,2,3,1.50,0.6,louisiana_tech
Dedrick Latulas,SO,WR,4,0,0,1,0,0.00,0.0,louisiana_tech
Hunter Tipton,SO,TE,5,0,0,1,0,0.00,0.0,louisiana_tech
Tyler Shough,SR,QB,5,25,1443,172,1468,8.53,293.6,louisville
Isaac Brown,FR,RB,5,362,0,39,362,9.28,72.4,louisville
Keyjuan Brown,FR,RB,5,160,0,27,160,5.93,32.0,louisville
Duke Watson,FR,RB,4,144,0,13,144,11.08,36.0,louisville
Donald Chaney,JR,RB,5,103,0,32,103,3.22,20.6,louisville
Maurice Turner,JR,RB,2,87,0,16,87,5.44,43.5,louisville
Harrison Bailey,SR,QB,2,0,63,8,63,7.88,31.5,louisville
Caullin Lacy,SR,WR,2,11,0,3,11,3.67,5.5,louisville
Travis Egan,FR,QB,5,9,0,1,9,9.00,1.8,louisville
Pierce Clarkson,FR,QB,1,-8,11,5,3,0.60,3.0,louisville
Duane Martin,SR,TE,5,2,0,1,2,2.00,0.4,louisville
Deuce Adams,FR,QB,1,1,0,1,1,1.00,1.0,louisville
Garrett Nussmeier,JR,QB,5,-5,1652,204,1647,8.07,329.4,lsu
Caden Durham,FR,RB,4,244,0,29,244,8.41,61.0,lsu
Josh Williams,SR,RB,5,166,0,41,166,4.05,33.2,lsu
Kaleb Jackson,SO,RB,5,118,0,34,118,3.47,23.6,lsu
"John Emery, Jr.",SR,RB,1,61,0,10,61,6.10,61.0,lsu
Rickie Collins,FR,QB,2,18,33,8,51,6.38,25.5,lsu
Zavion Thomas,JR,WR,5,43,0,3,43,14.33,8.6,lsu
Ju'Juan Johnson,FR,RB,5,13,0,5,13,2.60,2.6,lsu
Stone Earle,SR,QB,5,162,537,143,699,4.89,139.8,marshall
A.J. Turner,SO,RB,5,443,0,42,443,10.55,88.6,marshall
Braylon Braxton,JR,QB,3,167,272,50,439,8.78,146.3,marshall
Jordan Houston,SR,RB,5,160,0,39,160,4.10,32.0,marshall
Ethan Payne,SR,RB,5,70,0,19,70,3.68,14.0,marshall
Cole Pennington,SO,QB,2,4,57,8,61,7.63,30.5,marshall
Tychaun Chapman,SO,WR,4,9,0,3,9,3.00,2.3,marshall
Moses Gray,FR,RB,1,8,0,2,8,4.00,8.0,marshall
Chuck Montgomery,JR,WR,5,2,0,2,2,1.00,0.4,marshall
Elijah Metcalf,JR,WR,5,-3,0,2,-3,-1.50,-0.6,marshall
Billy Edwards Jr.,JR,QB,5,36,1444,209,1480,7.08,296.0,maryland
Roman Hemby,JR,RB,5,318,0,60,318,5.30,63.6,maryland
Nolan Ray,FR,RB,5,173,0,34,173,5.09,34.6,maryland
Colby McDonald,SR,RB,5,148,0,27,148,5.48,29.6,maryland
Cameron Edge,SO,QB,2,0,67,8,67,8.38,33.5,maryland
MJ Morris,SO,QB,2,33,13,12,46,3.83,23.0,maryland
Tai Felton,SR,WR,5,23,0,2,23,11.50,4.6,maryland
DeJuan Williams,FR,RB,1,13,0,4,13,3.25,13.0,maryland
Josiah McLaurin,FR,RB,3,3,0,2,3,1.50,1.0,maryland
Kaden Prather,SR,WR,5,-1,0,1,-1,-1.00,-0.2,maryland
Kellan Wyatt,JR,LB,5,-1,0,1,-1,-1.00,-0.2,maryland
Taisun Phommachanh,SR,QB,6,253,1280,267,1533,5.74,255.5,massachusetts
Jalen John,JR,RB,5,210,0,60,210,3.50,42.0,massachusetts
CJ Hester,SO,RB,5,208,0,50,208,4.16,41.6,massachusetts
Brandon Campbell,JR,RB,5,61,0,25,61,2.44,12.2,massachusetts
Jackson Paradis,SO,RB,4,59,0,17,59,3.47,14.8,massachusetts
Cookie Desiderio,FR,RB,1,17,0,5,17,3.40,17.0,massachusetts
Da'Marion Alberic,FR,RB,1,0,0,1,0,0.00,0.0,massachusetts
Sterling Galban,SR,WR,6,-7,0,1,-7,-7.00,-1.2,massachusetts
Seth Henigan,SR,QB,5,60,1339,219,1399,6.39,279.8,memphis
Mario Anderson Jr.,SR,RB,5,438,0,76,438,5.76,87.6,memphis
Brandon Thomas,SR,RB,5,187,0,26,187,7.19,37.4,memphis
Greg Desrosiers Jr.,JR,RB,3,95,0,16,95,5.94,31.7,memphis
Harris Boyd,FR,QB,2,0,14,1,14,14.00,7.0,memphis
Sutton Smith,JR,RB,1,7,0,3,7,2.33,7.0,memphis
Roc Taylor,SR,WR,5,5,0,2,5,2.50,1.0,memphis
Ja'Koby Banks,SO,WR,5,5,0,6,5,0.83,1.0,memphis
Demeer Blankumsee,SR,WR,5,1,0,1,1,1.00,0.2,memphis
Makari Bodiford,FR,RB,1,0,0,3,0,0.00,0.0,memphis
Cam Ward,SR,QB,6,161,2219,242,2380,9.83,396.7,miami_florida
Damien Martinez,JR,RB,6,292,0,66,292,4.42,48.7,miami_florida
Jordan Lyle,FR,RB,6,239,0,33,239,7.24,39.8,miami_florida
"Mark Fletcher, Jr.",SO,RB,6,223,0,37,223,6.03,37.2,miami_florida
Emory Williams,SO,QB,1,0,161,12,161,13.42,161.0,miami_florida
Ajay Allen,SO,RB,5,143,0,17,143,8.41,28.6,miami_florida
Reese Poffenbarger,JR,QB,3,12,20,12,32,2.67,10.7,miami_florida
"Chris Johnson, Jr.",FR,RB,6,31,0,6,31,5.17,5.2,miami_florida
Chris Wheatley-Humphrey,FR,RB,1,7,0,1,7,7.00,7.0,miami_florida
Xavier Restrepo,SR,WR,6,0,0,1,0,0.00,0.0,miami_florida
Jacolby George,SR,WR,6,-3,0,1,-3,-3.00,-0.5,miami_florida
Brett Gabbert,SR,QB,5,-24,1162,208,1138,5.47,227.6,miami_ohio
Keyon Mozee,SR,RB,5,214,0,39,214,5.49,42.8,miami_ohio
Jordan Brunson,JR,RB,3,84,0,23,84,3.65,28.0,miami_ohio
Dylan Downing,SR,RB,4,73,0,17,73,4.29,18.3,miami_ohio
Kevin Davis,SR,RB,5,55,0,18,55,3.06,11.0,miami_ohio
Henry Hesson,JR,QB,2,13,17,7,30,4.29,15.0,miami_ohio
Alec Bevelhimer,SR,K,5,-16,0,1,-16,-16.00,-3.2,miami_ohio
Kalel Mullings,SR,RB,6,589,0,91,589,6.47,98.2,michigan
Davis Warren,SR,QB,3,0,444,80,444,5.55,148.0,michigan
Donovan Edwards,SR,RB,6,353,0,73,353,4.84,58.8,michigan
Alex Orji,JR,QB,6,124,148,78,272,3.49,45.3,michigan
Jack Tuttle,SR,QB,1,14,98,23,112,4.87,112.0,michigan
Benjamin Hall,SO,RB,3,34,0,6,34,5.67,11.3,michigan
Semaj Morgan,SO,WR,5,27,0,3,27,9.00,5.4,michigan
Fredrick Moore,SO,WR,6,13,0,2,13,6.50,2.2,michigan
Aidan Chiles,SO,QB,6,115,1212,197,1327,6.74,221.2,michigan_state
Kay'ron Lynch-Adams,SR,RB,6,338,0,67,338,5.04,56.3,michigan_state
Nate Carter,JR,RB,6,245,0,58,245,4.22,40.8,michigan_state
Tommy Schuster,SR,QB,3,-7,166,25,159,6.36,53.0,michigan_state
Jaron Glover,SO,WR,4,20,0,2,20,10.00,5.0,michigan_state
Brandon Tullis,FR,RB,5,11,0,5,11,2.20,2.2,michigan_state
Makhi Frazier,FR,RB,4,5,0,1,5,5.00,1.3,michigan_state
Nick Marsh,FR,WR,5,2,0,2,2,1.00,0.4,michigan_state
Joseph Martinez,SR,RB,5,1,0,1,1,1.00,0.2,michigan_state
Nicholas Vattiato,JR,QB,6,-17,1561,248,1544,6.23,257.3,middle_tennessee
Jaiden Credle,JR,RB,6,253,0,54,253,4.69,42.2,middle_tennessee
Terry Wilkins,SR,RB,6,125,0,38,125,3.29,20.8,middle_tennessee
Frank Peasant,SR,RB,2,49,0,10,49,4.90,24.5,middle_tennessee
Roman Gagliano,FR,QB,2,5,41,11,46,4.18,23.0,middle_tennessee
Jekail Middlebrook,FR,RB,3,42,0,12,42,3.50,14.0,middle_tennessee
Xavier Williams,SR,S,4,4,0,3,4,1.33,1.0,middle_tennessee
Cam'ron Lacy,FR,WR,6,1,0,1,1,1.00,0.2,middle_tennessee
Simon Wilson,JR,OL,6,-1,0,1,-1,-1.00,-0.2,middle_tennessee
Max Brosmer,SR,QB,6,-9,1263,215,1254,5.83,209.0,minnesota
Darius Taylor,SO,RB,5,402,0,73,402,5.51,80.4,minnesota
Marcus Major,SR,RB,6,205,0,49,205,4.18,34.2,minnesota
Jaren Mangham,SR,RB,3,59,0,8,59,7.38,19.7,minnesota
Drake Lindsey,FR,QB,2,6,35,5,41,8.20,20.5,minnesota
Jordan Nubin,JR,RB,6,22,0,10,22,2.20,3.7,minnesota
Sieh Bangura,JR,RB,2,9,0,3,9,3.00,4.5,minnesota
Cristian Driver,SO,WR,6,5,0,1,5,5.00,0.8,minnesota
Daniel Jackson,SR,WR,6,3,0,1,3,3.00,0.5,minnesota
Jaxson Dart,SR,QB,6,156,2100,217,2256,10.40,376.0,mississippi
Henry Parrish Jr.,SR,RB,6,570,0,91,570,6.26,95.0,mississippi
Matt Jones,JR,RB,6,222,0,43,222,5.16,37.0,mississippi
Austin Simmons,FR,QB,5,14,137,26,151,5.81,30.2,mississippi
Domonique Thomas,SR,RB,6,90,0,12,90,7.50,15.0,mississippi
Rashad Amos,SR,RB,4,73,0,8,73,9.13,18.3,mississippi
Ulysses Bentley IV,SR,RB,6,62,0,16,62,3.88,10.3,mississippi
JJ Pegues,SR,DT,6,19,0,7,19,2.71,3.2,mississippi
Cayden Lee,SO,WR,6,18,0,2,18,9.00,3.0,mississippi
Antwane Wells Jr.,SR,WR,6,4,0,1,4,4.00,0.7,mississippi
Walker Howard,SO,QB,2,0,0,2,0,0.00,0.0,mississippi
Blake Shapen,SR,QB,4,36,974,142,1010,7.11,252.5,mississippi_state
Johnnie Daniels,JR,RB,5,233,0,47,233,4.96,46.6,mississippi_state
Michael Van Buren Jr.,FR,QB,3,-19,244,53,225,4.25,75.0,mississippi_state
Davon Booth,SR,RB,5,192,0,54,192,3.56,38.4,mississippi_state
Keyvone Lee,SR,RB,4,140,0,29,140,4.83,35.0,mississippi_state
Creed Whittemore,SO,WR,4,41,0,1,41,41.00,10.3,mississippi_state
Chris Parson,FR,QB,2,27,0,7,27,3.86,13.5,mississippi_state
Kevin Coleman Jr.,JR,WR,5,18,0,2,18,9.00,3.6,mississippi_state
Xavier Gayten,FR,RB,4,16,0,3,16,5.33,4.0,mississippi_state
Mario Craver,FR,WR,5,10,0,1,10,10.00,2.0,mississippi_state
Brady Cook,SR,QB,5,108,1132,202,1240,6.14,248.0,missouri
Nate Noel,SR,RB,5,471,0,79,471,5.96,94.2,missouri
Marcus Carroll,SR,RB,5,190,0,43,190,4.42,38.0,missouri
Drew Pyne,SR,QB,2,8,117,18,125,6.94,62.5,missouri
Kewan Lacy,FR,RB,2,69,0,11,69,6.27,34.5,missouri
Luther Burden III,JR,WR,5,22,0,3,22,7.33,4.4,missouri
Jamal Roberts,FR,RB,5,18,0,5,18,3.60,3.6,missouri
Tavorus Jones,SO,RB,1,16,0,6,16,2.67,16.0,missouri
Mookie Cooper,SR,WR,5,4,0,1,4,4.00,0.8,missouri
Mekhi Miller,JR,WR,5,-4,0,1,-4,-4.00,-0.8,missouri
Blake Horvath,JR,QB,5,565,771,125,1336,10.69,267.2,navy
