name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name
Zac Thomas,SO,QB,12,504,2039,346,2543,7.35,211.9,appalachian_state
Darrynton Evans,SO,RB,13,1187,0,179,1187,6.63,91.3,appalachian_state
Marcus Williams Jr.,SO,RB,12,561,0,122,561,4.60,46.8,appalachian_state
Jalin Moore,SR,RB,5,400,0,63,400,6.35,80.0,appalachian_state
Peyton Derrick,FR,QB,6,41,186,30,227,7.57,37.8,appalachian_state
Jacob Huesman,SO,QB,7,16,206,50,222,4.44,31.7,appalachian_state
D'Andre Hicks,FR,RB,6,185,0,24,185,7.71,30.8,appalachian_state
Camerun Peoples,FR,RB,3,164,0,17,164,9.65,54.7,appalachian_state
Malik Williams,SO,WR,13,1,38,3,39,13.00,3.0,appalachian_state
Dominique Heath,SR,WR,13,31,0,3,31,10.33,2.4,appalachian_state
Daetrich Harrington,SO,RB,2,19,0,6,19,3.17,9.5,appalachian_state
DeMarcus Harper,SO,RB,5,17,0,6,17,2.83,3.4,appalachian_state
Zeb Speir,SR,QB,3,0,9,3,9,3.00,3.0,appalachian_state
Jalen Virgil,SO,WR,13,5,0,1,5,5.00,0.4,appalachian_state
D'Marco Jackson,FR,LB,13,5,0,1,5,5.00,0.4,appalachian_state
Khalil Tate,JR,QB,11,224,2530,376,2754,7.32,250.4,arizona
J.J. Taylor,SO,RB,12,1434,0,255,1434,5.62,119.5,arizona
Gary Brightwell,SO,RB,11,525,0,91,525,5.77,47.7,arizona
Rhett Rodriguez,SO,QB,7,-11,516,93,505,5.43,72.1,arizona
Darrius Smith,FR,RB,5,98,0,23,98,4.26,19.6,arizona
Anthony Mariscal,JR,RB,12,93,0,17,93,5.47,7.8,arizona
Shun Brown,SR,WR,12,40,0,2,40,20.00,3.3,arizona
Branden Leon,JR,RB,5,21,0,4,21,5.25,4.2,arizona
Jamarye Joiner,FR,QB,2,1,17,11,18,1.64,9.0,arizona
Stanley Berryhill III,FR,WR,12,17,0,1,17,17.00,1.4,arizona
Jake Glatting,SR,P,12,8,0,1,8,8.00,0.7,arizona
Nathan Tilford,SO,RB,1,1,0,1,1,1.00,1.0,arizona
Tony Ellison,SR,WR,12,-7,0,1,-7,-7.00,-0.6,arizona
Manny Wilkins,SR,QB,13,452,3025,505,3477,6.89,267.5,arizona_state
Eno Benjamin,SO,RB,13,1642,0,300,1642,5.47,126.3,arizona_state
Isaiah Floyd,SO,RB,13,209,0,45,209,4.64,16.1,arizona_state
Trelon Smith,SO,RB,4,56,0,11,56,5.09,14.0,arizona_state
Dillon Sterling-Cole,SO,QB,2,22,0,4,22,5.50,11.0,arizona_state
A.J. Carter,FR,RB,4,12,0,4,12,3.00,3.0,arizona_state
Paul Lucas,JR,RB,13,12,0,1,12,12.00,0.9,arizona_state
N'Keal Harry,JR,WR,12,10,0,8,10,1.25,0.8,arizona_state
Kyle Williams,JR,WR,13,8,0,1,8,8.00,0.6,arizona_state
Nick Ralston,JR,LB,12,1,0,1,1,1.00,0.1,arizona_state
Ty Storey,JR,QB,10,146,1584,317,1730,5.46,173.0,arkansas
Rakeem Boyd,SO,RB,12,734,0,123,734,5.97,61.2,arkansas
Cole Kelley,SO,QB,9,73,455,95,528,5.56,58.7,arkansas
Devwah Whaley,JR,RB,7,368,0,82,368,4.49,52.6,arkansas
Connor Noland,FR,QB,4,4,255,69,259,3.75,64.8,arkansas
Chase Hayden,SO,RB,12,251,0,57,251,4.40,20.9,arkansas
Maleek Williams,FR,RB,7,144,0,27,144,5.33,20.6,arkansas
T.J. Hammonds,JR,RB,4,28,0,10,28,2.80,7.0,arkansas
John Stephen Jones,FR,QB,3,15,5,8,20,2.50,6.7,arkansas
De’Vion Warren,SO,WR,9,-3,13,5,10,2.00,1.1,arkansas
Jordan Jones,SO,WR,12,9,0,1,9,9.00,0.8,arkansas
Deon Stewart,JR,WR,12,0,0,2,0,0.00,0.0,arkansas
Jared Cornelius,SR,WR,11,0,-5,1,-5,-5.00,-0.5,arkansas
Daulton Hyatt,FR,QB,1,-6,0,2,-6,-3.00,-6.0,arkansas
Reid Bauer,FR,P,12,-16,0,1,-16,-16.00,-1.3,arkansas
Justice Hansen,SR,QB,13,411,3447,567,3858,6.80,296.8,arkansas_state
Marcel Murray,FR,RB,13,860,0,154,860,5.58,66.2,arkansas_state
Warren Wand,SR,RB,13,792,0,140,792,5.66,60.9,arkansas_state
Armond Weh-Weh,SR,RB,12,245,0,55,245,4.45,20.4,arkansas_state
Logan Bonner,SO,QB,5,33,165,37,198,5.35,39.6,arkansas_state
Darveon Brown,JR,WR,12,0,47,2,47,23.50,3.9,arkansas_state
Kirk Merritt,JR,WR,13,31,0,5,31,6.20,2.4,arkansas_state
Alex Roberts,FR,RB,2,22,0,6,22,3.67,11.0,arkansas_state
Donovan Marshall,FR,RB,2,15,0,2,15,7.50,7.5,arkansas_state
Jamal Jones,JR,RB,2,12,0,4,12,3.00,6.0,arkansas_state
Lanard Bonner,SR,OL,13,-1,0,1,-1,-1.00,-0.1,arkansas_state
Justin McInnis,SR,WR,13,-11,0,1,-11,-11.00,-0.8,arkansas_state
Kelvin Hopkins Jr.,JR,QB,12,1017,1026,301,2043,6.79,170.3,army
Darnell Woolfolk,SR,RB,13,956,0,221,956,4.33,73.5,army
Andy Davidson,SR,RB,13,330,0,69,330,4.78,25.4,army
Connor Slomka,JR,RB,13,324,0,74,324,4.38,24.9,army
Cam Thomas,SO,QB,8,306,15,53,321,6.06,40.1,army
Kell Walker,JR,RB,11,320,0,67,320,4.78,29.1,army
Jordan Asberry,SR,RB,13,222,0,36,222,6.17,17.1,army
Calen Holt,SR,RB,11,188,0,30,188,6.27,17.1,army
Fred Cooper,SO,RB,4,110,0,18,110,6.11,27.5,army
Artice Hobbs IV,SO,RB,7,97,0,12,97,8.08,13.9,army
Sandon McCoy,SO,RB,12,65,0,16,65,4.06,5.4,army
Luke Langdon,SR,QB,4,63,0,9,63,7.00,15.8,army
Malik Hancock,JR,RB,9,53,0,4,53,13.25,5.9,army
Rashaad Bolton,JR,RB,2,8,0,2,8,4.00,4.0,army
Glen Coates,JR,WR,11,8,0,2,8,4.00,0.7,army
Markens Pierre,FR,RB,1,4,0,1,4,4.00,4.0,army
Jarrett Stidham,JR,QB,13,1,2794,441,2795,6.34,215.0,auburn
JaTarvious Whitlow,FR,RB,13,787,9,151,796,5.27,61.2,auburn
Kam Martin,JR,RB,12,458,0,103,458,4.45,38.2,auburn
Shaun Shivers,FR,RB,13,371,0,70,371,5.30,28.5,auburn
Anthony Schwartz,FR,WR,13,211,0,27,211,7.81,16.2,auburn
Malik Willis,SO,QB,8,88,24,19,112,5.89,14.0,auburn
Malik Miller,SO,RB,10,68,0,19,68,3.58,6.8,auburn
Cord Sandberg,FR,QB,1,35,22,4,57,14.25,57.0,auburn
Asa Martin,FR,RB,6,57,0,13,57,4.38,9.5,auburn
Ryan Davis,SR,WR,13,12,43,5,55,11.00,4.2,auburn
C.J. Tolbert,SR,RB,3,51,0,15,51,3.40,17.0,auburn
Joey Gatewood,FR,QB,1,28,0,4,28,7.00,28.0,auburn
Matthew Hill,FR,WR,4,21,0,2,21,10.50,5.3,auburn
Harold Joiner,FR,RB,2,9,0,3,9,3.00,4.5,auburn
James Owens Moss,SO,WR,3,5,0,1,5,5.00,1.7,auburn
Chandler Cox,SR,FB,13,3,0,3,3,1.00,0.2,auburn
Devin Adams,SR,QB,2,1,0,1,1,1.00,0.5,auburn
Riley Neal,JR,QB,9,357,1917,421,2274,5.40,252.7,ball_state
Drew Plitt,SO,QB,8,43,1008,167,1051,6.29,131.4,ball_state
James Gilbert,JR,RB,11,659,0,152,659,4.34,59.9,ball_state
Malik Dunner,JR,RB,12,305,0,66,305,4.62,25.4,ball_state
Caleb Huntley,SO,RB,6,187,0,38,187,4.92,31.2,ball_state
Will Jones,FR,RB,10,154,0,21,154,7.33,15.4,ball_state
Justin Hall,SO,WR,12,133,0,20,133,6.65,11.1,ball_state
Markice Hurt Jr.,SO,RB,5,70,0,18,70,3.89,14.0,ball_state
Corey Lacanaria,SR,WR,12,0,67,4,67,16.75,5.6,ball_state
John Paddock,FR,QB,1,-10,43,8,33,4.13,33.0,ball_state
Danny Pinter,JR,OL,12,3,0,1,3,3.00,0.3,ball_state
Tye Evans,FR,RB,4,-2,0,1,-2,-2.00,-0.5,ball_state
Jaylin Thomas,SO,ILB,12,-5,0,1,-5,-5.00,-0.4,ball_state
Charlie Brewer,SO,QB,13,375,3019,523,3394,6.49,261.1,baylor
Jalan McClendon,SR,QB,9,102,715,125,817,6.54,90.8,baylor
John Lovett,SO,RB,12,573,0,109,573,5.26,47.8,baylor
JaMycal Hasty,JR,RB,11,434,0,82,434,5.29,39.5,baylor
Trestan Ebner,SO,RB,13,413,0,70,413,5.90,31.8,baylor
Jalen Hurd,SR,WR,12,209,0,48,209,4.35,17.4,baylor
Jared Atkinson,JR,WR,4,0,36,1,36,36.00,9.0,baylor
Craig Williams,FR,RB,2,35,0,2,35,17.50,17.5,baylor
Chris Platt,SR,WR,13,31,0,2,31,15.50,2.4,baylor
Josh Fleeks,FR,WR,12,16,0,9,16,1.78,1.3,baylor
Abram Smith,FR,RB,6,11,0,4,11,2.75,1.8,baylor
Gerry Bohanon,FR,QB,3,5,0,3,5,1.67,1.7,baylor
Garret McGuire,FR,QB,1,2,0,1,2,2.00,2.0,baylor
Tyquan Thornton,FR,WR,13,2,0,2,2,1.00,0.2,baylor
Drew Galitz,SR,P,12,0,0,1,0,0.00,0.0,baylor
Koby Bullard,JR,FB,12,0,0,1,0,0.00,0.0,baylor
Brett Rypien,SR,QB,13,12,3705,532,3717,6.99,285.9,boise_state
Alexander Mattison,JR,RB,13,1415,0,302,1415,4.69,108.8,boise_state
Chase Cord,FR,QB,4,109,67,17,176,10.35,44.0,boise_state
John Hightower,JR,WR,10,163,0,8,163,20.38,16.3,boise_state
Andrew Van Buren,FR,RB,12,163,0,34,163,4.79,13.6,boise_state
Robert Mahone,SO,RB,13,128,0,32,128,4.00,9.8,boise_state
Khalil Shakir,FR,WR,10,70,10,16,80,5.00,8.0,boise_state
Jaylon Henderson,JR,QB,3,54,14,9,68,7.56,22.7,boise_state
CT Thomas,SO,WR,13,45,0,5,45,9.00,3.5,boise_state
Skyler Seibold,SR,RB,13,38,0,8,38,4.75,2.9,boise_state
Billy Bowens,FR,WR,3,11,0,1,11,11.00,3.7,boise_state
Garrett Collingham,JR,TE,10,4,0,1,4,4.00,0.4,boise_state
Roman Kafentzis,FR,SLB,8,0,0,1,0,0.00,0.0,boise_state
Haden Hoggarth,SR,K,12,-1,0,1,-1,-1.00,-0.1,boise_state
Anthony Brown,SO,QB,12,85,2121,339,2206,6.51,183.8,boston_college
AJ Dillon,SO,RB,10,1108,0,227,1108,4.88,110.8,boston_college
Ben Glines,JR,WR,12,380,0,68,380,5.59,31.7,boston_college
EJ Perry,SO,QB,5,70,277,59,347,5.88,69.4,boston_college
David Bailey,FR,RB,5,253,0,57,253,4.44,50.6,boston_college
Travis Levy,SO,RB,12,215,0,49,215,4.39,17.9,boston_college
Jeff Smith,SR,WR,12,142,67,24,209,8.71,17.4,boston_college
Matt McDonald,FR,QB,2,3,118,9,121,13.44,60.5,boston_college
Michael Walker,SR,WR,12,57,0,10,57,5.70,4.8,boston_college
Davon Jones,JR,LB,10,27,0,12,27,2.25,2.7,boston_college
Javian Dayne,FR,RB,2,26,0,8,26,3.25,13.0,boston_college
John Fadule,SR,RB,3,6,0,7,6,0.86,2.0,boston_college
Kobay White,SO,WR,12,0,0,5,0,0.00,0.0,boston_college
Grant Carlson,SO,P,12,-12,0,1,-12,-12.00,-1.0,boston_college
Jarret Doege,SO,QB,12,-188,2660,440,2472,5.62,206.0,bowling_green
Andrew Clair,SO,RB,11,702,0,135,702,5.20,63.8,bowling_green
Grant Loy,SO,QB,10,160,180,41,340,8.29,34.0,bowling_green
Rico Frye,FR,RB,10,338,0,78,338,4.33,33.8,bowling_green
Bryson Denley,SO,RB,12,224,0,67,224,3.34,18.7,bowling_green
Ra'veion Hargrove,FR,RB,8,127,0,33,127,3.85,15.9,bowling_green
Scott Miller,SR,WR,11,16,24,5,40,8.00,3.6,bowling_green
Dorian Hendrix,SR,TE,11,24,0,1,24,24.00,2.2,bowling_green
Charles Lamar,JR,RB,11,24,0,9,24,2.67,2.2,bowling_green
Quintin Morris,SO,WR,12,7,0,1,7,7.00,0.6,bowling_green
RB Marlow III,JR,WR,10,6,0,2,6,3.00,0.6,bowling_green
Matt Naranjo,SO,P,11,5,0,1,5,5.00,0.5,bowling_green
Tyree Jackson,JR,QB,14,161,3131,462,3292,7.13,235.1,buffalo
Jaret Patterson,FR,RB,14,1013,0,183,1013,5.54,72.4,buffalo
Kevin Marks,FR,RB,14,845,0,180,845,4.69,60.4,buffalo
Emmanuel Reed,JR,RB,13,371,0,82,371,4.52,28.5,buffalo
Johnathan Hawkins,JR,RB,13,114,0,25,114,4.56,8.8,buffalo
Dylan McDuffie,FR,RB,5,70,0,14,70,5.00,14.0,buffalo
Theo Anderson,SO,RB,12,69,0,17,69,4.06,5.8,buffalo
Kyle Vantrease,SO,QB,3,4,20,10,24,2.40,8.0,buffalo
Isaiah King,FR,WR,14,23,0,4,23,5.75,1.6,buffalo
K.J. Osborn,JR,WR,14,16,0,5,16,3.20,1.1,buffalo
Dominic Johnson,SO,QB,4,1,4,3,5,1.67,1.3,buffalo
Anthony Johnson,SR,WR,13,0,0,1,0,0.00,0.0,buffalo
Zach Wilson,FR,QB,9,221,1578,257,1799,7.00,199.9,byu
Tanner Mangum,SR,QB,8,-44,1104,199,1060,5.33,132.5,byu
Lopini Katoa,FR,RB,11,427,0,77,427,5.55,38.8,byu
Squally Canada,SR,RB,9,412,0,91,412,4.53,45.8,byu
Matt Hadley,SR,RB,11,379,0,72,379,5.26,34.5,byu
Riley Burt,JR,RB,10,323,0,59,323,5.47,32.3,byu
Aleva Hifo,JR,WR,13,129,31,31,160,5.16,12.3,byu
Dylan Collie,SR,WR,13,59,0,10,59,5.90,4.5,byu
Neil Pau'u,SO,WR,13,13,40,5,53,10.60,4.1,byu
Tyler Allgeier,FR,RB,4,49,0,9,49,5.44,12.3,byu
Dax Milne,FR,WR,10,23,0,9,23,2.56,2.3,byu
Gunner Romney,FR,WR,9,18,0,3,18,6.00,2.0,byu
Micah Simon,JR,WR,12,7,0,6,7,1.17,0.6,byu
Beau Hoge,JR,QB,3,6,0,4,6,1.50,2.0,byu
Brayden El-Bakri,SR,RB,11,6,0,4,6,1.50,0.5,byu
Jaren Hall,FR,QB,2,4,0,4,4,1.00,2.0,byu
Dayan Ghanwoloku,JR,DB,10,1,0,1,1,1.00,0.1,byu
Brady Christensen,FR,OL,13,-1,0,1,-1,-1.00,-0.1,byu
Chase Garbers,FR,QB,12,420,1506,358,1926,5.38,160.5,california
Brandon McIlwain,SO,QB,10,403,763,208,1166,5.61,116.6,california
Patrick Laird,SR,RB,13,961,25,225,986,4.38,75.8,california
Christopher Brown Jr.,FR,RB,13,148,0,37,148,4.00,11.4,california
Marcel Dancy,JR,RB,4,81,0,14,81,5.79,20.3,california
Chase Forrest,SR,QB,1,-8,71,15,63,4.20,63.0,california
Ross Bowers,JR,QB,1,-7,56,20,49,2.45,49.0,california
Vic Wharton III,SR,WR,12,15,0,2,15,7.50,1.3,california
Jeremiah Hawkins,SO,WR,13,12,0,9,12,1.33,0.9,california
Biaggio Ali Walsh,FR,RB,10,9,0,4,9,2.25,0.9,california
Alex Netherda,JR,RB,13,8,0,1,8,8.00,0.6,california
Derrick Clark,SO,RB,2,6,0,2,6,3.00,3.0,california
Kanawai Noa,JR,WR,9,6,0,1,6,6.00,0.7,california
Malik McMorris,SR,FB,13,5,0,2,5,2.50,0.4,california
Nikko Remigio,FR,WR,9,-1,0,1,-1,-1.00,-0.1,california
Tommy Lazzaro,JR,QB,6,381,711,238,1092,4.59,182.0,central_michigan
Tony Poljan,SO,QB,12,123,625,211,748,3.55,62.3,central_michigan
Romello Ross,JR,RB,8,402,0,89,402,4.52,50.3,central_michigan
Kumehnnu Gwilly,SO,RB,12,285,0,81,285,3.52,23.8,central_michigan
Jonathan Ward,JR,RB,9,212,29,78,241,3.09,26.8,central_michigan
Austin Hergott,FR,QB,3,-34,155,51,121,2.37,40.3,central_michigan
George Pearson,FR,QB,1,-21,94,29,73,2.52,73.0,central_michigan
Devon Spalding,SR,WR,10,38,0,10,38,3.80,3.8,central_michigan
Kobe Lewis,FR,RB,12,37,0,10,37,3.70,3.1,central_michigan
Julian Hicks,FR,WR,10,12,0,1,12,12.00,1.2,central_michigan
Charles Highbaugh,FR,RB,1,6,0,3,6,2.00,6.0,central_michigan
Jamil Sabbagh,JR,WR,9,6,0,1,6,6.00,0.7,central_michigan
Damon Terry,JR,WR,11,3,0,1,3,3.00,0.3,central_michigan
Cameron Cole,JR,WR,12,1,0,1,1,1.00,0.1,central_michigan
Brandon Childress,JR,WR,12,0,0,2,0,0.00,0.0,central_michigan
JaCorey Sullivan,SO,WR,12,-6,0,1,-6,-6.00,-0.5,central_michigan
Benny LeMay,JR,RB,12,1243,0,232,1243,5.36,103.6,charlotte
Chris Reynolds,FR,QB,6,-64,1173,194,1109,5.72,184.8,charlotte
Evan Shirreffs,SR,QB,6,-1,631,134,630,4.70,105.0,charlotte
Hasaan Klugh,SR,QB,11,204,362,99,566,5.72,51.5,charlotte
Aaron McAllister,SO,RB,12,395,0,91,395,4.34,32.9,charlotte
Calvin Camp,FR,RB,12,93,0,36,93,2.58,7.8,charlotte
Ishod Finger,FR,RB,4,67,0,19,67,3.53,16.8,charlotte
Keshaun McGaugh,JR,RB,2,55,0,6,55,9.17,27.5,charlotte
Rico Arnold,FR,WR,11,13,0,1,13,13.00,1.2,charlotte
Mark Quattlebaum,SR,WR,12,1,0,1,1,1.00,0.1,charlotte
Workpeh Kofa,SR,WR,12,0,0,1,0,0.00,0.0,charlotte
Cameron Dollar,FR,WR,11,-2,0,1,-2,-2.00,-0.2,charlotte
Cameron Bent,FR,WR,6,-3,0,2,-3,-1.50,-0.5,charlotte
Desmond Ridder,FR,QB,13,572,2445,461,3017,6.54,232.1,cincinnati
Michael Warren II,SO,RB,12,1329,0,244,1329,5.45,110.8,cincinnati
Tavion Thomas,FR,RB,10,499,0,89,499,5.61,49.9,cincinnati
Charles McClelland,FR,RB,12,485,0,63,485,7.70,40.4,cincinnati
Hayden Moore,SR,QB,8,124,327,75,451,6.01,56.4,cincinnati
Ben Bryant,FR,QB,1,-4,75,10,71,7.10,71.0,cincinnati
Taylor Boose,JR,RB,2,66,0,7,66,9.43,33.0,cincinnati
Michael Kopaygorodsky,FR,RB,1,26,0,5,26,5.20,26.0,cincinnati
Jake Sopko,SO,QB,4,15,0,4,15,3.75,3.8,cincinnati
Kahlil Lewis,SR,WR,13,11,0,1,11,11.00,0.8,cincinnati
Chris Ferguson,SR,OL,12,6,0,0,6,-,0.5,cincinnati
Darrick Forrest,SO,S,13,0,0,1,0,0.00,0.0,cincinnati
Trevor Lawrence,FR,QB,15,177,3280,457,3457,7.56,230.5,clemson
Travis Etienne,SO,RB,15,1658,0,204,1658,8.13,110.5,clemson
Kelly Bryant,SR,QB,4,130,461,84,591,7.04,147.8,clemson
Adam Choice,SR,RB,15,548,0,77,548,7.12,36.5,clemson
Lyn-J Dixon,FR,RB,13,547,0,62,547,8.82,42.1,clemson
Chase Brice,FR,QB,12,93,442,67,535,7.99,44.6,clemson
Tavien Feaster,JR,RB,15,440,0,78,440,5.64,29.3,clemson
Darien Rencher,SO,RB,7,65,0,15,65,4.33,9.3,clemson
Derion Kendrick,FR,WR,15,36,0,6,36,6.00,2.4,clemson
Ty Thomason,SR,RB,4,16,0,3,16,5.33,4.0,clemson
Ryan Mac Lain,SR,RB,2,7,0,3,7,2.33,3.5,clemson
Ben Batson,FR,QB,2,6,0,2,6,3.00,3.0,clemson
Amari Rodgers,SO,WR,15,5,0,2,5,2.50,0.3,clemson
Diondre Overton,JR,WR,14,3,0,1,3,3.00,0.2,clemson
Christian Wilkins,SR,DT,15,3,0,3,3,1.00,0.2,clemson
Dexter Lawrence,JR,DT,13,2,0,1,2,2.00,0.2,clemson
Garrett Williams,JR,TE,14,2,0,1,2,2.00,0.1,clemson
Hunter Renfrow,SR,WR,15,0,2,2,2,1.00,0.1,clemson
Will Swinney,SO,WR,15,0,0,1,0,0.00,0.0,clemson
Mitch Hyatt,SR,OT,15,-5,0,1,-5,-5.00,-0.3,clemson
Kilton Anderson,SR,QB,9,251,1010,187,1261,6.74,140.1,coastal_carolina
Fred Payton,FR,QB,7,142,677,121,819,6.77,117.0,coastal_carolina
CJ Marable,SO,RB,12,719,0,118,719,6.09,59.9,coastal_carolina
Marcus Outlow,SR,RB,10,661,0,133,661,4.97,66.1,coastal_carolina
Bryce Carpenter,FR,QB,7,194,464,112,658,5.88,94.0,coastal_carolina
Alex James,SO,RB,12,201,0,59,201,3.41,16.8,coastal_carolina
Jacqez Hairston,SO,RB,11,128,0,12,128,10.67,11.6,coastal_carolina
Ky'Jon Tyler,JR,WR,11,44,0,3,44,14.67,4.0,coastal_carolina
E.J. Porter,FR,LB,12,33,0,1,33,33.00,2.8,coastal_carolina
Chance Thrasher,JR,QB,3,10,17,7,27,3.86,9.0,coastal_carolina
Baden Pinson,FR,RB,12,25,0,5,25,5.00,2.1,coastal_carolina
Malcolm Williams,SR,WR,12,22,0,10,22,2.20,1.8,coastal_carolina
Jaivon Heiligh,FR,WR,12,11,0,0,11,-,0.9,coastal_carolina
Jai Williams,FR,WR,2,1,0,1,1,1.00,0.5,coastal_carolina
T'Qele Holmes,SO,WR,12,-3,0,1,-3,-3.00,-0.3,coastal_carolina
Steven Montez,JR,QB,12,238,2849,493,3087,6.26,257.3,colorado
Travon McMillian,SR,TB,12,1009,0,202,1009,5.00,84.1,colorado
Kyle Evans,SR,TB,12,201,0,69,201,2.91,16.8,colorado
Beau Bisharat,JR,TB,10,143,0,21,143,6.81,14.3,colorado
Laviska Shenault Jr.,SO,WR,9,115,0,17,115,6.76,12.8,colorado
Sam Noyer,SO,QB,5,-8,60,18,52,2.89,10.4,colorado
Alex Fontenot,FR,RB,11,43,0,11,43,3.91,3.9,colorado
Tyler Lytle,FR,QB,4,-14,55,9,41,4.56,10.3,colorado
Jay MacIntyre,SR,WR,10,4,31,2,35,17.50,3.5,colorado
Donovan Lee,SR,TB,5,9,0,2,9,4.50,1.8,colorado
Chase Sanders,SO,TB,2,8,0,4,8,2.00,4.0,colorado
Brady Russell,FR,TE,12,0,0,1,0,0.00,0.0,colorado
Dimitri Stanley,FR,ATH,3,-1,0,1,-1,-1.00,-0.3,colorado
K.D. Nixon,SO,WR,11,-8,0,9,-8,-0.89,-0.7,colorado
K.J. Carta-Samuels,SR,QB,10,-14,2261,343,2247,6.55,224.7,colorado_state
Collin Hill,SO,QB,10,-10,1387,230,1377,5.99,137.7,colorado_state
Izzy Matthews,SR,RB,12,717,0,166,717,4.32,59.8,colorado_state
Marvin Kinsey Jr.,JR,RB,9,256,0,63,256,4.06,28.4,colorado_state
Marcus McElroy,SO,RB,12,219,0,52,219,4.21,18.3,colorado_state
Adam Prentice,SO,FB,12,62,0,16,62,3.88,5.2,colorado_state
Anthony Hawkins,JR,CB,12,32,0,3,32,10.67,2.7,colorado_state
Preston Williams,JR,WR,12,13,0,4,13,3.25,1.1,colorado_state
Nikko Hall,FR,WR,9,8,0,1,8,8.00,0.9,colorado_state
Rashaad Boddie,SO,RB,2,7,0,5,7,1.40,3.5,colorado_state
Trey McBride,FR,TE,12,3,0,2,3,1.50,0.3,colorado_state
Ryan Stonehouse,SO,P,12,-13,11,2,-2,-1.00,-0.2,colorado_state
David Pindell,SR,QB,12,1139,1962,526,3101,5.90,258.4,connecticut
Kevin Mensah,SO,RB,12,1045,0,225,1045,4.64,87.1,connecticut
Zavier Scott,FR,RB,10,210,0,34,210,6.18,21.0,connecticut
Marvin Washington,FR,QB,3,21,147,34,168,4.94,56.0,connecticut
Dante Black,FR,RB,4,23,0,11,23,2.09,5.8,connecticut
Tyler Davis,JR,TE,12,0,16,1,16,16.00,1.3,connecticut
Steven Krajewski,FR,QB,1,0,11,5,11,2.20,11.0,connecticut
Brandon Bisack,JR,QB,2,0,11,7,11,1.57,5.5,connecticut
Khyon Gillespie,FR,RB,2,6,0,1,6,6.00,3.0,connecticut
Heron Maurisseau,FR,WR,4,-8,0,1,-8,-8.00,-2.0,connecticut
Daniel Jones,JR,QB,11,319,2674,496,2993,6.03,272.1,duke
