name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name
Darius Wade,SR,QB,7,130,74,56.9,751,5.8,3,3,108.45,18.6,107.3,bowling_green
Presley Motes,JR,TE,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,bowling_green
Nate Needham,JR,K,12,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,bowling_green
Kyle Vantrease,SO,QB,13,172,101,58.7,1193,6.9,8,2,130.00,13.2,91.8,buffalo
Matt Myers,FR,QB,5,105,49,46.7,602,5.7,6,4,106.07,21.0,120.4,buffalo
Trevor Bycznski,FR,QB,1,1,0,0.0,0,0.0,0,0,0.00,1.0,0.0,buffalo
Zach Wilson,SO,QB,9,319,199,62.4,2382,7.5,11,9,130.84,35.4,264.7,byu
Baylor Romney,FR,QB,4,85,54,63.5,747,8.8,7,2,159.82,21.3,186.8,byu
Jaren Hall,FR,QB,6,46,31,67.4,420,9.1,1,0,151.25,7.7,70.0,byu
Joe Critchlow,SO,QB,3,12,9,75.0,73,6.1,0,0,126.10,4.0,24.3,byu
Micah Simon,SR,WR,13,3,2,66.7,57,19.0,1,0,336.27,0.2,4.4,byu
Aleva Hifo,SR,WR,12,1,1,100.0,22,22.0,0,0,284.80,0.1,1.8,byu
Chase Garbers,SO,QB,9,215,131,60.9,1772,8.2,14,3,148.86,23.9,196.9,california
Devon Modster,JR,QB,6,122,62,50.8,705,5.8,5,5,104.68,20.3,117.5,california
Spencer Brasch,FR,QB,2,25,9,36.0,71,2.8,0,1,51.86,12.5,35.5,california
Robby Rowell,FR,QB,2,3,2,66.7,13,4.3,0,0,103.07,1.5,6.5,california
Quinten Dormady,SR,QB,10,294,190,64.6,2312,7.9,14,9,140.28,29.4,231.2,central_michigan
David Moore,JR,QB,6,164,94,57.3,1143,7.0,5,4,121.05,27.3,190.5,central_michigan
Tommy Lazzaro,SR,QB,13,8,4,50.0,47,5.9,0,0,99.35,0.6,3.6,central_michigan
Kalil Pimpleton,SO,WR,14,2,1,50.0,28,14.0,0,0,167.60,0.1,2.0,central_michigan
Daniel Richardson,FR,QB,3,3,1,33.3,1,0.3,0,0,36.13,1.0,0.3,central_michigan
Kaden Keon,SR,K,14,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,central_michigan
Chris Reynolds,SO,QB,13,291,181,62.2,2564,8.8,22,11,153.60,22.4,197.2,charlotte
Brett Kean,SR,QB,9,25,13,52.0,157,6.3,2,3,107.15,2.8,17.4,charlotte
Cameron Dollar,SO,WR,13,1,1,100.0,28,28.0,0,0,335.20,0.1,2.2,charlotte
Evan Shirreffs,SR,QB,2,2,0,0.0,0,0.0,0,0,0.00,1.0,0.0,charlotte
Desmond Ridder,SO,QB,13,325,179,55.1,2164,6.7,18,9,123.75,25.0,166.5,cincinnati
Ben Bryant,FR,QB,7,51,29,56.9,388,7.6,1,2,119.40,7.3,55.4,cincinnati
Trevor Lawrence,SO,QB,15,407,268,65.8,3665,9.0,36,8,166.75,27.1,244.3,clemson
Chase Brice,SO,QB,13,85,50,58.8,581,6.8,4,1,129.41,6.5,44.7,clemson
Taisun Phommachanh,FR,QB,3,12,6,50.0,56,4.7,0,1,72.53,4.0,18.7,clemson
Travis Etienne,JR,RB,15,1,1,100.0,23,23.0,0,0,293.20,0.1,1.5,clemson
Ben Batson,FR,QB,10,1,1,100.0,0,0.0,0,0,100.00,0.1,0.0,clemson
Amari Rodgers,JR,WR,14,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,clemson
Fred Payton,SO,QB,10,188,119,63.3,1421,7.6,12,7,140.41,18.8,142.1,coastal_carolina
Bryce Carpenter,SO,QB,11,141,93,66.0,927,6.6,8,2,137.06,12.8,84.3,coastal_carolina
Grayson McCall,FR,QB,2,4,4,100.0,25,6.3,1,0,235.00,2.0,12.5,coastal_carolina
Jarrett Guest,FR,QB,1,1,1,100.0,6,6.0,0,0,150.40,1.0,6.0,coastal_carolina
Steven Montez,SR,QB,12,405,255,63.0,2808,6.9,17,10,130.11,33.8,234.0,colorado
K.D. Nixon,JR,WR,12,1,1,100.0,38,38.0,1,0,749.20,0.1,3.2,colorado
Blake Stenstrom,FR,QB,4,3,1,33.3,12,4.0,0,1,0.26,0.8,3.0,colorado
Tyler Lytle,SO,QB,3,1,0,0.0,0,0.0,0,0,0.00,0.3,0.0,colorado
Patrick O'Brien,JR,QB,11,338,209,61.8,2803,8.3,13,7,140.04,30.7,254.8,colorado_state
Collin Hill,JR,QB,3,102,69,67.6,840,8.2,8,2,158.78,34.0,280.0,colorado_state
Justice McCoy,SO,QB,3,4,2,50.0,20,5.0,0,2,-8.00,1.3,6.7,colorado_state
Jack Zergiotis,FR,QB,10,260,150,57.7,1782,6.9,9,11,118.22,26.0,178.2,connecticut
Mike Beaudry,SR,QB,6,83,53,63.9,503,6.1,1,2,113.92,13.8,83.8,connecticut
Steven Krajewski,FR,QB,4,38,24,63.2,292,7.7,3,2,143.23,9.5,73.0,connecticut
Quayvon Skanes,JR,WR,12,1,1,100.0,15,15.0,1,0,556.00,0.1,1.3,connecticut
Quentin Harris,SR,QB,12,357,209,58.5,2078,5.8,16,11,116.07,29.8,173.2,duke
Chris Katrenick,SO,QB,6,13,3,23.1,49,3.8,1,1,64.74,2.2,8.2,duke
Jalon Calhoun,FR,WR,12,1,1,100.0,25,25.0,1,0,640.00,0.1,2.1,duke
Austin Parker,SR,P,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,duke
Jake Bobo,SO,WR,8,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,duke
Aaron Young,SR,WR,12,2,0,0.0,0,0.0,0,1,-100.00,0.2,0.0,duke
Deon Jackson,JR,RB,12,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,duke
Holton Ahlers,SO,QB,12,442,264,59.7,3387,7.7,21,10,135.26,36.8,282.3,east_carolina
Reid Herring,JR,QB,3,8,5,62.5,74,9.3,0,0,140.20,2.7,24.7,east_carolina
Bryan Gagg,FR,QB,1,1,1,100.0,5,5.0,1,0,472.00,1.0,5.0,east_carolina
Mike Glass III,SR,QB,12,401,266,66.3,3169,7.9,24,11,146.98,33.4,264.1,eastern_michigan
Preston Hutchinson,SO,QB,8,57,43,75.4,462,8.1,3,1,157.38,7.1,57.8,eastern_michigan
Jairus Grissom,SO,WR,13,5,4,80.0,50,10.0,0,0,164.00,0.4,3.8,eastern_michigan
Line Latu,SR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,eastern_michigan
Kyle Trask,JR,QB,12,354,237,66.9,2941,8.3,25,7,156.09,29.5,245.1,florida
Feleipe Franks,JR,QB,3,71,54,76.1,698,9.8,5,3,173.43,23.7,232.7,florida
Emory Jones,FR,QB,11,38,25,65.8,267,7.0,3,0,150.86,3.5,24.3,florida
Lucas Krull,JR,TE,12,1,1,100.0,4,4.0,0,0,133.60,0.1,0.3,florida
Kadarius Toney,JR,ATH,7,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,florida
Lamical Perine,SR,RB,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,florida
Chris Robison,SO,QB,14,471,291,61.8,3701,7.9,28,6,144.86,33.6,264.4,florida_atlantic
Nick Tronti,SO,QB,11,22,17,77.3,180,8.2,2,1,166.91,2.0,16.4,florida_atlantic
Brandon Robinson,SO,WR,8,2,1,50.0,41,20.5,0,0,222.20,0.3,5.1,florida_atlantic
Justin Agner,JR,QB,3,5,3,60.0,30,6.0,0,1,70.40,1.7,10.0,florida_atlantic
Trent Wessel,SR,QB,1,1,1,100.0,6,6.0,0,0,150.40,1.0,6.0,florida_atlantic
James Charles,JR,RB,13,1,1,100.0,-2,-2.0,0,0,83.20,0.1,-0.2,florida_atlantic
James Morgan,SR,QB,13,357,207,58.0,2560,7.2,14,5,128.36,27.5,196.9,florida_international
Kaylan Wiggins,SO,QB,10,27,15,55.6,172,6.4,0,0,109.07,2.7,17.2,florida_international
Maurice Alexander,SR,WR,10,2,1,50.0,22,11.0,0,0,142.40,0.2,2.2,florida_international
Anthony Jones,SR,RB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,florida_international
Alec Hallman,SO,P,5,1,0,0.0,0,0.0,0,1,-200.00,0.2,0.0,florida_international
James Blackman,SO,QB,12,292,184,63.0,2339,8.0,17,11,141.97,24.3,194.9,florida_state
Alex Hornibrook,SR,QB,5,122,84,68.9,986,8.1,7,2,152.40,24.4,197.2,florida_state
Jordan Travis,FR,QB,4,11,6,54.5,79,7.2,0,0,114.88,2.8,19.8,florida_state
Cam Akers,JR,RB,11,6,4,66.7,50,8.3,0,0,136.67,0.5,4.5,florida_state
D.J. Matthews,JR,WR,12,1,1,100.0,25,25.0,0,0,310.00,0.1,2.1,florida_state
Jorge Reyna,SR,QB,12,365,236,64.7,2655,7.3,15,11,133.29,30.4,221.3,fresno_state
Jalen Cropper,FR,WR,10,1,1,100.0,36,36.0,1,0,732.40,0.1,3.6,fresno_state
Ben Wooldridge,FR,QB,3,6,4,66.7,30,5.0,1,0,163.67,2.0,10.0,fresno_state
Josh Hokit,SR,RB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,fresno_state
Jake Fromm,JR,QB,14,385,234,60.8,2860,7.4,24,5,141.15,27.5,204.3,georgia
Stetson Bennett,SO,QB,5,27,20,74.1,260,9.6,2,1,171.99,5.4,52.0,georgia
Nathan Priestley,FR,QB,2,2,1,50.0,2,1.0,0,0,58.40,1.0,1.0,georgia
Shai Werts,JR,QB,11,127,67,52.8,799,6.3,9,1,127.42,11.5,72.6,georgia_southern
Justin Tomlin,FR,QB,7,26,12,46.2,162,6.2,0,0,98.49,3.7,23.1,georgia_southern
Tyler Bass,SR,PK,13,1,1,100.0,7,7.0,0,0,158.80,0.1,0.5,georgia_southern
Khaleb Hood,FR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,georgia_southern
Dan Ellington,SR,QB,13,355,227,63.9,2447,6.9,22,8,137.78,27.3,188.2,georgia_state
Cornelious Brown,FR,QB,4,28,11,39.3,130,4.6,0,1,71.15,7.0,32.5,georgia_state
Kierston Harvey,FR,QB,4,1,0,0.0,0,0.0,0,0,0.00,0.3,0.0,georgia_state
Destin Coates,SO,RB,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,georgia_state
James Graham,FR,QB,11,193,87,45.1,1164,6.0,12,7,109.01,17.5,105.8,georgia_tech
Lucas Johnson,SO,QB,5,37,21,56.8,187,5.1,1,1,102.72,7.4,37.4,georgia_tech
Tobias Oliver,SO,QB,12,26,11,42.3,177,6.8,0,2,84.12,2.2,14.8,georgia_tech
Pressley Harvin III,JR,P,12,1,1,100.0,41,41.0,1,0,774.40,0.1,3.4,georgia_tech
Jordan Yates,FR,QB,3,12,4,33.3,38,3.2,0,0,59.93,4.0,12.7,georgia_tech
Cole McDonald,JR,QB,14,511,326,63.8,4135,8.1,33,14,147.60,36.5,295.4,hawai'i
Chevan Cordeiro,FR,QB,12,120,69,57.5,907,7.6,8,3,137.99,10.0,75.6,hawai'i
Justin Uahinui,SO,QB,2,3,1,33.3,14,4.7,1,0,182.53,1.5,7.0,hawai'i
Clayton Tune,SO,QB,7,179,106,59.2,1533,8.6,11,9,141.38,25.6,219.0,houston
D'Eriq King,SR,QB,4,110,58,52.7,663,6.0,6,2,117.72,27.5,165.8,houston
Logan Holgorsen,FR,QB,6,19,9,47.4,139,7.3,1,1,115.66,3.2,23.2,houston
Bryson Smith,SO,WR,10,4,3,75.0,105,26.3,1,0,378.00,0.4,10.5,houston
Brandon Peters,JR,QB,11,275,152,55.3,1884,6.9,18,8,128.60,25.0,171.3,illinois
Matt Robinson,FR,QB,8,77,42,54.5,475,6.2,1,0,110.66,9.6,59.4,illinois
Isaiah Williams,FR,QB,4,10,3,30.0,38,3.8,0,1,41.92,2.5,9.5,illinois
Cam Miller,JR,QB,2,1,1,100.0,12,12.0,0,0,200.80,0.5,6.0,illinois
Trenard Davis,SR,WR,4,1,0,0.0,0,0.0,0,0,0.00,0.3,0.0,illinois
Casey Washington,FR,WR,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,illinois
Peyton Ramsey,JR,QB,11,300,204,68.0,2454,8.2,13,5,147.68,27.3,223.1,indiana
Michael Penix Jr.,FR,QB,7,160,110,68.8,1394,8.7,10,4,157.57,22.9,199.1,indiana
Donavan Hale,SR,WR,12,1,1,100.0,49,49.0,1,0,841.60,0.1,4.1,indiana
Jack Tuttle,FR,QB,5,11,6,54.5,34,3.1,0,0,80.51,2.2,6.8,indiana
Nate Stanley,SR,QB,13,399,237,59.4,2951,7.4,16,7,131.25,30.7,227.0,iowa
Spencer Petras,FR,QB,3,10,6,60.0,25,2.5,0,0,81.00,3.3,8.3,iowa
Ihmir Smith-Marsette,JR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,iowa
Brock Purdy,SO,QB,13,475,312,65.7,3982,8.4,27,9,151.07,36.5,306.3,iowa_state
Deshaunte Jones,SR,WR,13,2,1,50.0,51,25.5,1,0,429.20,0.2,3.9,iowa_state
Re-al Mitchell,FR,QB,5,4,2,50.0,14,3.5,1,0,161.90,0.8,2.8,iowa_state
Blake Clark,FR,QB,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,iowa_state
Carter Stanley,SR,QB,12,371,226,60.9,2664,7.2,24,11,136.66,30.9,222.0,kansas
Manny Miles,SR,QB,6,17,9,52.9,114,6.7,1,2,105.15,2.8,19.0,kansas
Thomas MacVittie,JR,QB,2,1,0,0.0,0,0.0,0,1,-200.00,0.5,0.0,kansas
Skylar Thompson,JR,QB,13,297,177,59.6,2315,7.8,12,5,135.04,22.8,178.1,kansas_state
Nick Ast,SO,QB,5,3,3,100.0,28,9.3,0,0,178.40,0.6,5.6,kansas_state
John Holcombe II,FR,QB,3,3,1,33.3,9,3.0,0,0,58.53,1.0,3.0,kansas_state
Dustin Crum,JR,QB,13,312,216,69.2,2622,8.4,20,2,159.69,24.0,201.7,kent_state
Woody Barrett,JR,QB,9,41,21,51.2,214,5.2,3,0,119.22,4.6,23.8,kent_state
Kavious Price,SR,WR,13,2,1,50.0,10,5.0,1,0,257.00,0.2,0.8,kent_state
Sawyer Smith,JR,QB,9,126,57,45.2,690,5.5,4,5,93.78,14.0,76.7,kentucky
Lynn Bowden Jr.,JR,WR,13,74,35,47.3,403,5.4,3,3,98.32,5.7,31.0,kentucky
Terry Wilson,JR,QB,4,52,33,63.5,360,6.9,2,0,134.30,13.0,90.0,kentucky
Walker Wood,SO,QB,2,3,2,66.7,15,5.0,0,0,108.67,1.5,7.5,kentucky
Asim Rose,JR,RB,13,1,1,100.0,10,10.0,0,0,184.00,0.1,0.8,kentucky
Josh Ali,JR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,kentucky
Stephen Calvert,SR,QB,13,431,249,57.8,3663,8.5,28,7,147.35,33.2,281.8,liberty
DJ Stubbs,JR,WR,13,2,1,50.0,38,19.0,0,0,209.60,0.2,2.9,liberty
Landon Brown,SO,QB,13,10,3,30.0,25,2.5,0,1,31.00,0.8,1.9,liberty
Brandon Robinson,FR,QB,5,3,2,66.7,19,6.3,1,0,229.87,0.6,3.8,liberty
Johnathan Bennett,FR,QB,2,5,2,40.0,11,2.2,0,0,58.48,2.5,5.5,liberty
Levi Lewis,JR,QB,14,378,243,64.3,3050,8.1,26,4,152.65,27.0,217.9,louisiana-lafayette
Jaiave Magalei,SO,QB,6,28,20,71.4,224,8.0,1,0,150.41,4.7,37.3,louisiana-lafayette
Chandler Fields,FR,QB,4,3,3,100.0,16,5.3,0,0,144.80,0.8,4.0,louisiana-lafayette
Jalen Williams,JR,WR,14,1,1,100.0,16,16.0,0,0,234.40,0.1,1.1,louisiana-lafayette
Clifton McDowell,FR,QB,2,1,1,100.0,8,8.0,0,0,167.20,0.5,4.0,louisiana-lafayette
Caleb Evans,SR,QB,12,389,238,61.2,2939,7.6,21,10,137.31,32.4,244.9,louisiana-monroe
Colby Suits,FR,QB,4,19,6,31.6,69,3.6,0,2,41.04,4.8,17.3,louisiana-monroe
Josh Pederson,JR,TE,12,2,1,50.0,33,16.5,0,0,188.60,0.2,2.8,louisiana-monroe
J'Mar Smith,SR,QB,11,367,236,64.3,2977,8.1,18,5,145.92,33.4,270.6,louisiana_tech
Aaron Allen,FR,QB,6,75,43,57.3,446,5.9,3,1,117.81,12.5,74.3,louisiana_tech
Westin Elliott,JR,QB,6,14,6,42.9,67,4.8,0,4,25.92,2.3,11.2,louisiana_tech
Adrian Hardy,JR,WR,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,louisiana_tech
Micale Cunningham,SO,QB,12,179,112,62.6,2065,11.5,22,5,194.44,14.9,172.1,louisville
Evan Conley,FR,QB,7,71,40,56.3,613,8.6,4,3,139.01,10.1,87.6,louisville
Jawon Pass,JR,QB,2,46,24,52.2,330,7.2,4,1,136.78,23.0,165.0,louisville
Chatarius Atwell,SO,WR,13,4,1,25.0,33,8.3,1,0,176.80,0.3,2.5,louisville
Ryan Chalifoux,SO,K,6,1,1,100.0,7,7.0,1,0,488.80,0.2,1.2,louisville
Joe Burrow,SR,QB,15,527,402,76.3,5671,10.8,60,6,201.96,35.1,378.1,lsu
Myles Brennan,SO,QB,10,40,24,60.0,353,8.8,1,1,137.38,4.0,35.3,lsu
Isaiah Green,SO,QB,13,336,189,56.3,2438,7.3,15,11,125.38,25.8,187.5,marshall
Alex Thomson,SR,QB,3,9,8,88.9,123,13.7,1,0,240.36,3.0,41.0,marshall
Xavier Gaines,JR,TE,13,3,1,33.3,33,11.0,0,0,125.73,0.2,2.5,marshall
Jackson White,JR,QB,13,2,2,100.0,11,5.5,0,0,146.20,0.2,0.8,marshall
Josh Jackson,JR,QB,10,207,98,47.3,1274,6.2,12,6,112.37,20.7,127.4,maryland
Tyrrell Pigrome,JR,QB,11,118,69,58.5,719,6.1,3,6,107.88,10.7,65.4,maryland
Tyler DeSue,FR,QB,4,14,4,28.6,88,6.3,1,0,104.94,3.5,22.0,maryland
Lance LeGendre,FR,QB,3,3,1,33.3,7,2.3,0,0,52.93,1.0,2.3,maryland
Randall West,SR,QB,8,155,93,60.0,864,5.6,6,6,111.85,19.4,108.0,massachusetts
Andrew Brito,SO,QB,10,170,93,54.7,830,4.9,7,6,102.25,17.0,83.0,massachusetts
Michael Curtis,SR,QB,3,64,30,46.9,288,4.5,2,4,82.49,21.3,96.0,massachusetts
Mike Fallon,JR,QB,1,2,2,100.0,40,20.0,0,0,268.00,2.0,40.0,massachusetts
Chinedu Ogbonna,JR,LB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,massachusetts
Brady White,JR,QB,14,420,269,64.0,4014,9.6,33,11,165.02,30.0,286.7,memphis
Connor Adair,SO,QB,5,15,10,66.7,109,7.3,0,0,127.71,3.0,21.8,memphis
Adam Williams,SO,P,14,1,1,100.0,29,29.0,0,0,343.60,0.1,2.1,memphis
Kedarian Jones,SR,WR,14,2,1,50.0,25,12.5,0,0,155.00,0.1,1.8,memphis
Patrick Taylor Jr.,SR,RB,6,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,memphis
Jarren Williams,FR,QB,12,276,169,61.2,2187,7.9,19,7,145.44,23.0,182.3,miami_florida
N'Kosi Perry,SO,QB,8,159,85,53.5,1045,6.6,8,3,121.49,19.9,130.6,miami_florida
Tate Martell,SO,QB,5,1,1,100.0,7,7.0,0,0,158.80,0.2,1.4,miami_florida
Brett Gabbert,FR,QB,14,316,175,55.4,2411,7.6,11,8,125.90,22.6,172.2,miami_ohio
Jackson Williamson,SO,QB,6,19,8,42.1,84,4.4,0,2,58.20,3.2,14.0,miami_ohio
Jack Sorenson,JR,WR,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,miami_ohio
Jalen Walker,SO,WR,14,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,miami_ohio
Shea Patterson,SR,QB,13,381,214,56.2,3061,8.0,23,8,139.38,29.3,235.5,michigan
Dylan McCaffrey,JR,QB,7,20,10,50.0,116,5.8,1,0,115.22,2.9,16.6,michigan
Joe Milton,SO,QB,4,7,3,42.9,59,8.4,1,1,132.23,1.8,14.8,michigan
Michael Barrett,SO,LB,12,1,1,100.0,25,25.0,0,0,310.00,0.1,2.1,michigan
Brian Lewerke,SR,QB,13,436,260,59.6,3079,7.1,17,13,125.86,33.5,236.8,michigan_state
Rocky Lombardi,SO,QB,8,21,7,33.3,74,3.5,0,2,43.88,2.6,9.3,michigan_state
Darrell Stewart Jr.,SR,WR,9,1,1,100.0,17,17.0,0,0,242.80,0.1,1.9,michigan_state
Theo Day,FR,QB,2,3,2,66.7,12,4.0,0,0,100.27,1.5,6.0,michigan_state
Cody White,JR,WR,13,2,0,0.0,0,0.0,0,0,0.00,0.2,0.0,michigan_state
