name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name
Xavier Legette,SO,WR,6,7,113,16.14,0,1.2,18.8,south_carolina
Keveon Mullins,FR,TE,5,3,110,36.67,0,0.6,22.0,south_carolina
Deshaun Fenwick,SO,RB,8,14,108,7.71,0,1.8,13.5,south_carolina
Jalen Brooks,JR,WR,6,11,100,9.09,0,1.8,16.7,south_carolina
Josh Vann,JR,WR,10,10,88,8.80,1,1.0,8.8,south_carolina
Dakereon Joyner,SO,WR,10,7,55,7.86,1,0.7,5.5,south_carolina
Jaheim Bell,FR,TE,5,1,29,29.00,0,0.2,5.8,south_carolina
Trey Adkins,SO,WR,6,2,20,10.00,0,0.3,3.3,south_carolina
Rico Powers,FR,WR,9,2,19,9.50,0,0.2,2.1,south_carolina
Rashad Amos,FR,RB,3,3,13,4.33,0,1.0,4.3,south_carolina
Adam Prentice,SR,FB,10,2,13,6.50,0,0.2,1.3,south_carolina
Ger-Cari Caldwell,FR,WR,6,1,5,5.00,0,0.2,0.8,south_carolina
ZaQuandre White,JR,RB,9,2,-4,-2.00,0,0.2,-0.4,south_carolina
Collin Hill,SR,QB,8,2,-14,-7.00,0,0.3,-1.8,south_carolina
Bryce Miller,JR,WR,9,33,327,9.91,3,3.7,36.3,south_florida
DeVontres Dukes,SR,S,9,24,297,12.38,4,2.7,33.0,south_florida
Omarion Dollison,FR,WR,9,21,272,12.95,1,2.3,30.2,south_florida
Latrell Williams,JR,WR,9,22,260,11.82,0,2.4,28.9,south_florida
Mitchell Brinkman,SR,TE,9,15,161,10.73,1,1.7,17.9,south_florida
Randall St. Felix,JR,WR,8,15,150,10.00,1,1.9,18.8,south_florida
Xavier Weaver,SO,WR,8,10,136,13.60,0,1.3,17.0,south_florida
Johnny Ford,SO,RB,7,15,125,8.33,1,2.1,17.9,south_florida
Kelley Joiner,SO,RB,9,8,73,9.13,1,0.9,8.1,south_florida
Brian Battie,FR,RB,8,4,35,8.75,0,0.5,4.4,south_florida
Sean Atkins,FR,WR,5,3,26,8.67,0,0.6,5.2,south_florida
Chris Carter,SO,TE,8,5,24,4.80,0,0.6,3.0,south_florida
Sincere Brown,FR,WR,2,1,19,19.00,0,0.5,9.5,south_florida
Jordan McCloud,SO,QB,8,1,18,18.00,0,0.1,2.3,south_florida
Darrian Felix,JR,RB,3,3,14,4.67,0,1.0,4.7,south_florida
Leonard Parker,FR,RB,6,1,12,12.00,0,0.2,2.0,south_florida
Jacob Mathis,SR,TE,3,2,1,0.50,0,0.7,0.3,south_florida
Terrence Horne,SO,WR,7,4,-1,-0.25,0,0.6,-0.1,south_florida
Jason Brownlee,JR,WR,10,34,610,17.94,5,3.4,61.0,southern_mississippi
Tim Jones,SR,WR,7,30,480,16.00,4,4.3,68.6,southern_mississippi
Demarcus Jones,JR,WR,10,29,265,9.14,1,2.9,26.5,southern_mississippi
Antoine Robinson,JR,WR,8,23,221,9.61,0,2.9,27.6,southern_mississippi
Cole Cavallo,SO,TE,10,10,117,11.70,0,1.0,11.7,southern_mississippi
"Frank Gore, Jr.",FR,RB,10,9,97,10.78,1,0.9,9.7,southern_mississippi
Grayson Gunter,SR,TE,10,8,93,11.63,0,0.8,9.3,southern_mississippi
Naricuss Driver,JR,TE,4,2,62,31.00,1,0.5,15.5,southern_mississippi
Brandon Hayes,FR,RB,7,8,59,7.38,0,1.1,8.4,southern_mississippi
Antavious Willis,FR,WR,9,5,57,11.40,0,0.6,6.3,southern_mississippi
Marquis McCoy,JR,WR,3,2,43,21.50,0,0.7,14.3,southern_mississippi
Kevin Perkins,SR,RB,9,6,26,4.33,0,0.7,2.9,southern_mississippi
Natrone Brooks,JR,DB,10,1,13,13.00,0,0.1,1.3,southern_mississippi
Dee Baker,FR,RB,9,2,5,2.50,0,0.2,0.6,southern_mississippi
Don Ragsdale,JR,RB,4,1,1,1.00,0,0.3,0.3,southern_mississippi
Tate Whatley,SO,QB,4,1,-19,-19.00,0,0.3,-4.8,southern_mississippi
Simi Fehoko,JR,WR,6,37,574,15.51,3,6.2,95.7,stanford
Brycen Tremayne,JR,WR,6,14,265,18.93,0,2.3,44.2,stanford
Michael Wilson,JR,WR,4,19,261,13.74,1,4.8,65.3,stanford
Elijah Higgins,SO,WR,6,15,176,11.73,0,2.5,29.3,stanford
Connor Wedington,SR,WR,3,15,157,10.47,0,5.0,52.3,stanford
Austin Jones,SO,RB,6,21,156,7.43,0,3.5,26.0,stanford
Scooter Harrington,SR,TE,6,8,58,7.25,2,1.3,9.7,stanford
John Humphreys,FR,WR,6,3,43,14.33,0,0.5,7.2,stanford
Tucker Fisk,SR,TE,6,5,34,6.80,1,0.8,5.7,stanford
Houston Heimuli,SR,FB,6,2,10,5.00,0,0.3,1.7,stanford
Osiris St. Brown,SR,WR,1,1,7,7.00,0,1.0,7.0,stanford
E.J. Smith,FR,RB,3,3,7,2.33,0,1.0,2.3,stanford
Jay Symonds,JR,FB,3,1,2,2.00,0,0.3,0.7,stanford
Casey Filkins,FR,RB,5,1,-6,-6.00,0,0.2,-1.2,stanford
Taj Harris,JR,WR,10,58,733,12.64,5,5.8,73.3,syracuse
Anthony Queeley,SO,WR,11,37,378,10.22,2,3.4,34.4,syracuse
Nykeim Johnson,SR,WR,11,20,323,16.15,4,1.8,29.4,syracuse
Sean Tucker,FR,RB,9,8,113,14.13,0,0.9,12.6,syracuse
Courtney Jackson,FR,WR,11,10,69,6.90,0,0.9,6.3,syracuse
Aaron Hackett,SR,TE,11,10,63,6.30,2,0.9,5.7,syracuse
Luke Benson,SO,TE,11,6,63,10.50,2,0.5,5.7,syracuse
Cooper Lutz,SO,RB,10,8,56,7.00,0,0.8,5.6,syracuse
Sharod Johnson,JR,WR,9,4,41,10.25,0,0.4,4.6,syracuse
Jawhar Jordan,FR,RB,3,5,34,6.80,0,1.7,11.3,syracuse
Ed Hendrix,SO,WR,6,3,24,8.00,0,0.5,4.0,syracuse
Chris Elmore,SR,OL,11,1,5,5.00,0,0.1,0.5,syracuse
Damien Alford,FR,WR,4,1,3,3.00,0,0.3,0.8,syracuse
Markenzy Pierre,JR,RB,11,1,2,2.00,0,0.1,0.2,syracuse
Trebor Pena,FR,WR,8,1,-1,-1.00,0,0.1,-0.1,syracuse
Quentin Johnston,FR,WR,9,22,487,22.14,2,2.4,54.1,tcu
Taye Barber,JR,WR,10,31,318,10.26,2,3.1,31.8,tcu
Derius Davis,JR,WR,9,15,209,13.93,1,1.7,23.2,tcu
Blair Conwright,FR,WR,8,17,207,12.18,1,2.1,25.9,tcu
Pro Wells,JR,TE,10,13,195,15.00,3,1.3,19.5,tcu
Emari Demercado,JR,RB,8,10,110,11.00,0,1.3,13.8,tcu
Artayvious Lynn,SR,TE,6,7,88,12.57,1,1.2,14.7,tcu
Zach Evans,FR,RB,9,8,76,9.50,0,0.9,8.4,tcu
JD Spielman,SR,WR,3,5,56,11.20,0,1.7,18.7,tcu
Daimarqua Foster,FR,RB,5,7,48,6.86,0,1.4,9.6,tcu
Darwin Barlow,FR,RB,10,9,44,4.89,0,0.9,4.4,tcu
Carter Ware,JR,TE,10,3,40,13.33,1,0.3,4.0,tcu
Dylan Thomas,SR,WR,3,3,37,12.33,0,1.0,12.3,tcu
Mikel Barkley,SO,WR,10,7,33,4.71,0,0.7,3.3,tcu
Savion Williams,FR,WR,7,1,8,8.00,0,0.1,1.1,tcu
Te'Vailance Hunt,JR,WR,3,2,6,3.00,0,0.7,2.0,tcu
John Stephens Jr.,JR,WR,5,1,5,5.00,0,0.2,1.0,tcu
Lex Boucvalt,FR,WR,2,1,0,0.00,0,0.5,0.0,tcu
Max Duggan,SO,QB,10,1,0,0.00,0,0.1,0.0,tcu
Kendre Miller,FR,RB,9,1,-4,-4.00,0,0.1,-0.4,tcu
Jadan Blue,JR,WR,6,41,371,9.05,5,6.8,61.8,temple
Randle Jones,SR,WR,5,31,370,11.94,2,6.2,74.0,temple
Branden Mack,SR,WR,7,26,291,11.19,3,3.7,41.6,temple
David Martin-Robinson,SO,TE,5,11,147,13.36,0,2.2,29.4,temple
Jose Barbon,SO,WR,5,8,82,10.25,0,1.6,16.4,temple
Re'Mahn Davis,SO,RB,4,12,62,5.17,0,3.0,15.5,temple
De'Von Fox,FR,WR,4,7,53,7.57,0,1.8,13.3,temple
Tayvon Ruley,SR,RB,7,4,30,7.50,0,0.6,4.3,temple
Darius Pittman,JR,TE,4,2,20,10.00,0,0.5,5.0,temple
Aaron Jarman,SO,TE,7,1,11,11.00,1,0.1,1.6,temple
Kadas Reams,SO,WR,5,1,9,9.00,0,0.2,1.8,temple
Willie Erdman,SR,WR,6,1,6,6.00,0,0.2,1.0,temple
Ronnie Stevenson,SO,WR,5,1,4,4.00,0,0.2,0.8,temple
Josh Palmer,SR,WR,10,33,475,14.39,4,3.3,47.5,tennessee
Velus Jones Jr.,SR,WR,10,22,280,12.73,3,2.2,28.0,tennessee
Jalin Hyatt,FR,WR,10,20,276,13.80,2,2.0,27.6,tennessee
Eric Gray,SO,RB,9,30,254,8.47,2,3.3,28.2,tennessee
Brandon Johnson,SR,WR,9,19,231,12.16,0,2.1,25.7,tennessee
Ty Chandler,SR,RB,10,16,111,6.94,0,1.6,11.1,tennessee
Princeton Fant,JR,TE,10,12,103,8.58,1,1.2,10.3,tennessee
Ramel Keyton,SO,WR,7,9,76,8.44,0,1.3,10.9,tennessee
Jacob Warren,SO,TE,10,6,73,12.17,1,0.6,7.3,tennessee
Cedric Tillman,SO,WR,10,3,67,22.33,1,0.3,6.7,tennessee
Henry To'o To'o,SO,LB,10,1,31,31.00,0,0.1,3.1,tennessee
Malachi Wideman,FR,WR,6,1,24,24.00,0,0.2,4.0,tennessee
Jabari Small,FR,RB,10,4,24,6.00,0,0.4,2.4,tennessee
Jimmy Calloway,FR,WR,8,2,20,10.00,0,0.3,2.5,tennessee
Will Albright,FR,LS,1,1,2,2.00,0,1.0,2.0,tennessee
Joshua Moore,SO,WR,10,30,472,15.73,9,3.0,47.2,texas
Brennan Eagles,JR,WR,9,28,469,16.75,5,3.1,52.1,texas
Jake Smith,SO,WR,7,23,294,12.78,3,3.3,42.0,texas
Tarik Black,SR,WR,8,10,240,24.00,1,1.3,30.0,texas
Jordan Whittington,FR,WR,5,21,206,9.81,0,4.2,41.2,texas
Bijan Robinson,FR,RB,9,15,196,13.07,2,1.7,21.8,texas
Cade Brewer,SR,TE,10,15,169,11.27,2,1.5,16.9,texas
Jared Wiley,SO,TE,9,9,166,18.44,1,1.0,18.4,texas
Brenden Schooler,SR,WR,9,12,140,11.67,2,1.3,15.6,texas
Keaontay Ingram,JR,RB,6,11,103,9.36,1,1.8,17.2,texas
Kelvontay Dixon,FR,WR,3,3,76,25.33,1,1.0,25.3,texas
Kai Money,SO,WR,10,10,76,7.60,1,1.0,7.6,texas
Marcus Washington,SO,WR,9,4,56,14.00,1,0.4,6.2,texas
Roschon Johnson,SO,RB,10,8,51,6.38,1,0.8,5.1,texas
Malcolm Epps,SO,TE,9,3,42,14.00,2,0.3,4.7,texas
Al'Vonte Woodard,SO,WR,9,4,34,8.50,0,0.4,3.8,texas
Brayden Liebrock,FR,TE,4,2,11,5.50,0,0.5,2.8,texas
Ainias Smith,SO,RB,10,43,564,13.12,6,4.3,56.4,texas_a&m
Jalen Wydermyer,SO,TE,10,46,506,11.00,6,4.6,50.6,texas_a&m
Chase Lane,FR,WR,10,29,409,14.10,2,2.9,40.9,texas_a&m
Caleb Chapman,SO,WR,3,14,197,14.07,3,4.7,65.7,texas_a&m
Isaiah Spiller,SO,RB,10,20,193,9.65,0,2.0,19.3,texas_a&m
Hezekiah Jones,JR,WR,6,18,178,9.89,0,3.0,29.7,texas_a&m
Devon Achane,FR,RB,8,5,97,19.40,1,0.6,12.1,texas_a&m
Jalen Preston,SO,WR,10,7,74,10.57,0,0.7,7.4,texas_a&m
Kam Brown,FR,WR,6,5,55,11.00,0,0.8,9.2,texas_a&m
Max Wright,SO,TE,3,1,42,42.00,1,0.3,14.0,texas_a&m
Ryan Renick,SR,TE,10,2,26,13.00,1,0.2,2.6,texas_a&m
Marcell Barbee,JR,WR,12,40,584,14.60,10,3.3,48.7,texas_state
Jeremiah Haydel,SR,WR,12,40,408,10.20,4,3.3,34.0,texas_state
Jah’Marae Sheread,SO,WR,11,29,334,11.52,2,2.6,30.4,texas_state
Javen Banks,JR,WR,9,16,299,18.69,4,1.8,33.2,texas_state
"Trevis Graham, Jr.",JR,WR,12,24,271,11.29,2,2.0,22.6,texas_state
Drue Jackson,SO,WR,12,21,244,11.62,0,1.8,20.3,texas_state
Chandler Speights,JR,WR,12,20,225,11.25,1,1.7,18.8,texas_state
Calvin Hill,FR,RB,12,24,173,7.21,0,2.0,14.4,texas_state
Brock Sturges,SO,RB,12,11,116,10.55,1,0.9,9.7,texas_state
Jackson Lanam,SO,TE,7,9,104,11.56,1,1.3,14.9,texas_state
Blake Aragon,SO,TE,7,7,57,8.14,1,1.0,8.1,texas_state
Jahmyl Jeter,SO,RB,9,5,21,4.20,0,0.6,2.3,texas_state
Jaycob Horn,FR,WR,5,1,18,18.00,0,0.2,3.6,texas_state
Jacoby Hopkins,SO,WR,6,1,7,7.00,0,0.2,1.2,texas_state
Erik Ezukanma,SO,WR,10,46,748,16.26,6,4.6,74.8,texas_tech
Myles Price,FR,WR,9,29,305,10.52,1,3.2,33.9,texas_tech
KeSean Carter,JR,WR,6,30,290,9.67,4,5.0,48.3,texas_tech
Ja'Lynn Polk,FR,WR,10,28,264,9.43,2,2.8,26.4,texas_tech
T.J. Vasher,SR,WR,7,19,227,11.95,2,2.7,32.4,texas_tech
Travis Koontz,SR,TE,9,14,189,13.50,1,1.6,21.0,texas_tech
Dalton Rigdon,JR,WR,7,13,133,10.23,0,1.9,19.0,texas_tech
SaRodorick Thompson,SO,RB,10,21,124,5.90,0,2.1,12.4,texas_tech
Xavier White,SO,RB,8,21,104,4.95,0,2.6,13.0,texas_tech
Trey Cleveland,FR,WR,10,8,81,10.13,1,0.8,8.1,texas_tech
Loic Fouonji,FR,WR,9,4,64,16.00,1,0.4,7.1,texas_tech
Tahj Brooks,FR,RB,10,13,61,4.69,0,1.3,6.1,texas_tech
John Holcomb,FR,TE,10,6,42,7.00,0,0.6,4.2,texas_tech
Chadarius Townsend,JR,RB,9,3,23,7.67,0,0.3,2.6,texas_tech
Caden Leggett,SO,WR,10,3,7,2.33,0,0.3,0.7,texas_tech
Seth Collins,SR,DB,4,1,5,5.00,0,0.3,1.3,texas_tech
Isaiah Winstead,JR,WR,6,25,429,17.16,3,4.2,71.5,toledo
Bryce Mitchell,SR,WR,6,13,306,23.54,4,2.2,51.0,toledo
Danzel McKinley-Lewis,SR,WR,6,20,289,14.45,2,3.3,48.2,toledo
Bryant Koback,JR,RB,6,24,228,9.50,2,4.0,38.0,toledo
Jerjuan Newton,FR,WR,6,15,203,13.53,2,2.5,33.8,toledo
Devin Maddox,SO,WR,6,14,174,12.43,3,2.3,29.0,toledo
Ronnie Blackmon,SR,WR,6,12,149,12.42,2,2.0,24.8,toledo
Jamal Turner,JR,TE,6,6,81,13.50,0,1.0,13.5,toledo
Drew Rosi,SR,TE,6,7,62,8.86,0,1.2,10.3,toledo
Micah Kelly,FR,RB,6,5,24,4.80,0,0.8,4.0,toledo
Shakif Seymour,SR,RB,2,2,10,5.00,0,1.0,5.0,toledo
Kaylon Geiger,SR,WR,11,64,752,11.75,3,5.8,68.4,troy
Reggie Todd,SR,WR,11,43,530,12.33,6,3.9,48.2,troy
Tray Eafford,SR,WR,11,34,394,11.59,3,3.1,35.8,troy
Khalil McClain,SR,WR,11,32,383,11.97,6,2.9,34.8,troy
B.J. Smith,SR,RB,10,26,227,8.73,0,2.6,22.7,troy
Kimani Vidal,FR,RB,9,26,225,8.65,0,2.9,25.0,troy
Tez Johnson,FR,WR,11,18,211,11.72,0,1.6,19.2,troy
Bret Clark,JR,WR,8,20,159,7.95,0,2.5,19.9,troy
Jamontez Woods,FR,RB,11,13,89,6.85,0,1.2,8.1,troy
Luke Whittemore,JR,WR,11,7,75,10.71,1,0.6,6.8,troy
Marcus Rogers,JR,WR,11,7,70,10.00,0,0.6,6.4,troy
Orlando Lacey,JR,WR,11,3,28,9.33,0,0.3,2.5,troy
DK Billingsley,JR,RB,9,3,23,7.67,0,0.3,2.6,troy
AJ Lewis,SO,TE,11,2,18,9.00,2,0.2,1.6,troy
Tyler Hussey,JR,WR,6,1,8,8.00,1,0.2,1.3,troy
Duece Watts,JR,WR,12,31,512,16.52,6,2.6,42.7,tulane
Jha'Quan Jackson,SO,WR,12,31,425,13.71,8,2.6,35.4,tulane
Phat Watts,JR,WR,12,17,217,12.76,0,1.4,18.1,tulane
Tyrick James,JR,TE,12,18,202,11.22,3,1.5,16.8,tulane
Mykel Jones,SR,WR,11,11,154,14.00,1,1.0,14.0,tulane
Jaetavian Toles,SR,WR,12,9,107,11.89,1,0.8,8.9,tulane
Amare Jones,JR,RB,10,14,101,7.21,0,1.4,10.1,tulane
Stephon Huderson,SR,RB,12,7,87,12.43,0,0.6,7.3,tulane
Will Wallace,JR,TE,8,6,69,11.50,1,0.8,8.6,tulane
Sorrell Brown,SO,WR,6,4,57,14.25,0,0.7,9.5,tulane
Christian Daniels,SO,TE,12,5,57,11.40,0,0.4,4.8,tulane
Jacob Robertson Jr.,SR,WR,8,5,56,11.20,0,0.6,7.0,tulane
Cameron Carroll,SO,RB,12,4,49,12.25,1,0.3,4.1,tulane
Tyjae Spears,FR,RB,3,2,30,15.00,0,0.7,10.0,tulane
Ygenio Booker,SO,RB,5,1,-3,-3.00,0,0.2,-0.6,tulane
Keylon Stokes,SR,WR,9,46,644,14.00,3,5.1,71.6,tulsa
JuanCarlos Santana,JR,WR,9,34,544,16.00,4,3.8,60.4,tulsa
Josh Johnson,JR,WR,9,38,499,13.13,6,4.2,55.4,tulsa
Sam Crawford Jr.,JR,WR,9,28,374,13.36,1,3.1,41.6,tulsa
Josh Stewart,SR,WR,8,10,94,9.40,0,1.3,11.8,tulsa
Malik Rodgers,SO,WR,6,7,85,12.14,0,1.2,14.2,tulsa
Deneric Prince,SO,RB,8,1,11,11.00,0,0.1,1.4,tulsa
James Palmer,SO,TE,9,2,8,4.00,1,0.2,0.9,tulsa
Ethan Hall,FR,TE,8,3,5,1.67,0,0.4,0.6,tulsa
Corey Taylor II,SR,RB,8,1,5,5.00,0,0.1,0.6,tulsa
T.K. Wilkerson,SO,RB,7,2,4,2.00,0,0.3,0.6,tulsa
Cannon Montgomery,JR,WR,9,1,2,2.00,0,0.1,0.2,tulsa
Austin Watkins Jr.,SR,WR,7,34,468,13.76,3,4.9,66.9,uab
Myron Mitchell,SR,WR,9,29,436,15.03,3,3.2,48.4,uab
Trea Shropshire,JR,WR,9,14,310,22.14,2,1.6,34.4,uab
Hayden Pittman,SR,TE,9,19,227,11.95,1,2.1,25.2,uab
Gerrit Prince,SR,TE,8,9,102,11.33,4,1.1,12.8,uab
Samario Rudolph,FR,WR,7,3,59,19.67,1,0.4,8.4,uab
Ryan Davis,FR,WR,6,3,45,15.00,0,0.5,7.5,uab
Lucious Stanley,JR,RB,8,3,37,12.33,0,0.4,4.6,uab
Spencer Brown,SR,RB,8,5,35,7.00,0,0.6,4.4,uab
Jermaine Brown Jr.,SO,RB,9,8,32,4.00,0,0.9,3.6,uab
Rob Johnson,JR,WR,4,5,29,5.80,0,1.3,7.3,uab
RaJae' Johnson-Sanders,JR,WR,8,2,20,10.00,0,0.3,2.5,uab
Terrell McDonald,FR,TE,9,1,14,14.00,0,0.1,1.6,uab
Larry Wooden,JR,RB,6,1,-2,-2.00,0,0.2,-0.3,uab
Marlon Williams,SR,WR,8,71,1039,14.63,10,8.9,129.9,ucf
Jaylon Robinson,SO,WR,10,55,979,17.80,6,5.5,97.9,ucf
Jacob Harris,SR,WR,10,30,539,17.97,8,3.0,53.9,ucf
Ryan O'Keefe,SO,WR,10,20,391,19.55,3,2.0,39.1,ucf
Tre Nixon,SR,WR,4,19,260,13.68,2,4.8,65.0,ucf
Greg McCrae,SR,RB,10,14,98,7.00,0,1.4,9.8,ucf
Otis Anderson,SR,RB,9,14,79,5.64,0,1.6,8.8,ucf
Ja'Cyais Credle,FR,WR,9,8,76,9.50,0,0.9,8.4,ucf
Jake Hescock,SR,TE,10,9,42,4.67,3,0.9,4.2,ucf
Amari Johnson,SO,WR,9,3,26,8.67,0,0.3,2.9,ucf
Damarius Good,FR,RB,10,2,22,11.00,0,0.2,2.2,ucf
Bentavious Thompson,JR,RB,9,3,12,4.00,0,0.3,1.3,ucf
Josh Celiscar,FR,DL,10,1,11,11.00,0,0.1,1.1,ucf
Greg Dulcich,SO,TE,7,26,517,19.88,5,3.7,73.9,ucla
Kyle Philips,SO,WR,7,38,370,9.74,2,5.4,52.9,ucla
Demetric Felton,SR,RB,6,22,159,7.23,3,3.7,26.5,ucla
Delon Hurt,JR,WR,5,8,122,15.25,1,1.6,24.4,ucla
Brittain Brown,SR,RB,7,6,84,14.00,1,0.9,12.0,ucla
Chase Cota,JR,WR,7,11,79,7.18,2,1.6,11.3,ucla
Ethan Fernea,SR,WR,6,2,46,23.00,1,0.3,7.7,ucla
Charles Njoku,FR,WR,4,3,41,13.67,1,0.8,10.3,ucla
Kazmeir Allen,SO,RB,2,3,40,13.33,0,1.5,20.0,ucla
Keegan Jones,FR,RB,5,3,31,10.33,1,0.6,6.2,ucla
Mike Martinez,SO,TE,7,3,31,10.33,1,0.4,4.4,ucla
Matt Sykes,FR,WR,6,3,24,8.00,0,0.5,4.0,ucla
Jaylen Erwin,SR,WR,2,1,22,22.00,0,0.5,11.0,ucla
Logan Loya,FR,WR,6,1,5,5.00,0,0.2,0.8,ucla
Kyle Williams,FR,WR,6,35,426,12.17,2,5.8,71.0,unlv
Tyleek Collins,JR,WR,5,12,146,12.17,2,2.4,29.2,unlv
Zyell Griffin,FR,WR,5,6,118,19.67,0,1.2,23.6,unlv
Giovanni Fauolo Sr.,SR,TE,5,11,108,9.82,0,2.2,21.6,unlv
Noah Bean,JR,TE,4,14,103,7.36,0,3.5,25.8,unlv
Steve Jenkins,SO,WR,3,9,79,8.78,2,3.0,26.3,unlv
Charles Williams,SR,RB,6,13,44,3.38,0,2.2,7.3,unlv
Courtney Reese,FR,RB,6,7,40,5.71,0,1.2,6.7,unlv
Jacob Gasser,SR,WR,3,4,26,6.50,0,1.3,8.7,unlv
Marcus Phillips Jr.,SO,WR,4,2,17,8.50,0,0.5,4.3,unlv
Dylan Downing,FR,RB,2,2,8,4.00,0,1.0,4.0,unlv
Drake London,SO,WR,6,33,502,15.21,3,5.5,83.7,usc
Amon-Ra St. Brown,JR,WR,6,41,478,11.66,7,6.8,79.7,usc
Tyler Vaughns,SR,WR,6,33,406,12.30,3,5.5,67.7,usc
Bru McCoy,FR,WR,6,21,236,11.24,2,3.5,39.3,usc
Vavae Malepeai,SR,TB,5,16,64,4.00,0,3.2,12.8,usc
Stephen Carr,SR,TB,6,10,64,6.40,0,1.7,10.7,usc
Erik Krommenhoek,SR,TE,6,9,59,6.56,2,1.5,9.8,usc
Gary Bryant Jr.,FR,WR,5,7,51,7.29,0,1.4,10.2,usc
Markese Stepp,SO,TB,5,3,28,9.33,0,0.6,5.6,usc
John Jackson III,SO,WR,6,1,23,23.00,0,0.2,3.8,usc
Jude Wolfe,FR,TE,4,2,5,2.50,0,0.5,1.3,usc
Kenan Christon,SO,TB,5,2,0,0.00,0,0.4,0.0,usc
Britain Covey,JR,WR,4,19,264,13.89,3,4.8,66.0,utah
Brant Kuithe,JR,TE,5,25,236,9.44,0,5.0,47.2,utah
Bryan Thompson,JR,WR,5,9,187,20.78,1,1.8,37.4,utah
Ty Jordan,FR,RB,5,11,126,11.45,0,2.2,25.2,utah
Solomon Enis,JR,WR,5,11,108,9.82,1,2.2,21.6,utah
Cole Fotheringham,JR,TE,5,4,52,13.00,0,0.8,10.4,utah
Samson Nacua,SR,WR,4,4,29,7.25,1,1.0,7.3,utah
Devin Brumfield,JR,RB,4,5,26,5.20,0,1.3,6.5,utah
Micah Bernard,FR,RB,5,4,25,6.25,0,0.8,5.0,utah
Dalton Kincaid,JR,TE,5,1,14,14.00,0,0.2,2.8,utah
Devaughn Vele,FR,WR,5,2,12,6.00,0,0.4,2.4,utah
Deven Thompkins,JR,WR,4,20,214,10.70,1,5.0,53.5,utah_state
Justin McGriff,SO,WR,6,15,185,12.33,2,2.5,30.8,utah_state
Derek Wright,SR,WR,6,11,122,11.09,0,1.8,20.3,utah_state
Carson Terrell,SR,TE,4,4,62,15.50,1,1.0,15.5,utah_state
Jordan Nathan,SR,WR,6,8,57,7.13,1,1.3,9.5,utah_state
Savon Scarver,SR,WR,4,5,48,9.60,1,1.3,12.0,utah_state
Jaylen Warren,SR,RB,3,5,33,6.60,0,1.7,11.0,utah_state
Taylor Compton,SR,WR,5,4,26,6.50,0,0.8,5.2,utah_state
Tim Patrick Jr.,SO,WR,3,3,21,7.00,0,1.0,7.0,utah_state
Elelyon Noa,FR,RB,6,3,15,5.00,0,0.5,2.5,utah_state
Pailate Makakona,SO,RB,6,2,12,6.00,0,0.3,2.0,utah_state
Devonta'e Henry-Cole,SR,RB,5,3,11,3.67,0,0.6,2.2,utah_state
Broc Lane,FR,TE,6,2,9,4.50,0,0.3,1.5,utah_state
Quinton Hadnot,FR,WR,2,1,2,2.00,0,0.5,1.0,utah_state
Bryce Mortenson,SO,TE,6,2,2,1.00,0,0.3,0.3,utah_state
John Gentry,FR,RB,5,1,-4,-4.00,0,0.2,-0.8,utah_state
Jacob Cowing,SO,WR,8,41,691,16.85,3,5.1,86.4,utep
Justin Garrett,SR,WR,8,38,510,13.42,3,4.8,63.8,utep
Walter Dawn Jr.,SR,WR,8,20,202,10.10,0,2.5,25.3,utep
Devaughn Cooper,SR,WR,8,10,136,13.60,1,1.3,17.0,utep
Trent Thompson,JR,TE,8,2,56,28.00,0,0.3,7.0,utep
Miles Banks,JR,WR,5,3,22,7.33,0,0.6,4.4,utep
Joshua Fields,SR,RB,8,2,12,6.00,0,0.3,1.5,utep
Josh Farr,JR,WR,1,2,11,5.50,0,2.0,11.0,utep
Reynaldo Flores,JR,RB,6,1,10,10.00,0,0.2,1.7,utep
Adam Cousins,FR,WR,2,1,7,7.00,0,0.5,3.5,utep
James Tupou,JR,FB,8,2,5,2.50,0,0.3,0.6,utep
Elijah Klein,SO,OL,8,0,4,-,0,0.0,0.5,utep
Mike Malewitz,SO,WR,1,1,3,3.00,0,1.0,3.0,utep
Jeremiah Byers,FR,OL,6,1,3,3.00,0,0.2,0.5,utep
Deion Hankins,FR,RB,7,1,3,3.00,0,0.1,0.4,utep
Willie Eldridge,FR,RB,2,1,-1,-1.00,0,0.5,-0.5,utep
Zakhari Franklin,SO,WR,10,49,694,14.16,7,4.9,69.4,utsa
Joshua Cephus,SO,WR,12,58,547,9.43,5,4.8,45.6,utsa
Brennon Dingle,SR,WR,12,27,266,9.85,2,2.3,22.2,utsa
Leroy Watson,SR,TE,12,14,176,12.57,0,1.2,14.7,utsa
Tykee Ogle-Kellogg,SO,WR,6,11,169,15.36,1,1.8,28.2,utsa
Sheldon Jones,JR,WR,12,11,134,12.18,0,0.9,11.2,utsa
Sincere McCormick,SO,RB,11,20,131,6.55,0,1.8,11.9,utsa
Gavin Sharp,JR,TE,9,6,67,11.17,0,0.7,7.4,utsa
De'Corian Clark,SO,WR,11,8,58,7.25,1,0.7,5.3,utsa
Brenden Brady,JR,RB,6,7,48,6.86,0,1.2,8.0,utsa
Oscar Cardenas,FR,TE,12,3,46,15.33,0,0.3,3.8,utsa
Andrew McGowan,SO,WR,11,1,33,33.00,0,0.1,3.0,utsa
