name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name
Anderson Castle,JR,RB,6,283,0,53,283,5.34,47.2,appalachian_state
Ahmani Marshall,JR,RB,14,65,0,20,65,3.25,4.6,appalachian_state
Ryan Burger,FR,QB,1,-10,73,15,63,4.20,63.0,appalachian_state
Dashaun Davis,JR,WR,13,10,0,1,10,10.00,0.8,appalachian_state
Dalton Stroman,SO,WR,14,6,0,1,6,6.00,0.4,appalachian_state
Kaedin Robinson,JR,WR,14,1,0,1,1,1.00,0.1,appalachian_state
Isaiah Helms,SR,OL,14,-2,0,2,-2,-1.00,-0.1,appalachian_state
Milan Tucker,JR,WR,14,-14,0,4,-14,-3.50,-1.0,appalachian_state
Noah Fifita,FR,QB,12,-33,2869,371,2836,7.64,236.3,arizona
Jayden de Laura,JR,QB,7,121,1120,149,1241,8.33,177.3,arizona
Jonah Coleman,SO,RB,13,871,0,128,871,6.80,67.0,arizona
DJ Williams,SR,RB,12,372,0,85,372,4.38,31.0,arizona
Michael Wiley,SR,RB,10,311,0,70,311,4.44,31.1,arizona
Rayshon Luke,SO,RB,13,153,0,37,153,4.14,11.8,arizona
Tetairoa McMillan,SO,WR,13,3,21,2,24,12.00,1.8,arizona
Jacob Cowing,SR,WR,13,26,-2,6,24,4.00,1.8,arizona
Nazar Bombata,SR,RB,13,11,0,1,11,11.00,0.8,arizona
Trenton Bourguet,JR,QB,8,68,1486,274,1554,5.67,194.3,arizona_state
Cam Skattebo,JR,RB,12,783,130,179,913,5.10,76.1,arizona_state
Jaden Rashada,FR,QB,3,23,485,96,508,5.29,169.3,arizona_state
DeCarlos Brooks,JR,RB,5,259,0,48,259,5.40,51.8,arizona_state
Drew Pyne,SO,QB,2,-49,273,63,224,3.56,112.0,arizona_state
Jacob Conover,SO,QB,3,-5,130,48,125,2.60,41.7,arizona_state
Jalin Conyers,JR,TE,11,92,20,28,112,4.00,10.2,arizona_state
Kyson Brown,FR,RB,12,106,0,23,106,4.61,8.8,arizona_state
Elijhah Badger,JR,WR,11,51,0,11,51,4.64,4.6,arizona_state
Tevin White,SO,RB,11,23,0,11,23,2.09,2.1,arizona_state
Melquan Stovall,SR,WR,12,21,0,3,21,7.00,1.8,arizona_state
George Hart III,JR,RB,3,11,0,7,11,1.57,3.7,arizona_state
Javen Jacobs,SO,RB,5,8,0,3,8,2.67,1.6,arizona_state
Kaleb Black,FR,WR,3,4,0,4,4,1.00,1.3,arizona_state
Xavier Guillory,JR,WR,9,0,0,1,0,0.00,0.0,arizona_state
Giovanni Sanders,SR,WR,12,-1,0,2,-1,-0.50,-0.1,arizona_state
Shawn Charles,SR,WR,7,-10,0,1,-10,-10.00,-1.4,arizona_state
KJ Jefferson,SR,QB,12,447,2107,457,2554,5.59,212.8,arkansas
AJ Green,JR,RB,12,312,0,67,312,4.66,26.0,arkansas
Rashod Dubinion,SO,RB,10,260,0,82,260,3.17,26.0,arkansas
Raheim Sanders,JR,RB,6,209,0,62,209,3.37,34.8,arkansas
Isaiah Augustave,FR,RB,11,202,0,35,202,5.77,18.4,arkansas
Jacolby Criswell,JR,QB,4,44,143,50,187,3.74,46.8,arkansas
Dominique Johnson,JR,RB,10,167,0,31,167,5.39,16.7,arkansas
Isaiah Sategna,FR,WR,12,28,0,1,28,28.00,2.3,arkansas
Tyrone Broden,SR,WR,12,9,0,1,9,9.00,0.8,arkansas
Max Fletcher,SO,P,12,8,0,1,8,8.00,0.7,arkansas
Jaedon Wilson,SO,WR,12,4,0,1,4,4.00,0.3,arkansas
Andrew Armstrong,SR,WR,12,3,0,1,3,3.00,0.3,arkansas
Isaac TeSlaa,SR,WR,12,0,0,1,0,0.00,0.0,arkansas
Jaylen Raynor,FR,QB,11,373,2550,408,2923,7.16,265.7,arkansas_state
Ja'Quez Cross,SO,RB,13,716,0,128,716,5.59,55.1,arkansas_state
Zak Wallace,JR,RB,12,575,0,126,575,4.56,47.9,arkansas_state
J.T. Shrout,SR,QB,2,-12,227,55,215,3.91,107.5,arkansas_state
Jaxon Dailey,FR,QB,5,29,137,44,166,3.77,33.2,arkansas_state
Cedric Hawkins,FR,RB,8,156,0,31,156,5.03,19.5,arkansas_state
Brian Snead,SR,RB,4,39,0,16,39,2.44,9.8,arkansas_state
Mike Sharpe II,SO,RB,8,34,0,9,34,3.78,4.3,arkansas_state
Wyatt Begeal,SO,WR,1,0,24,1,24,24.00,24.0,arkansas_state
Chauncy Cobb,FR,WR,1,8,0,1,8,8.00,8.0,arkansas_state
Corey Rucker,SO,WR,13,6,0,1,6,6.00,0.5,arkansas_state
Courtney Jackson,JR,WR,13,5,0,1,5,5.00,0.4,arkansas_state
DeAndra Burns Jr.,FR,WR,12,1,0,1,1,1.00,0.1,arkansas_state
Bryson Daily,JR,QB,11,901,913,335,1814,5.41,164.9,army
Kanye Udoh,FR,RB,10,524,0,99,524,5.29,52.4,army
Champ Harris,FR,QB,6,9,260,56,269,4.80,44.8,army
Hayden Reed,SO,RB,9,205,0,50,205,4.10,22.8,army
Tyrell Robinson,JR,RB,8,187,0,39,187,4.79,23.4,army
Ay'Jaun Marshall,SR,WR,11,181,0,17,181,10.65,16.5,army
Jakobi Buchanan,SR,RB,12,169,0,51,169,3.31,14.1,army
Markel Johnson,JR,RB,11,77,55,23,132,5.74,12.0,army
Tyson Riley,SR,TE,12,119,0,16,119,7.44,9.9,army
Larry Robinson,FR,QB,2,80,20,12,100,8.33,50.0,army
Miles Stewart,JR,RB,7,58,0,15,58,3.87,8.3,army
Noah Short,SO,WR,12,8,0,3,8,2.67,0.7,army
Jake Rendina,FR,RB,3,3,0,1,3,3.00,1.0,army
Tobi Olawole,FR,WR,10,2,0,3,2,0.67,0.2,army
Zach Mundell,SO,WR,6,-5,0,4,-5,-1.25,-0.8,army
Dewayne Coleman,SO,QB,3,8,-14,5,-6,-1.20,-2.0,army
Cooper Allan,SO,P,12,-13,0,1,-13,-13.00,-1.1,army
Payton Thorne,JR,QB,13,515,1755,399,2270,5.69,174.6,auburn
Jarquez Hunter,JR,RB,12,909,2,160,911,5.69,75.9,auburn
Robby Ashford,SO,QB,10,217,145,73,362,4.96,36.2,auburn
Damari Alston,SO,RB,10,320,0,64,320,5.00,32.0,auburn
Brian Battie,JR,RB,13,227,0,51,227,4.45,17.5,auburn
Jeremiah Cobb,FR,RB,13,172,0,33,172,5.21,13.2,auburn
Hank Brown,FR,QB,1,0,132,9,132,14.67,132.0,auburn
Sean Jackson,SO,RB,11,95,0,6,95,15.83,8.6,auburn
Holden Geriner,FR,QB,5,-12,75,17,63,3.71,12.6,auburn
Justin Jones,JR,RB,13,33,0,4,33,8.25,2.5,auburn
Ja'Varrius Johnson,SR,WR,10,12,0,1,12,12.00,1.2,auburn
Oscar Chapman,SR,P,13,10,0,1,10,10.00,0.8,auburn
Kiael Kelly,SO,QB,12,724,577,259,1301,5.02,108.4,ball_state
Marquez Cooper,JR,RB,12,1043,0,227,1043,4.59,86.9,ball_state
Layne Hatcher,SR,QB,7,-53,582,118,529,4.48,75.6,ball_state
Kadin Semonza,FR,QB,4,10,480,99,490,4.95,122.5,ball_state
Vaughn Pemberton,SO,RB,6,139,0,23,139,6.04,23.2,ball_state
Rico Barfield,SO,RB,12,96,0,25,96,3.84,8.0,ball_state
Charlie Spegal,SO,RB,12,71,0,15,71,4.73,5.9,ball_state
Malcolm Gillie,JR,WR,10,25,0,4,25,6.25,2.5,ball_state
Ahmad Edwards,SR,WR,12,12,0,2,12,6.00,1.0,ball_state
Corey Stewart,JR,OL,12,-4,0,1,-4,-4.00,-0.3,ball_state
Blake Shapen,JR,QB,8,29,2188,365,2217,6.07,277.1,baylor
Sawyer Robertson,SO,QB,6,69,864,152,933,6.14,155.5,baylor
Dominic Richardson,JR,RB,11,519,0,125,519,4.15,47.2,baylor
Dawson Pendergrass,FR,RB,11,338,0,79,338,4.28,30.7,baylor
Richard Reese,SO,RB,12,306,0,66,306,4.64,25.5,baylor
RJ Martinez,JR,QB,3,22,110,27,132,4.89,44.0,baylor
Bryson Washington,FR,RB,3,45,0,10,45,4.50,15.0,baylor
Jordan Nabors,SO,WR,9,33,-6,10,27,2.70,3.0,baylor
Jordan Jenkins,SO,RB,6,19,0,2,19,9.50,3.2,baylor
Monaray Baldwin,JR,WR,12,17,0,3,17,5.67,1.4,baylor
Ketron Jackson Jr.,JR,WR,10,3,0,1,3,3.00,0.3,baylor
Hal Presley,JR,WR,6,2,0,2,2,1.00,0.3,baylor
Jonah Burton,SO,WR,10,2,0,2,2,1.00,0.2,baylor
Josh Cameron,SO,WR,12,1,0,2,1,0.50,0.1,baylor
Gavin Yates,JR,TE,9,0,0,1,0,0.00,0.0,baylor
Drake Dabney,SR,TE,12,0,0,1,0,0.00,0.0,baylor
Isaiah Hankins,SO,K,12,0,0,1,0,0.00,0.0,baylor
Taylen Green,SO,QB,13,436,1752,290,2188,7.54,168.3,boise_state
Ashton Jeanty,SO,RB,12,1347,0,220,1347,6.12,112.3,boise_state
Maddux Madsen,FR,QB,9,120,1191,165,1311,7.95,145.7,boise_state
George Holani,SR,RB,8,748,0,134,748,5.58,93.5,boise_state
Jambres Dubar,FR,RB,12,335,0,62,335,5.40,27.9,boise_state
CJ Tiller,FR,QB,2,-8,117,24,109,4.54,54.5,boise_state
Kaden Dudley,SO,RB,10,40,0,8,40,5.00,4.0,boise_state
Tyler Crowe,SR,RB,10,37,0,10,37,3.70,3.7,boise_state
James Ferguson-Reynolds,SO,P,14,0,21,1,21,21.00,1.5,boise_state
Chase Penry,SO,WR,4,0,17,2,17,8.50,4.3,boise_state
Stefan Cobbs,SR,WR,9,-10,0,2,-10,-5.00,-1.1,boise_state
Thomas Castellanos,SO,QB,13,1113,2248,545,3361,6.17,258.5,boston_college
Kye Robichaux,JR,RB,11,780,0,163,780,4.79,70.9,boston_college
Alex Broome,SO,RB,11,288,0,60,288,4.80,26.2,boston_college
Pat Garwo III,SR,RB,5,270,0,52,270,5.19,54.0,boston_college
Emmett Morehead,SO,QB,4,8,124,32,132,4.13,33.0,boston_college
Ryan O'Keefe,SR,WR,5,40,0,6,40,6.67,8.0,boston_college
Andre Hines,JR,RB,2,37,0,6,37,6.17,18.5,boston_college
Nate Johnson,FR,WR,8,29,0,5,29,5.80,3.6,boston_college
Xavier Coleman,SO,RB,3,15,0,6,15,2.50,5.0,boston_college
Cam'ron Barfield,SO,RB,3,14,0,11,14,1.27,4.7,boston_college
Dino Tomlin,SR,WR,13,12,0,3,12,4.00,0.9,boston_college
Sam Candotti,SO,P,13,6,0,1,6,6.00,0.5,boston_college
Owen McGowan,SO,LB,13,4,0,1,4,4.00,0.3,boston_college
Lewis Bond,SO,WR,13,2,0,1,2,2.00,0.2,boston_college
Ozzy Trapilo,JR,OL,12,1,0,0,1,-,0.1,boston_college
Connor Bazelak,SR,QB,11,-82,1935,322,1853,5.75,168.5,bowling_green
Terion Stewart,SO,RB,9,762,0,125,762,6.10,84.7,bowling_green
Camden Orth,SR,QB,12,208,486,135,694,5.14,57.8,bowling_green
Ta'ron Keith,JR,RB,12,390,0,66,390,5.91,32.5,bowling_green
Jaison Patterson,JR,RB,13,128,0,35,128,3.66,9.8,bowling_green
PaSean Wimberly,SR,RB,13,124,0,22,124,5.64,9.5,bowling_green
Jamal Johnson,JR,RB,11,96,0,15,96,6.40,8.7,bowling_green
Nick Mosley,JR,RB,4,56,0,8,56,7.00,14.0,bowling_green
Harold Fannin Jr.,SO,TE,11,41,0,15,41,2.73,3.7,bowling_green
Hayden Timosciek,FR,QB,2,2,33,14,35,2.50,17.5,bowling_green
Lucian Anderson III,FR,QB,3,28,0,8,28,3.50,9.3,bowling_green
Jackson Kleather,FR,K,10,17,0,1,17,17.00,1.7,bowling_green
Odieu Hiliare,SR,WR,13,12,0,1,12,12.00,0.9,bowling_green
Trimaine Brown Jr.,FR,WR,4,6,0,2,6,3.00,1.5,bowling_green
Abdul-Fatai Ibrahim,SR,WR,13,6,0,3,6,2.00,0.5,bowling_green
Chris Edmonds,FR,RB,2,5,0,1,5,5.00,2.5,bowling_green
Jhaylin Embry,JR,WR,13,5,0,2,5,2.50,0.4,bowling_green
Cole Snyder,SR,QB,12,88,2108,439,2196,5.00,183.0,buffalo
"Ron Cook, Jr.",SR,RB,12,609,0,148,609,4.11,50.8,buffalo
"Mike Washington, Jr.",SO,RB,11,362,0,90,362,4.02,32.9,buffalo
CJ Ogbonna,JR,QB,8,214,87,72,301,4.18,37.6,buffalo
Jacqez Barksdale,JR,RB,11,248,0,52,248,4.77,22.5,buffalo
Victor Snow,FR,WR,10,30,0,5,30,6.00,3.0,buffalo
Tadd Barr,SR,WR,12,1,27,2,28,14.00,2.3,buffalo
Nik McMillan,FR,WR,7,20,0,2,20,10.00,2.9,buffalo
Cole Harrity,SR,WR,12,18,0,4,18,4.50,1.5,buffalo
Lamar Sperling,FR,RB,2,17,0,4,17,4.25,8.5,buffalo
Anthony Venneri,SO,P,12,9,0,1,9,9.00,0.8,buffalo
Al-Jay Henderson,SO,RB,10,0,0,5,0,0.00,0.0,buffalo
Kedon Slovis,SR,QB,8,-41,1716,295,1675,5.68,209.4,byu
Jake Retzlaff,JR,QB,4,116,648,176,764,4.34,191.0,byu
LJ Martin,FR,RB,10,518,2,110,520,4.73,52.0,byu
Aidan Robbins,JR,RB,8,485,0,101,485,4.80,60.6,byu
Miles Davis,SO,RB,5,78,0,16,78,4.88,15.6,byu
Parker Kingston,FR,WR,12,4,63,8,67,8.38,5.6,byu
Deion Smith,SR,RB,10,64,0,23,64,2.78,6.4,byu
Keelan Marion,SO,WR,12,40,0,9,40,4.44,3.3,byu
Ryan Rehkow,JR,P,12,-5,36,2,31,15.50,2.6,byu
Chase Roberts,SO,WR,12,12,0,2,12,6.00,1.0,byu
Kody Epps,SO,WR,8,6,0,3,6,2.00,0.8,byu
Darius Lassiter,SR,WR,10,5,0,1,5,5.00,0.5,byu
Enoch Nawahine,SO,RB,11,1,0,1,1,1.00,0.1,byu
Ray Paulo,JR,TE,10,-2,0,1,-2,-2.00,-0.2,byu
Cade Fennegan,SO,QB,1,-5,0,2,-5,-2.50,-5.0,byu
Fernando Mendoza,FR,QB,9,92,1708,291,1800,6.19,200.0,california
Jaydn Ott,SO,RB,12,1315,0,246,1315,5.35,109.6,california
Sam Jackson V,SO,QB,5,59,556,123,615,5.00,123.0,california
Ben Finley,SO,QB,7,8,572,106,580,5.47,82.9,california
Isaiah Ifanse,SR,RB,8,365,0,70,365,5.21,45.6,california
Ashton Stredick,SO,RB,10,200,0,42,200,4.76,20.0,california
Jaivian Thomas,FR,RB,8,110,0,18,110,6.11,13.8,california
Justin Williams-Thomas,FR,RB,6,91,0,21,91,4.33,15.2,california
Monroe Young,SR,WR,13,8,0,3,8,2.67,0.6,california
Mavin Anderson,SO,WR,9,6,0,1,6,6.00,0.7,california
Andy Alfieri,SO,FB,1,4,0,2,4,2.00,4.0,california
Taj Davis,JR,WR,11,1,0,1,1,1.00,0.1,california
Jase Bauer,SO,QB,12,365,1881,408,2246,5.50,187.2,central_michigan
Marion Lukes,JR,RB,12,737,0,144,737,5.12,61.4,central_michigan
"Bert Emanuel, Jr.",FR,QB,6,220,286,87,506,5.82,84.3,central_michigan
Myles Bailey,JR,RB,10,476,0,101,476,4.71,47.6,central_michigan
Jake Walrath,SR,P,12,0,49,1,49,49.00,4.1,central_michigan
Sam Hicks,JR,RB,12,47,0,11,47,4.27,3.9,central_michigan
B.J. Harris,JR,RB,10,39,0,19,39,2.05,3.9,central_michigan
Thomas Pannunzio,SR,WR,12,30,0,3,30,10.00,2.5,central_michigan
Jake Tafelski,SO,RB,11,12,0,3,12,4.00,1.1,central_michigan
Tyler Jefferson,FR,QB,2,1,0,1,1,1.00,0.5,central_michigan
"Stephan Bracey, Jr.",JR,WR,11,-9,0,1,-9,-9.00,-0.8,central_michigan
Trexler Ivey,SO,QB,11,-89,1263,236,1174,4.97,106.7,charlotte
Jalon Jones,SR,QB,10,476,646,219,1122,5.12,112.2,charlotte
Terron Kellman,FR,RB,8,328,0,82,328,4.00,41.0,charlotte
Hahsaun Wilson,SO,RB,10,322,0,54,322,5.96,32.2,charlotte
Shadrick Byrd,JR,RB,8,211,0,60,211,3.52,26.4,charlotte
Henry Rutledge,SO,RB,10,174,0,15,174,11.60,17.4,charlotte
Durell Robinson,FR,RB,4,166,0,40,166,4.15,41.5,charlotte
Joachim Bangda,SR,RB,11,143,0,42,143,3.40,13.0,charlotte
Steven Johnson,FR,QB,1,9,67,9,76,8.44,76.0,charlotte
Dom Shoffner,SR,QB,3,30,37,16,67,4.19,22.3,charlotte
Duane Thomas Jr.,FR,WR,12,11,0,5,11,2.20,0.9,charlotte
Joey Bearns III,SO,TE,12,9,0,3,9,3.00,0.8,charlotte
Jairus Mack,SO,WR,11,-8,0,2,-8,-4.00,-0.7,charlotte
Micah Bowens,SO,QB,1,-13,0,1,-13,-13.00,-13.0,charlotte
Emory Jones,SR,QB,12,560,2219,477,2779,5.83,231.6,cincinnati
Corey Kiner,JR,RB,12,1047,0,192,1047,5.45,87.3,cincinnati
Myles Montgomery,SO,RB,12,428,0,66,428,6.48,35.7,cincinnati
Ryan Montgomery,SR,RB,8,329,7,55,336,6.11,42.0,cincinnati
Brady Lichtenberg,SO,QB,7,80,252,46,332,7.22,47.4,cincinnati
Aaron Turner,JR,WR,12,97,0,11,97,8.82,8.1,cincinnati
Braden Smith,SR,WR,12,0,30,5,30,6.00,2.5,cincinnati
Chamon Metayer,SO,TE,11,27,0,1,27,27.00,2.5,cincinnati
Ethan Wright,SR,RB,4,19,0,7,19,2.71,4.8,cincinnati
Dee Wiggins,SR,WR,12,13,0,1,13,13.00,1.1,cincinnati
Shaun Thomas,SO,RB,7,12,0,7,12,1.71,1.7,cincinnati
Brady Drogosh,FR,QB,1,3,0,3,3,1.00,3.0,cincinnati
Evan Prater,JR,WR,11,3,0,2,3,1.50,0.3,cincinnati
Cade Klubnik,SO,QB,13,180,2844,579,3024,5.22,232.6,clemson
Phil Mafah,JR,RB,13,965,0,180,965,5.36,74.2,clemson
Will Shipley,JR,RB,12,827,0,167,827,4.95,68.9,clemson
Domonique Thomas,JR,RB,12,116,0,18,116,6.44,9.7,clemson
Hunter Helms,JR,QB,4,16,83,13,99,7.62,24.8,clemson
"Keith Adams, Jr.",FR,RB,7,60,0,11,60,5.45,8.6,clemson
Paul Tyson,SR,QB,2,0,42,4,42,10.50,21.0,clemson
Tristen Rigby,SO,RB,2,41,0,2,41,20.50,20.5,clemson
Tyler Brown,FR,WR,13,41,0,2,41,20.50,3.2,clemson
Jay Haynes,FR,RB,3,35,0,6,35,5.83,11.7,clemson
Jarvis Green,FR,RB,2,4,0,3,4,1.33,2.0,clemson
Aidan Swanson,SR,P,13,4,0,1,4,4.00,0.3,clemson
"Wise Segars, Jr.",SO,RB,1,3,0,1,3,3.00,3.0,clemson
Walker Parks,SR,OL,2,2,0,0,2,-,1.0,clemson
Hamp Greene,SR,WR,11,1,0,1,1,1.00,0.1,clemson
Kevin McNeal,SO,RB,2,0,0,1,0,0.00,0.0,clemson
Tyler Davis,SR,DT,13,-6,0,1,-6,-6.00,-0.5,clemson
Grayson McCall,SR,QB,7,48,1919,277,1967,7.10,281.0,coastal_carolina
Ethan Vasko,FR,QB,8,368,779,185,1147,6.20,143.4,coastal_carolina
Jarrett Guest,SR,QB,6,56,696,72,752,10.44,125.3,coastal_carolina
Braydon Bennett,JR,RB,12,407,0,91,407,4.47,33.9,coastal_carolina
CJ Beasley,JR,RB,11,262,0,68,262,3.85,23.8,coastal_carolina
Reese White,SR,RB,11,252,0,77,252,3.27,22.9,coastal_carolina
Jared Brown,SO,WR,12,252,0,15,252,16.80,21.0,coastal_carolina
Max Balthazar,SO,RB,13,211,0,43,211,4.91,16.2,coastal_carolina
Ja'Vin Simpkins,FR,RB,11,129,0,21,129,6.14,11.7,coastal_carolina
Jahbari Kuykendall,FR,RB,1,33,0,3,33,11.00,33.0,coastal_carolina
Bryson Graves,FR,WR,13,16,0,4,16,4.00,1.2,coastal_carolina
Blake Boda,FR,QB,3,0,14,1,14,14.00,4.7,coastal_carolina
Sam Pinckney,SR,WR,13,7,0,1,7,7.00,0.5,coastal_carolina
Darren Lloyd,FR,RB,1,6,0,2,6,3.00,6.0,coastal_carolina
Kyre Duplessis,JR,WR,13,-1,-7,3,-8,-2.67,-0.6,coastal_carolina
Shedeur Sanders,JR,QB,11,-77,3230,541,3153,5.83,286.6,colorado
Dylan Edwards,FR,RB,12,321,0,76,321,4.22,26.8,colorado
Anthony Hankerson,SO,RB,12,319,0,78,319,4.09,26.6,colorado
Ryan Staub,FR,QB,3,-26,254,51,228,4.47,76.0,colorado
Sy’veon Wilkerson,SO,RB,11,190,0,53,190,3.58,17.3,colorado
Alton McCaskill,SO,RB,4,59,0,14,59,4.21,14.8,colorado
Jimmy Horn Jr.,JR,WR,12,18,30,3,48,16.00,4.0,colorado
Gavin Kuld,JR,QB,2,-3,22,6,19,3.17,9.5,colorado
Xavier Weaver,SR,WR,11,15,0,2,15,7.50,1.4,colorado
Charlie Offerdahl,SO,RB,8,11,0,2,11,5.50,1.4,colorado
Tar’Varish Dawson,SO,WR,7,8,0,1,8,8.00,1.1,colorado
Kavosiey Smoke,SR,RB,10,-2,0,2,-2,-1.00,-0.2,colorado
Brayden Fowler-Nicolosi,FR,QB,12,-27,3460,503,3433,6.83,286.1,colorado_state
Vann Schield,SO,RB,9,389,0,90,389,4.32,43.2,colorado_state
Justin Marshall,FR,RB,3,311,0,57,311,5.46,103.7,colorado_state
Avery Morrow,SR,RB,9,262,0,81,262,3.23,29.1,colorado_state
Kobe Johnson,SR,RB,4,128,0,44,128,2.91,32.0,colorado_state
Clay Millen,SO,QB,1,-8,110,26,102,3.92,102.0,colorado_state
Tory Horton,SR,WR,12,0,72,3,72,24.00,6.0,colorado_state
Damian Henderson II,FR,RB,2,50,0,12,50,4.17,25.0,colorado_state
Giles Pooler,SO,QB,1,0,24,1,24,24.00,24.0,colorado_state
KJ Edwards,JR,RB,1,18,0,2,18,9.00,18.0,colorado_state
Jackson Brousseau,FR,QB,1,0,12,2,12,6.00,12.0,colorado_state
Louis Brown IV,SO,WR,12,5,0,3,5,1.67,0.4,colorado_state
Peter Montini,SR,TE,11,2,0,2,2,1.00,0.2,colorado_state
Dallin Holker,JR,TE,12,1,0,1,1,1.00,0.1,colorado_state
Dane Olson,SR,WR,12,0,0,1,0,0.00,0.0,colorado_state
Ta'Quan Roberson,JR,QB,11,120,2075,384,2195,5.72,199.5,connecticut
Cam Edwards,SO,RB,9,618,24,124,642,5.18,71.3,connecticut
Victor Rosa,SO,RB,11,550,0,112,550,4.91,50.0,connecticut
Joe Fagnano,SR,QB,2,32,173,51,205,4.02,102.5,connecticut
Devontae Houston,JR,RB,4,161,0,34,161,4.74,40.3,connecticut
Jalen Mitchell,SR,RB,11,72,0,22,72,3.27,6.5,connecticut
Geordon Porter,SR,WR,12,40,0,5,40,8.00,3.3,connecticut
Hunter Clark,SO,RB,10,34,0,3,34,11.33,3.4,connecticut
Jelani Stafford,JR,DL,12,22,0,15,22,1.47,1.8,connecticut
Brian Brewton,JR,RB,2,19,0,3,19,6.33,9.5,connecticut
Cameron Ross,JR,WR,12,9,0,4,9,2.25,0.8,connecticut
Zion Turner,SO,QB,2,0,8,5,8,1.60,4.0,connecticut
Pryce Yates,SO,DL,12,0,4,1,4,4.00,0.3,connecticut
Alex Honig,SO,TE,2,0,0,1,0,0.00,0.0,connecticut
Brett Buckman,SR,WR,12,-6,0,2,-6,-3.00,-0.5,connecticut
James Burns,SR,WR,6,-7,0,1,-7,-7.00,-1.2,connecticut
Bryan Domino,FR,WR,8,-13,0,2,-13,-6.50,-1.6,connecticut
Riley Leonard,JR,QB,7,352,1102,223,1454,6.52,207.7,duke
Grayson Loftis,FR,QB,8,17,1006,183,1023,5.59,127.9,duke
Jordan Waters,SR,RB,13,819,0,153,819,5.35,63.0,duke
Jaquez Moore,JR,RB,13,674,0,116,674,5.81,51.8,duke
Henry Belin IV,FR,QB,4,28,232,34,260,7.65,65.0,duke
Jaylen Coleman,SR,RB,10,170,0,46,170,3.70,17.0,duke
Peyton Jones,FR,RB,13,71,0,20,71,3.55,5.5,duke
Travis Bates,FR,RB,13,42,0,5,42,8.40,3.2,duke
Quran Boyd,FR,WR,1,16,0,6,16,2.67,16.0,duke
Porter Wilson,SR,P,13,0,11,1,11,11.00,0.8,duke
Jalon Calhoun,SR,WR,13,3,0,1,3,3.00,0.2,duke
Jordan Moore,JR,WR,13,2,0,4,2,0.50,0.2,duke
