name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name
Alex Flinn,JR,QB,12,188,1558,386,1746,4.52,145.5,east_carolina
Mason Garcia,SO,QB,8,227,408,145,635,4.38,79.4,east_carolina
Rahjai Harris,JR,RB,12,485,0,129,485,3.76,40.4,east_carolina
Javious Bond,FR,RB,9,231,0,40,231,5.78,25.7,east_carolina
Gerald Green,SR,RB,8,101,0,25,101,4.04,12.6,east_carolina
Kamarro Edmonds,SO,RB,7,67,0,14,67,4.79,9.6,east_carolina
Marlon Gunn Jr.,SO,RB,11,65,0,24,65,2.71,5.9,east_carolina
Raheim Jeter,FR,QB,1,9,1,3,10,3.33,10.0,east_carolina
Jhari Patterson,JR,WR,12,2,0,3,2,0.67,0.2,east_carolina
Luke Larsen,SO,P,11,-13,0,1,-13,-13.00,-1.2,east_carolina
Austin Smith,JR,QB,12,134,1775,399,1909,4.78,159.1,eastern_michigan
Samson Evans,SR,RB,12,635,28,143,663,4.64,55.3,eastern_michigan
Jaylon Jackson,SR,RB,13,576,0,136,576,4.24,44.3,eastern_michigan
Cam’Ron McCoy,SO,QB,3,63,73,43,136,3.16,45.3,eastern_michigan
Ike Udengwu III,JR,QB,4,3,100,37,103,2.78,25.8,eastern_michigan
Dontae McMillan,SR,RB,8,32,0,11,32,2.91,4.0,eastern_michigan
Bryson Moss,JR,RB,4,8,0,1,8,8.00,2.0,eastern_michigan
Hamze El-Zayat,SR,WR,13,7,0,2,7,3.50,0.5,eastern_michigan
Terry Lockett Jr.,JR,WR,7,6,0,1,6,6.00,0.9,eastern_michigan
Tanner Knue,SR,WR,12,2,0,1,2,2.00,0.2,eastern_michigan
JB Mitchell III,JR,WR,12,1,0,1,1,1.00,0.1,eastern_michigan
Max Reese,SO,TE,8,-4,0,1,-4,-4.00,-0.5,eastern_michigan
Graham Mertz,JR,QB,11,-75,2903,420,2828,6.73,257.1,florida
Montrell Johnson Jr.,JR,RB,12,817,0,152,817,5.38,68.1,florida
Trevor Etienne,SO,RB,11,753,0,131,753,5.75,68.5,florida
Max Brown,FR,QB,6,37,192,51,229,4.49,38.2,florida
Treyaun Webb,FR,RB,11,163,0,26,163,6.27,14.8,florida
Ricky Pearsall,SR,WR,12,62,0,3,62,20.67,5.2,florida
Eugene Wilson III,FR,WR,10,55,0,6,55,9.17,5.5,florida
Micah Leon,SR,QB,1,0,16,3,16,5.33,16.0,florida
Carlson Joseph,SO,RB,1,15,0,3,15,5.00,15.0,florida
Eddie Battle,SR,RB,2,14,0,6,14,2.33,7.0,florida
Kahleil Jackson,SO,WR,11,0,0,1,0,0.00,0.0,florida
Daniel Richardson,JR,QB,11,-62,2001,364,1939,5.33,176.3,florida_atlantic
Larry McCammon III,SR,RB,11,681,0,149,681,4.57,61.9,florida_atlantic
Casey Thompson,SR,QB,3,2,509,89,511,5.74,170.3,florida_atlantic
Kobe Lewis,SR,RB,11,412,0,85,412,4.85,37.5,florida_atlantic
"Michael Johnson, Jr.",JR,QB,10,140,0,24,140,5.83,14.0,florida_atlantic
Zuberi Mobley,SO,RB,3,62,0,22,62,2.82,20.7,florida_atlantic
Keyvon Walker,FR,RB,3,50,0,11,50,4.55,16.7,florida_atlantic
Xavier Terrell,FR,RB,2,45,0,5,45,9.00,22.5,florida_atlantic
LaJohntay Wester,JR,WR,12,44,0,8,44,5.50,3.7,florida_atlantic
Javion Posey,JR,WR,7,0,33,1,33,33.00,4.7,florida_atlantic
Tyriq Starks,SO,QB,1,-6,35,10,29,2.90,29.0,florida_atlantic
Je'Quan Burton,SR,WR,11,15,0,1,15,15.00,1.4,florida_atlantic
Tony Johnson,SO,WR,12,10,0,1,10,10.00,0.8,florida_atlantic
Logan Lupo,SO,P,12,0,8,1,8,8.00,0.7,florida_atlantic
Robert Armes,SR,RB,1,4,0,2,4,2.00,4.0,florida_atlantic
Keyone Jenkins,FR,QB,11,50,2414,449,2464,5.49,224.0,florida_international
Shomari Lawrence,SO,RB,12,566,0,125,566,4.53,47.2,florida_international
Kejon Owens,SO,RB,10,453,0,80,453,5.66,45.3,florida_international
Grayson James,JR,QB,3,21,218,58,239,4.12,79.7,florida_international
Haden Carlson,SO,QB,3,-25,120,15,95,6.33,31.7,florida_international
Antonio Patterson,FR,RB,9,33,0,14,33,2.36,3.7,florida_international
Jalen Bracey,SR,WR,12,19,0,4,19,4.75,1.6,florida_international
Chase Gabriel,JR,K,11,9,0,1,9,9.00,0.8,florida_international
Eric Rivers,SO,WR,11,3,0,1,3,3.00,0.3,florida_international
Dean Patterson,SO,WR,12,1,0,1,1,1.00,0.1,florida_international
Kris Mitchell,JR,WR,12,0,0,1,0,0.00,0.0,florida_international
Mike Jackson,FR,WR,6,-1,0,2,-1,-0.50,-0.2,florida_international
John Bock II,SO,OL,8,-7,0,1,-7,-7.00,-0.9,florida_international
Jordan Travis,SR,QB,11,176,2756,397,2932,7.39,266.5,florida_state
Trey Benson,JR,RB,13,906,0,156,906,5.81,69.7,florida_state
Tate Rodemaker,JR,QB,9,-18,510,65,492,7.57,54.7,florida_state
Lawrance Toafili,JR,RB,13,463,0,69,463,6.71,35.6,florida_state
Brock Glenn,FR,QB,5,22,229,70,251,3.59,50.2,florida_state
Rodney Hill,FR,RB,12,190,0,50,190,3.80,15.8,florida_state
Caziah Holmes,JR,RB,14,185,0,29,185,6.38,13.2,florida_state
CJ Campbell Jr.,SO,RB,10,117,0,7,117,16.71,11.7,florida_state
Samuel Singleton Jr.,FR,RB,2,56,0,8,56,7.00,28.0,florida_state
Ja’Khi Douglas,JR,WR,10,46,0,8,46,5.75,4.6,florida_state
Deuce Spann,JR,WR,11,18,24,7,42,6.00,3.8,florida_state
AJ Duffy,FR,QB,1,5,0,3,5,1.67,5.0,florida_state
Keon Coleman,JR,WR,12,2,0,1,2,2.00,0.2,florida_state
Jaheim Bell,JR,TE,13,2,0,4,2,0.50,0.2,florida_state
DJ Lundy,JR,LB,13,1,0,1,1,1.00,0.1,florida_state
Darion Williamson,JR,WR,12,-8,0,2,-8,-4.00,-0.7,florida_state
Alex Mastromanno,JR,P,14,-11,0,1,-11,-11.00,-0.8,florida_state
Mikey Keene,SO,QB,12,-136,2976,451,2840,6.30,236.7,fresno_state
Malik Sherrod,JR,RB,12,966,0,172,966,5.62,80.5,fresno_state
Logan Fife,JR,QB,12,40,642,119,682,5.73,56.8,fresno_state
Elijah Gilliam,JR,RB,13,397,0,95,397,4.18,30.5,fresno_state
Jaelen Gill,SR,WR,13,24,51,13,75,5.77,5.8,fresno_state
Devon Rivers,FR,RB,3,44,0,12,44,3.67,14.7,fresno_state
Mac Dalena,SR,WR,13,33,0,1,33,33.00,2.5,fresno_state
Johnathan Arceneaux,SO,RB,4,18,0,6,18,3.00,4.5,fresno_state
Carson Beck,JR,QB,14,116,3941,477,4057,8.51,289.8,georgia
Daijun Edwards,SR,RB,12,881,0,164,881,5.37,73.4,georgia
Kendall Milton,SR,RB,13,790,0,121,790,6.53,60.8,georgia
Gunner Stockton,FR,QB,4,63,148,30,211,7.03,52.8,georgia
Brock Vandagriff,SO,QB,8,39,165,23,204,8.87,25.5,georgia
Roderick Robinson II,FR,RB,5,196,0,24,196,8.17,39.2,georgia
Dillon Bell,SO,WR,14,157,18,26,175,6.73,12.5,georgia
Cash Jones,SO,RB,14,161,0,22,161,7.32,11.5,georgia
Andrew Paul,FR,RB,7,129,0,29,129,4.45,18.4,georgia
Ladd McConkey,JR,WR,9,38,0,2,38,19.00,4.2,georgia
Sevaughn Clark,SR,RB,6,36,0,8,36,4.50,6.0,georgia
Arian Smith,JR,WR,14,33,0,1,33,33.00,2.4,georgia
Brock Bowers,JR,TE,10,28,0,6,28,4.67,2.8,georgia
Jackson Muschamp,JR,QB,1,14,0,1,14,14.00,14.0,georgia
Sedrick Van Pran,JR,OL,14,6,0,0,6,-,0.4,georgia
Joseph Daniels,SR,DB,1,5,0,2,5,2.50,5.0,georgia
C.J. Smith,FR,WR,10,4,0,1,4,4.00,0.4,georgia
Collin Drake,SO,QB,1,0,2,1,2,2.00,2.0,georgia
Anthony Evans III,FR,WR,8,2,0,1,2,2.00,0.3,georgia
Mekhi Mews,SO,WR,13,-2,0,1,-2,-2.00,-0.2,georgia
Davis Brin,SR,QB,13,-60,3781,626,3721,5.94,286.2,georgia_southern
Jalen White,SR,RB,11,889,0,160,889,5.56,80.8,georgia_southern
OJ Arnold,SO,RB,10,411,26,77,437,5.68,43.7,georgia_southern
JC French,FR,QB,10,48,122,30,170,5.67,17.0,georgia_southern
David Mbadinga,FR,RB,11,112,0,22,112,5.09,10.2,georgia_southern
Dalen Cobb,SO,WR,12,51,0,8,51,6.38,4.3,georgia_southern
Alex Smith,FR,P,13,27,0,2,27,13.50,2.1,georgia_southern
Terrance Gibbs,FR,RB,7,23,0,9,23,2.56,3.3,georgia_southern
Khaleb Hood,SR,WR,13,23,0,4,23,5.75,1.8,georgia_southern
Terron Dixon II,SR,RB,1,12,0,5,12,2.40,12.0,georgia_southern
KD Dorsey,FR,WR,8,0,0,1,0,0.00,0.0,georgia_southern
Darren Grainger,SR,QB,13,736,2621,517,3357,6.49,258.2,georgia_state
Marcus Carroll,SR,RB,12,1350,0,274,1350,4.93,112.5,georgia_state
Freddie Brock,SR,RB,4,307,0,30,307,10.23,76.8,georgia_state
Mikele Colasurdo,JR,QB,6,19,47,12,66,5.50,11.0,georgia_state
KZ Adams,FR,RB,6,61,0,35,61,1.74,10.2,georgia_state
Travis Glover,SR,T,12,5,0,1,5,5.00,0.4,georgia_state
Tailique Williams,JR,WR,13,-1,0,1,-1,-1.00,-0.1,georgia_state
Terry Berdin Jr.,SR,RB,13,-1,0,1,-1,-1.00,-0.1,georgia_state
Jacari Carter,JR,WR,13,-8,0,1,-8,-8.00,-0.6,georgia_state
Haynes King,SO,QB,13,737,2842,487,3579,7.35,275.3,georgia_tech
Jamal Haynes,SO,RB,13,1059,0,174,1059,6.09,81.5,georgia_tech
Dontae Smith,SR,RB,11,504,0,100,504,5.04,45.8,georgia_tech
Trey Cooley,JR,RB,12,274,0,64,274,4.28,22.8,georgia_tech
Zach Pyron,FR,QB,6,29,21,16,50,3.13,8.3,georgia_tech
Evan Dickens,FR,RB,12,47,0,11,47,4.27,3.9,georgia_tech
"Eric Singleton, Jr.",FR,WR,12,9,8,2,17,8.50,1.4,georgia_tech
Malik Rutherford,SO,WR,13,17,0,3,17,5.67,1.3,georgia_tech
Avery Boyd,JR,WR,13,0,0,1,0,0.00,0.0,georgia_tech
Christian Leary,JR,WR,13,-2,0,2,-2,-1.00,-0.2,georgia_tech
Brayden Schager,JR,QB,13,63,3542,628,3605,5.74,277.3,hawai'i
Landon Sims,SO,RB,11,255,0,63,255,4.05,23.2,hawai'i
Jordan Johnson,SO,RB,6,198,0,34,198,5.82,33.0,hawai'i
David Cordero,SO,RB,9,138,0,32,138,4.31,15.3,hawai'i
Tylan Hines,SO,RB,4,93,0,27,93,3.44,23.3,hawai'i
Nasjzaé Bryant-Lelei,SR,RB,7,89,0,26,89,3.42,12.7,hawai'i
Solo Vaipulu,SR,RB,13,63,0,12,63,5.25,4.8,hawai'i
Dalen Morris,SR,QB,9,42,11,17,53,3.12,5.9,hawai'i
Chuuky Hines,SO,WR,12,8,26,2,34,17.00,2.8,hawai'i
Jake Farrell,JR,QB,1,9,14,10,23,2.30,23.0,hawai'i
Matthew Shipley,SR,PK,13,17,0,1,17,17.00,1.3,hawai'i
Josh Atkins,SO,OL,13,14,0,0,14,-,1.1,hawai'i
Tamatoa Mokiao-Atimalala,SR,WR,11,8,0,1,8,8.00,0.7,hawai'i
Kuao Peihopa,SO,DL,13,0,0,1,0,0.00,0.0,hawai'i
Donovan Smith,JR,QB,12,428,2801,535,3229,6.04,269.1,houston
Parker Jenkins,FR,RB,12,464,0,99,464,4.69,38.7,houston
Stacy Sneed,SO,RB,12,282,0,48,282,5.88,23.5,houston
Tony Mathis Jr.,JR,RB,10,170,0,41,170,4.15,17.0,houston
Ui Ale,SO,QB,3,31,69,16,100,6.25,33.3,houston
Brandon Campbell,SO,RB,5,46,0,18,46,2.56,9.2,houston
Joseph Manjack IV,SO,WR,10,-3,28,4,25,6.25,2.5,houston
Stephon Johnson,SO,WR,12,13,0,1,13,13.00,1.1,houston
Luke Altmyer,SO,QB,9,282,1883,364,2165,5.95,240.6,illinois
John Paddock,SR,QB,7,-39,1278,155,1239,7.99,177.0,illinois
Reggie Love III,JR,RB,8,567,0,116,567,4.89,70.9,illinois
Kaden Feagin,FR,RB,9,438,0,95,438,4.61,48.7,illinois
Josh McCray,SO,RB,5,156,0,43,156,3.63,31.2,illinois
Aidan Laughery,FR,RB,9,81,0,16,81,5.06,9.0,illinois
Isaiah Williams,JR,WR,12,38,14,13,52,4.00,4.3,illinois
Nick Fedanzo,JR,RB,5,3,0,1,3,3.00,0.6,illinois
Griffin Moore,JR,TE,12,-1,0,1,-1,-1.00,-0.1,illinois
Brendan Sorsby,FR,QB,10,276,1587,350,1863,5.32,186.3,indiana
Tayven Jackson,FR,QB,6,-21,914,156,893,5.72,148.8,indiana
Trent Howland,SO,RB,11,354,0,75,354,4.72,32.2,indiana
Josh Henderson,SR,RB,8,337,0,81,337,4.16,42.1,indiana
Jaylin Lucas,SO,RB,12,275,0,67,275,4.10,22.9,indiana
Christian Turner,SR,RB,12,227,0,52,227,4.37,18.9,indiana
Donaven McCulley,JR,WR,12,-1,44,4,43,10.75,3.6,indiana
David Holloman,SO,RB,10,18,0,6,18,3.00,1.8,indiana
Broc Lowry,FR,QB,4,0,8,1,8,8.00,2.0,indiana
DeQuece Carter,SR,WR,12,1,0,1,1,1.00,0.1,indiana
Kamryn Perry,FR,WR,9,-6,0,2,-6,-3.00,-0.7,indiana
Deacon Hill,SO,QB,13,-126,1152,301,1026,3.41,78.9,iowa
Leshon Williams,JR,RB,14,821,0,170,821,4.83,58.6,iowa
Kaleb Johnson,SO,RB,10,463,0,117,463,3.96,46.3,iowa
Cade McNamara,SR,QB,5,-45,505,103,460,4.47,92.0,iowa
Jaziun Patterson,FR,RB,11,206,0,58,206,3.55,18.7,iowa
Kamari Moulton,FR,RB,4,93,0,27,93,3.44,23.3,iowa
Marco Lainez,FR,QB,1,51,4,13,55,4.23,55.0,iowa
Kaleb Brown,SO,WR,11,54,0,9,54,6.00,4.9,iowa
"Terrell Washington, Jr.",FR,RB,4,50,0,9,50,5.56,12.5,iowa
Seth Anderson,SO,WR,14,50,0,3,50,16.67,3.6,iowa
Kaden Wetjen,JR,WR,14,20,0,4,20,5.00,1.4,iowa
Cooper DeJean,JR,DB,10,8,0,1,8,8.00,0.8,iowa
Diante Vines,JR,WR,10,4,0,1,4,4.00,0.4,iowa
Max White,SO,RB,14,3,0,3,3,1.00,0.2,iowa
Nico Ragaini,SR,WR,14,-4,0,3,-4,-1.33,-0.3,iowa
Rocco Becht,FR,QB,13,63,3120,429,3183,7.42,244.8,iowa_state
Abu Sama III,FR,RB,12,614,0,84,614,7.31,51.2,iowa_state
Eli Sanders,SO,RB,9,477,0,102,477,4.68,53.0,iowa_state
Cartevious Norton,SO,RB,11,343,0,87,343,3.94,31.2,iowa_state
Carson Hansen,FR,RB,13,67,0,22,67,3.05,5.2,iowa_state
JJ Kohl,FR,QB,3,32,23,17,55,3.24,18.3,iowa_state
Jaylin Noel,JR,WR,12,-1,42,3,41,13.67,3.4,iowa_state
Arlen Harris Jr.,FR,RB,6,6,0,1,6,6.00,1.0,iowa_state
Chase Contreraz,SR,PK,13,6,0,1,6,6.00,0.5,iowa_state
Tanner Hughes,JR,QB,1,4,0,2,4,2.00,4.0,iowa_state
Zion Webb,SR,QB,12,708,1437,352,2145,6.09,178.8,jacksonville_state
Logan Smothers,JR,QB,12,322,735,202,1057,5.23,88.1,jacksonville_state
Malik Jackson,SR,RB,12,897,0,146,897,6.14,74.8,jacksonville_state
Ron Wiggins,JR,RB,8,468,0,92,468,5.09,58.5,jacksonville_state
Anwar Lewis,JR,RB,9,452,0,93,452,4.86,50.2,jacksonville_state
Ashton Frye,FR,QB,5,31,51,21,82,3.90,16.4,jacksonville_state
J'Wan Evans,JR,RB,7,60,0,21,60,2.86,8.6,jacksonville_state
Reggion Bennett,FR,RB,10,60,0,27,60,2.22,6.0,jacksonville_state
Perry Carter,SR,WR,13,40,0,6,40,6.67,3.1,jacksonville_state
Earl Woods III,FR,QB,3,24,0,4,24,6.00,8.0,jacksonville_state
Sterling Galban,JR,WR,13,23,0,6,23,3.83,1.8,jacksonville_state
Jack Dawson,JR,P,13,21,0,2,21,10.50,1.6,jacksonville_state
Te'Sean Smoot,FR,QB,2,18,0,4,18,4.50,9.0,jacksonville_state
Kenyon Sims,SR,RB,4,8,0,4,8,2.00,2.0,jacksonville_state
Jayson Jones,SO,WR,7,5,0,1,5,5.00,0.7,jacksonville_state
Jarod Bowie,SO,WR,3,1,0,1,1,1.00,0.3,jacksonville_state
Cole Fuller,SO,TE,12,1,0,1,1,1.00,0.1,jacksonville_state
Jordan McCloud,SR,QB,13,276,3657,508,3933,7.74,302.5,james_madison
Kaelon Black,SO,RB,13,637,0,142,637,4.49,49.0,james_madison
Ty Son Lawton,SR,RB,12,568,0,126,568,4.51,47.3,james_madison
Latrele Palmer,SR,RB,9,132,0,33,132,4.00,14.7,james_madison
Sammy Malignaggi,JR,RB,11,71,0,13,71,5.46,6.5,james_madison
Alonza Barnett III,FR,QB,2,29,15,16,44,2.75,22.0,james_madison
Omarion Dollison,JR,WR,11,29,0,2,29,14.50,2.6,james_madison
Billy Atkins,SO,QB,4,16,10,5,26,5.20,6.5,james_madison
Wayne Knight,SO,RB,4,23,0,4,23,5.75,5.8,james_madison
Brett Griffis,FR,QB,1,5,16,4,21,5.25,21.0,james_madison
Ke'Marion Baldwin,FR,RB,4,7,0,3,7,2.33,1.8,james_madison
Taji Hudson,SO,WR,13,0,4,1,4,4.00,0.3,james_madison
Elijah Sarratt,SO,WR,13,1,0,1,1,1.00,0.1,james_madison
Yamir Knight,FR,WR,11,-1,0,1,-1,-1.00,-0.1,james_madison
Jason Bean,SR,QB,12,280,2130,246,2410,9.80,200.8,kansas
Devin Neal,JR,RB,13,1280,0,204,1280,6.27,98.5,kansas
Jalon Daniels,JR,QB,3,74,705,102,779,7.64,259.7,kansas
"Daniel Hishaw, Jr.",SO,RB,13,626,0,121,626,5.17,48.2,kansas
Cole Ballard,FR,QB,4,75,286,56,361,6.45,90.3,kansas
Dylan McDuffie,SR,RB,13,253,0,45,253,5.62,19.5,kansas
Sevion Morrison,JR,RB,5,62,0,10,62,6.20,12.4,kansas
Torry Locklin,JR,RB,13,40,0,9,40,4.44,3.1,kansas
Lawrence Arnold,JR,WR,13,10,0,1,10,10.00,0.8,kansas
Quentin Skinner,JR,WR,13,8,0,2,8,4.00,0.6,kansas
Ben Easters,SO,QB,1,3,0,1,3,3.00,3.0,kansas
Luke Grimm,JR,WR,13,-6,0,1,-6,-6.00,-0.5,kansas
Will Howard,SR,QB,12,351,2643,438,2994,6.84,249.5,kansas_state
DJ Giddens,SO,RB,13,1226,0,223,1226,5.50,94.3,kansas_state
Avery Johnson,FR,QB,8,296,479,118,775,6.57,96.9,kansas_state
Treshaun Ward,SR,RB,11,643,8,125,651,5.21,59.2,kansas_state
Anthony Frias II,SO,RB,10,42,0,13,42,3.23,4.2,kansas_state
Jadon Jackson,SR,WR,13,36,0,4,36,9.00,2.8,kansas_state
Phillip Brooks,SR,WR,12,33,0,7,33,4.71,2.8,kansas_state
Jack Blumer,SR,P,13,30,0,1,30,30.00,2.3,kansas_state
Keagan Johnson,SO,WR,11,26,0,8,26,3.25,2.4,kansas_state
La'James White,SO,RB,7,14,0,3,14,4.67,2.0,kansas_state
Jake Rubley,SO,QB,2,0,5,1,5,5.00,2.5,kansas_state
Jayce Brown,FR,WR,10,3,0,4,3,0.75,0.3,kansas_state
Joe Jackson,FR,RB,2,1,0,4,1,0.25,0.5,kansas_state
Michael Alaimo,JR,QB,8,-48,932,201,884,4.40,110.5,kent_state
Tommy Ulatowski,SO,QB,10,89,737,168,826,4.92,82.6,kent_state
Gavin Garcia,SO,RB,11,544,0,138,544,3.94,49.5,kent_state
Jaylen Thomas,SR,RB,11,460,0,133,460,3.46,41.8,kent_state
Devin Kargman,SO,QB,3,-29,305,45,276,6.13,92.0,kent_state
Xavier Williams,SR,RB,12,137,0,42,137,3.26,11.4,kent_state
Curtis Douglas,FR,RB,3,39,0,8,39,4.88,13.0,kent_state
Justin Holmes,SO,TE,12,30,0,1,30,30.00,2.5,kent_state
Chrishon McCray,FR,WR,9,22,0,4,22,5.50,2.4,kent_state
Jack Coulson,SR,WR,11,15,0,1,15,15.00,1.4,kent_state
Luke Floriea,SR,WR,12,13,0,1,13,13.00,1.1,kent_state
Andrew Glass,JR,K,12,6,0,2,6,3.00,0.5,kent_state
Devin Leary,SR,QB,13,-60,2746,413,2686,6.50,206.6,kentucky
Ray Davis,SR,RB,13,1129,0,199,1129,5.67,86.8,kentucky
Ramon Jefferson,SR,RB,11,184,0,28,184,6.57,16.7,kentucky
Barion Brown,SO,WR,13,147,0,12,147,12.25,11.3,kentucky
Demie Sumo-Karngbaye,JR,RB,13,139,0,20,139,6.95,10.7,kentucky
JuTahn McClain,SR,RB,11,138,0,26,138,5.31,12.5,kentucky
Tayvion Robinson,SR,WR,13,12,0,2,12,6.00,0.9,kentucky
Izayah Cummings,SR,TE,12,5,0,1,5,5.00,0.4,kentucky
Kaiya Sheron,SO,QB,5,-5,5,6,0,0.00,0.0,kentucky
Kaidon Salter,SO,QB,14,1089,2876,453,3965,8.75,283.2,liberty
Quinton Cooley,JR,RB,14,1401,0,221,1401,6.34,100.1,liberty
Billy Lucas,SO,RB,12,597,0,114,597,5.24,49.8,liberty
Aaron Bedgood,SR,WR,14,552,0,58,552,9.52,39.4,liberty
"James Jointer, Jr.",FR,RB,9,251,0,43,251,5.84,27.9,liberty
Vaughn Blue,FR,RB,6,116,0,19,116,6.11,19.3,liberty
Malik Caper,SR,RB,4,57,0,13,57,4.38,14.3,liberty
Victor Venn,FR,RB,10,25,0,5,25,5.00,2.5,liberty
Kylen Austin,SO,WR,13,23,0,3,23,7.67,1.8,liberty
Trey Lowe,SR,QB,2,10,0,6,10,1.67,5.0,liberty
Johnathan Bennett,SR,QB,5,2,6,7,8,1.14,1.6,liberty
Jaylin Belford,FR,RB,2,7,0,1,7,7.00,3.5,liberty
Nate Hampton,SO,QB,2,1,0,3,1,0.33,0.5,liberty
Zak Burnett,JR,QB,2,1,0,4,1,0.25,0.5,liberty
Zeon Chriss,FR,QB,8,492,1222,226,1714,7.58,214.3,louisiana-lafayette
Chandler Fields,JR,QB,7,-18,1069,172,1051,6.11,150.1,louisiana-lafayette
Jacob Kibodi,SR,RB,12,729,0,129,729,5.65,60.8,louisiana-lafayette
Ben Wooldridge,SR,QB,3,73,508,86,581,6.76,193.7,louisiana-lafayette
Dre’lyn Washington,SO,RB,10,515,0,92,515,5.60,51.5,louisiana-lafayette
Zylan Perry,FR,RB,13,213,0,54,213,3.94,16.4,louisiana-lafayette
Elijah Davis,FR,RB,5,189,0,36,189,5.25,37.8,louisiana-lafayette
Terrence Williams,JR,RB,5,72,0,23,72,3.13,14.4,louisiana-lafayette
Kendrell Williams,SO,RB,2,23,0,3,23,7.67,11.5,louisiana-lafayette
D'Wanye' Winfield,FR,QB,1,19,0,5,19,3.80,19.0,louisiana-lafayette
Thomas Leo,SR,K,13,0,18,1,18,18.00,1.4,louisiana-lafayette
Peter LeBlanc,SR,WR,13,0,0,1,0,0.00,0.0,louisiana-lafayette
Jiya Wright,SR,QB,12,264,1246,303,1510,4.98,125.8,louisiana-monroe
Blake Murphy,FR,QB,4,-4,721,126,717,5.69,179.3,louisiana-monroe
Hunter Smith,SO,RB,12,507,0,94,507,5.39,42.3,louisiana-monroe
Isaiah Woullard,SR,RB,12,447,0,98,447,4.56,37.3,louisiana-monroe
Bennett Galloway,FR,RB,10,287,0,44,287,6.52,28.7,louisiana-monroe
Hunter Herring,SO,QB,2,68,121,43,189,4.40,94.5,louisiana-monroe
Charlie Norman,JR,RB,12,102,0,24,102,4.25,8.5,louisiana-monroe
Thad Franklin Jr.,JR,RB,5,47,0,12,47,3.92,9.4,louisiana-monroe
Bugs Mortimer,SO,WR,9,23,0,3,23,7.67,2.6,louisiana-monroe
NyNy Davis,SO,WR,12,14,0,1,14,14.00,1.2,louisiana-monroe
Brian Garcia,JR,QB,12,3,10,8,13,1.63,1.1,louisiana-monroe
Tyrone Howell,SR,WR,12,0,0,1,0,0.00,0.0,louisiana-monroe
Hank Bachmeier,SR,QB,9,47,2058,327,2105,6.44,233.9,louisiana_tech
Jack Turner,SO,QB,8,63,1017,177,1080,6.10,135.0,louisiana_tech
Tyre Shelton,SR,RB,8,551,0,97,551,5.68,68.9,louisiana_tech
Keith Willis Jr.,FR,RB,7,288,0,51,288,5.65,41.1,louisiana_tech
Charvis Thornton,JR,RB,10,270,0,55,270,4.91,27.0,louisiana_tech
Keldric Moody,JR,RB,10,149,0,34,149,4.38,14.9,louisiana_tech
Jacob Fields,FR,RB,11,105,0,26,105,4.04,9.5,louisiana_tech
Kyle Maxwell,JR,WR,9,0,35,1,35,35.00,3.9,louisiana_tech
Marquis Crosby,SO,RB,1,20,0,1,20,20.00,20.0,louisiana_tech
Evan Bullock,FR,QB,1,-1,21,6,20,3.33,20.0,louisiana_tech
Dedrick Latulas,FR,WR,10,11,0,3,11,3.67,1.1,louisiana_tech
Dakota Williams,FR,WR,11,11,0,8,11,1.38,1.0,louisiana_tech
Marlion Jackson,FR,WR,10,1,0,2,1,0.50,0.1,louisiana_tech
Smoke Harris,SR,WR,12,1,0,9,1,0.11,0.1,louisiana_tech
Solo Lewis,SO,WR,5,0,0,1,0,0.00,0.0,louisiana_tech
Cyrus Allen,SO,WR,11,-8,0,2,-8,-4.00,-0.7,louisiana_tech
Jack Plummer,SR,QB,14,34,3204,493,3238,6.57,231.3,louisville
Jawhar Jordan,JR,RB,13,1128,0,181,1128,6.23,86.8,louisville
Isaac Guerendo,SR,RB,14,810,0,132,810,6.14,57.9,louisville
Maurice Turner,SO,RB,14,284,0,62,284,4.58,20.3,louisville
Keyjuan Brown,FR,RB,1,65,0,11,65,5.91,65.0,louisville
Brock Domann,SR,QB,4,12,44,8,56,7.00,14.0,louisville
Harrison Bailey,JR,QB,1,0,51,5,51,10.20,51.0,louisville
Ahmari Huggins-Bruce,JR,WR,14,48,0,6,48,8.00,3.4,louisville
Evan Conley,SR,QB,14,42,0,7,42,6.00,3.0,louisville
Derrick Edwards,SO,DB,11,38,0,5,38,7.60,3.5,louisville
Kevin Coleman,SO,WR,14,25,0,6,25,4.17,1.8,louisville
Jimmy Calloway,SO,WR,14,20,0,3,20,6.67,1.4,louisville
Jamari Thrash,JR,WR,12,12,0,1,12,12.00,1.0,louisville
Pierce Clarkson,FR,QB,1,3,7,3,10,3.33,10.0,louisville
Brady Allen,FR,QB,1,0,7,1,7,7.00,7.0,louisville
Mario Agyen,JR,RB,1,0,0,1,0,0.00,0.0,louisville
Joey Gatewood,SR,TE,12,-3,0,1,-3,-3.00,-0.3,louisville
Brady Hodges,JR,P,14,-4,0,1,-4,-4.00,-0.3,louisville
Jayden Daniels,SR,QB,12,1134,3812,462,4946,10.71,412.2,lsu
Logan Diggs,JR,RB,10,653,0,119,653,5.49,65.3,lsu
Garrett Nussmeier,SO,QB,7,1,591,79,592,7.49,84.6,lsu
Josh Williams,SR,RB,13,284,0,55,284,5.16,21.8,lsu
Noah Cain,SR,RB,13,181,0,37,181,4.89,13.9,lsu
Kaleb Jackson,FR,RB,13,165,0,31,165,5.32,12.7,lsu
