name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name
Matt McDonald,FR,QB,2,8,7,87.5,118,14.8,2,0,293.90,4.0,59.0,boston_college
Jeff Smith,SR,WR,12,5,3,60.0,67,13.4,1,0,238.56,0.4,5.6,boston_college
Jarret Doege,SO,QB,12,389,242,62.2,2660,6.8,27,12,136.39,32.4,221.7,bowling_green
Grant Loy,SO,QB,10,12,7,58.3,180,15.0,2,1,222.66,1.2,18.0,bowling_green
Scott Miller,SR,WR,11,1,1,100.0,24,24.0,0,0,301.60,0.1,2.2,bowling_green
Tyree Jackson,JR,QB,14,407,225,55.3,3131,7.7,28,12,136.70,29.1,223.6,buffalo
Kyle Vantrease,SO,QB,3,9,4,44.4,20,2.2,0,0,63.10,3.0,6.7,buffalo
Dominic Johnson,SO,QB,4,2,1,50.0,4,2.0,0,1,-33.20,0.5,1.0,buffalo
Anthony Johnson,SR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,buffalo
Zach Wilson,FR,QB,9,182,120,65.9,1578,8.7,12,3,157.22,20.2,175.3,byu
Tanner Mangum,SR,QB,8,186,114,61.3,1104,5.9,5,4,115.71,23.3,138.0,byu
Neil Pau'u,SO,WR,13,1,1,100.0,40,40.0,0,0,436.00,0.1,3.1,byu
Aleva Hifo,JR,WR,13,1,1,100.0,31,31.0,1,0,690.40,0.1,2.4,byu
Matt Hadley,SR,RB,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,byu
Chase Garbers,FR,QB,12,260,159,61.2,1506,5.8,14,10,119.88,21.7,125.5,california
Brandon McIlwain,SO,QB,10,129,80,62.0,763,5.9,2,8,104.43,12.9,76.3,california
Chase Forrest,SR,QB,1,14,5,35.7,71,5.1,0,2,49.74,14.0,71.0,california
Ross Bowers,JR,QB,1,17,8,47.1,56,3.3,0,0,74.73,17.0,56.0,california
Patrick Laird,SR,RB,13,2,2,100.0,25,12.5,0,0,205.00,0.2,1.9,california
Tommy Lazzaro,JR,QB,6,141,68,48.2,711,5.0,5,10,88.11,23.5,118.5,central_michigan
Tony Poljan,SO,QB,12,147,76,51.7,625,4.3,2,5,85.11,12.3,52.1,central_michigan
Austin Hergott,FR,QB,3,45,19,42.2,155,3.4,1,2,69.59,15.0,51.7,central_michigan
George Pearson,FR,QB,1,24,12,50.0,94,3.9,1,1,88.32,24.0,94.0,central_michigan
Jonathan Ward,JR,RB,9,2,1,50.0,29,14.5,1,0,336.80,0.2,3.2,central_michigan
Brandon Childress,JR,WR,12,2,0,0.0,0,0.0,0,0,0.00,0.2,0.0,central_michigan
Devon Spalding,SR,WR,10,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,central_michigan
Chris Reynolds,FR,QB,6,154,100,64.9,1173,7.6,6,2,139.18,25.7,195.5,charlotte
Evan Shirreffs,SR,QB,6,104,54,51.9,631,6.1,2,4,101.54,17.3,105.2,charlotte
Hasaan Klugh,SR,QB,11,43,28,65.1,362,8.4,2,2,141.89,3.9,32.9,charlotte
Desmond Ridder,FR,QB,13,311,194,62.4,2445,7.9,20,5,146.42,23.9,188.1,cincinnati
Hayden Moore,SR,QB,8,51,27,52.9,327,6.4,2,1,115.82,6.4,40.9,cincinnati
Ben Bryant,FR,QB,1,8,6,75.0,75,9.4,0,1,128.75,8.0,75.0,cincinnati
Jake Sopko,SO,QB,4,1,0,0.0,0,0.0,0,0,0.00,0.3,0.0,cincinnati
Trevor Lawrence,FR,QB,15,397,259,65.2,3280,8.3,30,4,157.56,26.5,218.7,clemson
Kelly Bryant,SR,QB,4,54,36,66.7,461,8.5,2,1,146.90,13.5,115.3,clemson
Chase Brice,FR,QB,12,51,32,62.7,442,8.7,5,3,156.14,4.3,36.8,clemson
Hunter Renfrow,SR,WR,15,2,1,50.0,2,1.0,0,0,58.40,0.1,0.1,clemson
Amari Rodgers,SO,WR,15,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,clemson
Derion Kendrick,FR,WR,15,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,clemson
Kilton Anderson,SR,QB,9,131,76,58.0,1010,7.7,8,3,138.35,14.6,112.2,coastal_carolina
Fred Payton,FR,QB,7,75,49,65.3,677,9.0,6,2,162.23,10.7,96.7,coastal_carolina
Bryce Carpenter,FR,QB,7,55,37,67.3,464,8.4,5,2,160.86,7.9,66.3,coastal_carolina
Chance Thrasher,JR,QB,3,2,2,100.0,17,8.5,0,0,171.40,0.7,5.7,coastal_carolina
Steven Montez,JR,QB,12,399,258,64.7,2849,7.1,19,9,135.84,33.3,237.4,colorado
Sam Noyer,SO,QB,5,14,8,57.1,60,4.3,0,2,64.57,2.8,12.0,colorado
Tyler Lytle,FR,QB,4,5,4,80.0,55,11.0,0,1,132.40,1.3,13.8,colorado
Jay MacIntyre,SR,WR,10,1,1,100.0,31,31.0,0,0,360.40,0.1,3.1,colorado
Travon McMillian,SR,TB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,colorado
K.J. Carta-Samuels,SR,QB,10,298,183,61.4,2261,7.6,19,9,140.14,29.8,226.1,colorado_state
Collin Hill,SO,QB,10,202,119,58.9,1387,6.9,7,7,121.08,20.2,138.7,colorado_state
Ryan Stonehouse,SO,P,12,1,1,100.0,11,11.0,0,0,192.40,0.1,0.9,colorado_state
David Pindell,SR,QB,12,314,186,59.2,1962,6.2,19,13,123.41,26.2,163.5,connecticut
Marvin Washington,FR,QB,3,24,9,37.5,147,6.1,1,3,77.70,8.0,49.0,connecticut
Tyler Davis,JR,TE,12,1,1,100.0,16,16.0,0,0,234.40,0.1,1.3,connecticut
Steven Krajewski,FR,QB,1,3,2,66.7,11,3.7,0,0,97.47,3.0,11.0,connecticut
Brandon Bisack,JR,QB,2,7,1,14.3,11,1.6,0,1,-1.08,3.5,5.5,connecticut
Daniel Jones,JR,QB,11,392,237,60.5,2674,6.8,22,9,131.69,35.6,243.1,duke
Quentin Harris,JR,QB,12,68,34,50.0,437,6.4,7,1,135.01,5.7,36.4,duke
Chris Katrenick,FR,QB,1,12,5,41.7,54,4.5,1,0,106.97,12.0,54.0,duke
T.J. Rahming,SR,WR,13,1,1,100.0,22,22.0,1,0,614.80,0.1,1.7,duke
Deon Jackson,SO,RB,13,1,1,100.0,12,12.0,0,0,200.80,0.1,0.9,duke
Holton Ahlers,FR,QB,10,263,127,48.3,1785,6.8,12,3,118.08,26.3,178.5,east_carolina
Reid Herring,SO,QB,9,288,154,53.5,1607,5.6,6,10,100.27,32.0,178.6,east_carolina
Kingsley Ifedi,FR,QB,5,9,3,33.3,21,2.3,0,2,8.49,1.8,4.2,east_carolina
Caiden Norman,FR,QB,2,2,1,50.0,4,2.0,0,0,66.80,1.0,2.0,east_carolina
Tyler Wiegers,SR,QB,12,264,171,64.8,1887,7.1,11,3,136.29,22.0,157.3,eastern_michigan
Mike Glass III,JR,QB,8,117,72,61.5,1024,8.8,9,1,158.73,14.6,128.0,eastern_michigan
Isaac Holder,JR,WR,13,2,1,50.0,34,17.0,1,0,357.80,0.2,2.6,eastern_michigan
Isaac Stiebeling,SO,QB,4,2,2,100.0,2,1.0,0,0,108.40,0.5,0.5,eastern_michigan
Feleipe Franks,SO,QB,13,322,188,58.4,2457,7.6,24,6,143.34,24.8,189.0,florida
Kyle Trask,SO,QB,4,22,14,63.6,162,7.4,1,0,140.50,5.5,40.5,florida
Emory Jones,FR,QB,4,16,12,75.0,125,7.8,2,0,181.88,4.0,31.3,florida
Kadarius Toney,SO,ATH,12,1,1,100.0,20,20.0,1,0,598.00,0.1,1.7,florida
Lucas Krull,SO,TE,13,1,1,100.0,15,15.0,0,0,226.00,0.1,1.2,florida
Nick Sproles,SO,ATH,3,1,0,0.0,0,0.0,0,0,0.00,0.3,0.0,florida
Van Jefferson,JR,WR,13,1,1,100.0,-3,-3.0,0,0,74.80,0.1,-0.2,florida
Chris Robison,FR,QB,12,304,192,63.2,2533,8.3,12,12,138.29,25.3,211.1,florida_atlantic
De'Andre Johnson,JR,QB,8,23,13,56.5,161,7.0,2,1,135.32,2.9,20.1,florida_atlantic
Rafe Peavey,SR,QB,5,34,20,58.8,147,4.3,0,2,83.38,6.8,29.4,florida_atlantic
Devin Singletary,JR,RB,12,1,1,100.0,3,3.0,0,0,125.20,0.1,0.3,florida_atlantic
Jovon Durante,JR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,florida_atlantic
Jake Stoshak,SR,S,11,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,florida_atlantic
James Morgan,JR,QB,12,326,213,65.3,2727,8.4,26,7,157.64,27.2,227.3,florida_international
Christian Alexander,JR,QB,10,55,36,65.5,427,7.8,1,1,133.04,5.5,42.7,florida_international
Maurice Alexander,JR,WR,13,2,2,100.0,40,20.0,0,0,268.00,0.2,3.1,florida_international
Deondre Francois,JR,QB,11,396,227,57.3,2731,6.9,15,12,121.69,36.0,248.3,florida_state
James Blackman,SO,QB,4,51,33,64.7,510,10.0,5,1,177.14,12.8,127.5,florida_state
D.J. Matthews,SO,WR,12,2,0,0.0,0,0.0,0,0,0.00,0.2,0.0,florida_state
Cam Akers,SO,RB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,florida_state
Nyqwan Murray,SR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,florida_state
Marcus McMaryion,SR,QB,14,427,293,68.6,3629,8.5,25,5,156.99,30.5,259.2,fresno_state
Jorge Reyna,JR,QB,10,12,8,66.7,111,9.3,1,0,171.87,1.2,11.1,fresno_state
Josh Hokit,JR,RB,13,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,fresno_state
Jake Fromm,SO,QB,14,306,206,67.3,2749,9.0,30,6,171.22,21.9,196.4,georgia
Justin Fields,FR,QB,12,39,27,69.2,328,8.4,4,0,173.71,3.3,27.3,georgia
Matthew Downing,FR,QB,4,10,8,80.0,88,8.8,0,0,153.92,2.5,22.0,georgia
Rodrigo Blankenship,JR,PK,14,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,georgia
Shai Werts,SO,QB,13,116,69,59.5,987,8.5,10,0,159.41,8.9,75.9,georgia_southern
Obe Fortune,JR,WR,13,1,1,100.0,40,40.0,0,0,436.00,0.1,3.1,georgia_southern
Dan Ellington,JR,QB,11,292,174,59.6,2119,7.3,12,5,130.69,26.5,192.6,georgia_state
Aaron Winchester,JR,QB,6,57,31,54.4,348,6.1,3,1,119.53,9.5,58.0,georgia_state
Jack Walker,FR,QB,3,3,2,66.7,14,4.7,0,0,105.87,1.0,4.7,georgia_state
TaQuon Marshall,SR,QB,12,109,48,44.0,900,8.3,5,4,121.20,9.1,75.0,georgia_tech
Tobias Oliver,FR,QB,12,16,7,43.8,167,10.4,2,0,172.68,1.3,13.9,georgia_tech
James Graham,FR,QB,3,1,1,100.0,22,22.0,0,0,284.80,0.3,7.3,georgia_tech
Cole McDonald,SO,QB,13,484,285,58.9,3875,8.0,36,10,146.55,37.2,298.1,hawai'i
Chevan Cordeiro,FR,QB,4,49,30,61.2,384,7.8,6,2,159.30,12.3,96.0,hawai'i
Jeremy Moussa,FR,QB,2,9,4,44.4,77,8.6,1,0,152.98,4.5,38.5,hawai'i
Kolney Cassel,SR,QB,1,1,1,100.0,8,8.0,0,0,167.20,1.0,8.0,hawai'i
D'Eriq King,JR,QB,11,345,219,63.5,2982,8.6,36,6,167.04,31.4,271.1,houston
Clayton Tune,FR,QB,5,117,59,50.4,795,6.8,8,2,126.66,23.4,159.0,houston
Marquez Stevenson,SO,WR,13,1,1,100.0,31,31.0,0,0,360.40,0.1,2.4,houston
Bryson Smith,FR,QB,12,5,2,40.0,25,5.0,1,1,108.00,0.4,2.1,houston
Quinten Dormady,SR,QB,2,5,2,40.0,8,1.6,0,0,53.44,2.5,4.0,houston
Ike Ogbogu,FR,QB,1,1,1,100.0,0,0.0,0,0,100.00,1.0,0.0,houston
AJ Bush Jr.,SR,QB,10,217,117,53.9,1413,6.5,6,10,108.52,21.7,141.3,illinois
M.J. Rivers II,FR,QB,8,101,56,55.4,547,5.4,3,3,104.80,12.6,68.4,illinois
Trenard Davis,JR,WR,12,2,1,50.0,17,8.5,1,0,286.40,0.2,1.4,illinois
Matt Robinson,FR,QB,3,6,3,50.0,11,1.8,0,1,32.07,2.0,3.7,illinois
Peyton Ramsey,SO,QB,12,447,295,66.0,2875,6.4,19,13,128.24,37.3,239.6,indiana
Michael Penix Jr.,FR,QB,3,34,21,61.8,219,6.4,1,0,125.58,11.3,73.0,indiana
Nate Stanley,JR,QB,13,396,235,59.3,2852,7.2,26,10,136.46,30.5,219.4,iowa
Peyton Mansell,FR,QB,5,8,5,62.5,83,10.4,0,1,124.65,1.6,16.6,iowa
Colten Rastetter,JR,P,13,2,2,100.0,11,5.5,1,0,311.20,0.2,0.8,iowa
Spencer Petras,FR,QB,2,1,0,0.0,0,0.0,0,0,0.00,0.5,0.0,iowa
Brock Purdy,FR,QB,10,220,146,66.4,2250,10.2,16,7,169.91,22.0,225.0,iowa_state
Zeb Noland,SO,QB,5,110,70,63.6,722,6.6,4,1,128.96,22.0,144.4,iowa_state
Kyle Kempt,SR,QB,5,31,21,67.7,160,5.2,0,1,104.64,6.2,32.0,iowa_state
Peyton Bender,SR,QB,11,321,183,57.0,1894,5.9,13,3,118.07,29.2,172.2,kansas
Carter Stanley,JR,QB,6,47,34,72.3,304,6.5,3,1,143.47,7.8,50.7,kansas
Miles Kendrick,SO,QB,4,19,11,57.9,100,5.3,1,0,119.48,4.8,25.0,kansas
Pooka Williams Jr.,FR,RB,11,2,1,50.0,9,4.5,1,0,252.80,0.2,0.8,kansas
Khalil Herbert,JR,RB,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,kansas
Steven Sims Jr.,SR,WR,12,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,kansas
Skylar Thompson,SO,QB,11,208,122,58.7,1391,6.7,9,4,125.26,18.9,126.5,kansas_state
Alex Delton,JR,QB,7,80,44,55.0,554,6.9,2,2,116.42,11.4,79.1,kansas_state
Colby Moore,SR,DB,12,2,0,0.0,0,0.0,0,1,-100.00,0.2,0.0,kansas_state
Woody Barrett,SO,QB,12,390,229,58.7,2339,6.0,11,9,113.78,32.5,194.9,kent_state
Dustin Crum,SO,QB,9,27,16,59.3,176,6.5,2,0,138.46,3.0,19.6,kent_state
Kavious Price,JR,WR,11,2,1,50.0,18,9.0,1,1,190.60,0.2,1.6,kent_state
Myles Washington,JR,RB,10,1,1,100.0,10,10.0,0,0,184.00,0.1,1.0,kent_state
Terry Wilson,SO,QB,13,268,180,67.2,1889,7.0,11,8,133.94,20.6,145.3,kentucky
Gunnar Hoak,SO,QB,5,26,13,50.0,167,6.4,2,1,121.64,5.2,33.4,kentucky
"Benny Snell, Jr.",JR,RB,13,1,1,100.0,43,43.0,1,0,791.20,0.1,3.3,kentucky
"Lynn Bowden, Jr.",SO,WR,13,1,0,0.0,0,0.0,0,1,-200.00,0.1,0.0,kentucky
Stephen Calvert,JR,QB,12,439,240,54.7,3068,7.0,21,18,120.97,36.6,255.7,liberty
DJ Stubbs,SO,WR,12,2,1,50.0,39,19.5,0,0,213.80,0.2,3.3,liberty
Mason Cunningham,JR,QB,3,7,4,57.1,31,4.4,0,0,94.34,2.3,10.3,liberty
Andre Nunez,SR,QB,14,287,182,63.4,2272,7.9,20,12,144.55,20.5,162.3,louisiana-lafayette
Levi Lewis,SO,QB,14,59,37,62.7,585,9.9,7,2,178.37,4.2,41.8,louisiana-lafayette
Ja'Marcus Bradley,JR,WR,14,1,1,100.0,21,21.0,0,0,276.40,0.1,1.5,louisiana-lafayette
Caleb Evans,JR,QB,12,374,231,61.8,2869,7.7,16,12,133.91,31.2,239.1,louisiana-monroe
Colby Suits,FR,QB,1,10,6,60.0,91,9.1,1,0,169.44,10.0,91.0,louisiana-monroe
JT Jackson,JR,QB,3,3,2,66.7,10,3.3,0,0,94.67,1.0,3.3,louisiana-monroe
J'Mar Smith,JR,QB,13,461,264,57.3,3160,6.9,15,10,121.25,35.5,243.1,louisiana_tech
Aaron Allen,FR,QB,2,6,3,50.0,47,7.8,1,1,137.47,3.0,23.5,louisiana_tech
Westin Elliott,JR,QB,1,8,4,50.0,39,4.9,0,0,90.95,8.0,39.0,louisiana_tech
Jawon Pass,SO,QB,11,300,162,54.0,1960,6.5,8,12,109.68,27.3,178.2,louisville
Malik Cunningham,FR,QB,10,67,40,59.7,473,7.1,1,1,120.94,6.7,47.3,louisville
Jordan Travis,FR,QB,3,14,4,28.6,71,5.1,1,1,80.45,4.7,23.7,louisville
Sean McCormack,SO,QB,3,13,4,30.8,29,2.2,0,1,34.13,4.3,9.7,louisville
Joe Burrow,JR,QB,13,379,219,57.8,2894,7.6,16,5,133.21,29.2,222.6,lsu
Myles Brennan,SO,QB,1,6,4,66.7,65,10.8,0,0,157.67,6.0,65.0,lsu
Clyde Edwards-Helaire,SO,RB,13,1,1,100.0,11,11.0,1,0,522.40,0.1,0.8,lsu
Zach Von Rosenberg,SO,P,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,lsu
Isaiah Green,FR,QB,10,330,187,56.7,2459,7.5,15,10,128.21,33.0,245.9,marshall
Alex Thomson,JR,QB,4,100,53,53.0,506,5.1,5,3,106.00,25.0,126.5,marshall
Tyre Brady,SR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,marshall
Xavier Gaines,SO,TE,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,marshall
Kasim Hill,FR,QB,10,170,84,49.4,1083,6.4,9,4,115.69,17.0,108.3,maryland
Tyrrell Pigrome,SO,QB,11,67,37,55.2,561,8.4,2,1,132.41,6.1,51.0,maryland
Jeshaun Jones,FR,WR,12,1,1,100.0,20,20.0,1,0,598.00,0.1,1.7,maryland
Tyler DeSue,FR,QB,4,2,2,100.0,16,8.0,0,0,167.20,0.5,4.0,maryland
Wade Lees,JR,P,12,1,1,100.0,15,15.0,0,0,226.00,0.1,1.3,maryland
Ross Comis,SR,QB,11,194,122,62.9,1799,9.3,14,3,161.50,17.6,163.5,massachusetts
Andrew Ford,SR,QB,7,177,115,65.0,1366,7.7,9,5,140.93,25.3,195.1,massachusetts
Michael Curtis,JR,QB,6,40,26,65.0,412,10.3,4,2,174.52,6.7,68.7,massachusetts
Brady White,JR,QB,14,392,246,62.8,3296,8.4,26,9,150.69,28.0,235.4,memphis
Brady McBride,FR,QB,3,14,8,57.1,88,6.3,0,1,95.65,4.7,29.3,memphis
Connor Adair,FR,QB,2,2,1,50.0,17,8.5,1,0,286.40,1.0,8.5,memphis
Darrell Henderson,JR,RB,13,2,1,50.0,4,2.0,1,0,231.80,0.2,0.3,memphis
Pop Williams,JR,WR,14,2,0,0.0,0,0.0,0,0,0.00,0.1,0.0,memphis
Adam Williams,FR,P,14,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,memphis
N'Kosi Perry,FR,QB,11,191,97,50.8,1091,5.7,13,6,114.95,17.4,99.2,miami_florida
Malik Rosier,SR,QB,8,156,82,52.6,1053,6.8,6,8,111.69,19.5,131.6,miami_florida
Jarren Williams,FR,QB,1,3,1,33.3,17,5.7,0,0,80.93,3.0,17.0,miami_florida
Cade Weldon,FR,QB,4,3,2,66.7,14,4.7,0,0,105.87,0.8,3.5,miami_florida
DeeJay Dallas,SO,RB,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,miami_florida
Gus Ragland,SR,QB,12,371,226,60.9,2547,6.9,17,5,131.01,30.9,212.3,miami_ohio
Alex Malzone,JR,QB,3,4,0,0.0,0,0.0,0,0,0.00,1.3,0.0,miami_ohio
Shea Patterson,JR,QB,13,325,210,64.6,2600,8.0,22,7,149.85,25.0,200.0,michigan
Dylan McCaffrey,SO,QB,6,15,8,53.3,126,8.4,2,0,167.89,2.5,21.0,michigan
Joe Milton,FR,QB,4,4,3,75.0,58,14.5,0,1,146.80,1.0,14.5,michigan
Grant Perry,SR,WR,13,1,1,100.0,12,12.0,0,0,200.80,0.1,0.9,michigan
Brandon Peters,JR,QB,4,2,1,50.0,8,4.0,0,1,-16.40,0.5,2.0,michigan
Brian Lewerke,JR,QB,11,339,184,54.3,2040,6.0,8,11,106.13,30.8,185.5,michigan_state
Rocky Lombardi,FR,QB,8,154,68,44.2,738,4.8,3,3,86.94,19.3,92.3,michigan_state
Connor Heyward,SO,RB,13,1,1,100.0,36,36.0,0,0,402.40,0.1,2.8,michigan_state
Cody White,SO,WR,9,1,1,100.0,6,6.0,0,0,150.40,0.1,0.7,michigan_state
Darrell Stewart Jr.,JR,WR,11,1,1,100.0,4,4.0,1,0,463.60,0.1,0.4,michigan_state
Brent Stockstill,SR,QB,14,464,326,70.3,3544,7.6,29,10,150.74,33.1,253.1,middle_tennessee
Asher O'Hara,SO,QB,2,20,9,45.0,114,5.7,0,1,82.88,10.0,57.0,middle_tennessee
Chase Cunningham,FR,QB,4,1,0,0.0,0,0.0,0,0,0.00,0.3,0.0,middle_tennessee
Ty Lee,JR,WR,14,1,1,100.0,-8,-8.0,0,0,32.80,0.1,-0.6,middle_tennessee
Tanner Morgan,FR,QB,9,152,89,58.6,1401,9.2,9,6,147.62,16.9,155.7,minnesota
Zack Annexstad,FR,QB,9,186,97,52.2,1277,6.9,9,7,118.26,20.7,141.9,minnesota
Seth Green,SO,WR,13,5,4,80.0,36,7.2,2,1,232.48,0.4,2.8,minnesota
Tyler Johnson,JR,WR,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,minnesota
Jacob Herbers,JR,P,13,1,0,0.0,0,0.0,0,0,0.00,0.1,0.0,minnesota
