name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name
Kelley Joiner,SO,RB,9,368,0,78,368,4.72,40.9,south_florida
Brian Battie,FR,RB,8,332,0,46,332,7.22,41.5,south_florida
Johnny Ford,SO,RB,7,285,0,56,285,5.09,40.7,south_florida
Leonard Parker,FR,RB,6,98,0,22,98,4.45,16.3,south_florida
Katravis Marsh,FR,QB,4,-13,92,35,79,2.26,19.8,south_florida
Cade Fortin,SO,QB,2,39,39,12,78,6.50,39.0,south_florida
Omarion Dollison,FR,WR,9,29,0,2,29,14.50,3.2,south_florida
Darrian Felix,JR,RB,3,25,0,10,25,2.50,8.3,south_florida
Odunayo Seriki,SR,RB,3,19,0,6,19,3.17,6.3,south_florida
Randall St. Felix,JR,WR,8,0,18,1,18,18.00,2.3,south_florida
Bryce Miller,JR,WR,9,4,0,1,4,4.00,0.4,south_florida
Kenny Scribner,FR,P,5,0,0,1,0,0.00,0.0,south_florida
Latrell Williams,JR,WR,9,-4,0,1,-4,-4.00,-0.4,south_florida
Jah'Quez Evans,SO,WR,5,-4,0,2,-4,-2.00,-0.8,south_florida
Trent Schneider,SR,P,8,-10,0,1,-10,-10.00,-1.3,south_florida
Jack Abraham,SR,QB,5,26,1224,178,1250,7.02,250.0,southern_mississippi
"Frank Gore, Jr.",FR,RB,10,708,0,121,708,5.85,70.8,southern_mississippi
Trey Lowe,SO,QB,4,104,433,103,537,5.21,134.3,southern_mississippi
Tate Whatley,SO,QB,4,36,460,84,496,5.90,124.0,southern_mississippi
Kevin Perkins,SR,RB,9,317,0,67,317,4.73,35.2,southern_mississippi
Darius Maberry,JR,RB,6,207,0,37,207,5.59,34.5,southern_mississippi
Dee Baker,FR,RB,9,87,0,18,87,4.83,9.7,southern_mississippi
Don Ragsdale,JR,RB,4,81,0,24,81,3.38,20.3,southern_mississippi
Griffin Fleming,SO,P,9,0,13,1,13,13.00,1.4,southern_mississippi
Demarcus Jones,JR,WR,10,13,0,4,13,3.25,1.3,southern_mississippi
Brandon Hayes,FR,RB,7,9,0,1,9,9.00,1.3,southern_mississippi
Antavious Willis,FR,WR,9,3,0,1,3,3.00,0.3,southern_mississippi
Naricuss Driver,JR,TE,4,1,0,1,1,1.00,0.3,southern_mississippi
Briggs Bourgeois,JR,PK,10,0,0,1,0,0.00,0.0,southern_mississippi
Davis Mills,SR,QB,5,37,1508,225,1545,6.87,309.0,stanford
Austin Jones,SO,RB,6,550,0,126,550,4.37,91.7,stanford
Nathaniel Peat,SO,RB,6,204,0,29,204,7.03,34.0,stanford
Jack West,JR,QB,1,1,154,20,155,7.75,155.0,stanford
Tanner McKee,FR,QB,1,0,62,7,62,8.86,62.0,stanford
Justus Woods,JR,RB,4,8,0,4,8,2.00,2.0,stanford
Isaiah Sanders,SR,QB,2,6,0,3,6,2.00,3.0,stanford
Simi Fehoko,JR,WR,6,-1,0,1,-1,-1.00,-0.2,stanford
Rex Culpepper,SR,QB,10,-64,1028,216,964,4.46,96.4,syracuse
Sean Tucker,FR,RB,9,626,0,137,626,4.57,69.6,syracuse
Tommy DeVito,JR,QB,4,23,593,139,616,4.43,154.0,syracuse
JaCobian Morgan,FR,QB,4,-25,285,61,260,4.26,65.0,syracuse
Cooper Lutz,SO,RB,10,246,0,43,246,5.72,24.6,syracuse
Nykeim Johnson,SR,WR,11,82,0,8,82,10.25,7.5,syracuse
Jawhar Jordan,FR,RB,3,72,0,29,72,2.48,24.0,syracuse
Markenzy Pierre,JR,RB,11,48,0,21,48,2.29,4.4,syracuse
Taj Harris,JR,WR,10,4,0,1,4,4.00,0.4,syracuse
Dillon Markiewicz,FR,QB,2,0,0,1,0,0.00,0.0,syracuse
Max Duggan,SO,QB,10,526,1795,356,2321,6.52,232.1,tcu
Darwin Barlow,FR,RB,10,428,0,73,428,5.86,42.8,tcu
Zach Evans,FR,RB,9,415,0,54,415,7.69,46.1,tcu
Kendre Miller,FR,RB,9,388,0,54,388,7.19,43.1,tcu
Emari Demercado,JR,RB,8,199,0,46,199,4.33,24.9,tcu
Matthew Downing,SO,QB,4,0,168,41,168,4.10,42.0,tcu
Daimarqua Foster,FR,RB,5,72,0,22,72,3.27,14.4,tcu
Derius Davis,JR,WR,9,65,0,7,65,9.29,7.2,tcu
Taye Barber,JR,WR,10,54,0,15,54,3.60,5.4,tcu
JD Spielman,SR,WR,3,28,0,5,28,5.60,9.3,tcu
Quentin Johnston,FR,WR,9,3,0,3,3,1.00,0.3,tcu
Chase Curtis,FR,WR,3,-2,0,1,-2,-2.00,-0.7,tcu
Anthony Russo,SR,QB,4,26,863,157,889,5.66,222.3,temple
Re-al Mitchell,SO,QB,3,114,233,86,347,4.03,115.7,temple
Re'Mahn Davis,SO,RB,4,308,0,78,308,3.95,77.0,temple
Tayvon Ruley,SR,RB,7,306,0,73,306,4.19,43.7,temple
Trad Beatty,SO,QB,2,-10,230,37,220,5.95,110.0,temple
Kamal Gray,FR,QB,1,13,95,23,108,4.70,108.0,temple
Edward Saydee,FR,RB,7,67,0,19,67,3.53,9.6,temple
Onasis Neely,FR,RB,5,63,0,20,63,3.15,12.6,temple
Kyle Dobbins,SO,RB,5,54,0,14,54,3.86,10.8,temple
Branden Mack,SR,WR,7,19,35,7,54,7.71,7.7,temple
Jose Barbon,SO,WR,5,8,0,1,8,8.00,1.6,temple
Randle Jones,SR,WR,5,6,0,2,6,3.00,1.2,temple
Matt Duncan,FR,QB,1,5,0,6,5,0.83,5.0,temple
Jadan Blue,JR,WR,6,3,0,1,3,3.00,0.5,temple
Jarrett Guarantano,SR,QB,7,17,1112,207,1129,5.45,161.3,tennessee
Eric Gray,SO,RB,9,772,0,157,772,4.92,85.8,tennessee
Harrison Bailey,FR,QB,6,-28,578,91,550,6.04,91.7,tennessee
Ty Chandler,SR,RB,10,456,0,100,456,4.56,45.6,tennessee
J.T. Shrout,SO,QB,4,4,315,50,319,6.38,79.8,tennessee
Jabari Small,FR,RB,10,117,0,26,117,4.50,11.7,tennessee
Brian Maurer,SO,QB,4,41,9,11,50,4.55,12.5,tennessee
Paxton Brooks,JR,P,10,0,33,3,33,11.00,3.3,tennessee
Dee Beckwith,FR,RB,3,25,0,3,25,8.33,8.3,tennessee
Velus Jones Jr.,SR,WR,10,16,0,3,16,5.33,1.6,tennessee
Jimmy Holiday,FR,WR,8,6,0,1,6,6.00,0.8,tennessee
Jalin Hyatt,FR,WR,10,3,0,1,3,3.00,0.3,tennessee
Kenney Solomon,SO,WR,10,1,0,1,1,1.00,0.1,tennessee
Jimmy Calloway,FR,WR,8,-6,0,1,-6,-6.00,-0.8,tennessee
Sam Ehlinger,SR,QB,10,377,2566,435,2943,6.77,294.3,texas
Bijan Robinson,FR,RB,9,703,0,86,703,8.17,78.1,texas
Roschon Johnson,SO,RB,10,418,0,80,418,5.23,41.8,texas
Casey Thompson,SO,QB,3,31,225,25,256,10.24,85.3,texas
Keaontay Ingram,JR,RB,6,250,0,53,250,4.72,41.7,texas
Malcolm Epps,SO,TE,9,60,0,0,60,-,6.7,texas
Jordan Whittington,FR,WR,5,50,0,3,50,16.67,10.0,texas
Gabriel Watson,SR,RB,3,34,0,7,34,4.86,11.3,texas
Hudson Card,FR,QB,2,11,5,7,16,2.29,8.0,texas
Jake Smith,SO,WR,7,11,0,2,11,5.50,1.6,texas
Kai Money,SO,WR,10,9,0,1,9,9.00,0.9,texas
Ben Ballard,FR,QB,1,7,0,1,7,7.00,7.0,texas
Jarrett Smith,SO,RB,2,5,0,2,5,2.50,2.5,texas
Cameron Dicker,JR,K,10,0,5,1,5,5.00,0.5,texas
Joshua Moore,SO,WR,10,-1,0,2,-1,-0.50,-0.1,texas
Derek Kerstetter,SR,OL,9,-2,0,1,-2,-2.00,-0.2,texas
Kellen Mond,SR,QB,10,294,2282,371,2576,6.94,257.6,texas_a&m
Isaiah Spiller,SO,RB,10,1036,0,188,1036,5.51,103.6,texas_a&m
Devon Achane,FR,RB,8,364,0,43,364,8.47,45.5,texas_a&m
Ainias Smith,SO,RB,10,293,0,49,293,5.98,29.3,texas_a&m
Haynes King,FR,QB,2,43,59,10,102,10.20,51.0,texas_a&m
Earnest Crownover,SO,RB,4,16,0,3,16,5.33,4.0,texas_a&m
Deondre Jackson,FR,RB,1,15,0,2,15,7.50,15.0,texas_a&m
Darvon Hubbard,FR,RB,1,2,0,1,2,2.00,2.0,texas_a&m
Carson Green,SR,OL,10,1,0,0,1,-,0.1,texas_a&m
Brady McBride,SO,QB,9,76,1925,346,2001,5.78,222.3,texas_state
Tyler Vitt,JR,QB,7,129,933,159,1062,6.68,151.7,texas_state
Brock Sturges,SO,RB,12,532,0,111,532,4.79,44.3,texas_state
Calvin Hill,FR,RB,12,528,0,101,528,5.23,44.0,texas_state
Jahmyl Jeter,SO,RB,9,329,0,47,329,7.00,36.6,texas_state
Jeremiah Haydel,SR,WR,12,23,3,4,26,6.50,2.2,texas_state
Seth Keller,SO,K,10,12,0,1,12,12.00,1.2,texas_state
"Trevis Graham, Jr.",JR,WR,12,4,0,1,4,4.00,0.3,texas_state
Jah’Marae Sheread,SO,WR,11,3,0,1,3,3.00,0.3,texas_state
Sione Tupou,JR,LB,12,0,0,1,0,0.00,0.0,texas_state
Jaylen Gipson,JR,QB,3,-6,0,2,-6,-3.00,-2.0,texas_state
Alan Bowman,SO,QB,8,3,1602,242,1605,6.63,200.6,texas_tech
Henry Colombi,JR,QB,6,103,1065,217,1168,5.38,194.7,texas_tech
SaRodorick Thompson,SO,RB,10,610,0,109,610,5.60,61.0,texas_tech
Xavier White,SO,RB,8,436,0,62,436,7.03,54.5,texas_tech
Tahj Brooks,FR,RB,10,255,0,69,255,3.70,25.5,texas_tech
Myles Price,FR,WR,9,124,0,12,124,10.33,13.8,texas_tech
Chadarius Townsend,JR,RB,9,99,0,18,99,5.50,11.0,texas_tech
KeSean Carter,JR,WR,6,10,0,1,10,10.00,1.7,texas_tech
Eli Peters,SR,QB,4,53,1106,154,1159,7.53,289.8,toledo
Carter Bradley,SO,QB,4,41,849,107,890,8.32,222.5,toledo
Bryant Koback,JR,RB,6,522,0,123,522,4.24,87.0,toledo
Micah Kelly,FR,RB,6,208,0,44,208,4.73,34.7,toledo
Shakif Seymour,SR,RB,2,127,0,16,127,7.94,63.5,toledo
Dequan Finn,FR,QB,4,51,0,11,51,4.64,12.8,toledo
Jacquez Stuart,FR,RB,4,24,0,3,24,8.00,6.0,toledo
Devin Maddox,SO,WR,6,-2,0,1,-2,-2.00,-0.3,toledo
Gunnar Watson,SO,QB,9,-66,2141,331,2075,6.27,230.6,troy
Jacob Free,JR,QB,6,-58,1051,166,993,5.98,165.5,troy
Kimani Vidal,FR,RB,9,516,0,101,516,5.11,57.3,troy
B.J. Smith,SR,RB,10,277,0,73,277,3.79,27.7,troy
Jamontez Woods,FR,RB,11,245,0,46,245,5.33,22.3,troy
DK Billingsley,JR,RB,9,96,0,27,96,3.56,10.7,troy
Charles Strong,SO,RB,11,74,0,17,74,4.35,6.7,troy
Khalil McClain,SR,WR,11,18,0,2,18,9.00,1.6,troy
Kaylon Geiger,SR,WR,11,16,0,4,16,4.00,1.5,troy
Josh Mays,SO,RB,8,13,0,4,13,3.25,1.6,troy
Kyle Toole,FR,QB,1,7,0,2,7,3.50,7.0,troy
Tez Johnson,FR,WR,11,5,0,2,5,2.50,0.5,troy
Parker McNeil,JR,QB,1,3,0,3,3,1.00,3.0,troy
Michael Pratt,FR,QB,10,229,1806,369,2035,5.51,203.5,tulane
Stephon Huderson,SR,RB,12,773,0,128,773,6.04,64.4,tulane
Cameron Carroll,SO,RB,12,741,0,122,741,6.07,61.8,tulane
Amare Jones,JR,RB,10,389,0,68,389,5.72,38.9,tulane
Keon Howard,SR,QB,6,73,314,73,387,5.30,64.5,tulane
Tyjae Spears,FR,RB,3,274,0,37,274,7.41,91.3,tulane
Ygenio Booker,SO,RB,5,41,0,9,41,4.56,8.2,tulane
Jha'Quan Jackson,SO,WR,12,31,0,2,31,15.50,2.6,tulane
Justin Ibieta,FR,QB,2,29,0,3,29,9.67,14.5,tulane
Phat Watts,JR,WR,12,19,0,5,19,3.80,1.6,tulane
Josh Coltrin,SO,QB,1,7,0,2,7,3.50,7.0,tulane
Logan Ammons,JR,WR,2,7,0,1,7,7.00,3.5,tulane
Duece Watts,JR,WR,12,2,0,1,2,2.00,0.2,tulane
Zach Smith,SR,QB,9,-62,1947,299,1885,6.30,209.4,tulsa
Corey Taylor II,SR,RB,8,516,0,105,516,4.91,64.5,tulsa
Deneric Prince,SO,RB,8,470,0,88,470,5.34,58.8,tulsa
T.K. Wilkerson,SO,RB,7,317,0,80,317,3.96,45.3,tulsa
Davis Brin,SO,QB,2,11,268,33,279,8.45,139.5,tulsa
Seth Boomer,JR,QB,2,15,60,17,75,4.41,37.5,tulsa
Keylon Stokes,SR,WR,9,65,0,13,65,5.00,7.2,tulsa
Christian Lovick,FR,RB,9,47,0,9,47,5.22,5.2,tulsa
Lachlan Wilson,FR,P,9,22,0,1,22,22.00,2.4,tulsa
Anthony Watkins,FR,RB,8,21,0,7,21,3.00,2.6,tulsa
JuanCarlos Santana,JR,WR,9,20,0,2,20,10.00,2.2,tulsa
Josh Johnson,JR,WR,9,3,0,1,3,3.00,0.3,tulsa
Malik Rodgers,SO,WR,6,-1,0,1,-1,-1.00,-0.2,tulsa
Bryson Lucero,FR,QB,7,-5,969,154,964,6.26,137.7,uab
Spencer Brown,SR,RB,8,889,0,186,889,4.78,111.1,uab
Tyler Johnston III,JR,QB,5,34,843,111,877,7.90,175.4,uab
DeWayne McBride,FR,RB,6,439,0,47,439,9.34,73.2,uab
Jermaine Brown Jr.,SO,RB,9,250,0,63,250,3.97,27.8,uab
Lucious Stanley,JR,RB,8,118,0,20,118,5.90,14.8,uab
Larry Wooden,JR,RB,6,51,0,17,51,3.00,8.5,uab
Tyetus Smith-Lindsey,FR,RB,1,32,0,1,32,32.00,32.0,uab
Myron Mitchell,SR,WR,9,9,0,1,9,9.00,1.0,uab
Trea Shropshire,JR,WR,9,-2,0,1,-2,-2.00,-0.2,uab
Dillon Gabriel,SO,QB,10,169,3570,485,3739,7.71,373.9,ucf
Greg McCrae,SR,RB,10,758,0,149,758,5.09,75.8,ucf
Otis Anderson,SR,RB,9,687,0,125,687,5.50,76.3,ucf
Bentavious Thompson,JR,RB,9,382,0,73,382,5.23,42.4,ucf
Johnny Richardson,FR,RB,5,65,0,11,65,5.91,13.0,ucf
Quadry Jones,SO,QB,2,30,4,5,34,6.80,17.0,ucf
Damarius Good,FR,RB,10,24,0,4,24,6.00,2.4,ucf
RJ Harvey,FR,RB,2,3,0,3,3,1.00,1.5,ucf
Cole Schneider,JR,OL,10,1,0,1,1,1.00,0.1,ucf
Dorian Thompson-Robinson,JR,QB,5,306,1120,193,1426,7.39,285.2,ucla
Demetric Felton,SR,RB,6,668,0,132,668,5.06,111.3,ucla
Brittain Brown,SR,RB,7,543,0,82,543,6.62,77.6,ucla
Chase Griffin,FR,QB,4,40,451,80,491,6.14,122.8,ucla
Keegan Jones,FR,RB,5,73,0,15,73,4.87,14.6,ucla
Kyle Philips,SO,WR,7,40,0,4,40,10.00,5.7,ucla
Kazmeir Allen,SO,RB,2,3,0,2,3,1.50,1.5,ucla
Ethan Fernea,SR,WR,6,1,0,2,1,0.50,0.2,ucla
Luke Akers,FR,K,7,-13,0,1,-13,-13.00,-1.9,ucla
Max Gilliam,SR,QB,6,248,786,209,1034,4.95,172.3,unlv
Charles Williams,SR,RB,6,495,0,116,495,4.27,82.5,unlv
Doug Brumfield,FR,QB,2,37,151,35,188,5.37,94.0,unlv
Justin Rogers,SO,QB,3,11,161,32,172,5.38,57.3,unlv
Courtney Reese,FR,RB,6,53,0,9,53,5.89,8.8,unlv
Kyle Williams,FR,WR,6,6,15,3,21,7.00,3.5,unlv
Kenyon Oblad,SO,QB,1,10,2,6,12,2.00,12.0,unlv
Chad Magyar,JR,RB,3,9,0,2,9,4.50,3.0,unlv
Dylan Downing,FR,RB,2,8,0,3,8,2.67,4.0,unlv
Tyleek Collins,JR,WR,5,-9,0,5,-9,-1.80,-1.8,unlv
Kedon Slovis,SO,QB,6,-57,1921,287,1864,6.49,310.7,usc
Vavae Malepeai,SR,TB,5,238,0,54,238,4.41,47.6,usc
Stephen Carr,SR,TB,6,176,0,46,176,3.83,29.3,usc
Markese Stepp,SO,TB,5,165,0,45,165,3.67,33.0,usc
Kenan Christon,SO,TB,5,70,0,10,70,7.00,14.0,usc
Quincy Jountti,SR,TB,6,4,0,2,4,2.00,0.7,usc
Matt Fink,SR,QB,1,0,-5,1,-5,-5.00,-5.0,usc
Gary Bryant Jr.,FR,WR,5,-6,0,1,-6,-6.00,-1.2,usc
Jake Bentley,SR,QB,5,113,882,158,995,6.30,199.0,utah
Ty Jordan,FR,RB,5,597,0,83,597,7.19,119.4,utah
Drew Lisk,SR,QB,1,6,152,27,158,5.85,158.0,utah
Devin Brumfield,JR,RB,4,85,0,21,85,4.05,21.3,utah
Micah Bernard,FR,RB,5,76,0,15,76,5.07,15.2,utah
Jordan Wilmore,SO,RB,2,54,0,18,54,3.00,27.0,utah
Brant Kuithe,JR,TE,5,50,0,6,50,8.33,10.0,utah
Cameron Rising,SO,QB,1,-11,45,7,34,4.86,34.0,utah
Bryan Thompson,JR,WR,5,9,0,1,9,9.00,1.8,utah
Britain Covey,JR,WR,4,3,0,5,3,0.60,0.8,utah
Andrew Peasley,SO,QB,5,195,391,91,586,6.44,117.2,utah_state
Jason Shelley,JR,QB,4,68,420,132,488,3.70,122.0,utah_state
Jaylen Warren,SR,RB,3,252,0,39,252,6.46,84.0,utah_state
Devonta'e Henry-Cole,SR,RB,5,180,0,41,180,4.39,36.0,utah_state
Elelyon Noa,FR,RB,6,81,0,31,81,2.61,13.5,utah_state
Pailate Makakona,SO,RB,6,47,0,10,47,4.70,7.8,utah_state
John Gentry,FR,RB,5,33,4,8,37,4.63,7.4,utah_state
Deven Thompkins,JR,WR,4,4,0,2,4,2.00,1.0,utah_state
Savon Scarver,SR,WR,4,1,0,1,1,1.00,0.3,utah_state
Gavin Hardison,SO,QB,7,-32,1419,224,1387,6.19,198.1,utep
Deion Hankins,FR,RB,7,592,0,121,592,4.89,84.6,utep
Calvin Brownholtz,SO,QB,8,114,255,64,369,5.77,46.1,utep
Joshua Fields,SR,RB,8,211,0,67,211,3.15,26.4,utep
Ronald Awatt,JR,RB,6,190,0,42,190,4.52,31.7,utep
Reynaldo Flores,JR,RB,6,28,0,4,28,7.00,4.7,utep
Quardraiz Wadley,SR,RB,1,8,0,3,8,2.67,8.0,utep
Jayson VanHook,SR,LB,6,3,0,1,3,3.00,0.5,utep
Walter Dawn Jr.,SR,WR,8,2,0,2,2,1.00,0.3,utep
Willie Eldridge,FR,RB,2,0,0,5,0,0.00,0.0,utep
Isaiah Bravo,SR,QB,1,0,0,2,0,0.00,0.0,utep
Justin Prince,JR,DB,8,-1,0,1,-1,-1.00,-0.1,utep
Frank Harris,JR,QB,12,528,1630,345,2158,6.26,179.8,utsa
Sincere McCormick,SO,RB,11,1467,0,249,1467,5.89,133.4,utsa
Lowell Narcisse,JR,QB,4,126,417,88,543,6.17,135.8,utsa
Josh Adkins,JR,QB,5,9,270,35,279,7.97,55.8,utsa
Brenden Brady,JR,RB,6,239,0,50,239,4.78,39.8,utsa
B.J. Daniels,SR,RB,12,129,0,23,129,5.61,10.8,utsa
Kaedric Cobbs,FR,RB,11,56,0,11,56,5.09,5.1,utsa
Jordan Weeks,SO,QB,2,-19,74,35,55,1.57,27.5,utsa
Brennon Dingle,SR,WR,12,41,0,5,41,8.20,3.4,utsa
Kadari Johnson,SR,RB,1,28,0,2,28,14.00,28.0,utsa
De'Corian Clark,SO,WR,11,12,0,1,12,12.00,1.1,utsa
Julon Williams,SO,WR,9,0,8,1,8,8.00,0.9,utsa
Zakhari Franklin,SO,WR,10,8,0,1,8,8.00,0.8,utsa
Sheldon Jones,JR,WR,12,0,0,1,0,0.00,0.0,utsa
Joshua Cephus,SO,WR,12,-13,0,2,-13,-6.50,-1.1,utsa
Ken Seals,FR,QB,9,-52,1928,329,1876,5.70,208.4,vanderbilt
Keyon Henry-Brooks,SO,RB,6,494,0,120,494,4.12,82.3,vanderbilt
Ja'Veon Marlow,JR,RB,4,186,0,46,186,4.04,46.5,vanderbilt
Jamauri Wakefield,SR,RB,4,123,0,38,123,3.24,30.8,vanderbilt
Mitchell Pryor,JR,RB,8,117,0,28,117,4.18,14.6,vanderbilt
Rocko Griffin,FR,RB,8,92,0,37,92,2.49,11.5,vanderbilt
Mike Wright,FR,QB,7,15,51,24,66,2.75,9.4,vanderbilt
Jayden Harrison,SO,WR,9,16,0,1,16,16.00,1.8,vanderbilt
Dashaun Jerkins,JR,S,8,7,0,1,7,7.00,0.9,vanderbilt
Elijah Hamilton,SR,CB,8,3,0,1,3,3.00,0.4,vanderbilt
Michael Owusu,SR,LB,8,-4,0,1,-4,-4.00,-0.5,vanderbilt
Tyrell Alexander,SR,WR,9,-6,0,1,-6,-6.00,-0.7,vanderbilt
Brennan Armstrong,SO,QB,9,552,2117,394,2669,6.77,296.6,virginia
Lindell Stone,SR,QB,6,25,449,110,474,4.31,79.0,virginia
Wayne Taulapapa,JR,TB,10,395,0,88,395,4.49,39.5,virginia
Shane Simpson,SR,RB,10,278,0,54,278,5.15,27.8,virginia
Keytaon Thompson,JR,QB,9,234,-3,42,231,5.50,25.7,virginia
Iraken Armstead,FR,QB,4,68,9,13,77,5.92,19.3,virginia
Ronnie Walker Jr.,JR,RB,4,66,0,23,66,2.87,16.5,virginia
Nash Griffin,SR,P,10,0,34,2,34,17.00,3.4,virginia
Billy Kemp IV,JR,HB,10,22,0,6,22,3.67,2.2,virginia
Perris Jones,SO,RB,10,12,0,3,12,4.00,1.2,virginia
Tavares Kelly Jr.,JR,WR,5,-9,0,2,-9,-4.50,-1.8,virginia
Hendon Hooker,JR,QB,8,620,1339,270,1959,7.26,244.9,virginia_tech
Khalil Herbert,SR,RB,11,1182,0,154,1182,7.68,107.5,virginia_tech
Braxton Burmeister,JR,QB,6,182,687,130,869,6.68,144.8,virginia_tech
Raheem Blackshear,JR,RB,11,255,0,68,255,3.75,23.2,virginia_tech
Jalen Holston,JR,RB,10,189,0,40,189,4.73,18.9,virginia_tech
Quincy Patterson II,SO,QB,3,67,93,25,160,6.40,53.3,virginia_tech
Knox Kadum,FR,QB,1,24,68,12,92,7.67,92.0,virginia_tech
Tayvion Robinson,SO,WR,11,48,20,6,68,11.33,6.2,virginia_tech
Tré Turner,JR,WR,10,60,0,9,60,6.67,6.0,virginia_tech
Marco Lee,JR,RB,1,16,0,3,16,5.33,16.0,virginia_tech
Oscar Bradburn,SR,P,10,14,0,1,14,14.00,1.4,virginia_tech
James Mitchell,JR,TE,10,1,0,1,1,1.00,0.1,virginia_tech
Changa Hodge,SR,WR,10,-2,0,1,-2,-2.00,-0.2,virginia_tech
Sam Hartman,SO,QB,9,-1,2224,336,2223,6.62,247.0,wake_forest
Christian Beal-Smith,JR,RB,9,732,0,142,732,5.15,81.3,wake_forest
Kenneth Walker III,SO,RB,8,579,0,119,579,4.87,72.4,wake_forest
Michael Kern,FR,QB,5,7,253,32,260,8.13,52.0,wake_forest
Justice Ellison,FR,RB,8,113,0,30,113,3.77,14.1,wake_forest
Mitch Griffis,FR,QB,4,-1,56,15,55,3.67,13.8,wake_forest
Will Drawdy,JR,RB,4,19,0,4,19,4.75,4.8,wake_forest
Ahmani Marshall,FR,RB,2,18,0,6,18,3.00,9.0,wake_forest
Taylor Morin,FR,WR,9,5,0,2,5,2.50,0.6,wake_forest
Dylan Morris,FR,QB,4,57,897,127,954,7.51,238.5,washington
Sean McGrew,SR,TB,4,227,0,43,227,5.28,56.8,washington
Kamari Pleasant,SR,TB,4,144,0,34,144,4.24,36.0,washington
Richard Newton,SO,TB,2,122,0,23,122,5.30,61.0,washington
Terrell Bynum,JR,WR,3,70,0,5,70,14.00,23.3,washington
Cameron Davis,FR,TB,4,67,0,15,67,4.47,16.8,washington
Jack Westover,SO,TE,4,22,0,5,22,4.40,5.5,washington
Jacob Sirmon,SO,QB,1,5,9,3,14,4.67,14.0,washington
Jalen McMillan,FR,WR,3,14,0,2,14,7.00,4.7,washington
Jackson Sirmon,SO,LB,4,4,0,1,4,4.00,1.0,washington
Rome Odunze,FR,WR,4,-16,0,3,-16,-5.33,-4.0,washington
Jayden de Laura,FR,QB,4,34,886,157,920,5.86,230.0,washington_state
Deon McIntosh,SR,RB,4,323,0,52,323,6.21,80.8,washington_state
Cammon Cooper,SO,QB,2,10,99,20,109,5.45,54.5,washington_state
Max Borghi,JR,RB,2,95,0,10,95,9.50,47.5,washington_state
Travell Harris,JR,WR,4,61,0,5,61,12.20,15.3,washington_state
Gunner Cruz,FR,QB,1,3,34,9,37,4.11,37.0,washington_state
Clay Markoff,SR,RB,4,12,0,4,12,3.00,3.0,washington_state
Renard Bell,SR,WR,4,-3,0,1,-3,-3.00,-0.8,washington_state
Jouvensly Bazil,FR,RB,4,-6,0,1,-6,-6.00,-1.5,washington_state
Jarret Doege,JR,QB,10,-101,2587,414,2486,6.00,248.6,west_virginia
Leddie Brown,JR,RB,10,1010,0,199,1010,5.08,101.0,west_virginia
Alec Sinkfield,JR,RB,10,327,0,78,327,4.19,32.7,west_virginia
Austin Kendall,SR,QB,2,-2,164,25,162,6.48,81.0,west_virginia
Garrett Greene,FR,QB,2,40,24,10,64,6.40,32.0,west_virginia
Tony Mathis Jr.,FR,RB,6,55,0,18,55,3.06,9.2,west_virginia
T.J. Simmons,SR,WR,8,16,0,2,16,8.00,2.0,west_virginia
A'Varius Sparrow,FR,RB,5,10,0,3,10,3.33,2.0,west_virginia
Sam James,SO,WR,9,4,0,1,4,4.00,0.4,west_virginia
Winston Wright Jr.,SO,WR,10,4,0,2,4,2.00,0.4,west_virginia
Sean Ryan,JR,WR,9,2,0,1,2,2.00,0.2,west_virginia
Lorenzo Dorr,SR,RB,6,-1,0,2,-1,-0.50,-0.2,west_virginia
Tyrrell Pigrome,SR,QB,11,337,1603,402,1940,4.83,176.4,western_kentucky
Gaej Walker,SR,RB,12,645,0,143,645,4.51,53.8,western_kentucky
Kevaris Thomas,SO,QB,3,29,369,94,398,4.23,132.7,western_kentucky
Jakairi Moses,JR,RB,11,319,0,60,319,5.32,29.0,western_kentucky
C.J. Jones,JR,RB,7,125,0,19,125,6.58,17.9,western_kentucky
Noah Whittington,FR,RB,12,35,0,15,35,2.33,2.9,western_kentucky
Bryson Washington,SO,LB,7,23,0,3,23,7.67,3.3,western_kentucky
Malik Staples,SR,RB,11,22,0,7,22,3.14,2.0,western_kentucky
Mitchell Tinsley,JR,WR,12,5,0,2,5,2.50,0.4,western_kentucky
Darius Ocean,FR,QB,1,-1,0,2,-1,-0.50,-1.0,western_kentucky
"Craig Burt, Jr.",JR,WR,11,-8,0,1,-8,-8.00,-0.7,western_kentucky
Kaleb Eleby,SO,QB,6,38,1715,187,1753,9.37,292.2,western_michigan
La'Darius Jefferson,JR,RB,6,624,0,112,624,5.57,104.0,western_michigan
Sean Tyler,SO,RB,4,263,0,40,263,6.58,65.8,western_michigan
Jaxson Kincaide,SR,RB,5,218,0,31,218,7.03,43.6,western_michigan
D'Wayne Eskridge,SR,WR,6,27,0,1,27,27.00,4.5,western_michigan
Trae Allen,JR,RB,2,25,0,9,25,2.78,12.5,western_michigan
Christian Singleton,FR,RB,1,7,0,2,7,3.50,7.0,western_michigan
Nick Kargman,FR,QB,1,0,4,3,4,1.33,4.0,western_michigan
Skyy Moore,SO,WR,5,0,0,1,0,0.00,0.0,western_michigan
