name,yr,pos,g,att,yards,avg.,td,att/g,yards/g,team_name
Jamarion Miller,FR,RB,13,33,223,6.76,2,2.54,17.15,alabama
Bryce Young,JR,QB,12,49,185,3.78,4,4.08,15.42,alabama
Trey Sanders,JR,RB,10,14,80,5.71,1,1.40,8.00,alabama
Jonathan Bennett,JR,RB,1,2,12,6.00,0,2.00,12.00,alabama
Nate Noel,SO,RB,9,87,604,6.94,6,9.67,67.11,appalachian_state
Camerun Peoples,JR,RB,9,101,593,5.87,5,11.22,65.89,appalachian_state
Ahmani Marshall,SO,RB,11,76,389,5.12,4,6.91,35.36,appalachian_state
Daetrich Harrington,SR,RB,12,81,389,4.80,4,6.75,32.42,appalachian_state
Anderson Castle,SO,RB,12,26,167,6.42,2,2.17,13.92,appalachian_state
Kanye Roberts,FR,RB,3,19,127,6.68,2,6.33,42.33,appalachian_state
Chase Brice,SR,QB,12,71,117,1.65,4,5.92,9.75,appalachian_state
Dashaun Davis,SO,WR,12,4,33,8.25,0,0.33,2.75,appalachian_state
Ryan Burger,FR,QB,1,2,23,11.50,0,2.00,23.00,appalachian_state
Kaedin Robinson,SO,WR,11,1,15,15.00,0,0.09,1.36,appalachian_state
Christian Wells,SO,WR,8,1,4,4.00,0,0.13,0.50,appalachian_state
Brady McBride,JR,QB,1,1,3,3.00,0,1.00,3.00,appalachian_state
Bradley Davis,FR,RB,1,2,1,0.50,0,2.00,1.00,appalachian_state
Michael Wiley,JR,RB,11,113,771,6.82,8,10.27,70.09,arizona
DJ Williams,SR,RB,12,60,376,6.27,3,5.00,31.33,arizona
Jonah Coleman,FR,RB,12,75,372,4.96,4,6.25,31.00,arizona
Jayden de Laura,SO,QB,12,74,122,1.65,4,6.17,10.17,arizona
Rayshon Luke,FR,RB,7,15,105,7.00,0,2.14,15.00,arizona
Anthony Simpson,SO,WR,11,2,8,4.00,0,0.18,0.73,arizona
Jamarye Joiner,JR,WR,5,2,3,1.50,0,0.40,0.60,arizona
Jacob Cowing,JR,WR,12,3,1,0.33,0,0.25,0.08,arizona
Xazavian Valladay,SR,RB,12,215,1192,5.54,16,17.92,99.33,arizona_state
Daniyel Ngata,SO,RB,11,54,272,5.04,1,4.91,24.73,arizona_state
Tevin White,FR,RB,5,14,67,4.79,0,2.80,13.40,arizona_state
Charles Hall,SR,WR,11,2,37,18.50,0,0.18,3.36,arizona_state
Emory Jones,JR,QB,8,59,31,0.53,4,7.38,3.88,arizona_state
Elijhah Badger,SO,WR,12,4,23,5.75,0,0.33,1.92,arizona_state
Trenton Bourguet,JR,QB,7,24,10,0.42,0,3.43,1.43,arizona_state
George Hart,SO,RB,10,3,6,2.00,0,0.30,0.60,arizona_state
Zeek Freeman,JR,WR,3,1,4,4.00,0,0.33,1.33,arizona_state
Giovanni Sanders,SR,WR,12,1,0,0.00,0,0.08,0.00,arizona_state
Case Hatch,SR,H-B,12,1,0,0.00,0,0.08,0.00,arizona_state
Raheim Sanders,SO,RB,13,222,1443,6.50,10,17.08,111.00,arkansas
KJ Jefferson,JR,QB,11,158,640,4.05,9,14.36,58.18,arkansas
AJ Green,SO,RB,13,87,412,4.74,3,6.69,31.69,arkansas
Rashod Dubinion,FR,RB,13,71,293,4.13,5,5.46,22.54,arkansas
Malik Hornsby,SO,QB,8,31,172,5.55,0,3.88,21.50,arkansas
Dominique Johnson,JR,RB,4,8,43,5.38,0,2.00,10.75,arkansas
Bryce Stephens,FR,WR,13,1,21,21.00,0,0.08,1.62,arkansas
Matt Landers,SR,WR,13,2,21,10.50,0,0.15,1.62,arkansas
Ketron Jackson Jr.,SO,WR,12,1,19,19.00,0,0.08,1.58,arkansas
Cade Fortin,SR,QB,3,7,17,2.43,0,2.33,5.67,arkansas
James Jointer,FR,RB,1,3,9,3.00,0,3.00,9.00,arkansas
Jadon Haselwood,JR,WR,12,8,7,0.88,0,0.67,0.58,arkansas
Trey Knox,SR,TE,12,1,0,0.00,0,0.08,0.00,arkansas
Johnnie Lang,SR,RB,12,119,419,3.52,3,9.92,34.92,arkansas_state
Brian Snead,JR,RB,8,81,299,3.69,6,10.13,37.38,arkansas_state
Marcel Murray,JR,RB,7,35,193,5.51,1,5.00,27.57,arkansas_state
AJ Mayer,JR,QB,9,32,169,5.28,2,3.56,18.78,arkansas_state
Ja'Quez Cross,FR,RB,8,24,92,3.83,0,3.00,11.50,arkansas_state
Mike Sharpe II,FR,RB,12,17,54,3.18,1,1.42,4.50,arkansas_state
Champ Flemings,SR,WR,11,2,20,10.00,0,0.18,1.82,arkansas_state
Jaxon Dailey,FR,QB,3,1,-4,-4.00,0,0.33,-1.33,arkansas_state
James Blackman,SR,QB,11,61,-120,-1.97,3,5.55,-10.91,arkansas_state
Tyhier Tyler,SR,QB,11,143,663,4.64,12,13.00,60.27,army
Tyson Riley,JR,RB,10,95,441,4.64,2,9.50,44.10,army
Jakobi Buchanan,JR,RB,11,81,335,4.14,6,7.36,30.45,army
Jemel Jones,SR,QB,8,72,326,4.53,7,9.00,40.75,army
Tyrell Robinson,SO,RB,5,38,321,8.45,1,7.60,64.20,army
Ay'Jaun Marshall,JR,RB,9,24,256,10.67,1,2.67,28.44,army
Braheam Murphy,SR,RB,12,26,226,8.69,2,2.17,18.83,army
Markel Johnson,SO,RB,8,33,211,6.39,2,4.13,26.38,army
Cade Ballard,SR,QB,10,49,196,4.00,1,4.90,19.60,army
Hayden Reed,FR,RB,10,37,188,5.08,2,3.70,18.80,army
Bryson Daily,SO,QB,5,12,163,13.58,2,2.40,32.60,army
Maurice Bellan,SR,RB,11,11,75,6.82,0,1.00,6.82,army
Jarel Dickson,SO,RB,9,11,40,3.64,0,1.22,4.44,army
AJ Williams,SO,RB,1,2,33,16.50,0,2.00,33.00,army
Miles Stewart,SO,RB,9,6,29,4.83,0,0.67,3.22,army
Austin Hill,JR,DL,12,1,5,5.00,0,0.08,0.42,army
Noah Alexander,FR,RB,1,1,2,2.00,0,1.00,2.00,army
Tank Bigsby,JR,RB,12,179,970,5.42,10,14.92,80.83,auburn
Robby Ashford,FR,QB,12,153,709,4.63,7,12.75,59.08,auburn
Jarquez Hunter,SO,RB,12,104,675,6.49,7,8.67,56.25,auburn
Damari Alston,FR,RB,12,14,85,6.07,0,1.17,7.08,auburn
T.J. Finley,JR,QB,4,17,33,1.94,1,4.25,8.25,auburn
Shedrick Jackson,SR,WR,12,1,12,12.00,0,0.08,1.00,auburn
Ja'Varrius Johnson,JR,WR,12,4,12,3.00,0,0.33,1.00,auburn
Tar'Varish Dawson Jr.,FR,WR,4,2,10,5.00,0,0.50,2.50,auburn
Koy Moore,SO,WR,12,1,8,8.00,0,0.08,0.67,auburn
Malcolm Johnson Jr.,JR,WR,7,1,3,3.00,0,0.14,0.43,auburn
Dazalin Worsham,SO,WR,11,1,-1,-1.00,0,0.09,-0.09,auburn
John Samuel Shenker,SR,TE,12,2,-3,-1.50,0,0.17,-0.25,auburn
Holden Geriner,FR,QB,1,2,-17,-8.50,0,2.00,-17.00,auburn
Carson Steele,SO,RB,12,289,1556,5.38,14,24.08,129.67,ball_state
Vaughn Pemberton,FR,RB,12,35,133,3.80,0,2.92,11.08,ball_state
Jayshon Jackson,SR,WR,12,13,105,8.08,0,1.08,8.75,ball_state
Kiael Kelly,FR,QB,1,8,83,10.38,0,8.00,83.00,ball_state
Rico Barfield,FR,RB,3,15,60,4.00,0,5.00,20.00,ball_state
Will Jones,SR,RB,12,15,41,2.73,0,1.25,3.42,ball_state
Nick Presley,FR,WR,10,1,5,5.00,0,0.10,0.50,ball_state
Ryan Lezon,SO,TE,12,1,3,3.00,0,0.08,0.25,ball_state
Donny Marcus,SO,RB,3,3,1,0.33,0,1.00,0.33,ball_state
Dean Tate,SO,WR,8,1,0,0.00,0,0.13,0.00,ball_state
John Paddock,JR,QB,12,27,-84,-3.11,0,2.25,-7.00,ball_state
Richard Reese,FR,RB,13,198,972,4.91,14,15.23,74.77,baylor
Craig Williams,JR,RB,11,101,557,5.51,4,9.18,50.64,baylor
Qualan Jones,JR,RB,13,92,462,5.02,7,7.08,35.54,baylor
Blake Shapen,SO,QB,13,76,96,1.26,2,5.85,7.38,baylor
Monaray Baldwin,SO,WR,11,7,71,10.14,1,0.64,6.45,baylor
Taye McWilliams,JR,RB,2,18,67,3.72,0,9.00,33.50,baylor
Jordan Nabors,FR,WR,9,9,63,7.00,2,1.00,7.00,baylor
Kyron Drones,FR,QB,5,8,49,6.13,2,1.60,9.80,baylor
Josh Fleeks,SR,RB,3,3,27,9.00,0,1.00,9.00,baylor
Dillon Doyle,SR,LB,13,6,11,1.83,0,0.46,0.85,baylor
Jordan Jenkins,FR,RB,6,3,8,2.67,0,0.50,1.33,baylor
Kelsey Johnson,FR,TE,10,1,2,2.00,1,0.10,0.20,baylor
Hal Presley,SO,WR,13,1,2,2.00,0,0.08,0.15,baylor
Ben Sims,SR,TE,12,1,1,1.00,1,0.08,0.08,baylor
Josh Cameron,FR,WR,13,1,1,1.00,0,0.08,0.08,baylor
George Holani,JR,RB,13,221,1157,5.24,10,17.00,89.00,boise_state
Ashton Jeanty,FR,RB,14,156,821,5.26,7,11.14,58.64,boise_state
Taylen Green,FR,QB,13,81,586,7.23,10,6.23,45.08,boise_state
Elelyon Noa,JR,RB,12,33,133,4.03,0,2.75,11.08,boise_state
Tyler Crowe,JR,RB,14,15,109,7.27,0,1.07,7.79,boise_state
Kaden Dudley,FR,RB,8,8,16,2.00,0,1.00,2.00,boise_state
Billy Bowens,SR,WR,14,1,12,12.00,0,0.07,0.86,boise_state
Colt Fulton,FR,QB,2,1,7,7.00,0,0.50,3.50,boise_state
Stefan Cobbs,SR,WR,11,1,7,7.00,0,0.09,0.64,boise_state
Latrell Caples,SO,WR,14,2,6,3.00,0,0.14,0.43,boise_state
Ethan Mikita,FR,RB,3,1,3,3.00,0,0.33,1.00,boise_state
Maddux Madsen,FR,QB,1,1,1,1.00,0,1.00,1.00,boise_state
Davis Koetter,SR,WR,12,1,-6,-6.00,0,0.08,-0.50,boise_state
Sam Vidlak,FR,QB,3,2,-15,-7.50,0,0.67,-5.00,boise_state
Hank Bachmeier,SR,QB,4,12,-26,-2.17,0,3.00,-6.50,boise_state
Pat Garwo III,JR,RB,12,132,403,3.05,3,11.00,33.58,boston_college
Alex Broome,FR,RB,10,50,225,4.50,1,5.00,22.50,boston_college
Xavier Coleman,FR,RB,8,21,91,4.33,0,2.63,11.38,boston_college
Cam Barfield,FR,RB,7,25,53,2.12,0,3.57,7.57,boston_college
Zay Flowers,SR,WR,12,12,40,3.33,0,1.00,3.33,boston_college
Danny Longman,SR,K,12,1,24,24.00,0,0.08,2.00,boston_college
Jaden Williams,SO,WR,6,2,8,4.00,1,0.33,1.33,boston_college
Alec Sinkfield,SR,RB,9,3,4,1.33,0,0.33,0.44,boston_college
Emmett Morehead,FR,QB,10,44,-17,-0.39,0,4.40,-1.70,boston_college
Phil Jurkovec,SR,QB,8,68,-43,-0.63,1,8.50,-5.38,boston_college
Jaison Patterson,SO,RB,13,135,583,4.32,1,10.38,44.85,bowling_green
Jamal Johnson,SO,RB,10,55,250,4.55,0,5.50,25.00,bowling_green
Ta'ron Keith,SO,RB,12,47,195,4.15,1,3.92,16.25,bowling_green
Nick Mosley,SO,RB,13,23,92,4.00,0,1.77,7.08,bowling_green
PaSean Wimberly,JR,RB,13,17,59,3.47,0,1.31,4.54,bowling_green
Harold Fannin Jr.,FR,TE,12,10,53,5.30,4,0.83,4.42,bowling_green
Camden Orth,JR,QB,10,19,51,2.68,1,1.90,5.10,bowling_green
Jaylen Jennings,FR,RB,4,6,28,4.67,0,1.50,7.00,bowling_green
Jhaylin Embry,SO,WR,8,3,26,8.67,0,0.38,3.25,bowling_green
Matt McDonald,SR,QB,12,71,12,0.17,1,5.92,1.00,bowling_green
Cavon Croom,SR,WR,10,3,8,2.67,0,0.30,0.80,bowling_green
Christian Sims,SR,TE,12,2,7,3.50,0,0.17,0.58,bowling_green
Jordan Jackson,FR,RB,1,3,5,1.67,0,3.00,5.00,bowling_green
Odieu Hiliare,SR,WR,13,6,5,0.83,0,0.46,0.38,bowling_green
Levi Gazarek,SO,TE,13,1,2,2.00,0,0.08,0.15,bowling_green
CJ Lewis,SR,WR,12,1,-1,-1.00,0,0.08,-0.08,bowling_green
Mason Lawler,SR,P,13,1,-9,-9.00,0,0.08,-0.69,bowling_green
Mike Washington,FR,RB,13,150,625,4.17,7,11.54,48.08,buffalo
"Ron Cook, Jr.",SR,RB,10,139,600,4.32,4,13.90,60.00,buffalo
Al-Jay Henderson,FR,RB,10,59,301,5.10,3,5.90,30.10,buffalo
Cole Snyder,JR,QB,13,110,145,1.32,4,8.46,11.15,buffalo
Matt Myers,SR,QB,1,22,110,5.00,3,22.00,110.00,buffalo
Tajay Ahmed,SR,RB,8,28,102,3.64,1,3.50,12.75,buffalo
"Mark Anthony Scott, Jr.",FR,RB,2,7,22,3.14,0,3.50,11.00,buffalo
Robbie Mangas,SR,TE,13,1,5,5.00,0,0.08,0.38,buffalo
Quian Williams,SR,WR,13,2,2,1.00,0,0.15,0.15,buffalo
Jamari Gassett,SO,WR,10,1,-1,-1.00,0,0.10,-0.10,buffalo
Brian Plummer,FR,QB,4,1,-2,-2.00,0,0.25,-0.50,buffalo
Anthony Venneri,FR,P,10,1,-11,-11.00,0,0.10,-1.10,buffalo
Christopher Brooks,SR,RB,11,130,817,6.28,6,11.82,74.27,byu
Jaren Hall,JR,QB,12,86,352,4.09,3,7.17,29.33,byu
Lopini Katoa,SR,RB,10,75,332,4.43,2,7.50,33.20,byu
Miles Davis,FR,RB,8,40,225,5.63,0,5.00,28.13,byu
Puka Nacua,JR,WR,9,25,209,8.36,5,2.78,23.22,byu
Hinckley Ropati,JR,RB,9,36,189,5.25,1,4.00,21.00,byu
Sol-Jay Maiava-Peters,FR,QB,1,14,96,6.86,1,14.00,96.00,byu
Jackson McChesney,SO,RB,2,3,33,11.00,0,1.50,16.50,byu
Terence Fall,FR,WR,12,1,25,25.00,1,0.08,2.08,byu
Mason Fakahua,SO,RB,12,7,14,2.00,0,0.58,1.17,byu
Jacob Conover,FR,QB,3,1,5,5.00,0,0.33,1.67,byu
Chris Jackson,SR,DB,8,2,4,2.00,0,0.25,0.50,byu
Chase Roberts,FR,WR,11,4,3,0.75,0,0.36,0.27,byu
Parker Kingston,FR,WR,1,1,2,2.00,0,1.00,2.00,byu
Gunner Romney,SR,WR,2,1,2,2.00,0,0.50,1.00,byu
Kody Epps,FR,WR,8,1,2,2.00,0,0.13,0.25,byu
Jaydn Ott,FR,RB,12,170,897,5.28,8,14.17,74.75,california
DeCarlos Brooks,JR,RB,12,59,250,4.24,1,4.92,20.83,california
Damien Moore,JR,RB,8,22,101,4.59,0,2.75,12.63,california
Ashton Stredick,SO,RB,3,3,19,6.33,0,1.00,6.33,california
Ashton Hayes,FR,RB,7,1,14,14.00,0,0.14,2.00,california
Kai Millner,FR,QB,3,1,13,13.00,0,0.33,4.33,california
Mason Mangum,SO,WR,2,1,5,5.00,0,0.50,2.50,california
Jackson Sirmon,SR,ILB,12,1,2,2.00,0,0.08,0.17,california
Mavin Anderson,FR,WR,12,2,-2,-1.00,0,0.17,-0.17,california
J.Michael Sturdivant,FR,WR,12,2,-8,-4.00,0,0.17,-0.67,california
Jack Plummer,SR,QB,12,52,-126,-2.42,1,4.33,-10.50,california
Lew Nichols III,SO,RB,9,176,616,3.50,6,19.56,68.44,central_michigan
Bert Emanuel Jr.,FR,QB,4,67,496,7.40,7,16.75,124.00,central_michigan
Marion Lukes,SO,RB,8,51,323,6.33,3,6.38,40.38,central_michigan
Jase Bauer,FR,QB,6,53,312,5.89,4,8.83,52.00,central_michigan
Myles Bailey,SO,RB,7,32,176,5.50,0,4.57,25.14,central_michigan
Christian Brown,FR,RB,10,6,28,4.67,0,0.60,2.80,central_michigan
Jalen McGaughy,SO,WR,11,2,14,7.00,0,0.18,1.27,central_michigan
Josh Rolston,SO,K,12,1,8,8.00,0,0.08,0.67,central_michigan
De'Javion Stepney,FR,DB,11,11,5,0.45,1,1.00,0.45,central_michigan
Jake Tafelski,FR,RB,10,3,4,1.33,1,0.30,0.40,central_michigan
Sam Hicks,SO,WR,11,1,4,4.00,0,0.09,0.36,central_michigan
Joel Wilson,JR,TE,9,3,1,0.33,0,0.33,0.11,central_michigan
Daniel Richardson,SO,QB,12,33,-55,-1.67,0,2.75,-4.58,central_michigan
Shadrick Byrd,SO,RB,12,149,620,4.16,4,12.42,51.67,charlotte
ChaVon McEachern,SO,RB,7,56,256,4.57,1,8.00,36.57,charlotte
Calvin Camp,SR,RB,7,20,193,9.65,4,2.86,27.57,charlotte
Johnny Martin III,FR,RB,4,31,144,4.65,1,7.75,36.00,charlotte
Xavier Williams,FR,QB,6,26,108,4.15,2,4.33,18.00,charlotte
Henry Rutledge,FR,RB,8,18,91,5.06,0,2.25,11.38,charlotte
James Foster,JR,QB,6,11,17,1.55,0,1.83,2.83,charlotte
Micah Bell,FR,RB,1,2,9,4.50,0,2.00,9.00,charlotte
Victor Tucker,SR,WR,10,3,8,2.67,0,0.30,0.80,charlotte
Hahsaun Wilson,FR,RB,8,1,4,4.00,0,0.13,0.50,charlotte
Sean Brown,SR,WR,4,0,2,-,0,-,-,charlotte
Trexler Ivey,SO,QB,1,2,-1,-0.50,0,2.00,-1.00,charlotte
Eugene Minter Jr.,SR,TE,12,1,-4,-4.00,0,0.08,-0.33,charlotte
Nolan Groulx,JR,WR,9,1,-5,-5.00,0,0.11,-0.56,charlotte
Chris Reynolds,SR,QB,10,46,-40,-0.87,1,4.60,-4.00,charlotte
Charles McClelland,SR,RB,13,146,849,5.82,7,11.23,65.31,cincinnati
Corey Kiner,SO,RB,10,82,365,4.45,5,8.20,36.50,cincinnati
Ryan Montgomery,SR,RB,9,63,270,4.29,5,7.00,30.00,cincinnati
Evan Prater,SO,QB,9,49,166,3.39,1,5.44,18.44,cincinnati
Myles Montgomery,FR,RB,6,14,120,8.57,1,2.33,20.00,cincinnati
Ethan Wright,JR,RB,8,8,43,5.38,0,1.00,5.38,cincinnati
Leonard Taylor,SR,TE,11,1,10,10.00,0,0.09,0.91,cincinnati
Tre Tucker,SR,WR,12,1,8,8.00,0,0.08,0.67,cincinnati
Brady Lichtenberg,SO,QB,2,1,5,5.00,0,0.50,2.50,cincinnati
Nick Mardner,SR,WR,12,1,3,3.00,0,0.08,0.25,cincinnati
Ben Bryant,SR,QB,11,47,-118,-2.51,0,4.27,-10.73,cincinnati
Will Shipley,SO,RB,14,210,1182,5.63,15,15.00,84.43,clemson
DJ Uiagalelei,JR,QB,13,142,545,3.84,7,10.92,41.92,clemson
Phil Mafah,SO,RB,14,98,515,5.26,4,7.00,36.79,clemson
Cade Klubnik,FR,QB,10,42,139,3.31,2,4.20,13.90,clemson
Kobe Pace,JR,RB,8,30,77,2.57,3,3.75,9.63,clemson
Domonique Thomas,SO,RB,4,7,31,4.43,0,1.75,7.75,clemson
Keith Adams Jr.,FR,RB,2,3,21,7.00,0,1.50,10.50,clemson
Antonio Williams,FR,WR,14,5,8,1.60,0,0.36,0.57,clemson
Drew Swinney,SR,WR,14,1,2,2.00,0,0.07,0.14,clemson
CJ Beasley,SO,RB,13,141,717,5.09,5,10.85,55.15,coastal_carolina
Reese White,SR,RB,10,99,544,5.49,5,9.90,54.40,coastal_carolina
Grayson McCall,JR,QB,11,91,195,2.14,6,8.27,17.73,coastal_carolina
Jared Brown,FR,WR,13,20,187,9.35,1,1.54,14.38,coastal_carolina
Max Balthazar,FR,RB,8,27,141,5.22,1,3.38,17.63,coastal_carolina
Bryce Carpenter,SR,QB,11,39,94,2.41,1,3.55,8.55,coastal_carolina
Braydon Bennett,SO,RB,4,16,83,5.19,0,4.00,20.75,coastal_carolina
Jarrett Guest,JR,QB,7,36,60,1.67,1,5.14,8.57,coastal_carolina
Aaron Bedgood,JR,RB,5,8,45,5.63,1,1.60,9.00,coastal_carolina
Nate Hope II,JR,RB,3,10,43,4.30,1,3.33,14.33,coastal_carolina
Elijah Hopkins,FR,CB,4,4,19,4.75,0,1.00,4.75,coastal_carolina
Bryce Archie,FR,QB,2,3,18,6.00,0,1.50,9.00,coastal_carolina
De'Andre Coleman,FR,WR,1,1,5,5.00,0,1.00,5.00,coastal_carolina
Logan Adkins,SO,RB,1,1,2,2.00,0,1.00,2.00,coastal_carolina
Tyson Mobley,JR,WR,13,2,1,0.50,0,0.15,0.08,coastal_carolina
Kyre Duplessis,SO,WR,12,1,-2,-2.00,0,0.08,-0.17,coastal_carolina
Ty Lyles,FR,RB,2,1,-4,-4.00,0,0.50,-2.00,coastal_carolina
Deion Smith,JR,TB,10,83,393,4.73,2,8.30,39.30,colorado
Alex Fontenot,SR,TB,6,65,315,4.85,2,10.83,52.50,colorado
Anthony Hankerson,FR,TB,8,68,274,4.03,3,8.50,34.25,colorado
Charlie Offerdahl,FR,TB,12,37,150,4.05,0,3.08,12.50,colorado
Jayle Stacks,SO,TB,9,35,114,3.26,1,3.89,12.67,colorado
Brendon Lewis,SO,QB,2,12,43,3.58,0,6.00,21.50,colorado
Owen McCown,FR,QB,4,27,38,1.41,2,6.75,9.50,colorado
Maurice Bell,SR,WR,12,3,17,5.67,0,0.25,1.42,colorado
Drew Carter,SO,QB,3,7,14,2.00,0,2.33,4.67,colorado
Maddox Kopp,FR,QB,2,4,9,2.25,0,2.00,4.50,colorado
Jack Hestera,FR,WR,11,2,8,4.00,0,0.18,0.73,colorado
R.J. Sneed II,SR,WR,11,1,6,6.00,0,0.09,0.55,colorado
Brady Russell,SR,TE,11,2,0,0.00,0,0.18,0.00,colorado
Casey Roddick,JR,OL,12,1,0,0.00,0,0.08,0.00,colorado
Dante Capolungo,FR,DB,3,1,-2,-2.00,0,0.33,-0.67,colorado
Jordyn Tyson,FR,WR,9,3,-4,-1.33,0,0.33,-0.44,colorado
J.T. Shrout,SO,QB,9,30,-15,-0.50,1,3.33,-1.67,colorado
Avery Morrow,JR,RB,12,173,834,4.82,4,14.42,69.50,colorado_state
A'Jon Vivens,SR,RB,5,39,104,2.67,0,7.80,20.80,colorado_state
David Bailey,SR,RB,3,20,61,3.05,0,6.67,20.33,colorado_state
Jaylen Thomas,JR,RB,11,18,46,2.56,0,1.64,4.18,colorado_state
Keegan Holles,FR,RB,9,10,38,3.80,0,1.11,4.22,colorado_state
Jackson Stratton,FR,QB,4,1,18,18.00,0,0.25,4.50,colorado_state
Louis Brown,FR,WR,10,2,10,5.00,0,0.20,1.00,colorado_state
Brayden Fowler-Nicolosi,FR,QB,3,5,6,1.20,0,1.67,2.00,colorado_state
Tory Horton,JR,WR,12,2,6,3.00,0,0.17,0.50,colorado_state
Peter Montini,JR,TE,10,4,4,1.00,0,0.40,0.40,colorado_state
Tanner Arkin,FR,TE,12,1,1,1.00,0,0.08,0.08,colorado_state
David Aggrey,SR,RB,6,1,-1,-1.00,0,0.17,-0.17,colorado_state
Ty McCullouch,SR,WR,4,1,-1,-1.00,0,0.25,-0.25,colorado_state
Giles Pooler,FR,QB,2,5,-14,-2.80,0,2.50,-7.00,colorado_state
Clay Millen,FR,QB,10,100,-28,-0.28,0,10.00,-2.80,colorado_state
Victor Rosa,FR,RB,12,140,636,4.54,11,11.67,53.00,connecticut
Devontae Houston,SO,RB,10,84,578,6.88,3,8.40,57.80,connecticut
Nathan Carter,SO,RB,5,65,405,6.23,1,13.00,81.00,connecticut
Robert Burns,SR,FB,13,74,374,5.05,2,5.69,28.77,connecticut
Zion Turner,FR,QB,13,90,262,2.91,1,6.92,20.15,connecticut
Cale Millen,SO,QB,12,17,100,5.88,1,1.42,8.33,connecticut
Brian Brewton,SO,RB,5,20,85,4.25,0,4.00,17.00,connecticut
Aaron Turner,SO,WR,13,14,53,3.79,0,1.08,4.08,connecticut
Justin Joly,FR,TE,12,1,12,12.00,0,0.08,1.00,connecticut
Ta'Quan Roberson,SO,QB,1,3,8,2.67,1,3.00,8.00,connecticut
Dajon Harrison,FR,WR,12,4,4,1.00,0,0.33,0.33,connecticut
Camryn Edwards,FR,RB,1,1,2,2.00,0,1.00,2.00,connecticut
Riley Leonard,SO,QB,13,124,699,5.64,13,9.54,53.77,duke
Jordan Waters,JR,RB,13,123,566,4.60,8,9.46,43.54,duke
Jaquez Moore,SO,RB,11,79,508,6.43,5,7.18,46.18,duke
Jaylen Coleman,JR,RB,9,102,480,4.71,4,11.33,53.33,duke
Terry Moore,FR,RB,8,29,128,4.41,0,3.63,16.00,duke
Jordan Moore,SO,QB,13,4,33,8.25,0,0.31,2.54,duke
Eric Weatherly,FR,RB,1,2,16,8.00,1,2.00,16.00,duke
RaShawn Allen,SR,RB,8,3,9,3.00,0,0.38,1.13,duke
Henry Belin IV,FR,QB,1,3,-16,-5.33,0,3.00,-16.00,duke
Keaton Mitchell,SO,RB,12,201,1452,7.22,14,16.75,121.00,east_carolina
Marlon Gunn Jr.,FR,RB,11,68,344,5.06,0,6.18,31.27,east_carolina
