name,team_name,season,g,g_diff,passing_rating,pass_rating_perc,other_qbs,attempts_per_game,playing_time_ratio,team_win_pct,team_win_pct_change,depth_chart_position,passing_rating_yoy_change,passing_att_yoy_change,passing_yards_yoy_change,passing_td_yoy_change,transfer,offense_plays,offense_total_yards,offense_yards/play,offense_yards/g,offense_plays_yoy_change,offense_total_yards_yoy_change,offense_yards/play_yoy_change,offense_yards/g_yoy_change,transferred_next_year
Alberto Mendoza,indiana,2024,1,0.0,150.4,0.33,2,1.0,0.01,1.0,0.04,3.0,0.03,-0.5,-0.49,-0.43,0,3,3,1.0,3.0,-0.51,-0.48,0.03,0.05,0
Alec Morris,north_texas,2016,6,0.0,116.36,1.0,2,30.83,0.41,0.38,0.0,2.0,-999.0,-999.0,-999.0,-999.0,0,202,1114,5.51,185.7,-999.0,-999.0,-999.0,-999.0,0
Alex Delton,kansas_state,2016,4,0.0,65.4,0.33,2,1.5,0.02,0.69,-0.03,3.0,-999.0,-999.0,-999.0,-999.0,0,30,127,4.23,31.8,-999.0,-999.0,-999.0,-999.0,0
Alex Delton,kansas_state,2017,8,4.0,127.54,0.33,2,10.62,0.32,0.62,-0.11,2.0,0.95,13.17,56.91,1.0,0,185,1137,6.15,142.1,5.17,7.95,0.45,3.47,0
Alex Delton,kansas_state,2018,7,-1.0,116.42,0.5,1,11.43,0.28,0.42,-0.32,2.0,-0.09,-0.06,-0.13,-0.33,1,165,788,4.78,112.6,-0.11,-0.31,-0.22,-0.21,1
Alex Delton,tcu,2019,6,-1.0,103.42,0.33,2,8.33,0.13,0.42,0.0,2.0,-0.11,-0.38,-0.43,-1.0,0,67,418,6.24,69.7,-0.59,-0.47,0.31,-0.38,0
Alex Flinn,east_carolina,2023,12,0.0,98.5,1.0,2,24.17,0.75,0.17,0.0,1.0,0.02,0.13,0.16,0.45,0,386,1746,4.52,145.5,0.13,0.09,0.01,0.07,0
Alex Hornibrook,wisconsin,2016,13,0.0,125.8,0.5,1,13.92,0.56,0.79,0.0,1.0,-999.0,-999.0,-999.0,-999.0,0,204,1181,5.79,90.8,-999.0,-999.0,-999.0,-999.0,0
Alex Hornibrook,wisconsin,2017,14,1.0,148.61,0.5,1,22.71,0.98,0.93,0.18,1.0,0.18,0.76,1.1,1.78,0,347,2543,7.33,181.6,0.7,1.15,0.27,1.0,0
Alex Hornibrook,wisconsin,2018,9,-5.0,132.48,0.67,2,22.78,0.69,0.62,-0.34,1.0,-0.11,-0.36,-0.42,-0.48,1,225,1471,6.54,163.4,-0.35,-0.42,-0.11,-0.1,1
Alex Hornibrook,florida_state,2019,5,-4.0,152.4,1.0,2,24.4,0.29,0.46,-0.5,2.0,0.15,-0.4,-0.36,-0.46,0,151,915,6.06,183.0,-0.33,-0.38,-0.07,0.12,0
Alex Malzone,miami_ohio,2018,3,0.0,0.0,0.5,1,1.33,0.01,0.5,-0.07,2.0,-0.0,0.31,0.33,0.49,0,4,0,0.0,0.0,0.25,0.27,0.01,0.06,0
Alex McGough,florida_international,2016,9,0.0,121.24,0.67,2,31.78,0.7,0.33,0.0,1.0,-999.0,-999.0,-999.0,-999.0,0,331,2008,6.07,223.1,-999.0,-999.0,-999.0,-999.0,0
Alex McGough,florida_international,2017,13,4.0,142.85,1.0,1,27.31,0.9,0.62,0.85,1.0,0.18,0.24,0.48,0.31,0,433,3029,7.0,233.0,0.31,0.51,0.15,0.04,0
Alex Mussat,western_michigan,2017,3,0.0,142.0,0.67,2,0.33,0.0,0.5,0.0,3.0,-0.01,0.14,0.17,0.04,0,1,5,5.0,1.7,0.13,0.17,0.01,0.08,0
Alex Mussat,western_michigan,2018,2,-1.0,0.0,0.33,3,1.5,0.01,0.54,0.08,3.0,-1.0,2.0,-1.0,0.49,0,4,0,0.0,0.0,3.0,-1.0,-1.0,-1.0,0
Alex Orji,michigan,2022,3,0.0,142.0,0.57,6,0.33,0.0,0.93,0.0,5.0,-0.03,0.29,0.26,0.29,0,7,42,6.0,14.0,0.2,0.21,-0.04,0.11,0
Alex Orji,michigan,2023,6,3.0,127.31,0.67,4,12.38,0.2,1.0,0.08,2.0,0.02,0.13,0.16,0.45,0,15,86,5.73,14.3,1.14,1.05,-0.04,0.02,0
Alex Orji,michigan,2024,6,0.0,100.77,0.33,2,7.17,0.32,0.67,-0.33,2.0,0.03,-0.5,-0.49,-0.43,0,78,272,3.49,45.3,4.2,2.16,-0.39,2.17,0
Alex Padilla,iowa,2020,2,0.0,100.4,0.5,1,1.0,0.01,0.75,-0.07,2.0,-0.01,0.0,-0.02,-0.12,0,4,19,4.75,9.5,0.0,-0.1,-0.06,0.09,0
Alex Padilla,iowa,2021,9,7.0,99.13,0.33,2,12.44,0.28,0.71,-0.05,2.0,-0.01,55.0,52.0,1.0,0,129,611,4.74,67.9,31.25,31.16,-0.0,6.15,0
Alex Padilla,iowa,2022,2,-7.0,81.01,0.33,2,21.5,0.12,0.62,-0.14,2.0,-0.18,-0.62,-0.73,-0.5,1,52,138,2.65,69.0,-0.6,-0.77,-0.44,0.02,1
Alex Padilla,smu,2023,4,2.0,142.23,0.75,3,1.75,0.02,0.79,0.0,3.0,0.76,-0.84,-0.66,-1.0,0,7,59,8.43,14.8,-0.87,-0.57,2.18,-0.79,0
Alex Ramart,akron,2018,6,0.0,16.95,0.5,1,5.33,0.09,0.33,0.0,2.0,-0.0,0.31,0.33,0.49,0,38,50,1.32,8.3,0.25,0.27,0.01,0.06,0
Alex Thomson,marshall,2018,4,0.0,106.0,0.5,1,25.0,0.23,0.69,0.0,2.0,-0.0,0.31,0.33,0.49,0,135,556,4.12,139.0,0.25,0.27,0.01,0.06,0
Alex Thomson,marshall,2019,3,-1.0,240.36,1.0,3,3.0,0.03,0.62,-0.11,2.0,1.27,-0.91,-0.76,-0.8,0,16,145,9.06,48.3,-0.88,-0.74,1.2,-0.65,0
Allan Walters,vanderbilt,2019,3,0.0,33.6,0.25,3,3.0,0.02,0.25,0.5,4.0,0.0,0.38,0.32,0.33,0,9,36,4.0,12.0,0.32,0.27,0.01,0.15,0
Alonza Barnett III,james_madison,2022,2,0.0,217.6,1.0,2,0.5,0.0,0.73,0.0,3.0,-0.03,0.29,0.26,0.29,0,5,29,5.8,14.5,0.2,0.21,-0.04,0.11,0
Alonza Barnett III,james_madison,2023,2,0.0,20.55,0.25,3,5.5,0.03,0.85,0.16,2.0,-0.91,10.0,0.07,0.45,0,16,44,2.75,22.0,2.2,0.52,-0.53,0.52,0
Alonza Barnett III,james_madison,2024,6,4.0,154.32,1.0,2,29.5,0.99,0.83,-0.02,1.0,6.51,15.09,97.13,1.0,0,238,1781,7.48,296.8,13.88,39.48,1.72,12.49,0
Amari Jones,florida_international,2024,3,0.0,175.6,1.0,1,0.33,0.01,0.33,-0.46,2.0,0.03,-0.5,-0.49,-0.43,0,3,15,5.0,5.0,-0.51,-0.48,0.03,0.05,0
Andre Nunez,louisiana-lafayette,2017,4,0.0,137.35,0.8,4,24.75,0.27,0.42,0.0,2.0,-0.01,0.14,0.17,0.04,0,134,786,5.87,196.5,0.13,0.17,0.01,0.08,0
Andre Nunez,louisiana-lafayette,2018,14,10.0,144.55,0.5,1,20.5,0.83,0.5,0.2,1.0,0.05,1.9,1.9,4.0,0,343,2257,6.58,161.2,1.56,1.87,0.12,-0.18,0
Andrew Brito,massachusetts,2019,10,0.0,102.25,0.5,3,17.0,0.43,0.08,-0.67,1.0,0.0,0.38,0.32,0.33,0,204,744,3.65,74.4,0.32,0.27,0.01,0.15,0
Andrew Brito,massachusetts,2020,3,-7.0,58.0,0.25,3,0.33,0.01,0.0,-1.0,4.0,-0.43,-0.99,-1.01,-1.0,1,1,-5,-5.0,-1.7,-1.0,-1.01,-2.37,-1.02,1
Andrew Brito,ucf,2021,3,0.0,247.0,1.0,4,0.67,0.01,0.69,0.0,4.0,3.26,1.0,-8.0,1.0,0,5,41,8.2,13.7,4.0,-9.2,-2.64,-9.06,0
Andrew Bunch,nebraska,2018,5,0.0,128.69,0.67,2,9.4,0.12,0.33,0.33,2.0,-0.0,0.31,0.33,0.49,0,63,360,5.71,72.0,0.25,0.27,0.01,0.06,0
Andrew Bunch,nebraska,2019,2,-3.0,34.87,0.25,3,3.0,0.02,0.42,0.25,4.0,-0.73,-0.87,-0.96,-1.0,0,8,12,1.5,6.0,-0.87,-0.97,-0.74,-0.92,0
Andrew Ford,massachusetts,2016,11,0.0,137.99,1.0,2,33.18,0.84,0.17,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0,410,2569,6.27,233.5,-999.0,-999.0,-999.0,-999.0,0
Andrew Ford,massachusetts,2017,11,0.0,151.05,1.0,3,32.09,0.8,0.33,1.0,1.0,0.09,-0.03,0.1,-0.15,0,413,2787,6.75,253.4,0.01,0.08,0.08,0.09,0
Andrew Ford,massachusetts,2018,7,-4.0,140.93,0.33,2,25.29,0.43,0.33,0.0,2.0,-0.07,-0.5,-0.53,-0.59,0,196,1302,6.64,186.0,-0.53,-0.53,-0.02,-0.27,0
Andrew Haidet,northern_illinois,2020,4,0.0,166.6,0.67,3,1.5,0.03,0.0,-0.07,2.0,-0.01,0.0,-0.02,-0.12,0,9,47,5.22,11.8,0.0,-0.1,-0.06,0.09,0
Andrew Marty,northwestern,2019,5,0.0,132.73,1.0,4,4.4,0.07,0.25,0.0,3.0,0.0,0.38,0.32,0.33,0,74,351,4.74,70.2,0.32,0.27,0.01,0.15,0
Andrew Marty,northwestern,2020,4,-1.0,127.31,0.67,1,12.38,0.2,0.78,2.11,2.0,-0.01,0.0,-0.02,-0.12,0,5,24,4.8,6.0,-0.93,-0.93,0.01,-0.91,0
Andrew Marty,northwestern,2021,7,3.0,121.08,1.0,3,15.71,0.3,0.25,-0.68,2.0,0.02,0.7,0.94,1.0,0,161,808,5.02,115.4,31.2,32.67,0.05,18.23,0
Andrew Peasley,utah_state,2018,3,0.0,57.45,0.33,2,2.67,0.02,0.85,0.0,3.0,-0.0,0.31,0.33,0.49,0,15,95,6.33,31.7,0.25,0.27,0.01,0.06,0
Andrew Peasley,utah_state,2019,1,-2.0,121.0,0.33,2,2.0,0.0,0.54,-0.36,3.0,1.11,-0.75,-0.74,0.33,0,5,88,17.6,88.0,-0.67,-0.07,1.78,1.78,0
Andrew Peasley,utah_state,2020,5,4.0,111.65,1.0,1,13.8,0.41,0.17,-0.69,2.0,-0.08,33.5,77.2,1.0,0,91,586,6.44,117.2,17.2,5.66,-0.63,0.33,0
Andrew Peasley,utah_state,2021,10,5.0,134.82,0.33,2,5.1,0.1,0.79,3.71,2.0,0.21,-0.26,0.06,-0.25,1,76,576,7.58,57.6,-0.16,-0.02,0.18,-0.51,1
Andrew Peasley,wyoming,2022,12,2.0,105.89,1.0,1,22.92,0.9,0.54,0.0,1.0,-0.21,4.39,2.79,2.33,0,356,1913,5.37,159.4,3.68,2.32,-0.29,1.77,0
Andrew Peasley,wyoming,2023,12,0.0,146.33,1.0,2,22.17,0.88,0.69,0.29,1.0,0.38,-0.03,0.26,1.0,0,376,2410,6.41,200.8,0.06,0.26,0.19,0.26,0
Andrew Schorfhaar,michigan_state,2023,2,0.0,87.4,0.25,3,1.0,0.01,0.33,-0.33,4.0,0.02,0.13,0.16,0.45,0,3,-10,-3.33,-5.0,0.13,0.09,0.01,0.07,0
Andy Maddox,michigan,2022,1,0.0,133.6,0.29,6,1.0,0.0,0.93,0.39,5.0,-0.03,0.29,0.26,0.29,0,1,4,4.0,4.0,0.2,0.21,-0.04,0.11,0
Andy Peters,boise_state,2020,1,0.0,77.3,0.25,3,8.0,0.04,0.71,-0.07,4.0,-0.01,0.0,-0.02,-0.12,0,9,27,3.0,27.0,0.0,-0.1,-0.06,0.09,0
Anthony Brown,boston_college,2017,10,0.0,103.53,0.5,1,25.8,0.72,0.54,0.0,1.0,-0.01,0.14,0.17,0.04,0,300,1577,5.26,157.7,0.13,0.17,0.01,0.08,0
Anthony Brown,boston_college,2018,12,2.0,134.79,0.33,2,23.75,0.86,0.58,0.08,1.0,0.3,0.1,0.55,0.82,0,339,2206,6.51,183.8,0.13,0.4,0.24,0.17,0
Anthony Brown,boston_college,2019,6,-6.0,154.52,1.0,2,22.83,0.46,0.46,-0.21,2.0,0.15,-0.52,-0.41,-0.55,1,170,1378,8.11,229.7,-0.5,-0.38,0.25,0.25,1
Anthony Brown,oregon,2020,2,-4.0,153.81,0.5,1,11.5,0.12,0.57,-0.07,2.0,-0.0,-0.83,-0.87,-0.78,0,30,204,6.8,102.0,-0.82,-0.85,-0.16,-0.56,0
Anthony Brown,oregon,2021,14,12.0,140.12,1.0,2,27.86,0.96,0.71,0.25,1.0,-0.09,15.96,17.23,8.0,0,541,3647,6.74,260.5,17.03,16.88,-0.01,1.55,0
Anthony Colandrea,virginia,2023,8,0.0,139.58,0.75,3,30.75,0.62,0.25,0.0,1.0,0.02,0.13,0.16,0.45,0,319,2183,6.84,272.9,0.13,0.09,0.01,0.07,0
Anthony Colandrea,virginia,2024,5,-3.0,147.07,1.0,2,29.8,0.96,0.8,2.2,1.0,0.05,-0.39,-0.38,-0.38,0,198,1369,6.91,273.8,-0.38,-0.37,0.01,0.0,0
Anthony Gordon,washington_state,2018,3,0.0,48.56,0.33,2,1.67,0.01,0.85,0.0,3.0,-0.0,0.31,0.33,0.49,0,5,17,3.4,5.7,0.25,0.27,0.01,0.06,0
Anthony Gordon,washington_state,2019,13,10.0,158.38,0.67,2,52.85,0.97,0.46,-0.45,1.0,2.26,136.4,327.18,1.0,0,738,5559,7.53,427.6,146.6,326.0,1.21,74.02,0
Anthony Jennings,louisiana-lafayette,2016,13,0.0,119.58,1.0,3,24.85,0.95,0.46,-0.08,1.0,-999.0,-999.0,-999.0,-999.0,0,467,2519,5.39,193.8,-999.0,-999.0,-999.0,-999.0,0
Anthony Maddie,northern_illinois,2016,7,0.0,127.59,0.75,3,25.0,0.44,0.42,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0,257,1771,6.89,253.0,-999.0,-999.0,-999.0,-999.0,0
Anthony Richardson,florida,2020,5,0.0,228.4,1.0,2,0.4,0.0,0.67,0.11,3.0,-0.01,0.0,-0.02,-0.12,0,9,88,9.78,17.6,0.0,-0.1,-0.06,0.09,0
Anthony Richardson,florida,2021,8,3.0,144.12,1.0,1,8.0,0.16,0.46,-0.31,2.0,-0.37,31.0,18.59,5.0,0,115,930,8.09,116.3,11.78,9.57,-0.17,5.61,0
Anthony Richardson,florida,2022,12,4.0,130.96,0.67,2,27.25,0.9,0.46,0.0,1.0,-0.09,4.11,3.82,1.83,0,430,3203,7.45,266.9,2.74,2.44,-0.08,1.29,0
Anthony Russo,temple,2018,13,0.0,125.06,0.33,2,26.54,0.79,0.62,0.0,1.0,-0.0,0.31,0.33,0.49,0,388,2626,6.77,202.0,0.25,0.27,0.01,0.06,0
Anthony Russo,temple,2019,13,0.0,126.88,0.5,2,32.23,0.89,0.62,0.0,1.0,0.01,0.21,0.12,0.5,0,454,2797,6.16,215.2,0.17,0.07,-0.09,0.07,0
Anthony Russo,temple,2020,4,-9.0,134.96,0.8,4,33.75,0.57,0.14,-0.77,1.0,0.06,-0.68,-0.7,-0.57,1,157,889,5.66,222.3,-0.65,-0.68,-0.08,0.03,1
Anthony Russo,michigan_state,2021,2,-2.0,117.92,0.5,1,4.5,0.02,0.85,1.54,2.0,-0.13,-0.93,-0.95,-1.0,0,12,53,4.42,26.5,-0.92,-0.94,-0.22,-0.88,0
Anthony Thompson,northern_illinois,2017,1,0.0,127.31,0.67,3,12.38,0.2,0.62,0.48,2.0,-0.01,0.14,0.17,0.04,0,1,1,1.0,1.0,0.13,0.17,0.01,0.08,0
Anthony Thompson,northern_illinois,2018,2,1.0,58.0,0.5,1,0.5,0.0,0.57,-0.07,2.0,-0.0,0.31,0.33,0.49,0,3,1,0.33,0.5,2.0,0.0,-0.67,-0.5,0
Anthony Thompson,northern_illinois,2019,2,0.0,127.31,0.67,2,12.38,0.2,0.42,-0.27,2.0,0.0,0.38,0.32,0.33,0,1,3,3.0,1.5,-0.67,2.0,8.09,2.0,0
Anu Solomon,arizona,2016,5,0.0,119.32,0.75,3,12.8,0.22,0.25,0.0,2.0,-999.0,-999.0,-999.0,-999.0,1,89,413,4.64,82.6,-999.0,-999.0,-999.0,-999.0,1
Anu Solomon,baylor,2017,2,-3.0,121.31,0.67,2,27.5,0.12,0.08,0.0,3.0,0.02,-0.14,-0.14,3.0,0,71,505,7.11,252.5,-0.2,0.22,0.53,2.06,0
Arch Manning,texas,2023,2,0.0,90.4,0.33,2,2.5,0.01,0.86,0.0,3.0,0.02,0.13,0.16,0.45,0,8,37,4.63,18.5,0.13,0.09,0.01,0.07,0
Arch Manning,texas,2024,4,2.0,200.49,1.0,2,19.5,0.48,1.0,0.17,2.0,1.22,14.6,29.03,1.0,0,91,983,10.8,245.8,10.38,25.57,1.33,12.29,0
Ari Patu,stanford,2021,2,0.0,83.33,0.4,4,8.0,0.04,0.25,0.0,3.0,0.02,0.7,0.94,1.0,0,19,79,4.16,39.5,0.64,0.78,0.01,0.06,0
Ari Patu,stanford,2022,4,2.0,200.66,1.0,2,2.25,0.02,0.25,0.0,2.0,1.41,-0.44,0.35,1.0,0,12,73,6.08,18.3,-0.37,-0.08,0.46,-0.54,0
Ari Patu,stanford,2023,2,-2.0,101.8,0.75,3,3.0,0.01,0.25,0.0,3.0,-0.49,-0.33,-0.43,-1.0,0,10,74,7.4,37.0,-0.17,0.01,0.22,1.02,0
Arion Worthman,air_force,2016,8,0.0,200.15,1.0,1,4.88,0.27,0.77,0.0,2.0,-999.0,-999.0,-999.0,-999.0,0,169,1220,7.22,152.5,-999.0,-999.0,-999.0,-999.0,0
Arion Worthman,air_force,2017,10,2.0,157.24,1.0,2,10.9,0.78,0.42,-0.46,1.0,-0.21,1.79,1.01,1.5,0,326,1921,5.89,192.1,0.93,0.57,-0.18,0.26,0
Arion Worthman,air_force,2018,4,-6.0,77.93,0.33,2,4.0,0.1,0.42,0.0,3.0,-0.5,-0.85,-0.93,-1.0,0,45,165,3.67,41.3,-0.86,-0.91,-0.38,-0.79,0
Armani Rogers,unlv,2017,10,0.0,122.95,0.67,2,18.9,0.64,0.42,0.0,1.0,-0.01,0.14,0.17,0.04,0,335,2251,6.72,225.1,0.13,0.17,0.01,0.08,0
Armani Rogers,unlv,2018,6,-4.0,108.96,0.67,2,19.5,0.34,0.33,-0.2,2.0,-0.11,-0.38,-0.59,0.67,0,210,1166,5.55,194.3,-0.37,-0.48,-0.17,-0.14,0
Armani Rogers,unlv,2019,5,-1.0,94.46,0.5,1,15.8,0.2,0.33,0.0,2.0,-0.13,-0.32,-0.35,-0.8,1,129,597,4.63,119.4,-0.39,-0.49,-0.17,-0.39,1
Armani Rogers,ohio,2020,3,-2.0,137.03,0.67,2,3.0,0.17,0.67,-0.07,2.0,0.45,-0.89,-0.88,-0.5,0,28,162,5.79,54.0,-0.78,-0.73,0.25,-0.55,0
Armani Rogers,ohio,2021,12,9.0,115.1,0.5,1,4.08,0.16,0.25,-0.62,2.0,-0.16,4.44,6.29,-1.0,0,141,902,6.4,75.2,4.04,4.57,0.11,0.39,0
Artur Sitkowski,rutgers,2018,11,0.0,76.35,0.5,1,24.82,0.79,0.08,-0.9,1.0,-0.0,0.31,0.33,0.49,0,295,1092,3.7,99.3,0.25,0.27,0.01,0.06,0
Artur Sitkowski,rutgers,2019,3,-8.0,116.68,0.5,3,22.67,0.25,0.17,1.0,2.0,0.53,-0.75,-0.63,-0.75,0,76,422,5.55,140.7,-0.74,-0.61,0.5,0.42,0
Artur Sitkowski,rutgers,2020,4,1.0,122.46,0.67,2,20.25,0.26,0.33,1.0,2.0,0.05,0.19,0.03,2.0,1,95,446,4.69,111.5,0.25,0.06,-0.15,-0.21,1
Artur Sitkowski,illinois,2021,5,1.0,100.64,0.5,1,29.6,0.47,0.42,0.25,2.0,-0.18,0.83,0.59,1.0,0,174,735,4.22,147.0,0.83,0.65,-0.1,0.32,0
Artur Sitkowski,illinois,2022,3,-2.0,98.61,0.5,1,8.33,0.06,0.62,0.48,2.0,-0.02,-0.83,-0.85,-1.0,0,30,121,4.03,40.3,-0.83,-0.84,-0.05,-0.73,0
Asher O'Hara,middle_tennessee,2018,2,0.0,82.88,0.67,2,10.0,0.04,0.57,0.0,2.0,-0.0,0.31,0.33,0.49,0,43,199,4.63,99.5,0.25,0.27,0.01,0.06,0
Asher O'Hara,middle_tennessee,2019,12,10.0,143.21,1.0,2,27.92,0.91,0.33,-0.42,1.0,0.73,15.75,21.95,1.0,0,534,3674,6.88,306.2,11.42,17.46,0.49,2.08,0
Asher O'Hara,middle_tennessee,2020,9,-3.0,132.03,0.67,2,32.0,0.93,0.33,0.0,1.0,-0.08,-0.14,-0.25,-0.4,0,463,2561,5.53,284.6,-0.13,-0.3,-0.2,-0.07,0
Ashton Cook,iowa_state,2022,1,0.0,167.2,1.0,2,4.0,0.01,0.33,0.0,3.0,-0.03,0.29,0.26,0.29,0,4,32,8.0,32.0,0.2,0.21,-0.04,0.11,0
Ashton Daniels,stanford,2022,10,0.0,137.93,0.67,2,0.6,0.01,0.25,0.0,3.0,-0.03,0.29,0.26,0.29,0,31,195,6.29,19.5,0.2,0.21,-0.04,0.11,0
Ashton Daniels,stanford,2023,12,2.0,123.1,1.0,3,27.08,0.77,0.25,0.0,1.0,-0.11,53.17,56.62,1.0,0,434,2536,5.84,211.3,13.0,12.01,-0.07,9.84,0
Ashton Daniels,stanford,2024,4,-8.0,109.28,0.67,2,28.75,0.74,0.4,0.6,1.0,-0.11,-0.65,-0.72,-0.55,0,165,883,5.35,220.8,-0.62,-0.65,-0.08,0.04,0
Ashton Frye,jacksonville_state,2023,5,0.0,84.4,0.33,4,2.2,0.03,0.69,0.0,3.0,0.02,0.13,0.16,0.45,0,21,82,3.9,16.4,0.13,0.09,0.01,0.07,0
Athan Kaliakmanis,minnesota,2022,11,0.0,127.35,0.67,2,10.09,0.4,0.69,0.0,2.0,-0.03,0.29,0.26,0.29,0,145,1086,7.49,98.7,0.2,0.21,-0.04,0.11,0
Athan Kaliakmanis,minnesota,2023,12,1.0,115.17,1.0,1,24.5,0.95,0.46,-0.33,1.0,-0.1,1.65,0.94,3.67,1,368,1932,5.25,161.0,1.54,0.78,-0.3,0.63,1
Athan Kaliakmanis,rutgers,2024,5,-7.0,130.79,1.0,1,26.6,1.0,0.8,1.4,1.0,0.14,-0.55,-0.48,-0.43,0,162,1002,6.19,200.4,-0.56,-0.48,0.18,0.24,0
Austin Allen,arkansas,2016,13,0.0,146.04,1.0,1,30.85,0.99,0.54,0.0,1.0,-999.0,-999.0,-999.0,-999.0,0,466,3304,7.09,254.2,-999.0,-999.0,-999.0,-999.0,0
Austin Allen,arkansas,2017,8,-5.0,132.55,1.0,2,23.38,0.55,0.33,-0.38,1.0,-0.09,-0.53,-0.58,-0.6,1,224,1407,6.28,175.9,-0.52,-0.57,-0.11,-0.31,1
Austin Apodaca,new_mexico,2016,10,0.0,122.89,0.33,2,9.8,0.55,0.69,0.0,1.0,-999.0,-999.0,-999.0,-999.0,0,129,835,6.47,83.5,-999.0,-999.0,-999.0,-999.0,0
Austin Appleby,florida,2016,9,0.0,128.01,1.0,1,23.22,0.51,0.69,0.5,1.0,-999.0,-999.0,-999.0,-999.0,0,250,1402,5.61,155.8,-999.0,-999.0,-999.0,-999.0,0
Austin Aune,north_texas,2019,2,0.0,374.48,1.0,2,2.5,0.01,0.33,-0.13,3.0,0.0,0.38,0.32,0.33,0,5,136,27.2,68.0,0.32,0.27,0.01,0.15,0
Austin Aune,north_texas,2020,8,6.0,148.39,0.67,2,23.12,0.55,0.4,0.2,1.0,-0.6,36.0,11.13,12.0,0,212,1679,7.92,209.9,41.4,11.35,-0.71,2.09,0
Austin Aune,north_texas,2021,13,5.0,111.89,1.0,1,22.69,0.75,0.46,0.15,1.0,-0.25,0.59,0.21,-0.31,0,375,2317,6.18,178.2,0.77,0.38,-0.22,-0.15,0
Austin Aune,north_texas,2022,14,1.0,148.14,0.67,2,29.36,0.96,0.5,0.08,1.0,0.32,0.39,0.78,2.67,0,455,3599,7.91,257.1,0.21,0.55,0.28,0.44,0
Austin Bradley,coastal_carolina,2017,1,0.0,127.31,0.67,5,12.38,0.2,0.25,0.0,2.0,-0.01,0.14,0.17,0.04,0,4,-8,-2.0,-8.0,0.13,0.17,0.01,0.08,0
Austin Burton,ucla,2019,7,0.0,121.82,0.5,1,9.14,0.15,0.33,0.0,2.0,0.0,0.38,0.32,0.33,1,87,465,5.34,66.4,0.32,0.27,0.01,0.15,1
Austin Burton,purdue,2021,7,0.0,124.23,0.5,4,1.0,0.01,0.69,0.21,3.0,0.02,-0.89,-0.88,-1.0,0,20,82,4.1,11.7,-0.77,-0.82,-0.23,-0.82,0
Austin Burton,purdue,2022,6,-1.0,115.78,0.8,4,9.33,0.1,0.57,-0.17,2.0,-0.07,7.0,5.2,1.0,0,74,301,4.07,50.2,2.7,2.67,-0.01,3.29,0
Austin Hergott,central_michigan,2018,3,0.0,69.59,0.25,3,15.0,0.13,0.08,0.0,3.0,-0.0,0.31,0.33,0.49,0,51,121,2.37,40.3,0.25,0.27,0.01,0.06,0
Austin Kendall,oklahoma,2016,2,0.0,157.33,0.5,1,11.0,0.06,0.85,0.0,2.0,-999.0,-999.0,-999.0,-999.0,0,28,151,5.39,75.5,-999.0,-999.0,-999.0,-999.0,0
Austin Kendall,oklahoma,2018,6,4.0,150.28,0.67,2,2.83,0.04,0.86,0.01,2.0,-0.04,-0.23,-0.15,-0.5,1,24,143,5.96,23.8,-0.14,-0.05,0.11,-0.68,1
Austin Kendall,west_virginia,2019,9,3.0,122.92,0.75,3,33.78,0.67,0.42,0.0,1.0,-0.18,16.88,15.3,11.0,0,349,2080,5.96,231.1,13.54,13.55,0.0,8.71,0
Austin Kendall,west_virginia,2020,2,-7.0,136.42,1.0,2,11.5,0.06,0.6,0.44,2.0,0.11,-0.92,-0.92,-0.83,1,25,162,6.48,81.0,-0.93,-0.92,0.09,-0.65,1
Austin Kendall,louisiana_tech,2021,7,5.0,135.94,1.0,2,34.71,0.6,0.25,0.0,1.0,-0.0,9.57,10.43,5.5,0,302,2031,6.73,290.1,11.08,11.54,0.04,2.58,0
Austin Novosad,oregon,2023,3,0.0,121.53,0.33,2,3.67,0.02,0.86,0.2,3.0,0.02,0.13,0.16,0.45,0,11,52,4.73,17.3,0.13,0.09,0.01,0.07,0
Austin Reed,western_kentucky,2022,14,0.0,148.83,0.33,2,43.07,0.97,0.64,0.0,1.0,-0.03,0.29,0.26,0.29,0,694,4968,7.16,354.9,0.2,0.21,-0.04,0.11,0
Austin Reed,western_kentucky,2023,12,-2.0,138.27,0.5,3,39.17,0.87,0.62,-0.04,1.0,-0.07,-0.22,-0.3,-0.22,0,512,3440,6.72,286.7,-0.26,-0.31,-0.06,-0.19,0
Austin Simmons,mississippi,2024,5,0.0,118.13,0.67,2,4.2,0.11,0.83,0.04,2.0,0.03,-0.5,-0.49,-0.43,0,26,151,5.81,30.2,-0.51,-0.48,0.03,0.05,0
Austin Smith,eastern_michigan,2021,1,0.0,234.4,1.0,2,1.0,0.0,0.54,0.0,3.0,0.02,0.7,0.94,1.0,1,1,16,16.0,16.0,0.64,0.78,0.01,0.06,0
Austin Smith,eastern_michigan,2022,9,8.0,121.69,0.5,2,13.22,0.31,0.69,0.29,2.0,-0.48,118.0,47.38,1.0,1,180,1029,5.72,114.3,179.0,63.31,-0.64,6.14,0
Austin Smith,eastern_michigan,2023,12,3.0,112.68,1.0,2,24.83,0.83,0.46,-0.33,1.0,-0.07,1.5,1.29,0.5,0,399,1909,4.78,159.1,1.22,0.86,-0.16,0.39,0
