transfer,name,season,pos,team_name,yr,g,passing_att,passing_comp,passing_pct.,passing_yards,passing_yards/att,passing_td,passing_int,passing_rating,passing_att/g,passing_yards/g,player_id,rushing_att,rushing_yards,rushing_avg.,rushing_td,rushing_att/g,rushing_yards/g
False,Carlos Del Rio-Wilson,2022,QB,syracuse,FR,7,51,22,43.1,342,6.7,1,2,98.1,7.3,48.9,carlos_del_rio-wilson_syracuse,25,43,1.72,0,3.57,6.14
False,Carlos Del Rio-Wilson,2023,QB,syracuse,SO,7,51,26,51.0,282,5.5,3,6,93.3,7.3,40.3,carlos_del_rio-wilson_syracuse,21,105,5.00,1,3.00,15.00
False,Carson Baker,2019,QB,san_diego_state,FR,2,24,19,79.2,172,7.2,1,0,153.12,12.0,86.0,carson_baker_san_diego_state,8,7,0.88,0,4.00,3.50
True,Carson Baker,2020,QB,san_diego_state,SO,6,104,59,56.7,617,5.9,3,3,110.32,17.3,102.8,carson_baker_san_diego_state,25,1,0.04,1,4.17,0.17
False,Carson Beck,2021,QB,georgia,FR,4,23,10,43.5,176,7.7,2,2,119.07,5.8,44.0,carson_beck_georgia,5,15,3.00,0,1.25,3.75
False,Carson Beck,2022,QB,georgia,SO,7,35,26,74.3,310,8.9,4,0,186.41,5.0,44.3,carson_beck_georgia,7,43,6.14,0,1.00,6.14
False,Carson Beck,2023,QB,georgia,JR,14,417,302,72.4,3941,9.5,24,6,167.92,29.8,281.5,carson_beck_georgia,60,116,1.93,4,4.29,8.29
False,Carson Beck,2024,QB,georgia,SR,5,161,106,65.8,1359,8.4,12,3,157.6,32.2,271.8,carson_beck_georgia,22,49,2.23,0,4.40,9.80
False,Carson Strong,2019,QB,nevada,FR,10,374,237,63.4,2335,6.2,11,7,121.78,37.4,233.5,carson_strong_nevada,54,-6,-0.11,0,5.40,-0.60
False,Carson Strong,2020,QB,nevada,SO,9,355,249,70.1,2858,8.1,27,4,160.62,39.4,317.6,carson_strong_nevada,33,-95,-2.88,0,3.67,-10.56
False,Carson Strong,2021,QB,nevada,JR,12,523,366,70.0,4175,8.0,36,8,156.69,43.6,347.9,carson_strong_nevada,51,-208,-4.08,0,4.25,-17.33
False,Carter Bradley,2018,QB,toledo,FR,3,8,4,50.0,54,6.8,0,0,106.7,2.7,18.0,carter_bradley_toledo,4,-10,-2.50,0,1.33,-3.33
False,Carter Bradley,2019,QB,toledo,FR,7,100,46,46.0,502,5.0,1,2,87.47,14.3,71.7,carter_bradley_toledo,25,-7,-0.28,1,3.57,-1.00
False,Carter Bradley,2020,QB,toledo,SO,4,89,55,61.8,849,9.5,9,5,164.06,22.3,212.3,carter_bradley_toledo,18,41,2.28,0,4.50,10.25
True,Carter Bradley,2021,QB,toledo,SO,8,130,77,59.2,972,7.5,4,1,130.65,16.3,121.5,carter_bradley_toledo,23,-25,-1.09,0,2.88,-3.13
False,Carter Bradley,2022,QB,south_alabama,JR,13,426,276,64.8,3334,7.8,28,12,146.59,32.8,256.5,carter_bradley_south_alabama,68,65,0.96,2,5.23,5.00
False,Carter Bradley,2023,QB,south_alabama,SR,11,326,221,67.8,2660,8.2,19,7,151.27,29.6,241.8,carter_bradley_south_alabama,43,-48,-1.12,1,3.91,-4.36
False,Carter Stanley,2016,QB,kansas,FR,9,156,93,59.6,959,6.1,6,6,116.25,17.3,106.6,carter_stanley_kansas,32,124,3.88,0,3.56,13.78
False,Carter Stanley,2017,QB,kansas,SO,9,185,101,54.6,1108,6.0,4,7,104.47,20.6,123.1,carter_stanley_kansas,55,91,1.65,0,6.11,10.11
False,Carter Stanley,2018,QB,kansas,JR,6,47,34,72.3,304,6.5,3,1,143.47,7.8,50.7,carter_stanley_kansas,21,38,1.81,0,3.50,6.33
False,Carter Stanley,2019,QB,kansas,SR,12,371,226,60.9,2664,7.2,24,11,136.66,30.9,222.0,carter_stanley_kansas,71,61,0.86,1,5.92,5.08
False,Casey Marksberry,2017,QB,colorado,FR,1,3,2,66.7,20,6.7,0,0,122.67,3.0,20.0,casey_marksberry_colorado,1,-5,-5.00,0,1.00,-5.00
False,Casey Thompson,2019,QB,texas,FR,5,12,8,66.7,84,7.0,0,0,125.47,2.4,16.8,casey_thompson_texas,10,22,2.20,1,2.00,4.40
False,Casey Thompson,2020,QB,texas,SO,3,17,12,70.6,225,13.2,6,0,298.23,5.7,75.0,casey_thompson_texas,8,31,3.88,0,2.67,10.33
True,Casey Thompson,2021,QB,texas,JR,12,261,165,63.2,2113,8.1,24,9,154.67,21.8,176.1,casey_thompson_texas,55,157,2.85,4,4.58,13.08
True,Casey Thompson,2022,QB,nebraska,JR,10,274,173,63.1,2407,8.8,17,10,150.1,27.4,240.7,casey_thompson_nebraska,56,-21,-0.38,5,5.60,-2.10
False,Casey Thompson,2023,QB,florida_atlantic,SR,3,79,50,63.3,509,6.4,5,5,125.64,26.3,169.7,casey_thompson_florida_atlantic,10,2,0.20,0,3.33,0.67
False,Cephus Johnson,2018,QB,south_alabama,FR,8,19,7,36.8,120,6.3,3,1,131.46,2.4,15.0,cephus_johnson_south_alabama,28,62,2.21,0,3.50,7.75
False,Cephus Johnson,2019,QB,south_alabama,SO,8,161,83,51.6,900,5.6,5,7,100.06,20.1,112.5,cephus_johnson_south_alabama,75,181,2.41,4,9.38,22.63
False,Chad Kelly,2016,QB,mississippi,SR,9,328,205,62.5,2758,8.4,19,8,147.38,36.4,306.4,chad_kelly_mississippi,81,332,4.10,5,9.00,36.89
False,Chad President,2016,QB,tulsa,SO,1,2,1,50.0,9,4.5,0,0,87.8,2.0,9.0,chad_president_tulsa,3,33,11.00,0,3.00,33.00
False,Chad President,2017,QB,tulsa,SO,12,157,83,52.9,921,5.9,3,2,105.9,13.1,76.8,chad_president_tulsa,69,429,6.22,9,5.75,35.75
False,Chad Voytik,2016,QB,arkansas_state,SR,11,57,32,56.1,363,6.4,1,1,111.91,5.2,33.0,chad_voytik_arkansas_state,79,164,2.08,4,7.18,14.91
False,Champ Harris,2023,QB,army,FR,6,35,19,54.3,260,7.4,0,4,93.83,5.8,43.3,champ_harris_army,21,9,0.43,1,3.50,1.50
False,Chance LaChappelle,2018,QB,san_jose_state,FR,2,2,2,100.0,7,3.5,0,0,129.4,1.0,3.5,chance_lachappelle_san_jose_state,8,21,2.63,0,4.00,10.50
True,Chance Lovertich,2020,QB,south_alabama,JR,6,86,47,54.7,619,7.2,5,2,129.65,14.3,103.2,chance_lovertich_south_alabama,19,7,0.37,0,3.17,1.17
False,Chance Lovertich,2021,QB,mississippi_state,SR,2,18,13,72.2,179,9.9,1,0,174.08,9.0,89.5,chance_lovertich_mississippi_state,3,10,3.33,0,1.50,5.00
False,Chance Lovertich,2022,QB,mississippi_state,SR,1,6,6,100.0,36,6.0,1,0,205.4,6.0,36.0,chance_lovertich_mississippi_state,1,-7,-7.00,0,1.00,-7.00
False,Chance Nolan,2020,QB,oregon_state,SO,5,91,46,50.5,537,5.9,6,2,117.48,18.2,107.4,chance_nolan_oregon_state,30,147,4.90,1,6.00,29.40
False,Chance Nolan,2021,QB,oregon_state,SO,13,318,204,64.2,2677,8.4,19,10,148.29,24.5,205.9,chance_nolan_oregon_state,70,286,4.09,3,5.38,22.00
False,Chance Nolan,2022,QB,oregon_state,JR,5,111,66,59.5,939,8.5,7,8,136.92,22.2,187.8,chance_nolan_oregon_state,16,75,4.69,1,3.20,15.00
False,Chance Thrasher,2017,QB,coastal_carolina,SO,3,10,5,50.0,52,5.2,0,2,53.68,3.3,17.3,chance_thrasher_coastal_carolina,4,32,8.00,0,1.33,10.67
False,Chance Thrasher,2018,QB,coastal_carolina,JR,3,2,2,100.0,17,8.5,0,0,171.4,0.7,5.7,chance_thrasher_coastal_carolina,5,10,2.00,0,1.67,3.33
False,Chandler Fields,2019,QB,louisiana-lafayette,FR,4,3,3,100.0,16,5.3,0,0,144.8,0.8,4.0,chandler_fields_louisiana-lafayette,1,4,4.00,0,0.25,1.00
False,Chandler Fields,2020,QB,louisiana-lafayette,FR,2,6,0,0.0,0,0.0,0,0,0.0,3.0,0.0,chandler_fields_louisiana-lafayette,1,-6,-6.00,0,0.50,-3.00
False,Chandler Fields,2021,QB,louisiana-lafayette,FR,8,13,9,69.2,106,8.2,1,0,163.1,1.6,13.3,chandler_fields_louisiana-lafayette,3,14,4.67,0,0.38,1.75
False,Chandler Fields,2022,QB,louisiana-lafayette,SO,8,182,106,58.2,1123,6.2,11,4,125.62,22.8,140.4,chandler_fields_louisiana-lafayette,36,87,2.42,2,4.50,10.88
False,Chandler Fields,2023,QB,louisiana-lafayette,JR,7,143,96,67.1,1069,7.5,7,3,141.88,20.4,152.7,chandler_fields_louisiana-lafayette,29,-18,-0.62,2,4.14,-2.57
False,Chandler Fields,2024,QB,louisiana-lafayette,SR,2,7,6,85.7,63,9.0,0,0,161.31,3.5,31.5,chandler_fields_louisiana-lafayette,2,11,5.50,0,1.00,5.50
True,Chandler Morris,2020,QB,oklahoma,FR,5,5,3,60.0,39,7.8,0,0,125.52,1.0,7.8,chandler_morris_oklahoma,5,44,8.80,2,1.00,8.80
False,Chandler Morris,2021,QB,tcu,FR,4,76,50,65.8,717,9.4,3,0,158.07,19.0,179.3,chandler_morris_tcu,25,83,3.32,1,6.25,20.75
False,Chandler Morris,2022,QB,tcu,FR,4,27,18,66.7,145,5.4,1,0,124.0,6.8,36.3,chandler_morris_tcu,6,24,4.00,0,1.50,6.00
True,Chandler Morris,2023,QB,tcu,SO,7,203,133,65.5,1532,7.5,12,5,143.49,29.0,218.9,chandler_morris_tcu,45,249,5.53,3,6.43,35.57
False,Chandler Morris,2024,QB,north_texas,JR,5,188,123,65.4,1643,8.7,16,6,160.55,37.6,328.6,chandler_morris_north_texas,21,46,2.19,2,4.20,9.20
False,Chandler Rogers,2021,QB,louisiana-monroe,FR,12,179,112,62.6,1311,7.3,9,3,137.33,14.9,109.3,chandler_rogers_louisiana-monroe,139,363,2.61,1,11.58,30.25
True,Chandler Rogers,2022,QB,louisiana-monroe,SO,12,320,216,67.5,2403,7.5,15,7,141.67,26.7,200.3,chandler_rogers_louisiana-monroe,145,353,2.43,5,12.08,29.42
True,Chandler Rogers,2023,QB,north_texas,JR,12,421,262,62.2,3382,8.0,29,5,150.06,35.1,281.8,chandler_rogers_north_texas,109,180,1.65,4,9.08,15.00
False,Chandler Rogers,2024,QB,california,SR,3,8,4,50.0,33,4.1,0,0,84.65,2.7,11.0,chandler_rogers_california,9,42,4.67,1,3.00,14.00
False,Charlie Brewer,2017,QB,baylor,FR,8,204,139,68.1,1562,7.7,11,4,146.33,25.5,195.3,charlie_brewer_baylor,65,166,2.55,0,8.13,20.75
False,Charlie Brewer,2018,QB,baylor,SO,13,390,240,61.5,3019,7.7,19,9,138.02,30.0,232.2,charlie_brewer_baylor,133,375,2.82,7,10.23,28.85
False,Charlie Brewer,2019,QB,baylor,JR,14,389,251,64.5,3161,8.1,21,7,146.99,27.8,225.8,charlie_brewer_baylor,147,344,2.34,11,10.50,24.57
True,Charlie Brewer,2020,QB,baylor,SR,9,321,198,61.7,1958,6.1,14,8,122.33,35.7,217.6,charlie_brewer_baylor,107,154,1.44,4,11.89,17.11
True,Charlie Brewer,2021,QB,utah,SR,3,79,48,60.8,484,6.1,3,3,117.17,26.3,161.3,charlie_brewer_utah,12,16,1.33,0,4.00,5.33
False,Charlie Brewer,2022,QB,liberty,SR,3,13,8,61.5,52,4.0,0,1,79.76,4.3,17.3,charlie_brewer_liberty,7,23,3.29,0,2.33,7.67
False,Chase Brice,2018,QB,clemson,FR,12,51,32,62.7,442,8.7,5,3,156.14,4.3,36.8,chase_brice_clemson,16,93,5.81,0,1.33,7.75
True,Chase Brice,2019,QB,clemson,SO,13,85,50,58.8,581,6.8,4,1,129.41,6.5,44.7,chase_brice_clemson,14,94,6.71,1,1.08,7.23
True,Chase Brice,2020,QB,duke,JR,11,352,193,54.8,2170,6.2,10,15,107.48,32.0,197.3,chase_brice_duke,91,89,0.98,1,8.27,8.09
False,Chase Brice,2021,QB,appalachian_state,SR,14,390,242,62.1,3337,8.6,27,11,151.13,27.9,238.4,chase_brice_appalachian_state,71,161,2.27,3,5.07,11.50
False,Chase Brice,2022,QB,appalachian_state,SR,12,349,219,62.8,2921,8.4,27,6,155.15,29.1,243.4,chase_brice_appalachian_state,71,117,1.65,4,5.92,9.75
False,Chase Cord,2018,QB,boise_state,FR,4,9,6,66.7,67,7.4,1,1,143.65,2.3,16.8,chase_cord_boise_state,8,109,13.63,1,2.00,27.25
False,Chase Cord,2019,QB,boise_state,SO,8,95,57,60.0,670,7.1,9,3,144.19,11.9,83.8,chase_cord_boise_state,25,100,4.00,2,3.13,12.50
False,Chase Cunningham,2018,QB,middle_tennessee,FR,4,1,0,0.0,0,0.0,0,0,0.0,0.3,0.0,chase_cunningham_middle_tennessee,1,0,0.00,0,0.25,0.00
False,Chase Cunningham,2019,QB,middle_tennessee,SO,5,32,17,53.1,221,6.9,2,1,125.52,6.4,44.2,chase_cunningham_middle_tennessee,3,10,3.33,1,0.60,2.00
False,Chase Cunningham,2020,QB,middle_tennessee,JR,3,17,9,52.9,73,4.3,0,2,65.48,5.7,24.3,chase_cunningham_middle_tennessee,2,0,0.00,0,0.67,0.00
False,Chase Cunningham,2021,QB,middle_tennessee,JR,8,176,110,62.5,1318,7.5,16,3,152.0,22.0,164.8,chase_cunningham_middle_tennessee,44,118,2.68,0,5.50,14.75
False,Chase Cunningham,2022,QB,middle_tennessee,SR,12,463,309,66.7,3156,6.8,21,10,134.64,38.6,263.0,chase_cunningham_middle_tennessee,99,52,0.53,6,8.25,4.33
False,Chase Forrest,2017,QB,california,JR,3,10,5,50.0,53,5.3,0,0,94.52,3.3,17.7,chase_forrest_california,2,-4,-2.00,0,0.67,-1.33
False,Chase Forrest,2018,QB,california,SR,1,14,5,35.7,71,5.1,0,2,49.74,14.0,71.0,chase_forrest_california,1,-8,-8.00,0,1.00,-8.00
False,Chase Garbers,2018,QB,california,FR,12,260,159,61.2,1506,5.8,14,10,119.88,21.7,125.5,chase_garbers_california,98,420,4.29,2,8.17,35.00
False,Chase Garbers,2019,QB,california,SO,9,215,131,60.9,1772,8.2,14,3,148.86,23.9,196.9,chase_garbers_california,90,223,2.48,3,10.00,24.78
False,Chase Garbers,2020,QB,california,JR,4,136,85,62.5,771,5.7,6,3,120.27,34.0,192.8,chase_garbers_california,39,75,1.92,2,9.75,18.75
False,Chase Garbers,2021,QB,california,SR,11,348,223,64.1,2525,7.3,16,8,135.6,31.6,229.5,chase_garbers_california,104,461,4.43,4,9.45,41.91
False,Chase Griffin,2020,QB,ucla,FR,4,62,40,64.5,451,7.3,6,2,151.1,15.5,112.8,chase_griffin_ucla,18,40,2.22,0,4.50,10.00
False,Chase Griffin,2023,QB,ucla,SR,3,4,1,25.0,16,4.0,0,0,58.6,1.3,5.3,chase_griffin_ucla,2,3,1.50,0,0.67,1.00
False,Chase Jenkins,2023,QB,rice,FR,5,19,13,68.4,100,5.3,0,1,102.1,3.8,20.0,chase_jenkins_rice,14,82,5.86,1,2.80,16.40
False,Chase Litton,2016,QB,marshall,SO,10,371,231,62.3,2612,7.0,24,9,137.9,37.1,261.2,chase_litton_marshall,34,-133,-3.91,1,3.40,-13.30
False,Chase Litton,2017,QB,marshall,JR,13,443,266,60.0,3115,7.0,25,14,131.42,34.1,239.6,chase_litton_marshall,35,12,0.34,1,2.69,0.92
False,Chase Wolf,2019,QB,wisconsin,FR,3,1,1,100.0,2,2.0,0,0,116.8,0.3,0.7,chase_wolf_wisconsin,1,9,9.00,0,0.33,3.00
False,Chase Wolf,2020,QB,wisconsin,SO,3,8,6,75.0,29,3.6,1,2,96.7,2.7,9.7,chase_wolf_wisconsin,4,15,3.75,0,1.33,5.00
False,Chase Wolf,2021,QB,wisconsin,JR,4,16,8,50.0,124,7.8,1,2,110.73,4.0,31.0,chase_wolf_wisconsin,6,-24,-4.00,0,1.50,-6.00
False,Chase Wolf,2022,QB,wisconsin,SR,3,32,18,56.3,137,4.3,1,1,96.27,10.7,45.7,chase_wolf_wisconsin,4,-9,-2.25,0,1.33,-3.00
False,Chason Virgil,2016,QB,fresno_state,FR,10,322,166,51.6,2021,6.3,13,10,111.38,32.2,202.1,chason_virgil_fresno_state,77,122,1.58,2,7.70,12.20
False,Chason Virgil,2017,QB,fresno_state,SO,12,83,48,57.8,524,6.3,3,2,117.97,6.9,43.7,chason_virgil_fresno_state,5,6,1.20,0,0.42,0.50
False,Chayce Crouch,2016,QB,illinois,SO,4,32,18,56.3,249,7.8,1,1,125.67,8.0,62.3,chayce_crouch_illinois,29,176,6.07,2,7.25,44.00
False,Chazz Surratt,2017,QB,north_carolina,FR,9,183,107,58.5,1342,7.3,8,3,131.22,20.3,149.1,chazz_surratt_north_carolina,85,210,2.47,5,9.44,23.33
False,Chazz Surratt,2018,QB,north_carolina,SO,1,10,4,40.0,10,1.0,0,3,-11.6,10.0,10.0,chazz_surratt_north_carolina,9,69,7.67,1,9.00,69.00
False,Chevan Cordeiro,2018,QB,hawai'i,FR,4,49,30,61.2,384,7.8,6,2,159.3,12.3,96.0,chevan_cordeiro_hawai'i,23,46,2.00,0,5.75,11.50
False,Chevan Cordeiro,2019,QB,hawai'i,FR,12,120,69,57.5,907,7.6,8,3,137.99,10.0,75.6,chevan_cordeiro_hawai'i,40,212,5.30,3,3.33,17.67
False,Chevan Cordeiro,2020,QB,hawai'i,SO,9,313,195,62.3,2083,6.7,14,6,129.13,34.8,231.4,chevan_cordeiro_hawai'i,116,483,4.16,7,12.89,53.67
True,Chevan Cordeiro,2021,QB,hawai'i,JR,11,353,195,55.2,2793,7.9,17,11,131.36,32.1,253.9,chevan_cordeiro_hawai'i,116,342,2.95,3,10.55,31.09
False,Chevan Cordeiro,2022,QB,san_jose_state,JR,12,427,259,60.7,3251,7.6,23,6,139.58,35.6,270.9,chevan_cordeiro_san_jose_state,138,265,1.92,9,11.50,22.08
False,Chevan Cordeiro,2023,QB,san_jose_state,SR,13,362,223,61.6,2773,7.7,20,4,141.96,27.8,213.3,chevan_cordeiro_san_jose_state,81,272,3.36,3,6.23,20.92
True,Chris Carter,2016,QB,army,SO,9,23,9,39.1,176,7.7,2,1,123.41,2.6,19.6,chris_carter_army,43,263,6.12,2,4.78,29.22
True,Chris Chugunov,2017,QB,west_virginia,SO,5,90,43,47.8,536,6.0,3,2,104.37,18.0,107.2,chris_chugunov_west_virginia,7,-48,-6.86,0,1.40,-9.60
False,Chris Chugunov,2019,QB,ohio_state,SR,10,43,26,60.5,286,6.7,6,0,162.38,4.3,28.6,chris_chugunov_ohio_state,4,-10,-2.50,0,0.40,-1.00
False,Chris Ferguson,2020,QB,liberty,SR,6,37,19,51.4,197,5.3,4,0,131.75,6.2,32.8,chris_ferguson_liberty,4,-18,-4.50,0,0.67,-3.00
False,Chris Katrenick,2018,QB,duke,FR,1,12,5,41.7,54,4.5,1,0,106.97,12.0,54.0,chris_katrenick_duke,2,3,1.50,0,2.00,3.00
False,Chris Katrenick,2019,QB,duke,SO,6,13,3,23.1,49,3.8,1,1,64.74,2.2,8.2,chris_katrenick_duke,13,47,3.62,1,2.17,7.83
False,Chris Katrenick,2020,QB,duke,JR,1,3,2,66.7,40,13.3,0,0,178.67,3.0,40.0,chris_katrenick_duke,3,-6,-2.00,0,3.00,-6.00
False,Chris Laviano,2016,QB,rutgers,JR,7,145,70,48.3,748,5.2,5,2,100.24,20.7,106.9,chris_laviano_rutgers,45,52,1.16,0,6.43,7.43
False,Chris Oladokun,2017,QB,south_florida,FR,2,1,1,100.0,12,12.0,0,0,200.8,0.5,6.0,chris_oladokun_south_florida,1,1,1.00,0,0.50,0.50
False,Chris Oladokun,2018,QB,south_florida,SO,6,44,22,50.0,285,6.5,3,1,122.36,7.3,47.5,chris_oladokun_south_florida,25,19,0.76,0,4.17,3.17
False,Chris Parson,2023,QB,mississippi_state,FR,2,26,11,42.3,103,4.0,0,3,52.51,13.0,51.5,chris_parson_mississippi_state,9,-9,-1.00,0,4.50,-4.50
False,Chris Parson,2024,QB,mississippi_state,FR,2,2,0,0.0,0,0.0,0,0,0.0,1.0,0.0,chris_parson_mississippi_state,5,27,5.40,0,2.50,13.50
False,Chris Reynolds,2018,QB,charlotte,FR,6,154,100,64.9,1173,7.6,6,2,139.18,25.7,195.5,chris_reynolds_charlotte,40,-64,-1.60,1,6.67,-10.67
False,Chris Reynolds,2019,QB,charlotte,SO,13,291,181,62.2,2564,8.8,22,11,153.6,22.4,197.2,chris_reynolds_charlotte,153,767,5.01,6,11.77,59.00
False,Chris Reynolds,2020,QB,charlotte,JR,6,175,96,54.9,1305,7.5,8,2,130.29,29.2,217.5,chris_reynolds_charlotte,50,36,0.72,0,8.33,6.00
False,Chris Reynolds,2021,QB,charlotte,SR,11,337,215,63.8,2684,8.0,26,9,150.82,30.6,244.0,chris_reynolds_charlotte,84,183,2.18,4,7.64,16.64
False,Chris Reynolds,2022,QB,charlotte,SR,10,316,201,63.6,2540,8.0,22,11,147.14,31.6,254.0,chris_reynolds_charlotte,46,-40,-0.87,1,4.60,-4.00
False,Chris Robison,2018,QB,florida_atlantic,FR,12,304,192,63.2,2533,8.3,12,12,138.29,25.3,211.1,chris_robison_florida_atlantic,73,211,2.89,3,6.08,17.58
False,Chris Robison,2019,QB,florida_atlantic,SO,14,471,291,61.8,3701,7.9,28,6,144.86,33.6,264.4,chris_robison_florida_atlantic,84,-60,-0.71,2,6.00,-4.29
False,Christian Alexander,2016,QB,florida_international,FR,4,34,20,58.8,216,6.4,4,0,151.01,8.5,54.0,christian_alexander_florida_international,12,31,2.58,1,3.00,7.75
False,Christian Alexander,2018,QB,florida_international,JR,10,55,36,65.5,427,7.8,1,1,133.04,5.5,42.7,christian_alexander_florida_international,25,181,7.24,2,2.50,18.10
False,Christian Anderson,2019,QB,army,JR,7,23,7,30.4,135,5.9,1,0,94.1,3.3,19.3,christian_anderson_army,67,429,6.40,4,9.57,61.29
False,Christian Anderson,2020,QB,army,JR,7,47,20,42.6,215,4.6,1,4,70.97,6.7,30.7,christian_anderson_army,94,419,4.46,4,13.43,59.86
False,Christian Anderson,2021,QB,army,SR,11,63,31,49.2,713,11.3,5,0,170.46,5.7,64.8,christian_anderson_army,108,625,5.79,8,9.82,56.82
False,Christian Chapman,2016,QB,san_diego_state,SO,14,251,153,61.0,1994,7.9,20,6,149.2,17.9,142.4,christian_chapman_san_diego_state,71,63,0.89,0,5.07,4.50
False,Christian Chapman,2017,QB,san_diego_state,JR,13,243,146,60.1,1873,7.7,13,4,139.2,18.7,144.1,christian_chapman_san_diego_state,72,-31,-0.43,1,5.54,-2.38
False,Christian Chapman,2018,QB,san_diego_state,SR,7,89,51,57.3,782,8.8,4,1,143.69,12.7,111.7,christian_chapman_san_diego_state,22,-14,-0.64,0,3.14,-2.00
False,Christian Veilleux,2021,QB,penn_state,FR,2,26,16,61.5,238,9.2,3,0,176.51,13.0,119.0,christian_veilleux_penn_state,12,35,2.92,0,6.00,17.50
True,Christian Veilleux,2022,QB,penn_state,FR,3,9,7,77.8,44,4.9,0,0,118.85,3.0,14.7,christian_veilleux_penn_state,2,-4,-2.00,0,0.67,-1.33
True,Christian Veilleux,2023,QB,pittsburgh,SO,7,184,94,51.1,1179,6.4,7,8,108.77,26.3,168.4,christian_veilleux_pittsburgh,24,-14,-0.58,0,3.43,-2.00
False,Christian Veilleux,2024,QB,georgia_state,JR,4,158,94,59.5,1073,6.8,8,4,128.18,39.5,268.3,christian_veilleux_georgia_state,8,1,0.13,1,2.00,0.25
False,Christopher Vizzina,2024,QB,clemson,FR,4,18,11,61.1,119,6.6,0,0,116.64,4.5,29.8,christopher_vizzina_clemson,9,38,4.22,1,2.25,9.50
False,Chubba Purdy,2020,QB,florida_state,FR,3,53,27,50.9,219,4.1,2,1,94.33,17.7,73.0,chubba_purdy_florida_state,19,57,3.00,0,6.33,19.00
True,Chubba Purdy,2021,QB,florida_state,FR,1,5,5,100.0,98,19.6,2,0,396.64,5.0,98.0,chubba_purdy_florida_state,1,5,5.00,0,1.00,5.00
False,Chubba Purdy,2022,QB,nebraska,FR,6,48,22,45.8,147,3.1,0,3,59.06,8.0,24.5,chubba_purdy_nebraska,24,73,3.04,2,4.00,12.17
True,Chubba Purdy,2023,QB,nebraska,SO,6,57,31,54.4,382,6.7,2,3,111.74,9.5,63.7,chubba_purdy_nebraska,29,180,6.21,1,4.83,30.00
True,Clay Millen,2021,QB,nevada,FR,2,2,1,50.0,2,1.0,0,0,58.4,1.0,1.0,clay_millen_nevada,1,4,4.00,0,0.50,2.00
False,Clay Millen,2022,QB,colorado_state,FR,10,234,169,72.2,1910,8.2,10,6,149.75,23.4,191.0,clay_millen_colorado_state,100,-28,-0.28,0,10.00,-2.80
False,Clay Millen,2023,QB,colorado_state,SO,1,24,15,62.5,110,4.6,0,1,92.67,24.0,110.0,clay_millen_colorado_state,2,-8,-4.00,0,2.00,-8.00
False,Clayton Thorson,2016,QB,northwestern,SO,13,478,280,58.6,3182,6.7,22,9,125.92,36.8,244.8,clayton_thorson_northwestern,97,98,1.01,5,7.46,7.54
False,Clayton Thorson,2017,QB,northwestern,JR,13,434,262,60.4,2844,6.6,15,12,121.29,33.4,218.8,clayton_thorson_northwestern,87,23,0.26,8,6.69,1.77
False,Clayton Thorson,2018,QB,northwestern,SR,14,489,299,61.1,3183,6.5,17,15,121.17,34.9,227.4,clayton_thorson_northwestern,78,-110,-1.41,9,5.57,-7.86
False,Clayton Tune,2018,QB,houston,FR,5,117,59,50.4,795,6.8,8,2,126.66,23.4,159.0,clayton_tune_houston,41,56,1.37,1,8.20,11.20
False,Clayton Tune,2019,QB,houston,SO,7,179,106,59.2,1533,8.6,11,9,141.38,25.6,219.0,clayton_tune_houston,66,244,3.70,2,9.43,34.86
False,Clayton Tune,2020,QB,houston,JR,8,285,170,59.6,2048,7.2,15,10,130.36,35.6,256.0,clayton_tune_houston,72,253,3.51,5,9.00,31.63
False,Clayton Tune,2021,QB,houston,JR,14,420,287,68.3,3546,8.4,30,10,158.06,30.0,253.3,clayton_tune_houston,105,154,1.47,2,7.50,11.00
False,Clayton Tune,2022,QB,houston,SR,13,496,334,67.3,4074,8.2,40,10,158.92,38.2,313.4,clayton_tune_houston,128,546,4.27,5,9.85,42.00
False,Clayton Welch,2019,QB,syracuse,SR,9,68,36,52.9,523,7.7,4,2,131.07,7.6,58.1,clayton_welch_syracuse,20,58,2.90,0,2.22,6.44
False,Colby Suits,2018,QB,louisiana-monroe,FR,1,10,6,60.0,91,9.1,1,0,169.44,10.0,91.0,colby_suits_louisiana-monroe,4,8,2.00,0,4.00,8.00
False,Colby Suits,2019,QB,louisiana-monroe,FR,4,19,6,31.6,69,3.6,0,2,41.04,4.8,17.3,colby_suits_louisiana-monroe,5,13,2.60,0,1.25,3.25
False,Colby Suits,2020,QB,louisiana-monroe,SO,8,249,152,61.0,1541,6.2,8,7,118.01,31.1,192.6,colby_suits_louisiana-monroe,35,57,1.63,0,4.38,7.13
False,Colby Suits,2021,QB,louisiana-monroe,SO,3,13,8,61.5,54,4.2,0,1,81.05,4.3,18.0,colby_suits_louisiana-monroe,4,-15,-3.75,0,1.33,-5.00
False,Cole Ballard,2023,QB,kansas,FR,4,36,20,55.6,286,7.9,1,3,114.79,9.0,71.5,cole_ballard_kansas,20,75,3.75,0,5.00,18.75
False,Cole Ballard,2024,QB,kansas,FR,1,6,5,83.3,51,8.5,1,0,209.73,6.0,51.0,cole_ballard_kansas,3,20,6.67,0,3.00,20.00
False,Cole Freeman,2022,QB,northwestern,SO,3,45,22,48.9,178,4.0,0,5,59.9,15.0,59.3,cole_freeman_northwestern,18,66,3.67,0,6.00,22.00
