transfer,name,season,pos,team_name,yr,g,passing_att,passing_comp,passing_pct.,passing_yards,passing_yards/att,passing_td,passing_int,passing_rating,passing_att/g,passing_yards/g,player_id,rushing_att,rushing_yards,rushing_avg.,rushing_td,rushing_att/g,rushing_yards/g,offense_rush_yards,offense_pass_yards,offense_plays,offense_total_yards,offense_yards/play,offense_yards/g,season_wins,season_losses,g_diff,pass_rating_perc,other_qbs,attempts_per_game,playing_time_ratio,team_win_pct,team_win_pct_change,depth_chart_position,passing_rating_yoy_change,passing_att_yoy_change,passing_yards_yoy_change,rushing_yards_yoy_change,passing_td_yoy_change,offense_plays_yoy_change,offense_total_yards_yoy_change,offense_yards/play_yoy_change,offense_yards/g_yoy_change
True,AJ Mayer,2021,QB,miami_ohio,2,7,125.0,68.0,54.4,946.0,7.6,6.0,2.0,130.61,17.9,135.1,aj_mayer_miami_ohio,26.0,89.0,3.42,1.0,3.71,12.71,89,946,151,1035,6.85,147.9,7,6,4.0,0.5,2,17.857142857142858,0.294811320754717,0.5384615384615384,-0.1923076923076923,2.0,0.036340553836388345,1.5510204081632653,1.8841463414634148,88.0,0.5,1.6964285714285716,2.1458966565349544,0.16496598639455784,0.3482224247948953
False,AJ Mayer,2022,QB,arkansas_state,3,9,39.0,19.0,48.7,214.0,5.5,2.0,1.0,106.6,4.3,23.8,aj_mayer_arkansas_state,32.0,169.0,5.28,2.0,3.56,18.78,169,214,71,383,5.39,42.6,3,9,2.0,0.67,2,4.333333333333333,0.09848484848484848,0.25,0.0,2.0,-0.18382972207334825,-0.688,-0.773784355179704,0.898876404494382,-0.6666666666666667,-0.5298013245033113,-0.629951690821256,-0.21313868613138687,-0.7119675456389452
False,AJ Padgett,2022,QB,rice,1,3,77.0,39.0,50.6,634.0,8.2,5.0,1.0,138.65,25.7,211.3,aj_padgett_rice,30.0,14.0,0.47,0.0,10.0,4.67,14,634,107,648,6.06,216.0,5,8,0.0,1.0,3,25.666666666666668,0.19154228855721392,0.38461538461538464,0.0,2.0,-0.027268552726229134,0.28903654485049834,0.26420117939104626,-0.20918537585204255,0.2857142857142858,0.20469083155650325,0.20699925539836195,-0.0383480825958703,0.10647010647010657
False,AJ Padgett,2023,QB,rice,1,6,117.0,71.0,60.7,721.0,6.2,8.0,6.0,124.75,19.5,120.2,aj_padgett_rice,32.0,14.0,0.44,2.0,5.33,2.33,14,721,149,735,4.93,122.5,6,7,3.0,0.75,3,19.5,0.27400468384074944,0.46153846153846156,0.19999999999999996,2.0,-0.1002524341868013,0.5194805194805194,0.13722397476340698,0.0,0.6000000000000001,0.39252336448598135,0.1342592592592593,-0.18646864686468645,-0.43287037037037035
False,AJ Swann,2022,QB,vanderbilt,1,9,198.0,115.0,58.1,1274.0,6.4,10.0,2.0,126.78,22.0,141.6,aj_swann_vanderbilt,21.0,-76.0,-3.62,0.0,2.33,-8.44,-76,1274,219,1198,5.47,133.1,5,7,0.0,0.5,1,22.0,0.5722543352601156,0.4166666666666667,0.0,1.0,-0.027268552726229134,0.28903654485049834,0.26420117939104626,-0.20918537585204255,0.2857142857142858,0.20469083155650325,0.20699925539836195,-0.0383480825958703,0.10647010647010657
False,AJ Swann,2023,QB,vanderbilt,2,6,196.0,107.0,54.6,1457.0,7.4,12.0,7.0,130.1,32.7,242.8,aj_swann_vanderbilt,27.0,16.0,0.59,1.0,4.5,2.67,16,1457,223,1473,6.61,245.5,2,10,-3.0,1.0,2,32.666666666666664,0.5025641025641026,0.16666666666666666,-0.6000000000000001,1.0,0.026187095756428302,-0.010101010101010055,0.14364207221350078,-1.2105263157894737,0.19999999999999996,0.0182648401826484,0.22954924874791316,0.20840950639853761,0.8444778362133736
False,Aaron Allen,2018,QB,louisiana_tech,1,2,6.0,3.0,50.0,47.0,7.8,1.0,1.0,137.47,3.0,23.5,aaron_allen_louisiana_tech,2.0,-6.0,-3.0,0.0,1.0,-3.0,-6,47,8,41,5.13,20.5,8,5,0.0,1.0,2,3.0,0.01263157894736842,0.6153846153846154,0.0,3.0,-0.002040755141352324,0.3089080459770115,0.33125458547322073,-0.14301919720767886,0.4852941176470589,0.25,0.2741116751269035,0.009661835748792313,0.057595993322203665
False,Aaron Allen,2019,QB,louisiana_tech,1,6,75.0,43.0,57.3,446.0,5.9,3.0,1.0,117.81,12.5,74.3,aaron_allen_louisiana_tech,13.0,3.0,0.23,0.0,2.17,0.5,3,446,88,449,5.1,74.8,10,3,4.0,0.67,2,12.5,0.16447368421052633,0.7692307692307693,0.25,2.0,-0.14301302102276858,11.5,8.48936170212766,-1.5,2.0,10.0,9.951219512195122,-0.005847953216374324,2.6487804878048777
False,Aaron Allen,2020,QB,louisiana_tech,2,10,121.0,73.0,60.3,602.0,5.0,4.0,8.0,99.81,12.1,60.2,aaron_allen_louisiana_tech,17.0,-10.0,-0.59,0.0,1.7,-1.0,-10,602,138,592,4.29,59.2,5,5,4.0,0.5,3,12.1,0.3389355742296919,0.5,-0.3500000000000001,2.0,-0.15278838808250572,0.6133333333333333,0.34977578475336313,-4.333333333333334,0.33333333333333326,0.5681818181818181,0.31848552338530056,-0.15882352941176459,-0.20855614973262027
False,Aaron Allen,2021,QB,louisiana_tech,2,7,77.0,50.0,64.9,620.0,8.1,2.0,4.0,130.76,11.0,88.6,aaron_allen_louisiana_tech,12.0,-6.0,-0.5,0.0,1.71,-0.86,-6,620,89,614,6.9,87.7,3,9,-3.0,0.67,2,11.0,0.18872549019607843,0.25,-0.5,3.0,0.31008916942190146,-0.36363636363636365,0.029900332225913706,-0.4,-0.5,-0.35507246376811596,0.03716216216216206,0.6083916083916086,0.48141891891891886
False,Aaron McLaughlin,2021,QB,north_carolina_state,1,2,,,,,,,,,,,aaron_mclaughlin_north_carolina_state,1.0,0.0,0.0,0.0,0.5,0.0,0,0,1,0,0.0,0.0,9,3,0.0,,2,,,0.75,0.0,,0.023756079311634926,0.7012987012987013,0.9392638036809815,-0.010721303422302264,1.0,0.6408668730650156,0.7824324324324323,0.0050000000000001155,0.05577689243027906
