team_name,number,name,position,year,height,weight,hometown,last_schools,team_page_url
air_force,24,Kadin Remsberg,RB,SO,5-9,185,"Newton, KS",Newton,https://cfbstats.com/2018/team/721/index.html
air_force,69,Wolfgang Rehbock,OL,JR,6-3,285,"Los Gatos, CA",Bellarmine College Prep,https://cfbstats.com/2018/team/721/index.html
air_force,22,Joshua Stoner,RB,SO,5-8,195,"Columbus, OH",Worthington Kilbourne,https://cfbstats.com/2018/team/721/index.html
air_force,54,Christian Frost,OL,SR,6-4,280,"Rancho Santa Margarita, CA",Santa Margarita Catholic,https://cfbstats.com/2018/team/721/index.html
air_force,9,Valentino Espinoza,DB,SO,6-0,195,"Pensacola, FL",West Florida Advanced,https://cfbstats.com/2018/team/721/index.html
air_force,17,Colby Raphiel,DB,FR,5-11,185,"Humble, TX",Summer Creek,https://cfbstats.com/2018/team/721/index.html
air_force,34,Cole Fagan,FB,JR,6-1,230,"Dunnellon, FL",Admiral Farragut Academy,https://cfbstats.com/2018/team/721/index.html
air_force,2,Jeremy Fejedelem,DB,JR,5-10,185,"Lemont, IL",Lemont Township,https://cfbstats.com/2018/team/721/index.html
air_force,77,Parker Ferguson,OL,SO,6-5,280,"Greenwood, IN",Center Grove,https://cfbstats.com/2018/team/721/index.html
air_force,99,Mosese Fifita,DL,JR,6-1,312,"Everett, WA",Glacier Peak,https://cfbstats.com/2018/team/721/index.html
air_force,29,Kyle Floyd,OLB,SR,6-2,215,"Houston, TX",Humble,https://cfbstats.com/2018/team/721/index.html
air_force,19,Nolan Eriksen,RB,JR,5-9,195,"Clarkston, MI",Clarkston,https://cfbstats.com/2018/team/721/index.html
air_force,95,Cody Gessler,DL,SR,5-11,260,"Katy, TX",Katy,https://cfbstats.com/2018/team/721/index.html
air_force,5,Donald Hammond III,QB,SO,6-2,210,"Hampton, GA",Eagles Landing Christian,https://cfbstats.com/2018/team/721/index.html
air_force,32,Matt Murla,-,-,-,-,-,-,https://cfbstats.com/2018/team/721/index.html
air_force,88,Rhett Myers,TE,JR,6-4,255,"Elizabethtown, IN",Columbus East,https://cfbstats.com/2018/team/721/index.html
air_force,35,Christopher Musselman,ILB,JR,6-2,220,"San Tan Valley, AZ",Poston Butte,https://cfbstats.com/2018/team/721/index.html
air_force,44,Parker Noren,LB,SO,6-2,210,"McKinney, TX",McKinney Boyd,https://cfbstats.com/2018/team/721/index.html
air_force,97,Kaleb Nunez,DL,SO,6-1,270,"Midland, TX",Robert E. Lee,https://cfbstats.com/2018/team/721/index.html
air_force,13,Abraham Nuno,LB,SR,6-0,205,"Moreno Valley, CA",Valley View,https://cfbstats.com/2018/team/721/index.html
air_force,24,Elijah Palm,DB,SO,5-9,195,"Grand Prairie, TX",S. Grand Prairie,https://cfbstats.com/2018/team/721/index.html
air_force,23,Elisha Palm,DB,SO,5-8,185,"Grand Prairie, TX",S. Grand Prairie,https://cfbstats.com/2018/team/721/index.html
air_force,43,Colton Parton,LB,JR,5-11,225,"Gurley, AL",Madison County,https://cfbstats.com/2018/team/721/index.html
air_force,92,Nokoa Pauole,DL,FR,6-2,275,"Kapolei, HI",Kamehemeha,https://cfbstats.com/2018/team/721/index.html
air_force,27,Ben Peterson,RB,SO,5-8,175,"Bellingham, WA",Squalicum,https://cfbstats.com/2018/team/721/index.html
air_force,14,Matthew Philichi,-,SR,5-9,180,"Gig Harbor, WA",Bellarmine Prep,https://cfbstats.com/2018/team/721/index.html
air_force,86,Michael Purcell,DL,SO,6-4,235,"The Woodlands, TX",Woodlands,https://cfbstats.com/2018/team/721/index.html
air_force,62,Patrick Nauert,-,-,-,-,-,-,https://cfbstats.com/2018/team/721/index.html
akron,54,Cameron Lyons,LS,FR,6-1,235,"Morgantown, WV",Morgantown HS,https://cfbstats.com/2018/team/5/index.html
akron,13,Darryl Long,TE,JR,6-4,250,"Columbus, OH",Westerville South HS | Kentucky,https://cfbstats.com/2018/team/5/index.html
akron,15,Jeffrey Lubin,DB,FR,6-2,185,"Hollywood, FL",South Broward HS,https://cfbstats.com/2018/team/5/index.html
akron,80,M.J. McGriff,WR,SO,5-8,190,"Vero Beach, FL",Vero Beach HS,https://cfbstats.com/2018/team/5/index.html
akron,11,Davon'te Jest,DL,JR,6-1,300,"Ocala, FL",Forest HS,https://cfbstats.com/2018/team/5/index.html
akron,69,Hunter Meyer,OL,FR,5-10,235,"Hubbard, OH",Hubbard HS,https://cfbstats.com/2018/team/5/index.html
akron,81,Brandon Mitchell,WR,SR,6-2,220,"Pittsburgh, PA",Fox Chapel HS,https://cfbstats.com/2018/team/5/index.html
akron,9,Jonah Morris,WR,SO,6-4,200,"Akron, OH",Hoban HS | Indiana,https://cfbstats.com/2018/team/5/index.html
akron,34,DeMarcus Lloyd,LB,SR,6-0,205,"Vienna, GA",Dooly County HS | Butler County CC,https://cfbstats.com/2018/team/5/index.html
akron,71,Shawn Muldowney II,OL,FR,6-4,300,"Diamond, OH",Southeast HS,https://cfbstats.com/2018/team/5/index.html
akron,44,Dylan Meeks,TE,SO,6-2,250,"Orlando, FL",Dr. Phillips HS,https://cfbstats.com/2018/team/5/index.html
akron,84,"Kenyatis Lewis, Jr.",WR,FR,5-9,160,"Miami, FL",Sunset HS,https://cfbstats.com/2018/team/5/index.html
akron,6,Nick Johns,TE,JR,6-3,225,"Leesburg, VA",Gonzaga HS | Northeastern Okla. A&M,https://cfbstats.com/2018/team/5/index.html
akron,40,John Lako,LB,JR,6-2,230,"Monroe, MI",St. Mary Catholic HS,https://cfbstats.com/2018/team/5/index.html
akron,82,Jeremiah Knight,WR,FR,5-11,195,"Jefferson, OH",Jefferson Area HS | Ohio State,https://cfbstats.com/2018/team/5/index.html
akron,32,James King,LB,JR,6-2,210,"Miami, FL",Booker T. Washington HS | Miami (Fla.),https://cfbstats.com/2018/team/5/index.html
akron,55,R.J. Kelly,OL,FR,6-3,300,"Akron, OH",Hoban HS,https://cfbstats.com/2018/team/5/index.html
akron,10,Robbie Kelley,QB,SR,6-2,215,"Springfield, IL",Rochester HS | Quincy,https://cfbstats.com/2018/team/5/index.html
akron,76,Rich Kallay,OL,JR,6-5,320,"Largo, FL",Central Catholic HS,https://cfbstats.com/2018/team/5/index.html
akron,45,Brandon Junk,TE,JR,6-2,245,"Clearwater, FL",Central Catholic HS,https://cfbstats.com/2018/team/5/index.html
akron,75,Devin Jordan,OL,FR,6-6,250,"Fort Lauderdale, FL",Dillard HS,https://cfbstats.com/2018/team/5/index.html
akron,83,Devon Jones,WR,JR,6-4,210,"Akron, OH",Coventry HS,https://cfbstats.com/2018/team/5/index.html
akron,57,Jonathan Neeley,OL,SO,6-5,310,"Youngstown, OH",Ursuline HS,https://cfbstats.com/2018/team/5/index.html
akron,19,Sammy Laster,WR,FR,5-11,175,"Miami Gardens, FL",Miami Central Senior HS,https://cfbstats.com/2018/team/5/index.html
akron,1,Kato Nelson,QB,SO,6-1,215,"Hollywood, FL",Flanagan HS,https://cfbstats.com/2018/team/5/index.html
akron,97,Brennan Williams,DL,SR,6-1,295,"Akron, OH",Firestone HS,https://cfbstats.com/2018/team/5/index.html
akron,73,Dakota Peters,OL,FR,6-6,270,"New Castle, PA",Shenango HS,https://cfbstats.com/2018/team/5/index.html
akron,79,Andy Jean-Baptiste,DL,JR,6-5,275,"Miami, FL",Miami Edison Senior HS,https://cfbstats.com/2018/team/5/index.html
akron,35,Newman Williams,TE,SR,6-2,260,"Akron, OH",St. Vincent-St. Mary HS,https://cfbstats.com/2018/team/5/index.html
akron,19,Andre Williams,WR,SO,5-10,185,"Orlando, FL",Winter Park HS,https://cfbstats.com/2018/team/5/index.html
akron,38,Jonah Wieland,P,FR,6-1,210,"Hudson, OH",Hudson HS,https://cfbstats.com/2018/team/5/index.html
akron,11,Keyondre White,RB,FR,5-10,225,"Fort Lauderdale, FL",Dillard HS,https://cfbstats.com/2018/team/5/index.html
akron,8,Josh Ward,LB,JR,6-2,240,"Delray Beach, FL",American Heritage HS,https://cfbstats.com/2018/team/5/index.html
akron,30,Chuck Turfe,RB,JR,5-11,195,"Canton, MI",Canton HS,https://cfbstats.com/2018/team/5/index.html
akron,2,Mykel Traylor-Bennett,WR,SR,6-3,230,"Columbus, OH",Reynoldsburg HS,https://cfbstats.com/2018/team/5/index.html
akron,28,Jemarulin Suggs,RB,FR,5-11,174,"Akron, OH",East HS,https://cfbstats.com/2018/team/5/index.html
akron,92,Michael Stuhldreer,DL,JR,6-0,280,"Grosse Pointe, MI",Grosse Pointe South HS | Dakota College,https://cfbstats.com/2018/team/5/index.html
akron,15,Nate Stewart,WR,SO,6-2,215,"Bethlehem, PA",Pius X HS,https://cfbstats.com/2018/team/5/index.html
akron,37,Tom O'Leary,PK,SR,5-11,195,"Tucker, GA",St. Pius X Catholic HS,https://cfbstats.com/2018/team/5/index.html
akron,3,Kwadarrius Smith,WR,SR,5-9,170,"Orlando, FL",First Academy | MIssouri,https://cfbstats.com/2018/team/5/index.html
akron,4,Deltron Sands,RB,JR,5-8,195,"Fort Lauderdale, FL",Saint Thomas Aquinas HS | Oregon State,https://cfbstats.com/2018/team/5/index.html
akron,16,Justin Sampson,DE,SO,6-2,230,"Akron, OH",St. Vincent-St. Mary HS,https://cfbstats.com/2018/team/5/index.html
akron,78,Austin Sample,OL,SO,6-3,300,"Sylvania, OH",Northview HS,https://cfbstats.com/2018/team/5/index.html
akron,38,Dayvon Robinson,DB,FR,6-1,200,"Paterson, NJ",Kennedy HS,https://cfbstats.com/2018/team/5/index.html
akron,66,Kyle Ritz,OL,SR,6-5,315,"Willoughby, OH",Willoughby South HS,https://cfbstats.com/2018/team/5/index.html
akron,6,Jordyn Riley,DB,FR,5-10,190,"Citra, FL",North Marion HS,https://cfbstats.com/2018/team/5/index.html
akron,85,Trevon Richardson,WR,SO,5-8,175,"Kent, OH",Roosevelt HS,https://cfbstats.com/2018/team/5/index.html
akron,94,Brian Reinke,TE,SR,6-4,255,"Akron, OH",Copley Senior HS,https://cfbstats.com/2018/team/5/index.html
akron,60,Dean Ramicone,LB,JR,6-0,215,"Brunswick, OH",Brunswick HS,https://cfbstats.com/2018/team/5/index.html
akron,12,Alex Ramart,QB,FR,6-3,225,"Richmond, TX",Foster HS,https://cfbstats.com/2018/team/5/index.html
akron,53,Bryce Petersen,OL,SO,6-2,300,"McKinleyville, CA","McKinleyville, HS | Riverside College",https://cfbstats.com/2018/team/5/index.html
akron,88,Timothy Scippio,WR,FR,6-2,195,"Fort Lauderdale, FL",Dillard HS,https://cfbstats.com/2018/team/5/index.html
akron,20,Zaire Jacobs,DB,SO,5-11,195,"Miami Gardens, FL",St. Thomas Aquinas HS,https://cfbstats.com/2018/team/5/index.html
akron,31,Jamal Baggett,S,SR,5-11,195,"Oak Park, IL",Oak Park-River Forest HS,https://cfbstats.com/2018/team/5/index.html
akron,19,Drew Hodgson,QB,FR,6-3,210,"Dublin, OH",Dublin Coffman HS,https://cfbstats.com/2018/team/5/index.html
akron,21,"Reggie Corner, Jr.",DB,FR,5-9,195,"Canton, OH",McKinley HS,https://cfbstats.com/2018/team/5/index.html
akron,72,Hunter Corne,OL,FR,6-4,305,"Dunnellon, FL",Dunnellon HS,https://cfbstats.com/2018/team/5/index.html
akron,37,Jerome Cooper,DB,FR,5-11,219,"Detroit, MI",Stevenson HS,https://cfbstats.com/2018/team/5/index.html
akron,61,Peyton Coffman,LS,SO,5-11,205,"Grand Blanc, MI",Fenton HS,https://cfbstats.com/2018/team/5/index.html
akron,46,Hugh Cade,CB,JR,5-8,165,"Akron, OH",Buchtel HS,https://cfbstats.com/2018/team/5/index.html
akron,13,Denzel Butler,DB,JR,5-9,185,"Fort Lauderdale, FL",Coral Springs Charter HS | WV Wesleyan,https://cfbstats.com/2018/team/5/index.html
akron,14,Dustin Burkhart,WR,SO,6-0,195,"Akron, OH",Coventry HS,https://cfbstats.com/2018/team/5/index.html
akron,50,Undrea Bullard,OL,SR,6-6,305,"St. Petersburg, FL",Gibbs HS,https://cfbstats.com/2018/team/5/index.html
akron,59,Trevor Brown,OL,JR,6-5,300,"Clinton, MD",Wise HS | Jireh Prep,https://cfbstats.com/2018/team/5/index.html
akron,4,Kyron Brown,CB,SR,6-1,195,"Boynton Beach, FL",Boynton Beach HS,https://cfbstats.com/2018/team/5/index.html
akron,12,DeAndre Brimage,DL,SO,6-0,290,"Akron, OH",East HS,https://cfbstats.com/2018/team/5/index.html
akron,56,Brandon Council,OL,SO,6-4,325,"Tar Heel, NC",West Bladen HS | Jireh Prep,https://cfbstats.com/2018/team/5/index.html
akron,17,Daishawn Brimage,WR,FR,6-0,195,"Akron, OH",East HS,https://cfbstats.com/2018/team/5/index.html
akron,51,Jake Bracher,LB,FR,6-0,209,"Mason, OH",William Mason HS,https://cfbstats.com/2018/team/5/index.html
akron,50,Brock Boxen,DL,SR,6-3,295,"New Galilee, PA",Beaver Falls HS,https://cfbstats.com/2018/team/5/index.html
akron,23,Nathan Bischof,LB,SR,6-2,210,"Akron, OH",St. Vincent-St. Mary HS,https://cfbstats.com/2018/team/5/index.html
akron,22,Brandon Bischof,LB,FR,6-1,220,"Akron, OH",St. Vincent-St. Mary HS,https://cfbstats.com/2018/team/5/index.html
akron,68,Eric Bentley,OL,FR,6-2,290,"Akron, OH",St. Vincent-St. Mary HS,https://cfbstats.com/2018/team/5/index.html
akron,10,Brian Bell,LB,SR,6-3,235,"Valdosta, GA",Lowndes HS,https://cfbstats.com/2018/team/5/index.html
akron,65,Kyle Bauman,LS,FR,5-11,250,"North Royalton, OH",North Royalton HS,https://cfbstats.com/2018/team/5/index.html
akron,43,Youssef Barakat,LB,JR,5-10,210,"Akron, OH",St. Vincent-St. Mary HS,https://cfbstats.com/2018/team/5/index.html
akron,26,Maverick Wolfley,TE,FR,6-3,260,"Morgantown, WV",Morgantown HS | West Virginia,https://cfbstats.com/2018/team/5/index.html
akron,27,Bubba Arslanian,LB,FR,5-9,220,"Aurora, OH",Aurora HS,https://cfbstats.com/2018/team/5/index.html
akron,13,Abraham Alce,RB,FR,6-0,224,"Immokalee, FL",Immokalee HS,https://cfbstats.com/2018/team/5/index.html
akron,56,Walter Brady,DE,SR,6-3,267,"Florence, AL",Florence HS | MTSU | Missouri,https://cfbstats.com/2018/team/5/index.html
akron,29,Jalen Hooks,S,FR,6-2,195,"Warren, OH",Harding HS,https://cfbstats.com/2018/team/5/index.html
akron,24,Darian Dailey,CB,SR,5-11,180,"Sarasota, FL",Manatee HS | Rutgers,https://cfbstats.com/2018/team/5/index.html
akron,9,Jamal Davis II,DE,SR,6-4,240,"Canton, OH",McKinley HS | Pittsburgh,https://cfbstats.com/2018/team/5/index.html
akron,67,Logan Hawkins,DL,FR,6-2,270,"Harrison City, PA",Penn Trafford HS,https://cfbstats.com/2018/team/5/index.html
akron,90,Matt Hanson,DL,FR,6-3,245,"Fort Lauderdale, FL",Western HS,https://cfbstats.com/2018/team/5/index.html
akron,26,Rich Hall,DB,FR,6-1,200,"Pompano Beach, FL",Coconut Creek HS,https://cfbstats.com/2018/team/5/index.html
akron,39,Jason Grossman,WR,JR,5-11,165,"Culver City, CA",Culver City HS,https://cfbstats.com/2018/team/5/index.html
akron,25,Caleb Green,RB,SR,6-0,219,"Powell, OH",Buckeye Valley HS | CC of San Francisco,https://cfbstats.com/2018/team/5/index.html
akron,3,DeMarkus Glover,LB,SO,6-1,220,"St. Petersburg, FL",Northside Christian HS,https://cfbstats.com/2018/team/5/index.html
akron,21,Tyler Gilchrist,WR,SO,5-10,195,"Akron, OH",Hoban HS,https://cfbstats.com/2018/team/5/index.html
akron,5,Ulysees Gilbert III,LB,SR,6-1,230,"Ocala, FL",Trinity Catholic HS,https://cfbstats.com/2018/team/5/index.html
akron,7,Jordan George,DB,SR,6-0,205,"Dayton, OH",Archbishop Alter HS,https://cfbstats.com/2018/team/5/index.html
akron,48,Nick Gasser,PK,SR,6-0,180,"Liberty Township, OH",Lakota East HS,https://cfbstats.com/2018/team/5/index.html
akron,41,Kyle Foster,P,SR,6-2,190,"Parkersburg, WV",Parkersburg HS,https://cfbstats.com/2018/team/5/index.html
akron,1,Alvin Davis,CB,JR,5-9,175,"Fort Lauderale, FL",Saint Thomas Aquinas,https://cfbstats.com/2018/team/5/index.html
akron,74,Landon Forman,OL,JR,6-5,280,"Kingfisher, OK",Kingfisher HS | Northeastern Oklahoma A&M,https://cfbstats.com/2018/team/5/index.html
akron,49,James Fonseca,PK,SR,5-11,165,"Fontanay, CA",Summit HS | Riverside City College,https://cfbstats.com/2018/team/5/index.html
akron,22,Devanier Floyd,RB,FR,5-9,200,"Akron, OH",East HS,https://cfbstats.com/2018/team/5/index.html
akron,47,Jerry Fitschen,PK,SO,6-0,210,"Orange, CA",Orange Lutheran HS,https://cfbstats.com/2018/team/5/index.html
akron,2,Shawn Featherstone,DB,SR,6-2,190,"Pittsburgh, PA",Penn Hills HS,https://cfbstats.com/2018/team/5/index.html
akron,63,Nick Fazio,OL,SR,6-3,305,"Streetsboro, OH",Streetsboro HS | Charleston,https://cfbstats.com/2018/team/5/index.html
akron,28,Mark Ellis,CB,SR,5-11,180,"Williamstown, NJ",Williamstown HS | West Virginia,https://cfbstats.com/2018/team/5/index.html
akron,7,"Van Edwards, Jr.",RB,SR,5-9,200,"Cape Coral, FL",Island Coast HS,https://cfbstats.com/2018/team/5/index.html
akron,64,Rueben Durkee,OL,FR,6-5,285,"Akron, OH",Firestone HS,https://cfbstats.com/2018/team/5/index.html
akron,16,Jaquavis Dixon,WR,JR,6-2,200,"Oviedo, FL",Hagerty HS,https://cfbstats.com/2018/team/5/index.html
akron,52,Zach DiLauro,LB,FR,5-10,215,"Akron, OH",Springfield HS,https://cfbstats.com/2018/team/5/index.html
akron,8,T.J. Deshields,QB,FR,6-3,185,"Beloit, OH",West Branch HS,https://cfbstats.com/2018/team/5/index.html
