name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name,season,player_id,transfer
Tahj Bullock,SO,QB,10,66,32,48.5,271,4.1,3,3,88.89,6.6,27.1,akron,2023,tahj_bullock_akron,False
Tahj Bullock,JR,QB,6,20,15,75.0,95,4.8,0,0,114.9,3.3,15.8,akron,2024,tahj_bullock_akron,False
Tahj Magee,SO,WR,12,1,1,100.0,33,33.0,0,0,377.2,0.1,2.8,louisiana_tech,2021,tahj_magee_louisiana_tech,False
Tai Lavatai,SO,QB,10,61,34,55.7,449,7.4,5,2,138.06,6.1,44.9,navy,2021,tai_lavatai_navy,False
Tai Lavatai,JR,QB,8,91,42,46.2,787,8.6,5,3,130.33,11.4,98.4,navy,2022,tai_lavatai_navy,False
Tai Lavatai,SR,QB,8,101,56,55.4,701,6.9,5,2,126.13,12.6,87.6,navy,2023,tai_lavatai_navy,False
Taisun Phommachanh,FR,QB,3,12,6,50.0,56,4.7,0,1,72.53,4.0,18.7,clemson,2019,taisun_phommachanh_clemson,False
Taisun Phommachanh,FR,QB,4,17,5,29.4,17,1.0,0,1,26.05,4.3,4.3,clemson,2020,taisun_phommachanh_clemson,False
Taisun Phommachanh,SO,QB,6,19,11,57.9,131,6.9,1,1,122.66,3.2,21.8,clemson,2021,taisun_phommachanh_clemson,True
Taisun Phommachanh,SO,QB,2,5,2,40.0,13,2.6,0,1,21.84,2.5,6.5,georgia_tech,2022,taisun_phommachanh_georgia_tech,True
Taisun Phommachanh,JR,QB,9,227,139,61.2,1507,6.6,6,6,120.43,25.2,167.4,massachusetts,2023,taisun_phommachanh_massachusetts,False
Taisun Phommachanh,SR,QB,6,181,104,57.5,1280,7.1,7,3,126.31,30.2,213.3,massachusetts,2024,taisun_phommachanh_massachusetts,False
Taj Harris,FR,WR,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,syracuse,2018,taj_harris_syracuse,False
Taj Harris,SO,WR,12,2,1,50.0,4,2.0,0,0,66.8,0.2,0.3,syracuse,2019,taj_harris_syracuse,False
Taji Hudson,SO,WR,13,1,1,100.0,4,4.0,1,0,463.6,0.1,0.3,james_madison,2023,taji_hudson_james_madison,False
Talik Keaton,SR,WR,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,marshall,2023,talik_keaton_marshall,False
Tanner Lee,JR,QB,12,428,246,57.5,3143,7.3,23,16,129.41,35.7,261.9,nebraska,2017,tanner_lee_nebraska,False
Tanner Mangum,SO,QB,7,33,22,66.7,241,7.3,3,1,151.96,4.7,34.4,byu,2016,tanner_mangum_byu,False
Tanner Mangum,JR,QB,8,257,147,57.2,1540,6.0,8,9,110.8,32.1,192.5,byu,2017,tanner_mangum_byu,False
Tanner Mangum,SR,QB,8,186,114,61.3,1104,5.9,5,4,115.71,23.3,138.0,byu,2018,tanner_mangum_byu,False
Tanner McGee,FR,QB,2,8,6,75.0,145,18.1,2,0,309.75,4.0,72.5,south_alabama,2020,tanner_mcgee_south_alabama,False
Tanner McKee,FR,QB,1,7,3,42.9,62,8.9,0,0,117.26,7.0,62.0,stanford,2020,tanner_mckee_stanford,False
Tanner McKee,SO,QB,10,315,206,65.4,2327,7.4,15,7,138.72,31.5,232.7,stanford,2021,tanner_mckee_stanford,False
Tanner McKee,JR,QB,12,426,264,62.0,2947,6.9,13,8,126.39,35.5,245.6,stanford,2022,tanner_mckee_stanford,False
Tanner Mordecai,FR,QB,2,4,2,50.0,37,9.3,0,0,127.7,2.0,18.5,oklahoma,2018,tanner_mordecai_oklahoma,False
Tanner Mordecai,FR,QB,6,26,16,61.5,207,8.0,2,0,153.8,4.3,34.5,oklahoma,2019,tanner_mordecai_oklahoma,False
Tanner Mordecai,SO,QB,4,40,32,80.0,395,9.9,2,1,174.45,10.0,98.8,oklahoma,2020,tanner_mordecai_oklahoma,True
Tanner Mordecai,JR,QB,12,454,308,67.8,3628,8.0,39,12,158.02,37.8,302.3,smu,2021,tanner_mordecai_smu,False
Tanner Mordecai,SR,QB,12,443,288,65.0,3524,8.0,33,10,151.9,36.9,293.7,smu,2022,tanner_mordecai_smu,True
Tanner Mordecai,SR,QB,10,314,204,65.0,2066,6.6,9,4,127.15,31.4,206.6,wisconsin,2023,tanner_mordecai_wisconsin,False
Tanner Morgan,FR,QB,9,152,89,58.6,1401,9.2,9,6,147.62,16.9,155.7,minnesota,2018,tanner_morgan_minnesota,False
Tanner Morgan,SO,QB,13,318,210,66.0,3253,10.2,30,7,178.7,24.5,250.2,minnesota,2019,tanner_morgan_minnesota,False
Tanner Morgan,JR,QB,7,183,106,57.9,1374,7.5,7,5,128.15,26.1,196.3,minnesota,2020,tanner_morgan_minnesota,False
Tanner Morgan,SR,QB,13,250,149,59.6,2044,8.2,10,9,134.28,19.2,157.2,minnesota,2021,tanner_morgan_minnesota,False
Tanner Morgan,SR,QB,9,160,107,66.9,1382,8.6,9,5,151.75,17.8,153.6,minnesota,2022,tanner_morgan_minnesota,False
Tanner Schafer,FR,QB,1,5,3,60.0,18,3.6,0,0,90.24,5.0,18.0,oklahoma,2017,tanner_schafer_oklahoma,False
Taquan Mizzell,SR,TB,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,virginia,2016,taquan_mizzell_virginia,False
Taron Keith,FR,RB,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,bowling_green,2021,taron_keith_bowling_green,False
Tate Martell,FR,QB,6,28,23,82.1,269,9.6,1,0,174.62,4.7,44.8,ohio_state,2018,tate_martell_ohio_state,True
Tate Martell,SO,QB,5,1,1,100.0,7,7.0,0,0,158.8,0.2,1.4,miami_florida,2019,tate_martell_miami_florida,True
Tate Martell,JR,QB,2,6,2,33.3,27,4.5,0,0,71.13,3.0,13.5,unlv,2021,tate_martell_unlv,False
Tate Rodemaker,FR,QB,4,29,17,58.6,130,4.5,0,3,75.59,7.3,32.5,florida_state,2020,tate_rodemaker_florida_state,False
Tate Rodemaker,FR,QB,3,2,1,50.0,7,3.5,0,0,79.4,0.7,2.3,florida_state,2021,tate_rodemaker_florida_state,False
Tate Rodemaker,SO,QB,7,31,18,58.1,254,8.2,2,2,135.29,4.4,36.3,florida_state,2022,tate_rodemaker_florida_state,False
Tate Rodemaker,JR,QB,9,56,32,57.1,510,9.1,5,0,163.11,6.2,56.7,florida_state,2023,tate_rodemaker_florida_state,True
Tate Rodemaker,JR,QB,5,92,59,64.1,580,6.3,4,4,122.73,18.4,116.0,southern_mississippi,2024,tate_rodemaker_southern_mississippi,False
Tate Whatley,FR,QB,6,75,42,56.0,451,6.0,4,1,121.44,12.5,75.2,southern_mississippi,2018,tate_whatley_southern_mississippi,False
Tate Whatley,SO,QB,3,29,12,41.4,199,6.9,0,2,85.23,9.7,66.3,southern_mississippi,2019,tate_whatley_southern_mississippi,False
Tate Whatley,SO,QB,4,65,37,56.9,460,7.1,3,2,125.45,16.3,115.0,southern_mississippi,2020,tate_whatley_southern_mississippi,False
Taulia Tagovailoa,FR,QB,5,12,9,75.0,100,8.3,1,0,172.5,2.4,20.0,alabama,2019,taulia_tagovailoa_alabama,True
Taulia Tagovailoa,SO,QB,4,122,75,61.5,1011,8.3,7,7,138.55,30.5,252.8,maryland,2020,taulia_tagovailoa_maryland,False
Taulia Tagovailoa,SO,QB,13,474,328,69.2,3860,8.1,26,11,151.06,36.5,296.9,maryland,2021,taulia_tagovailoa_maryland,False
Taulia Tagovailoa,JR,QB,12,391,262,67.0,3008,7.7,18,8,142.73,32.6,250.7,maryland,2022,taulia_tagovailoa_maryland,False
Taulia Tagovailoa,SR,QB,12,437,290,66.4,3377,7.7,25,11,145.13,36.4,281.4,maryland,2023,taulia_tagovailoa_maryland,False
Tauskie Dove,SO,WR,10,1,1,100.0,16,16.0,0,0,234.4,0.1,1.6,missouri,2020,tauskie_dove_missouri,False
Tavares Thomas,JR,LB,12,1,1,100.0,-5,-5.0,0,0,58.0,0.1,-0.4,middle_tennessee,2017,tavares_thomas_middle_tennessee,False
Tavien Feaster,SO,RB,14,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,clemson,2017,tavien_feaster_clemson,False
Taye Barber,SR,WR,12,2,1,50.0,7,3.5,0,0,79.4,0.2,0.6,tcu,2021,taye_barber_tcu,False
Taye Barber,SR,WR,15,1,1,100.0,18,18.0,0,0,251.2,0.1,1.2,tcu,2022,taye_barber_tcu,False
Taylen Green,FR,QB,13,272,166,61.0,2042,7.5,14,6,136.67,20.9,157.1,boise_state,2022,taylen_green_boise_state,False
Taylen Green,SO,QB,13,212,121,57.1,1752,8.3,11,9,135.13,16.3,134.8,boise_state,2023,taylen_green_boise_state,True
Taylen Green,JR,QB,6,189,107,56.6,1502,7.9,5,5,126.8,31.5,250.3,arkansas,2024,taylen_green_arkansas,False
Taylor Alie,SR,QB,8,27,19,70.4,134,5.0,0,1,104.65,3.4,16.8,oregon,2017,taylor_alie_oregon,False
Taylor Cornelius,SO,QB,2,9,7,77.8,64,7.1,0,0,137.51,4.5,32.0,oklahoma_state,2016,taylor_cornelius_oklahoma_state,False
Taylor Cornelius,JR,QB,5,10,6,60.0,148,14.8,0,0,184.32,2.0,29.6,oklahoma_state,2017,taylor_cornelius_oklahoma_state,False
Taylor Cornelius,SR,QB,13,485,288,59.4,3978,8.2,32,13,144.69,37.3,306.0,oklahoma_state,2018,taylor_cornelius_oklahoma_state,False
Taylor Lamb,JR,QB,13,325,197,60.6,2281,7.0,15,8,129.88,25.0,175.5,appalachian_state,2016,taylor_lamb_appalachian_state,False
Taylor Lamb,SR,QB,13,337,206,61.1,2737,8.1,27,6,152.23,25.9,210.5,appalachian_state,2017,taylor_lamb_appalachian_state,False
Taylor Morin,SR,WR,5,1,0,0.0,0,0.0,0,0,0.0,0.2,0.0,wake_forest,2024,taylor_morin_wake_forest,False
Taylor Powell,FR,QB,6,14,6,42.9,134,9.6,0,0,123.26,2.3,22.3,missouri,2018,taylor_powell_missouri,False
Taylor Powell,SO,QB,6,62,29,46.8,297,4.8,1,2,85.88,10.3,49.5,missouri,2019,taylor_powell_missouri,True
Taylor Powell,JR,QB,7,188,124,66.0,1237,6.6,7,6,127.14,26.9,176.7,troy,2021,taylor_powell_troy,True
Taylor Powell,SR,QB,9,269,174,64.7,2111,7.8,16,8,144.28,29.9,234.6,eastern_michigan,2022,taylor_powell_eastern_michigan,False
Taylor Tatum,FR,RB,4,1,1,100.0,-2,-2.0,0,0,83.2,0.3,-0.5,oklahoma,2024,taylor_tatum_oklahoma,False
Taysom Hill,SR,QB,12,372,222,59.7,2323,6.2,12,11,116.88,31.0,193.6,byu,2016,taysom_hill_byu,False
Tayven Jackson,FR,QB,3,4,3,75.0,37,9.3,0,0,152.7,1.3,12.3,tennessee,2022,tayven_jackson_tennessee,True
Tayven Jackson,FR,QB,6,128,78,60.9,914,7.1,2,5,118.27,21.3,152.3,indiana,2023,tayven_jackson_indiana,False
Tayven Jackson,SO,QB,3,10,5,50.0,134,13.4,1,0,195.56,3.3,44.7,indiana,2024,tayven_jackson_indiana,False
Tayvion Robinson,FR,WR,13,2,0,0.0,0,0.0,0,0,0.0,0.2,0.0,virginia_tech,2019,tayvion_robinson_virginia_tech,False
Tayvion Robinson,SO,WR,11,1,1,100.0,20,20.0,0,0,268.0,0.1,1.8,virginia_tech,2020,tayvion_robinson_virginia_tech,False
Tayvion Robinson,SO,WR,12,1,1,100.0,3,3.0,1,0,455.2,0.1,0.3,virginia_tech,2021,tayvion_robinson_virginia_tech,True
Tayvon Bowers,SO,QB,4,1,0,0.0,0,0.0,0,0,0.0,0.3,0.0,wake_forest,2019,tayvon_bowers_wake_forest,False
Teddy Veal,JR,WR,13,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,louisiana_tech,2017,teddy_veal_louisiana_tech,False
Tee Webb,FR,QB,5,11,4,36.4,23,2.1,0,2,17.56,2.2,4.6,southern_mississippi,2021,tee_webb_southern_mississippi,False
Temi Alaka,JR,WR,12,1,1,100.0,24,24.0,1,0,631.6,0.1,2.0,rice,2016,temi_alaka_rice,True
Terence Williams,SO,RB,12,1,1,100.0,0,0.0,0,0,100.0,0.1,0.0,baylor,2016,terence_williams_baylor,False
Terrance Gipson,FR,QB,2,3,3,100.0,56,18.7,0,0,256.8,1.5,28.0,smu,2019,terrance_gipson_smu,False
Terrance Gipson,FR,QB,4,3,3,100.0,30,10.0,0,0,184.0,0.8,7.5,smu,2020,terrance_gipson_smu,False
Terrell McDonald,SR,TE,12,1,1,100.0,55,55.0,0,0,562.0,0.1,4.6,uab,2023,terrell_mcdonald_uab,False
Terrell Vaughn,JR,WR,13,2,0,0.0,0,0.0,0,0,0.0,0.2,0.0,utah_state,2022,terrell_vaughn_utah_state,False
Terrell Vaughn,SR,WR,13,1,0,0.0,0,0.0,0,1,-200.0,0.1,0.0,utah_state,2023,terrell_vaughn_utah_state,False
Terry Godwin,SO,WR,13,2,0,0.0,0,0.0,0,1,-100.0,0.2,0.0,georgia,2016,terry_godwin_georgia,False
Terry Juniel,SR,WR,12,1,1,100.0,22,22.0,0,0,284.8,0.1,1.8,utep,2018,terry_juniel_utep,False
Terry Lockett Jr.,SR,WR,5,1,1,100.0,22,22.0,1,0,614.8,0.2,4.4,eastern_michigan,2024,terry_lockett_jr._eastern_michigan,False
Terry Wilson,SO,QB,13,268,180,67.2,1889,7.0,11,8,133.94,20.6,145.3,kentucky,2018,terry_wilson_kentucky,False
Terry Wilson,JR,QB,4,52,33,63.5,360,6.9,2,0,134.3,13.0,90.0,kentucky,2019,terry_wilson_kentucky,False
Terry Wilson,SR,QB,10,200,125,62.5,1187,5.9,7,4,119.9,20.0,118.7,kentucky,2020,terry_wilson_kentucky,True
Terry Wilson,SR,QB,6,172,99,57.6,1055,6.1,7,4,117.87,28.7,175.8,new_mexico,2021,terry_wilson_new_mexico,False
Tetairoa McMillan,FR,WR,12,2,2,100.0,8,4.0,0,0,133.6,0.2,0.7,arizona,2022,tetairoa_mcmillan_arizona,False
Tetairoa McMillan,SO,WR,13,1,1,100.0,21,21.0,1,0,606.4,0.1,1.6,arizona,2023,tetairoa_mcmillan_arizona,False
Tevaka Tuioti,FR,QB,9,118,57,48.3,705,6.0,4,6,99.52,13.1,78.3,new_mexico,2017,tevaka_tuioti_new_mexico,False
Tevaka Tuioti,SO,QB,3,43,24,55.8,439,10.2,5,2,170.64,14.3,146.3,new_mexico,2018,tevaka_tuioti_new_mexico,False
Tevaka Tuioti,SO,QB,9,195,102,52.3,1460,7.5,7,6,120.9,21.7,162.2,new_mexico,2019,tevaka_tuioti_new_mexico,False
Tevaka Tuioti,JR,QB,2,66,37,56.1,475,7.2,4,1,133.48,33.0,237.5,new_mexico,2020,tevaka_tuioti_new_mexico,False
Tevin Carter,FR,QB,6,5,3,60.0,101,20.2,1,1,255.68,0.8,16.8,memphis,2023,tevin_carter_memphis,False
Tez Johnson,FR,WR,11,1,0,0.0,0,0.0,0,1,-200.0,0.1,0.0,troy,2020,tez_johnson_troy,False
Tez Johnson,SO,WR,13,2,1,50.0,7,3.5,1,0,244.4,0.2,0.5,troy,2022,tez_johnson_troy,True
Tez Johnson,SR,WR,5,1,0,0.0,0,0.0,0,0,0.0,0.2,0.0,oregon,2024,tez_johnson_oregon,False
Tez Parks,SO,RB,12,1,0,0.0,0,0.0,0,1,-200.0,0.1,0.0,southern_mississippi,2016,tez_parks_southern_mississippi,False
Tez Parks,JR,RB,10,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,southern_mississippi,2017,tez_parks_southern_mississippi,False
Thayer Thomas,FR,WR,13,2,1,50.0,56,28.0,0,0,285.2,0.2,4.3,north_carolina_state,2018,thayer_thomas_north_carolina_state,False
Thayer Thomas,SO,WR,12,5,3,60.0,74,14.8,2,0,316.32,0.4,6.2,north_carolina_state,2019,thayer_thomas_north_carolina_state,False
Thayer Thomas,JR,WR,12,3,1,33.3,31,10.3,1,0,230.13,0.3,2.6,north_carolina_state,2020,thayer_thomas_north_carolina_state,False
Thayer Thomas,JR,WR,12,2,0,0.0,0,0.0,0,0,0.0,0.2,0.0,north_carolina_state,2021,thayer_thomas_north_carolina_state,False
Thayer Thomas,SR,WR,13,2,2,100.0,33,16.5,1,0,403.6,0.2,2.5,north_carolina_state,2022,thayer_thomas_north_carolina_state,False
Theo Day,FR,QB,2,3,2,66.7,12,4.0,0,0,100.27,1.5,6.0,michigan_state,2019,theo_day_michigan_state,False
Thomas Castellanos,FR,QB,6,16,9,56.3,75,4.7,0,0,95.63,2.7,12.5,ucf,2022,thomas_castellanos_ucf,True
Thomas Castellanos,SO,QB,13,330,189,57.3,2248,6.8,15,14,121.01,25.4,172.9,boston_college,2023,thomas_castellanos_boston_college,False
Thomas Castellanos,JR,QB,5,100,67,67.0,983,9.8,12,4,181.17,20.0,196.6,boston_college,2024,thomas_castellanos_boston_college,False
Thomas Leo,SR,K,13,1,1,100.0,18,18.0,0,0,251.2,0.1,1.4,louisiana-lafayette,2023,thomas_leo_louisiana-lafayette,False
Thomas MacVittie,JR,QB,2,1,0,0.0,0,0.0,0,1,-200.0,0.5,0.0,kansas,2019,thomas_macvittie_kansas,False
Thomas MacVittie,SR,QB,2,10,6,60.0,24,2.4,0,1,60.16,5.0,12.0,kansas,2020,thomas_macvittie_kansas,False
Thomas Owens,SR,WR,9,1,1,100.0,35,35.0,1,0,724.0,0.1,3.9,florida_international,2017,thomas_owens_florida_international,False
Thomas Sirk,SR,QB,11,238,132,55.5,1655,7.0,9,9,118.79,21.6,150.5,east_carolina,2017,thomas_sirk_east_carolina,False
Thomas Sperbeck,SR,WR,13,3,3,100.0,92,30.7,3,0,687.6,0.2,7.1,boise_state,2016,thomas_sperbeck_boise_state,False
Thomas Stuart,JR,QB,3,5,3,60.0,50,10.0,0,0,144.0,1.7,16.7,boise_state,2016,thomas_stuart_boise_state,False
Thomas Woodson,JR,QB,8,242,146,60.3,2079,8.6,18,6,152.08,30.3,259.9,akron,2016,thomas_woodson_akron,False
Thomas Woodson,SR,QB,11,278,159,57.2,1777,6.4,14,9,121.03,25.3,161.5,akron,2017,thomas_woodson_akron,False
Tiger Bachmeier,FR,WR,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,stanford,2023,tiger_bachmeier_stanford,False
Tim Carpenter,FR,QB,1,4,2,50.0,8,2.0,1,0,149.3,4.0,8.0,tulsa,2024,tim_carpenter_tulsa,False
Tim Crawley,SR,WR,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,san_jose_state,2016,tim_crawley_san_jose_state,False
Timmy Hernandez,JR,WR,12,1,1,100.0,10,10.0,0,0,184.0,0.1,0.8,oregon_state,2017,timmy_hernandez_oregon_state,False
Timmy Hernandez,SR,WR,12,4,0,0.0,0,0.0,0,0,0.0,0.3,0.0,oregon_state,2018,timmy_hernandez_oregon_state,False
Timmy McClain,FR,QB,11,262,145,55.3,1888,7.2,5,7,116.83,23.8,171.6,south_florida,2021,timmy_mcclain_south_florida,True
Timmy McClain,SO,QB,7,102,64,62.7,1065,10.4,9,3,173.69,14.6,152.1,ucf,2023,timmy_mcclain_ucf,True
Timmy McClain,JR,QB,2,18,11,61.1,132,7.3,3,0,177.71,9.0,66.0,arkansas_state,2024,timmy_mcclain_arkansas_state,False
Toa Taua,FR,RB,13,4,4,100.0,93,23.3,1,0,377.8,0.3,7.2,nevada,2018,toa_taua_nevada,False
Toa Taua,SO,RB,13,1,1,100.0,-1,-1.0,0,0,91.6,0.1,-0.1,nevada,2019,toa_taua_nevada,False
Toa Taua,JR,RB,8,2,1,50.0,4,2.0,0,0,66.8,0.3,0.5,nevada,2020,toa_taua_nevada,False
Toa Taua,SR,RB,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,nevada,2022,toa_taua_nevada,False
Tobias Oliver,FR,QB,12,16,7,43.8,167,10.4,2,0,172.68,1.3,13.9,georgia_tech,2018,tobias_oliver_georgia_tech,False
Tobias Oliver,SO,QB,12,26,11,42.3,177,6.8,0,2,84.12,2.2,14.8,georgia_tech,2019,tobias_oliver_georgia_tech,False
Tobin O'Dell,FR,QB,3,2,1,50.0,0,0.0,0,1,-50.0,0.7,0.0,san_diego_state,2023,tobin_o'dell_san_diego_state,False
Todd Centeio,FR,QB,2,2,2,100.0,20,10.0,0,0,184.0,1.0,10.0,temple,2017,todd_centeio_temple,False
Todd Centeio,FR,QB,11,18,12,66.7,149,8.3,2,0,172.88,1.6,13.5,temple,2018,todd_centeio_temple,False
Todd Centeio,SO,QB,10,51,34,66.7,444,8.7,5,1,168.23,5.1,44.4,temple,2019,todd_centeio_temple,True
Todd Centeio,JR,QB,3,36,14,38.9,207,5.8,1,1,90.8,12.0,69.0,colorado_state,2020,todd_centeio_colorado_state,False
Todd Centeio,SR,QB,12,380,229,60.3,2958,7.8,15,10,133.42,31.7,246.5,colorado_state,2021,todd_centeio_colorado_state,True
Todd Centeio,SR,QB,10,284,181,63.7,2697,9.5,25,5,169.03,28.4,269.7,james_madison,2022,todd_centeio_james_madison,False
Todd Porter,JR,QB,5,142,87,61.3,1064,7.5,7,9,127.8,28.4,212.8,eastern_michigan,2016,todd_porter_eastern_michigan,False
Tom Flacco,SO,QB,6,1,0,0.0,0,0.0,0,0,0.0,0.2,0.0,western_michigan,2016,tom_flacco_western_michigan,False
Tom Foley,JR,P,13,1,1,100.0,32,32.0,1,0,698.8,0.1,2.5,northern_illinois,2023,tom_foley_northern_illinois,False
Tom Hutton,FR,P,13,1,1,100.0,20,20.0,0,0,268.0,0.1,1.5,oklahoma_state,2019,tom_hutton_oklahoma_state,False
Tom Stewart,SR,QB,10,153,92,60.1,1054,6.9,8,2,132.65,15.3,105.4,rice,2019,tom_stewart_rice,False
Tommy Armstrong Jr.,SR,QB,11,294,151,51.4,2180,7.4,14,8,123.92,26.7,198.2,nebraska,2016,tommy_armstrong_jr._nebraska,False
Tommy DeVito,FR,QB,8,87,44,50.6,525,6.0,4,3,109.54,10.9,65.6,syracuse,2018,tommy_devito_syracuse,False
Tommy DeVito,SO,QB,12,337,213,63.2,2360,7.0,19,5,137.68,28.1,196.7,syracuse,2019,tommy_devito_syracuse,False
Tommy DeVito,JR,QB,4,96,48,50.0,593,6.2,4,2,111.47,24.0,148.3,syracuse,2020,tommy_devito_syracuse,False
Tommy DeVito,JR,QB,3,52,32,61.5,388,7.5,1,2,122.88,17.3,129.3,syracuse,2021,tommy_devito_syracuse,True
Tommy DeVito,SR,QB,13,369,257,69.6,2650,7.2,15,4,141.22,28.4,203.8,illinois,2022,tommy_devito_illinois,False
Tommy Heatherly,SR,P,12,2,2,100.0,33,16.5,0,0,238.6,0.2,2.8,florida_international,2021,tommy_heatherly_florida_international,False
Tommy Lazzaro,JR,QB,6,141,68,48.2,711,5.0,5,10,88.11,23.5,118.5,central_michigan,2018,tommy_lazzaro_central_michigan,False
Tommy Lazzaro,SR,QB,13,8,4,50.0,47,5.9,0,0,99.35,0.6,3.6,central_michigan,2019,tommy_lazzaro_central_michigan,False
Tommy Schuster,SR,QB,3,21,16,76.2,166,7.9,0,0,142.59,7.0,55.3,michigan_state,2024,tommy_schuster_michigan_state,False
Tommy Stevens,FR,QB,7,3,2,66.7,36,12.0,0,0,167.47,0.4,5.1,penn_state,2016,tommy_stevens_penn_state,False
Tommy Stevens,SO,QB,9,27,14,51.9,158,5.9,3,0,137.68,3.0,17.6,penn_state,2017,tommy_stevens_penn_state,False
Tommy Stevens,SR,QB,7,11,8,72.7,110,10.0,1,1,168.55,1.6,15.7,penn_state,2018,tommy_stevens_penn_state,True
Tommy Stevens,SR,QB,9,161,97,60.2,1155,7.2,11,5,136.85,17.9,128.3,mississippi_state,2019,tommy_stevens_mississippi_state,False
Tommy Ulatowski,FR,QB,2,11,6,54.5,102,9.3,1,0,162.44,5.5,51.0,kent_state,2022,tommy_ulatowski_kent_state,False
Tommy Ulatowski,SO,QB,10,121,60,49.6,737,6.1,7,2,116.53,12.1,73.7,kent_state,2023,tommy_ulatowski_kent_state,False
Tommy Ulatowski,JR,QB,4,35,16,45.7,354,10.1,4,1,162.68,8.8,88.5,kent_state,2024,tommy_ulatowski_kent_state,False
Tony Muskett,SR,QB,6,147,93,63.3,1031,7.0,6,5,128.86,24.5,171.8,virginia,2023,tony_muskett_virginia,False
Tony Muskett,SR,QB,3,6,3,50.0,20,3.3,0,1,44.67,2.0,6.7,virginia,2024,tony_muskett_virginia,False
Tony Nicholson,SO,WR,11,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,baylor,2017,tony_nicholson_baylor,True
Tony Nicholson,SR,WR,12,3,1,33.3,7,2.3,1,0,162.93,0.3,0.6,new_mexico_state,2019,tony_nicholson_new_mexico_state,False
Tony Poljan,FR,QB,13,21,13,61.9,78,3.7,0,0,93.11,1.6,6.0,central_michigan,2017,tony_poljan_central_michigan,False
Tony Poljan,SO,QB,12,147,76,51.7,625,4.3,2,5,85.11,12.3,52.1,central_michigan,2018,tony_poljan_central_michigan,False
Torii Hunter Jr.,SR,WR,9,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,notre_dame,2016,torii_hunter_jr._notre_dame,False
Tory Horton,SO,WR,12,1,1,100.0,44,44.0,0,0,469.6,0.1,3.7,nevada,2021,tory_horton_nevada,True
Tory Horton,JR,WR,12,2,2,100.0,35,17.5,0,0,247.0,0.2,2.9,colorado_state,2022,tory_horton_colorado_state,False
Tory Horton,SR,WR,12,3,2,66.7,72,24.0,1,1,311.6,0.3,6.0,colorado_state,2023,tory_horton_colorado_state,False
Tory Taylor,SO,P,14,1,1,100.0,3,3.0,0,0,125.2,0.1,0.2,iowa,2021,tory_taylor_iowa,False
Tra'Von Chapman,JR,QB,10,117,54,46.2,700,6.0,5,5,101.96,11.7,70.0,akron,2016,tra'von_chapman_akron,False
Tra'Von Chapman,SR,WR,14,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,akron,2017,tra'von_chapman_akron,False
Trace Campbell,FR,QB,1,9,4,44.4,47,5.2,0,0,88.3,9.0,47.0,uab,2023,trace_campbell_uab,False
Trace McSorley,SO,QB,14,387,224,57.9,3614,9.3,29,8,156.93,27.6,258.1,penn_state,2016,trace_mcsorley_penn_state,False
Trace McSorley,JR,QB,13,427,284,66.5,3570,8.4,28,10,153.7,32.8,274.6,penn_state,2017,trace_mcsorley_penn_state,False
Trace McSorley,SR,QB,13,361,192,53.2,2530,7.0,18,7,124.63,27.8,194.6,penn_state,2018,trace_mcsorley_penn_state,False
Trad Beatty,SO,QB,2,27,17,63.0,230,8.5,1,1,139.33,13.5,115.0,temple,2020,trad_beatty_temple,True
Trae Hall,FR,QB,4,28,15,53.6,162,5.8,4,2,135.02,7.0,40.5,new_mexico,2019,trae_hall_new_mexico,False
Trae Hall,SO,QB,4,101,53,52.5,518,5.1,0,3,89.62,25.3,129.5,new_mexico,2020,trae_hall_new_mexico,False
Trae Hall,JR,QB,8,2,1,50.0,5,2.5,0,0,71.0,0.3,0.6,new_mexico,2021,trae_hall_new_mexico,False
Trae Hall,SR,WR,10,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,new_mexico,2022,trae_hall_new_mexico,False
Travis Dye,JR,RB,7,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,oregon,2020,travis_dye_oregon,False
Travis Etienne,JR,RB,15,1,1,100.0,23,23.0,0,0,293.2,0.1,1.5,clemson,2019,travis_etienne_clemson,False
Travis Levy,FR,RB,13,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,boston_college,2017,travis_levy_boston_college,False
Travon McMillian,SR,TB,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,colorado,2018,travon_mcmillian_colorado,False
