name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name,season,player_id,transfer
Cole Ballard,FR,QB,4,36,20,55.6,286,7.9,1,3,114.79,9.0,71.5,kansas,2023,cole_ballard_kansas,False
Cole Ballard,FR,QB,1,6,5,83.3,51,8.5,1,0,209.73,6.0,51.0,kansas,2024,cole_ballard_kansas,False
Cole Brownholtz,SO,QB,1,1,1,100.0,7,7.0,0,0,158.8,1.0,7.0,hawai'i,2017,cole_brownholtz_hawai'i,False
Cole Freeman,SO,QB,3,45,22,48.9,178,4.0,0,5,59.9,15.0,59.3,northwestern,2022,cole_freeman_northwestern,False
Cole Freytag,SR,WR,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,utep,2016,cole_freytag_utep,False
Cole Garvin,SO,QB,6,64,35,54.7,463,7.2,4,1,132.96,10.7,77.2,south_alabama,2016,cole_garvin_south_alabama,False
Cole Garvin,JR,QB,8,232,122,52.6,1490,6.4,7,7,110.46,29.0,186.3,south_alabama,2017,cole_garvin_south_alabama,False
Cole Garvin,SR,QB,5,78,48,61.5,524,6.7,5,3,131.43,15.6,104.8,south_alabama,2018,cole_garvin_south_alabama,False
Cole Kelley,FR,QB,9,151,87,57.6,1038,6.9,8,4,127.54,16.8,115.3,arkansas,2017,cole_kelley_arkansas,False
Cole Kelley,SO,QB,9,67,35,52.2,455,6.8,5,5,118.98,7.4,50.6,arkansas,2018,cole_kelley_arkansas,False
Cole Kmet,FR,TE,13,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,notre_dame,2017,cole_kmet_notre_dame,False
Cole Kramer,FR,QB,3,2,0,0.0,0,0.0,0,1,-100.0,0.7,0.0,minnesota,2019,cole_kramer_minnesota,False
Cole Kramer,SO,QB,8,3,3,100.0,62,20.7,2,0,493.6,0.4,7.8,minnesota,2021,cole_kramer_minnesota,False
Cole Kramer,JR,QB,8,8,5,62.5,41,5.1,0,0,105.55,1.0,5.1,minnesota,2022,cole_kramer_minnesota,False
Cole Kramer,SR,QB,3,17,8,47.1,26,1.5,2,2,75.19,5.7,8.7,minnesota,2023,cole_kramer_minnesota,False
Cole McDonald,FR,QB,6,9,5,55.6,22,2.4,1,0,112.76,1.5,3.7,hawai'i,2017,cole_mcdonald_hawai'i,False
Cole McDonald,SO,QB,13,484,285,58.9,3875,8.0,36,10,146.55,37.2,298.1,hawai'i,2018,cole_mcdonald_hawai'i,False
Cole McDonald,JR,QB,14,511,326,63.8,4135,8.1,33,14,147.6,36.5,295.4,hawai'i,2019,cole_mcdonald_hawai'i,False
Cole Pennington,FR,QB,4,112,64,57.1,695,6.2,0,6,98.55,28.0,173.8,marshall,2023,cole_pennington_marshall,False
Cole Pennington,SO,QB,2,7,5,71.4,57,8.1,1,0,186.97,3.5,28.5,marshall,2024,cole_pennington_marshall,False
Cole Snyder,FR,QB,2,3,3,100.0,35,11.7,0,0,198.0,1.5,17.5,rutgers,2019,cole_snyder_rutgers,False
Cole Snyder,SO,QB,6,28,18,64.3,130,4.6,1,0,115.07,4.7,21.7,rutgers,2021,cole_snyder_rutgers,True
Cole Snyder,JR,QB,13,461,271,58.8,3030,6.6,18,8,123.42,35.5,233.1,buffalo,2022,cole_snyder_buffalo,False
Cole Snyder,SR,QB,12,372,203,54.6,2108,5.7,13,9,108.86,31.0,175.7,buffalo,2023,cole_snyder_buffalo,True
Cole Snyder,SR,QB,5,144,94,65.3,957,6.6,4,0,130.28,28.8,191.4,eastern_michigan,2024,cole_snyder_eastern_michigan,False
Cole Welliver,FR,QB,1,4,2,50.0,10,2.5,0,0,71.0,4.0,10.0,connecticut,2024,cole_welliver_connecticut,False
Colin Parachek,FR,QB,1,1,0,0.0,0,0.0,0,1,-200.0,1.0,0.0,marshall,2023,colin_parachek_marshall,False
Colin Reardon,SR,WR,10,3,1,33.3,3,1.0,0,0,41.73,0.3,0.3,kent_state,2016,colin_reardon_kent_state,False
Collin Drake,SO,QB,1,1,1,100.0,2,2.0,0,0,116.8,1.0,2.0,georgia,2023,collin_drake_georgia,False
Collin Hill,FR,QB,6,129,75,58.1,1096,8.5,8,2,146.88,21.5,182.7,colorado_state,2016,collin_hill_colorado_state,False
Collin Hill,SO,QB,10,202,119,58.9,1387,6.9,7,7,121.08,20.2,138.7,colorado_state,2018,collin_hill_colorado_state,False
Collin Hill,JR,QB,3,102,69,67.6,840,8.2,8,2,158.78,34.0,280.0,colorado_state,2019,collin_hill_colorado_state,True
Collin Hill,SR,QB,8,215,127,59.1,1411,6.6,6,6,117.83,26.9,176.4,south_carolina,2020,collin_hill_south_carolina,False
Collin Lisa,JR,WR,13,1,1,100.0,3,3.0,0,0,125.2,0.1,0.2,uab,2017,collin_lisa_uab,False
Collin Schlee,FR,QB,3,13,7,53.8,113,8.7,2,0,177.63,4.3,37.7,kent_state,2020,collin_schlee_kent_state,False
Collin Schlee,SO,QB,10,24,17,70.8,238,9.9,1,0,167.88,2.4,23.8,kent_state,2021,collin_schlee_kent_state,False
Collin Schlee,JR,QB,11,266,157,59.0,2109,7.9,13,5,137.99,24.2,191.7,kent_state,2022,collin_schlee_kent_state,True
Collin Schlee,JR,QB,7,47,25,53.2,217,4.6,2,2,97.5,6.7,31.0,ucla,2023,collin_schlee_ucla,True
Collin Schlee,SR,QB,4,1,0,0.0,0,0.0,0,0,0.0,0.3,0.0,virginia_tech,2024,collin_schlee_virginia_tech,False
Colt Garrett,SO,QB,2,1,1,100.0,44,44.0,1,0,799.6,0.5,22.0,texas_tech,2018,colt_garrett_texas_tech,False
Colten Gauthier,FR,QB,1,1,1,100.0,19,19.0,0,0,259.6,1.0,19.0,south_carolina,2021,colten_gauthier_south_carolina,False
Colten Gauthier,SO,QB,1,2,1,50.0,15,7.5,0,0,113.0,2.0,15.0,south_carolina,2023,colten_gauthier_south_carolina,False
Colten Rastetter,SO,P,13,2,2,100.0,33,16.5,0,0,238.6,0.2,2.5,iowa,2017,colten_rastetter_iowa,False
Colten Rastetter,JR,P,13,2,2,100.0,11,5.5,1,0,311.2,0.2,0.8,iowa,2018,colten_rastetter_iowa,False
Coltin Clack,FR,QB,1,2,0,0.0,0,0.0,0,0,0.0,2.0,0.0,arkansas_state,2020,coltin_clack_arkansas_state,False
Coltin Gerhart,JR,QB,10,29,17,58.6,180,6.2,1,2,108.35,2.9,18.0,new_mexico,2017,coltin_gerhart_new_mexico,False
Coltin Gerhart,SR,QB,5,56,27,48.2,266,4.8,3,3,95.08,11.2,53.2,new_mexico,2018,coltin_gerhart_new_mexico,False
Colton Joseph,FR,QB,3,55,29,52.7,300,5.5,3,1,112.91,18.3,100.0,old_dominion,2024,colton_joseph_old_dominion,False
Colton Richardson,FR,QB,2,63,34,54.0,395,6.3,2,1,113.95,31.5,197.5,idaho,2017,colton_richardson_idaho,False
Conner Cramer,JR,QB,8,39,17,43.6,188,4.8,2,3,85.63,4.9,23.5,new_mexico_state,2016,conner_cramer_new_mexico_state,False
Conner Cramer,SR,WR,12,1,1,100.0,17,17.0,1,0,572.8,0.1,1.4,new_mexico_state,2017,conner_cramer_new_mexico_state,False
Conner Harrell,FR,QB,5,33,22,66.7,278,8.4,2,2,145.31,6.6,55.6,north_carolina,2023,conner_harrell_north_carolina,False
Conner Harrell,SO,QB,4,35,20,57.1,275,7.9,2,1,136.29,8.8,68.8,north_carolina,2024,conner_harrell_north_carolina,False
Conner Manning,JR,QB,10,373,207,55.5,2684,7.2,16,13,123.14,37.3,268.4,georgia_state,2016,conner_manning_georgia_state,False
Conner Manning,SR,QB,12,403,259,64.3,3146,7.8,14,7,137.83,33.6,262.2,georgia_state,2017,conner_manning_georgia_state,False
Conner McQueen,SR,QB,13,1,1,100.0,1,1.0,0,0,108.4,0.1,0.1,texas_a&m,2016,conner_mcqueen_texas_a&m,False
Conner Weigman,FR,QB,5,132,73,55.3,896,6.8,8,0,132.32,26.4,179.2,texas_a&m,2022,conner_weigman_texas_a&m,False
Conner Weigman,SO,QB,4,119,82,68.9,979,8.2,8,2,156.85,29.8,244.8,texas_a&m,2023,conner_weigman_texas_a&m,False
Conner Weigman,SO,QB,3,66,41,62.1,501,7.6,2,2,129.82,22.0,167.0,texas_a&m,2024,conner_weigman_texas_a&m,False
Connor Adair,FR,QB,2,2,1,50.0,17,8.5,1,0,286.4,1.0,8.5,memphis,2018,connor_adair_memphis,False
Connor Adair,SO,QB,5,15,10,66.7,109,7.3,0,0,127.71,3.0,21.8,memphis,2019,connor_adair_memphis,False
Connor Adair,JR,QB,2,2,0,0.0,0,0.0,0,0,0.0,1.0,0.0,memphis,2020,connor_adair_memphis,False
Connor Bazelak,FR,QB,3,21,15,71.4,144,6.9,0,0,129.03,7.0,48.0,missouri,2019,connor_bazelak_missouri,False
Connor Bazelak,FR,QB,10,324,218,67.3,2366,7.3,7,6,132.05,32.4,236.6,missouri,2020,connor_bazelak_missouri,False
Connor Bazelak,SO,QB,11,377,246,65.3,2548,6.8,16,11,130.2,34.3,231.6,missouri,2021,connor_bazelak_missouri,True
Connor Bazelak,JR,QB,10,426,235,55.2,2312,5.4,13,10,106.13,42.6,231.2,indiana,2022,connor_bazelak_indiana,True
Connor Bazelak,SR,QB,11,278,168,60.4,1935,7.0,12,7,128.1,25.3,175.9,bowling_green,2023,connor_bazelak_bowling_green,False
Connor Bazelak,SR,QB,5,163,111,68.1,1243,7.6,5,4,137.37,32.6,248.6,bowling_green,2024,connor_bazelak_bowling_green,False
Connor Blumrick,FR,QB,1,1,1,100.0,8,8.0,0,0,167.2,1.0,8.0,texas_a&m,2018,connor_blumrick_texas_a&m,False
Connor Blumrick,JR,QB,6,31,16,51.6,152,4.9,2,0,114.09,5.2,25.3,virginia_tech,2021,connor_blumrick_virginia_tech,False
Connor Brewer,SR,QB,2,12,2,16.7,6,0.5,0,0,20.87,6.0,3.0,virginia,2016,connor_brewer_virginia,False
Connor Cigelske,FR,QB,2,38,22,57.9,229,6.0,0,1,103.26,19.0,114.5,georgia_southern,2021,connor_cigelske_georgia_southern,False
Connor Cigelske,SO,QB,2,3,1,33.3,1,0.3,0,0,36.13,1.5,0.5,georgia_southern,2022,connor_cigelske_georgia_southern,False
Connor Genal,FR,QB,3,18,11,61.1,98,5.4,0,2,84.62,6.0,32.7,new_mexico,2020,connor_genal_new_mexico,False
Connor Genal,SO,QB,2,14,5,35.7,44,3.1,0,1,47.82,7.0,22.0,new_mexico,2021,connor_genal_new_mexico,False
Connor Heyward,FR,RB,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,michigan_state,2017,connor_heyward_michigan_state,False
Connor Heyward,SO,RB,13,1,1,100.0,36,36.0,0,0,402.4,0.1,2.8,michigan_state,2018,connor_heyward_michigan_state,False
Connor Moberly,FR,QB,2,7,5,71.4,49,7.0,0,1,101.66,3.5,24.5,iowa_state,2024,connor_moberly_iowa_state,False
Connor Noland,FR,QB,4,43,21,48.8,255,5.9,1,2,97.03,10.8,63.8,arkansas,2018,connor_noland_arkansas,False
Connor White,SO,QB,5,44,23,52.3,223,5.1,1,2,93.25,8.8,44.6,texas_state,2016,connor_white_texas_state,False
Conor Blount,FR,QB,4,35,19,54.3,183,5.2,0,2,86.78,8.8,45.8,oregon_state,2016,conor_blount_oregon_state,False
Conor Blount,SO,QB,9,153,95,62.1,1117,7.3,7,2,135.91,17.0,124.1,oregon_state,2018,conor_blount_oregon_state,False
Conor Rhoda,JR,QB,3,16,8,50.0,88,5.5,1,0,116.83,5.3,29.3,minnesota,2016,conor_rhoda_minnesota,False
Conor Rhoda,SR,QB,7,109,59,54.1,839,7.7,5,4,126.58,15.6,119.9,minnesota,2017,conor_rhoda_minnesota,False
Cooper Bateman,JR,QB,15,14,12,85.7,119,8.5,1,0,180.68,0.9,7.9,alabama,2016,cooper_bateman_alabama,False
Cooper Legas,SO,QB,2,20,11,55.0,171,8.6,2,1,149.82,10.0,85.5,utah_state,2021,cooper_legas_utah_state,False
Cooper Legas,JR,QB,10,221,135,61.1,1499,6.8,11,10,125.44,22.1,149.9,utah_state,2022,cooper_legas_utah_state,False
Cooper Legas,SR,QB,9,213,138,64.8,1815,8.5,19,8,158.3,23.7,201.7,utah_state,2023,cooper_legas_utah_state,True
Cooper Legas,SR,QB,5,13,8,61.5,95,7.3,1,0,148.31,2.6,19.0,tulsa,2024,cooper_legas_tulsa,False
Cooper Rush,SR,QB,13,465,278,59.8,3540,7.6,23,16,133.18,35.8,272.3,central_michigan,2016,cooper_rush_central_michigan,False
Coran Taylor,SO,QB,2,46,23,50.0,379,8.2,3,2,132.03,23.0,189.5,illinois,2020,coran_taylor_illinois,False
Cord Sandberg,FR,QB,1,1,1,100.0,22,22.0,0,0,284.8,1.0,22.0,auburn,2018,cord_sandberg_auburn,False
Cord Sandberg,FR,QB,2,7,5,71.4,84,12.0,2,0,266.51,3.5,42.0,auburn,2019,cord_sandberg_auburn,False
Cord Sandberg,SO,QB,1,1,1,100.0,8,8.0,0,0,167.2,1.0,8.0,auburn,2020,cord_sandberg_auburn,False
Cordale Grundy,JR,QB,9,220,111,50.5,989,4.5,5,3,92.99,24.4,109.9,utsa,2018,cordale_grundy_utsa,False
Cordale Grundy,SR,QB,2,5,1,20.0,4,0.8,0,1,-13.28,2.5,2.0,utsa,2019,cordale_grundy_utsa,False
Corey Clement,SR,RB,13,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,wisconsin,2016,corey_clement_wisconsin,False
Corey Fatony,SO,P,12,1,1,100.0,11,11.0,0,0,192.4,0.1,0.9,missouri,2016,corey_fatony_missouri,False
Corey Lacanaria,JR,WR,11,2,1,50.0,10,5.0,0,1,-8.0,0.2,0.9,ball_state,2016,corey_lacanaria_ball_state,False
Corey Lacanaria,SR,WR,12,4,4,100.0,67,16.8,0,0,240.7,0.3,5.6,ball_state,2018,corey_lacanaria_ball_state,False
Cornelious Brown,FR,QB,4,28,11,39.3,130,4.6,0,1,71.15,7.0,32.5,georgia_state,2019,cornelious_brown_georgia_state,False
Cornelious Brown IV,FR,QB,10,304,178,58.6,2278,7.5,17,10,133.36,30.4,227.8,georgia_state,2020,cornelious_brown_iv_georgia_state,False
Cornelious Brown IV,SO,QB,5,81,42,51.9,384,4.7,0,4,81.79,16.2,76.8,georgia_state,2021,cornelious_brown_iv_georgia_state,False
Coy Eakin,FR,WR,10,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,texas_tech,2023,coy_eakin_texas_tech,False
Coy Eakin,SO,WR,6,1,1,100.0,20,20.0,1,0,598.0,0.2,3.3,texas_tech,2024,coy_eakin_texas_tech,False
Craig Scott,SR,WR,13,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,navy,2017,craig_scott_navy,False
Cristian Solano,SO,QB,2,6,5,83.3,56,9.3,0,0,161.73,3.0,28.0,nevada,2017,cristian_solano_nevada,False
Cristian Solano,JR,QB,10,45,23,51.1,200,4.4,0,4,70.66,4.5,20.0,nevada,2018,cristian_solano_nevada,False
Cristian Solano,SR,QB,11,41,25,61.0,248,6.0,2,2,118.13,3.7,22.5,nevada,2019,cristian_solano_nevada,False
D'Andre Swift,FR,RB,15,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,georgia,2017,d'andre_swift_georgia,False
D'Eriq King,FR,QB,10,3,2,66.7,20,6.7,1,0,232.67,0.3,2.0,houston,2016,d'eriq_king_houston,False
D'Eriq King,SO,QB,10,139,90,64.7,1260,9.1,7,2,154.64,13.9,126.0,houston,2017,d'eriq_king_houston,False
D'Eriq King,JR,QB,11,345,219,63.5,2982,8.6,36,6,167.04,31.4,271.1,houston,2018,d'eriq_king_houston,False
D'Eriq King,SR,QB,4,110,58,52.7,663,6.0,6,2,117.72,27.5,165.8,houston,2019,d'eriq_king_houston,True
D'Eriq King,SR,QB,11,329,211,64.1,2686,8.2,23,5,152.74,29.9,244.2,miami_florida,2020,d'eriq_king_miami_florida,False
D'Eriq King,SR,QB,3,122,81,66.4,767,6.3,3,4,120.75,40.7,255.7,miami_florida,2021,d'eriq_king_miami_florida,False
D'Ernest Johnson,JR,RB,13,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,south_florida,2016,d'ernest_johnson_south_florida,False
D'Wan Mathis,FR,QB,4,30,12,40.0,89,3.0,1,3,55.92,7.5,22.3,georgia,2020,d'wan_mathis_georgia,True
D'Wan Mathis,FR,QB,7,196,116,59.2,1223,6.2,6,4,117.62,28.0,174.7,temple,2021,d'wan_mathis_temple,False
D'Wan Mathis,SO,QB,9,30,14,46.7,125,4.2,0,0,81.67,3.3,13.9,temple,2022,d'wan_mathis_temple,False
D.J. Brown,SR,WR,14,1,1,100.0,5,5.0,0,0,142.0,0.1,0.4,northern_illinois,2018,d.j._brown_northern_illinois,False
D.J. Gillins,JR,QB,6,4,1,25.0,76,19.0,1,0,267.1,0.7,12.7,smu,2017,d.j._gillins_smu,True
D.J. Gillins,SR,QB,6,61,30,49.2,225,3.7,1,5,69.19,10.2,37.5,utsa,2018,d.j._gillins_utsa,False
D.J. Mack Jr.,JR,QB,7,166,85,51.2,856,5.2,5,7,96.04,23.7,122.3,old_dominion,2021,d.j._mack_jr._old_dominion,False
D.J. Mack Jr.,SR,QB,5,3,1,33.3,21,7.0,1,0,202.13,0.6,4.2,old_dominion,2022,d.j._mack_jr._old_dominion,False
D.J. Matthews,SO,WR,12,2,0,0.0,0,0.0,0,0,0.0,0.2,0.0,florida_state,2018,d.j._matthews_florida_state,False
D.J. Matthews,JR,WR,12,1,1,100.0,25,25.0,0,0,310.0,0.1,2.1,florida_state,2019,d.j._matthews_florida_state,False
D.J. Moore,SO,WR,13,2,1,50.0,21,10.5,0,0,138.2,0.2,1.6,maryland,2016,d.j._moore_maryland,False
D.J. Thompson,SR,WR,11,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,southern_mississippi,2016,d.j._thompson_southern_mississippi,False
D.J. Uiagalelei,FR,QB,10,117,78,66.7,914,7.8,5,0,146.39,11.7,91.4,clemson,2020,d.j._uiagalelei_clemson,False
DC Tabscott,SO,QB,3,5,1,20.0,16,3.2,0,1,6.88,1.7,5.3,new_mexico,2023,dc_tabscott_new_mexico,False
DJ Irons,SO,QB,8,121,78,64.5,892,7.4,8,4,141.59,15.1,111.5,akron,2021,dj_irons_akron,False
DJ Irons,JR,QB,10,379,253,66.8,2605,6.9,10,7,129.51,37.9,260.5,akron,2022,dj_irons_akron,False
DJ Irons,SR,QB,5,133,88,66.2,722,5.4,3,3,114.7,26.6,144.4,akron,2023,dj_irons_akron,False
DJ Lagway,FR,QB,5,55,38,69.1,667,12.1,4,3,184.05,11.0,133.4,florida,2024,dj_lagway_florida,False
DJ Moore,JR,WR,12,2,2,100.0,15,7.5,0,0,163.0,0.2,1.3,maryland,2017,dj_moore_maryland,False
DJ Nelson,SO,QB,2,1,1,100.0,12,12.0,0,0,200.8,0.5,6.0,utah_state,2016,dj_nelson_utah_state,False
DJ Riles,FR,QB,12,8,7,87.5,78,9.8,0,0,169.4,0.7,6.5,middle_tennessee,2023,dj_riles_middle_tennessee,True
DJ Stubbs,SO,WR,12,2,1,50.0,39,19.5,0,0,213.8,0.2,3.3,liberty,2018,dj_stubbs_liberty,False
DJ Stubbs,JR,WR,13,2,1,50.0,38,19.0,0,0,209.6,0.2,2.9,liberty,2019,dj_stubbs_liberty,False
DJ Stubbs,SR,WR,11,1,1,100.0,44,44.0,0,0,469.6,0.1,4.0,liberty,2021,dj_stubbs_liberty,False
DJ Uiagalelei,SO,QB,13,374,208,55.6,2246,6.0,9,10,108.65,28.8,172.8,clemson,2021,dj_uiagalelei_clemson,False
DJ Uiagalelei,JR,QB,13,370,229,61.9,2521,6.8,22,7,134.97,28.5,193.9,clemson,2022,dj_uiagalelei_clemson,True
DJ Uiagalelei,JR,QB,12,315,180,57.1,2638,8.4,21,7,145.05,26.3,219.8,oregon_state,2023,dj_uiagalelei_oregon_state,True
DJ Uiagalelei,SR,QB,5,156,84,53.8,1065,6.8,4,6,111.97,31.2,213.0,florida_state,2024,dj_uiagalelei_florida_state,False
DL Knock,SR,WR,13,1,1,100.0,2,2.0,1,0,446.8,0.1,0.2,ohio,2019,dl_knock_ohio,False
Daiyan Henley,FR,WR,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,nevada,2017,daiyan_henley_nevada,False
Dajon Richard,FR,RB,11,1,1,100.0,3,3.0,0,0,125.2,0.1,0.3,southern_mississippi,2021,dajon_richard_southern_mississippi,False
Dakereon Joyner,FR,QB,1,2,1,50.0,1,0.5,0,0,54.2,2.0,1.0,south_carolina,2018,dakereon_joyner_south_carolina,False
Dakereon Joyner,FR,QB,8,28,16,57.1,168,6.0,0,0,107.54,3.5,21.0,south_carolina,2019,dakereon_joyner_south_carolina,False
Dakereon Joyner,JR,WR,13,9,9,100.0,160,17.8,1,0,286.01,0.7,12.3,south_carolina,2021,dakereon_joyner_south_carolina,False
Dakereon Joyner,SR,WR,13,6,5,83.3,115,19.2,1,0,299.33,0.5,8.8,south_carolina,2022,dakereon_joyner_south_carolina,False
Dakota Prukop,,QB,6,143,94,65.7,1214,8.5,8,2,152.71,23.8,202.3,oregon,2016,dakota_prukop_oregon,False
Dalen Cambre,FR,WR,10,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,louisiana-lafayette,2020,dalen_cambre_louisiana-lafayette,False
Dalen Cobb,FR,WR,6,2,1,50.0,3,1.5,0,0,62.6,0.3,0.5,georgia_southern,2022,dalen_cobb_georgia_southern,False
Dalen Cobb,SO,WR,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,georgia_southern,2023,dalen_cobb_georgia_southern,False
Dalen Cobb,JR,WR,5,1,0,0.0,0,0.0,0,0,0.0,0.2,0.0,georgia_southern,2024,dalen_cobb_georgia_southern,False
Dalen Morris,SR,QB,9,65,33,50.8,579,8.9,3,2,134.68,7.2,64.3,navy,2020,dalen_morris_navy,True
Dalen Morris,SR,QB,9,1,1,100.0,11,11.0,0,0,192.4,0.1,1.2,hawai'i,2023,dalen_morris_hawai'i,False
Dallas Davis,SO,QB,11,349,198,56.7,2706,7.8,11,12,125.38,31.7,246.0,south_alabama,2016,dallas_davis_south_alabama,False
Dallas Davis,JR,QB,9,175,100,57.1,1355,7.7,8,7,129.26,19.4,150.6,south_alabama,2017,dallas_davis_south_alabama,False
Dalton Demos,SR,QB,7,11,3,27.3,27,2.5,0,1,29.71,1.6,3.9,coastal_carolina,2017,dalton_demos_coastal_carolina,False
Dalton Sneed,FR,QB,9,88,39,44.3,632,7.2,5,2,118.85,9.8,70.2,unlv,2016,dalton_sneed_unlv,False
Dalton Sturm,JR,QB,13,299,169,56.5,2170,7.3,20,6,135.55,23.0,166.9,utsa,2016,dalton_sturm_utsa,False
Dalton Sturm,SR,QB,11,297,185,62.3,2185,7.4,15,5,137.39,27.0,198.6,utsa,2017,dalton_sturm_utsa,False
Dalvin Smith,SO,WR,14,2,1,50.0,25,12.5,1,0,320.0,0.1,1.8,western_kentucky,2022,dalvin_smith_western_kentucky,False
Dalvin Smith,JR,WR,11,1,1,100.0,32,32.0,1,0,698.8,0.1,2.9,western_kentucky,2023,dalvin_smith_western_kentucky,False
Dalvin Smith,SR,WR,5,2,1,50.0,36,18.0,1,0,366.2,0.4,7.2,western_kentucky,2024,dalvin_smith_western_kentucky,False
Damian Williams,JR,QB,5,47,31,66.0,272,5.8,2,0,128.61,9.4,54.4,mississippi_state,2016,damian_williams_mississippi_state,True
Damian Williams,SR,QB,12,333,194,58.3,2061,6.2,12,9,116.73,27.8,171.8,texas_state,2017,damian_williams_texas_state,False
Damion Hobbs,JR,QB,10,19,8,42.1,68,3.6,0,1,61.64,1.9,6.8,utah_state,2016,damion_hobbs_utah_state,False
Damion Terry,JR,QB,7,46,22,47.8,253,5.5,1,1,96.85,6.6,36.1,michigan_state,2016,damion_terry_michigan_state,False
Damion Terry,SR,QB,3,4,0,0.0,0,0.0,0,1,-50.0,1.3,0.0,michigan_state,2017,damion_terry_michigan_state,False
Damon Ward,SO,WR,14,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,north_texas,2022,damon_ward_north_texas,False
Dan Ellington,JR,QB,11,292,174,59.6,2119,7.3,12,5,130.69,26.5,192.6,georgia_state,2018,dan_ellington_georgia_state,False
Dan Ellington,SR,QB,13,355,227,63.9,2447,6.9,22,8,137.78,27.3,188.2,georgia_state,2019,dan_ellington_georgia_state,False
Dan Villari,SO,QB,4,3,1,33.3,26,8.7,0,0,106.13,0.8,6.5,michigan,2021,dan_villari_michigan,True
Dan Villari,SO,TE,13,33,23,69.7,177,5.4,1,2,112.64,2.5,13.6,syracuse,2023,dan_villari_syracuse,False
Dane Evans,SR,QB,13,435,259,59.5,3348,7.7,32,12,142.94,33.5,257.5,tulsa,2016,dane_evans_tulsa,False
Dane Kinamon,SO,WR,12,1,0,0.0,0,0.0,0,1,-200.0,0.1,0.0,air_force,2021,dane_kinamon_air_force,False
Dane Ledford,FR,QB,3,4,0,0.0,0,0.0,0,1,-50.0,1.3,0.0,tulane,2018,dane_ledford_tulane,False
Dane Olson,SR,WR,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,colorado_state,2023,dane_olson_colorado_state,False
Dane Roy,FR,P,13,1,1,100.0,15,15.0,0,0,226.0,0.1,1.2,houston,2016,dane_roy_houston,False
Daniel Jones,FR,QB,12,430,270,62.8,2836,6.6,16,9,126.28,35.8,236.3,duke,2016,daniel_jones_duke,False
Daniel Jones,SO,QB,13,453,257,56.7,2691,5.9,14,11,111.97,34.8,207.0,duke,2017,daniel_jones_duke,False
Daniel Jones,JR,QB,11,392,237,60.5,2674,6.8,22,9,131.69,35.6,243.1,duke,2018,daniel_jones_duke,True
Daniel Parr,FR,QB,9,36,15,41.7,106,2.9,0,2,55.29,4.0,11.8,florida_atlantic,2016,daniel_parr_florida_atlantic,False
Daniel Parr,SO,QB,9,75,43,57.3,588,7.8,4,2,135.46,8.3,65.3,florida_atlantic,2017,daniel_parr_florida_atlantic,False
Daniel Richardson,FR,QB,3,3,1,33.3,1,0.3,0,0,36.13,1.0,0.3,central_michigan,2019,daniel_richardson_central_michigan,False
Daniel Richardson,FR,QB,4,100,64,64.0,769,7.7,4,2,137.8,25.0,192.3,central_michigan,2020,daniel_richardson_central_michigan,False
Daniel Richardson,FR,QB,13,316,191,60.4,2583,8.2,24,6,150.36,24.3,198.7,central_michigan,2021,daniel_richardson_central_michigan,False
Daniel Richardson,SO,QB,12,318,179,56.3,1988,6.3,15,5,121.24,26.5,165.7,central_michigan,2022,daniel_richardson_central_michigan,True
Daniel Richardson,JR,QB,11,322,208,64.6,2001,6.2,13,10,123.91,29.3,181.9,florida_atlantic,2023,daniel_richardson_florida_atlantic,False
Daniel Rodriguez,JR,P,12,1,1,100.0,12,12.0,0,0,200.8,0.1,1.0,oregon_state,2018,daniel_rodriguez_oregon_state,False
Daniel Rodriguez,SR,P,12,1,0,0.0,0,0.0,0,0,0.0,0.1,0.0,oregon_state,2019,daniel_rodriguez_oregon_state,False
Daniel Santacaterina,FR,QB,3,38,18,47.4,361,9.5,1,2,125.33,12.7,120.3,northern_illinois,2016,daniel_santacaterina_northern_illinois,False
Daniel Santacaterina,SO,QB,6,97,62,63.9,712,7.3,7,5,139.08,16.2,118.7,northern_illinois,2017,daniel_santacaterina_northern_illinois,False
Danny Etling,JR,QB,11,269,160,59.5,2123,7.9,11,5,135.54,24.5,193.0,lsu,2016,danny_etling_lsu,False
Danny Etling,SR,QB,13,275,165,60.0,2463,9.0,16,2,152.98,21.2,189.5,lsu,2017,danny_etling_lsu,False
Danny O'Neil,FR,QB,4,113,71,62.8,791,7.0,5,0,136.23,28.3,197.8,san_diego_state,2024,danny_o'neil_san_diego_state,False
