name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name,season,player_id,transfer
Emmanual Stevenson,FR,TE,10,22,193,8.77,2,2.2,19.3,arkansas_state,2021,emmanual_stevenson_arkansas_state,False
Emmanual Stevenson,SO,TE,12,13,74,5.69,0,1.1,6.2,arkansas_state,2022,emmanual_stevenson_arkansas_state,False
Emmanual Stevenson,JR,TE,8,18,129,7.17,2,2.3,16.1,arkansas_state,2023,emmanual_stevenson_arkansas_state,False
Emmanuel Esukpa,SO,RB,11,3,37,12.33,0,0.3,3.4,rice,2017,emmanuel_esukpa_rice,False
Emmanuel Esukpa,SR,RB,8,2,12,6.00,0,0.3,1.5,byu,2019,emmanuel_esukpa_byu,False
Emmanuel Harris,JR,WR,13,6,82,13.67,1,0.5,6.3,new_mexico,2016,emmanuel_harris_new_mexico,False
Emmanuel Harris,SR,WR,11,10,102,10.20,1,0.9,9.3,new_mexico,2018,emmanuel_harris_new_mexico,False
Emmanuel Henderson Jr.,FR,WR,13,1,14,14.00,0,0.1,1.1,alabama,2022,emmanuel_henderson_jr._alabama,False
Emmanuel Henderson Jr.,JR,WR,5,3,54,18.0,0,0.6,10.8,alabama,2024,emmanuel_henderson_jr._alabama,False
Emmanuel Logan-Greene,FR,WR,9,5,75,15.00,0,0.6,8.3,ucf,2017,emmanuel_logan-greene_ucf,True
Emmanuel Logan-Greene,JR,WR,11,19,193,10.16,0,1.7,17.5,new_mexico,2019,emmanuel_logan-greene_new_mexico,False
Emmanuel Logan-Greene,SR,WR,7,30,277,9.23,0,4.3,39.6,new_mexico,2020,emmanuel_logan-greene_new_mexico,False
Emmanuel Reed,SO,RB,12,11,116,10.55,1,0.9,9.7,buffalo,2017,emmanuel_reed_buffalo,False
Emmett Johnson,FR,RB,12,7,46,6.57,0,0.6,3.8,nebraska,2023,emmett_johnson_nebraska,False
Emmett Johnson,SO,RB,6,8,103,12.88,0,1.3,17.2,nebraska,2024,emmett_johnson_nebraska,False
Emmett Mosley V,FR,WR,2,11,77,7.0,1,5.5,38.5,stanford,2024,emmett_mosley_v_stanford,False
Emonee Spence,SO,WR,3,5,48,9.60,0,1.7,16.0,louisville,2017,emonee_spence_louisville,False
Emonee Spence,JR,WR,1,1,6,6.00,0,1.0,6.0,louisville,2018,emonee_spence_louisville,False
Emory Jones,JR,QB,13,2,28,14.00,1,0.2,2.2,florida,2021,emory_jones_florida,True
Emoryie Edwards,FR,WR,8,22,240,10.91,2,2.8,30.0,fresno_state,2019,emoryie_edwards_fresno_state,False
Emoryie Edwards,JR,WR,7,1,19,19.00,0,0.1,2.7,fresno_state,2021,emoryie_edwards_fresno_state,False
Eni Falayi,FR,TE,9,2,12,6.00,0,0.2,1.3,massachusetts,2022,eni_falayi_massachusetts,False
Eni Falayi,SO,TE,11,1,14,14.00,0,0.1,1.3,massachusetts,2023,eni_falayi_massachusetts,False
Eno Benjamin,FR,RB,10,5,15,3.00,0,0.5,1.5,arizona_state,2017,eno_benjamin_arizona_state,False
Eno Benjamin,SO,RB,13,35,263,7.51,2,2.7,20.2,arizona_state,2018,eno_benjamin_arizona_state,False
Eno Benjamin,JR,RB,12,42,347,8.26,2,3.5,28.9,arizona_state,2019,eno_benjamin_arizona_state,False
Enoch Nawahine,FR,RB,10,2,7,3.50,0,0.2,0.7,utah_state,2019,enoch_nawahine_utah_state,True
Enoch Nawahine,JR,RB,4,1,1,1.0,0,0.3,0.3,byu,2024,enoch_nawahine_byu,False
Equanimeous St. Brown,SO,WR,12,58,961,16.57,9,4.8,80.1,notre_dame,2016,equanimeous_st._brown_notre_dame,False
Equanimeous St. Brown,JR,WR,13,33,515,15.61,4,2.5,39.6,notre_dame,2017,equanimeous_st._brown_notre_dame,False
Eri'Reon Hayes,SO,WR,13,3,32,10.67,0,0.2,2.5,old_dominion,2016,eri'reon_hayes_old_dominion,False
Eri'Reon Hayes,JR,WR,9,2,12,6.00,0,0.2,1.3,old_dominion,2017,eri'reon_hayes_old_dominion,False
Eric Carter,JR,WR,11,9,125,13.89,0,0.8,11.4,minnesota,2016,eric_carter_minnesota,False
Eric Carter,SR,WR,12,4,86,21.50,0,0.3,7.2,minnesota,2017,eric_carter_minnesota,False
Eric Collins,JR,WR,7,1,-1,-1.00,0,0.1,-0.1,north_carolina_state,2019,eric_collins_north_carolina_state,True
Eric Collins,SR,WR,12,13,186,14.31,1,1.1,15.5,massachusetts,2021,eric_collins_massachusetts,False
Eric Cooper,JR,WR,4,4,41,10.25,0,1.0,10.3,central_michigan,2016,eric_cooper_central_michigan,False
Eric Cooper,SR,WR,13,29,285,9.83,2,2.2,21.9,central_michigan,2017,eric_cooper_central_michigan,False
Eric Dungey,JR,QB,9,2,11,5.50,0,0.2,1.2,syracuse,2017,eric_dungey_syracuse,False
Eric Gray,FR,RB,13,13,115,8.85,1,1.0,8.8,tennessee,2019,eric_gray_tennessee,False
Eric Gray,SO,RB,9,30,254,8.47,2,3.3,28.2,tennessee,2020,eric_gray_tennessee,True
Eric Gray,JR,RB,13,23,229,9.96,2,1.8,17.6,oklahoma,2021,eric_gray_oklahoma,False
Eric Gray,SR,RB,12,33,229,6.94,0,2.8,19.1,oklahoma,2022,eric_gray_oklahoma,False
Eric Holley III,FR,WR,11,1,19,19.00,0,0.1,1.7,toledo,2023,eric_holley_iii_toledo,False
Eric Holley III,SO,WR,5,3,18,6.0,0,0.6,3.6,toledo,2024,eric_holley_iii_toledo,False
Eric Hommel,SR,WR,9,2,30,15.00,0,0.2,3.3,kansas_state,2021,eric_hommel_kansas_state,False
Eric Judge,SR,WR,13,16,182,11.38,0,1.2,14.0,san_diego_state,2016,eric_judge_san_diego_state,False
Eric Kumah,SO,WR,13,28,324,11.57,2,2.2,24.9,virginia_tech,2017,eric_kumah_virginia_tech,False
Eric Kumah,JR,WR,12,42,559,13.31,7,3.5,46.6,virginia_tech,2018,eric_kumah_virginia_tech,True
Eric Kumah,SR,WR,4,18,192,10.67,0,4.5,48.0,old_dominion,2019,eric_kumah_old_dominion,False
Eric Laurent,SR,WR,12,1,2,2.00,1,0.1,0.2,missouri,2016,eric_laurent_missouri,False
Eric Luna,JR,WR,7,20,174,8.70,3,2.9,24.9,texas_state,2016,eric_luna_texas_state,False
Eric Luna,SR,WR,8,8,60,7.50,1,1.0,7.5,texas_state,2017,eric_luna_texas_state,False
Eric Marsh,JR,LB,11,1,1,1.00,1,0.1,0.1,new_mexico_state,2021,eric_marsh_new_mexico_state,False
Eric Marsh,SR,LB,10,4,58,14.50,1,0.4,5.8,new_mexico_state,2022,eric_marsh_new_mexico_state,False
Eric Mayes,JR,OL,12,1,1,1.00,0,0.1,0.1,south_florida,2017,eric_mayes_south_florida,False
Eric McAlister,FR,WR,12,11,259,23.55,4,0.9,21.6,boise_state,2022,eric_mcalister_boise_state,False
Eric McAlister,SO,WR,9,47,873,18.57,5,5.2,97.0,boise_state,2023,eric_mcalister_boise_state,True
Eric McAlister,JR,WR,6,16,322,20.13,3,2.7,53.7,tcu,2024,eric_mcalister_tcu,False
Eric Rivers,SO,WR,11,32,370,11.56,2,2.9,33.6,florida_international,2023,eric_rivers_florida_international,False
Eric Rivers,JR,WR,6,24,448,18.67,3,4.0,74.7,florida_international,2024,eric_rivers_florida_international,False
Eric Rooks,FR,WR,2,1,8,8.00,0,0.5,4.0,hawai'i,2018,eric_rooks_hawai'i,False
"Eric Singleton, Jr.",FR,WR,12,48,714,14.88,6,4.0,59.5,georgia_tech,2023,"eric_singleton,_jr._georgia_tech",False
"Eric Singleton, Jr.",SO,WR,6,27,380,14.07,2,4.5,63.3,georgia_tech,2024,"eric_singleton,_jr._georgia_tech",False
Eric Steffes,SR,TE,13,7,34,4.86,1,0.5,2.6,wisconsin,2016,eric_steffes_wisconsin,False
Eric Swinney,SO,RB,11,6,23,3.83,0,0.5,2.1,mississippi,2017,eric_swinney_mississippi,False
Eric Swinney,JR,RB,9,3,12,4.00,0,0.3,1.3,mississippi,2018,eric_swinney_mississippi,False
Erich Schneider,SR,TE,12,30,269,8.97,3,2.5,22.4,duke,2016,erich_schneider_duke,False
Erick All,FR,TE,11,1,10,10.00,0,0.1,0.9,michigan,2019,erick_all_michigan,False
Erick All,SO,TE,6,12,82,6.83,0,2.0,13.7,michigan,2020,erick_all_michigan,False
Erick All,JR,TE,13,38,437,11.50,2,2.9,33.6,michigan,2021,erick_all_michigan,False
Erick All,SR,TE,3,3,36,12.00,0,1.0,12.0,michigan,2022,erick_all_michigan,True
Erick All,SR,TE,7,21,299,14.24,3,3.0,42.7,iowa,2023,erick_all_iowa,False
Erik Brooks,FR,WR,6,1,7,7.00,0,0.2,1.2,fresno_state,2019,erik_brooks_fresno_state,False
Erik Brooks,SO,WR,6,13,178,13.69,0,2.2,29.7,fresno_state,2020,erik_brooks_fresno_state,False
Erik Brooks,JR,WR,13,17,184,10.82,2,1.3,14.2,fresno_state,2021,erik_brooks_fresno_state,False
Erik Brooks,SR,WR,14,37,391,10.57,3,2.6,27.9,fresno_state,2022,erik_brooks_fresno_state,False
Erik Brooks,SR,WR,13,60,788,13.13,5,4.6,60.6,fresno_state,2023,erik_brooks_fresno_state,False
Erik Brown,JR,WR,9,12,151,12.58,0,1.3,16.8,utep,2017,erik_brown_utep,False
Erik Brown,SR,WR,8,12,201,16.75,2,1.5,25.1,utep,2018,erik_brown_utep,False
Erik Ezukanma,FR,WR,2,2,48,24.00,1,1.0,24.0,texas_tech,2018,erik_ezukanma_texas_tech,False
Erik Ezukanma,FR,WR,12,42,664,15.81,4,3.5,55.3,texas_tech,2019,erik_ezukanma_texas_tech,False
Erik Ezukanma,SO,WR,10,46,748,16.26,6,4.6,74.8,texas_tech,2020,erik_ezukanma_texas_tech,False
Erik Ezukanma,JR,WR,11,48,705,14.69,4,4.4,64.1,texas_tech,2021,erik_ezukanma_texas_tech,False
Erik Krommenhoek,FR,TE,14,2,11,5.50,0,0.1,0.8,usc,2017,erik_krommenhoek_usc,False
Erik Krommenhoek,SO,TE,12,2,6,3.00,0,0.2,0.5,usc,2018,erik_krommenhoek_usc,False
Erik Krommenhoek,JR,TE,13,11,122,11.09,0,0.8,9.4,usc,2019,erik_krommenhoek_usc,False
Erik Krommenhoek,SR,TE,6,9,59,6.56,2,1.5,9.8,usc,2020,erik_krommenhoek_usc,False
Erik Krommenhoek,SR,TE,12,15,137,9.13,1,1.3,11.4,usc,2021,erik_krommenhoek_usc,False
Erik Olsen,FR,TE,12,5,21,4.20,0,0.4,1.8,colorado,2022,erik_olsen_colorado,False
Erik Pizarro,SR,WR,8,1,5,5.00,0,0.1,0.6,kansas_state,2023,erik_pizarro_kansas_state,False
Erin Collins,JR,TB,6,2,3,1.50,0,0.3,0.5,northern_illinois,2020,erin_collins_northern_illinois,False
Eriq Rice,JR,WR,1,2,20,10.0,0,2.0,20.0,south_carolina,2024,eriq_rice_south_carolina,False
Ermon Lane,SR,DB,12,8,169,21.13,0,0.7,14.1,florida_state,2017,ermon_lane_florida_state,False
Ernest Calhoun,SR,WR,12,20,311,15.55,4,1.7,25.9,kent_state,2016,ernest_calhoun_kent_state,False
"Errol Rogers, Jr.",FR,WR,10,13,120,9.23,2,1.3,12.0,louisiana-lafayette,2020,"errol_rogers,_jr._louisiana-lafayette",False
"Errol Rogers, Jr.",FR,WR,12,26,215,8.27,0,2.2,17.9,louisiana-lafayette,2021,"errol_rogers,_jr._louisiana-lafayette",False
"Errol Rogers, Jr.",SO,WR,13,20,189,9.45,0,1.5,14.5,louisiana-lafayette,2022,"errol_rogers,_jr._louisiana-lafayette",True
"Errol Rogers, Jr.",JR,WR,7,1,36,36.00,0,0.1,5.1,liberty,2023,"errol_rogers,_jr._liberty",False
Ervin Philips,JR,WR,12,90,822,9.13,6,7.5,68.5,syracuse,2016,ervin_philips_syracuse,False
Ervin Philips,SR,WR,12,89,904,10.16,4,7.4,75.3,syracuse,2017,ervin_philips_syracuse,False
Ethan Conner,JR,TE,10,16,168,10.50,4,1.6,16.8,troy,2023,ethan_conner_troy,False
Ethan Conner,SR,TE,3,9,68,7.56,0,3.0,22.7,troy,2024,ethan_conner_troy,False
Ethan Cortazzo,JR,WR,12,1,3,3.00,0,0.1,0.3,utah_state,2016,ethan_cortazzo_utah_state,False
Ethan Davies,SO,WR,6,1,7,7.00,0,0.2,1.2,virginia,2022,ethan_davies_virginia,False
Ethan Davies,JR,WR,9,2,13,6.50,0,0.2,1.4,virginia,2023,ethan_davies_virginia,False
Ethan Davis,FR,TE,3,2,33,16.50,0,0.7,11.0,tennessee,2023,ethan_davis_tennessee,False
Ethan Davis,FR,TE,4,5,42,8.4,1,1.3,10.5,tennessee,2024,ethan_davis_tennessee,False
Ethan Dedeaux,FR,WR,10,22,262,11.91,0,2.2,26.2,san_diego_state,2018,ethan_dedeaux_san_diego_state,False
Ethan Dedeaux,SO,WR,11,7,121,17.29,1,0.6,11.0,san_diego_state,2019,ethan_dedeaux_san_diego_state,False
Ethan Dedeaux,JR,WR,7,5,36,7.20,1,0.7,5.1,san_diego_state,2020,ethan_dedeaux_san_diego_state,False
Ethan Dedeaux,SR,WR,13,5,63,12.60,1,0.4,4.8,san_diego_state,2021,ethan_dedeaux_san_diego_state,False
Ethan Dirrim,SR,TE,13,3,4,1.33,0,0.2,0.3,georgia_southern,2023,ethan_dirrim_georgia_southern,False
Ethan Erickson,FR,TE,11,1,14,14.00,1,0.1,1.3,byu,2022,ethan_erickson_byu,False
Ethan Erickson,SO,TE,7,2,24,12.00,0,0.3,3.4,byu,2023,ethan_erickson_byu,False
Ethan Fernea,JR,WR,12,2,19,9.50,0,0.2,1.6,ucla,2018,ethan_fernea_ucla,False
Ethan Fernea,SR,WR,12,4,90,22.50,1,0.3,7.5,ucla,2019,ethan_fernea_ucla,False
Ethan Fernea,SR,WR,6,2,46,23.00,1,0.3,7.7,ucla,2020,ethan_fernea_ucla,False
Ethan Fischler,SO,WR,2,1,5,5.00,0,0.5,2.5,syracuse,2021,ethan_fischler_syracuse,False
Ethan Garbers,JR,QB,11,1,5,5.00,0,0.1,0.5,ucla,2023,ethan_garbers_ucla,False
Ethan Hahn,FR,WR,3,2,20,10.00,0,0.7,6.7,marshall,2021,ethan_hahn_marshall,False
Ethan Hall,FR,TE,4,1,39,39.00,1,0.3,9.8,tulsa,2019,ethan_hall_tulsa,False
Ethan Hall,FR,TE,8,3,5,1.67,0,0.4,0.6,tulsa,2020,ethan_hall_tulsa,False
Ethan Hall,SO,TE,13,10,63,6.30,1,0.8,4.8,tulsa,2021,ethan_hall_tulsa,False
Ethan Hall,JR,TE,11,6,42,7.00,1,0.5,3.8,tulsa,2022,ethan_hall_tulsa,False
Ethan Hall,SR,TE,12,7,37,5.29,0,0.6,3.1,tulsa,2023,ethan_hall_tulsa,False
Ethan Hall,SR,TE,6,1,-1,-1.0,0,0.2,-0.2,tulsa,2024,ethan_hall_tulsa,False
Ethan Payne,FR,RB,11,4,14,3.50,0,0.4,1.3,marshall,2021,ethan_payne_marshall,False
Ethan Payne,SO,RB,12,10,82,8.20,0,0.8,6.8,marshall,2022,ethan_payne_marshall,False
Ethan Payne,JR,RB,13,16,117,7.31,0,1.2,9.0,marshall,2023,ethan_payne_marshall,False
Ethan Payne,SR,RB,5,3,14,4.67,0,0.6,2.8,marshall,2024,ethan_payne_marshall,False
Ethan Vasko,FR,QB,8,1,-7,-7.00,0,0.1,-0.9,coastal_carolina,2023,ethan_vasko_coastal_carolina,False
Ethan Wolf,JR,TE,13,21,239,11.38,2,1.6,18.4,tennessee,2016,ethan_wolf_tennessee,False
Ethan Wolf,SR,TE,12,24,246,10.25,3,2.0,20.5,tennessee,2017,ethan_wolf_tennessee,False
Ethan Wright,FR,RB,7,2,21,10.50,0,0.3,3.0,cincinnati,2020,ethan_wright_cincinnati,False
Ethan Wright,SO,RB,13,2,15,7.50,0,0.2,1.2,cincinnati,2021,ethan_wright_cincinnati,False
Ethan Wright,SR,RB,4,1,10,10.00,0,0.3,2.5,cincinnati,2023,ethan_wright_cincinnati,False
Ethon Williams,FR,WR,8,3,56,18.67,0,0.4,7.0,boston_college,2019,ethon_williams_boston_college,False
Ethon Williams,SO,WR,2,1,9,9.00,0,0.5,4.5,boston_college,2020,ethon_williams_boston_college,False
Eugene Brazley,JR,RB,12,14,114,8.14,1,1.2,9.5,mississippi,2016,eugene_brazley_mississippi,False
Eugene Minter Jr.,SR,TE,12,10,114,11.40,0,0.8,9.5,charlotte,2022,eugene_minter_jr._charlotte,False
Eugene Wilson III,FR,WR,10,61,538,8.82,6,6.1,53.8,florida,2023,eugene_wilson_iii_florida,False
Eugene Wilson III,SO,WR,2,13,191,14.69,1,6.5,95.5,florida,2024,eugene_wilson_iii_florida,False
Evan Baylis,SR,TE,10,9,68,7.56,1,0.9,6.8,oregon,2016,evan_baylis_oregon,False
Evan Boozer,SR,TE,11,1,7,7.00,0,0.1,0.6,temple,2022,evan_boozer_temple,False
Evan Boyd,FR,WR,5,17,253,14.88,1,3.4,50.6,central_michigan,2024,evan_boyd_central_michigan,False
Evan Butts,SO,TE,8,7,46,6.57,1,0.9,5.8,virginia,2016,evan_butts_virginia,False
Evan Butts,JR,TE,13,32,266,8.31,2,2.5,20.5,virginia,2017,evan_butts_virginia,False
Evan Butts,SR,TE,13,16,141,8.81,2,1.2,10.8,virginia,2018,evan_butts_virginia,False
Evan Dickens,FR,RB,12,1,5,5.00,0,0.1,0.4,georgia_tech,2023,evan_dickens_georgia_tech,False
Evan Engram,SR,TE,11,65,926,14.25,8,5.9,84.2,mississippi,2016,evan_engram_mississippi,False
Evan Fairs,FR,WR,7,1,8,8.00,0,0.1,1.1,kansas,2016,evan_fairs_kansas,False
Evan Fairs,SO,WR,12,24,335,13.96,1,2.0,27.9,kansas,2017,evan_fairs_kansas,False
Evan Fairs,JR,WR,4,2,28,14.00,0,0.5,7.0,kansas,2018,evan_fairs_kansas,False
Evan Fairs,JR,WR,2,1,21,21.00,0,0.5,10.5,kansas,2019,evan_fairs_kansas,True
Evan Fairs,SR,WR,8,2,18,9.00,0,0.3,2.3,virginia_tech,2020,evan_fairs_virginia_tech,False
Evan Francioni,SR,WR,7,1,14,14.00,0,0.1,2.0,lsu,2022,evan_francioni_lsu,False
Evan Hinson,SO,TE,11,1,1,1.00,0,0.1,0.1,south_carolina,2018,evan_hinson_south_carolina,False
Evan Hull,FR,RB,9,6,41,6.83,0,0.7,4.6,northwestern,2020,evan_hull_northwestern,False
Evan Hull,SO,RB,12,33,264,8.00,2,2.8,22.0,northwestern,2021,evan_hull_northwestern,False
Evan Hull,JR,RB,12,55,546,9.93,2,4.6,45.5,northwestern,2022,evan_hull_northwestern,False
Evan Johnson,FR,RB,14,7,46,6.57,0,0.5,3.3,north_texas,2017,evan_johnson_north_texas,False
Evan Johnson,SO,RB,9,6,37,6.17,0,0.7,4.1,north_texas,2018,evan_johnson_north_texas,False
Evan Lester Jr.,FR,TE,8,6,45,7.50,1,0.8,5.6,georgia_southern,2022,evan_lester_jr._georgia_southern,False
Evan Lester Jr.,SO,TE,12,2,22,11.00,1,0.2,1.8,georgia_southern,2023,evan_lester_jr._georgia_southern,False
Evan Malcore,FR,OL,13,0,7,-,0,0.0,0.5,northern_illinois,2023,evan_malcore_northern_illinois,False
Evan Moeai,SR,TE,13,22,308,14.00,2,1.7,23.7,utah,2016,evan_moeai_utah,False
Evan Morris,SR,TE,12,4,8,2.00,0,0.3,0.7,michigan_state,2023,evan_morris_michigan_state,True
Evan Morris,SR,TE,5,1,2,2.0,0,0.2,0.4,ucf,2024,evan_morris_ucf,False
Evan Owens,SR,RB,12,4,39,9.75,1,0.3,3.3,unlv,2018,evan_owens_unlv,False
Evan Prater,JR,WR,11,12,114,9.50,0,1.1,10.4,cincinnati,2023,evan_prater_cincinnati,False
Evan Pryor,FR,RB,4,2,8,4.00,0,0.5,2.0,ohio_state,2021,evan_pryor_ohio_state,False
Evan Pryor,JR,RB,4,1,2,2.00,0,0.3,0.5,ohio_state,2023,evan_pryor_ohio_state,True
Evan Pryor,JR,RB,5,2,29,14.5,0,0.4,5.8,cincinnati,2024,evan_pryor_cincinnati,False
Evan Stewart,FR,WR,10,53,649,12.25,2,5.3,64.9,texas_a&m,2022,evan_stewart_texas_a&m,False
Evan Stewart,SO,WR,8,38,514,13.53,4,4.8,64.3,texas_a&m,2023,evan_stewart_texas_a&m,True
Evan Stewart,JR,WR,5,16,182,11.38,2,3.2,36.4,oregon,2024,evan_stewart_oregon,False
Evan Weaver,FR,DE,11,1,11,11.00,0,0.1,1.0,california,2016,evan_weaver_california,False
Everett Hunter,SO,TE,11,2,18,9.00,0,0.2,1.6,new_mexico,2023,everett_hunter_new_mexico,False
Everett Wormley,FR,WR,11,4,19,4.75,0,0.4,1.7,rutgers,2017,everett_wormley_rutgers,False
Everett Wormley,SO,WR,10,1,9,9.00,0,0.1,0.9,rutgers,2018,everett_wormley_rutgers,False
Evidence Njoku,FR,WR,8,1,11,11.00,0,0.1,1.4,miami_florida,2018,evidence_njoku_miami_florida,False
Ezavier Staples,SO,WR,10,1,16,16.00,0,0.1,1.6,ucla,2023,ezavier_staples_ucla,False
Ezechiel Tieide,SR,WR,8,2,6,3.00,0,0.3,0.8,toledo,2022,ezechiel_tieide_toledo,False
Ezekiel Avit,FR,WR,3,1,13,13.0,0,0.3,4.3,maryland,2024,ezekiel_avit_maryland,False
Ezell Jolly,FR,RB,4,5,32,6.40,0,1.3,8.0,utep,2023,ezell_jolly_utep,False
Ezell Jolly,FR,RB,3,3,26,8.67,0,1.0,8.7,utep,2024,ezell_jolly_utep,False
Ezeriah Anderson,SO,WR,11,1,22,22.00,0,0.1,2.0,iowa_state,2021,ezeriah_anderson_iowa_state,True
Ezeriah Anderson,SR,WR,5,4,79,19.75,1,0.8,15.8,connecticut,2024,ezeriah_anderson_connecticut,False
Ezra Naylor II,SR,WR,6,5,66,13.20,0,0.8,11.0,kansas,2020,ezra_naylor_ii_kansas,True
Ezra Naylor II,SR,WR,13,33,426,12.91,3,2.5,32.8,tulsa,2021,ezra_naylor_ii_tulsa,False
Ezra Saffold,JR,WR,10,5,43,8.60,0,0.5,4.3,northern_illinois,2016,ezra_saffold_northern_illinois,False
Ezrah Archie,SR,WR,7,9,117,13.00,1,1.3,16.7,georgia_southern,2022,ezrah_archie_georgia_southern,False
Fabian Johnson,SR,RB,13,2,10,5.00,0,0.2,0.8,western_michigan,2016,fabian_johnson_western_michigan,False
Fabian McCray,FR,WR,2,1,34,34.00,0,0.5,17.0,northern_illinois,2020,fabian_mccray_northern_illinois,False
Fabian McCray,FR,WR,14,2,14,7.00,0,0.1,1.0,northern_illinois,2021,fabian_mccray_northern_illinois,False
Fabian McCray,SO,WR,12,13,174,13.38,0,1.1,14.5,northern_illinois,2022,fabian_mccray_northern_illinois,False
Famah Toure,FR,WR,2,2,24,12.00,0,1.0,12.0,rutgers,2023,famah_toure_rutgers,False
Farrod Green,FR,TE,12,11,121,11.00,1,0.9,10.1,mississippi_state,2016,farrod_green_mississippi_state,False
Farrod Green,SO,TE,13,9,174,19.33,0,0.7,13.4,mississippi_state,2017,farrod_green_mississippi_state,False
Farrod Green,JR,TE,13,11,81,7.36,0,0.8,6.2,mississippi_state,2018,farrod_green_mississippi_state,False
Farrod Green,SR,TE,13,21,257,12.24,1,1.6,19.8,mississippi_state,2019,farrod_green_mississippi_state,False
Feleipe Franks,FR,QB,11,1,-4,-4.00,0,0.1,-0.4,florida,2017,feleipe_franks_florida,False
Feleipe Franks,SO,QB,13,2,12,6.00,0,0.2,0.9,florida,2018,feleipe_franks_florida,False
Felton Davis III,SO,WR,12,12,150,12.50,1,1.0,12.5,michigan_state,2016,felton_davis_iii_michigan_state,False
Felton Davis III,JR,WR,13,55,776,14.11,9,4.2,59.7,michigan_state,2017,felton_davis_iii_michigan_state,False
Felton Davis III,SR,WR,7,31,474,15.29,4,4.4,67.7,michigan_state,2018,felton_davis_iii_michigan_state,False
Fernando Garza III,JR,TE,6,1,2,2.0,0,0.2,0.3,sam_houston_state,2024,fernando_garza_iii_sam_houston_state,False
Fidel Ogbeifun,SO,TE,5,7,87,12.43,0,1.4,17.4,liberty,2018,fidel_ogbeifun_liberty,False
Finn Corwin,FR,WR,1,2,31,15.50,1,2.0,31.0,oklahoma,2020,finn_corwin_oklahoma,False
Finn Hogan,FR,WR,12,19,155,8.16,1,1.6,12.9,central_michigan,2022,finn_hogan_central_michigan,True
Finn Hogan,SO,WR,10,11,163,14.82,1,1.1,16.3,bowling_green,2023,finn_hogan_bowling_green,False
Finn Hogan,JR,WR,5,10,91,9.1,0,2.0,18.2,bowling_green,2024,finn_hogan_bowling_green,False
Floyd Allen,SR,WR,6,4,44,11.00,0,0.7,7.3,mississippi,2018,floyd_allen_mississippi,False
Floyd Chalk IV,JR,RB,5,3,27,9.0,0,0.6,5.4,san_jose_state,2024,floyd_chalk_iv_san_jose_state,False
Fluff Bothwell,FR,RB,6,9,75,8.33,0,1.5,12.5,south_alabama,2024,fluff_bothwell_south_alabama,False
Flynn Nagel,SO,WR,13,40,447,11.18,2,3.1,34.4,northwestern,2016,flynn_nagel_northwestern,False
Flynn Nagel,JR,WR,13,48,489,10.19,2,3.7,37.6,northwestern,2017,flynn_nagel_northwestern,False
Flynn Nagel,SR,WR,14,68,780,11.47,2,4.9,55.7,northwestern,2018,flynn_nagel_northwestern,False
Forest McKee,FR,FB,12,2,0,0.00,0,0.2,0.0,utep,2017,forest_mckee_utep,False
Forest McKee,SO,FB,7,1,2,2.00,0,0.1,0.3,utep,2018,forest_mckee_utep,False
Forest McKee,JR,FB,12,1,40,40.00,0,0.1,3.3,utep,2019,forest_mckee_utep,False
Forest McKee,SR,FB,13,2,19,9.50,0,0.2,1.5,utep,2021,forest_mckee_utep,False
Foster Moreau,SO,TE,11,6,79,13.17,1,0.5,7.2,lsu,2016,foster_moreau_lsu,False
Foster Moreau,JR,TE,13,24,278,11.58,3,1.8,21.4,lsu,2017,foster_moreau_lsu,False
Foster Moreau,SR,TE,13,22,272,12.36,2,1.7,20.9,lsu,2018,foster_moreau_lsu,False
Francis Owusu,SR,WR,11,8,113,14.13,1,0.7,10.3,stanford,2016,francis_owusu_stanford,False
Francis Sherman,FR,TE,6,3,19,6.33,1,0.5,3.2,louisville,2020,francis_sherman_louisville,False
Francis Sherman,SO,TE,13,1,13,13.00,0,0.1,1.0,louisville,2022,francis_sherman_louisville,True
Francis Sherman,SR,TE,11,1,8,8.00,0,0.1,0.7,arkansas,2023,francis_sherman_arkansas,True
Francis Sherman,SR,TE,4,1,14,14.0,0,0.3,3.5,cincinnati,2024,francis_sherman_cincinnati,False
"Francoise Sims, II",FR,RB,6,1,3,3.00,0,0.2,0.5,san_jose_state,2017,"francoise_sims,_ii_san_jose_state",False
Frank Covey IV,FR,WR,4,5,36,7.2,0,1.3,9.0,northwestern,2024,frank_covey_iv_northwestern,False
Frank Darby,FR,WR,10,9,234,26.00,2,0.9,23.4,arizona_state,2017,frank_darby_arizona_state,False
Frank Darby,SO,WR,13,21,421,20.05,2,1.6,32.4,arizona_state,2018,frank_darby_arizona_state,False
Frank Darby,JR,WR,13,31,616,19.87,8,2.4,47.4,arizona_state,2019,frank_darby_arizona_state,False
Frank Darby,SR,WR,4,6,46,7.67,1,1.5,11.5,arizona_state,2020,frank_darby_arizona_state,False
Frank Fillip,JR,OL,10,1,1,1.00,1,0.1,0.1,colorado,2022,frank_fillip_colorado,False
"Frank Gore, Jr.",FR,RB,10,9,97,10.78,1,0.9,9.7,southern_mississippi,2020,"frank_gore,_jr._southern_mississippi",False
"Frank Gore, Jr.",FR,RB,12,20,155,7.75,0,1.7,12.9,southern_mississippi,2021,"frank_gore,_jr._southern_mississippi",False
