name,yr,pos,g,att,yards,avg.,td,att/g,yards/g,team_name,season,player_id,transfer
Derek Green,FR,QB,3,3,39,13.00,0,1.00,13.00,smu,2019,derek_green_smu,False
Derek Green,JR,QB,12,2,4,2.00,0,0.17,0.33,smu,2021,derek_green_smu,False
Derek Kerstetter,SR,OL,9,1,-2,-2.00,0,0.11,-0.22,texas,2020,derek_kerstetter_texas,False
Derek McLemore,SR,WR,11,1,13,13.00,0,0.09,1.18,houston,2017,derek_mclemore_houston,False
Derek Stingley Jr.,FR,CB,15,1,3,3.00,0,0.07,0.20,lsu,2019,derek_stingley_jr._lsu,False
Derek Wilder,JR,LB,10,1,12,12.00,0,0.10,1.20,old_dominion,2018,derek_wilder_old_dominion,False
Deric Phouthavong,SO,WR,12,1,6,6.00,0,0.08,0.50,bowling_green,2016,deric_phouthavong_bowling_green,False
Derik LeCaptain,SO,LB,13,3,31,10.33,1,0.23,2.38,minnesota,2021,derik_lecaptain_minnesota,False
Derion Kendrick,FR,WR,15,5,36,7.20,0,0.33,2.40,clemson,2018,derion_kendrick_clemson,False
Derius Davis,FR,WR,11,5,28,5.60,0,0.45,2.55,tcu,2018,derius_davis_tcu,False
Derius Davis,SO,WR,12,3,18,6.00,0,0.25,1.50,tcu,2019,derius_davis_tcu,False
Derius Davis,JR,WR,9,7,65,9.29,0,0.78,7.22,tcu,2020,derius_davis_tcu,False
Derius Davis,SR,WR,12,10,42,4.20,1,0.83,3.50,tcu,2021,derius_davis_tcu,False
Derius Davis,SR,WR,14,3,30,10.00,1,0.21,2.14,tcu,2022,derius_davis_tcu,False
Deron Thompson,JR,RB,10,28,86,3.07,0,2.80,8.60,kansas,2017,deron_thompson_kansas,False
Deron Thompson,SR,RB,3,7,102,14.57,1,2.33,34.00,kansas,2018,deron_thompson_kansas,False
Derrell Scott,JR,RB,9,41,139,3.39,2,4.56,15.44,east_carolina,2017,derrell_scott_east_carolina,False
Derrick Clark,FR,RB,7,14,46,3.29,0,2.00,6.57,california,2017,derrick_clark_california,False
Derrick Clark,SO,RB,2,2,6,3.00,0,1.00,3.00,california,2018,derrick_clark_california,False
Derrick Davis Jr.,SO,S,5,11,57,5.18,1,2.20,11.40,lsu,2022,derrick_davis_jr._lsu,True
Derrick Davis Jr.,SO,RB,8,2,8,4.00,0,0.25,1.00,pittsburgh,2023,derrick_davis_jr._pittsburgh,False
Derrick Davis Jr.,JR,RB,5,16,44,2.75,2,3.20,8.80,pittsburgh,2024,derrick_davis_jr._pittsburgh,False
Derrick Dillon,SO,WR,13,15,86,5.73,0,1.15,6.62,lsu,2017,derrick_dillon_lsu,False
Derrick Dillon,JR,WR,13,3,1,0.33,0,0.23,0.08,lsu,2018,derrick_dillon_lsu,False
Derrick Edwards,SO,DB,11,5,38,7.60,0,0.45,3.45,louisville,2023,derrick_edwards_louisville,False
Derrick Gore,SO,RB,11,18,93,5.17,1,1.64,8.45,alabama,2016,derrick_gore_alabama,True
Derrick Gore,JR,RB,12,164,585,3.57,6,13.67,48.75,louisiana-monroe,2017,derrick_gore_louisiana-monroe,False
Derrick Gore,SR,RB,12,131,662,5.05,6,10.92,55.17,louisiana-monroe,2018,derrick_gore_louisiana-monroe,False
Derrick Graham,SO,OL,14,1,2,2.00,1,0.07,0.14,troy,2023,derrick_graham_troy,False
Derrick Green,SR,RB,10,38,141,3.71,2,3.80,14.10,tcu,2016,derrick_green_tcu,False
Derrick McFall,FR,WR,3,22,95,4.32,1,7.33,31.67,smu,2024,derrick_mcfall_smu,False
"Derrick Mitchell, Jr.",JR,RB,5,2,12,6.00,1,0.40,2.40,iowa,2016,"derrick_mitchell,_jr._iowa",False
Derrick Tindal,SR,CB,14,2,14,7.00,0,0.14,1.00,wisconsin,2017,derrick_tindal_wisconsin,False
Derrick Vickers,SR,WR,14,20,94,4.70,1,1.43,6.71,utah,2019,derrick_vickers_utah,False
Derrick Willies,SR,WR,7,1,0,0.00,0,0.14,0.00,texas_tech,2017,derrick_willies_texas_tech,False
Derrion Grim,SO,WR,11,1,5,5.00,0,0.09,0.45,fresno_state,2017,derrion_grim_fresno_state,False
Derrion Grim,JR,WR,14,8,40,5.00,1,0.57,2.86,fresno_state,2018,derrion_grim_fresno_state,False
Derrion Grim,SR,WR,11,4,49,12.25,0,0.36,4.45,fresno_state,2019,derrion_grim_fresno_state,False
Derrius Guice,SO,RB,12,183,1387,7.58,15,15.25,115.58,lsu,2016,derrius_guice_lsu,False
Derrius Guice,JR,RB,12,237,1251,5.28,11,19.75,104.25,lsu,2017,derrius_guice_lsu,False
Derwin Burgess Jr.,FR,WR,11,1,2,2.00,0,0.09,0.18,georgia_southern,2021,derwin_burgess_jr._georgia_southern,False
Derwin Burgess Jr.,SO,WR,10,2,10,5.00,0,0.20,1.00,georgia_southern,2022,derwin_burgess_jr._georgia_southern,False
Derwin Burgess Jr.,SR,WR,5,1,2,2.00,0,0.20,0.40,georgia_southern,2024,derwin_burgess_jr._georgia_southern,False
Deryl Reynolds,SR,RB,7,3,5,1.67,0,0.43,0.71,tcu,2021,deryl_reynolds_tcu,False
Deshaun Fenwick,FR,RB,2,21,115,5.48,1,10.50,57.50,south_carolina,2018,deshaun_fenwick_south_carolina,False
Deshaun Fenwick,FR,RB,5,22,111,5.05,0,4.40,22.20,south_carolina,2019,deshaun_fenwick_south_carolina,False
Deshaun Fenwick,SO,RB,8,54,297,5.50,1,6.75,37.13,south_carolina,2020,deshaun_fenwick_south_carolina,True
Deshaun Fenwick,SO,RB,12,78,448,5.74,4,6.50,37.33,oregon_state,2021,deshaun_fenwick_oregon_state,False
Deshaun Fenwick,JR,RB,10,114,553,4.85,7,11.40,55.30,oregon_state,2022,deshaun_fenwick_oregon_state,False
Deshaun Fenwick,SR,RB,13,96,515,5.36,5,7.38,39.62,oregon_state,2023,deshaun_fenwick_oregon_state,False
Deshaun Watson,JR,QB,15,165,629,3.81,9,11.00,41.93,clemson,2016,deshaun_watson_clemson,False
Deshaunte Jones,FR,WR,12,4,31,7.75,0,0.33,2.58,iowa_state,2016,deshaunte_jones_iowa_state,False
Deshaunte Jones,SR,WR,13,4,3,0.75,0,0.31,0.23,iowa_state,2019,deshaunte_jones_iowa_state,False
Deshawn McClease,FR,RB,1,8,27,3.38,0,8.00,27.00,virginia_tech,2016,deshawn_mcclease_virginia_tech,False
Deshawn McClease,SO,RB,12,108,530,4.91,3,9.00,44.17,virginia_tech,2017,deshawn_mcclease_virginia_tech,False
Deshawn McClease,SO,RB,11,96,433,4.51,2,8.73,39.36,virginia_tech,2018,deshawn_mcclease_virginia_tech,False
Deshawn McClease,JR,RB,13,177,843,4.76,7,13.62,64.85,virginia_tech,2019,deshawn_mcclease_virginia_tech,False
Deshawn Purdie,FR,QB,4,19,-110,-5.79,1,4.75,-27.50,charlotte,2024,deshawn_purdie_charlotte,False
Deshun Murrell,FR,RB,1,6,34,5.67,0,6.00,34.00,ucla,2022,deshun_murrell_ucla,False
Desmon White,SR,WR,14,2,9,4.50,0,0.14,0.64,tcu,2017,desmon_white_tcu,False
Desmond Anderson,SO,WR,10,1,29,29.00,0,0.10,2.90,middle_tennessee,2016,desmond_anderson_middle_tennessee,False
Desmond Anderson,JR,RB,13,5,39,7.80,0,0.38,3.00,middle_tennessee,2017,desmond_anderson_middle_tennessee,False
Desmond Nisby,JR,RB,12,62,273,4.40,7,5.17,22.75,texas_tech,2017,desmond_nisby_texas_tech,False
Desmond Phillips,SO,WR,12,3,-5,-1.67,0,0.25,-0.42,toledo,2017,desmond_phillips_toledo,False
Desmond Reid,JR,RB,4,62,374,6.03,1,15.50,93.50,pittsburgh,2024,desmond_reid_pittsburgh,False
Desmond Ridder,FR,QB,13,150,572,3.81,5,11.54,44.00,cincinnati,2018,desmond_ridder_cincinnati,False
Desmond Ridder,SO,QB,13,144,650,4.51,5,11.08,50.00,cincinnati,2019,desmond_ridder_cincinnati,False
Desmond Ridder,JR,QB,10,98,592,6.04,12,9.80,59.20,cincinnati,2020,desmond_ridder_cincinnati,False
Desmond Ridder,SR,QB,14,110,355,3.23,6,7.86,25.36,cincinnati,2021,desmond_ridder_cincinnati,False
Desmond Trotter,FR,QB,8,61,197,3.23,0,7.63,24.63,south_alabama,2019,desmond_trotter_south_alabama,False
Desmond Trotter,SO,QB,10,84,3,0.04,2,8.40,0.30,south_alabama,2020,desmond_trotter_south_alabama,False
Desmond Trotter,SO,QB,5,32,54,1.69,1,6.40,10.80,south_alabama,2021,desmond_trotter_south_alabama,False
Desmond Trotter,JR,QB,5,6,27,4.50,0,1.20,5.40,south_alabama,2022,desmond_trotter_south_alabama,False
Desmond Trotter,SR,QB,5,14,55,3.93,1,2.80,11.00,south_alabama,2023,desmond_trotter_south_alabama,False
Destin Coates,FR,RB,6,32,137,4.28,1,5.33,22.83,georgia_state,2018,destin_coates_georgia_state,False
Destin Coates,SO,RB,10,82,546,6.66,7,8.20,54.60,georgia_state,2019,destin_coates_georgia_state,False
Destin Coates,JR,RB,9,166,769,4.63,7,18.44,85.44,georgia_state,2020,destin_coates_georgia_state,False
Destin Coates,SR,RB,6,46,186,4.04,1,7.67,31.00,georgia_state,2021,destin_coates_georgia_state,False
Destin Wade,FR,QB,1,16,29,1.81,0,16.00,29.00,kentucky,2022,destin_wade_kentucky,False
Destun Thomas,SO,WR,5,1,14,14.00,0,0.20,2.80,kennesaw_state,2024,destun_thomas_kennesaw_state,False
Detrich Clark,JR,WR,13,36,247,6.86,3,2.77,19.00,colorado_state,2016,detrich_clark_colorado_state,False
Detrich Clark,SR,WR,12,15,40,2.67,0,1.25,3.33,colorado_state,2017,detrich_clark_colorado_state,False
Deuce Adams,FR,QB,1,1,1,1.00,0,1.00,1.00,louisville,2024,deuce_adams_louisville,False
Deuce Alexander,FR,WR,5,1,3,3.00,0,0.20,0.60,wake_forest,2024,deuce_alexander_wake_forest,False
Deuce Hogan,SR,QB,2,4,-3,-0.75,0,2.00,-1.50,new_mexico_state,2024,deuce_hogan_new_mexico_state,False
Deuce Spann,FR,QB,1,1,1,1.00,0,1.00,1.00,illinois,2020,deuce_spann_illinois,False
Deuce Spann,SO,WR,12,5,28,5.60,0,0.42,2.33,florida_state,2022,deuce_spann_florida_state,False
Deuce Spann,JR,WR,11,5,18,3.60,0,0.45,1.64,florida_state,2023,deuce_spann_florida_state,False
Deuce Vaughn,FR,RB,10,123,642,5.22,7,12.30,64.20,kansas_state,2020,deuce_vaughn_kansas_state,False
Deuce Vaughn,SO,RB,13,235,1404,5.97,18,18.08,108.00,kansas_state,2021,deuce_vaughn_kansas_state,False
Deuce Vaughn,JR,RB,14,293,1558,5.32,9,20.93,111.29,kansas_state,2022,deuce_vaughn_kansas_state,False
Deuce Wallace,JR,DB,14,1,8,8.00,0,0.07,0.57,louisiana-lafayette,2018,deuce_wallace_louisiana-lafayette,True
Deuce Wallace,JR,QB,8,15,-31,-2.07,0,1.88,-3.88,vanderbilt,2019,deuce_wallace_vanderbilt,False
Devan Barrett,FR,RB,14,14,79,5.64,0,1.00,5.64,auburn,2017,devan_barrett_auburn,False
Devan Demas,SR,RB,8,15,57,3.80,0,1.88,7.13,boise_state,2016,devan_demas_boise_state,False
Devan Williams,FR,WR,9,1,0,0.00,0,0.11,0.00,tulsa,2023,devan_williams_tulsa,True
Devanier Floyd,FR,RB,1,2,4,2.00,0,2.00,4.00,akron,2018,devanier_floyd_akron,False
Devante Mays,SR,RB,6,37,259,7.00,3,6.17,43.17,utah_state,2016,devante_mays_utah_state,False
Devaughn Vele,SO,WR,14,2,-4,-2.00,0,0.14,-0.29,utah,2022,devaughn_vele_utah,False
Deven Boston,SR,RB,4,14,60,4.29,1,3.50,15.00,utsa,2019,deven_boston_utsa,False
Deven Thompkins,FR,WR,13,2,30,15.00,0,0.15,2.31,utah_state,2018,deven_thompkins_utah_state,False
Deven Thompkins,SO,WR,12,6,77,12.83,1,0.50,6.42,utah_state,2019,deven_thompkins_utah_state,False
Deven Thompkins,JR,WR,4,2,4,2.00,0,0.50,1.00,utah_state,2020,deven_thompkins_utah_state,False
Deven Thompkins,SR,WR,14,5,27,5.40,0,0.36,1.93,utah_state,2021,deven_thompkins_utah_state,False
Devin Adams,JR,QB,1,2,6,3.00,0,2.00,6.00,auburn,2017,devin_adams_auburn,False
Devin Adams,SR,QB,2,1,1,1.00,0,0.50,0.50,auburn,2018,devin_adams_auburn,False
Devin Anderson,SO,RB,11,57,258,4.53,2,5.18,23.45,east_carolina,2016,devin_anderson_east_carolina,False
Devin Anderson,JR,RB,4,29,83,2.86,0,7.25,20.75,east_carolina,2017,devin_anderson_east_carolina,False
Devin Bale,JR,P,6,2,20,10.00,0,0.33,3.33,arkansas,2024,devin_bale_arkansas,False
Devin Boddie Jr.,JR,WR,12,4,13,3.25,0,0.33,1.08,vanderbilt,2021,devin_boddie_jr._vanderbilt,False
Devin Boddie Jr.,JR,WR,13,4,26,6.50,0,0.31,2.00,wyoming,2023,devin_boddie_jr._wyoming,False
Devin Boddie Jr.,SR,WR,4,1,2,2.00,0,0.25,0.50,wyoming,2024,devin_boddie_jr._wyoming,False
Devin Brown,FR,QB,2,1,1,1.00,0,0.50,0.50,ohio_state,2022,devin_brown_ohio_state,False
Devin Brown,SO,QB,6,22,23,1.05,1,3.67,3.83,ohio_state,2023,devin_brown_ohio_state,False
Devin Brown,JR,QB,5,5,10,2.00,0,1.00,2.00,ohio_state,2024,devin_brown_ohio_state,False
Devin Brumfield,FR,RB,7,14,42,3.00,0,2.00,6.00,utah,2018,devin_brumfield_utah,False
Devin Brumfield,SO,RB,14,59,263,4.46,2,4.21,18.79,utah,2019,devin_brumfield_utah,False
Devin Brumfield,JR,RB,4,21,85,4.05,1,5.25,21.25,utah,2020,devin_brumfield_utah,True
Devin Brumfield,JR,RB,4,14,97,6.93,0,3.50,24.25,tulane,2021,devin_brumfield_tulane,False
Devin C. Butler,SO,WR,12,2,14,7.00,0,0.17,1.17,syracuse,2017,devin_c._butler_syracuse,False
Devin Chandler,FR,WR,4,1,18,18.00,0,0.25,4.50,wisconsin,2020,devin_chandler_wisconsin,False
Devin Culp,JR,TE,13,1,2,2.00,0,0.08,0.15,washington,2022,devin_culp_washington,False
Devin Darrington,SR,RB,12,32,244,7.63,2,2.67,20.33,virginia,2021,devin_darrington_virginia,False
Devin Duvernay,JR,WR,14,1,10,10.00,0,0.07,0.71,texas,2018,devin_duvernay_texas,False
Devin Duvernay,SR,WR,13,10,24,2.40,1,0.77,1.85,texas,2019,devin_duvernay_texas,False
Devin Gardner,FR,RB,2,7,14,2.00,0,3.50,7.00,north_carolina_state,2022,devin_gardner_north_carolina_state,False
Devin Gentry,SO,WR,12,12,82,6.83,1,1.00,6.83,georgia_state,2017,devin_gentry_georgia_state,False
Devin Gentry,JR,WR,12,6,26,4.33,0,0.50,2.17,georgia_state,2018,devin_gentry_georgia_state,False
Devin Gentry,SR,WR,13,3,24,8.00,0,0.23,1.85,georgia_state,2019,devin_gentry_georgia_state,False
Devin Glenn,SO,WR,11,2,9,4.50,0,0.18,0.82,tulane,2016,devin_glenn_tulane,False
Devin Glenn,JR,WR,12,1,3,3.00,0,0.08,0.25,tulane,2017,devin_glenn_tulane,False
Devin Gray,JR,WR,12,3,-2,-0.67,0,0.25,-0.17,cincinnati,2016,devin_gray_cincinnati,False
Devin Green,FR,RB,4,15,86,5.73,1,3.75,21.50,unlv,2024,devin_green_unlv,False
Devin Jennings,FR,WR,6,2,5,2.50,0,0.33,0.83,wyoming,2020,devin_jennings_wyoming,False
Devin Kargman,FR,QB,6,7,-27,-3.86,0,1.17,-4.50,kent_state,2022,devin_kargman_kent_state,False
Devin Kargman,SO,QB,3,5,-29,-5.80,0,1.67,-9.67,kent_state,2023,devin_kargman_kent_state,False
Devin Kargman,JR,QB,4,11,-31,-2.82,0,2.75,-7.75,kent_state,2024,devin_kargman_kent_state,False
Devin Leary,FR,QB,8,40,46,1.15,0,5.00,5.75,north_carolina_state,2019,devin_leary_north_carolina_state,False
Devin Leary,SO,QB,4,19,7,0.37,0,4.75,1.75,north_carolina_state,2020,devin_leary_north_carolina_state,False
Devin Leary,SO,QB,12,54,-73,-1.35,2,4.50,-6.08,north_carolina_state,2021,devin_leary_north_carolina_state,False
Devin Leary,JR,QB,6,23,1,0.04,3,3.83,0.17,north_carolina_state,2022,devin_leary_north_carolina_state,True
Devin Leary,SR,QB,13,42,-60,-1.43,1,3.23,-4.62,kentucky,2023,devin_leary_kentucky,False
Devin Maddox,FR,WR,12,1,19,19.00,0,0.08,1.58,toledo,2019,devin_maddox_toledo,False
Devin Maddox,SO,WR,6,1,-2,-2.00,0,0.17,-0.33,toledo,2020,devin_maddox_toledo,False
Devin Maddox,SO,WR,13,2,19,9.50,0,0.15,1.46,toledo,2021,devin_maddox_toledo,False
Devin Maddox,JR,WR,13,5,12,2.40,0,0.38,0.92,toledo,2022,devin_maddox_toledo,False
Devin Maddox,SR,WR,11,1,3,3.00,0,0.09,0.27,toledo,2023,devin_maddox_toledo,False
Devin McCuin,FR,WR,12,1,10,10.00,0,0.08,0.83,utsa,2023,devin_mccuin_utsa,False
Devin McCuin,SO,WR,5,1,7,7.00,0,0.20,1.40,utsa,2024,devin_mccuin_utsa,False
Devin Mockobee,FR,RB,13,195,968,4.96,9,15.00,74.46,purdue,2022,devin_mockobee_purdue,False
Devin Mockobee,SO,RB,12,172,811,4.72,6,14.33,67.58,purdue,2023,devin_mockobee_purdue,False
Devin Mockobee,JR,RB,5,60,362,6.03,1,12.00,72.40,purdue,2024,devin_mockobee_purdue,False
Devin Montgomery,FR,RB,1,5,16,3.20,1,5.00,16.00,oklahoma,2016,devin_montgomery_oklahoma,False
Devin Neal,FR,RB,11,158,707,4.47,8,14.36,64.27,kansas,2021,devin_neal_kansas,False
Devin Neal,SO,RB,13,180,1090,6.06,9,13.85,83.85,kansas,2022,devin_neal_kansas,False
Devin Neal,JR,RB,13,203,1280,6.31,16,15.62,98.46,kansas,2023,devin_neal_kansas,False
Devin Neal,SR,RB,6,100,584,5.84,5,16.67,97.33,kansas,2024,devin_neal_kansas,False
Devin Ravenel,SR,WR,11,1,-4,-4.00,0,0.09,-0.36,james_madison,2022,devin_ravenel_james_madison,False
Devin Roche,FR,RB,5,32,182,5.69,0,6.40,36.40,old_dominion,2023,devin_roche_old_dominion,False
Devin Roche,FR,RB,4,15,90,6.00,1,3.75,22.50,old_dominion,2024,devin_roche_old_dominion,False
Devin Ross,JR,WR,14,3,10,3.33,0,0.21,0.71,colorado,2016,devin_ross_colorado,False
Devin Ross,SR,WR,12,3,21,7.00,0,0.25,1.75,colorado,2017,devin_ross_colorado,False
Devin Singletary,FR,RB,12,151,1016,6.73,12,12.58,84.67,florida_atlantic,2016,devin_singletary_florida_atlantic,False
Devin Singletary,SO,RB,14,301,1920,6.38,32,21.50,137.14,florida_atlantic,2017,devin_singletary_florida_atlantic,False
Devin Singletary,JR,RB,12,261,1348,5.16,22,21.75,112.33,florida_atlantic,2018,devin_singletary_florida_atlantic,False
Devin Spencer,FR,RB,4,19,84,4.42,0,4.75,21.00,arkansas_state,2024,devin_spencer_arkansas_state,False
Devine Ozigbo,SO,RB,10,97,412,4.25,5,9.70,41.20,nebraska,2016,devine_ozigbo_nebraska,False
Devine Ozigbo,JR,RB,10,129,493,3.82,3,12.90,49.30,nebraska,2017,devine_ozigbo_nebraska,False
Devine Ozigbo,SR,RB,12,155,1082,6.98,12,12.92,90.17,nebraska,2018,devine_ozigbo_nebraska,False
Devine Redding,JR,RB,13,253,1122,4.43,7,19.46,86.31,indiana,2016,devine_redding_indiana,False
Devon Achane,FR,RB,8,43,364,8.47,4,5.38,45.50,texas_a&m,2020,devon_achane_texas_a&m,False
Devon Achane,SO,RB,12,130,910,7.00,9,10.83,75.83,texas_a&m,2021,devon_achane_texas_a&m,False
Devon Achane,JR,RB,10,196,1102,5.62,8,19.60,110.20,texas_a&m,2022,devon_achane_texas_a&m,False
Devon Allen,JR,WR,3,3,13,4.33,0,1.00,4.33,oregon,2016,devon_allen_oregon,False
Devon Dampier,FR,QB,9,59,328,5.56,4,6.56,36.44,new_mexico,2023,devon_dampier_new_mexico,False
Devon Dampier,SO,QB,5,40,332,8.30,6,8.00,66.40,new_mexico,2024,devon_dampier_new_mexico,False
Devon High,JR,SB,9,2,19,9.50,0,0.22,2.11,navy,2020,devon_high_navy,False
Devon Modster,FR,QB,5,10,34,3.40,0,2.00,6.80,ucla,2017,devon_modster_ucla,True
Devon Modster,JR,QB,6,48,168,3.50,1,8.00,28.00,california,2019,devon_modster_california,False
Devon Perry,SR,RB,1,5,31,6.20,1,5.00,31.00,miami_florida,2022,devon_perry_miami_florida,False
Devon Rivers,FR,RB,3,12,44,3.67,0,4.00,14.67,fresno_state,2023,devon_rivers_fresno_state,False
Devon Spalding,JR,RB,11,138,758,5.49,6,12.55,68.91,central_michigan,2016,devon_spalding_central_michigan,False
Devon Spalding,SR,RB,6,35,101,2.89,2,5.83,16.83,central_michigan,2017,devon_spalding_central_michigan,False
Devon Spalding,SR,WR,10,9,38,4.22,0,0.90,3.80,central_michigan,2018,devon_spalding_central_michigan,False
Devonta'e Henry-Cole,FR,RB,1,1,2,2.00,0,1.00,2.00,utah,2016,devonta'e_henry-cole_utah,False
Devonta'e Henry-Cole,SO,RB,12,55,279,5.07,2,4.58,23.25,utah,2017,devonta'e_henry-cole_utah,False
Devonta'e Henry-Cole,JR,RB,12,34,188,5.53,2,2.83,15.67,utah,2019,devonta'e_henry-cole_utah,True
Devonta'e Henry-Cole,SR,RB,5,41,180,4.39,0,8.20,36.00,utah_state,2020,devonta'e_henry-cole_utah_state,False
Devontae Houston,FR,RB,9,4,10,2.50,0,0.44,1.11,connecticut,2021,devontae_houston_connecticut,False
Devontae Houston,SO,RB,10,84,578,6.88,3,8.40,57.80,connecticut,2022,devontae_houston_connecticut,False
Devontae Houston,JR,RB,4,34,161,4.74,0,8.50,40.25,connecticut,2023,devontae_houston_connecticut,False
Devonte Lee,FR,RB,11,45,193,4.29,7,4.09,17.55,nevada,2018,devonte_lee_nevada,False
Devonte Lee,SO,RB,9,66,302,4.58,7,7.33,33.56,nevada,2019,devonte_lee_nevada,False
Devonte Lee,JR,RB,9,82,427,5.21,2,9.11,47.44,nevada,2020,devonte_lee_nevada,False
Devonte Lee,SR,RB,13,85,331,3.89,5,6.54,25.46,nevada,2021,devonte_lee_nevada,False
Devonte Lee,SR,RB,8,67,233,3.48,5,8.38,29.13,nevada,2022,devonte_lee_nevada,False
Devonte Ross,SO,WR,14,1,2,2.00,0,0.07,0.14,troy,2023,devonte_ross_troy,False
Devonte Ross,JR,WR,6,5,11,2.20,0,0.83,1.83,troy,2024,devonte_ross_troy,False
Devonte Williams,FR,RB,11,48,167,3.48,0,4.36,15.18,indiana,2016,devonte_williams_indiana,False
Devonte Williams,SO,RB,12,20,70,3.50,0,1.67,5.83,indiana,2017,devonte_williams_indiana,False
Devontez Walker,SO,WR,12,3,29,9.67,1,0.25,2.42,kent_state,2022,devontez_walker_kent_state,True
Devontez Walker,JR,WR,8,3,23,7.67,0,0.38,2.88,north_carolina,2023,devontez_walker_north_carolina,False
Devwah Whaley,FR,RB,13,110,602,5.47,3,8.46,46.31,arkansas,2016,devwah_whaley_arkansas,False
Devwah Whaley,SO,RB,12,127,559,4.40,7,10.58,46.58,arkansas,2017,devwah_whaley_arkansas,False
Devwah Whaley,JR,RB,7,82,368,4.49,2,11.71,52.57,arkansas,2018,devwah_whaley_arkansas,False
Devwah Whaley,SR,RB,12,69,278,4.03,4,5.75,23.17,arkansas,2019,devwah_whaley_arkansas,False
Devyn Ford,FR,RB,12,52,294,5.65,3,4.33,24.50,penn_state,2019,devyn_ford_penn_state,False
Devyn Ford,SO,RB,6,67,274,4.09,3,11.17,45.67,penn_state,2020,devyn_ford_penn_state,False
Devyn Ford,JR,RB,9,14,61,4.36,0,1.56,6.78,penn_state,2021,devyn_ford_penn_state,False
Devyn Ford,JR,RB,4,7,37,5.29,0,1.75,9.25,penn_state,2022,devyn_ford_penn_state,True
Devyn Ford,SR,RB,11,8,44,5.50,0,0.73,4.00,notre_dame,2023,devyn_ford_notre_dame,False
Devyn Ford,SR,RB,5,8,30,3.75,0,1.60,6.00,notre_dame,2024,devyn_ford_notre_dame,False
Dewayne Coleman,SO,QB,3,4,8,2.00,0,1.33,2.67,army,2023,dewayne_coleman_army,False
Dewayne Coleman,JR,QB,4,18,68,3.78,1,4.50,17.00,army,2024,dewayne_coleman_army,False
Dexter Carter Jr.,SR,WR,12,1,-3,-3.00,0,0.08,-0.25,georgia_southern,2020,dexter_carter_jr._georgia_southern,False
Dexter Carter Jr.,SR,SLT,4,1,3,3.00,0,0.25,0.75,georgia_southern,2021,dexter_carter_jr._georgia_southern,False
Dexter Lawrence,JR,DT,13,1,2,2.00,1,0.08,0.15,clemson,2018,dexter_lawrence_clemson,False
Dexter Williams,SO,RB,12,39,200,5.13,3,3.25,16.67,notre_dame,2016,dexter_williams_notre_dame,False
Dexter Williams,JR,RB,10,39,360,9.23,4,3.90,36.00,notre_dame,2017,dexter_williams_notre_dame,False
Dexter Williams,SR,RB,9,158,995,6.30,12,17.56,110.56,notre_dame,2018,dexter_williams_notre_dame,False
Dexter Williams II,SO,QB,4,40,165,4.13,1,10.00,41.25,indiana,2022,dexter_williams_ii_indiana,True
Dexter Williams II,SR,QB,2,3,19,6.33,0,1.50,9.50,georgia_southern,2024,dexter_williams_ii_georgia_southern,False
Dezmon Jackson,JR,RB,11,100,547,5.47,4,9.09,49.73,oklahoma_state,2020,dezmon_jackson_oklahoma_state,False
Dezmon Jackson,SR,RB,6,48,139,2.90,2,8.00,23.17,oklahoma_state,2021,dezmon_jackson_oklahoma_state,False
De’Nylon Morrissette,FR,WR,10,1,8,8.00,0,0.10,0.80,georgia,2022,de’nylon_morrissette_georgia,False
De’Vion Warren,FR,WR,12,2,10,5.00,0,0.17,0.83,arkansas,2017,de’vion_warren_arkansas,False
De’Vion Warren,SO,WR,9,3,-3,-1.00,0,0.33,-0.33,arkansas,2018,de’vion_warren_arkansas,False
De’Vion Warren,JR,WR,9,5,51,10.20,0,0.56,5.67,arkansas,2019,de’vion_warren_arkansas,False
De’Vion Warren,SR,WR,7,4,35,8.75,0,0.57,5.00,arkansas,2020,de’vion_warren_arkansas,False
De’Vion Warren,SR,WR,13,5,42,8.40,0,0.38,3.23,arkansas,2021,de’vion_warren_arkansas,False
Diante Vines,SO,WR,7,1,2,2.00,0,0.14,0.29,iowa,2022,diante_vines_iowa,False
Diante Vines,JR,WR,10,1,4,4.00,0,0.10,0.40,iowa,2023,diante_vines_iowa,True
Diego Fagot,SR,LB,12,1,4,4.00,0,0.08,0.33,navy,2021,diego_fagot_navy,False
Diego Pavia,JR,QB,12,93,508,5.46,6,7.75,42.33,new_mexico_state,2022,diego_pavia_new_mexico_state,False
Diego Pavia,JR,QB,15,176,923,5.24,7,11.73,61.53,new_mexico_state,2023,diego_pavia_new_mexico_state,True
Diego Pavia,SR,QB,5,91,335,3.68,2,18.20,67.00,vanderbilt,2024,diego_pavia_vanderbilt,False
Dijon Stanley,FR,RB,10,6,1,0.17,0,0.60,0.10,utah,2023,dijon_stanley_utah,False
Dijon Stanley,SO,RB,5,16,62,3.88,0,3.20,12.40,utah,2024,dijon_stanley_utah,False
Dilin Jones,FR,RB,2,11,79,7.18,0,5.50,39.50,wisconsin,2024,dilin_jones_wisconsin,False
Dillon Bell,SO,WR,14,25,157,6.28,2,1.79,11.21,georgia,2023,dillon_bell_georgia,False
Dillon Bell,JR,WR,5,4,54,13.50,1,0.80,10.80,georgia,2024,dillon_bell_georgia,False
