name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name,season,player_id,transfer
Carter Bradley,SO,QB,8,-25,972,153,947,6.19,118.4,toledo,2021,carter_bradley_toledo,True
Carter Bradley,JR,QB,13,65,3334,494,3399,6.88,261.5,south_alabama,2022,carter_bradley_south_alabama,False
Carter Bradley,SR,QB,11,-48,2660,369,2612,7.08,237.5,south_alabama,2023,carter_bradley_south_alabama,False
Carter Campbell,SR,WR,3,6,0,1,6,6.00,2.0,smu,2024,carter_campbell_smu,False
Carter McCarthy,SO,TE,10,-6,0,1,-6,-6.00,-0.6,utsa,2018,carter_mccarthy_utsa,False
Carter Nelson,FR,WR,6,0,0,1,0,0.00,0.0,nebraska,2024,carter_nelson_nebraska,False
Carter Scudo,FR,WR,3,35,0,6,35,5.83,11.7,massachusetts,2021,carter_scudo_massachusetts,False
Carter Shaw,FR,WR,5,9,0,2,9,4.50,1.8,ucla,2024,carter_shaw_ucla,False
Carter Stanley,FR,QB,9,124,959,188,1083,5.76,120.3,kansas,2016,carter_stanley_kansas,False
Carter Stanley,SO,QB,9,91,1108,240,1199,5.00,133.2,kansas,2017,carter_stanley_kansas,False
Carter Stanley,JR,QB,6,38,304,68,342,5.03,57.0,kansas,2018,carter_stanley_kansas,False
Carter Stanley,SR,QB,12,61,2664,442,2725,6.17,227.1,kansas,2019,carter_stanley_kansas,False
Cartevious Norton,FR,RB,8,312,0,87,312,3.59,39.0,iowa_state,2022,cartevious_norton_iowa_state,False
Cartevious Norton,SO,RB,11,343,0,87,343,3.94,31.2,iowa_state,2023,cartevious_norton_iowa_state,True
Cartevious Norton,JR,RB,6,246,0,52,246,4.73,41.0,charlotte,2024,cartevious_norton_charlotte,False
Cartraven Walker,SO,RB,2,9,0,2,9,4.50,4.5,utep,2022,cartraven_walker_utep,False
Case Hatch,SR,H-B,12,0,0,1,0,0.00,0.0,arizona_state,2022,case_hatch_arizona_state,False
Casey Cain,JR,WR,5,7,0,1,7,7.00,1.4,unlv,2024,casey_cain_unlv,False
Casey Eugenio,SO,WR,2,15,0,1,15,15.00,7.5,oregon,2016,casey_eugenio_oregon,False
Casey Filkins,SO,RB,6,44,0,11,44,4.00,7.3,stanford,2021,casey_filkins_stanford,False
Casey Filkins,JR,RB,7,478,0,122,478,3.92,68.3,stanford,2022,casey_filkins_stanford,False
Casey Filkins,SR,RB,8,215,0,38,215,5.66,26.9,stanford,2023,casey_filkins_stanford,False
Casey Marksberry,FR,QB,1,-5,20,4,15,3.75,15.0,colorado,2017,casey_marksberry_colorado,False
Casey Roddick,JR,OL,12,0,0,1,0,0.00,0.0,colorado,2022,casey_roddick_colorado,False
Casey Rogers,SR,DL,14,18,0,1,18,18.00,1.3,oregon,2023,casey_rogers_oregon,False
Casey Thompson,FR,QB,5,22,84,22,106,4.82,21.2,texas,2019,casey_thompson_texas,False
Casey Thompson,SO,QB,3,31,225,25,256,10.24,85.3,texas,2020,casey_thompson_texas,False
Casey Thompson,JR,QB,12,157,2113,316,2270,7.18,189.2,texas,2021,casey_thompson_texas,True
Casey Thompson,JR,QB,10,-21,2407,330,2386,7.23,238.6,nebraska,2022,casey_thompson_nebraska,True
Casey Thompson,SR,QB,3,2,509,89,511,5.74,170.3,florida_atlantic,2023,casey_thompson_florida_atlantic,False
Casey Washington,FR,WR,10,0,0,1,0,0.00,0.0,illinois,2019,casey_washington_illinois,False
Casey Washington,SO,WR,12,30,0,2,30,15.00,2.5,illinois,2021,casey_washington_illinois,False
Cash Jones,FR,RB,2,6,0,1,6,6.00,3.0,georgia,2021,cash_jones_georgia,False
Cash Jones,FR,RB,11,44,0,2,44,22.00,4.0,georgia,2022,cash_jones_georgia,False
Cash Jones,SO,RB,14,161,0,22,161,7.32,11.5,georgia,2023,cash_jones_georgia,False
Cash Jones,JR,RB,5,18,0,4,18,4.50,3.6,georgia,2024,cash_jones_georgia,False
Caullin Lacy,FR,WR,11,112,0,20,112,5.60,10.2,south_alabama,2020,caullin_lacy_south_alabama,False
Caullin Lacy,FR,WR,11,26,0,10,26,2.60,2.4,south_alabama,2021,caullin_lacy_south_alabama,False
Caullin Lacy,SO,WR,13,2,0,1,2,2.00,0.2,south_alabama,2022,caullin_lacy_south_alabama,False
Caullin Lacy,SR,WR,2,11,0,3,11,3.67,5.5,louisville,2024,caullin_lacy_louisville,False
Cavon Croom,SR,WR,10,8,0,3,8,2.67,0.8,bowling_green,2022,cavon_croom_bowling_green,False
Cayden Lee,SO,WR,6,18,0,2,18,9.00,3.0,mississippi,2024,cayden_lee_mississippi,False
Cayden Saunders,SO,RB,1,6,0,2,6,3.00,6.0,ohio_state,2022,cayden_saunders_ohio_state,False
Caziah Holmes,FR,RB,9,227,0,51,227,4.45,25.2,penn_state,2020,caziah_holmes_penn_state,False
Caziah Holmes,SO,RB,3,27,0,5,27,5.40,9.0,penn_state,2021,caziah_holmes_penn_state,True
Caziah Holmes,JR,RB,14,185,0,29,185,6.38,13.2,florida_state,2023,caziah_holmes_florida_state,False
Caziah Holmes,SR,RB,6,12,0,4,12,3.00,2.0,florida_state,2024,caziah_holmes_florida_state,False
Cedric Byrd II,SR,WR,15,36,0,4,36,9.00,2.4,hawai'i,2019,cedric_byrd_ii_hawai'i,False
Cedric Chambers,SO,RB,1,20,0,4,20,5.00,20.0,auburn,2016,cedric_chambers_auburn,False
Cedric Hawkins,FR,RB,8,156,0,31,156,5.03,19.5,arkansas_state,2023,cedric_hawkins_arkansas_state,False
Cedric Hawkins,SO,RB,3,-6,0,2,-6,-3.00,-2.0,arkansas_state,2024,cedric_hawkins_arkansas_state,False
Cedric Jordan-Williams,JR,RB,1,24,0,6,24,4.00,24.0,ucf,2016,cedric_jordan-williams_ucf,False
Cedric Jordan-Williams,SR,RB,10,7,0,4,7,1.75,0.7,ucf,2017,cedric_jordan-williams_ucf,False
Cedric Patterson III,FR,WR,12,1,0,2,1,0.50,0.1,new_mexico,2019,cedric_patterson_iii_new_mexico,False
Cedric Patterson III,SR,WR,12,40,0,3,40,13.33,3.3,rice,2021,cedric_patterson_iii_rice,False
Cedric Patterson III,SR,WR,1,4,0,1,4,4.00,4.0,rice,2022,cedric_patterson_iii_rice,False
Cedrick Wilson,JR,WR,13,7,84,5,91,18.20,7.0,boise_state,2016,cedrick_wilson_boise_state,False
Cedrick Wilson,SR,WR,14,13,46,12,59,4.92,4.2,boise_state,2017,cedrick_wilson_boise_state,False
Cee Jay Powell,SR,WR,10,0,0,1,0,0.00,0.0,louisiana_tech,2020,cee_jay_powell_louisiana_tech,False
CeeDee Lamb,FR,WR,14,0,2,1,2,2.00,0.1,oklahoma,2017,ceedee_lamb_oklahoma,False
CeeDee Lamb,SO,WR,14,0,0,1,0,0.00,0.0,oklahoma,2018,ceedee_lamb_oklahoma,False
CeeDee Lamb,JR,WR,13,20,0,9,20,2.22,1.5,oklahoma,2019,ceedee_lamb_oklahoma,False
Cephus Johnson,FR,QB,8,62,120,47,182,3.87,22.8,south_alabama,2018,cephus_johnson_south_alabama,False
Cephus Johnson,SO,QB,8,181,900,236,1081,4.58,135.1,south_alabama,2019,cephus_johnson_south_alabama,False
Cesar Barajas,SR,K,12,5,0,1,5,5.00,0.4,louisiana_tech,2021,cesar_barajas_louisiana_tech,False
Cethan Carter,SR,TE,10,34,0,3,34,11.33,3.4,nebraska,2016,cethan_carter_nebraska,False
ChaVon McEachern,FR,RB,10,272,0,50,272,5.44,27.2,charlotte,2021,chavon_mceachern_charlotte,False
ChaVon McEachern,SO,RB,7,256,0,56,256,4.57,36.6,charlotte,2022,chavon_mceachern_charlotte,False
Chabastin Taylor,JR,WR,10,20,0,1,20,20.00,2.0,kansas_state,2020,chabastin_taylor_kansas_state,False
Chad Alexander,FR,RB,4,25,0,5,25,5.00,6.3,new_mexico,2019,chad_alexander_new_mexico,False
Chad Alexander,FR,RB,6,14,0,3,14,4.67,2.3,new_mexico,2020,chad_alexander_new_mexico,False
Chad Alexander,SO,RB,7,41,0,9,41,4.56,5.9,new_mexico,2021,chad_alexander_new_mexico,False
Chad Alexander,JR,RB,8,16,0,7,16,2.29,2.0,new_mexico,2022,chad_alexander_new_mexico,True
Chad Alexander,SO,RB,4,141,0,26,141,5.42,35.3,georgia_tech,2024,chad_alexander_georgia_tech,False
Chad Artist,SO,WR,2,7,0,1,7,7.00,3.5,utah_state,2017,chad_artist_utah_state,False
Chad Banschbach,JR,RB,10,27,0,9,27,3.00,2.7,cincinnati,2016,chad_banschbach_cincinnati,False
Chad Beebe,SR,WR,9,-1,0,1,-1,-1.00,-0.1,northern_illinois,2017,chad_beebe_northern_illinois,False
Chad Hanaoka,SR,RB,1,5,0,1,5,5.00,5.0,northwestern,2017,chad_hanaoka_northwestern,False
Chad Hanaoka,SR,RB,9,121,0,22,121,5.50,13.4,northwestern,2018,chad_hanaoka_northwestern,False
Chad Kelly,SR,QB,9,332,2758,409,3090,7.56,343.3,mississippi,2016,chad_kelly_mississippi,False
Chad Magyar,SO,RB,8,369,0,69,369,5.35,46.1,unlv,2019,chad_magyar_unlv,False
Chad Magyar,JR,RB,3,9,0,2,9,4.50,3.0,unlv,2020,chad_magyar_unlv,False
Chad Magyar,JR,RB,11,45,0,13,45,3.46,4.1,unlv,2021,chad_magyar_unlv,False
Chad President,SO,QB,1,33,9,5,42,8.40,42.0,tulsa,2016,chad_president_tulsa,False
Chad President,SO,QB,12,429,921,226,1350,5.97,112.5,tulsa,2017,chad_president_tulsa,False
Chad President,JR,QB,6,8,0,6,8,1.33,1.3,tulsa,2018,chad_president_tulsa,False
Chad Pursley,SR,OL,8,5,0,0,5,-,0.6,smu,2018,chad_pursley_smu,False
Chad Stephens,FR,OLB,10,4,0,1,4,4.00,0.4,east_carolina,2021,chad_stephens_east_carolina,False
Chad Voytik,SR,QB,11,164,363,136,527,3.88,47.9,arkansas_state,2016,chad_voytik_arkansas_state,False
Chad Woolsey,JR,RB,12,41,0,8,41,5.13,3.4,san_diego_state,2017,chad_woolsey_san_diego_state,False
Chadarius Townsend,SO,RB,6,22,0,8,22,2.75,3.7,alabama,2019,chadarius_townsend_alabama,True
Chadarius Townsend,JR,RB,9,99,0,18,99,5.50,11.0,texas_tech,2020,chadarius_townsend_texas_tech,False
Chadarius Townsend,SR,RB,5,65,0,10,65,6.50,13.0,texas_tech,2021,chadarius_townsend_texas_tech,False
Challen Faamatau,JR,RB,4,4,0,1,4,4.00,1.0,maryland,2020,challen_faamatau_maryland,False
Challen Faamatau,SR,RB,9,235,0,56,235,4.20,26.1,maryland,2021,challen_faamatau_maryland,False
Chamon Metayer,SO,TE,11,27,0,1,27,27.00,2.5,cincinnati,2023,chamon_metayer_cincinnati,True
Champ Flemings,FR,WR,12,-13,0,4,-13,-3.25,-1.1,oregon_state,2018,champ_flemings_oregon_state,False
Champ Flemings,SO,WR,12,18,0,3,18,6.00,1.5,oregon_state,2019,champ_flemings_oregon_state,False
Champ Flemings,JR,WR,5,8,0,1,8,8.00,1.6,oregon_state,2020,champ_flemings_oregon_state,False
Champ Flemings,JR,WR,13,9,0,2,9,4.50,0.7,oregon_state,2021,champ_flemings_oregon_state,True
Champ Flemings,SR,WR,11,20,0,2,20,10.00,1.8,arkansas_state,2022,champ_flemings_arkansas_state,False
Champ Harris,FR,QB,6,9,260,56,269,4.80,44.8,army,2023,champ_harris_army,False
Chance Bell,FR,RB,4,189,0,40,189,4.73,47.3,san_diego_state,2018,chance_bell_san_diego_state,False
Chance Bell,SO,RB,12,384,0,89,384,4.31,32.0,san_diego_state,2019,chance_bell_san_diego_state,False
Chance Bell,JR,RB,7,273,0,56,273,4.88,39.0,san_diego_state,2020,chance_bell_san_diego_state,False
Chance Bell,SR,RB,13,341,0,72,341,4.74,26.2,san_diego_state,2021,chance_bell_san_diego_state,False
Chance Bell,SR,RB,10,205,0,50,205,4.10,20.5,san_diego_state,2022,chance_bell_san_diego_state,False
Chance Black,FR,RB,11,119,0,43,119,2.77,10.8,virginia_tech,2022,chance_black_virginia_tech,False
Chance Black,SO,RB,10,22,0,6,22,3.67,2.2,virginia_tech,2023,chance_black_virginia_tech,False
Chance LaChappelle,FR,QB,2,21,7,10,28,2.80,14.0,san_jose_state,2018,chance_lachappelle_san_jose_state,False
Chance Lovertich,JR,QB,6,7,619,105,626,5.96,104.3,south_alabama,2020,chance_lovertich_south_alabama,True
Chance Lovertich,SR,QB,2,10,179,21,189,9.00,94.5,mississippi_state,2021,chance_lovertich_mississippi_state,False
Chance Lovertich,SR,QB,1,-7,36,7,29,4.14,29.0,mississippi_state,2022,chance_lovertich_mississippi_state,False
Chance Luper,FR,WR,8,2,0,2,2,1.00,0.3,missouri,2021,chance_luper_missouri,False
Chance McDonald,FR,QB,2,0,13,5,13,2.60,6.5,western_kentucky,2021,chance_mcdonald_western_kentucky,False
Chance Nolan,SO,QB,5,147,537,121,684,5.65,136.8,oregon_state,2020,chance_nolan_oregon_state,False
Chance Nolan,SO,QB,13,286,2677,388,2963,7.64,227.9,oregon_state,2021,chance_nolan_oregon_state,False
Chance Nolan,JR,QB,5,75,939,127,1014,7.98,202.8,oregon_state,2022,chance_nolan_oregon_state,False
Chance Thrasher,SO,QB,3,32,52,14,84,6.00,28.0,coastal_carolina,2017,chance_thrasher_coastal_carolina,False
Chance Thrasher,JR,QB,3,10,17,7,27,3.86,9.0,coastal_carolina,2018,chance_thrasher_coastal_carolina,False
Chance Warren,SO,WR,12,70,19,8,89,11.13,7.4,navy,2019,chance_warren_navy,False
Chance Warren,JR,SB,10,95,0,31,95,3.06,9.5,navy,2020,chance_warren_navy,False
Chance Warren,SR,SB,12,265,16,44,281,6.39,23.4,navy,2021,chance_warren_navy,False
Chance Williams,JR,RB,4,67,0,15,67,4.47,16.8,cincinnati,2024,chance_williams_cincinnati,False
Chandler Cox,SO,FB,12,15,-3,9,12,1.33,1.0,auburn,2016,chandler_cox_auburn,False
Chandler Cox,JR,FB,14,0,0,1,0,0.00,0.0,auburn,2017,chandler_cox_auburn,False
Chandler Cox,SR,FB,13,3,0,3,3,1.00,0.2,auburn,2018,chandler_cox_auburn,False
Chandler Fields,FR,QB,4,4,16,4,20,5.00,5.0,louisiana-lafayette,2019,chandler_fields_louisiana-lafayette,False
Chandler Fields,FR,QB,2,-6,0,7,-6,-0.86,-3.0,louisiana-lafayette,2020,chandler_fields_louisiana-lafayette,False
Chandler Fields,FR,QB,8,14,106,16,120,7.50,15.0,louisiana-lafayette,2021,chandler_fields_louisiana-lafayette,False
Chandler Fields,SO,QB,8,87,1123,218,1210,5.55,151.3,louisiana-lafayette,2022,chandler_fields_louisiana-lafayette,False
Chandler Fields,JR,QB,7,-18,1069,172,1051,6.11,150.1,louisiana-lafayette,2023,chandler_fields_louisiana-lafayette,False
Chandler Fields,SR,QB,2,11,63,9,74,8.22,37.0,louisiana-lafayette,2024,chandler_fields_louisiana-lafayette,False
Chandler Morris,FR,QB,5,44,39,10,83,8.30,16.6,oklahoma,2020,chandler_morris_oklahoma,True
Chandler Morris,FR,QB,4,83,717,101,800,7.92,200.0,tcu,2021,chandler_morris_tcu,False
Chandler Morris,FR,QB,4,24,145,33,169,5.12,42.3,tcu,2022,chandler_morris_tcu,False
Chandler Morris,SO,QB,7,249,1532,248,1781,7.18,254.4,tcu,2023,chandler_morris_tcu,True
Chandler Morris,JR,QB,5,46,1643,209,1689,8.08,337.8,north_texas,2024,chandler_morris_north_texas,False
Chandler Pittman,FR,RB,6,65,9,15,74,4.93,12.3,southern_mississippi,2021,chandler_pittman_southern_mississippi,False
Chandler Pittman,SO,RB,12,47,0,22,47,2.14,3.9,southern_mississippi,2022,chandler_pittman_southern_mississippi,False
Chandler Pittman,JR,RB,12,26,38,10,64,6.40,5.3,southern_mississippi,2023,chandler_pittman_southern_mississippi,False
Chandler Pittman,SR,RB,5,1,0,1,1,1.00,0.2,southern_mississippi,2024,chandler_pittman_southern_mississippi,False
Chandler Rogers,FR,QB,2,6,0,2,6,3.00,3.0,southern_mississippi,2019,chandler_rogers_southern_mississippi,True
Chandler Rogers,FR,QB,12,363,1311,318,1674,5.26,139.5,louisiana-monroe,2021,chandler_rogers_louisiana-monroe,False
Chandler Rogers,SO,QB,12,353,2403,465,2756,5.93,229.7,louisiana-monroe,2022,chandler_rogers_louisiana-monroe,True
Chandler Rogers,JR,QB,12,180,3382,530,3562,6.72,296.8,north_texas,2023,chandler_rogers_north_texas,True
Chandler Rogers,SR,QB,3,42,33,17,75,4.41,25.0,california,2024,chandler_rogers_california,False
Chandler Smith,SO,RB,7,139,0,30,139,4.63,19.9,houston,2018,chandler_smith_houston,False
Chandler Smith,JR,RB,9,159,0,32,159,4.97,17.7,houston,2019,chandler_smith_houston,False
Chandler Smith,SR,RB,8,119,0,25,119,4.76,14.9,houston,2020,chandler_smith_houston,False
Chandler Smith,SR,RB,8,129,0,31,129,4.16,16.1,houston,2021,chandler_smith_houston,False
Changa Hodge,SR,WR,10,-2,0,1,-2,-2.00,-0.2,virginia_tech,2020,changa_hodge_virginia_tech,False
Charles Crawford III,SO,RB,3,11,0,7,11,1.57,3.7,sam_houston_state,2023,charles_crawford_iii_sam_houston_state,False
Charles Hall,SR,WR,11,37,0,2,37,18.50,3.4,arizona_state,2022,charles_hall_arizona_state,False
Charles Highbaugh,FR,RB,1,6,0,3,6,2.00,6.0,central_michigan,2018,charles_highbaugh_central_michigan,False
Charles Jones,SR,RB,13,596,0,115,596,5.18,45.8,kansas_state,2016,charles_jones_kansas_state,False
Charles Kellom,FR,RB,1,27,0,2,27,13.50,27.0,akron,2022,charles_kellom_akron,False
Charles Kellom,FR,RB,12,5,0,4,5,1.25,0.4,akron,2023,charles_kellom_akron,False
Charles Kellom,SO,RB,6,95,0,33,95,2.88,15.8,akron,2024,charles_kellom_akron,False
Charles Lamar,JR,RB,11,24,0,9,24,2.67,2.2,bowling_green,2018,charles_lamar_bowling_green,False
Charles Lamar,SR,RB,2,2,0,4,2,0.50,1.0,bowling_green,2019,charles_lamar_bowling_green,False
Charles McClelland,FR,RB,12,485,0,63,485,7.70,40.4,cincinnati,2018,charles_mcclelland_cincinnati,False
Charles McClelland,JR,RB,4,115,0,22,115,5.23,28.8,cincinnati,2020,charles_mcclelland_cincinnati,False
Charles McClelland,JR,RB,13,190,0,37,190,5.14,14.6,cincinnati,2021,charles_mcclelland_cincinnati,False
Charles McClelland,SR,RB,13,849,0,146,849,5.82,65.3,cincinnati,2022,charles_mcclelland_cincinnati,False
Charles Montgomery,FR,WR,13,15,0,6,15,2.50,1.2,marshall,2022,charles_montgomery_marshall,False
Charles Nelson,JR,WR,12,37,0,4,37,9.25,3.1,oregon,2016,charles_nelson_oregon,False
Charles Nelson,SR,WR,10,25,22,12,47,3.92,4.7,oregon,2017,charles_nelson_oregon,False
Charles Norman,FR,RB,10,0,0,1,0,0.00,0.0,louisiana-monroe,2020,charles_norman_louisiana-monroe,False
Charles Schibler,FR,RB,1,10,0,2,10,5.00,10.0,tulane,2021,charles_schibler_tulane,False
Charles Schibler,FR,RB,1,6,0,2,6,3.00,6.0,tulane,2022,charles_schibler_tulane,False
Charles Schibler,SO,RB,1,-1,0,1,-1,-1.00,-1.0,tulane,2023,charles_schibler_tulane,False
Charles Snorweah,JR,RB,7,23,0,5,23,4.60,3.3,rutgers,2018,charles_snorweah_rutgers,False
Charles Strong,SO,RB,11,74,0,17,74,4.35,6.7,troy,2020,charles_strong_troy,False
Charles Strong Jr.,FR,RB,1,12,0,4,12,3.00,12.0,texas_a&m,2018,charles_strong_jr._texas_a&m,False
Charles Williams,FR,RB,12,763,0,141,763,5.41,63.6,unlv,2016,charles_williams_unlv,False
Charles Williams,SO,RB,1,93,0,12,93,7.75,93.0,unlv,2017,charles_williams_unlv,False
Charles Williams,SO,RB,12,332,0,65,332,5.11,27.7,unlv,2018,charles_williams_unlv,False
Charles Williams,JR,RB,12,1257,0,212,1257,5.93,104.8,unlv,2019,charles_williams_unlv,False
Charles Williams,SR,RB,6,495,0,116,495,4.27,82.5,unlv,2020,charles_williams_unlv,False
Charles Williams,SR,RB,12,1261,0,254,1261,4.96,105.1,unlv,2021,charles_williams_unlv,False
Charleston French,SO,RB,2,78,0,8,78,9.75,39.0,north_carolina,2024,charleston_french_north_carolina,False
Charleston Rambo,SO,WR,14,15,0,2,15,7.50,1.1,oklahoma,2019,charleston_rambo_oklahoma,False
Charleston Rambo,JR,WR,10,22,0,2,22,11.00,2.2,oklahoma,2020,charleston_rambo_oklahoma,True
Charlie Becker,FR,WR,5,3,0,1,3,3.00,0.6,indiana,2024,charlie_becker_indiana,False
Charlie Booker,SR,RB,10,272,0,88,272,3.09,27.2,rice,2019,charlie_booker_rice,False
Charlie Brewer,FR,QB,8,166,1562,269,1728,6.42,216.0,baylor,2017,charlie_brewer_baylor,False
Charlie Brewer,SO,QB,13,375,3019,523,3394,6.49,261.1,baylor,2018,charlie_brewer_baylor,False
Charlie Brewer,JR,QB,14,344,3161,536,3505,6.54,250.4,baylor,2019,charlie_brewer_baylor,False
Charlie Brewer,SR,QB,9,154,1958,428,2112,4.93,234.7,baylor,2020,charlie_brewer_baylor,True
Charlie Brewer,SR,QB,3,16,484,91,500,5.49,166.7,utah,2021,charlie_brewer_utah,True
Charlie Brewer,SR,QB,3,23,52,20,75,3.75,25.0,liberty,2022,charlie_brewer_liberty,False
Charlie Jones,JR,WR,8,38,0,2,38,19.00,4.8,iowa,2020,charlie_jones_iowa,False
Charlie Jones,SR,WR,14,8,0,7,8,1.14,0.6,iowa,2021,charlie_jones_iowa,True
Charlie Jones,SR,WR,13,3,0,2,3,1.50,0.2,purdue,2022,charlie_jones_purdue,False
Charlie Mangieri,SR,TE,12,3,0,1,3,3.00,0.3,northwestern,2023,charlie_mangieri_northwestern,False
Charlie Norman,FR,RB,5,6,0,3,6,2.00,1.2,louisiana-monroe,2021,charlie_norman_louisiana-monroe,False
Charlie Norman,SO,RB,11,8,0,3,8,2.67,0.7,louisiana-monroe,2022,charlie_norman_louisiana-monroe,False
Charlie Norman,JR,RB,12,102,0,24,102,4.25,8.5,louisiana-monroe,2023,charlie_norman_louisiana-monroe,False
Charlie Norman,SR,RB,5,4,0,3,4,1.33,0.8,louisiana-monroe,2024,charlie_norman_louisiana-monroe,False
Charlie Offerdahl,FR,TB,12,150,0,37,150,4.05,12.5,colorado,2022,charlie_offerdahl_colorado,False
Charlie Offerdahl,SO,RB,8,11,0,2,11,5.50,1.4,colorado,2023,charlie_offerdahl_colorado,False
Charlie Offerdahl,JR,RB,5,46,0,14,46,3.29,9.2,colorado,2024,charlie_offerdahl_colorado,False
Charlie Pollock,SO,P,13,0,0,1,0,0.00,0.0,mississippi,2023,charlie_pollock_mississippi,False
Charlie Scott,SO,,12,-23,0,1,-23,-23.00,-1.9,air_force,2017,charlie_scott_air_force,False
Charlie Scott,JR,,11,-10,0,1,-10,-10.00,-0.9,air_force,2018,charlie_scott_air_force,False
Charlie Spegal,FR,RB,5,62,0,19,62,3.26,12.4,indiana,2021,charlie_spegal_indiana,True
Charlie Spegal,SO,RB,12,71,0,15,71,4.73,5.9,ball_state,2023,charlie_spegal_ball_state,False
Charlie Spegal,JR,RB,5,15,0,6,15,2.50,3.0,ball_state,2024,charlie_spegal_ball_state,False
Charlie Vincent,SO,RB,14,60,0,17,60,3.53,4.3,utah,2022,charlie_vincent_utah,False
Charlie Vincent,JR,RB,11,48,0,9,48,5.33,4.4,utah,2023,charlie_vincent_utah,False
Charlie Vincent,SR,RB,5,39,0,11,39,3.55,7.8,utah,2024,charlie_vincent_utah,False
Charvis Thornton,SO,RB,12,464,0,80,464,5.80,38.7,louisiana_tech,2022,charvis_thornton_louisiana_tech,False
Charvis Thornton,JR,RB,10,270,0,55,270,4.91,27.0,louisiana_tech,2023,charvis_thornton_louisiana_tech,False
Chase Alford,SR,LB,13,21,0,1,21,21.00,1.6,georgia_tech,2016,chase_alford_georgia_tech,False
Chase Brice,FR,QB,12,93,442,67,535,7.99,44.6,clemson,2018,chase_brice_clemson,False
Chase Brice,SO,QB,13,94,581,99,675,6.82,51.9,clemson,2019,chase_brice_clemson,True
Chase Brice,JR,QB,11,89,2170,443,2259,5.10,205.4,duke,2020,chase_brice_duke,True
Chase Brice,SR,QB,14,161,3337,461,3498,7.59,249.9,appalachian_state,2021,chase_brice_appalachian_state,False
Chase Brice,SR,QB,12,117,2921,420,3038,7.23,253.2,appalachian_state,2022,chase_brice_appalachian_state,False
Chase Brown,FR,RB,13,352,0,71,352,4.96,27.1,western_michigan,2018,chase_brown_western_michigan,True
Chase Brown,SO,RB,4,18,0,3,18,6.00,4.5,illinois,2019,chase_brown_illinois,False
Chase Brown,SO,RB,8,540,0,104,540,5.19,67.5,illinois,2020,chase_brown_illinois,False
Chase Brown,SO,RB,10,1005,0,170,1005,5.91,100.5,illinois,2021,chase_brown_illinois,False
Chase Brown,JR,RB,12,1643,0,329,1643,4.99,136.9,illinois,2022,chase_brown_illinois,False
Chase Claypool,FR,WR,12,9,0,1,9,9.00,0.8,notre_dame,2016,chase_claypool_notre_dame,False
Chase Claypool,SO,WR,12,-3,0,2,-3,-1.50,-0.3,notre_dame,2017,chase_claypool_notre_dame,False
Chase Contreraz,SR,PK,13,6,0,1,6,6.00,0.5,iowa_state,2023,chase_contreraz_iowa_state,False
Chase Cord,FR,QB,4,109,67,17,176,10.35,44.0,boise_state,2018,chase_cord_boise_state,False
Chase Cord,SO,QB,8,100,670,120,770,6.42,96.3,boise_state,2019,chase_cord_boise_state,False
Chase Cunningham,FR,QB,4,0,0,2,0,0.00,0.0,middle_tennessee,2018,chase_cunningham_middle_tennessee,False
Chase Cunningham,SO,QB,5,10,221,35,231,6.60,46.2,middle_tennessee,2019,chase_cunningham_middle_tennessee,False
Chase Cunningham,JR,QB,3,0,73,19,73,3.84,24.3,middle_tennessee,2020,chase_cunningham_middle_tennessee,False
Chase Cunningham,JR,QB,8,118,1318,220,1436,6.53,179.5,middle_tennessee,2021,chase_cunningham_middle_tennessee,False
Chase Cunningham,SR,QB,12,52,3156,562,3208,5.71,267.3,middle_tennessee,2022,chase_cunningham_middle_tennessee,False
Chase Curtis,FR,WR,3,-2,0,1,-2,-2.00,-0.7,tcu,2020,chase_curtis_tcu,False
Chase Curtis,SR,TE,4,3,0,1,3,3.00,0.8,tcu,2024,chase_curtis_tcu,False
Chase Forrest,JR,QB,3,-4,53,12,49,4.08,16.3,california,2017,chase_forrest_california,False
Chase Forrest,SR,QB,1,-8,71,15,63,4.20,63.0,california,2018,chase_forrest_california,False
Chase Gabriel,JR,K,11,9,0,1,9,9.00,0.8,florida_international,2023,chase_gabriel_florida_international,False
Chase Garbers,FR,QB,12,420,1506,358,1926,5.38,160.5,california,2018,chase_garbers_california,False
Chase Garbers,SO,QB,9,223,1772,305,1995,6.54,221.7,california,2019,chase_garbers_california,False
Chase Garbers,JR,QB,4,75,771,175,846,4.83,211.5,california,2020,chase_garbers_california,False
